ID;Beroep;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
56;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2015;4.4;42.1;3.0;18.0;16.5;70.3;22.7;12.9;1.8;8.7;8.9;11.1;1.8;5.2;2.5;0.9;3.1;8.3;1.1;1.7;46.3;7.8;0.6;14.1;;;;;;;;;;;;;;;;;;11.2;16.0;71.5;9.6;20.4;4.8;39.9;16.2;2.5;7.9;2.7;1.7;4.8;4.8;33.1;;;;;;;;;;
57;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2016;4.3;44.5;3.0;17.3;14.1;71.8;20.8;13.2;1.3;8.8;8.0;10.0;2.1;5.3;3.7;0.8;1.9;9.7;1.4;0.9;45.9;5.8;0.9;15.2;;;;;;;;;;;;;;;;;;10.9;17.1;72.6;7.1;24.5;5.1;42.1;14.5;1.7;7.0;2.6;2.3;5.4;3.4;26.5;;;;;;;;;;
58;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2017;4.1;41.1;2.8;17.9;17.8;70.5;22.4;12.6;2.3;9.0;10.8;10.6;2.4;5.0;3.2;0.8;4.4;9.2;1.4;1.2;41.4;6.6;1.0;15.3;;;;;;;;;;;;;;;;;;15.3;16.7;68.9;7.7;23.4;4.1;42.7;18.6;2.0;5.4;3.1;;5.3;3.0;24.9;;;;;;;;;;
59;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2018;4.5;46.4;3.4;16.9;14.4;70.5;21.9;11.9;1.8;9.2;9.6;7.7;2.4;6.1;2.6;0.7;2.3;8.6;0.8;1.7;44.5;6.4;0.9;14.1;;;;;;;;;;;;;;;;;;12.3;16.3;68.2;9.8;20.8;6.7;38.3;14.6;1.3;4.6;4.1;1.5;5.7;3.0;27.0;;;;;;;;;;
60;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2019;4.6;46.4;3.3;17.4;15.9;71.3;21.6;11.8;1.8;7.6;9.9;8.7;1.6;6.8;3.5;1.3;2.7;7.6;1.0;1.4;44.5;6.0;1.5;14.5;;;;;;;;;;;;;;;;;;12.8;15.9;68.5;10.0;25.4;4.1;37.2;15.4;;6.9;5.6;2.3;5.0;4.6;23.5;;;;;;;;;;
61;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2020;4.7;46.8;3.3;16.1;12.8;68.3;25.8;11.2;1.2;7.6;8.5;8.3;1.5;5.0;2.3;0.4;3.7;8.5;1.1;1.1;43.0;6.8;0.7;19.8;;;;;;;;;;;;;;;;;;9.9;12.4;72.6;11.9;21.5;3.3;40.0;12.8;4.0;5.8;3.5;4.2;7.4;3.0;29.1;;;;;;;;;;
62;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2021;4.7;46.9;3.3;17.7;15.0;69.0;25.1;11.8;1.7;8.8;7.5;8.4;1.8;6.2;2.7;1.0;3.2;9.1;1.3;1.7;43.3;6.9;;19.1;;;;;;;;;;;;;;;;;;11.0;15.5;69.3;12.7;24.4;4.1;37.4;9.6;6.6;5.9;4.5;1.9;5.7;3.4;36.0;;;;;;;;;;
63;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2022;5.3;57.8;3.4;16.1;12.6;68.6;27.0;8.6;1.7;;;;;;;;;;;;;;;;62.3;5.8;4.9;2.0;5.6;5.8;5.9;1.4;4.8;1.8;0.6;1.1;10.2;1.7;9.5;2.9;11.0;9.0;12.9;72.5;12.0;;;;;;;;;;;;16.0;20.8;;6.9;30.5;4.3;6.0;6.3;21.0;21.2
64;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2023;5.2;52.3;3.7;17.5;15.0;73.4;20.6;10.3;1.9;;;;;;;;;;;;;;;;52.3;7.1;6.9;2.2;7.3;6.8;8.3;1.9;5.6;1.6;1.1;1.4;11.4;2.9;12.9;3.8;15.0;10.7;15.4;71.1;9.7;;;;;;;;;;;;17.0;20.9;2.0;8.2;32.6;5.5;4.8;8.6;11.4;22.1
65;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2024;5.2;51.2;3.9;17.8;13.4;74.0;20.3;10.6;1.5;;;;;;;;;;;;;;;;53.7;8.2;5.4;1.8;6.2;7.9;7.9;1.5;6.6;1.4;0.6;1.3;11.8;3.8;15.5;4.8;18.1;8.5;13.1;75.5;9.7;;;;;;;;;;;;16.3;22.6;4.1;8.8;35.8;4.5;7.1;7.7;14.9;18.7
66;Beroepsniveau 2 (ISCO 2008);Waarde;2014;4.2;42.8;2.5;17.1;15.7;64.6;21.1;12.9;1.4;7.4;6.7;6.7;1.5;5.5;2.2;0.6;2.7;9.3;0.6;1.1;38.4;5.1;1.4;13.2;;;;;;;;;;;;;;;;;;10.2;17.6;66.8;5.5;27.9;2.9;21.8;11.3;0.2;6.6;1.4;0.8;2.7;0.5;23.9;;;;;;;;;;
67;Beroepsniveau 2 (ISCO 2008);Waarde;2015;4.2;43.8;2.4;17.0;14.8;62.8;23.1;13.0;1.1;8.0;6.2;6.9;1.5;5.5;2.1;0.6;2.4;7.9;0.6;1.1;41.7;4.8;1.1;12.2;;;;;;;;;;;;;;;;;;9.5;16.3;67.8;6.4;25.3;3.1;25.1;12.5;0.5;4.6;1.7;0.4;2.6;0.7;23.5;;;;;;;;;;
68;Beroepsniveau 2 (ISCO 2008);Waarde;2016;4.1;44.4;2.5;16.4;14.6;64.9;21.9;12.1;1.2;7.2;6.2;5.9;1.5;5.9;2.4;0.6;2.8;8.3;0.6;1.2;41.7;5.1;1.1;12.2;;;;;;;;;;;;;;;;;;10.1;16.3;68.2;5.3;27.9;3.3;24.3;11.8;0.2;5.4;1.5;0.2;2.0;0.9;22.5;;;;;;;;;;
69;Beroepsniveau 2 (ISCO 2008);Waarde;2017;4.2;42.8;2.4;17.6;15.8;64.6;20.8;13.4;1.2;7.0;6.7;6.7;1.5;6.8;2.5;0.6;2.2;8.6;0.8;1.1;40.3;4.5;0.9;12.0;;;;;;;;;;;;;;;;;;12.2;17.1;65.0;5.8;31.1;2.5;23.0;10.9;0.5;4.8;1.8;0.8;2.3;0.5;21.9;;;;;;;;;;
70;Beroepsniveau 2 (ISCO 2008);Waarde;2018;4.7;46.7;2.8;17.8;15.0;63.3;22.7;12.9;1.1;6.7;6.0;6.4;1.6;6.7;2.2;0.5;2.3;8.7;0.6;1.3;41.9;4.6;1.1;11.9;;;;;;;;;;;;;;;;;;10.9;16.9;66.8;5.4;28.5;2.1;23.4;11.7;0.3;4.9;1.9;0.7;2.6;1.1;23.1;;;;;;;;;;
71;Beroepsniveau 2 (ISCO 2008);Waarde;2019;4.9;46.3;2.8;18.8;16.4;63.6;21.5;13.6;1.3;6.9;6.2;6.6;1.5;7.5;2.0;0.6;2.4;8.2;0.6;1.1;40.9;4.5;1.3;12.0;;;;;;;;;;;;;;;;;;11.1;16.6;65.7;6.6;28.7;2.8;23.6;10.3;0.3;5.7;2.0;0.9;2.6;0.7;22.3;;;;;;;;;;
72;Beroepsniveau 2 (ISCO 2008);Waarde;2020;4.8;44.3;2.9;19.7;16.7;57.7;26.7;14.4;1.2;6.7;5.9;5.4;1.6;6.5;1.7;0.5;2.9;7.6;0.5;1.2;39.3;5.2;1.1;16.3;;;;;;;;;;;;;;;;;;10.5;14.1;67.7;7.7;23.6;2.0;25.5;9.0;0.3;4.0;1.9;1.2;2.7;0.7;29.1;;;;;;;;;;
73;Beroepsniveau 2 (ISCO 2008);Waarde;2021;5.1;45.4;2.9;20.4;17.8;58.0;26.6;13.9;1.5;6.5;5.2;5.5;1.3;7.6;2.4;0.6;2.4;6.5;0.3;1.0;37.3;4.6;1.2;19.8;;;;;;;;;;;;;;;;;;11.4;15.9;64.5;8.2;28.2;2.8;23.5;7.8;0.6;4.9;1.8;0.9;2.6;0.2;26.7;;;;;;;;;;
74;Beroepsniveau 2 (ISCO 2008);Waarde;2022;5.8;57.5;2.8;17.9;14.9;59.3;29.0;10.4;1.3;;;;;;;;;;;;;;;;59.5;3.3;6.2;1.5;4.3;3.8;4.3;1.2;4.0;1.4;0.3;0.8;9.3;2.4;4.5;2.2;6.5;8.6;13.9;69.5;8.0;;;;;;;;;;;;21.5;8.2;3.2;2.3;17.0;2.9;4.4;4.1;21.3;15.1
75;Beroepsniveau 2 (ISCO 2008);Waarde;2023;5.1;50.5;2.9;18.1;15.5;65.8;21.1;11.7;1.4;;;;;;;;;;;;;;;;50.9;4.7;6.9;1.9;5.2;5.0;5.2;1.1;5.4;1.4;0.5;0.9;10.9;2.2;7.3;2.7;9.7;9.1;14.4;68.7;7.8;;;;;;;;;;;;21.2;9.6;4.0;3.8;19.3;3.5;5.1;5.0;13.5;15.1
76;Beroepsniveau 2 (ISCO 2008);Waarde;2024;5.5;50.3;3.0;19.5;16.7;65.8;19.8;12.9;1.5;;;;;;;;;;;;;;;;50.0;4.5;7.7;1.8;5.1;4.6;5.7;1.2;5.6;1.6;0.6;1.1;10.4;1.7;6.2;2.9;9.0;9.5;15.0;68.6;6.9;;;;;;;;;;;;17.3;8.5;2.9;3.6;21.3;3.1;5.4;4.6;15.6;17.7
77;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2014;3.9;42.0;2.4;16.2;14.5;63.3;20.0;12.0;1.1;6.7;6.1;6.1;1.3;5.0;1.9;0.4;2.3;8.6;0.5;0.8;37.1;4.6;1.1;12.3;;;;;;;;;;;;;;;;;;9.4;16.6;65.5;4.9;25.7;2.2;19.7;9.9;0.1;5.5;0.9;0.4;2.0;0.3;21.8;;;;;;;;;;
78;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2015;4.0;43.1;2.3;16.2;13.8;61.7;22.1;12.2;0.9;7.3;5.7;6.3;1.3;5.0;1.8;0.4;2.1;7.3;0.4;0.9;40.6;4.3;0.9;11.4;;;;;;;;;;;;;;;;;;8.9;15.4;66.7;5.9;23.4;2.4;23.1;11.1;0.3;3.7;1.2;0.2;1.9;0.4;21.5;;;;;;;;;;
79;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2016;3.9;43.7;2.4;15.7;13.6;63.8;20.9;11.4;1.0;6.6;5.7;5.4;1.3;5.4;2.1;0.4;2.5;7.6;0.5;1.0;40.5;4.6;0.9;11.4;;;;;;;;;;;;;;;;;;9.5;15.5;67.1;4.8;25.9;2.5;22.4;10.4;0.1;4.5;1.1;0.1;1.4;0.5;20.6;;;;;;;;;;
80;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2017;4.0;42.1;2.3;16.7;14.8;63.4;19.8;12.6;1.0;6.4;6.1;6.1;1.3;6.3;2.2;0.4;1.9;8.0;0.6;0.8;39.1;4.0;0.7;11.3;;;;;;;;;;;;;;;;;;11.4;16.2;63.8;5.3;29.0;1.9;21.2;9.6;0.3;3.9;1.3;0.5;1.7;0.3;20.0;;;;;;;;;;
81;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2018;4.5;46.0;2.7;17.1;14.2;62.3;21.9;12.3;0.9;6.2;5.5;5.9;1.4;6.2;1.9;0.4;2.0;8.2;0.5;1.1;40.9;4.2;0.9;11.3;;;;;;;;;;;;;;;;;;10.3;16.1;65.9;5.0;26.8;1.6;21.9;10.5;0.1;4.2;1.4;0.4;2.1;0.7;21.5;;;;;;;;;;
82;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2019;4.7;45.6;2.7;18.0;15.4;62.6;20.6;12.9;1.1;6.4;5.7;6.1;1.3;7.0;1.8;0.4;2.1;7.6;0.4;0.9;39.8;4.1;1.0;11.4;;;;;;;;;;;;;;;;;;10.5;15.8;64.7;6.1;27.0;2.2;21.9;9.2;0.1;4.9;1.5;0.6;2.1;0.4;20.7;;;;;;;;;;
83;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2020;4.6;43.5;2.7;18.9;15.7;56.6;25.7;13.6;1.0;6.2;5.4;5.0;1.4;5.9;1.5;0.4;2.5;7.0;0.4;1.0;38.2;4.7;0.9;15.6;;;;;;;;;;;;;;;;;;9.8;13.4;66.7;7.1;21.8;1.4;23.7;7.8;0.1;3.3;1.3;0.8;2.0;0.4;27.1;;;;;;;;;;
84;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2021;4.9;44.6;2.7;19.5;16.6;56.8;25.6;13.1;1.3;5.9;4.7;5.0;1.1;7.0;2.0;0.4;2.1;5.9;0.2;0.8;36.1;4.1;0.9;18.9;;;;;;;;;;;;;;;;;;10.6;15.1;63.3;7.6;26.1;2.2;21.7;6.7;0.3;3.9;1.3;0.6;1.9;0.1;24.7;;;;;;;;;;
85;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2022;5.6;56.8;2.7;17.2;14.0;58.4;28.1;9.8;1.1;;;;;;;;;;;;;;;;58.5;3.0;5.7;1.3;3.9;3.5;4.0;1.0;3.6;1.2;0.2;0.6;8.8;1.9;3.8;1.7;5.6;8.1;13.2;68.7;7.5;;;;;;;;;;;;19.8;7.1;2.5;1.7;15.5;2.3;3.6;3.4;19.7;13.7
86;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2023;4.9;49.7;2.8;17.3;14.5;64.8;20.2;11.1;1.2;;;;;;;;;;;;;;;;49.9;4.3;6.4;1.6;4.8;4.6;4.7;0.9;5.0;1.2;0.4;0.7;10.2;1.6;6.2;2.1;8.6;8.5;13.7;67.8;7.2;;;;;;;;;;;;19.4;8.3;3.2;3.0;17.6;2.8;4.2;4.2;12.1;13.6
87;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2024;5.2;49.5;2.9;18.7;15.7;64.8;18.9;12.2;1.3;;;;;;;;;;;;;;;;49.0;4.1;7.2;1.5;4.7;4.2;5.2;1.0;5.2;1.3;0.4;0.9;9.8;1.3;5.3;2.3;7.9;8.9;14.2;67.6;6.4;;;;;;;;;;;;15.7;7.4;2.3;2.8;19.6;2.5;4.5;3.8;14.0;16.1
88;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2014;4.4;43.7;2.7;18.0;17.0;65.9;22.2;13.8;1.8;8.1;7.4;7.4;1.9;6.2;2.7;0.8;3.1;10.2;0.9;1.4;39.8;5.8;1.7;14.1;;;;;;;;;;;;;;;;;;11.0;18.6;68.0;6.2;30.2;3.9;23.9;13.0;0.5;8.0;2.1;1.4;3.6;1.1;26.1;;;;;;;;;;
89;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2015;4.5;44.6;2.5;17.8;15.8;64.0;24.1;13.8;1.4;8.6;6.8;7.5;1.8;6.0;2.4;0.8;2.8;8.5;0.8;1.4;42.9;5.3;1.4;13.0;;;;;;;;;;;;;;;;;;10.2;17.2;68.9;7.1;27.4;4.1;27.1;14.1;1.0;5.7;2.4;0.8;3.4;1.3;25.5;;;;;;;;;;
90;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2016;4.3;45.2;2.6;17.2;15.6;66.0;22.8;12.9;1.4;7.8;6.8;6.4;1.8;6.4;2.8;0.8;3.2;8.9;0.9;1.5;42.9;5.6;1.4;12.9;;;;;;;;;;;;;;;;;;10.9;17.2;69.3;5.9;29.9;4.2;26.4;13.4;0.6;6.5;2.2;0.6;2.8;1.4;24.4;;;;;;;;;;
91;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2017;4.5;43.6;2.5;18.5;16.9;65.8;21.8;14.2;1.5;7.7;7.3;7.3;1.9;7.5;2.9;0.8;2.6;9.4;1.0;1.3;41.5;5.0;1.1;12.8;;;;;;;;;;;;;;;;;;13.0;18.0;66.1;6.4;33.2;3.3;25.0;12.4;1.0;5.8;2.5;1.4;3.1;0.9;23.8;;;;;;;;;;
92;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2018;4.9;47.3;2.9;18.5;15.9;64.3;23.6;13.6;1.3;7.2;6.5;6.9;1.8;7.2;2.5;0.7;2.6;9.3;0.8;1.5;42.9;5.0;1.3;12.5;;;;;;;;;;;;;;;;;;11.6;17.6;67.7;5.9;30.2;2.7;25.0;13.0;0.5;5.7;2.4;1.1;3.3;1.6;24.7;;;;;;;;;;
93;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2019;5.1;47.0;2.9;19.6;17.3;64.6;22.3;14.3;1.6;7.5;6.7;7.1;1.8;8.1;2.4;0.8;2.7;8.8;0.7;1.3;41.9;5.0;1.5;12.7;;;;;;;;;;;;;;;;;;11.8;17.4;66.7;7.2;30.6;3.5;25.3;11.6;0.7;6.7;2.6;1.4;3.3;1.1;24.0;;;;;;;;;;
94;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2020;5.1;45.0;3.0;20.6;17.7;58.8;27.7;15.2;1.5;7.3;6.4;5.9;1.9;7.0;2.0;0.7;3.3;8.2;0.6;1.5;40.4;5.7;1.4;17.2;;;;;;;;;;;;;;;;;;11.2;14.9;68.7;8.3;25.6;2.7;27.5;10.4;0.6;5.0;2.6;1.8;3.6;1.1;31.2;;;;;;;;;;
95;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2021;5.4;46.2;3.0;21.4;18.9;59.2;27.7;14.7;1.9;7.1;5.8;6.0;1.6;8.3;2.8;0.8;2.8;7.1;0.5;1.3;38.5;5.1;1.5;20.8;;;;;;;;;;;;;;;;;;12.2;16.8;65.6;8.9;30.3;3.6;25.5;9.1;1.2;6.0;2.6;1.4;3.4;0.5;28.8;;;;;;;;;;
96;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2022;6.0;58.2;2.9;18.6;15.8;60.3;29.9;11.0;1.6;;;;;;;;;;;;;;;;60.4;3.7;6.6;1.8;4.7;4.2;4.7;1.4;4.4;1.6;0.5;1.0;9.9;3.1;5.3;2.8;7.5;9.1;14.5;70.4;8.6;;;;;;;;;;;;23.2;9.5;4.0;3.0;18.6;3.8;5.4;5.0;23.1;16.6
97;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2023;5.3;51.2;3.0;18.8;16.4;66.8;21.9;12.4;1.6;;;;;;;;;;;;;;;;52.0;5.2;7.4;2.2;5.7;5.5;5.6;1.3;5.9;1.7;0.6;1.1;11.5;2.8;8.5;3.5;11.1;9.7;15.2;69.7;8.4;;;;;;;;;;;;23.0;11.0;4.9;4.8;21.1;4.5;6.1;6.1;15.1;16.8
98;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2024;5.7;51.0;3.1;20.4;17.7;66.8;20.6;13.6;1.8;;;;;;;;;;;;;;;;51.1;5.0;8.3;2.1;5.6;5.1;6.2;1.4;6.1;1.9;0.8;1.3;11.1;2.4;7.3;3.6;10.2;10.2;15.7;69.5;7.5;;;;;;;;;;;;19.0;9.8;3.7;4.5;23.1;4.0;6.5;5.6;17.2;19.4
99;Beroepsniveau 3 (ISCO 2008);Waarde;2014;3.8;45.1;2.2;14.9;12.6;69.3;18.5;11.5;0.7;5.7;5.1;4.0;1.4;6.6;2.3;0.6;2.6;9.7;0.8;0.9;44.1;5.7;2.8;11.5;;;;;;;;;;;;;;;;;;7.4;17.5;71.1;3.9;42.2;4.2;13.5;10.1;0.0;7.2;1.4;2.1;1.3;0.3;17.6;;;;;;;;;;
100;Beroepsniveau 3 (ISCO 2008);Waarde;2015;4.3;47.1;2.3;16.2;13.8;68.6;18.4;12.1;1.0;5.3;4.6;4.5;1.4;7.6;2.3;0.7;3.2;8.0;0.6;0.8;45.4;5.5;1.4;11.7;;;;;;;;;;;;;;;;;;8.4;14.9;71.5;5.3;43.9;4.2;10.6;9.9;0.3;7.0;3.5;1.4;1.5;0.3;17.5;;;;;;;;;;
101;Beroepsniveau 3 (ISCO 2008);Waarde;2016;4.0;47.5;2.4;15.2;13.8;69.6;17.8;11.7;0.9;4.9;4.1;4.0;1.4;7.4;3.2;0.5;2.9;9.1;0.3;1.1;46.1;5.1;1.9;11.1;;;;;;;;;;;;;;;;;;7.6;16.3;71.4;4.7;44.3;4.6;10.4;10.3;0.7;6.9;1.4;0.9;1.4;0.5;18.6;;;;;;;;;;
102;Beroepsniveau 3 (ISCO 2008);Waarde;2017;4.2;46.1;2.5;16.3;14.1;69.2;18.1;11.6;1.1;5.0;4.3;3.7;1.4;8.5;3.4;0.5;2.2;8.8;0.4;1.2;45.6;5.1;1.3;11.5;;;;;;;;;;;;;;;;;;9.0;17.6;68.8;4.6;43.8;4.3;11.0;10.4;0.1;7.4;1.7;0.5;1.1;0.4;19.3;;;;;;;;;;
103;Beroepsniveau 3 (ISCO 2008);Waarde;2018;4.6;49.1;2.6;16.3;13.9;67.6;20.0;11.6;0.9;4.4;3.8;3.4;1.5;7.9;2.7;0.6;2.3;9.3;0.8;1.3;47.4;5.0;1.9;11.1;;;;;;;;;;;;;;;;;;8.9;14.6;72.3;4.2;42.8;4.4;12.4;8.3;0.5;7.9;2.6;0.7;1.4;0.6;18.5;;;;;;;;;;
104;Beroepsniveau 3 (ISCO 2008);Waarde;2019;4.8;47.5;2.5;18.1;15.4;68.1;18.0;12.7;1.2;4.8;4.7;4.3;1.3;8.9;2.6;0.7;2.4;9.7;0.5;1.2;44.2;4.9;1.8;11.0;;;;;;;;;;;;;;;;;;9.0;16.5;69.1;5.4;39.9;5.0;13.4;10.1;0.6;6.7;2.5;1.3;1.0;0.5;19.0;;;;;;;;;;
105;Beroepsniveau 3 (ISCO 2008);Waarde;2020;4.8;44.8;2.6;19.1;17.3;62.6;22.5;13.3;1.5;4.5;4.0;3.5;1.3;8.6;2.3;0.6;2.7;7.5;0.6;1.2;42.7;6.1;2.1;15.7;;;;;;;;;;;;;;;;;;8.7;14.9;71.1;5.3;39.2;4.9;10.5;10.0;0.2;6.3;4.1;1.7;1.7;0.4;20.9;;;;;;;;;;
106;Beroepsniveau 3 (ISCO 2008);Waarde;2021;5.2;43.6;2.8;21.5;19.8;58.5;24.1;15.7;1.7;4.2;3.4;3.2;1.5;9.0;3.2;0.6;2.8;7.3;0.5;0.8;37.7;5.2;2.2;21.2;;;;;;;;;;;;;;;;;;10.0;15.0;68.2;6.8;38.8;5.3;11.1;8.0;0.6;7.2;1.7;2.0;1.4;0.1;23.7;;;;;;;;;;
107;Beroepsniveau 3 (ISCO 2008);Waarde;2022;5.6;58.7;2.5;16.9;14.0;62.2;26.2;10.6;0.9;;;;;;;;;;;;;;;;63.6;3.6;7.2;2.0;2.8;2.5;2.2;0.9;3.7;1.2;0.2;0.8;9.2;3.6;3.5;3.3;6.6;7.1;12.5;74.2;6.2;;;;;;;;;;;;32.9;2.7;5.9;1.5;6.5;4.5;5.2;1.7;23.0;15.9
108;Beroepsniveau 3 (ISCO 2008);Waarde;2023;5.0;50.6;2.6;17.8;15.2;68.7;18.5;11.5;1.2;;;;;;;;;;;;;;;;54.5;4.8;9.1;2.6;2.8;2.7;2.9;1.3;5.6;1.5;0.5;1.1;10.6;3.5;5.4;3.8;9.1;7.0;13.9;73.2;5.9;;;;;;;;;;;;33.4;3.4;6.9;1.8;6.0;7.5;8.0;1.7;14.6;16.6
109;Beroepsniveau 3 (ISCO 2008);Waarde;2024;4.9;51.5;2.7;17.3;14.7;70.6;17.5;10.5;1.4;;;;;;;;;;;;;;;;54.2;4.8;9.2;2.6;4.0;2.5;3.3;1.0;4.8;1.4;0.4;1.0;10.6;2.9;4.9;3.5;8.2;6.8;14.5;72.7;6.0;;;;;;;;;;;;34.7;3.1;6.7;2.1;8.7;5.5;6.9;2.4;14.3;15.7
110;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2014;3.5;43.8;2.1;13.7;11.3;67.4;17.0;10.4;0.5;4.9;4.3;3.3;1.0;5.7;1.8;0.4;2.1;8.6;0.5;0.6;42.1;4.9;2.1;10.3;;;;;;;;;;;;;;;;;;6.5;16.1;69.3;3.2;38.3;2.9;11.0;8.0;0.0;5.5;0.8;1.2;0.6;0.1;14.8;;;;;;;;;;
111;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2015;4.0;45.9;2.1;15.0;12.5;67.0;17.1;11.0;0.7;4.6;3.9;3.8;1.1;6.8;1.9;0.4;2.7;7.1;0.4;0.6;43.6;4.8;1.0;10.7;;;;;;;;;;;;;;;;;;7.5;13.7;69.9;4.5;40.4;2.9;8.5;8.0;0.1;5.4;2.4;0.8;0.9;0.1;14.9;;;;;;;;;;
112;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2016;3.7;46.4;2.3;14.1;12.3;68.0;16.5;10.7;0.7;4.2;3.4;3.5;1.1;6.6;2.7;0.3;2.4;8.1;0.2;0.8;44.3;4.4;1.5;10.1;;;;;;;;;;;;;;;;;;6.8;15.1;69.8;4.0;40.9;3.3;8.5;8.4;0.3;5.4;0.8;0.4;0.8;0.2;16.1;;;;;;;;;;
113;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2017;3.9;44.9;2.3;15.1;12.6;67.6;16.7;10.6;0.8;4.3;3.6;3.1;1.0;7.6;2.9;0.3;1.7;7.9;0.3;0.9;43.8;4.4;0.9;10.4;;;;;;;;;;;;;;;;;;8.1;16.3;67.2;3.9;40.5;3.1;9.1;8.5;0.0;5.9;1.0;0.2;0.5;0.2;16.7;;;;;;;;;;
114;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2018;4.3;48.1;2.5;15.3;12.7;66.2;18.8;10.7;0.7;3.9;3.3;2.9;1.2;7.2;2.2;0.4;1.9;8.4;0.6;1.0;46.0;4.4;1.5;10.2;;;;;;;;;;;;;;;;;;8.1;13.6;71.0;3.7;39.8;3.3;10.5;6.8;0.2;6.4;1.8;0.3;0.8;0.3;16.3;;;;;;;;;;
