ID;Geslacht;Leeftijd;Maandloon;BedrijfstakkenSBI2008;HerkomstNationaliteit;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
6814;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2007, vrijdag 28 september;0.0;0.0;0.0
6815;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2008, vrijdag 26 september;0.0;0.0;0.0
6816;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2009, vrijdag 25 september;0.0;0.0;0.0
6817;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2010, vrijdag 24 september;0.0;0.0;0.0
6818;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2011, vrijdag 23 september;0.0;0.0;0.0
6819;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2012, vrijdag 28 september;0.0;0.0;0.0
6820;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2013, vrijdag 28 september;0.0;0.0;0.0
6821;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Roemenië;2014, vrijdag 26 september;0.0;0.0;0.0
6822;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2006, vrijdag 29 september;0.0;0.0;0.0
6823;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2007, vrijdag 28 september;0.0;0.0;0.0
6824;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2008, vrijdag 26 september;0.0;0.0;0.0
6825;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2009, vrijdag 25 september;0.0;0.0;0.0
6826;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2010, vrijdag 24 september;0.0;0.0;0.0
6827;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2011, vrijdag 23 september;0.0;0.0;0.0
6828;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2012, vrijdag 28 september;0.0;0.0;0.0
6829;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2013, vrijdag 28 september;0.0;0.0;0.0
6830;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Spanje;2014, vrijdag 26 september;0.0;0.0;0.0
6831;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2006, vrijdag 29 september;0.1;0.0;0.0
6832;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2007, vrijdag 28 september;0.0;0.0;0.0
6833;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2008, vrijdag 26 september;0.0;0.0;0.0
6834;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2009, vrijdag 25 september;0.0;0.0;0.0
6835;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2010, vrijdag 24 september;0.0;0.0;0.0
6836;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2011, vrijdag 23 september;0.0;0.0;0.0
6837;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2012, vrijdag 28 september;0.0;0.0;0.0
6838;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2013, vrijdag 28 september;0.0;0.0;0.0
6839;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;F Bouwnijverheid;Verenigd Koninkrijk;2014, vrijdag 26 september;0.0;0.0;0.0
6840;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2006, vrijdag 29 september;23.5;19.4;4.1
6841;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2007, vrijdag 28 september;25.6;20.3;5.3
6842;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2008, vrijdag 26 september;26.7;21.0;5.7
6843;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2009, vrijdag 25 september;25.4;20.1;5.3
6844;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2010, vrijdag 24 september;26.0;20.7;5.3
6845;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2011, vrijdag 23 september;27.6;22.1;5.5
6846;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2012, vrijdag 28 september;27.8;22.5;5.3
6847;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2013, vrijdag 28 september;29.7;24.5;5.2
6848;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Totaal;2014, vrijdag 26 september;29.3;24.1;5.2
6849;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2006, vrijdag 29 september;3.9;3.8;0.1
6850;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2007, vrijdag 28 september;3.9;3.8;0.1
6851;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2008, vrijdag 26 september;3.8;3.7;0.1
6852;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2009, vrijdag 25 september;3.3;3.3;0.0
6853;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2010, vrijdag 24 september;3.2;3.2;0.0
6854;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2011, vrijdag 23 september;3.1;3.1;0.0
6855;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2012, vrijdag 28 september;3.0;2.9;0.0
6856;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2013, vrijdag 28 september;3.3;3.3;0.0
6857;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Afrika;2014, vrijdag 26 september;3.2;3.1;0.0
6858;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2006, vrijdag 29 september;3.7;3.7;0.0
6859;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2007, vrijdag 28 september;3.8;3.8;0.0
6860;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2008, vrijdag 26 september;3.6;3.6;0.0
6861;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2009, vrijdag 25 september;3.2;3.2;0.0
6862;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2010, vrijdag 24 september;3.1;3.1;0.0
6863;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2011, vrijdag 23 september;3.1;3.0;0.0
6864;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2012, vrijdag 28 september;2.9;2.9;0.0
6865;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2013, vrijdag 28 september;3.1;3.1;0.0
6866;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Amerika;2014, vrijdag 26 september;3.0;3.0;0.0
6867;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2006, vrijdag 29 september;5.0;4.9;0.1
6868;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2007, vrijdag 28 september;5.3;5.2;0.1
6869;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2008, vrijdag 26 september;5.6;5.6;0.1
6870;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2009, vrijdag 25 september;5.6;5.6;0.0
6871;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2010, vrijdag 24 september;6.1;6.0;0.0
6872;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2011, vrijdag 23 september;7.2;7.1;0.0
6873;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2012, vrijdag 28 september;7.8;7.7;0.0
6874;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2013, vrijdag 28 september;8.1;8.0;0.0
6875;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Azië;2014, vrijdag 26 september;7.4;7.3;0.1
6876;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2006, vrijdag 29 september;10.7;6.9;3.8
6877;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2007, vrijdag 28 september;12.4;7.4;4.9
6878;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2008, vrijdag 26 september;13.4;8.1;5.3
6879;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2009, vrijdag 25 september;13.0;7.9;5.0
6880;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2010, vrijdag 24 september;13.4;8.3;5.1
6881;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2011, vrijdag 23 september;14.1;8.7;5.3
6882;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2012, vrijdag 28 september;14.0;8.9;5.1
6883;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2013, vrijdag 28 september;15.1;10.1;5.0
6884;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Europa;2014, vrijdag 26 september;15.6;10.6;5.0
6885;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2006, vrijdag 29 september;0.1;0.1;0.0
6886;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2007, vrijdag 28 september;0.1;0.1;0.0
6887;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2008, vrijdag 26 september;0.1;0.1;0.0
6888;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2009, vrijdag 25 september;0.1;0.1;0.0
6889;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2010, vrijdag 24 september;0.1;0.1;0.0
6890;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2011, vrijdag 23 september;0.1;0.1;0.0
6891;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2012, vrijdag 28 september;0.1;0.1;0.0
6892;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2013, vrijdag 28 september;0.1;0.1;0.0
6893;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Oceanië;2014, vrijdag 26 september;0.1;0.1;0.0
6894;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2006, vrijdag 29 september;7.7;4.0;3.7
6895;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2007, vrijdag 28 september;9.2;4.3;4.9
6896;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2008, vrijdag 26 september;10.2;5.0;5.2
6897;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2009, vrijdag 25 september;10.0;5.0;5.0
6898;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2010, vrijdag 24 september;10.4;5.3;5.1
6899;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2011, vrijdag 23 september;11.0;5.7;5.3
6900;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2012, vrijdag 28 september;11.2;6.0;5.1
6901;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2013, vrijdag 28 september;12.0;7.1;4.9
6902;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 26;2014, vrijdag 26 september;12.7;7.7;5.0
6903;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2006, vrijdag 29 september;1.7;1.0;0.8
6904;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2007, vrijdag 28 september;3.1;1.3;1.8
6905;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2008, vrijdag 26 september;4.1;1.9;2.2
6906;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2009, vrijdag 25 september;4.4;2.1;2.2
6907;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2010, vrijdag 24 september;5.0;2.5;2.5
6908;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2011, vrijdag 23 september;5.7;2.9;2.7
6909;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2012, vrijdag 28 september;5.9;3.2;2.6
6910;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2013, vrijdag 28 september;6.4;4.0;2.4
6911;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;EU 10;2014, vrijdag 26 september;7.2;4.6;2.6
6912;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2006, vrijdag 29 september;0.8;0.3;0.5
6913;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2007, vrijdag 28 september;0.8;0.4;0.5
6914;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2008, vrijdag 26 september;0.8;0.3;0.5
6915;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2009, vrijdag 25 september;0.8;0.4;0.4
6916;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2010, vrijdag 24 september;0.7;0.3;0.4
6917;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2011, vrijdag 23 september;0.7;0.3;0.4
6918;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2012, vrijdag 28 september;0.7;0.3;0.4
6919;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2013, vrijdag 28 september;0.7;0.3;0.4
6920;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;België;2014, vrijdag 26 september;0.7;0.3;0.4
6921;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2006, vrijdag 29 september;0.1;0.1;0.0
6922;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2007, vrijdag 28 september;0.1;0.1;0.0
6923;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2008, vrijdag 26 september;0.1;0.1;0.0
6924;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2009, vrijdag 25 september;0.1;0.1;0.0
6925;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2010, vrijdag 24 september;0.1;0.1;0.0
6926;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2011, vrijdag 23 september;0.1;0.1;0.0
6927;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2012, vrijdag 28 september;0.1;0.1;0.0
6928;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2013, vrijdag 28 september;0.1;0.1;0.0
6929;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Bulgarije;2014, vrijdag 26 september;0.2;0.2;0.0
6930;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2006, vrijdag 29 september;2.0;0.7;1.3
6931;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2007, vrijdag 28 september;2.1;0.8;1.4
6932;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2008, vrijdag 26 september;2.1;0.8;1.2
6933;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2009, vrijdag 25 september;1.8;0.8;1.0
6934;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2010, vrijdag 24 september;1.7;0.7;1.0
6935;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2011, vrijdag 23 september;1.7;0.7;1.0
6936;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2012, vrijdag 28 september;1.5;0.7;0.9
6937;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2013, vrijdag 28 september;1.6;0.7;0.9
6938;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Duitsland;2014, vrijdag 26 september;1.5;0.7;0.9
6939;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2006, vrijdag 29 september;0.2;0.2;0.0
6940;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2007, vrijdag 28 september;0.2;0.2;0.1
6941;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2008, vrijdag 26 september;0.2;0.2;0.0
6942;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2009, vrijdag 25 september;0.2;0.2;0.0
6943;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2010, vrijdag 24 september;0.2;0.2;0.0
6944;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2011, vrijdag 23 september;0.2;0.2;0.0
6945;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2012, vrijdag 28 september;0.2;0.2;0.0
6946;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2013, vrijdag 28 september;0.2;0.2;0.0
6947;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Frankrijk;2014, vrijdag 26 september;0.2;0.2;0.0
6948;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2006, vrijdag 29 september;0.2;0.2;0.0
6949;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2007, vrijdag 28 september;0.2;0.2;0.0
6950;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2008, vrijdag 26 september;0.2;0.2;0.0
6951;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2009, vrijdag 25 september;0.2;0.2;0.0
6952;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2010, vrijdag 24 september;0.2;0.2;0.0
6953;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2011, vrijdag 23 september;0.3;0.2;0.0
6954;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2012, vrijdag 28 september;0.3;0.3;0.0
6955;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2013, vrijdag 28 september;0.3;0.3;0.0
6956;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Griekenland;2014, vrijdag 26 september;0.3;0.3;0.0
6957;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2006, vrijdag 29 september;0.4;0.3;0.1
6958;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2007, vrijdag 28 september;0.4;0.3;0.1
6959;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2008, vrijdag 26 september;0.4;0.4;0.1
6960;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2009, vrijdag 25 september;0.4;0.4;0.1
6961;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2010, vrijdag 24 september;0.4;0.4;0.1
6962;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2011, vrijdag 23 september;0.4;0.4;0.1
6963;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2012, vrijdag 28 september;0.4;0.4;0.1
6964;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2013, vrijdag 28 september;0.5;0.4;0.1
6965;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Italië;2014, vrijdag 26 september;0.6;0.5;0.1
6966;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2006, vrijdag 29 september;1.0;0.6;0.4
6967;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2007, vrijdag 28 september;2.1;0.9;1.2
6968;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2008, vrijdag 26 september;3.0;1.4;1.6
6969;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2009, vrijdag 25 september;3.2;1.5;1.7
6970;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2010, vrijdag 24 september;3.7;1.8;1.9
6971;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2011, vrijdag 23 september;4.2;2.1;2.1
6972;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2012, vrijdag 28 september;4.4;2.4;2.1
6973;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2013, vrijdag 28 september;4.9;3.0;1.9
6974;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);2;G-I Handel, vervoer en horeca;Polen;2014, vrijdag 26 september;5.4;3.3;2.0
