ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositieOpPeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
103;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;1227.0;17.0;489.0;576.0;145.0;;15.0;0.0;6.0;7.0;2.0;
104;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;17216.0;147.0;2386.0;3244.0;11439.0;;18.0;0.0;2.0;3.0;12.0;
105;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
106;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
107;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
108;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
109;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
110;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
111;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;24.0;0.0;0.0;0.0;24.0;;0.0;0.0;0.0;0.0;0.0;
112;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
113;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;23.0;0.0;0.0;0.0;23.0;;0.0;0.0;0.0;0.0;0.0;
114;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;249.0;0.0;0.0;0.0;249.0;;0.0;0.0;0.0;0.0;0.0;
115;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
116;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;249.0;0.0;0.0;0.0;249.0;;0.0;0.0;0.0;0.0;0.0;
117;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;341.0;0.0;0.0;0.0;341.0;;0.0;0.0;0.0;0.0;0.0;
118;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2.0;0.0;0.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
119;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;339.0;0.0;0.0;0.0;339.0;;0.0;0.0;0.0;0.0;0.0;
120;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;398.0;0.0;0.0;0.0;398.0;;0.0;0.0;0.0;0.0;0.0;
121;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
122;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;395.0;0.0;0.0;0.0;395.0;;0.0;0.0;0.0;0.0;0.0;
123;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;431.0;0.0;0.0;0.0;431.0;;0.0;0.0;0.0;0.0;0.0;
124;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;0.0;0.0;4.0;;0.0;0.0;0.0;0.0;0.0;
125;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;427.0;0.0;0.0;0.0;427.0;;0.0;0.0;0.0;0.0;0.0;
126;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;123.0;0.0;97.0;24.0;2.0;;0.0;0.0;0.0;0.0;0.0;
127;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;109.0;0.0;85.0;24.0;0.0;;0.0;0.0;0.0;0.0;0.0;
128;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;14.0;0.0;12.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
129;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;926.0;0.0;556.0;340.0;30.0;;1.0;0.0;1.0;0.0;0.0;
130;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;731.0;0.0;433.0;298.0;0.0;;1.0;0.0;1.0;0.0;0.0;
131;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;195.0;0.0;123.0;42.0;30.0;;1.0;0.0;1.0;0.0;0.0;
132;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1843.0;0.0;691.0;806.0;346.0;;2.0;0.0;1.0;1.0;0.0;
133;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;1087.0;0.0;479.0;608.0;0.0;;2.0;0.0;1.0;1.0;0.0;
134;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;756.0;0.0;212.0;198.0;346.0;;2.0;0.0;0.0;0.0;1.0;
135;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;2663.0;0.0;627.0;883.0;1153.0;;3.0;0.0;1.0;1.0;1.0;
136;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;884.0;0.0;354.0;524.0;6.0;;3.0;0.0;1.0;2.0;0.0;
137;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1779.0;0.0;273.0;359.0;1147.0;;2.0;0.0;0.0;0.0;2.0;
138;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;2936.0;0.0;559.0;868.0;1509.0;;3.0;0.0;1.0;1.0;1.0;
139;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;609.0;0.0;225.0;374.0;10.0;;3.0;0.0;1.0;2.0;0.0;
140;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2327.0;0.0;334.0;494.0;1499.0;;3.0;0.0;0.0;1.0;2.0;
141;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;3063.0;0.0;497.0;843.0;1723.0;;3.0;0.0;0.0;1.0;2.0;
142;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;423.0;0.0;152.0;259.0;12.0;;3.0;0.0;1.0;2.0;0.0;
143;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2640.0;0.0;345.0;584.0;1711.0;;3.0;0.0;0.0;1.0;2.0;
144;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;3155.0;0.0;457.0;825.0;1873.0;;3.0;0.0;0.0;1.0;2.0;
145;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;287.0;0.0;96.0;178.0;13.0;;3.0;0.0;1.0;2.0;0.0;
146;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;06 Informatica;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2868.0;0.0;361.0;647.0;1860.0;;3.0;0.0;0.0;1.0;2.0;
147;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;676.0;552.0;123.0;0.0;1.0;;1.0;1.0;0.0;0.0;0.0;
148;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;570.0;470.0;100.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
149;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;106.0;82.0;23.0;0.0;1.0;;1.0;1.0;0.0;0.0;0.0;
150;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;5122.0;754.0;4092.0;174.0;102.0;;5.0;1.0;4.0;0.0;0.0;
151;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;3406.0;523.0;2814.0;67.0;2.0;;4.0;1.0;4.0;0.0;0.0;
152;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1716.0;231.0;1278.0;107.0;100.0;;7.0;1.0;5.0;0.0;0.0;
153;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;8306.0;550.0;6442.0;872.0;442.0;;8.0;1.0;6.0;1.0;0.0;
154;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4638.0;255.0;3977.0;398.0;8.0;;8.0;0.0;7.0;1.0;0.0;
155;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3668.0;295.0;2465.0;474.0;434.0;;8.0;1.0;5.0;1.0;1.0;
156;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;12411.0;429.0;5803.0;2639.0;3540.0;;12.0;0.0;6.0;3.0;3.0;
157;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3822.0;111.0;2754.0;880.0;77.0;;12.0;0.0;9.0;3.0;0.0;
158;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;8589.0;318.0;3049.0;1759.0;3463.0;;12.0;0.0;4.0;2.0;5.0;
159;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;13596.0;377.0;4994.0;3710.0;4515.0;;13.0;0.0;5.0;4.0;4.0;
160;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2804.0;45.0;1598.0;1030.0;131.0;;15.0;0.0;9.0;6.0;1.0;
161;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;10792.0;332.0;3396.0;2680.0;4384.0;;13.0;0.0;4.0;3.0;5.0;
162;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;13944.0;361.0;4509.0;3959.0;5115.0;;13.0;0.0;4.0;4.0;5.0;
163;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;1957.0;28.0;1000.0;802.0;127.0;;16.0;0.0;8.0;6.0;1.0;
164;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;11987.0;333.0;3509.0;3157.0;4988.0;;13.0;0.0;4.0;3.0;5.0;
165;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;14126.0;359.0;4210.0;4051.0;5506.0;;14.0;0.0;4.0;4.0;5.0;
166;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;1333.0;28.0;645.0;574.0;86.0;;16.0;0.0;8.0;7.0;1.0;
167;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;07 Techniek, industrie en bouwkunde;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;12793.0;331.0;3565.0;3477.0;5420.0;;13.0;0.0;4.0;4.0;6.0;
168;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;167.0;114.0;51.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
169;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;93.0;64.0;29.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
170;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;74.0;50.0;22.0;0.0;2.0;;1.0;0.0;0.0;0.0;0.0;
171;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;1227.0;176.0;910.0;62.0;79.0;;1.0;0.0;1.0;0.0;0.0;
172;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;587.0;65.0;475.0;40.0;7.0;;1.0;0.0;1.0;0.0;0.0;
173;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;640.0;111.0;435.0;22.0;72.0;;3.0;0.0;2.0;0.0;0.0;
174;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;2431.0;163.0;1090.0;816.0;362.0;;2.0;0.0;1.0;1.0;0.0;
175;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;834.0;39.0;467.0;308.0;20.0;;1.0;0.0;1.0;1.0;0.0;
176;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1597.0;124.0;623.0;508.0;342.0;;3.0;0.0;1.0;1.0;1.0;
177;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;3718.0;149.0;1056.0;1119.0;1394.0;;4.0;0.0;1.0;1.0;1.0;
178;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;729.0;15.0;339.0;321.0;54.0;;2.0;0.0;1.0;1.0;0.0;
179;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2989.0;134.0;717.0;798.0;1340.0;;4.0;0.0;1.0;1.0;2.0;
180;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;4072.0;143.0;965.0;1235.0;1729.0;;4.0;0.0;1.0;1.0;2.0;
181;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;467.0;8.0;182.0;203.0;74.0;;3.0;0.0;1.0;1.0;0.0;
182;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3605.0;135.0;783.0;1032.0;1655.0;;4.0;0.0;1.0;1.0;2.0;
183;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;4202.0;138.0;929.0;1264.0;1871.0;;4.0;0.0;1.0;1.0;2.0;
184;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;327.0;4.0;112.0;143.0;68.0;;3.0;0.0;1.0;1.0;1.0;
185;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3875.0;134.0;817.0;1121.0;1803.0;;4.0;0.0;1.0;1.0;2.0;
186;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;4261.0;137.0;896.0;1259.0;1969.0;;4.0;0.0;1.0;1.0;2.0;
187;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;208.0;3.0;62.0;86.0;57.0;;3.0;0.0;1.0;1.0;1.0;
188;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4053.0;134.0;834.0;1173.0;1912.0;;4.0;0.0;1.0;1.0;2.0;
189;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;702.0;234.0;421.0;14.0;33.0;;1.0;0.0;0.0;0.0;0.0;
190;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;542.0;189.0;350.0;2.0;1.0;;1.0;0.0;0.0;0.0;0.0;
191;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;160.0;45.0;71.0;12.0;32.0;;2.0;0.0;1.0;0.0;0.0;
192;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;3777.0;322.0;3062.0;94.0;299.0;;4.0;0.0;3.0;0.0;0.0;
193;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;2488.0;226.0;2226.0;31.0;5.0;;3.0;0.0;3.0;0.0;0.0;
194;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1289.0;96.0;836.0;63.0;294.0;;5.0;0.0;3.0;0.0;1.0;
195;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;9753.0;248.0;3971.0;2306.0;3228.0;;9.0;0.0;4.0;2.0;3.0;
196;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;3875.0;123.0;2548.0;1100.0;104.0;;7.0;0.0;4.0;2.0;0.0;
197;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;5878.0;125.0;1423.0;1206.0;3124.0;;12.0;0.0;3.0;3.0;7.0;
198;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;14458.0;196.0;4019.0;3396.0;6847.0;;14.0;0.0;4.0;3.0;7.0;
199;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3821.0;56.0;2303.0;1218.0;244.0;;12.0;0.0;7.0;4.0;1.0;
200;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;10637.0;140.0;1716.0;2178.0;6603.0;;15.0;0.0;2.0;3.0;9.0;
201;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;16313.0;174.0;3313.0;4178.0;8648.0;;16.0;0.0;3.0;4.0;8.0;
202;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2751.0;29.0;1390.0;1031.0;301.0;;15.0;0.0;7.0;6.0;2.0;
203;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;13562.0;145.0;1923.0;3147.0;8347.0;;16.0;0.0;2.0;4.0;10.0;
204;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;17101.0;160.0;2859.0;4539.0;9543.0;;16.0;0.0;3.0;4.0;9.0;
205;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;09 Gezondheidszorg en welzijn;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;2109.0;22.0;903.0;883.0;301.0;;17.0;0.0;7.0;7.0;2.0;
