ID;CPA2015;Periods;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
7515;5813 Publishing services of newspapers;2018 3rd quarter;;;
7516;5813 Publishing services of newspapers;2018 4th quarter;;;
7517;5813 Publishing services of newspapers;2018;;;
7518;5813 Publishing services of newspapers;2019 1st quarter;;;
7519;5813 Publishing services of newspapers;2019 2nd quarter;;;
7520;5813 Publishing services of newspapers;2019 3rd quarter;;;
7521;5813 Publishing services of newspapers;2019 4th quarter;;;
7522;5813 Publishing services of newspapers;2019;;;
7523;5813 Publishing services of newspapers;2020 1st quarter;;;
7524;5813 Publishing services of newspapers;2020 2nd quarter;;;
7525;5813 Publishing services of newspapers;2020 3rd quarter;;;
7526;5813 Publishing services of newspapers;2020 4th quarter;;;
7527;5813 Publishing services of newspapers;2020;;;
7528;5813 Publishing services of newspapers;2021 1st quarter;;;
7529;5813 Publishing services of newspapers;2021 2nd quarter;;;
7530;5813 Publishing services of newspapers;2021 3rd quarter;;;
7531;5813 Publishing services of newspapers;2021 4th quarter;;;
7532;5813 Publishing services of newspapers;2021;;;
7533;5813 Publishing services of newspapers;2022 1st quarter;;;
7534;5813 Publishing services of newspapers;2022 2nd quarter;;;
7535;5813 Publishing services of newspapers;2022 3rd quarter;;;
7536;5813 Publishing services of newspapers;2022 4th quarter;;;
7537;5813 Publishing services of newspapers;2022;;;
7538;5813 Publishing services of newspapers;2023 1st quarter;;;
7539;5813 Publishing services of newspapers;2023 2nd quarter;;;
7540;5813 Publishing services of newspapers;2023 3rd quarter;;;
7541;5813 Publishing services of newspapers;2023 4th quarter;;;
7542;5813 Publishing services of newspapers;2023;;;
7543;5813 Publishing services of newspapers;2024 1st quarter;;;
7544;5813 Publishing services of newspapers;2024 2nd quarter;;;
7545;5813 Publishing services of newspapers;2024 3rd quarter;;;
7546;5813 Publishing services of newspapers;2024 4th quarter;;;
7547;5813 Publishing services of newspapers;2024;;;
7548;5814 Publishing journals and periodicals;2002 4th quarter;;;
7549;5814 Publishing journals and periodicals;2003 1st quarter;;;
7550;5814 Publishing journals and periodicals;2003 2nd quarter;;;
7551;5814 Publishing journals and periodicals;2003 3rd quarter;;;
7552;5814 Publishing journals and periodicals;2003 4th quarter;;;
7553;5814 Publishing journals and periodicals;2003;;;
7554;5814 Publishing journals and periodicals;2004 1st quarter;;;
7555;5814 Publishing journals and periodicals;2004 2nd quarter;;;
7556;5814 Publishing journals and periodicals;2004 3rd quarter;;;
7557;5814 Publishing journals and periodicals;2004 4th quarter;;;
7558;5814 Publishing journals and periodicals;2004;;;
7559;5814 Publishing journals and periodicals;2005 1st quarter;;;
7560;5814 Publishing journals and periodicals;2005 2nd quarter;;;
7561;5814 Publishing journals and periodicals;2005 3rd quarter;;;
7562;5814 Publishing journals and periodicals;2005 4th quarter;;;
7563;5814 Publishing journals and periodicals;2005;;;
7564;5814 Publishing journals and periodicals;2006 1st quarter;;;
7565;5814 Publishing journals and periodicals;2006 2nd quarter;;;
7566;5814 Publishing journals and periodicals;2006 3rd quarter;;;
7567;5814 Publishing journals and periodicals;2006 4th quarter;;;
7568;5814 Publishing journals and periodicals;2006;;;
7569;5814 Publishing journals and periodicals;2007 1st quarter;;;
7570;5814 Publishing journals and periodicals;2007 2nd quarter;;;
7571;5814 Publishing journals and periodicals;2007 3rd quarter;;;
7572;5814 Publishing journals and periodicals;2007 4th quarter;;;
7573;5814 Publishing journals and periodicals;2007;;;
7574;5814 Publishing journals and periodicals;2008 1st quarter;;;
7575;5814 Publishing journals and periodicals;2008 2nd quarter;;;
7576;5814 Publishing journals and periodicals;2008 3rd quarter;;;
7577;5814 Publishing journals and periodicals;2008 4th quarter;;;
7578;5814 Publishing journals and periodicals;2008;;;
7579;5814 Publishing journals and periodicals;2009 1st quarter;;;
7580;5814 Publishing journals and periodicals;2009 2nd quarter;;;
7581;5814 Publishing journals and periodicals;2009 3rd quarter;;;
7582;5814 Publishing journals and periodicals;2009 4th quarter;;;
7583;5814 Publishing journals and periodicals;2009;;;
7584;5814 Publishing journals and periodicals;2010 1st quarter;;;
7585;5814 Publishing journals and periodicals;2010 2nd quarter;;;
7586;5814 Publishing journals and periodicals;2010 3rd quarter;;;
7587;5814 Publishing journals and periodicals;2010 4th quarter;;;
7588;5814 Publishing journals and periodicals;2010;;;
7589;5814 Publishing journals and periodicals;2011 1st quarter;;;
7590;5814 Publishing journals and periodicals;2011 2nd quarter;;;
7591;5814 Publishing journals and periodicals;2011 3rd quarter;;;
7592;5814 Publishing journals and periodicals;2011 4th quarter;;;
7593;5814 Publishing journals and periodicals;2011;;;
7594;5814 Publishing journals and periodicals;2012 1st quarter;;;
7595;5814 Publishing journals and periodicals;2012 2nd quarter;;;
7596;5814 Publishing journals and periodicals;2012 3rd quarter;;;
7597;5814 Publishing journals and periodicals;2012 4th quarter;;;
7598;5814 Publishing journals and periodicals;2012;;;
7599;5814 Publishing journals and periodicals;2013 1st quarter;;;
7600;5814 Publishing journals and periodicals;2013 2nd quarter;;;
7601;5814 Publishing journals and periodicals;2013 3rd quarter;;;
7602;5814 Publishing journals and periodicals;2013 4th quarter;;;
7603;5814 Publishing journals and periodicals;2013;;;
7604;5814 Publishing journals and periodicals;2014 1st quarter;;;
7605;5814 Publishing journals and periodicals;2014 2nd quarter;;;
7606;5814 Publishing journals and periodicals;2014 3rd quarter;;;
7607;5814 Publishing journals and periodicals;2014 4th quarter;;;
7608;5814 Publishing journals and periodicals;2014;;;
7609;5814 Publishing journals and periodicals;2015 1st quarter;;;
7610;5814 Publishing journals and periodicals;2015 2nd quarter;;;
7611;5814 Publishing journals and periodicals;2015 3rd quarter;;;
7612;5814 Publishing journals and periodicals;2015 4th quarter;;;
7613;5814 Publishing journals and periodicals;2015;;;
7614;5814 Publishing journals and periodicals;2016 1st quarter;;;
7615;5814 Publishing journals and periodicals;2016 2nd quarter;;;
7616;5814 Publishing journals and periodicals;2016 3rd quarter;;;
7617;5814 Publishing journals and periodicals;2016 4th quarter;;;
7618;5814 Publishing journals and periodicals;2016;;;
7619;5814 Publishing journals and periodicals;2017 1st quarter;;;
7620;5814 Publishing journals and periodicals;2017 2nd quarter;;;
7621;5814 Publishing journals and periodicals;2017 3rd quarter;;;
7622;5814 Publishing journals and periodicals;2017 4th quarter;;;
7623;5814 Publishing journals and periodicals;2017;;;
7624;5814 Publishing journals and periodicals;2018 1st quarter;;;
7625;5814 Publishing journals and periodicals;2018 2nd quarter;;;
7626;5814 Publishing journals and periodicals;2018 3rd quarter;;;
7627;5814 Publishing journals and periodicals;2018 4th quarter;;;
7628;5814 Publishing journals and periodicals;2018;;;
7629;5814 Publishing journals and periodicals;2019 1st quarter;;;
7630;5814 Publishing journals and periodicals;2019 2nd quarter;;;
7631;5814 Publishing journals and periodicals;2019 3rd quarter;;;
7632;5814 Publishing journals and periodicals;2019 4th quarter;;;
7633;5814 Publishing journals and periodicals;2019;;;
7634;5814 Publishing journals and periodicals;2020 1st quarter;;;
7635;5814 Publishing journals and periodicals;2020 2nd quarter;;;
7636;5814 Publishing journals and periodicals;2020 3rd quarter;;;
7637;5814 Publishing journals and periodicals;2020 4th quarter;;;
7638;5814 Publishing journals and periodicals;2020;;;
7639;5814 Publishing journals and periodicals;2021 1st quarter;;;
7640;5814 Publishing journals and periodicals;2021 2nd quarter;;;
7641;5814 Publishing journals and periodicals;2021 3rd quarter;;;
7642;5814 Publishing journals and periodicals;2021 4th quarter;;;
7643;5814 Publishing journals and periodicals;2021;;;
7644;5814 Publishing journals and periodicals;2022 1st quarter;;;
7645;5814 Publishing journals and periodicals;2022 2nd quarter;;;
7646;5814 Publishing journals and periodicals;2022 3rd quarter;;;
7647;5814 Publishing journals and periodicals;2022 4th quarter;;;
7648;5814 Publishing journals and periodicals;2022;;;
7649;5814 Publishing journals and periodicals;2023 1st quarter;;;
7650;5814 Publishing journals and periodicals;2023 2nd quarter;;;
7651;5814 Publishing journals and periodicals;2023 3rd quarter;;;
7652;5814 Publishing journals and periodicals;2023 4th quarter;;;
7653;5814 Publishing journals and periodicals;2023;;;
7654;5814 Publishing journals and periodicals;2024 1st quarter;;;
7655;5814 Publishing journals and periodicals;2024 2nd quarter;;;
7656;5814 Publishing journals and periodicals;2024 3rd quarter;;;
7657;5814 Publishing journals and periodicals;2024 4th quarter;;;
7658;5814 Publishing journals and periodicals;2024;;;
7659;59 Movie, video and TV production;2002 4th quarter;;;
7660;59 Movie, video and TV production;2003 1st quarter;;;
7661;59 Movie, video and TV production;2003 2nd quarter;;;
7662;59 Movie, video and TV production;2003 3rd quarter;;;
7663;59 Movie, video and TV production;2003 4th quarter;;;
7664;59 Movie, video and TV production;2003;;;
7665;59 Movie, video and TV production;2004 1st quarter;;;
7666;59 Movie, video and TV production;2004 2nd quarter;;;
7667;59 Movie, video and TV production;2004 3rd quarter;;;
7668;59 Movie, video and TV production;2004 4th quarter;;;
7669;59 Movie, video and TV production;2004;;;
7670;59 Movie, video and TV production;2005 1st quarter;;;
7671;59 Movie, video and TV production;2005 2nd quarter;;;
7672;59 Movie, video and TV production;2005 3rd quarter;;;
7673;59 Movie, video and TV production;2005 4th quarter;;;
7674;59 Movie, video and TV production;2005;;;
7675;59 Movie, video and TV production;2006 1st quarter;;;
7676;59 Movie, video and TV production;2006 2nd quarter;;;
7677;59 Movie, video and TV production;2006 3rd quarter;;;
7678;59 Movie, video and TV production;2006 4th quarter;;;
7679;59 Movie, video and TV production;2006;;;
7680;59 Movie, video and TV production;2007 1st quarter;;;
7681;59 Movie, video and TV production;2007 2nd quarter;;;
7682;59 Movie, video and TV production;2007 3rd quarter;;;
7683;59 Movie, video and TV production;2007 4th quarter;;;
7684;59 Movie, video and TV production;2007;;;
7685;59 Movie, video and TV production;2008 1st quarter;;;
7686;59 Movie, video and TV production;2008 2nd quarter;;;
7687;59 Movie, video and TV production;2008 3rd quarter;;;
7688;59 Movie, video and TV production;2008 4th quarter;;;
7689;59 Movie, video and TV production;2008;;;
7690;59 Movie, video and TV production;2009 1st quarter;;;
7691;59 Movie, video and TV production;2009 2nd quarter;;;
7692;59 Movie, video and TV production;2009 3rd quarter;;;
7693;59 Movie, video and TV production;2009 4th quarter;;;
7694;59 Movie, video and TV production;2009;;;
7695;59 Movie, video and TV production;2010 1st quarter;;;
7696;59 Movie, video and TV production;2010 2nd quarter;;;
7697;59 Movie, video and TV production;2010 3rd quarter;;;
7698;59 Movie, video and TV production;2010 4th quarter;;;
7699;59 Movie, video and TV production;2010;;;
7700;59 Movie, video and TV production;2011 1st quarter;;;
7701;59 Movie, video and TV production;2011 2nd quarter;;;
7702;59 Movie, video and TV production;2011 3rd quarter;;;
7703;59 Movie, video and TV production;2011 4th quarter;;;
7704;59 Movie, video and TV production;2011;;;
7705;59 Movie, video and TV production;2012 1st quarter;;;
7706;59 Movie, video and TV production;2012 2nd quarter;;;
7707;59 Movie, video and TV production;2012 3rd quarter;;;
7708;59 Movie, video and TV production;2012 4th quarter;;;
7709;59 Movie, video and TV production;2012;;;
7710;59 Movie, video and TV production;2013 1st quarter;;;
7711;59 Movie, video and TV production;2013 2nd quarter;;;
7712;59 Movie, video and TV production;2013 3rd quarter;;;
7713;59 Movie, video and TV production;2013 4th quarter;;;
7714;59 Movie, video and TV production;2013;;;
7715;59 Movie, video and TV production;2014 1st quarter;;;
7716;59 Movie, video and TV production;2014 2nd quarter;;;
7717;59 Movie, video and TV production;2014 3rd quarter;;;
7718;59 Movie, video and TV production;2014 4th quarter;;;
7719;59 Movie, video and TV production;2014;;;
7720;59 Movie, video and TV production;2015 1st quarter;;;
7721;59 Movie, video and TV production;2015 2nd quarter;;;
7722;59 Movie, video and TV production;2015 3rd quarter;;;
7723;59 Movie, video and TV production;2015 4th quarter;;;
7724;59 Movie, video and TV production;2015;;;
7725;59 Movie, video and TV production;2016 1st quarter;;;
7726;59 Movie, video and TV production;2016 2nd quarter;;;
7727;59 Movie, video and TV production;2016 3rd quarter;;;
7728;59 Movie, video and TV production;2016 4th quarter;;;
7729;59 Movie, video and TV production;2016;;;
7730;59 Movie, video and TV production;2017 1st quarter;;;
7731;59 Movie, video and TV production;2017 2nd quarter;;;
7732;59 Movie, video and TV production;2017 3rd quarter;;;
7733;59 Movie, video and TV production;2017 4th quarter;;;
7734;59 Movie, video and TV production;2017;;;
7735;59 Movie, video and TV production;2018 1st quarter;;;
7736;59 Movie, video and TV production;2018 2nd quarter;;;
7737;59 Movie, video and TV production;2018 3rd quarter;;;
7738;59 Movie, video and TV production;2018 4th quarter;;;
7739;59 Movie, video and TV production;2018;;;
7740;59 Movie, video and TV production;2019 1st quarter;;;
7741;59 Movie, video and TV production;2019 2nd quarter;;;
7742;59 Movie, video and TV production;2019 3rd quarter;;;
7743;59 Movie, video and TV production;2019 4th quarter;;;
7744;59 Movie, video and TV production;2019;;;
7745;59 Movie, video and TV production;2020 1st quarter;;;
7746;59 Movie, video and TV production;2020 2nd quarter;;;
7747;59 Movie, video and TV production;2020 3rd quarter;;;
7748;59 Movie, video and TV production;2020 4th quarter;;;
7749;59 Movie, video and TV production;2020;;;
7750;59 Movie, video and TV production;2021 1st quarter;;;
7751;59 Movie, video and TV production;2021 2nd quarter;;;
7752;59 Movie, video and TV production;2021 3rd quarter;;;
7753;59 Movie, video and TV production;2021 4th quarter;;;
7754;59 Movie, video and TV production;2021;;;
7755;59 Movie, video and TV production;2022 1st quarter;;;
7756;59 Movie, video and TV production;2022 2nd quarter;;;
7757;59 Movie, video and TV production;2022 3rd quarter;;;
7758;59 Movie, video and TV production;2022 4th quarter;;;
7759;59 Movie, video and TV production;2022;;;
7760;59 Movie, video and TV production;2023 1st quarter;;;
7761;59 Movie, video and TV production;2023 2nd quarter;;;
7762;59 Movie, video and TV production;2023 3rd quarter;;;
7763;59 Movie, video and TV production;2023 4th quarter;;;
7764;59 Movie, video and TV production;2023;;;
7765;59 Movie, video and TV production;2024 1st quarter;;;
7766;59 Movie, video and TV production;2024 2nd quarter;;;
7767;59 Movie, video and TV production;2024 3rd quarter;;;
7768;59 Movie, video and TV production;2024 4th quarter;;;
7769;59 Movie, video and TV production;2024;;;
7770;60 Programming and broadcasting services;2002 4th quarter;;;
7771;60 Programming and broadcasting services;2003 1st quarter;;;
7772;60 Programming and broadcasting services;2003 2nd quarter;;;
7773;60 Programming and broadcasting services;2003 3rd quarter;;;
7774;60 Programming and broadcasting services;2003 4th quarter;;;
7775;60 Programming and broadcasting services;2003;;;
7776;60 Programming and broadcasting services;2004 1st quarter;;;
7777;60 Programming and broadcasting services;2004 2nd quarter;;;
7778;60 Programming and broadcasting services;2004 3rd quarter;;;
7779;60 Programming and broadcasting services;2004 4th quarter;;;
7780;60 Programming and broadcasting services;2004;;;
7781;60 Programming and broadcasting services;2005 1st quarter;;;
7782;60 Programming and broadcasting services;2005 2nd quarter;;;
7783;60 Programming and broadcasting services;2005 3rd quarter;;;
7784;60 Programming and broadcasting services;2005 4th quarter;;;
7785;60 Programming and broadcasting services;2005;;;
7786;60 Programming and broadcasting services;2006 1st quarter;;;
7787;60 Programming and broadcasting services;2006 2nd quarter;;;
7788;60 Programming and broadcasting services;2006 3rd quarter;;;
7789;60 Programming and broadcasting services;2006 4th quarter;;;
7790;60 Programming and broadcasting services;2006;;;
7791;60 Programming and broadcasting services;2007 1st quarter;;;
7792;60 Programming and broadcasting services;2007 2nd quarter;;;
7793;60 Programming and broadcasting services;2007 3rd quarter;;;
7794;60 Programming and broadcasting services;2007 4th quarter;;;
7795;60 Programming and broadcasting services;2007;;;
7796;60 Programming and broadcasting services;2008 1st quarter;;;
7797;60 Programming and broadcasting services;2008 2nd quarter;;;
7798;60 Programming and broadcasting services;2008 3rd quarter;;;
7799;60 Programming and broadcasting services;2008 4th quarter;;;
7800;60 Programming and broadcasting services;2008;;;
7801;60 Programming and broadcasting services;2009 1st quarter;;;
7802;60 Programming and broadcasting services;2009 2nd quarter;;;
7803;60 Programming and broadcasting services;2009 3rd quarter;;;
7804;60 Programming and broadcasting services;2009 4th quarter;;;
7805;60 Programming and broadcasting services;2009;;;
7806;60 Programming and broadcasting services;2010 1st quarter;;;
7807;60 Programming and broadcasting services;2010 2nd quarter;;;
7808;60 Programming and broadcasting services;2010 3rd quarter;;;
7809;60 Programming and broadcasting services;2010 4th quarter;;;
7810;60 Programming and broadcasting services;2010;;;
7811;60 Programming and broadcasting services;2011 1st quarter;;;
7812;60 Programming and broadcasting services;2011 2nd quarter;;;
7813;60 Programming and broadcasting services;2011 3rd quarter;;;
7814;60 Programming and broadcasting services;2011 4th quarter;;;
7815;60 Programming and broadcasting services;2011;;;
7816;60 Programming and broadcasting services;2012 1st quarter;;;
7817;60 Programming and broadcasting services;2012 2nd quarter;;;
7818;60 Programming and broadcasting services;2012 3rd quarter;;;
7819;60 Programming and broadcasting services;2012 4th quarter;;;
7820;60 Programming and broadcasting services;2012;;;
7821;60 Programming and broadcasting services;2013 1st quarter;;;
7822;60 Programming and broadcasting services;2013 2nd quarter;;;
7823;60 Programming and broadcasting services;2013 3rd quarter;;;
7824;60 Programming and broadcasting services;2013 4th quarter;;;
7825;60 Programming and broadcasting services;2013;;;
7826;60 Programming and broadcasting services;2014 1st quarter;;;
7827;60 Programming and broadcasting services;2014 2nd quarter;;;
7828;60 Programming and broadcasting services;2014 3rd quarter;;;
7829;60 Programming and broadcasting services;2014 4th quarter;;;
7830;60 Programming and broadcasting services;2014;;;
7831;60 Programming and broadcasting services;2015 1st quarter;;;
7832;60 Programming and broadcasting services;2015 2nd quarter;;;
7833;60 Programming and broadcasting services;2015 3rd quarter;;;
7834;60 Programming and broadcasting services;2015 4th quarter;;;
7835;60 Programming and broadcasting services;2015;;;
7836;60 Programming and broadcasting services;2016 1st quarter;;;
7837;60 Programming and broadcasting services;2016 2nd quarter;;;
7838;60 Programming and broadcasting services;2016 3rd quarter;;;
7839;60 Programming and broadcasting services;2016 4th quarter;;;
7840;60 Programming and broadcasting services;2016;;;
7841;60 Programming and broadcasting services;2017 1st quarter;;;
7842;60 Programming and broadcasting services;2017 2nd quarter;;;
7843;60 Programming and broadcasting services;2017 3rd quarter;;;
7844;60 Programming and broadcasting services;2017 4th quarter;;;
7845;60 Programming and broadcasting services;2017;;;
7846;60 Programming and broadcasting services;2018 1st quarter;;;
7847;60 Programming and broadcasting services;2018 2nd quarter;;;
7848;60 Programming and broadcasting services;2018 3rd quarter;;;
7849;60 Programming and broadcasting services;2018 4th quarter;;;
7850;60 Programming and broadcasting services;2018;;;
7851;60 Programming and broadcasting services;2019 1st quarter;;;
7852;60 Programming and broadcasting services;2019 2nd quarter;;;
7853;60 Programming and broadcasting services;2019 3rd quarter;;;
7854;60 Programming and broadcasting services;2019 4th quarter;;;
7855;60 Programming and broadcasting services;2019;;;
7856;60 Programming and broadcasting services;2020 1st quarter;;;
7857;60 Programming and broadcasting services;2020 2nd quarter;;;
7858;60 Programming and broadcasting services;2020 3rd quarter;;;
7859;60 Programming and broadcasting services;2020 4th quarter;;;
7860;60 Programming and broadcasting services;2020;;;
7861;60 Programming and broadcasting services;2021 1st quarter;;;
7862;60 Programming and broadcasting services;2021 2nd quarter;;;
7863;60 Programming and broadcasting services;2021 3rd quarter;;;
7864;60 Programming and broadcasting services;2021 4th quarter;;;
7865;60 Programming and broadcasting services;2021;;;
7866;60 Programming and broadcasting services;2022 1st quarter;;;
7867;60 Programming and broadcasting services;2022 2nd quarter;;;
7868;60 Programming and broadcasting services;2022 3rd quarter;;;
7869;60 Programming and broadcasting services;2022 4th quarter;111.8;;
7870;60 Programming and broadcasting services;2022;;;
7871;60 Programming and broadcasting services;2023 1st quarter;102.0;-8.7;
7872;60 Programming and broadcasting services;2023 2nd quarter;109.9;7.7;
7873;60 Programming and broadcasting services;2023 3rd quarter;105.0;-4.5;
7874;60 Programming and broadcasting services;2023 4th quarter;117.2;11.7;4.8
7875;60 Programming and broadcasting services;2023;108.5;;
7876;60 Programming and broadcasting services;2024 1st quarter;104.8;-10.6;2.7
7877;60 Programming and broadcasting services;2024 2nd quarter;119.3;13.8;8.5
7878;60 Programming and broadcasting services;2024 3rd quarter;116.0;-2.8;10.5
7879;60 Programming and broadcasting services;2024 4th quarter;128.8;11.1;9.9
7880;60 Programming and broadcasting services;2024;117.2;;8.0
7881;61 Telecommunications services;2002 4th quarter;;;
7882;61 Telecommunications services;2003 1st quarter;;;
7883;61 Telecommunications services;2003 2nd quarter;;;
7884;61 Telecommunications services;2003 3rd quarter;;;
7885;61 Telecommunications services;2003 4th quarter;;;
7886;61 Telecommunications services;2003;;;
7887;61 Telecommunications services;2004 1st quarter;;;
7888;61 Telecommunications services;2004 2nd quarter;;;
7889;61 Telecommunications services;2004 3rd quarter;;;
7890;61 Telecommunications services;2004 4th quarter;;;
7891;61 Telecommunications services;2004;;;
7892;61 Telecommunications services;2005 1st quarter;;;
7893;61 Telecommunications services;2005 2nd quarter;;;
7894;61 Telecommunications services;2005 3rd quarter;;;
7895;61 Telecommunications services;2005 4th quarter;;;
7896;61 Telecommunications services;2005;;;
7897;61 Telecommunications services;2006 1st quarter;;;
7898;61 Telecommunications services;2006 2nd quarter;;;
7899;61 Telecommunications services;2006 3rd quarter;;;
7900;61 Telecommunications services;2006 4th quarter;;;
7901;61 Telecommunications services;2006;;;
7902;61 Telecommunications services;2007 1st quarter;;;
7903;61 Telecommunications services;2007 2nd quarter;;;
7904;61 Telecommunications services;2007 3rd quarter;;;
7905;61 Telecommunications services;2007 4th quarter;;;
7906;61 Telecommunications services;2007;;;
7907;61 Telecommunications services;2008 1st quarter;;;
7908;61 Telecommunications services;2008 2nd quarter;;;
7909;61 Telecommunications services;2008 3rd quarter;;;
7910;61 Telecommunications services;2008 4th quarter;;;
7911;61 Telecommunications services;2008;;;
7912;61 Telecommunications services;2009 1st quarter;;;
7913;61 Telecommunications services;2009 2nd quarter;;;
7914;61 Telecommunications services;2009 3rd quarter;;;
7915;61 Telecommunications services;2009 4th quarter;;;
7916;61 Telecommunications services;2009;;;
7917;61 Telecommunications services;2010 1st quarter;;;
7918;61 Telecommunications services;2010 2nd quarter;;;
7919;61 Telecommunications services;2010 3rd quarter;;;
7920;61 Telecommunications services;2010 4th quarter;;;
7921;61 Telecommunications services;2010;;;
7922;61 Telecommunications services;2011 1st quarter;;;
7923;61 Telecommunications services;2011 2nd quarter;;;
7924;61 Telecommunications services;2011 3rd quarter;;;
7925;61 Telecommunications services;2011 4th quarter;;;
7926;61 Telecommunications services;2011;;;
7927;61 Telecommunications services;2012 1st quarter;;;
7928;61 Telecommunications services;2012 2nd quarter;;;
7929;61 Telecommunications services;2012 3rd quarter;;;
7930;61 Telecommunications services;2012 4th quarter;;;
7931;61 Telecommunications services;2012;;;
7932;61 Telecommunications services;2013 1st quarter;;;
7933;61 Telecommunications services;2013 2nd quarter;;;
7934;61 Telecommunications services;2013 3rd quarter;;;
7935;61 Telecommunications services;2013 4th quarter;;;
7936;61 Telecommunications services;2013;;;
7937;61 Telecommunications services;2014 1st quarter;;;
7938;61 Telecommunications services;2014 2nd quarter;;;
7939;61 Telecommunications services;2014 3rd quarter;;;
7940;61 Telecommunications services;2014 4th quarter;;;
7941;61 Telecommunications services;2014;;;
7942;61 Telecommunications services;2015 1st quarter;;;
7943;61 Telecommunications services;2015 2nd quarter;;;
7944;61 Telecommunications services;2015 3rd quarter;;;
7945;61 Telecommunications services;2015 4th quarter;;;
7946;61 Telecommunications services;2015;;;
7947;61 Telecommunications services;2016 1st quarter;;;
7948;61 Telecommunications services;2016 2nd quarter;;;
7949;61 Telecommunications services;2016 3rd quarter;;;
7950;61 Telecommunications services;2016 4th quarter;;;
7951;61 Telecommunications services;2016;;;
7952;61 Telecommunications services;2017 1st quarter;;;
7953;61 Telecommunications services;2017 2nd quarter;;;
7954;61 Telecommunications services;2017 3rd quarter;;;
7955;61 Telecommunications services;2017 4th quarter;;;
7956;61 Telecommunications services;2017;;;
7957;61 Telecommunications services;2018 1st quarter;;;
7958;61 Telecommunications services;2018 2nd quarter;;;
7959;61 Telecommunications services;2018 3rd quarter;;;
7960;61 Telecommunications services;2018 4th quarter;;;
7961;61 Telecommunications services;2018;;;
7962;61 Telecommunications services;2019 1st quarter;;;
7963;61 Telecommunications services;2019 2nd quarter;;;
7964;61 Telecommunications services;2019 3rd quarter;;;
7965;61 Telecommunications services;2019 4th quarter;;;
7966;61 Telecommunications services;2019;;;
7967;61 Telecommunications services;2020 1st quarter;;;
7968;61 Telecommunications services;2020 2nd quarter;;;
7969;61 Telecommunications services;2020 3rd quarter;;;
7970;61 Telecommunications services;2020 4th quarter;;;
7971;61 Telecommunications services;2020;;;
7972;61 Telecommunications services;2021 1st quarter;;;
7973;61 Telecommunications services;2021 2nd quarter;;;
7974;61 Telecommunications services;2021 3rd quarter;;;
7975;61 Telecommunications services;2021 4th quarter;;;
7976;61 Telecommunications services;2021;;;
7977;61 Telecommunications services;2022 1st quarter;;;
7978;61 Telecommunications services;2022 2nd quarter;;;
7979;61 Telecommunications services;2022 3rd quarter;;;
7980;61 Telecommunications services;2022 4th quarter;;;
7981;61 Telecommunications services;2022;;;
7982;61 Telecommunications services;2023 1st quarter;;;
7983;61 Telecommunications services;2023 2nd quarter;;;
7984;61 Telecommunications services;2023 3rd quarter;;;
7985;61 Telecommunications services;2023 4th quarter;;;
7986;61 Telecommunications services;2023;;;
7987;61 Telecommunications services;2024 1st quarter;;;
7988;61 Telecommunications services;2024 2nd quarter;;;
7989;61 Telecommunications services;2024 3rd quarter;;;
7990;61 Telecommunications services;2024 4th quarter;;;
7991;61 Telecommunications services;2024;;;
7992;62 Computer programming, consultancy..;2002 4th quarter;;;
7993;62 Computer programming, consultancy..;2003 1st quarter;;;
7994;62 Computer programming, consultancy..;2003 2nd quarter;;;
7995;62 Computer programming, consultancy..;2003 3rd quarter;;;
7996;62 Computer programming, consultancy..;2003 4th quarter;;;
7997;62 Computer programming, consultancy..;2003;;;
7998;62 Computer programming, consultancy..;2004 1st quarter;;;
7999;62 Computer programming, consultancy..;2004 2nd quarter;;;
8000;62 Computer programming, consultancy..;2004 3rd quarter;;;
8001;62 Computer programming, consultancy..;2004 4th quarter;;;
8002;62 Computer programming, consultancy..;2004;;;
8003;62 Computer programming, consultancy..;2005 1st quarter;;;
8004;62 Computer programming, consultancy..;2005 2nd quarter;;;
8005;62 Computer programming, consultancy..;2005 3rd quarter;;;
8006;62 Computer programming, consultancy..;2005 4th quarter;;;
8007;62 Computer programming, consultancy..;2005;;;
8008;62 Computer programming, consultancy..;2006 1st quarter;;;
8009;62 Computer programming, consultancy..;2006 2nd quarter;;;
8010;62 Computer programming, consultancy..;2006 3rd quarter;;;
8011;62 Computer programming, consultancy..;2006 4th quarter;;;
8012;62 Computer programming, consultancy..;2006;;;
8013;62 Computer programming, consultancy..;2007 1st quarter;;;
8014;62 Computer programming, consultancy..;2007 2nd quarter;;;
8015;62 Computer programming, consultancy..;2007 3rd quarter;;;
8016;62 Computer programming, consultancy..;2007 4th quarter;;;
8017;62 Computer programming, consultancy..;2007;;;
8018;62 Computer programming, consultancy..;2008 1st quarter;;;
8019;62 Computer programming, consultancy..;2008 2nd quarter;;;
8020;62 Computer programming, consultancy..;2008 3rd quarter;;;
8021;62 Computer programming, consultancy..;2008 4th quarter;;;
8022;62 Computer programming, consultancy..;2008;;;
8023;62 Computer programming, consultancy..;2009 1st quarter;;;
8024;62 Computer programming, consultancy..;2009 2nd quarter;;;
8025;62 Computer programming, consultancy..;2009 3rd quarter;;;
8026;62 Computer programming, consultancy..;2009 4th quarter;;;
8027;62 Computer programming, consultancy..;2009;;;
8028;62 Computer programming, consultancy..;2010 1st quarter;;;
8029;62 Computer programming, consultancy..;2010 2nd quarter;;;
