ID;Geslacht;Migratieachtergrond;Generatie;Perioden;TotaalHuwendenMetMigratieachtergrond_1;MetPartnerMetNederlandseAchtergrond_2;TotaalPartnerMetMigratieachtergrond_3;TotaalGelijkeMigratieachtergrond_4;GeenMigratiehuwelijk_5;WelMigratiehuwelijk_6;PartnerMetAndereMigratieachtergrond_7
770;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2001;110;80;30;0;0;0;30
771;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2002;130;90;40;10;10;0;30
772;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2003;110;90;30;0;0;0;20
773;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2004;120;90;40;10;10;0;30
774;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2005;140;110;40;10;10;0;30
775;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2006;130;90;40;10;10;0;20
776;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2007;150;110;40;10;10;0;30
777;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2008;160;110;50;10;10;0;40
778;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2009;150;110;40;10;10;0;30
779;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2010;180;120;60;10;10;0;50
780;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2011;180;130;60;10;10;0;50
781;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2012;200;120;80;20;20;0;60
782;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2013;160;100;60;20;20;0;50
783;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2014;200;130;70;20;20;0;50
784;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2015;200;120;80;20;20;0;70
785;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2016;200;130;70;10;10;0;60
786;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2017;200;120;70;20;20;0;60
787;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2018;200;100;100;20;20;0;80
788;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2019;210;140;70;20;20;0;50
789;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2020;180;90;80;20;20;0;60
790;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2021;230;130;100;20;20;0;80
791;Mannen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2022;240;150;90;20;20;0;70
792;Mannen;Suriname;Totaal eerste en tweede generatie;2001;1340;310;1030;880;640;240;150
793;Mannen;Suriname;Totaal eerste en tweede generatie;2002;1360;300;1050;890;650;230;170
794;Mannen;Suriname;Totaal eerste en tweede generatie;2003;1260;310;960;780;590;190;180
795;Mannen;Suriname;Totaal eerste en tweede generatie;2004;1090;280;810;640;510;140;160
796;Mannen;Suriname;Totaal eerste en tweede generatie;2005;1030;280;760;610;530;80;150
797;Mannen;Suriname;Totaal eerste en tweede generatie;2006;1090;270;820;630;530;100;190
798;Mannen;Suriname;Totaal eerste en tweede generatie;2007;1140;310;830;630;550;70;200
799;Mannen;Suriname;Totaal eerste en tweede generatie;2008;1250;330;930;730;640;90;200
800;Mannen;Suriname;Totaal eerste en tweede generatie;2009;1380;350;1030;780;710;80;240
801;Mannen;Suriname;Totaal eerste en tweede generatie;2010;1350;360;990;750;650;100;240
802;Mannen;Suriname;Totaal eerste en tweede generatie;2011;1300;340;960;720;620;100;250
803;Mannen;Suriname;Totaal eerste en tweede generatie;2012;1260;350;910;700;600;100;220
804;Mannen;Suriname;Totaal eerste en tweede generatie;2013;1110;290;830;610;510;100;220
805;Mannen;Suriname;Totaal eerste en tweede generatie;2014;1150;310;840;600;540;60;240
806;Mannen;Suriname;Totaal eerste en tweede generatie;2015;1140;310;830;600;530;80;220
807;Mannen;Suriname;Totaal eerste en tweede generatie;2016;1100;320;790;560;490;70;230
808;Mannen;Suriname;Totaal eerste en tweede generatie;2017;1180;340;840;600;520;80;240
809;Mannen;Suriname;Totaal eerste en tweede generatie;2018;1180;320;870;620;550;80;240
810;Mannen;Suriname;Totaal eerste en tweede generatie;2019;1200;300;900;620;520;110;280
811;Mannen;Suriname;Totaal eerste en tweede generatie;2020;960;270;690;460;420;50;230
812;Mannen;Suriname;Totaal eerste en tweede generatie;2021;1160;310;850;590;530;60;260
813;Mannen;Suriname;Totaal eerste en tweede generatie;2022;1350;380;960;680;570;110;280
814;Mannen;Suriname;Eerste generatie;2001;1060;180;880;780;550;220;100
815;Mannen;Suriname;Eerste generatie;2002;1030;180;850;740;520;220;110
816;Mannen;Suriname;Eerste generatie;2003;950;180;780;650;480;180;120
817;Mannen;Suriname;Eerste generatie;2004;790;150;640;530;410;120;100
818;Mannen;Suriname;Eerste generatie;2005;690;140;550;450;380;70;100
819;Mannen;Suriname;Eerste generatie;2006;720;150;570;460;370;90;110
820;Mannen;Suriname;Eerste generatie;2007;700;160;540;420;360;60;120
821;Mannen;Suriname;Eerste generatie;2008;760;150;610;500;430;70;110
822;Mannen;Suriname;Eerste generatie;2009;820;170;660;530;460;60;130
823;Mannen;Suriname;Eerste generatie;2010;750;150;600;470;390;80;130
824;Mannen;Suriname;Eerste generatie;2011;740;160;590;460;380;80;130
825;Mannen;Suriname;Eerste generatie;2012;660;130;530;430;340;80;100
826;Mannen;Suriname;Eerste generatie;2013;610;120;490;390;300;90;110
827;Mannen;Suriname;Eerste generatie;2014;580;120;460;350;310;40;110
828;Mannen;Suriname;Eerste generatie;2015;540;120;420;340;280;60;80
829;Mannen;Suriname;Eerste generatie;2016;530;110;410;330;270;60;80
830;Mannen;Suriname;Eerste generatie;2017;560;140;420;330;260;70;90
831;Mannen;Suriname;Eerste generatie;2018;540;100;440;330;270;60;100
832;Mannen;Suriname;Eerste generatie;2019;580;110;470;360;270;90;110
833;Mannen;Suriname;Eerste generatie;2020;430;80;350;280;240;40;70
834;Mannen;Suriname;Eerste generatie;2021;490;110;380;300;260;40;80
835;Mannen;Suriname;Eerste generatie;2022;540;100;430;340;260;80;90
836;Mannen;Suriname;Tweede generatie;2001;280;130;150;100;90;10;50
837;Mannen;Suriname;Tweede generatie;2002;330;130;200;150;130;20;60
838;Mannen;Suriname;Tweede generatie;2003;310;130;180;130;110;10;50
839;Mannen;Suriname;Tweede generatie;2004;300;130;170;110;90;20;60
840;Mannen;Suriname;Tweede generatie;2005;350;140;210;160;150;10;50
841;Mannen;Suriname;Tweede generatie;2006;370;120;250;170;160;10;80
842;Mannen;Suriname;Tweede generatie;2007;440;150;280;200;190;10;80
843;Mannen;Suriname;Tweede generatie;2008;500;180;320;230;220;10;90
844;Mannen;Suriname;Tweede generatie;2009;560;190;370;260;240;10;120
845;Mannen;Suriname;Tweede generatie;2010;590;210;390;280;260;20;110
846;Mannen;Suriname;Tweede generatie;2011;550;180;380;260;240;20;120
847;Mannen;Suriname;Tweede generatie;2012;600;210;390;270;250;20;120
848;Mannen;Suriname;Tweede generatie;2013;500;170;330;220;210;10;110
849;Mannen;Suriname;Tweede generatie;2014;570;190;380;250;230;20;130
850;Mannen;Suriname;Tweede generatie;2015;600;190;410;270;250;10;140
851;Mannen;Suriname;Tweede generatie;2016;580;200;370;230;220;10;140
852;Mannen;Suriname;Tweede generatie;2017;620;200;420;270;260;10;140
853;Mannen;Suriname;Tweede generatie;2018;650;220;430;290;280;10;140
854;Mannen;Suriname;Tweede generatie;2019;630;200;430;260;240;20;170
855;Mannen;Suriname;Tweede generatie;2020;530;180;340;190;180;10;160
856;Mannen;Suriname;Tweede generatie;2021;680;210;470;290;280;10;180
857;Mannen;Suriname;Tweede generatie;2022;810;280;530;340;310;30;190
858;Mannen;Turkije;Totaal eerste en tweede generatie;2001;1970;140;1830;1690;590;1110;140
859;Mannen;Turkije;Totaal eerste en tweede generatie;2002;2120;160;1970;1820;620;1200;150
860;Mannen;Turkije;Totaal eerste en tweede generatie;2003;1890;160;1740;1590;600;990;150
861;Mannen;Turkije;Totaal eerste en tweede generatie;2004;1660;190;1460;1350;560;790;110
862;Mannen;Turkije;Totaal eerste en tweede generatie;2005;1460;160;1290;1160;670;490;140
863;Mannen;Turkije;Totaal eerste en tweede generatie;2006;1500;160;1340;1210;810;400;130
864;Mannen;Turkije;Totaal eerste en tweede generatie;2007;1610;140;1470;1310;970;340;160
865;Mannen;Turkije;Totaal eerste en tweede generatie;2008;1770;190;1580;1410;1060;350;170
866;Mannen;Turkije;Totaal eerste en tweede generatie;2009;2120;190;1920;1710;1230;480;220
867;Mannen;Turkije;Totaal eerste en tweede generatie;2010;2450;190;2260;2000;1300;700;260
868;Mannen;Turkije;Totaal eerste en tweede generatie;2011;2280;170;2110;1840;1330;520;270
869;Mannen;Turkije;Totaal eerste en tweede generatie;2012;2360;180;2180;1890;1360;540;290
870;Mannen;Turkije;Totaal eerste en tweede generatie;2013;2360;170;2190;1940;1420;520;250
871;Mannen;Turkije;Totaal eerste en tweede generatie;2014;2400;170;2230;1960;1530;440;270
872;Mannen;Turkije;Totaal eerste en tweede generatie;2015;2510;180;2330;2030;1570;460;300
873;Mannen;Turkije;Totaal eerste en tweede generatie;2016;2550;190;2360;2030;1610;420;330
874;Mannen;Turkije;Totaal eerste en tweede generatie;2017;2540;230;2310;1980;1600;390;330
875;Mannen;Turkije;Totaal eerste en tweede generatie;2018;2520;190;2330;1950;1590;360;380
876;Mannen;Turkije;Totaal eerste en tweede generatie;2019;2690;220;2470;2090;1660;420;380
877;Mannen;Turkije;Totaal eerste en tweede generatie;2020;2400;200;2200;1810;1440;380;390
878;Mannen;Turkije;Totaal eerste en tweede generatie;2021;2790;210;2580;2150;1780;360;430
879;Mannen;Turkije;Totaal eerste en tweede generatie;2022;2810;300;2510;2040;1650;380;470
880;Mannen;Turkije;Eerste generatie;2001;1260;90;1170;1090;320;770;90
881;Mannen;Turkije;Eerste generatie;2002;1290;110;1180;1090;320;780;90
882;Mannen;Turkije;Eerste generatie;2003;1150;100;1050;960;300;670;90
883;Mannen;Turkije;Eerste generatie;2004;970;110;860;790;280;510;70
884;Mannen;Turkije;Eerste generatie;2005;830;90;740;660;320;340;80
885;Mannen;Turkije;Eerste generatie;2006;790;80;710;640;360;280;70
886;Mannen;Turkije;Eerste generatie;2007;790;70;720;650;400;250;70
887;Mannen;Turkije;Eerste generatie;2008;830;80;750;660;410;250;80
888;Mannen;Turkije;Eerste generatie;2009;1040;90;950;840;520;320;110
889;Mannen;Turkije;Eerste generatie;2010;1200;80;1120;980;480;500;150
890;Mannen;Turkije;Eerste generatie;2011;1060;60;1000;830;470;360;160
891;Mannen;Turkije;Eerste generatie;2012;1100;60;1030;890;510;380;140
892;Mannen;Turkije;Eerste generatie;2013;1010;60;960;830;440;390;120
893;Mannen;Turkije;Eerste generatie;2014;930;70;860;750;440;310;110
894;Mannen;Turkije;Eerste generatie;2015;910;60;850;730;440;290;120
895;Mannen;Turkije;Eerste generatie;2016;840;60;780;660;380;280;120
896;Mannen;Turkije;Eerste generatie;2017;810;70;740;610;370;240;130
897;Mannen;Turkije;Eerste generatie;2018;740;60;680;540;310;230;130
898;Mannen;Turkije;Eerste generatie;2019;820;70;750;610;360;260;130
899;Mannen;Turkije;Eerste generatie;2020;700;50;650;530;300;230;120
900;Mannen;Turkije;Eerste generatie;2021;730;50;680;550;360;190;130
901;Mannen;Turkije;Eerste generatie;2022;800;80;720;580;360;220;140
902;Mannen;Turkije;Tweede generatie;2001;710;50;660;610;270;340;50
903;Mannen;Turkije;Tweede generatie;2002;830;50;780;730;300;430;50
904;Mannen;Turkije;Tweede generatie;2003;750;60;690;630;300;320;60
905;Mannen;Turkije;Tweede generatie;2004;690;90;600;560;280;280;40
906;Mannen;Turkije;Tweede generatie;2005;630;70;560;490;340;150;60
907;Mannen;Turkije;Tweede generatie;2006;710;80;630;570;450;120;70
908;Mannen;Turkije;Tweede generatie;2007;820;70;750;660;570;90;90
909;Mannen;Turkije;Tweede generatie;2008;940;110;830;740;640;100;90
910;Mannen;Turkije;Tweede generatie;2009;1080;100;980;870;720;160;110
911;Mannen;Turkije;Tweede generatie;2010;1250;110;1140;1020;830;200;120
912;Mannen;Turkije;Tweede generatie;2011;1220;110;1120;1010;860;150;110
913;Mannen;Turkije;Tweede generatie;2012;1270;120;1150;1000;850;150;150
914;Mannen;Turkije;Tweede generatie;2013;1350;110;1240;1110;980;130;130
915;Mannen;Turkije;Tweede generatie;2014;1470;110;1370;1210;1090;120;150
916;Mannen;Turkije;Tweede generatie;2015;1610;120;1480;1300;1130;170;180
917;Mannen;Turkije;Tweede generatie;2016;1710;130;1580;1370;1220;140;210
918;Mannen;Turkije;Tweede generatie;2017;1720;160;1570;1370;1220;150;200
919;Mannen;Turkije;Tweede generatie;2018;1780;130;1650;1400;1270;130;250
920;Mannen;Turkije;Tweede generatie;2019;1880;160;1720;1470;1310;170;250
921;Mannen;Turkije;Tweede generatie;2020;1710;160;1550;1280;1130;150;270
922;Mannen;Turkije;Tweede generatie;2021;2060;160;1900;1600;1420;180;300
923;Mannen;Turkije;Tweede generatie;2022;2010;220;1790;1450;1290;160;330
924;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2001;2330;420;1910;1280;480;800;630
925;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2002;2630;510;2110;1440;560;870;680
926;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2003;2500;490;2010;1370;530;840;650
927;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2004;2050;430;1620;1130;480;650;490
928;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2005;2200;450;1750;1180;520;660;570
929;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2006;2140;490;1640;1120;470;650;520
930;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2007;1900;470;1430;920;430;480;510
931;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2008;2190;510;1680;1090;540;550;590
932;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2009;2500;520;1980;1240;580;660;740
933;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2010;3030;550;2480;1660;610;1050;830
934;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2011;2970;550;2430;1580;700;880;850
935;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2012;2850;550;2300;1480;660;820;820
936;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2013;3010;520;2500;1670;690;970;830
937;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2014;3070;510;2560;1700;750;950;860
938;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2015;2970;560;2410;1540;640;900;870
939;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2016;3190;560;2630;1700;730;970;930
940;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2017;3440;610;2830;1850;880;970;980
941;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2018;3670;670;3000;1920;830;1100;1080
942;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2019;4080;670;3410;2240;920;1320;1170
943;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2020;3260;540;2720;1650;820;840;1070
944;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2021;4010;640;3370;2140;930;1200;1230
945;Mannen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2022;4970;850;4120;2640;1010;1620;1480
946;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2001;2200;360;1850;1260;470;790;590
947;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2002;2440;410;2030;1420;560;860;620
948;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2003;2320;400;1920;1330;510;830;580
949;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2004;1900;360;1530;1100;460;640;430
950;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2005;2000;370;1630;1150;500;650;480
951;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2006;1880;380;1510;1070;440;630;440
952;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2007;1620;350;1270;860;400;460;410
953;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2008;1850;350;1500;1010;480;530;490
954;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2009;2130;380;1750;1150;510;640;600
955;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2010;2610;360;2250;1560;560;1000;690
956;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2011;2480;350;2140;1460;630;830;680
957;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2012;2360;370;1990;1360;580;780;630
958;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2013;2500;330;2170;1540;620;930;630
959;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2014;2570;330;2240;1590;670;920;650
960;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2015;2410;330;2080;1430;570;860;650
961;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2016;2610;330;2270;1570;640;930;700
962;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2017;2840;380;2460;1720;800;930;740
963;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2018;2970;410;2560;1760;720;1040;790
964;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2019;3360;400;2960;2080;830;1260;870
965;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2020;2630;330;2300;1510;720;790;790
966;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2021;3310;400;2910;1970;820;1150;940
967;Mannen;Overige niet-westerse migratieachterg...;Eerste generatie;2022;4050;510;3530;2430;870;1550;1110
968;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2001;130;70;60;20;10;10;40
969;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2002;190;100;80;20;10;10;60
970;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2003;180;90;100;30;20;10;70
971;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2004;150;70;80;30;20;10;50
972;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2005;210;90;120;30;20;10;90
973;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2006;250;120;140;50;30;20;80
974;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2007;270;120;150;50;40;20;100
975;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2008;340;170;180;70;60;20;100
976;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2009;370;140;230;80;70;20;140
977;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2010;420;190;240;100;50;50;140
978;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2011;490;200;290;120;70;50;170
979;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2012;490;180;310;120;80;40;190
980;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2013;510;190;320;120;80;50;200
981;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2014;500;190;320;110;70;40;210
982;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2015;560;230;330;120;70;50;210
983;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2016;580;230;350;130;80;40;230
984;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2017;600;230;370;130;90;40;240
985;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2018;700;250;440;160;100;60;280
986;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2019;720;260;450;160;100;60;300
987;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2020;630;210;420;140;100;40;280
988;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2021;700;240;460;170;110;60;290
989;Mannen;Overige niet-westerse migratieachterg...;Tweede generatie;2022;920;340;590;210;140;70;380
990;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2001;6300;4090;2210;1030;650;370;1180
991;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2002;6810;4390;2420;1120;710;410;1300
992;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2003;6350;4210;2150;960;620;350;1180
993;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2004;5740;3790;1950;860;620;240;1090
994;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2005;5700;3650;2050;910;670;250;1140
995;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2006;5750;3670;2090;940;620;310;1150
996;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2007;5740;3660;2080;910;650;270;1160
997;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2008;5920;3850;2070;960;710;250;1100
998;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2009;5880;3580;2300;1080;790;290;1220
999;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2010;6350;3690;2660;1340;910;430;1320
1000;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2011;6270;3470;2800;1420;1010;420;1380
1001;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2012;6150;3320;2830;1400;990;410;1430
1002;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2013;5770;2910;2860;1450;1050;400;1410
1003;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2014;6240;3110;3130;1730;1350;380;1400
1004;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2015;5950;2960;2990;1580;1230;340;1410
1005;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2016;6080;2900;3180;1750;1360;400;1420
1006;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2017;6200;2980;3220;1820;1460;370;1400
1007;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2018;6450;2880;3580;1970;1550;420;1610
1008;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2019;6830;2810;4020;2240;1800;440;1790
1009;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2020;5220;2150;3070;1580;1300;280;1480
1010;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2021;6030;2350;3680;2020;1690;330;1660
1011;Mannen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2022;7480;3160;4320;2260;1940;320;2060
1012;Mannen;Westerse migratieachtergrond;Eerste generatie;2001;2370;1100;1270;740;430;320;530
1013;Mannen;Westerse migratieachtergrond;Eerste generatie;2002;2520;1140;1380;810;460;350;570
1014;Mannen;Westerse migratieachtergrond;Eerste generatie;2003;2400;1190;1210;710;400;310;500
1015;Mannen;Westerse migratieachtergrond;Eerste generatie;2004;2080;1000;1090;610;410;200;470
1016;Mannen;Westerse migratieachtergrond;Eerste generatie;2005;2140;980;1150;670;450;210;490
1017;Mannen;Westerse migratieachtergrond;Eerste generatie;2006;2260;1010;1250;730;450;280;520
1018;Mannen;Westerse migratieachtergrond;Eerste generatie;2007;2180;1020;1160;660;440;220;510
1019;Mannen;Westerse migratieachtergrond;Eerste generatie;2008;2200;980;1220;730;510;220;490
1020;Mannen;Westerse migratieachtergrond;Eerste generatie;2009;2430;990;1440;860;600;270;580
1021;Mannen;Westerse migratieachtergrond;Eerste generatie;2010;2690;980;1710;1100;710;390;610
1022;Mannen;Westerse migratieachtergrond;Eerste generatie;2011;2860;1010;1850;1170;800;370;690
1023;Mannen;Westerse migratieachtergrond;Eerste generatie;2012;2830;940;1890;1160;790;370;730
1024;Mannen;Westerse migratieachtergrond;Eerste generatie;2013;2820;820;2000;1250;900;350;750
1025;Mannen;Westerse migratieachtergrond;Eerste generatie;2014;3190;880;2310;1540;1200;340;770
1026;Mannen;Westerse migratieachtergrond;Eerste generatie;2015;3040;860;2180;1400;1080;320;780
1027;Mannen;Westerse migratieachtergrond;Eerste generatie;2016;3150;790;2360;1570;1210;360;790
1028;Mannen;Westerse migratieachtergrond;Eerste generatie;2017;3280;890;2390;1610;1280;330;780
1029;Mannen;Westerse migratieachtergrond;Eerste generatie;2018;3550;870;2680;1770;1400;370;920
1030;Mannen;Westerse migratieachtergrond;Eerste generatie;2019;4050;920;3130;2030;1630;400;1100
1031;Mannen;Westerse migratieachtergrond;Eerste generatie;2020;3080;710;2370;1440;1190;240;930
1032;Mannen;Westerse migratieachtergrond;Eerste generatie;2021;3690;780;2910;1870;1570;300;1040
1033;Mannen;Westerse migratieachtergrond;Eerste generatie;2022;4440;1060;3390;2070;1780;290;1320
1034;Mannen;Westerse migratieachtergrond;Tweede generatie;2001;3930;2990;940;280;230;60;660
1035;Mannen;Westerse migratieachtergrond;Tweede generatie;2002;4290;3260;1030;300;250;60;730
1036;Mannen;Westerse migratieachtergrond;Tweede generatie;2003;3950;3020;940;260;210;40;680
1037;Mannen;Westerse migratieachtergrond;Tweede generatie;2004;3650;2790;860;250;210;40;620
1038;Mannen;Westerse migratieachtergrond;Tweede generatie;2005;3560;2660;900;240;210;30;650
1039;Mannen;Westerse migratieachtergrond;Tweede generatie;2006;3500;2660;840;200;170;30;640
1040;Mannen;Westerse migratieachtergrond;Tweede generatie;2007;3560;2640;910;260;210;50;660
1041;Mannen;Westerse migratieachtergrond;Tweede generatie;2008;3720;2880;850;230;210;30;610
1042;Mannen;Westerse migratieachtergrond;Tweede generatie;2009;3460;2590;860;210;190;20;650
1043;Mannen;Westerse migratieachtergrond;Tweede generatie;2010;3660;2710;950;240;210;40;710
1044;Mannen;Westerse migratieachtergrond;Tweede generatie;2011;3410;2470;950;260;210;50;690
1045;Mannen;Westerse migratieachtergrond;Tweede generatie;2012;3320;2380;940;240;190;50;700
1046;Mannen;Westerse migratieachtergrond;Tweede generatie;2013;2950;2090;860;200;150;50;660
1047;Mannen;Westerse migratieachtergrond;Tweede generatie;2014;3050;2230;820;190;160;40;630
1048;Mannen;Westerse migratieachtergrond;Tweede generatie;2015;2910;2100;810;180;150;30;630
1049;Mannen;Westerse migratieachtergrond;Tweede generatie;2016;2930;2110;820;180;150;40;630
1050;Mannen;Westerse migratieachtergrond;Tweede generatie;2017;2920;2090;830;210;170;40;620
1051;Mannen;Westerse migratieachtergrond;Tweede generatie;2018;2900;2010;900;200;150;50;690
1052;Mannen;Westerse migratieachtergrond;Tweede generatie;2019;2790;1890;890;200;160;40;690
1053;Mannen;Westerse migratieachtergrond;Tweede generatie;2020;2140;1440;690;150;110;40;550
1054;Mannen;Westerse migratieachtergrond;Tweede generatie;2021;2350;1570;770;150;120;30;620
1055;Mannen;Westerse migratieachtergrond;Tweede generatie;2022;3030;2100;930;190;160;30;740
1056;Vrouwen;Totaal;Totaal eerste en tweede generatie;2001;14520;7240;7280;5340;3040;2300;1940
1057;Vrouwen;Totaal;Totaal eerste en tweede generatie;2002;15600;7620;7990;5880;3360;2520;2110
1058;Vrouwen;Totaal;Totaal eerste en tweede generatie;2003;14570;7460;7110;5170;3140;2030;1940
1059;Vrouwen;Totaal;Totaal eerste en tweede generatie;2004;13450;7200;6250;4470;2850;1620;1780
1060;Vrouwen;Totaal;Totaal eerste en tweede generatie;2005;13790;7360;6430;4480;3290;1190;1950
1061;Vrouwen;Totaal;Totaal eerste en tweede generatie;2006;13770;7360;6410;4510;3550;960;1900
