ID;Geslacht;Leeftijd;Nationaliteit;Perioden;BevolkingOp1Januari_1
8821;Totaal mannen en vrouwen;2 jaar;Nieuw-Zeelands;2024;3.0
8822;Totaal mannen en vrouwen;2 jaar;Nigerees;2014;0.0
8823;Totaal mannen en vrouwen;2 jaar;Nigerees;2015;1.0
8824;Totaal mannen en vrouwen;2 jaar;Nigerees;2016;0.0
8825;Totaal mannen en vrouwen;2 jaar;Nigerees;2017;1.0
8826;Totaal mannen en vrouwen;2 jaar;Nigerees;2018;0.0
8827;Totaal mannen en vrouwen;2 jaar;Nigerees;2019;0.0
8828;Totaal mannen en vrouwen;2 jaar;Nigerees;2020;0.0
8829;Totaal mannen en vrouwen;2 jaar;Nigerees;2021;1.0
8830;Totaal mannen en vrouwen;2 jaar;Nigerees;2022;2.0
8831;Totaal mannen en vrouwen;2 jaar;Nigerees;2023;1.0
8832;Totaal mannen en vrouwen;2 jaar;Nigerees;2024;1.0
8833;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2014;69.0
8834;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2015;59.0
8835;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2016;54.0
8836;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2017;55.0
8837;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2018;51.0
8838;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2019;40.0
8839;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2020;55.0
8840;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2021;69.0
8841;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2022;110.0
8842;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2023;129.0
8843;Totaal mannen en vrouwen;2 jaar;Nigeriaans;2024;111.0
8844;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2014;0.0
8845;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2015;1.0
8846;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2016;1.0
8847;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2017;0.0
8848;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2018;0.0
8849;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2019;1.0
8850;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2020;0.0
8851;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2021;0.0
8852;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2022;0.0
8853;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2023;0.0
8854;Totaal mannen en vrouwen;2 jaar;Noord-Koreaans;2024;1.0
8855;Totaal mannen en vrouwen;2 jaar;Noors;2014;9.0
8856;Totaal mannen en vrouwen;2 jaar;Noors;2015;12.0
8857;Totaal mannen en vrouwen;2 jaar;Noors;2016;12.0
8858;Totaal mannen en vrouwen;2 jaar;Noors;2017;15.0
8859;Totaal mannen en vrouwen;2 jaar;Noors;2018;11.0
8860;Totaal mannen en vrouwen;2 jaar;Noors;2019;13.0
8861;Totaal mannen en vrouwen;2 jaar;Noors;2020;14.0
8862;Totaal mannen en vrouwen;2 jaar;Noors;2021;12.0
8863;Totaal mannen en vrouwen;2 jaar;Noors;2022;8.0
8864;Totaal mannen en vrouwen;2 jaar;Noors;2023;10.0
8865;Totaal mannen en vrouwen;2 jaar;Noors;2024;11.0
8866;Totaal mannen en vrouwen;2 jaar;Oekraïens;2014;52.0
8867;Totaal mannen en vrouwen;2 jaar;Oekraïens;2015;45.0
8868;Totaal mannen en vrouwen;2 jaar;Oekraïens;2016;56.0
8869;Totaal mannen en vrouwen;2 jaar;Oekraïens;2017;72.0
8870;Totaal mannen en vrouwen;2 jaar;Oekraïens;2018;78.0
8871;Totaal mannen en vrouwen;2 jaar;Oekraïens;2019;91.0
8872;Totaal mannen en vrouwen;2 jaar;Oekraïens;2020;102.0
8873;Totaal mannen en vrouwen;2 jaar;Oekraïens;2021;90.0
8874;Totaal mannen en vrouwen;2 jaar;Oekraïens;2022;92.0
8875;Totaal mannen en vrouwen;2 jaar;Oekraïens;2023;1049.0
8876;Totaal mannen en vrouwen;2 jaar;Oekraïens;2024;991.0
8877;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2014;1.0
8878;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2015;1.0
8879;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2016;0.0
8880;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2017;5.0
8881;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2018;3.0
8882;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2019;2.0
8883;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2020;4.0
8884;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2021;2.0
8885;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2022;4.0
8886;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2023;2.0
8887;Totaal mannen en vrouwen;2 jaar;Oezbeeks;2024;9.0
8888;Totaal mannen en vrouwen;2 jaar;Omaans;2014;1.0
8889;Totaal mannen en vrouwen;2 jaar;Omaans;2015;3.0
8890;Totaal mannen en vrouwen;2 jaar;Omaans;2016;2.0
8891;Totaal mannen en vrouwen;2 jaar;Omaans;2017;3.0
8892;Totaal mannen en vrouwen;2 jaar;Omaans;2018;3.0
8893;Totaal mannen en vrouwen;2 jaar;Omaans;2019;3.0
8894;Totaal mannen en vrouwen;2 jaar;Omaans;2020;1.0
8895;Totaal mannen en vrouwen;2 jaar;Omaans;2021;2.0
8896;Totaal mannen en vrouwen;2 jaar;Omaans;2022;3.0
8897;Totaal mannen en vrouwen;2 jaar;Omaans;2023;1.0
8898;Totaal mannen en vrouwen;2 jaar;Omaans;2024;0.0
8899;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2014;14.0
8900;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2015;28.0
8901;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2016;28.0
8902;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2017;28.0
8903;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2018;27.0
8904;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2019;15.0
8905;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2020;21.0
8906;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2021;19.0
8907;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2022;25.0
8908;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2023;21.0
8909;Totaal mannen en vrouwen;2 jaar;Oostenrijks;2024;21.0
8910;Totaal mannen en vrouwen;2 jaar;Pakistaans;2014;43.0
8911;Totaal mannen en vrouwen;2 jaar;Pakistaans;2015;31.0
8912;Totaal mannen en vrouwen;2 jaar;Pakistaans;2016;42.0
8913;Totaal mannen en vrouwen;2 jaar;Pakistaans;2017;31.0
8914;Totaal mannen en vrouwen;2 jaar;Pakistaans;2018;45.0
8915;Totaal mannen en vrouwen;2 jaar;Pakistaans;2019;58.0
8916;Totaal mannen en vrouwen;2 jaar;Pakistaans;2020;73.0
8917;Totaal mannen en vrouwen;2 jaar;Pakistaans;2021;58.0
8918;Totaal mannen en vrouwen;2 jaar;Pakistaans;2022;103.0
8919;Totaal mannen en vrouwen;2 jaar;Pakistaans;2023;119.0
8920;Totaal mannen en vrouwen;2 jaar;Pakistaans;2024;110.0
8921;Totaal mannen en vrouwen;2 jaar;Palause;2014;0.0
8922;Totaal mannen en vrouwen;2 jaar;Palause;2015;0.0
8923;Totaal mannen en vrouwen;2 jaar;Palause;2016;0.0
8924;Totaal mannen en vrouwen;2 jaar;Palause;2017;0.0
8925;Totaal mannen en vrouwen;2 jaar;Palause;2018;0.0
8926;Totaal mannen en vrouwen;2 jaar;Palause;2019;0.0
8927;Totaal mannen en vrouwen;2 jaar;Palause;2020;0.0
8928;Totaal mannen en vrouwen;2 jaar;Palause;2021;0.0
8929;Totaal mannen en vrouwen;2 jaar;Palause;2022;0.0
8930;Totaal mannen en vrouwen;2 jaar;Palause;2023;0.0
8931;Totaal mannen en vrouwen;2 jaar;Palause;2024;0.0
8932;Totaal mannen en vrouwen;2 jaar;Panamees;2014;2.0
8933;Totaal mannen en vrouwen;2 jaar;Panamees;2015;0.0
8934;Totaal mannen en vrouwen;2 jaar;Panamees;2016;0.0
8935;Totaal mannen en vrouwen;2 jaar;Panamees;2017;2.0
8936;Totaal mannen en vrouwen;2 jaar;Panamees;2018;1.0
8937;Totaal mannen en vrouwen;2 jaar;Panamees;2019;1.0
8938;Totaal mannen en vrouwen;2 jaar;Panamees;2020;3.0
8939;Totaal mannen en vrouwen;2 jaar;Panamees;2021;1.0
8940;Totaal mannen en vrouwen;2 jaar;Panamees;2022;0.0
8941;Totaal mannen en vrouwen;2 jaar;Panamees;2023;1.0
8942;Totaal mannen en vrouwen;2 jaar;Panamees;2024;0.0
8943;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2014;0.0
8944;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2015;0.0
8945;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2016;0.0
8946;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2017;0.0
8947;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2018;0.0
8948;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2019;0.0
8949;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2020;0.0
8950;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2021;0.0
8951;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2022;0.0
8952;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2023;0.0
8953;Totaal mannen en vrouwen;2 jaar;Papoea-Nieuw-Guinees;2024;0.0
8954;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2014;0.0
8955;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2015;0.0
8956;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2016;0.0
8957;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2017;0.0
8958;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2018;0.0
8959;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2019;0.0
8960;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2020;0.0
8961;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2021;0.0
8962;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2022;0.0
8963;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2023;1.0
8964;Totaal mannen en vrouwen;2 jaar;Paraguayaans;2024;0.0
8965;Totaal mannen en vrouwen;2 jaar;Peruaans;2014;3.0
8966;Totaal mannen en vrouwen;2 jaar;Peruaans;2015;2.0
8967;Totaal mannen en vrouwen;2 jaar;Peruaans;2016;1.0
8968;Totaal mannen en vrouwen;2 jaar;Peruaans;2017;3.0
8969;Totaal mannen en vrouwen;2 jaar;Peruaans;2018;3.0
8970;Totaal mannen en vrouwen;2 jaar;Peruaans;2019;1.0
8971;Totaal mannen en vrouwen;2 jaar;Peruaans;2020;4.0
8972;Totaal mannen en vrouwen;2 jaar;Peruaans;2021;6.0
8973;Totaal mannen en vrouwen;2 jaar;Peruaans;2022;5.0
8974;Totaal mannen en vrouwen;2 jaar;Peruaans;2023;5.0
8975;Totaal mannen en vrouwen;2 jaar;Peruaans;2024;2.0
8976;Totaal mannen en vrouwen;2 jaar;Pools;2014;1381.0
8977;Totaal mannen en vrouwen;2 jaar;Pools;2015;1596.0
8978;Totaal mannen en vrouwen;2 jaar;Pools;2016;1782.0
8979;Totaal mannen en vrouwen;2 jaar;Pools;2017;2003.0
8980;Totaal mannen en vrouwen;2 jaar;Pools;2018;2102.0
8981;Totaal mannen en vrouwen;2 jaar;Pools;2019;2239.0
8982;Totaal mannen en vrouwen;2 jaar;Pools;2020;2497.0
8983;Totaal mannen en vrouwen;2 jaar;Pools;2021;2515.0
8984;Totaal mannen en vrouwen;2 jaar;Pools;2022;2460.0
8985;Totaal mannen en vrouwen;2 jaar;Pools;2023;2383.0
8986;Totaal mannen en vrouwen;2 jaar;Pools;2024;2355.0
8987;Totaal mannen en vrouwen;2 jaar;Portugees;2014;169.0
8988;Totaal mannen en vrouwen;2 jaar;Portugees;2015;163.0
8989;Totaal mannen en vrouwen;2 jaar;Portugees;2016;146.0
8990;Totaal mannen en vrouwen;2 jaar;Portugees;2017;165.0
8991;Totaal mannen en vrouwen;2 jaar;Portugees;2018;197.0
8992;Totaal mannen en vrouwen;2 jaar;Portugees;2019;175.0
8993;Totaal mannen en vrouwen;2 jaar;Portugees;2020;190.0
8994;Totaal mannen en vrouwen;2 jaar;Portugees;2021;207.0
8995;Totaal mannen en vrouwen;2 jaar;Portugees;2022;187.0
8996;Totaal mannen en vrouwen;2 jaar;Portugees;2023;207.0
8997;Totaal mannen en vrouwen;2 jaar;Portugees;2024;229.0
8998;Totaal mannen en vrouwen;2 jaar;Qatarees;2014;0.0
8999;Totaal mannen en vrouwen;2 jaar;Qatarees;2015;0.0
9000;Totaal mannen en vrouwen;2 jaar;Qatarees;2016;0.0
9001;Totaal mannen en vrouwen;2 jaar;Qatarees;2017;0.0
9002;Totaal mannen en vrouwen;2 jaar;Qatarees;2018;0.0
9003;Totaal mannen en vrouwen;2 jaar;Qatarees;2019;0.0
9004;Totaal mannen en vrouwen;2 jaar;Qatarees;2020;0.0
9005;Totaal mannen en vrouwen;2 jaar;Qatarees;2021;0.0
9006;Totaal mannen en vrouwen;2 jaar;Qatarees;2022;0.0
9007;Totaal mannen en vrouwen;2 jaar;Qatarees;2023;0.0
9008;Totaal mannen en vrouwen;2 jaar;Qatarees;2024;0.0
9009;Totaal mannen en vrouwen;2 jaar;Roemeens;2014;106.0
9010;Totaal mannen en vrouwen;2 jaar;Roemeens;2015;108.0
9011;Totaal mannen en vrouwen;2 jaar;Roemeens;2016;140.0
9012;Totaal mannen en vrouwen;2 jaar;Roemeens;2017;139.0
9013;Totaal mannen en vrouwen;2 jaar;Roemeens;2018;177.0
9014;Totaal mannen en vrouwen;2 jaar;Roemeens;2019;201.0
9015;Totaal mannen en vrouwen;2 jaar;Roemeens;2020;281.0
9016;Totaal mannen en vrouwen;2 jaar;Roemeens;2021;302.0
9017;Totaal mannen en vrouwen;2 jaar;Roemeens;2022;377.0
9018;Totaal mannen en vrouwen;2 jaar;Roemeens;2023;386.0
9019;Totaal mannen en vrouwen;2 jaar;Roemeens;2024;475.0
9020;Totaal mannen en vrouwen;2 jaar;Russisch;2014;63.0
9021;Totaal mannen en vrouwen;2 jaar;Russisch;2015;77.0
9022;Totaal mannen en vrouwen;2 jaar;Russisch;2016;86.0
9023;Totaal mannen en vrouwen;2 jaar;Russisch;2017;99.0
9024;Totaal mannen en vrouwen;2 jaar;Russisch;2018;139.0
9025;Totaal mannen en vrouwen;2 jaar;Russisch;2019;126.0
9026;Totaal mannen en vrouwen;2 jaar;Russisch;2020;168.0
9027;Totaal mannen en vrouwen;2 jaar;Russisch;2021;156.0
9028;Totaal mannen en vrouwen;2 jaar;Russisch;2022;135.0
9029;Totaal mannen en vrouwen;2 jaar;Russisch;2023;192.0
9030;Totaal mannen en vrouwen;2 jaar;Russisch;2024;203.0
9031;Totaal mannen en vrouwen;2 jaar;Rwandees;2014;1.0
9032;Totaal mannen en vrouwen;2 jaar;Rwandees;2015;1.0
9033;Totaal mannen en vrouwen;2 jaar;Rwandees;2016;3.0
9034;Totaal mannen en vrouwen;2 jaar;Rwandees;2017;0.0
9035;Totaal mannen en vrouwen;2 jaar;Rwandees;2018;1.0
9036;Totaal mannen en vrouwen;2 jaar;Rwandees;2019;2.0
9037;Totaal mannen en vrouwen;2 jaar;Rwandees;2020;4.0
9038;Totaal mannen en vrouwen;2 jaar;Rwandees;2021;4.0
9039;Totaal mannen en vrouwen;2 jaar;Rwandees;2022;4.0
9040;Totaal mannen en vrouwen;2 jaar;Rwandees;2023;4.0
9041;Totaal mannen en vrouwen;2 jaar;Rwandees;2024;4.0
9042;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2014;0.0
9043;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2015;0.0
9044;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2016;0.0
9045;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2017;0.0
9046;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2018;0.0
9047;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2019;0.0
9048;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2020;0.0
9049;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2021;0.0
9050;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2022;0.0
9051;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2023;0.0
9052;Totaal mannen en vrouwen;2 jaar;Burger Saint Kitts en Nevis;2024;0.0
9053;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2014;0.0
9054;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2015;0.0
9055;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2016;0.0
9056;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2017;0.0
9057;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2018;0.0
9058;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2019;0.0
9059;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2020;0.0
9060;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2021;0.0
9061;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2022;0.0
9062;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2023;0.0
9063;Totaal mannen en vrouwen;2 jaar;Saint Luciaans;2024;0.0
9064;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2014;0.0
9065;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2015;0.0
9066;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2016;0.0
9067;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2017;0.0
9068;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2018;0.0
9069;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2019;0.0
9070;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2020;0.0
9071;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2021;0.0
9072;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2022;0.0
9073;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2023;0.0
9074;Totaal mannen en vrouwen;2 jaar;Salomonseilands;2024;0.0
9075;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2014;0.0
9076;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2015;0.0
9077;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2016;0.0
9078;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2017;0.0
9079;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2018;1.0
9080;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2019;2.0
9081;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2020;2.0
9082;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2021;1.0
9083;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2022;0.0
9084;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2023;4.0
9085;Totaal mannen en vrouwen;2 jaar;Salvadoraans;2024;6.0
9086;Totaal mannen en vrouwen;2 jaar;Samoaans;2014;1.0
9087;Totaal mannen en vrouwen;2 jaar;Samoaans;2015;0.0
9088;Totaal mannen en vrouwen;2 jaar;Samoaans;2016;0.0
9089;Totaal mannen en vrouwen;2 jaar;Samoaans;2017;0.0
9090;Totaal mannen en vrouwen;2 jaar;Samoaans;2018;0.0
9091;Totaal mannen en vrouwen;2 jaar;Samoaans;2019;0.0
9092;Totaal mannen en vrouwen;2 jaar;Samoaans;2020;0.0
9093;Totaal mannen en vrouwen;2 jaar;Samoaans;2021;0.0
9094;Totaal mannen en vrouwen;2 jaar;Samoaans;2022;0.0
9095;Totaal mannen en vrouwen;2 jaar;Samoaans;2023;0.0
9096;Totaal mannen en vrouwen;2 jaar;Samoaans;2024;0.0
9097;Totaal mannen en vrouwen;2 jaar;San Marinees;2014;0.0
9098;Totaal mannen en vrouwen;2 jaar;San Marinees;2015;0.0
9099;Totaal mannen en vrouwen;2 jaar;San Marinees;2016;0.0
9100;Totaal mannen en vrouwen;2 jaar;San Marinees;2017;0.0
9101;Totaal mannen en vrouwen;2 jaar;San Marinees;2018;0.0
9102;Totaal mannen en vrouwen;2 jaar;San Marinees;2019;0.0
9103;Totaal mannen en vrouwen;2 jaar;San Marinees;2020;0.0
9104;Totaal mannen en vrouwen;2 jaar;San Marinees;2021;0.0
9105;Totaal mannen en vrouwen;2 jaar;San Marinees;2022;0.0
9106;Totaal mannen en vrouwen;2 jaar;San Marinees;2023;0.0
9107;Totaal mannen en vrouwen;2 jaar;San Marinees;2024;0.0
9108;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2014;13.0
9109;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2015;10.0
9110;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2016;10.0
9111;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2017;14.0
9112;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2018;13.0
9113;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2019;15.0
9114;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2020;10.0
9115;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2021;9.0
9116;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2022;13.0
9117;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2023;12.0
9118;Totaal mannen en vrouwen;2 jaar;Saoedi-Arabisch;2024;9.0
9119;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2014;0.0
9120;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2015;0.0
9121;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2016;1.0
9122;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2017;0.0
9123;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2018;0.0
9124;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2019;0.0
9125;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2020;0.0
9126;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2021;0.0
9127;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2022;0.0
9128;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2023;0.0
9129;Totaal mannen en vrouwen;2 jaar;Burger van São Tomé en Principe;2024;0.0
9130;Totaal mannen en vrouwen;2 jaar;Senegalees;2014;0.0
9131;Totaal mannen en vrouwen;2 jaar;Senegalees;2015;1.0
9132;Totaal mannen en vrouwen;2 jaar;Senegalees;2016;1.0
9133;Totaal mannen en vrouwen;2 jaar;Senegalees;2017;2.0
9134;Totaal mannen en vrouwen;2 jaar;Senegalees;2018;1.0
9135;Totaal mannen en vrouwen;2 jaar;Senegalees;2019;1.0
9136;Totaal mannen en vrouwen;2 jaar;Senegalees;2020;1.0
9137;Totaal mannen en vrouwen;2 jaar;Senegalees;2021;6.0
9138;Totaal mannen en vrouwen;2 jaar;Senegalees;2022;1.0
9139;Totaal mannen en vrouwen;2 jaar;Senegalees;2023;0.0
9140;Totaal mannen en vrouwen;2 jaar;Senegalees;2024;3.0
9141;Totaal mannen en vrouwen;2 jaar;Servisch;2014;26.0
9142;Totaal mannen en vrouwen;2 jaar;Servisch;2015;19.0
9143;Totaal mannen en vrouwen;2 jaar;Servisch;2016;30.0
9144;Totaal mannen en vrouwen;2 jaar;Servisch;2017;27.0
9145;Totaal mannen en vrouwen;2 jaar;Servisch;2018;24.0
9146;Totaal mannen en vrouwen;2 jaar;Servisch;2019;29.0
9147;Totaal mannen en vrouwen;2 jaar;Servisch;2020;36.0
9148;Totaal mannen en vrouwen;2 jaar;Servisch;2021;35.0
9149;Totaal mannen en vrouwen;2 jaar;Servisch;2022;27.0
9150;Totaal mannen en vrouwen;2 jaar;Servisch;2023;22.0
9151;Totaal mannen en vrouwen;2 jaar;Servisch;2024;35.0
9152;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2014;0.0
9153;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2015;0.0
9154;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2016;0.0
9155;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2017;0.0
9156;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2018;0.0
9157;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2019;0.0
9158;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2020;0.0
9159;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2021;0.0
9160;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2022;0.0
9161;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2023;0.0
9162;Totaal mannen en vrouwen;2 jaar;Burger van Servië en Montenegro;2024;0.0
9163;Totaal mannen en vrouwen;2 jaar;Seychels;2014;0.0
9164;Totaal mannen en vrouwen;2 jaar;Seychels;2015;0.0
9165;Totaal mannen en vrouwen;2 jaar;Seychels;2016;0.0
9166;Totaal mannen en vrouwen;2 jaar;Seychels;2017;0.0
9167;Totaal mannen en vrouwen;2 jaar;Seychels;2018;0.0
9168;Totaal mannen en vrouwen;2 jaar;Seychels;2019;0.0
9169;Totaal mannen en vrouwen;2 jaar;Seychels;2020;0.0
9170;Totaal mannen en vrouwen;2 jaar;Seychels;2021;0.0
9171;Totaal mannen en vrouwen;2 jaar;Seychels;2022;0.0
9172;Totaal mannen en vrouwen;2 jaar;Seychels;2023;0.0
9173;Totaal mannen en vrouwen;2 jaar;Seychels;2024;0.0
9174;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2014;15.0
9175;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2015;9.0
9176;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2016;12.0
9177;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2017;9.0
9178;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2018;17.0
9179;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2019;8.0
9180;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2020;18.0
9181;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2021;9.0
9182;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2022;14.0
9183;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2023;15.0
9184;Totaal mannen en vrouwen;2 jaar;Sierra Leoons;2024;9.0
9185;Totaal mannen en vrouwen;2 jaar;Singaporees;2014;7.0
9186;Totaal mannen en vrouwen;2 jaar;Singaporees;2015;0.0
9187;Totaal mannen en vrouwen;2 jaar;Singaporees;2016;6.0
9188;Totaal mannen en vrouwen;2 jaar;Singaporees;2017;7.0
9189;Totaal mannen en vrouwen;2 jaar;Singaporees;2018;3.0
9190;Totaal mannen en vrouwen;2 jaar;Singaporees;2019;9.0
