ID;Geslacht;Leeftijd;PositieInHuishouden;Herkomstland;Geboorteland;Perioden;Bevolking_1
8046;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Totaal;2022;1206.0
8047;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Totaal;2023;1409.0
8048;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Totaal;2024;1486.0
8049;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Geboren in Nederland;2022;51.0
8050;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Geboren in Nederland;2023;53.0
8051;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Geboren in Nederland;2024;75.0
8052;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Geboren buiten Nederland;2022;1155.0
8053;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Geboren buiten Nederland;2023;1356.0
8054;Totaal mannen en vrouwen;Totaal;Alleenstaande;Georgië;Geboren buiten Nederland;2024;1411.0
8055;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Totaal;2022;6440.0
8056;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Totaal;2023;6833.0
8057;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Totaal;2024;6931.0
8058;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Geboren in Nederland;2022;1122.0
8059;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Geboren in Nederland;2023;1176.0
8060;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Geboren in Nederland;2024;1237.0
8061;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Geboren buiten Nederland;2022;5318.0
8062;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Geboren buiten Nederland;2023;5657.0
8063;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ghana;Geboren buiten Nederland;2024;5694.0
8064;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Totaal;2022;14.0
8065;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Totaal;2023;13.0
8066;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Totaal;2024;15.0
8067;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Geboren in Nederland;2022;4.0
8068;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Geboren in Nederland;2023;3.0
8069;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Geboren in Nederland;2024;4.0
8070;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Geboren buiten Nederland;2022;10.0
8071;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Geboren buiten Nederland;2023;10.0
8072;Totaal mannen en vrouwen;Totaal;Alleenstaande;Gibraltar;Geboren buiten Nederland;2024;11.0
8073;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Totaal;2022;21.0
8074;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Totaal;2023;21.0
8075;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Totaal;2024;24.0
8076;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Geboren in Nederland;2022;4.0
8077;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Geboren in Nederland;2023;3.0
8078;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Geboren in Nederland;2024;4.0
8079;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Geboren buiten Nederland;2022;17.0
8080;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Geboren buiten Nederland;2023;18.0
8081;Totaal mannen en vrouwen;Totaal;Alleenstaande;Grenada;Geboren buiten Nederland;2024;20.0
8082;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Totaal;2022;10328.0
8083;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Totaal;2023;11948.0
8084;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Totaal;2024;12718.0
8085;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Geboren in Nederland;2022;1082.0
8086;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Geboren in Nederland;2023;1114.0
8087;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Geboren in Nederland;2024;1122.0
8088;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Geboren buiten Nederland;2022;9246.0
8089;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Geboren buiten Nederland;2023;10834.0
8090;Totaal mannen en vrouwen;Totaal;Alleenstaande;Griekenland;Geboren buiten Nederland;2024;11596.0
8091;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Totaal;2022;4.0
8092;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Totaal;2023;4.0
8093;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Totaal;2024;3.0
8094;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Geboren in Nederland;2022;0.0
8095;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Geboren in Nederland;2023;0.0
8096;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Geboren in Nederland;2024;0.0
8097;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Geboren buiten Nederland;2022;4.0
8098;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Geboren buiten Nederland;2023;4.0
8099;Totaal mannen en vrouwen;Totaal;Alleenstaande;Groenland;Geboren buiten Nederland;2024;3.0
8100;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Totaal;2022;156.0
8101;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Totaal;2023;174.0
8102;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Totaal;2024;155.0
8103;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Geboren in Nederland;2022;23.0
8104;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Geboren in Nederland;2023;29.0
8105;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Geboren in Nederland;2024;27.0
8106;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Geboren buiten Nederland;2022;133.0
8107;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Geboren buiten Nederland;2023;145.0
8108;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guadeloupe;Geboren buiten Nederland;2024;128.0
8109;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Totaal;2022;0.0
8110;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Totaal;2023;0.0
8111;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Totaal;2024;0.0
8112;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Geboren in Nederland;2022;0.0
8113;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Geboren in Nederland;2023;0.0
8114;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Geboren in Nederland;2024;0.0
8115;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Geboren buiten Nederland;2022;0.0
8116;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Geboren buiten Nederland;2023;0.0
8117;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guam;Geboren buiten Nederland;2024;0.0
8118;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Totaal;2022;241.0
8119;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Totaal;2023;275.0
8120;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Totaal;2024;317.0
8121;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Geboren in Nederland;2022;32.0
8122;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Geboren in Nederland;2023;41.0
8123;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Geboren in Nederland;2024;53.0
8124;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Geboren buiten Nederland;2022;209.0
8125;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Geboren buiten Nederland;2023;234.0
8126;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guatemala;Geboren buiten Nederland;2024;264.0
8127;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Totaal;2022;872.0
8128;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Totaal;2023;897.0
8129;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Totaal;2024;923.0
8130;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Geboren in Nederland;2022;50.0
8131;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Geboren in Nederland;2023;61.0
8132;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Geboren in Nederland;2024;69.0
8133;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Geboren buiten Nederland;2022;822.0
8134;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Geboren buiten Nederland;2023;836.0
8135;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee;Geboren buiten Nederland;2024;854.0
8136;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Totaal;2022;117.0
8137;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Totaal;2023;134.0
8138;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Totaal;2024;131.0
8139;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Geboren in Nederland;2022;14.0
8140;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Geboren in Nederland;2023;18.0
8141;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Geboren in Nederland;2024;22.0
8142;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Geboren buiten Nederland;2022;103.0
8143;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Geboren buiten Nederland;2023;116.0
8144;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guinee-Bissau;Geboren buiten Nederland;2024;109.0
8145;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Totaal;2022;1065.0
8146;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Totaal;2023;1063.0
8147;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Totaal;2024;1099.0
8148;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Geboren in Nederland;2022;340.0
8149;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Geboren in Nederland;2023;339.0
8150;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Geboren in Nederland;2024;352.0
8151;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Geboren buiten Nederland;2022;725.0
8152;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Geboren buiten Nederland;2023;724.0
8153;Totaal mannen en vrouwen;Totaal;Alleenstaande;Guyana;Geboren buiten Nederland;2024;747.0
8154;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Totaal;2022;445.0
8155;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Totaal;2023;437.0
8156;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Totaal;2024;472.0
8157;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Geboren in Nederland;2022;29.0
8158;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Geboren in Nederland;2023;32.0
8159;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Geboren in Nederland;2024;32.0
8160;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Geboren buiten Nederland;2022;416.0
8161;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Geboren buiten Nederland;2023;405.0
8162;Totaal mannen en vrouwen;Totaal;Alleenstaande;Haïti;Geboren buiten Nederland;2024;440.0
8163;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Totaal;2022;183.0
8164;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Totaal;2023;209.0
8165;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Totaal;2024;217.0
8166;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Geboren in Nederland;2022;25.0
8167;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Geboren in Nederland;2023;29.0
8168;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Geboren in Nederland;2024;35.0
8169;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Geboren buiten Nederland;2022;158.0
8170;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Geboren buiten Nederland;2023;180.0
8171;Totaal mannen en vrouwen;Totaal;Alleenstaande;Honduras;Geboren buiten Nederland;2024;182.0
8172;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Totaal;2022;7860.0
8173;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Totaal;2023;8503.0
8174;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Totaal;2024;9214.0
8175;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Geboren in Nederland;2022;1519.0
8176;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Geboren in Nederland;2023;1561.0
8177;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Geboren in Nederland;2024;1626.0
8178;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Geboren buiten Nederland;2022;6341.0
8179;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Geboren buiten Nederland;2023;6942.0
8180;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongarije;Geboren buiten Nederland;2024;7588.0
8181;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Totaal;2022;3239.0
8182;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Totaal;2023;3275.0
8183;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Totaal;2024;3370.0
8184;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Geboren in Nederland;2022;1394.0
8185;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Geboren in Nederland;2023;1403.0
8186;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Geboren in Nederland;2024;1480.0
8187;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Geboren buiten Nederland;2022;1845.0
8188;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Geboren buiten Nederland;2023;1872.0
8189;Totaal mannen en vrouwen;Totaal;Alleenstaande;Hongkong;Geboren buiten Nederland;2024;1890.0
8190;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Totaal;2022;3602.0
8191;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Totaal;2023;3959.0
8192;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Totaal;2024;4281.0
8193;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Geboren in Nederland;2022;632.0
8194;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Geboren in Nederland;2023;632.0
8195;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Geboren in Nederland;2024;689.0
8196;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Geboren buiten Nederland;2022;2970.0
8197;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Geboren buiten Nederland;2023;3327.0
8198;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ierland;Geboren buiten Nederland;2024;3592.0
8199;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Totaal;2022;183.0
8200;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Totaal;2023;206.0
8201;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Totaal;2024;203.0
8202;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Geboren in Nederland;2022;15.0
8203;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Geboren in Nederland;2023;18.0
8204;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Geboren in Nederland;2024;16.0
8205;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Geboren buiten Nederland;2022;168.0
8206;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Geboren buiten Nederland;2023;188.0
8207;Totaal mannen en vrouwen;Totaal;Alleenstaande;IJsland;Geboren buiten Nederland;2024;187.0
8208;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Totaal;2022;13186.0
8209;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Totaal;2023;15531.0
8210;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Totaal;2024;16402.0
8211;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Geboren in Nederland;2022;724.0
8212;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Geboren in Nederland;2023;785.0
8213;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Geboren in Nederland;2024;867.0
8214;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Geboren buiten Nederland;2022;12462.0
8215;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Geboren buiten Nederland;2023;14746.0
8216;Totaal mannen en vrouwen;Totaal;Alleenstaande;India;Geboren buiten Nederland;2024;15535.0
8217;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Totaal;2022;11057.0
8218;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Totaal;2023;11405.0
8219;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Totaal;2024;11663.0
8220;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Geboren in Nederland;2022;914.0
8221;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Geboren in Nederland;2023;1054.0
8222;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Geboren in Nederland;2024;1195.0
8223;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Geboren buiten Nederland;2022;10143.0
8224;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Geboren buiten Nederland;2023;10351.0
8225;Totaal mannen en vrouwen;Totaal;Alleenstaande;Irak;Geboren buiten Nederland;2024;10468.0
8226;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Totaal;2022;13316.0
8227;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Totaal;2023;14494.0
8228;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Totaal;2024;15216.0
8229;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Geboren in Nederland;2022;1032.0
8230;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Geboren in Nederland;2023;1105.0
8231;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Geboren in Nederland;2024;1163.0
8232;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Geboren buiten Nederland;2022;12284.0
8233;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Geboren buiten Nederland;2023;13389.0
8234;Totaal mannen en vrouwen;Totaal;Alleenstaande;Iran;Geboren buiten Nederland;2024;14053.0
8235;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Totaal;2022;2110.0
8236;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Totaal;2023;2240.0
8237;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Totaal;2024;2345.0
8238;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Geboren in Nederland;2022;580.0
8239;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Geboren in Nederland;2023;621.0
8240;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Geboren in Nederland;2024;628.0
8241;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Geboren buiten Nederland;2022;1530.0
8242;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Geboren buiten Nederland;2023;1619.0
8243;Totaal mannen en vrouwen;Totaal;Alleenstaande;Israël;Geboren buiten Nederland;2024;1717.0
8244;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Totaal;2022;19208.0
8245;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Totaal;2023;20819.0
8246;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Totaal;2024;22207.0
8247;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Geboren in Nederland;2022;3866.0
8248;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Geboren in Nederland;2023;3948.0
8249;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Geboren in Nederland;2024;4068.0
8250;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Geboren buiten Nederland;2022;15342.0
8251;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Geboren buiten Nederland;2023;16871.0
8252;Totaal mannen en vrouwen;Totaal;Alleenstaande;Italië;Geboren buiten Nederland;2024;18139.0
8253;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Totaal;2022;388.0
8254;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Totaal;2023;410.0
8255;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Totaal;2024;424.0
8256;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Geboren in Nederland;2022;48.0
8257;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Geboren in Nederland;2023;53.0
8258;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Geboren in Nederland;2024;67.0
8259;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Geboren buiten Nederland;2022;340.0
8260;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Geboren buiten Nederland;2023;357.0
8261;Totaal mannen en vrouwen;Totaal;Alleenstaande;Ivoorkust;Geboren buiten Nederland;2024;357.0
8262;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Totaal;2022;611.0
8263;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Totaal;2023;624.0
8264;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Totaal;2024;632.0
8265;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Geboren in Nederland;2022;121.0
8266;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Geboren in Nederland;2023;124.0
8267;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Geboren in Nederland;2024;140.0
8268;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Geboren buiten Nederland;2022;490.0
8269;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Geboren buiten Nederland;2023;500.0
8270;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jamaica;Geboren buiten Nederland;2024;492.0
8271;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Totaal;2022;2146.0
8272;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Totaal;2023;2374.0
8273;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Totaal;2024;2537.0
8274;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Geboren in Nederland;2022;211.0
8275;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Geboren in Nederland;2023;235.0
8276;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Geboren in Nederland;2024;261.0
8277;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Geboren buiten Nederland;2022;1935.0
8278;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Geboren buiten Nederland;2023;2139.0
8279;Totaal mannen en vrouwen;Totaal;Alleenstaande;Japan;Geboren buiten Nederland;2024;2276.0
8280;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Totaal;2022;650.0
8281;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Totaal;2023;950.0
8282;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Totaal;2024;1660.0
8283;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Geboren in Nederland;2022;27.0
8284;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Geboren in Nederland;2023;25.0
8285;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Geboren in Nederland;2024;28.0
8286;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Geboren buiten Nederland;2022;623.0
8287;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Geboren buiten Nederland;2023;925.0
8288;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jemen;Geboren buiten Nederland;2024;1632.0
8289;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Totaal;2022;0.0
8290;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Totaal;2023;0.0
8291;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Totaal;2024;0.0
8292;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Geboren in Nederland;2022;0.0
8293;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Geboren in Nederland;2023;0.0
8294;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Geboren in Nederland;2024;0.0
8295;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Geboren buiten Nederland;2022;0.0
8296;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Geboren buiten Nederland;2023;0.0
8297;Totaal mannen en vrouwen;Totaal;Alleenstaande;Joegoslavië (oud);Geboren buiten Nederland;2024;0.0
8298;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Totaal;2022;471.0
8299;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Totaal;2023;580.0
8300;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Totaal;2024;616.0
8301;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Geboren in Nederland;2022;104.0
8302;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Geboren in Nederland;2023;112.0
8303;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Geboren in Nederland;2024;113.0
8304;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Geboren buiten Nederland;2022;367.0
8305;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Geboren buiten Nederland;2023;468.0
8306;Totaal mannen en vrouwen;Totaal;Alleenstaande;Jordanië;Geboren buiten Nederland;2024;503.0
8307;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Totaal;2022;4970.0
8308;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Totaal;2023;5189.0
8309;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Totaal;2024;5145.0
8310;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Geboren in Nederland;2022;1570.0
8311;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Geboren in Nederland;2023;1661.0
8312;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Geboren in Nederland;2024;1653.0
8313;Totaal mannen en vrouwen;Totaal;Alleenstaande;Kaapverdië;Geboren buiten Nederland;2022;3400.0
