ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
167;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;6.0;43.6;2.8;25.7;24.0;51.3;26.0;20.6;2.1;7.8;7.5;7.7;4.3;7.1;2.8;1.0;3.5;8.4;0.7;1.6;30.6;3.1;0.0;14.7;;;;;;;;;;;;;;;;;;12.1;17.1;64.6;6.2;36.2;3.0;20.5;9.0;0.3;8.0;1.4;0.9;1.3;0.8;18.6;;;;;;;;;;
168;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;6.4;44.0;2.6;26.8;26.2;50.9;25.6;20.9;2.5;7.9;7.3;8.5;3.4;7.6;2.9;0.9;3.9;7.7;0.9;1.4;30.9;3.2;0.0;14.7;;;;;;;;;;;;;;;;;;13.6;18.2;61.7;6.4;36.9;3.3;21.0;11.1;0.3;7.1;1.7;0.7;0.9;0.5;16.5;;;;;;;;;;
169;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;6.5;47.2;2.8;25.6;24.3;50.1;27.9;19.7;2.2;6.5;6.8;7.8;4.2;6.9;2.4;1.0;3.4;7.5;0.7;1.7;35.2;3.1;0.0;13.9;;;;;;;;;;;;;;;;;;11.8;16.8;65.9;5.5;33.5;2.9;21.2;9.8;0.2;7.4;2.7;0.9;1.7;0.6;19.2;;;;;;;;;;
170;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;6.5;46.7;2.8;25.7;24.0;51.2;26.9;19.7;2.2;7.2;7.7;7.7;3.3;7.7;2.3;0.9;3.7;7.0;0.6;1.6;33.2;3.4;0.0;14.8;;;;;;;;;;;;;;;;;;13.0;17.6;63.3;6.2;32.7;2.8;22.1;10.0;0.3;7.2;2.1;0.9;1.5;0.7;19.7;;;;;;;;;;
171;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;6.3;41.8;3.1;28.0;25.3;44.2;31.4;22.1;2.3;7.4;7.5;7.1;3.7;7.3;2.3;0.7;3.7;6.2;0.7;1.5;28.7;3.5;0.0;20.6;;;;;;;;;;;;;;;;;;12.7;15.2;65.3;6.8;27.7;2.2;23.9;9.7;0.4;6.7;1.9;0.7;1.0;0.9;24.9;;;;;;;;;;
172;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;6.6;40.8;3.0;31.1;28.7;43.8;30.4;23.2;2.6;7.4;7.0;7.4;3.5;8.2;2.9;0.9;2.9;6.6;0.5;2.0;23.2;4.0;0.0;24.5;;;;;;;;;;;;;;;;;;13.6;16.5;61.9;7.9;31.4;3.3;22.4;8.7;0.5;5.6;2.3;0.9;2.0;0.2;22.8;;;;;;;;;;
173;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;7.1;55.0;2.8;24.2;21.1;49.9;32.5;15.7;2.0;;;;;;;;;;;;;;;;54.1;2.1;6.5;1.8;4.7;4.7;5.2;2.6;3.6;1.5;0.3;1.1;11.7;0.2;0.0;3.2;3.2;9.3;13.4;68.8;8.5;;;;;;;;;;;;23.5;8.3;4.7;1.5;16.1;4.7;6.2;3.4;18.5;13.0
174;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;6.5;47.3;2.9;26.4;24.0;53.4;26.0;18.1;2.5;;;;;;;;;;;;;;;;42.9;3.0;7.4;2.4;5.5;5.9;6.8;2.7;5.1;2.3;0.6;1.5;14.0;0.1;0.0;3.9;3.9;10.6;15.2;67.1;7.0;;;;;;;;;;;;24.6;9.3;4.0;2.0;19.7;3.7;5.8;3.5;13.2;14.2
175;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2024;6.5;47.9;3.2;26.1;23.1;55.1;25.1;17.5;2.3;;;;;;;;;;;;;;;;43.8;3.1;7.3;2.4;5.9;5.6;6.8;2.6;5.0;2.2;0.6;1.4;13.1;0.0;0.0;5.2;5.2;10.4;14.9;67.4;7.3;;;;;;;;;;;;23.2;7.3;4.5;2.4;20.4;4.9;7.1;4.0;11.3;14.8
176;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;5.4;40.9;2.5;23.5;21.8;50.7;24.7;17.6;1.9;7.6;6.0;7.1;3.3;5.9;2.4;0.8;3.4;7.6;0.4;1.3;28.5;3.2;0.0;13.2;;;;;;;;;;;;;;;;;;11.1;16.8;61.1;6.1;35.3;2.0;17.5;7.9;0.1;6.7;0.8;0.4;0.8;0.2;14.5;;;;;;;;;;
177;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;5.7;43.9;2.4;22.9;20.3;49.3;26.4;18.3;1.3;7.0;6.1;8.1;3.0;5.7;1.6;0.4;3.7;6.4;0.5;1.2;32.9;3.3;0.0;12.1;;;;;;;;;;;;;;;;;;11.1;14.4;64.7;5.5;29.5;2.2;18.9;10.2;0.2;5.4;1.4;0.2;1.5;0.2;16.3;;;;;;;;;;
178;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;5.6;42.6;2.6;24.3;22.2;49.7;24.6;19.4;1.7;7.0;6.7;6.9;3.7;6.4;2.3;0.7;3.0;7.5;0.5;1.3;29.2;2.6;0.0;13.7;;;;;;;;;;;;;;;;;;11.1;16.0;63.0;5.5;33.4;2.2;18.3;7.4;0.1;6.5;0.8;0.5;0.8;0.4;16.5;;;;;;;;;;
179;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;6.0;43.0;2.5;25.4;24.3;49.3;24.3;19.7;2.1;7.1;6.6;7.6;2.8;6.8;2.4;0.6;3.3;6.9;0.6;1.1;29.4;2.7;0.0;13.6;;;;;;;;;;;;;;;;;;12.6;17.0;60.2;5.7;34.2;2.4;18.8;9.5;0.1;5.8;1.1;0.4;0.5;0.2;14.5;;;;;;;;;;
180;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;6.2;46.3;2.7;24.4;22.7;48.8;26.7;18.7;1.8;5.9;6.2;7.1;3.7;6.3;2.1;0.8;3.0;6.8;0.5;1.4;34.0;2.7;0.0;13.1;;;;;;;;;;;;;;;;;;11.0;15.9;64.7;4.9;31.3;2.2;19.2;8.5;0.1;6.3;2.0;0.6;1.2;0.3;17.4;;;;;;;;;;
181;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;6.2;45.8;2.7;24.5;22.4;49.8;25.7;18.6;1.8;6.5;7.0;7.1;2.9;7.0;2.0;0.7;3.3;6.4;0.4;1.3;31.9;3.0;0.0;13.9;;;;;;;;;;;;;;;;;;12.1;16.6;62.0;5.6;30.5;2.1;20.1;8.7;0.1;6.0;1.5;0.5;1.0;0.4;17.8;;;;;;;;;;
182;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;5.9;40.9;2.9;26.6;23.7;42.8;30.1;20.9;1.9;6.7;6.8;6.4;3.2;6.6;1.9;0.5;3.2;5.6;0.5;1.2;27.5;3.0;0.0;19.5;;;;;;;;;;;;;;;;;;11.8;14.2;63.9;6.1;25.5;1.5;21.7;8.2;0.2;5.5;1.3;0.3;0.6;0.5;22.7;;;;;;;;;;
183;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;6.3;39.8;2.8;29.5;26.8;42.3;29.0;21.9;2.1;6.7;6.2;6.7;3.0;7.4;2.5;0.7;2.4;5.9;0.3;1.6;22.0;3.4;0.0;23.2;;;;;;;;;;;;;;;;;;12.6;15.4;60.5;7.1;28.9;2.5;20.1;7.2;0.2;4.5;1.6;0.6;1.3;0.0;20.6;;;;;;;;;;
184;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;6.7;54.1;2.7;23.1;19.7;48.7;31.3;14.8;1.6;;;;;;;;;;;;;;;;52.9;1.8;5.9;1.5;4.2;4.2;4.7;2.3;3.1;1.2;0.2;0.9;11.0;0.0;0.0;2.4;2.4;8.6;12.6;67.7;7.9;;;;;;;;;;;;21.4;6.9;3.7;1.0;14.2;3.7;5.0;2.6;16.6;11.3
185;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;6.2;46.4;2.7;25.1;22.4;52.1;24.8;17.1;2.1;;;;;;;;;;;;;;;;41.7;2.6;6.7;2.0;4.9;5.3;6.2;2.3;4.6;1.9;0.4;1.2;13.2;0.0;0.0;3.0;3.0;9.8;14.3;65.8;6.4;;;;;;;;;;;;22.4;7.8;3.1;1.4;17.6;2.8;4.7;2.7;11.5;12.5
186;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2024;6.1;47.1;3.1;24.8;21.6;53.8;24.0;16.5;1.9;;;;;;;;;;;;;;;;42.6;2.7;6.7;2.0;5.4;5.1;6.2;2.3;4.5;1.9;0.4;1.1;12.3;0.0;0.0;4.2;4.2;9.7;14.0;66.2;6.6;;;;;;;;;;;;21.1;6.0;3.6;1.7;18.3;3.9;5.9;3.1;9.7;13.1
187;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;6.1;43.1;2.9;26.6;26.0;54.2;27.8;20.4;2.9;9.5;7.8;9.0;4.7;7.6;3.6;1.5;4.8;9.5;1.0;2.2;31.8;4.5;0.1;15.6;;;;;;;;;;;;;;;;;;13.4;19.5;64.5;7.8;41.4;4.3;22.5;11.6;0.8;10.3;2.3;1.7;2.2;0.9;19.3;;;;;;;;;;
188;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;6.4;46.1;2.8;25.7;23.6;52.6;29.3;20.9;2.1;8.7;7.7;9.9;4.2;7.3;2.5;1.0;5.0;8.1;1.0;1.9;36.0;4.5;;14.2;;;;;;;;;;;;;;;;;;13.2;16.7;67.7;7.1;35.2;4.4;24.0;14.2;1.2;8.4;3.3;1.0;3.4;1.1;21.1;;;;;;;;;;
189;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;6.3;44.7;3.0;27.1;25.7;52.9;27.4;21.9;2.6;8.7;8.4;8.6;4.9;8.0;3.4;1.4;4.2;9.3;1.0;2.1;32.1;3.7;;15.9;;;;;;;;;;;;;;;;;;13.2;18.4;66.1;7.0;39.0;4.2;23.0;10.8;0.9;9.7;2.3;1.7;2.1;1.5;21.0;;;;;;;;;;
190;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;6.8;45.0;2.8;28.2;28.2;52.5;27.1;22.3;3.1;8.8;8.2;9.4;4.0;8.5;3.5;1.2;4.5;8.6;1.2;1.8;32.3;3.8;;15.8;;;;;;;;;;;;;;;;;;14.7;19.5;63.3;7.2;39.6;4.5;23.3;13.0;0.8;8.7;2.6;1.4;1.7;1.2;18.6;;;;;;;;;;
191;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;6.8;48.1;3.0;26.7;25.9;51.5;29.2;20.8;2.7;7.2;7.5;8.5;4.7;7.6;2.8;1.3;3.9;8.2;0.9;2.1;36.5;3.5;;14.8;;;;;;;;;;;;;;;;;;12.7;17.8;67.1;6.1;35.8;3.8;23.2;11.3;0.5;8.7;3.6;1.5;2.4;1.1;21.1;;;;;;;;;;
192;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;6.8;47.5;3.0;26.9;25.6;52.6;28.2;20.8;2.7;7.9;8.4;8.5;3.8;8.4;2.7;1.2;4.3;7.7;0.8;1.9;34.4;3.9;;15.8;;;;;;;;;;;;;;;;;;13.9;18.6;64.5;6.9;34.9;3.7;24.2;11.6;0.7;8.5;2.9;1.5;2.3;1.3;21.7;;;;;;;;;;
193;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;6.6;42.7;3.2;29.3;26.9;45.6;32.7;23.3;2.8;8.2;8.3;7.9;4.3;8.0;2.7;1.0;4.3;6.9;1.0;1.9;30.0;4.0;;21.7;;;;;;;;;;;;;;;;;;13.7;16.2;66.6;7.6;30.1;3.0;26.3;11.4;1.0;8.1;2.8;1.3;1.6;1.5;27.3;;;;;;;;;;
194;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;7.0;41.7;3.2;32.6;30.6;45.3;31.8;24.5;3.1;8.3;7.8;8.3;4.1;9.0;3.5;1.2;3.4;7.4;0.7;2.4;24.5;4.6;;25.8;;;;;;;;;;;;;;;;;;14.7;17.7;63.4;8.8;34.0;4.5;24.8;10.4;1.2;7.0;3.3;1.5;2.9;0.6;25.1;;;;;;;;;;
195;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;7.4;55.9;2.9;25.3;22.4;51.1;33.6;16.6;2.3;;;;;;;;;;;;;;;;55.4;2.5;7.2;2.1;5.2;5.3;5.8;3.1;4.1;1.8;0.5;1.4;12.5;0.8;;4.2;4.2;10.0;14.2;69.9;9.2;;;;;;;;;;;;25.8;10.0;6.0;2.4;18.2;6.0;7.7;4.4;20.6;14.8
196;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;6.8;48.1;3.0;27.7;25.6;54.8;27.2;19.2;2.9;;;;;;;;;;;;;;;;44.2;3.5;8.1;2.8;6.1;6.5;7.5;3.1;5.7;2.7;0.8;1.8;15.0;0.4;;5.0;5.0;11.5;16.2;68.3;7.8;;;;;;;;;;;;26.9;11.0;5.1;2.9;22.1;4.9;7.1;4.7;15.0;16.2
197;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2024;6.8;48.8;3.4;27.3;24.5;56.4;26.3;18.5;2.7;;;;;;;;;;;;;;;;45.1;3.6;8.0;2.8;6.6;6.3;7.5;3.1;5.6;2.7;0.8;1.8;14.0;;0.1;6.4;6.4;11.3;15.8;68.6;8.0;;;;;;;;;;;;25.5;8.8;5.8;3.4;22.6;6.1;8.6;5.2;13.0;16.8
198;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;2.0;16.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;2.3;18.8;3.0;15.0;18.6;57.6;24.7;14.9;2.7;6.8;7.8;10.7;2.1;1.3;3.1;0.0;3.9;9.8;2.2;3.9;31.3;2.1;0.0;15.7;;;;;;;;;;;;;;;;;;2.7;6.9;78.5;11.9;;;;;;;;;;;;;;;;;;;;;
200;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;3.0;21.4;2.4;19.8;22.2;51.4;23.8;23.3;1.5;9.4;4.3;13.6;7.5;0.6;1.2;0.0;5.1;9.0;0.9;1.6;24.8;1.8;0.0;20.8;;;;;;;;;;;;;;;;;;3.5;11.7;80.0;4.7;;;;;;;;;;;;;;;;;;;;;
201;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;2.7;26.3;3.2;16.3;13.1;54.9;31.1;13.6;0.5;6.3;5.6;10.3;6.8;5.7;2.6;0.0;2.1;7.8;0.4;2.0;34.5;2.7;0.0;14.1;;;;;;;;;;;;;;;;;;7.7;19.8;64.6;7.9;;;;;;;;;;;;;;;;;;;;;
202;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;4.6;28.5;3.7;28.2;24.2;47.9;28.5;22.0;1.6;4.5;7.3;9.4;7.2;4.5;2.3;1.3;4.6;6.4;0.3;2.8;30.7;2.6;0.0;16.9;;;;;;;;;;;;;;;;;;8.0;12.4;71.6;8.0;19.8;1.8;23.1;20.8;0.0;9.3;2.1;1.2;2.8;1.6;17.6;;;;;;;;;;
203;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;5.9;31.0;3.7;33.2;29.8;45.0;26.4;25.8;2.7;8.2;9.1;11.6;5.6;4.5;2.1;0.6;3.2;6.1;0.9;2.1;30.1;2.1;0.0;14.6;;;;;;;;;;;;;;;;;;9.7;12.3;68.6;9.4;29.3;4.0;26.6;10.0;0.9;4.0;1.5;1.0;4.1;0.0;18.6;;;;;;;;;;
204;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;5.6;28.6;4.0;35.3;37.3;37.0;29.7;30.1;3.2;9.4;6.0;10.4;4.8;6.1;1.5;0.9;4.9;7.7;0.5;2.4;23.3;2.3;0.0;20.4;;;;;;;;;;;;;;;;;;12.2;12.3;69.8;5.8;22.9;5.1;32.3;1.6;0.2;5.1;3.2;0.0;2.6;0.0;26.9;;;;;;;;;;
205;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;5.2;28.0;3.8;33.7;34.9;40.0;33.1;22.2;4.8;6.7;8.1;10.1;3.6;7.0;4.3;0.6;3.7;6.4;0.5;1.4;20.7;2.0;0.0;25.5;;;;;;;;;;;;;;;;;;11.8;14.9;64.1;9.2;22.7;5.9;30.0;9.3;1.5;6.4;0.1;0.1;0.0;0.0;23.9;;;;;;;;;;
206;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;5.3;40.2;3.0;23.8;22.7;50.8;29.3;17.4;2.6;;;;;;;;;;;;;;;;51.6;0.8;3.4;1.6;4.8;4.0;7.0;4.1;3.9;2.8;0.3;1.0;14.5;0.0;0.0;0.6;0.6;8.0;10.0;75.2;6.8;;;;;;;;;;;;17.5;7.0;4.0;0.2;21.0;4.9;1.6;5.7;24.4;13.7
207;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;5.5;35.7;3.4;27.4;26.4;50.5;27.3;19.0;3.2;;;;;;;;;;;;;;;;38.0;1.3;4.8;2.5;7.3;6.6;10.4;4.6;4.9;2.7;0.7;2.1;14.1;0.0;0.0;1.3;1.3;11.3;13.6;66.5;8.7;;;;;;;;;;;;18.0;11.2;3.2;3.1;20.3;4.6;7.3;5.5;12.2;14.7
208;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2024;5.0;36.2;3.4;26.2;22.0;53.1;25.0;20.4;1.6;;;;;;;;;;;;;;;;40.1;1.1;4.9;2.4;7.0;5.8;9.4;3.7;4.2;2.2;0.3;2.2;16.6;0.0;0.8;0.6;1.4;8.4;12.6;70.1;8.9;;;;;;;;;;;;16.7;9.1;4.8;0.9;23.4;5.6;5.4;2.4;12.1;19.6
209;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;1.1;13.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;1.5;15.7;2.0;9.7;10.0;47.7;17.2;9.5;1.0;3.4;3.2;6.3;0.7;0.3;0.8;0.0;1.6;5.0;0.7;1.5;22.7;0.6;0.0;10.3;;;;;;;;;;;;;;;;;;1.0;3.6;69.6;6.8;;;;;;;;;;;;;;;;;;;;;
211;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;2.0;18.5;1.8;14.4;13.1;43.0;17.6;16.9;0.4;5.7;2.0;8.9;4.3;0.1;0.3;0.0;2.5;5.4;0.2;0.5;18.0;0.5;0.0;15.0;;;;;;;;;;;;;;;;;;1.5;7.6;73.0;2.3;;;;;;;;;;;;;;;;;;;;;
212;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;2.0;23.4;2.4;12.3;8.9;47.7;24.8;9.4;0.1;3.7;3.2;6.5;4.2;3.3;1.1;0.0;0.9;4.9;0.1;0.8;28.3;1.2;0.0;9.8;;;;;;;;;;;;;;;;;;4.6;14.9;57.7;4.9;;;;;;;;;;;;;;;;;;;;;
213;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;3.8;26.1;2.8;23.7;16.5;42.4;23.6;17.8;0.7;2.9;5.0;6.9;4.9;2.8;1.2;0.5;3.0;4.4;0.1;1.4;26.3;1.5;0.0;13.5;;;;;;;;;;;;;;;;;;5.7;9.5;66.9;5.7;12.8;0.5;15.3;12.9;0.0;4.6;0.6;0.2;0.7;0.4;11.0;;;;;;;;;;
214;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;5.0;28.7;2.9;28.3;23.7;40.1;22.3;21.7;1.5;6.0;6.7;9.0;3.9;2.9;1.1;0.2;2.0;4.3;0.3;1.1;26.0;1.2;0.0;11.6;;;;;;;;;;;;;;;;;;7.4;9.5;64.2;7.0;21.3;1.6;18.4;5.4;0.1;1.5;0.4;0.1;1.7;0.0;12.2;;;;;;;;;;
215;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;4.7;26.4;3.2;30.0;29.1;32.4;25.3;25.6;1.8;6.9;4.0;7.8;3.1;4.3;0.7;0.4;3.3;5.5;0.1;1.4;19.6;1.3;0.0;16.8;;;;;;;;;;;;;;;;;;9.4;9.5;65.2;3.9;16.2;2.2;23.7;0.5;0.0;2.5;1.0;0.0;0.8;0.0;19.2;;;;;;;;;;
216;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;4.3;25.8;3.0;28.2;27.3;35.2;28.5;18.3;2.9;4.7;5.8;7.6;2.2;4.9;2.7;0.2;2.3;4.5;0.1;0.6;17.1;1.0;0.0;21.5;;;;;;;;;;;;;;;;;;9.1;11.9;59.3;6.7;16.2;2.9;22.4;5.1;0.4;3.1;0.0;0.0;0.0;0.0;16.9;;;;;;;;;;
217;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;4.6;38.2;2.6;20.7;18.6;47.3;26.2;14.9;1.7;;;;;;;;;;;;;;;;48.2;0.4;2.4;1.0;3.5;2.9;5.4;2.9;2.8;1.9;0.1;0.5;12.3;0.0;0.0;0.1;0.1;6.3;8.1;72.1;5.3;;;;;;;;;;;;12.3;3.9;1.6;0.0;15.0;2.3;0.5;2.9;17.8;9.2
218;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;4.8;33.8;2.9;24.2;22.2;46.9;24.3;16.4;2.2;;;;;;;;;;;;;;;;34.8;0.8;3.6;1.6;5.7;5.0;8.5;3.4;3.6;1.8;0.3;1.4;11.9;0.0;0.0;0.2;0.2;9.2;11.3;63.1;6.9;;;;;;;;;;;;13.1;7.2;1.4;1.3;15.2;2.4;4.2;3.1;8.1;10.3
219;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2024;4.4;34.4;3.0;23.2;18.8;49.7;22.1;17.8;1.0;;;;;;;;;;;;;;;;37.0;0.6;3.7;1.6;5.5;4.4;7.6;2.7;3.1;1.4;0.1;1.5;14.3;0.0;0.1;0.1;0.4;6.7;10.6;67.0;7.3;;;;;;;;;;;;12.0;5.7;2.3;0.2;17.7;3.0;3.0;0.9;8.1;14.5
220;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;2.8;20.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;3.1;22.4;4.0;20.3;27.3;67.0;34.1;22.6;7.1;13.2;17.7;17.7;6.3;5.0;10.6;;9.5;18.2;6.9;10.0;41.5;7.1;;23.1;;;;;;;;;;;;;;;;;;7.1;13.1;85.3;20.0;;;;;;;;;;;;;;;;;;;;;
222;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;3.9;24.7;2.9;25.2;31.3;59.7;31.2;31.4;6.1;15.1;9.0;20.2;12.5;4.0;4.6;;10.3;14.6;3.6;4.8;33.1;5.8;;28.2;;;;;;;;;;;;;;;;;;7.9;17.7;85.6;9.5;;;;;;;;;;;;;;;;;;;;;
223;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;3.4;29.5;4.0;20.3;17.4;61.9;38.2;19.3;3.1;10.5;9.8;15.8;10.7;9.9;5.8;;4.6;12.4;2.6;4.9;41.4;6.1;;19.7;;;;;;;;;;;;;;;;;;12.6;25.9;70.9;12.4;;;;;;;;;;;;;;;;;;;;;
224;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;5.5;30.9;4.6;32.8;31.9;53.5;33.8;26.9;3.7;6.9;10.5;12.7;10.5;7.4;4.3;3.3;7.1;9.1;1.5;5.2;35.5;4.6;;20.9;;;;;;;;;;;;;;;;;;11.1;16.0;75.8;11.2;29.3;6.2;33.3;31.7;;18.2;7.3;7.8;10.5;6.8;26.9;;;;;;;;;;
225;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;6.8;33.4;4.4;38.0;35.8;50.0;31.0;30.4;4.9;11.1;12.2;14.8;8.0;6.8;4.1;1.5;5.1;8.7;2.3;3.9;34.4;3.8;;18.1;;;;;;;;;;;;;;;;;;12.8;15.7;72.7;12.5;38.8;9.8;36.7;18.0;6.4;10.0;5.8;6.7;9.5;;27.2;;;;;;;;;;
226;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;6.6;30.9;4.8;40.6;45.5;41.9;34.5;35.0;5.6;12.7;8.8;13.6;7.3;8.7;3.1;2.1;7.3;10.7;1.9;4.2;27.5;4.1;;24.5;;;;;;;;;;;;;;;;;;15.7;15.6;73.9;8.5;31.3;11.2;42.3;5.6;1.7;10.4;10.0;;7.8;;36.3;;;;;;;;;;
