ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
8903;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2022;30
8904;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;10
8905;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;0
8906;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;0
8907;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;10
8908;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2016;0
8909;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2018;0
8910;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2020;0
8911;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2022;0
8912;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2016;10
8913;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2018;40
8914;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2020;10
8915;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2022;80
8916;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2016;0
8917;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2018;40
8918;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2020;10
8919;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2022;70
8920;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2016;10
8921;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2018;0
8922;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2020;0
8923;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2022;0
8924;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2016;0
8925;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2018;0
8926;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2020;0
8927;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2022;10
8928;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2016;10
8929;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2018;10
8930;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2020;30
8931;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2022;20
8932;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2016;0
8933;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2018;10
8934;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2020;30
8935;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2022;10
8936;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2016;10
8937;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2018;0
8938;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2020;0
8939;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2022;0
8940;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2016;0
8941;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2018;0
8942;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2020;0
8943;Totaal mannen en vrouwen;65 tot 75 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2022;10
8944;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2016;250
8945;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2018;390
8946;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2020;370
8947;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2022;460
8948;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2016;160
8949;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2018;320
8950;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2020;320
8951;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2022;390
8952;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2016;50
8953;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2018;20
8954;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2020;10
8955;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2022;40
8956;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2016;40
8957;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2018;40
8958;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2020;40
8959;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2022;30
8960;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2016;0
8961;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2018;0
8962;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2020;0
8963;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2022;0
8964;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2016;0
8965;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2018;0
8966;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2020;0
8967;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Bonaire;2022;0
8968;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2016;0
8969;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2018;0
8970;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2020;0
8971;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Sint Eustatius;2022;0
8972;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2016;0
8973;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2018;0
8974;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2020;0
8975;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;00 Algemeen;Saba;2022;0
8976;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2016;70
8977;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2018;110
8978;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2020;110
8979;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Caribisch Nederland;2022;140
8980;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2016;60
8981;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2018;80
8982;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2020;90
8983;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Bonaire;2022;110
8984;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2016;0
8985;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2018;10
8986;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2020;10
8987;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Sint Eustatius;2022;10
8988;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2016;10
8989;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2018;20
8990;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2020;10
8991;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;01 Onderwijs;Saba;2022;10
8992;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;20
8993;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;10
8994;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;10
8995;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;30
8996;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;10
8997;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;0
8998;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;0
8999;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;30
9000;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;10
9001;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;0
9002;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;0
9003;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;0
9004;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2016;0
9005;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2018;10
9006;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2020;10
9007;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2022;10
9008;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;30
9009;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;10
9010;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;10
9011;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;20
9012;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;20
9013;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;10
9014;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;10
9015;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;20
9016;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;0
9017;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;0
9018;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;0
9019;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;0
9020;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2016;0
9021;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2018;0
9022;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2020;0
9023;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2022;0
9024;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;60
9025;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;120
9026;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;110
9027;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;50
9028;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2016;40
9029;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2018;110
9030;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2020;100
9031;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2022;30
9032;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2016;10
9033;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2018;10
9034;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2020;0
9035;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2022;10
9036;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2016;10
9037;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2018;10
9038;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2020;0
9039;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2022;10
9040;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;0
9041;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;0
9042;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;0
9043;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;20
9044;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2016;0
9045;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2018;0
9046;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2020;0
9047;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2022;20
9048;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;0
9049;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;0
9050;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;0
9051;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
9052;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2016;0
9053;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2018;0
9054;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2020;0
9055;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2022;0
9056;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2016;0
9057;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2018;0
9058;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2020;10
9059;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Caribisch Nederland;2022;0
9060;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2016;0
9061;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2018;0
9062;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2020;10
9063;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Bonaire;2022;0
9064;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2016;0
9065;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2018;0
9066;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2020;0
9067;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Sint Eustatius;2022;0
9068;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2016;0
9069;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2018;0
9070;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2020;0
9071;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;06 Informatica;Saba;2022;0
9072;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;20
9073;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;20
9074;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;50
9075;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;90
9076;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2016;0
9077;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2018;10
9078;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2020;40
9079;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2022;80
9080;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;20
9081;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;0
9082;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;0
9083;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;10
9084;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2016;10
9085;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2018;0
9086;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2020;10
9087;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2022;0
9088;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2016;0
9089;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2018;0
9090;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2020;0
9091;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2022;0
9092;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2016;0
9093;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2018;0
9094;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2020;0
9095;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2022;0
9096;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2016;0
9097;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2018;0
9098;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2020;0
9099;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2022;0
9100;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2016;0
9101;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2018;0
