ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
8647;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2014 3rd quarter;65
8648;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2014 4th quarter;64
8649;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2014;64
8650;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2015 1st quarter;59
8651;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2015 2nd quarter;63
8652;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2015 3rd quarter;61
8653;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2015 4th quarter;63
8654;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2015;62
8655;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2016 1st quarter;64
8656;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2016 2nd quarter;61
8657;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2016 3rd quarter;57
8658;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2016 4th quarter;62
8659;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2016;61
8660;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2017 1st quarter;62
8661;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2017 2nd quarter;65
8662;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2017 3rd quarter;58
8663;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2017 4th quarter;57
8664;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2017;61
8665;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2018 1st quarter;61
8666;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2018 2nd quarter;66
8667;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2018 3rd quarter;63
8668;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2018 4th quarter;65
8669;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2018;64
8670;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2019 1st quarter;60
8671;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2019 2nd quarter;66
8672;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2019 3rd quarter;65
8673;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2019 4th quarter;60
8674;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2019;63
8675;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2020 1st quarter;64
8676;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2020 2nd quarter;71
8677;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2020 3rd quarter;68
8678;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2020 4th quarter;66
8679;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2020;67
8680;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2021 1st quarter;68
8681;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2021 2nd quarter;77
8682;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2021 3rd quarter;65
8683;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2021 4th quarter;66
8684;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2021;69
8685;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2022 1st quarter;62
8686;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2022 2nd quarter;66
8687;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2022 3rd quarter;64
8688;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2022 4th quarter;75
8689;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2022;67
8690;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2023 1st quarter;71
8691;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2023 2nd quarter;73
8692;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2023 3rd quarter;70
8693;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2023 4th quarter;80
8694;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2023;73
8695;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2024 1st quarter;67
8696;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2024 2nd quarter;75
8697;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2024 3rd quarter;77
8698;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2024 4th quarter;69
8699;Total male and female;Working hours: less than 20 hours a week;M Other specialised business services;2024;72
8700;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2013 1st quarter;42
8701;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2013 2nd quarter;42
8702;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2013 3rd quarter;42
8703;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2013 4th quarter;41
8704;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2013;42
8705;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2014 1st quarter;35
8706;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2014 2nd quarter;37
8707;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2014 3rd quarter;36
8708;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2014 4th quarter;36
8709;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2014;36
8710;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2015 1st quarter;36
8711;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2015 2nd quarter;40
8712;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2015 3rd quarter;38
8713;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2015 4th quarter;38
8714;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2015;38
8715;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2016 1st quarter;40
8716;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2016 2nd quarter;36
8717;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2016 3rd quarter;35
8718;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2016 4th quarter;36
8719;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2016;37
8720;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2017 1st quarter;37
8721;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2017 2nd quarter;37
8722;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2017 3rd quarter;31
8723;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2017 4th quarter;36
8724;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2017;35
8725;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2018 1st quarter;37
8726;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2018 2nd quarter;37
8727;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2018 3rd quarter;37
8728;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2018 4th quarter;40
8729;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2018;38
8730;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2019 1st quarter;37
8731;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2019 2nd quarter;43
8732;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2019 3rd quarter;41
8733;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2019 4th quarter;37
8734;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2019;39
8735;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2020 1st quarter;37
8736;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2020 2nd quarter;38
8737;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2020 3rd quarter;36
8738;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2020 4th quarter;40
8739;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2020;38
8740;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2021 1st quarter;45
8741;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2021 2nd quarter;48
8742;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2021 3rd quarter;41
8743;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2021 4th quarter;41
8744;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2021;44
8745;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2022 1st quarter;42
8746;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2022 2nd quarter;46
8747;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2022 3rd quarter;40
8748;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2022 4th quarter;47
8749;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2022;44
8750;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2023 1st quarter;41
8751;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2023 2nd quarter;42
8752;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2023 3rd quarter;45
8753;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2023 4th quarter;47
8754;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2023;44
8755;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2024 1st quarter;42
8756;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2024 2nd quarter;48
8757;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2024 3rd quarter;48
8758;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2024 4th quarter;47
8759;Total male and female;Working hours: less than 20 hours a week;69-71 Management,  technical consultancy;2024;46
8760;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2013 1st quarter;2
8761;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2013 2nd quarter;2
8762;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2013 3rd quarter;1
8763;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2013 4th quarter;1
8764;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2013;2
8765;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2014 1st quarter;1
8766;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2014 2nd quarter;2
8767;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2014 3rd quarter;2
8768;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2014 4th quarter;3
8769;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2014;2
8770;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2015 1st quarter;2
8771;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2015 2nd quarter;4
8772;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2015 3rd quarter;4
8773;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2015 4th quarter;4
8774;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2015;3
8775;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2016 1st quarter;2
8776;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2016 2nd quarter;2
8777;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2016 3rd quarter;1
8778;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2016 4th quarter;2
8779;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2016;2
8780;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2017 1st quarter;2
8781;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2017 2nd quarter;2
8782;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2017 3rd quarter;2
8783;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2017 4th quarter;1
8784;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2017;2
8785;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2018 1st quarter;1
8786;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2018 2nd quarter;1
8787;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2018 3rd quarter;1
8788;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2018 4th quarter;2
8789;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2018;1
8790;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2019 1st quarter;2
8791;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2019 2nd quarter;2
8792;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2019 3rd quarter;1
8793;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2019 4th quarter;2
8794;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2019;2
8795;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2020 1st quarter;3
8796;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2020 2nd quarter;3
8797;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2020 3rd quarter;3
8798;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2020 4th quarter;2
8799;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2020;3
8800;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2021 1st quarter;3
8801;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2021 2nd quarter;4
8802;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2021 3rd quarter;1
8803;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2021 4th quarter;2
8804;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2021;3
8805;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2022 1st quarter;3
8806;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2022 2nd quarter;4
8807;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2022 3rd quarter;4
8808;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2022 4th quarter;5
8809;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2022;4
8810;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2023 1st quarter;5
8811;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2023 2nd quarter;4
8812;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2023 3rd quarter;5
8813;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2023 4th quarter;5
8814;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2023;5
8815;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2024 1st quarter;3
8816;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2024 2nd quarter;3
8817;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2024 3rd quarter;4
8818;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2024 4th quarter;2
8819;Total male and female;Working hours: less than 20 hours a week;72 Research and development;2024;3
8820;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2013 1st quarter;27
8821;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2013 2nd quarter;26
8822;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2013 3rd quarter;24
8823;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2013 4th quarter;24
8824;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2013;25
8825;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2014 1st quarter;26
8826;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2014 2nd quarter;26
8827;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2014 3rd quarter;28
8828;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2014 4th quarter;26
8829;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2014;26
8830;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2015 1st quarter;21
8831;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2015 2nd quarter;20
8832;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2015 3rd quarter;19
8833;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2015 4th quarter;21
8834;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2015;20
8835;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2016 1st quarter;23
8836;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2016 2nd quarter;23
8837;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2016 3rd quarter;22
8838;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2016 4th quarter;24
8839;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2016;23
8840;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2017 1st quarter;24
8841;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2017 2nd quarter;26
8842;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2017 3rd quarter;25
8843;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2017 4th quarter;20
8844;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2017;24
8845;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2018 1st quarter;24
8846;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2018 2nd quarter;27
8847;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2018 3rd quarter;24
8848;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2018 4th quarter;23
8849;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2018;25
8850;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2019 1st quarter;20
8851;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2019 2nd quarter;21
8852;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2019 3rd quarter;24
8853;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2019 4th quarter;21
8854;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2019;21
8855;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2020 1st quarter;25
8856;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2020 2nd quarter;29
8857;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2020 3rd quarter;30
8858;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2020 4th quarter;24
8859;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2020;27
8860;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2021 1st quarter;20
8861;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2021 2nd quarter;25
8862;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2021 3rd quarter;23
8863;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2021 4th quarter;23
8864;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2021;23
8865;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2022 1st quarter;18
8866;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2022 2nd quarter;17
8867;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2022 3rd quarter;20
8868;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2022 4th quarter;23
8869;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2022;20
8870;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2023 1st quarter;24
8871;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2023 2nd quarter;26
8872;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2023 3rd quarter;19
8873;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2023 4th quarter;28
8874;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2023;24
8875;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2024 1st quarter;22
8876;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2024 2nd quarter;24
8877;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2024 3rd quarter;25
8878;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2024 4th quarter;20
8879;Total male and female;Working hours: less than 20 hours a week;73-75 Advertising, design and other;2024;23
8880;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2013 1st quarter;122
8881;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2013 2nd quarter;119
8882;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2013 3rd quarter;115
8883;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2013 4th quarter;118
8884;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2013;118
8885;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2014 1st quarter;124
8886;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2014 2nd quarter;119
8887;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2014 3rd quarter;113
8888;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2014 4th quarter;114
8889;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2014;117
8890;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2015 1st quarter;126
8891;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2015 2nd quarter;127
8892;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2015 3rd quarter;117
8893;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2015 4th quarter;116
8894;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2015;121
8895;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2016 1st quarter;127
8896;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2016 2nd quarter;126
8897;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2016 3rd quarter;127
8898;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2016 4th quarter;135
8899;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2016;129
8900;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2017 1st quarter;131
8901;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2017 2nd quarter;128
8902;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2017 3rd quarter;124
8903;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2017 4th quarter;123
8904;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2017;126
8905;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2018 1st quarter;123
8906;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2018 2nd quarter;113
8907;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2018 3rd quarter;124
8908;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2018 4th quarter;115
8909;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2018;119
8910;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2019 1st quarter;122
8911;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2019 2nd quarter;122
8912;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2019 3rd quarter;122
8913;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2019 4th quarter;128
8914;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2019;123
8915;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2020 1st quarter;120
8916;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2020 2nd quarter;117
8917;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2020 3rd quarter;114
8918;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2020 4th quarter;98
8919;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2020;112
8920;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2021 1st quarter;105
8921;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2021 2nd quarter;82
8922;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2021 3rd quarter;81
8923;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2021 4th quarter;78
8924;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2021;86
8925;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2022 1st quarter;82
8926;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2022 2nd quarter;86
8927;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2022 3rd quarter;84
8928;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2022 4th quarter;93
8929;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2022;86
8930;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2023 1st quarter;104
8931;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2023 2nd quarter;98
8932;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2023 3rd quarter;83
8933;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2023 4th quarter;92
8934;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2023;94
8935;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2024 1st quarter;89
8936;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2024 2nd quarter;86
8937;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2024 3rd quarter;80
8938;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2024 4th quarter;99
8939;Total male and female;Working hours: less than 20 hours a week;N Renting and other business support;2024;88
8940;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2013 1st quarter;18
8941;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2013 2nd quarter;18
8942;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2013 3rd quarter;14
8943;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2013 4th quarter;16
8944;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2013;16
8945;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2014 1st quarter;17
8946;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2014 2nd quarter;22
8947;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2014 3rd quarter;19
8948;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2014 4th quarter;16
8949;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2014;18
8950;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2015 1st quarter;16
8951;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2015 2nd quarter;16
8952;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2015 3rd quarter;15
8953;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2015 4th quarter;16
8954;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2015;16
8955;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2016 1st quarter;13
8956;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2016 2nd quarter;14
8957;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2016 3rd quarter;13
8958;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2016 4th quarter;14
