ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Gediplomeerden_1
7099;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2012/'13;600.0
7100;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2013/'14;530.0
7101;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2014/'15;570.0
7102;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2015/'16;600.0
7103;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2016/'17;620.0
7104;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2017/'18;620.0
7105;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2018/'19;610.0
7106;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2019/'20;630.0
7107;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2020/'21;580.0
7108;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2021/'22;630.0
7109;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2022/'23;520.0
7110;Totaal mannen en vrouwen;Vwo;Kop van Noord-Holland (CR);2023/'24;570.0
7111;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2011/'12;470.0
7112;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2012/'13;450.0
7113;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2013/'14;460.0
7114;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2014/'15;510.0
7115;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2015/'16;510.0
7116;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2016/'17;510.0
7117;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2017/'18;550.0
7118;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2018/'19;520.0
7119;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2019/'20;590.0
7120;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2020/'21;560.0
7121;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2021/'22;530.0
7122;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2022/'23;520.0
7123;Totaal mannen en vrouwen;Vwo;Alkmaar en omgeving (CR);2023/'24;500.0
7124;Totaal mannen en vrouwen;Vwo;IJmond (CR);2011/'12;390.0
7125;Totaal mannen en vrouwen;Vwo;IJmond (CR);2012/'13;380.0
7126;Totaal mannen en vrouwen;Vwo;IJmond (CR);2013/'14;360.0
7127;Totaal mannen en vrouwen;Vwo;IJmond (CR);2014/'15;410.0
7128;Totaal mannen en vrouwen;Vwo;IJmond (CR);2015/'16;450.0
7129;Totaal mannen en vrouwen;Vwo;IJmond (CR);2016/'17;460.0
7130;Totaal mannen en vrouwen;Vwo;IJmond (CR);2017/'18;450.0
7131;Totaal mannen en vrouwen;Vwo;IJmond (CR);2018/'19;490.0
7132;Totaal mannen en vrouwen;Vwo;IJmond (CR);2019/'20;440.0
7133;Totaal mannen en vrouwen;Vwo;IJmond (CR);2020/'21;410.0
7134;Totaal mannen en vrouwen;Vwo;IJmond (CR);2021/'22;450.0
7135;Totaal mannen en vrouwen;Vwo;IJmond (CR);2022/'23;380.0
7136;Totaal mannen en vrouwen;Vwo;IJmond (CR);2023/'24;370.0
7137;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2011/'12;560.0
7138;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2012/'13;630.0
7139;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2013/'14;640.0
7140;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2014/'15;660.0
7141;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2015/'16;670.0
7142;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2016/'17;750.0
7143;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2017/'18;780.0
7144;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2018/'19;790.0
7145;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2019/'20;830.0
7146;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2020/'21;820.0
7147;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2021/'22;790.0
7148;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2022/'23;830.0
7149;Totaal mannen en vrouwen;Vwo;Agglomeratie Haarlem (CR);2023/'24;760.0
7150;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2011/'12;190.0
7151;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2012/'13;220.0
7152;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2013/'14;220.0
7153;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2014/'15;250.0
7154;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2015/'16;240.0
7155;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2016/'17;270.0
7156;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2017/'18;260.0
7157;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2018/'19;270.0
7158;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2019/'20;300.0
7159;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2020/'21;280.0
7160;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2021/'22;310.0
7161;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2022/'23;270.0
7162;Totaal mannen en vrouwen;Vwo;Zaanstreek (CR);2023/'24;280.0
7163;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2011/'12;2240.0
7164;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2012/'13;2320.0
7165;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2013/'14;2330.0
7166;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2014/'15;2560.0
7167;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2015/'16;2580.0
7168;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2016/'17;2740.0
7169;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2017/'18;2800.0
7170;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2018/'19;2800.0
7171;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2019/'20;3220.0
7172;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2020/'21;3070.0
7173;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2021/'22;2980.0
7174;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2022/'23;3040.0
7175;Totaal mannen en vrouwen;Vwo;Groot-Amsterdam (CR);2023/'24;3080.0
7176;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2011/'12;790.0
7177;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2012/'13;730.0
7178;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2013/'14;750.0
7179;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2014/'15;790.0
7180;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2015/'16;860.0
7181;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2016/'17;830.0
7182;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2017/'18;900.0
7183;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2018/'19;900.0
7184;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2019/'20;1050.0
7185;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2020/'21;970.0
7186;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2021/'22;970.0
7187;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2022/'23;970.0
7188;Totaal mannen en vrouwen;Vwo;Het Gooi en Vechtstreek (CR);2023/'24;910.0
7189;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2011/'12;1100.0
7190;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2012/'13;1160.0
7191;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2013/'14;1110.0
7192;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2014/'15;1180.0
7193;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2015/'16;1130.0
7194;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2016/'17;1180.0
7195;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2017/'18;1200.0
7196;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2018/'19;1210.0
7197;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2019/'20;1410.0
7198;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2020/'21;1220.0
7199;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2021/'22;1280.0
7200;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2022/'23;1180.0
7201;Totaal mannen en vrouwen;Vwo;Agglomeratie Leiden en Bollenstreek (CR);2023/'24;1180.0
7202;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2011/'12;1530.0
7203;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2012/'13;1490.0
7204;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2013/'14;1520.0
7205;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2014/'15;1600.0
7206;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2015/'16;1560.0
7207;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2016/'17;1650.0
7208;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2017/'18;1750.0
7209;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2018/'19;1790.0
7210;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2019/'20;2150.0
7211;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2020/'21;2020.0
7212;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2021/'22;1980.0
7213;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2022/'23;1890.0
7214;Totaal mannen en vrouwen;Vwo;Agglomeratie 's-Gravenhage (CR);2023/'24;1930.0
7215;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2011/'12;440.0
7216;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2012/'13;480.0
7217;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2013/'14;440.0
7218;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2014/'15;480.0
7219;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2015/'16;430.0
7220;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2016/'17;460.0
7221;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2017/'18;490.0
7222;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2018/'19;490.0
7223;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2019/'20;500.0
7224;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2020/'21;470.0
7225;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2021/'22;460.0
7226;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2022/'23;400.0
7227;Totaal mannen en vrouwen;Vwo;Delft en Westland (CR);2023/'24;400.0
7228;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2011/'12;700.0
7229;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2012/'13;690.0
7230;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2013/'14;650.0
7231;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2014/'15;740.0
7232;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2015/'16;730.0
7233;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2016/'17;740.0
7234;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2017/'18;760.0
7235;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2018/'19;810.0
7236;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2019/'20;800.0
7237;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2020/'21;800.0
7238;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2021/'22;780.0
7239;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2022/'23;690.0
7240;Totaal mannen en vrouwen;Vwo;Oost-Zuid-Holland (CR);2023/'24;720.0
7241;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2011/'12;2200.0
7242;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2012/'13;2260.0
7243;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2013/'14;2170.0
7244;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2014/'15;2260.0
7245;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2015/'16;2100.0
7246;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2016/'17;2290.0
7247;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2017/'18;2470.0
7248;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2018/'19;2420.0
7249;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2019/'20;2610.0
7250;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2020/'21;2550.0
7251;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2021/'22;2530.0
7252;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2022/'23;2350.0
7253;Totaal mannen en vrouwen;Vwo;Groot-Rijnmond (CR);2023/'24;2400.0
7254;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2011/'12;740.0
7255;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2012/'13;760.0
7256;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2013/'14;720.0
7257;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2014/'15;730.0
7258;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2015/'16;740.0
7259;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2016/'17;760.0
7260;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2017/'18;840.0
7261;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2018/'19;790.0
7262;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2019/'20;790.0
7263;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2020/'21;700.0
7264;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2021/'22;720.0
7265;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2022/'23;650.0
7266;Totaal mannen en vrouwen;Vwo;Zuidoost-Zuid-Holland (CR);2023/'24;630.0
7267;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2011/'12;160.0
7268;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2012/'13;170.0
7269;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2013/'14;140.0
7270;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2014/'15;160.0
7271;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2015/'16;160.0
7272;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2016/'17;160.0
7273;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2017/'18;140.0
7274;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2018/'19;140.0
7275;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2019/'20;140.0
7276;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2020/'21;160.0
7277;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2021/'22;130.0
7278;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2022/'23;110.0
7279;Totaal mannen en vrouwen;Vwo;Zeeuwsch-Vlaanderen (CR);2023/'24;110.0
7280;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2011/'12;480.0
7281;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2012/'13;520.0
7282;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2013/'14;430.0
7283;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2014/'15;500.0
7284;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2015/'16;450.0
7285;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2016/'17;490.0
7286;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2017/'18;520.0
7287;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2018/'19;450.0
7288;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2019/'20;480.0
7289;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2020/'21;510.0
7290;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2021/'22;480.0
7291;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2022/'23;420.0
7292;Totaal mannen en vrouwen;Vwo;Overig Zeeland (CR);2023/'24;390.0
7293;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2011/'12;1290.0
7294;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2012/'13;1230.0
7295;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2013/'14;1140.0
7296;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2014/'15;1200.0
7297;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2015/'16;1140.0
7298;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2016/'17;1150.0
7299;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2017/'18;1240.0
7300;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2018/'19;1180.0
7301;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2019/'20;1340.0
7302;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2020/'21;1230.0
7303;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2021/'22;1220.0
7304;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2022/'23;1140.0
7305;Totaal mannen en vrouwen;Vwo;West-Noord-Brabant (CR);2023/'24;1220.0
7306;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2011/'12;870.0
7307;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2012/'13;880.0
7308;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2013/'14;830.0
7309;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2014/'15;880.0
7310;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2015/'16;890.0
7311;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2016/'17;910.0
7312;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2017/'18;870.0
7313;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2018/'19;870.0
7314;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2019/'20;970.0
7315;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2020/'21;920.0
7316;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2021/'22;850.0
7317;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2022/'23;790.0
7318;Totaal mannen en vrouwen;Vwo;Midden-Noord-Brabant (CR);2023/'24;840.0
7319;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2011/'12;1350.0
7320;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2012/'13;1470.0
7321;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2013/'14;1380.0
7322;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2014/'15;1430.0
7323;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2015/'16;1380.0
7324;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2016/'17;1500.0
7325;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2017/'18;1380.0
7326;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2018/'19;1410.0
7327;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2019/'20;1580.0
7328;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2020/'21;1450.0
7329;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2021/'22;1370.0
7330;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2022/'23;1230.0
7331;Totaal mannen en vrouwen;Vwo;Noordoost-Noord-Brabant (CR);2023/'24;1340.0
7332;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2011/'12;1540.0
7333;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2012/'13;1540.0
7334;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2013/'14;1410.0
7335;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2014/'15;1550.0
7336;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2015/'16;1440.0
7337;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2016/'17;1510.0
7338;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2017/'18;1510.0
7339;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2018/'19;1490.0
7340;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2019/'20;1630.0
7341;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2020/'21;1550.0
7342;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2021/'22;1470.0
7343;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2022/'23;1350.0
7344;Totaal mannen en vrouwen;Vwo;Zuidoost-Noord-Brabant (CR);2023/'24;1340.0
7345;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2011/'12;540.0
7346;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2012/'13;590.0
7347;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2013/'14;520.0
7348;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2014/'15;490.0
7349;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2015/'16;500.0
7350;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2016/'17;520.0
7351;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2017/'18;510.0
7352;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2018/'19;470.0
7353;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2019/'20;560.0
7354;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2020/'21;520.0
7355;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2021/'22;490.0
7356;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2022/'23;360.0
7357;Totaal mannen en vrouwen;Vwo;Noord-Limburg (CR);2023/'24;390.0
7358;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2011/'12;410.0
7359;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2012/'13;410.0
7360;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2013/'14;450.0
7361;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2014/'15;460.0
7362;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2015/'16;440.0
7363;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2016/'17;430.0
7364;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2017/'18;440.0
7365;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2018/'19;420.0
7366;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2019/'20;460.0
7367;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2020/'21;440.0
7368;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2021/'22;400.0
7369;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2022/'23;360.0
7370;Totaal mannen en vrouwen;Vwo;Midden-Limburg (CR);2023/'24;350.0
7371;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2011/'12;1230.0
7372;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2012/'13;1120.0
7373;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2013/'14;1120.0
7374;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2014/'15;1120.0
7375;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2015/'16;1090.0
7376;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2016/'17;1120.0
7377;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2017/'18;1070.0
7378;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2018/'19;1050.0
7379;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2019/'20;1030.0
7380;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2020/'21;1060.0
7381;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2021/'22;960.0
7382;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2022/'23;850.0
7383;Totaal mannen en vrouwen;Vwo;Zuid-Limburg (CR);2023/'24;840.0
7384;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2011/'12;660.0
7385;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2012/'13;640.0
7386;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2013/'14;710.0
7387;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2014/'15;620.0
7388;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2015/'16;700.0
7389;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2016/'17;680.0
7390;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2017/'18;670.0
7391;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2018/'19;700.0
7392;Totaal mannen en vrouwen;Vwo;Flevoland (CR);2019/'20;750.0
