ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
7776;Property tax on residential buildings;Boxmeer;2017;3396.0;118.0
7777;Property tax on residential buildings;Boxmeer;2018;3416.0;118.0
7778;Property tax on residential buildings;Boxmeer;2019;3521.0;121.0
7779;Property tax on residential buildings;Boxmeer;2020;3626.0;123.0
7780;Property tax on residential buildings;Boxmeer;2021;3751.0;127.0
7781;Property tax on residential buildings;Boxmeer;2022;;
7782;Property tax on residential buildings;Boxmeer;2023;;
7783;Property tax on residential buildings;Boxmeer;2024;;
7784;Property tax on residential buildings;Boxmeer;2025;;
7785;Property tax on residential buildings;Boxtel;2017;3992.0;130.0
7786;Property tax on residential buildings;Boxtel;2018;4097.0;134.0
7787;Property tax on residential buildings;Boxtel;2019;4239.0;138.0
7788;Property tax on residential buildings;Boxtel;2020;4445.0;144.0
7789;Property tax on residential buildings;Boxtel;2021;4668.0;142.0
7790;Property tax on residential buildings;Boxtel;2022;5246.0;158.0
7791;Property tax on residential buildings;Boxtel;2023;5600.0;166.0
7792;Property tax on residential buildings;Boxtel;2024;5880.0;173.0
7793;Property tax on residential buildings;Boxtel;2025;6264.0;183.0
7794;Property tax on residential buildings;Breda;2017;19713.0;108.0
7795;Property tax on residential buildings;Breda;2018;19065.0;104.0
7796;Property tax on residential buildings;Breda;2019;19068.0;104.0
7797;Property tax on residential buildings;Breda;2020;19090.0;104.0
7798;Property tax on residential buildings;Breda;2021;19010.0;103.0
7799;Property tax on residential buildings;Breda;2022;18946.0;103.0
7800;Property tax on residential buildings;Breda;2023;19103.0;102.0
7801;Property tax on residential buildings;Breda;2024;19255.0;102.0
7802;Property tax on residential buildings;Breda;2025;20657.0;109.0
7803;Property tax on residential buildings;Brielle;2017;1867.0;111.0
7804;Property tax on residential buildings;Brielle;2018;1862.0;109.0
7805;Property tax on residential buildings;Brielle;2019;1839.0;107.0
7806;Property tax on residential buildings;Brielle;2020;2321.0;134.0
7807;Property tax on residential buildings;Brielle;2021;2479.0;142.0
7808;Property tax on residential buildings;Brielle;2022;2409.0;136.0
7809;Property tax on residential buildings;Brielle;2023;;
7810;Property tax on residential buildings;Brielle;2024;;
7811;Property tax on residential buildings;Brielle;2025;;
7812;Property tax on residential buildings;Bronckhorst;2017;4732.0;130.0
7813;Property tax on residential buildings;Bronckhorst;2018;4798.0;132.0
7814;Property tax on residential buildings;Bronckhorst;2019;4946.0;137.0
7815;Property tax on residential buildings;Bronckhorst;2020;5025.0;139.0
7816;Property tax on residential buildings;Bronckhorst;2021;5250.0;145.0
7817;Property tax on residential buildings;Bronckhorst;2022;5668.0;157.0
7818;Property tax on residential buildings;Bronckhorst;2023;5838.0;161.0
7819;Property tax on residential buildings;Bronckhorst;2024;5838.0;162.0
7820;Property tax on residential buildings;Bronckhorst;2025;6785.0;188.0
7821;Property tax on residential buildings;Brummen;2017;2336.0;112.0
7822;Property tax on residential buildings;Brummen;2018;2367.0;114.0
7823;Property tax on residential buildings;Brummen;2019;2410.0;117.0
7824;Property tax on residential buildings;Brummen;2020;3274.0;158.0
7825;Property tax on residential buildings;Brummen;2021;3790.0;182.0
7826;Property tax on residential buildings;Brummen;2022;4097.0;196.0
7827;Property tax on residential buildings;Brummen;2023;4217.0;200.0
7828;Property tax on residential buildings;Brummen;2024;4820.0;226.0
7829;Property tax on residential buildings;Brummen;2025;5003.0;234.0
7830;Property tax on residential buildings;Brunssum;2017;3329.0;117.0
7831;Property tax on residential buildings;Brunssum;2018;3362.0;119.0
7832;Property tax on residential buildings;Brunssum;2019;4131.0;147.0
7833;Property tax on residential buildings;Brunssum;2020;4386.0;158.0
7834;Property tax on residential buildings;Brunssum;2021;4452.0;161.0
7835;Property tax on residential buildings;Brunssum;2022;4519.0;163.0
7836;Property tax on residential buildings;Brunssum;2023;4559.0;165.0
7837;Property tax on residential buildings;Brunssum;2024;4700.0;169.0
7838;Property tax on residential buildings;Brunssum;2025;4935.0;179.0
7839;Property tax on residential buildings;Bunnik;2017;3072.0;203.0
7840;Property tax on residential buildings;Bunnik;2018;3155.0;207.0
7841;Property tax on residential buildings;Bunnik;2019;3303.0;217.0
7842;Property tax on residential buildings;Bunnik;2020;3351.0;221.0
7843;Property tax on residential buildings;Bunnik;2021;3637.0;237.0
7844;Property tax on residential buildings;Bunnik;2022;3577.0;229.0
7845;Property tax on residential buildings;Bunnik;2023;3936.0;246.0
7846;Property tax on residential buildings;Bunnik;2024;4438.0;275.0
7847;Property tax on residential buildings;Bunnik;2025;4652.0;286.0
7848;Property tax on residential buildings;Bunschoten;2017;2214.0;105.0
7849;Property tax on residential buildings;Bunschoten;2018;2223.0;105.0
7850;Property tax on residential buildings;Bunschoten;2019;2319.0;107.0
7851;Property tax on residential buildings;Bunschoten;2020;2445.0;112.0
7852;Property tax on residential buildings;Bunschoten;2021;2481.0;113.0
7853;Property tax on residential buildings;Bunschoten;2022;2576.0;115.0
7854;Property tax on residential buildings;Bunschoten;2023;2834.0;126.0
7855;Property tax on residential buildings;Bunschoten;2024;3024.0;134.0
7856;Property tax on residential buildings;Bunschoten;2025;3368.0;148.0
7857;Property tax on residential buildings;Buren;2017;3710.0;141.0
7858;Property tax on residential buildings;Buren;2018;3798.0;144.0
7859;Property tax on residential buildings;Buren;2019;3940.0;148.0
7860;Property tax on residential buildings;Buren;2020;4142.0;155.0
7861;Property tax on residential buildings;Buren;2021;5082.0;188.0
7862;Property tax on residential buildings;Buren;2022;5295.0;195.0
7863;Property tax on residential buildings;Buren;2023;5636.0;203.0
7864;Property tax on residential buildings;Buren;2024;5866.0;211.0
7865;Property tax on residential buildings;Buren;2025;6435.0;231.0
7866;Property tax on residential buildings;Capelle aan den IJssel;2017;6620.0;100.0
7867;Property tax on residential buildings;Capelle aan den IJssel;2018;6906.0;103.0
7868;Property tax on residential buildings;Capelle aan den IJssel;2019;6895.0;103.0
7869;Property tax on residential buildings;Capelle aan den IJssel;2020;7077.0;105.0
7870;Property tax on residential buildings;Capelle aan den IJssel;2021;7205.0;107.0
7871;Property tax on residential buildings;Capelle aan den IJssel;2022;7202.0;107.0
7872;Property tax on residential buildings;Capelle aan den IJssel;2023;7643.0;113.0
7873;Property tax on residential buildings;Capelle aan den IJssel;2024;8093.0;119.0
7874;Property tax on residential buildings;Capelle aan den IJssel;2025;9341.0;136.0
7875;Property tax on residential buildings;Castricum;2017;4295.0;122.0
7876;Property tax on residential buildings;Castricum;2018;4523.0;127.0
7877;Property tax on residential buildings;Castricum;2019;4637.0;130.0
7878;Property tax on residential buildings;Castricum;2020;4725.0;131.0
7879;Property tax on residential buildings;Castricum;2021;4895.0;136.0
7880;Property tax on residential buildings;Castricum;2022;4983.0;137.0
7881;Property tax on residential buildings;Castricum;2023;5287.0;145.0
7882;Property tax on residential buildings;Castricum;2024;5632.0;155.0
7883;Property tax on residential buildings;Castricum;2025;5772.0;158.0
7884;Property tax on residential buildings;Coevorden;2017;5483.0;155.0
7885;Property tax on residential buildings;Coevorden;2018;5368.0;152.0
7886;Property tax on residential buildings;Coevorden;2019;5510.0;155.0
7887;Property tax on residential buildings;Coevorden;2020;5634.0;160.0
7888;Property tax on residential buildings;Coevorden;2021;6012.0;170.0
7889;Property tax on residential buildings;Coevorden;2022;6155.0;173.0
7890;Property tax on residential buildings;Coevorden;2023;6337.0;177.0
7891;Property tax on residential buildings;Coevorden;2024;6585.0;184.0
7892;Property tax on residential buildings;Coevorden;2025;6974.0;195.0
7893;Property tax on residential buildings;Cranendonck;2017;2691.0;130.0
7894;Property tax on residential buildings;Cranendonck;2018;2752.0;135.0
7895;Property tax on residential buildings;Cranendonck;2019;2864.0;140.0
7896;Property tax on residential buildings;Cranendonck;2020;2978.0;141.0
7897;Property tax on residential buildings;Cranendonck;2021;3120.0;149.0
7898;Property tax on residential buildings;Cranendonck;2022;3181.0;154.0
7899;Property tax on residential buildings;Cranendonck;2023;3246.0;155.0
7900;Property tax on residential buildings;Cranendonck;2024;3423.0;164.0
7901;Property tax on residential buildings;Cranendonck;2025;3752.0;173.0
7902;Property tax on residential buildings;Cromstrijen;2017;1505.0;118.0
7903;Property tax on residential buildings;Cromstrijen;2018;1436.0;112.0
7904;Property tax on residential buildings;Cromstrijen;2019;;
7905;Property tax on residential buildings;Cromstrijen;2020;;
7906;Property tax on residential buildings;Cromstrijen;2021;;
7907;Property tax on residential buildings;Cromstrijen;2022;;
7908;Property tax on residential buildings;Cromstrijen;2023;;
7909;Property tax on residential buildings;Cromstrijen;2024;;
7910;Property tax on residential buildings;Cromstrijen;2025;;
7911;Property tax on residential buildings;Cuijk;2017;2425.0;98.0
7912;Property tax on residential buildings;Cuijk;2018;2488.0;100.0
7913;Property tax on residential buildings;Cuijk;2019;2940.0;118.0
7914;Property tax on residential buildings;Cuijk;2020;3960.0;158.0
7915;Property tax on residential buildings;Cuijk;2021;4215.0;166.0
7916;Property tax on residential buildings;Cuijk;2022;;
7917;Property tax on residential buildings;Cuijk;2023;;
7918;Property tax on residential buildings;Cuijk;2024;;
7919;Property tax on residential buildings;Cuijk;2025;;
7920;Property tax on residential buildings;Culemborg;2017;3299.0;118.0
7921;Property tax on residential buildings;Culemborg;2018;3395.0;120.0
7922;Property tax on residential buildings;Culemborg;2019;3548.0;124.0
7923;Property tax on residential buildings;Culemborg;2020;3696.0;128.0
7924;Property tax on residential buildings;Culemborg;2021;4340.0;149.0
7925;Property tax on residential buildings;Culemborg;2022;4476.0;152.0
7926;Property tax on residential buildings;Culemborg;2023;4668.0;157.0
7927;Property tax on residential buildings;Culemborg;2024;4893.0;163.0
7928;Property tax on residential buildings;Culemborg;2025;5626.0;186.0
7929;Property tax on residential buildings;Dalfsen;2017;3197.0;114.0
7930;Property tax on residential buildings;Dalfsen;2018;3328.0;118.0
7931;Property tax on residential buildings;Dalfsen;2019;3560.0;125.0
7932;Property tax on residential buildings;Dalfsen;2020;3818.0;134.0
7933;Property tax on residential buildings;Dalfsen;2021;4166.0;144.0
7934;Property tax on residential buildings;Dalfsen;2022;4462.0;153.0
7935;Property tax on residential buildings;Dalfsen;2023;4589.0;155.0
7936;Property tax on residential buildings;Dalfsen;2024;5121.0;173.0
7937;Property tax on residential buildings;Dalfsen;2025;5796.0;193.0
7938;Property tax on residential buildings;Dantumadiel;2017;1927.0;102.0
7939;Property tax on residential buildings;Dantumadiel;2018;1907.0;101.0
7940;Property tax on residential buildings;Dantumadiel;2019;1991.0;105.0
7941;Property tax on residential buildings;Dantumadiel;2020;2120.0;112.0
7942;Property tax on residential buildings;Dantumadiel;2021;2937.0;155.0
7943;Property tax on residential buildings;Dantumadiel;2022;3205.0;169.0
7944;Property tax on residential buildings;Dantumadiel;2023;3437.0;179.0
7945;Property tax on residential buildings;Dantumadiel;2024;3468.0;181.0
7946;Property tax on residential buildings;Dantumadiel;2025;3604.0;188.0
7947;Property tax on residential buildings;Delft;2017;14513.0;143.0
7948;Property tax on residential buildings;Delft;2018;13344.0;130.0
7949;Property tax on residential buildings;Delft;2019;13750.0;133.0
7950;Property tax on residential buildings;Delft;2020;14084.0;136.0
7951;Property tax on residential buildings;Delft;2021;14337.0;138.0
7952;Property tax on residential buildings;Delft;2022;14609.0;140.0
7953;Property tax on residential buildings;Delft;2023;16125.0;152.0
7954;Property tax on residential buildings;Delft;2024;17070.0;156.0
7955;Property tax on residential buildings;Delft;2025;18049.0;163.0
7956;Property tax on residential buildings;Delfzijl;2017;3055.0;122.0
7957;Property tax on residential buildings;Delfzijl;2018;3098.0;125.0
7958;Property tax on residential buildings;Delfzijl;2019;3172.0;128.0
7959;Property tax on residential buildings;Delfzijl;2020;3245.0;132.0
7960;Property tax on residential buildings;Delfzijl;2021;;
7961;Property tax on residential buildings;Delfzijl;2022;;
7962;Property tax on residential buildings;Delfzijl;2023;;
7963;Property tax on residential buildings;Delfzijl;2024;;
7964;Property tax on residential buildings;Delfzijl;2025;;
7965;Property tax on residential buildings;Deurne;2017;5166.0;162.0
7966;Property tax on residential buildings;Deurne;2018;4919.0;153.0
7967;Property tax on residential buildings;Deurne;2019;5157.0;159.0
7968;Property tax on residential buildings;Deurne;2020;5284.0;163.0
7969;Property tax on residential buildings;Deurne;2021;5462.0;168.0
7970;Property tax on residential buildings;Deurne;2022;5603.0;172.0
7971;Property tax on residential buildings;Deurne;2023;5838.0;177.0
7972;Property tax on residential buildings;Deurne;2024;6156.0;186.0
7973;Property tax on residential buildings;Deurne;2025;6385.0;191.0
7974;Property tax on residential buildings;Deventer;2017;12541.0;126.0
7975;Property tax on residential buildings;Deventer;2018;13506.0;136.0
7976;Property tax on residential buildings;Deventer;2019;14049.0;141.0
7977;Property tax on residential buildings;Deventer;2020;14177.0;141.0
7978;Property tax on residential buildings;Deventer;2021;14850.0;147.0
7979;Property tax on residential buildings;Deventer;2022;15888.0;157.0
7980;Property tax on residential buildings;Deventer;2023;16898.0;164.0
7981;Property tax on residential buildings;Deventer;2024;17552.0;170.0
7982;Property tax on residential buildings;Deventer;2025;18918.0;182.0
7983;Property tax on residential buildings;Diemen;2017;2970.0;109.0
7984;Property tax on residential buildings;Diemen;2018;3255.0;116.0
7985;Property tax on residential buildings;Diemen;2019;3510.0;120.0
7986;Property tax on residential buildings;Diemen;2020;4050.0;132.0
7987;Property tax on residential buildings;Diemen;2021;4200.0;134.0
7988;Property tax on residential buildings;Diemen;2022;4475.0;141.0
7989;Property tax on residential buildings;Diemen;2023;4450.0;136.0
7990;Property tax on residential buildings;Diemen;2024;4810.0;146.0
7991;Property tax on residential buildings;Diemen;2025;4832.0;146.0
7992;Property tax on residential buildings;Dijk en Waard;2017;;
7993;Property tax on residential buildings;Dijk en Waard;2018;;
7994;Property tax on residential buildings;Dijk en Waard;2019;;
7995;Property tax on residential buildings;Dijk en Waard;2020;;
7996;Property tax on residential buildings;Dijk en Waard;2021;;
7997;Property tax on residential buildings;Dijk en Waard;2022;9104.0;104.0
7998;Property tax on residential buildings;Dijk en Waard;2023;10006.0;112.0
7999;Property tax on residential buildings;Dijk en Waard;2024;10702.0;119.0
8000;Property tax on residential buildings;Dijk en Waard;2025;12550.0;138.0
8001;Property tax on residential buildings;Dinkelland;2017;3694.0;141.0
8002;Property tax on residential buildings;Dinkelland;2018;3756.0;143.0
8003;Property tax on residential buildings;Dinkelland;2019;3749.0;142.0
8004;Property tax on residential buildings;Dinkelland;2020;3896.0;147.0
8005;Property tax on residential buildings;Dinkelland;2021;4012.0;151.0
8006;Property tax on residential buildings;Dinkelland;2022;4108.0;154.0
8007;Property tax on residential buildings;Dinkelland;2023;4211.0;157.0
8008;Property tax on residential buildings;Dinkelland;2024;4321.0;162.0
8009;Property tax on residential buildings;Dinkelland;2025;4424.0;166.0
8010;Property tax on residential buildings;Doesburg;2017;1536.0;135.0
8011;Property tax on residential buildings;Doesburg;2018;1404.0;124.0
8012;Property tax on residential buildings;Doesburg;2019;1596.0;143.0
8013;Property tax on residential buildings;Doesburg;2020;1647.0;149.0
8014;Property tax on residential buildings;Doesburg;2021;1684.0;152.0
8015;Property tax on residential buildings;Doesburg;2022;1712.0;155.0
8016;Property tax on residential buildings;Doesburg;2023;1814.0;164.0
8017;Property tax on residential buildings;Doesburg;2024;1897.0;171.0
8018;Property tax on residential buildings;Doesburg;2025;2249.0;202.0
8019;Property tax on residential buildings;Doetinchem;2017;6385.0;112.0
8020;Property tax on residential buildings;Doetinchem;2018;6552.0;114.0
8021;Property tax on residential buildings;Doetinchem;2019;6768.0;118.0
8022;Property tax on residential buildings;Doetinchem;2020;6918.0;119.0
8023;Property tax on residential buildings;Doetinchem;2021;7384.0;127.0
8024;Property tax on residential buildings;Doetinchem;2022;7580.0;129.0
8025;Property tax on residential buildings;Doetinchem;2023;5007.0;85.0
8026;Property tax on residential buildings;Doetinchem;2024;8069.0;135.0
8027;Property tax on residential buildings;Doetinchem;2025;8383.0;140.0
8028;Property tax on residential buildings;Dongen;2017;3330.0;131.0
8029;Property tax on residential buildings;Dongen;2018;3381.0;131.0
8030;Property tax on residential buildings;Dongen;2019;3567.0;137.0
8031;Property tax on residential buildings;Dongen;2020;3944.0;150.0
8032;Property tax on residential buildings;Dongen;2021;4119.0;156.0
8033;Property tax on residential buildings;Dongen;2022;4324.0;163.0
8034;Property tax on residential buildings;Dongen;2023;4441.0;163.0
8035;Property tax on residential buildings;Dongen;2024;4719.0;174.0
8036;Property tax on residential buildings;Dongen;2025;4823.0;175.0
8037;Property tax on residential buildings;Dongeradeel;2017;2950.0;123.0
8038;Property tax on residential buildings;Dongeradeel;2018;2841.0;119.0
8039;Property tax on residential buildings;Dongeradeel;2019;;
8040;Property tax on residential buildings;Dongeradeel;2020;;
8041;Property tax on residential buildings;Dongeradeel;2021;;
8042;Property tax on residential buildings;Dongeradeel;2022;;
8043;Property tax on residential buildings;Dongeradeel;2023;;
8044;Property tax on residential buildings;Dongeradeel;2024;;
8045;Property tax on residential buildings;Dongeradeel;2025;;
8046;Property tax on residential buildings;Dordrecht;2017;11183.0;94.0
8047;Property tax on residential buildings;Dordrecht;2018;11553.0;98.0
8048;Property tax on residential buildings;Dordrecht;2019;11966.0;101.0
8049;Property tax on residential buildings;Dordrecht;2020;12258.0;103.0
8050;Property tax on residential buildings;Dordrecht;2021;12663.0;106.0
8051;Property tax on residential buildings;Dordrecht;2022;13381.0;112.0
8052;Property tax on residential buildings;Dordrecht;2023;14503.0;119.0
8053;Property tax on residential buildings;Dordrecht;2024;16195.0;133.0
8054;Property tax on residential buildings;Dordrecht;2025;16690.0;136.0
8055;Property tax on residential buildings;Drechterland;2017;1726.0;89.0
8056;Property tax on residential buildings;Drechterland;2018;1753.0;90.0
8057;Property tax on residential buildings;Drechterland;2019;1760.0;90.0
8058;Property tax on residential buildings;Drechterland;2020;1894.0;96.0
8059;Property tax on residential buildings;Drechterland;2021;2036.0;103.0
8060;Property tax on residential buildings;Drechterland;2022;2334.0;117.0
8061;Property tax on residential buildings;Drechterland;2023;3146.0;154.0
8062;Property tax on residential buildings;Drechterland;2024;3157.0;154.0
8063;Property tax on residential buildings;Drechterland;2025;3230.0;158.0
8064;Property tax on residential buildings;Drimmelen;2017;2952.0;110.0
8065;Property tax on residential buildings;Drimmelen;2018;3040.0;112.0
8066;Property tax on residential buildings;Drimmelen;2019;3180.0;117.0
8067;Property tax on residential buildings;Drimmelen;2020;3269.0;120.0
8068;Property tax on residential buildings;Drimmelen;2021;3354.0;123.0
8069;Property tax on residential buildings;Drimmelen;2022;3730.0;136.0
8070;Property tax on residential buildings;Drimmelen;2023;4008.0;143.0
8071;Property tax on residential buildings;Drimmelen;2024;4269.0;151.0
8072;Property tax on residential buildings;Drimmelen;2025;4518.0;160.0
8073;Property tax on residential buildings;Dronten;2017;5105.0;125.0
8074;Property tax on residential buildings;Dronten;2018;5159.0;127.0
8075;Property tax on residential buildings;Dronten;2019;5393.0;132.0
8076;Property tax on residential buildings;Dronten;2020;5566.0;134.0
8077;Property tax on residential buildings;Dronten;2021;6098.0;145.0
8078;Property tax on residential buildings;Dronten;2022;6208.0;145.0
8079;Property tax on residential buildings;Dronten;2023;6580.0;151.0
8080;Property tax on residential buildings;Dronten;2024;7388.0;167.0
8081;Property tax on residential buildings;Dronten;2025;8090.0;181.0
8082;Property tax on residential buildings;Druten;2017;2151.0;116.0
8083;Property tax on residential buildings;Druten;2018;2210.0;118.0
8084;Property tax on residential buildings;Druten;2019;2241.0;119.0
8085;Property tax on residential buildings;Druten;2020;2310.0;122.0
8086;Property tax on residential buildings;Druten;2021;2351.0;124.0
8087;Property tax on residential buildings;Druten;2022;2397.0;125.0
8088;Property tax on residential buildings;Druten;2023;2872.0;147.0
8089;Property tax on residential buildings;Druten;2024;3090.0;158.0
8090;Property tax on residential buildings;Druten;2025;3524.0;178.0
8091;Property tax on residential buildings;Duiven;2017;3493.0;138.0
8092;Property tax on residential buildings;Duiven;2018;3631.0;143.0
8093;Property tax on residential buildings;Duiven;2019;3611.0;143.0
8094;Property tax on residential buildings;Duiven;2020;3699.0;147.0
8095;Property tax on residential buildings;Duiven;2021;3927.0;157.0
8096;Property tax on residential buildings;Duiven;2022;3849.0;154.0
8097;Property tax on residential buildings;Duiven;2023;3881.0;156.0
8098;Property tax on residential buildings;Duiven;2024;3759.0;151.0
8099;Property tax on residential buildings;Duiven;2025;4272.0;171.0
8100;Property tax on residential buildings;Echt-Susteren;2017;4077.0;128.0
8101;Property tax on residential buildings;Echt-Susteren;2018;4092.0;129.0
8102;Property tax on residential buildings;Echt-Susteren;2019;4323.0;137.0
8103;Property tax on residential buildings;Echt-Susteren;2020;4398.0;139.0
8104;Property tax on residential buildings;Echt-Susteren;2021;4374.0;138.0
8105;Property tax on residential buildings;Echt-Susteren;2022;4463.0;141.0
8106;Property tax on residential buildings;Echt-Susteren;2023;4841.0;151.0
8107;Property tax on residential buildings;Echt-Susteren;2024;5054.0;158.0
8108;Property tax on residential buildings;Echt-Susteren;2025;5389.0;167.0
8109;Property tax on residential buildings;Edam-Volendam;2017;3798.0;106.0
8110;Property tax on residential buildings;Edam-Volendam;2018;3896.0;108.0
8111;Property tax on residential buildings;Edam-Volendam;2019;3964.0;110.0
8112;Property tax on residential buildings;Edam-Volendam;2020;4060.0;112.0
8113;Property tax on residential buildings;Edam-Volendam;2021;4226.0;117.0
8114;Property tax on residential buildings;Edam-Volendam;2022;4326.0;119.0
8115;Property tax on residential buildings;Edam-Volendam;2023;4529.0;123.0
8116;Property tax on residential buildings;Edam-Volendam;2024;4751.0;129.0
8117;Property tax on residential buildings;Edam-Volendam;2025;6472.0;174.0
8118;Property tax on residential buildings;Ede;2017;15751.0;139.0
8119;Property tax on residential buildings;Ede;2018;12032.0;105.0
8120;Property tax on residential buildings;Ede;2019;13460.0;116.0
8121;Property tax on residential buildings;Ede;2020;14017.0;120.0
8122;Property tax on residential buildings;Ede;2021;14450.0;122.0
8123;Property tax on residential buildings;Ede;2022;14705.0;123.0
8124;Property tax on residential buildings;Ede;2023;15453.0;127.0
8125;Property tax on residential buildings;Ede;2024;16741.0;136.0
8126;Property tax on residential buildings;Ede;2025;18442.0;149.0
8127;Property tax on residential buildings;Eemnes;2017;1419.0;158.0
8128;Property tax on residential buildings;Eemnes;2018;1470.0;161.0
8129;Property tax on residential buildings;Eemnes;2019;1582.0;174.0
8130;Property tax on residential buildings;Eemnes;2020;1666.0;180.0
8131;Property tax on residential buildings;Eemnes;2021;1746.0;187.0
8132;Property tax on residential buildings;Eemnes;2022;1853.0;196.0
8133;Property tax on residential buildings;Eemnes;2023;2011.0;209.0
8134;Property tax on residential buildings;Eemnes;2024;2289.0;235.0
8135;Property tax on residential buildings;Eemnes;2025;2574.0;260.0
8136;Property tax on residential buildings;Eemsdelta;2017;;
8137;Property tax on residential buildings;Eemsdelta;2018;;
8138;Property tax on residential buildings;Eemsdelta;2019;;
8139;Property tax on residential buildings;Eemsdelta;2020;;
8140;Property tax on residential buildings;Eemsdelta;2021;6980.0;153.0
8141;Property tax on residential buildings;Eemsdelta;2022;7132.0;157.0
8142;Property tax on residential buildings;Eemsdelta;2023;7386.0;163.0
8143;Property tax on residential buildings;Eemsdelta;2024;7648.0;170.0
8144;Property tax on residential buildings;Eemsdelta;2025;7918.0;176.0
8145;Property tax on residential buildings;Eemsmond;2017;2439.0;156.0
8146;Property tax on residential buildings;Eemsmond;2018;2512.0;161.0
8147;Property tax on residential buildings;Eemsmond;2019;;
8148;Property tax on residential buildings;Eemsmond;2020;;
8149;Property tax on residential buildings;Eemsmond;2021;;
8150;Property tax on residential buildings;Eemsmond;2022;;
8151;Property tax on residential buildings;Eemsmond;2023;;
8152;Property tax on residential buildings;Eemsmond;2024;;
8153;Property tax on residential buildings;Eemsmond;2025;;
8154;Property tax on residential buildings;Eersel;2017;2108.0;114.0
8155;Property tax on residential buildings;Eersel;2018;2152.0;115.0
8156;Property tax on residential buildings;Eersel;2019;2256.0;118.0
8157;Property tax on residential buildings;Eersel;2020;2347.0;122.0
8158;Property tax on residential buildings;Eersel;2021;2523.0;129.0
8159;Property tax on residential buildings;Eersel;2022;2616.0;132.0
8160;Property tax on residential buildings;Eersel;2023;2642.0;132.0
8161;Property tax on residential buildings;Eersel;2024;2694.0;133.0
8162;Property tax on residential buildings;Eersel;2025;2942.0;145.0
8163;Property tax on residential buildings;Eijsden-Margraten;2017;3818.0;151.0
8164;Property tax on residential buildings;Eijsden-Margraten;2018;3933.0;154.0
8165;Property tax on residential buildings;Eijsden-Margraten;2019;4140.0;161.0
8166;Property tax on residential buildings;Eijsden-Margraten;2020;4296.0;167.0
8167;Property tax on residential buildings;Eijsden-Margraten;2021;4386.0;169.0
8168;Property tax on residential buildings;Eijsden-Margraten;2022;4448.0;172.0
8169;Property tax on residential buildings;Eijsden-Margraten;2023;4737.0;182.0
8170;Property tax on residential buildings;Eijsden-Margraten;2024;4911.0;189.0
8171;Property tax on residential buildings;Eijsden-Margraten;2025;5265.0;201.0
8172;Property tax on residential buildings;Eindhoven;2017;24639.0;109.0
8173;Property tax on residential buildings;Eindhoven;2018;27178.0;119.0
8174;Property tax on residential buildings;Eindhoven;2019;34046.0;147.0
8175;Property tax on residential buildings;Eindhoven;2020;35227.0;150.0
8176;Property tax on residential buildings;Eindhoven;2021;36299.0;154.0
8177;Property tax on residential buildings;Eindhoven;2022;39189.0;164.0
8178;Property tax on residential buildings;Eindhoven;2023;39689.0;163.0
8179;Property tax on residential buildings;Eindhoven;2024;40689.0;165.0
8180;Property tax on residential buildings;Eindhoven;2025;42841.0;172.0
8181;Property tax on residential buildings;Elburg;2017;2169.0;94.0
8182;Property tax on residential buildings;Elburg;2018;2203.0;95.0
8183;Property tax on residential buildings;Elburg;2019;2330.0;101.0
8184;Property tax on residential buildings;Elburg;2020;2450.0;106.0
8185;Property tax on residential buildings;Elburg;2021;2623.0;112.0
8186;Property tax on residential buildings;Elburg;2022;2863.0;121.0
8187;Property tax on residential buildings;Elburg;2023;2906.0;121.0
8188;Property tax on residential buildings;Elburg;2024;3263.0;136.0
8189;Property tax on residential buildings;Elburg;2025;3529.0;148.0
8190;Property tax on residential buildings;Emmen;2017;15177.0;141.0
8191;Property tax on residential buildings;Emmen;2018;15178.0;142.0
8192;Property tax on residential buildings;Emmen;2019;15194.0;142.0
8193;Property tax on residential buildings;Emmen;2020;15225.0;142.0
8194;Property tax on residential buildings;Emmen;2021;16491.0;154.0
8195;Property tax on residential buildings;Emmen;2022;16670.0;155.0
8196;Property tax on residential buildings;Emmen;2023;16700.0;154.0
8197;Property tax on residential buildings;Emmen;2024;16828.0;154.0
8198;Property tax on residential buildings;Emmen;2025;17058.0;156.0
8199;Property tax on residential buildings;Enkhuizen;2017;1679.0;91.0
8200;Property tax on residential buildings;Enkhuizen;2018;1692.0;92.0
8201;Property tax on residential buildings;Enkhuizen;2019;1729.0;93.0
8202;Property tax on residential buildings;Enkhuizen;2020;1755.0;94.0
8203;Property tax on residential buildings;Enkhuizen;2021;1967.0;106.0
8204;Property tax on residential buildings;Enkhuizen;2022;2252.0;121.0
8205;Property tax on residential buildings;Enkhuizen;2023;2947.0;156.0
8206;Property tax on residential buildings;Enkhuizen;2024;2860.0;151.0
8207;Property tax on residential buildings;Enkhuizen;2025;2936.0;156.0
8208;Property tax on residential buildings;Enschede;2017;18518.0;117.0
8209;Property tax on residential buildings;Enschede;2018;19316.0;122.0
8210;Property tax on residential buildings;Enschede;2019;21830.0;137.0
8211;Property tax on residential buildings;Enschede;2020;21907.0;137.0
8212;Property tax on residential buildings;Enschede;2021;22320.0;140.0
8213;Property tax on residential buildings;Enschede;2022;22909.0;143.0
8214;Property tax on residential buildings;Enschede;2023;23371.0;145.0
8215;Property tax on residential buildings;Enschede;2024;24391.0;151.0
