ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;Arbeidsduur;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
8523;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2008;0.0;0.0;;;;0.0
8524;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2009;0.0;0.0;;;;0.0
8525;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2010;0.0;0.0;;;;0.0
8526;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2011;0.0;0.0;;;;0.0
8527;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2012;0.0;0.0;;;;0.0
8528;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2013;0.0;0.0;;;;0.0
8529;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;20 tot 35 uur per week;2014;0.0;0.0;;;;0.0
8530;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2005;0.0;0.0;;;;0.0
8531;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2006;0.0;0.0;;;;0.0
8532;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2007;0.0;0.0;;;;0.0
8533;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2008;0.0;0.0;;;;0.0
8534;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2009;0.0;0.0;;;;0.0
8535;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2010;0.0;0.0;;;;0.0
8536;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2011;0.0;0.0;;;;0.0
8537;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2012;0.0;0.0;;;;0.0
8538;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2013;0.0;0.0;;;;0.0
8539;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Meewerkend gezinslid;Voltijd;2014;0.0;0.0;;;;0.0
8540;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2005;0.0;0.0;;;;0.0
8541;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2006;0.0;0.0;;;;0.0
8542;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2007;0.0;0.0;;;;0.0
8543;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2008;0.0;0.0;;;;0.0
8544;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2009;0.0;0.0;;;;0.0
8545;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2010;0.0;0.0;;;;0.0
8546;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2011;0.0;0.0;;;;0.0
8547;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2012;0.0;0.0;;;;0.0
8548;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2013;0.0;0.0;;;;0.0
8549;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Totaal;2014;0.0;0.0;;;;0.0
8550;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2005;0.0;0.0;;;;0.0
8551;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2006;0.0;0.0;;;;0.0
8552;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2007;0.0;0.0;;;;0.0
8553;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2008;0.0;0.0;;;;0.0
8554;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2009;0.0;0.0;;;;0.0
8555;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2010;0.0;0.0;;;;0.0
8556;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2011;0.0;0.0;;;;0.0
8557;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2012;0.0;0.0;;;;0.0
8558;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2013;0.0;0.0;;;;0.0
8559;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Deeltijd;2014;0.0;0.0;;;;0.0
8560;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2005;0.0;0.0;;;;0.0
8561;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2006;0.0;0.0;;;;0.0
8562;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2007;0.0;0.0;;;;0.0
8563;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2008;0.0;0.0;;;;0.0
8564;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2009;0.0;0.0;;;;0.0
8565;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2010;0.0;0.0;;;;0.0
8566;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2011;0.0;0.0;;;;0.0
8567;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2012;0.0;0.0;;;;0.0
8568;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2013;0.0;0.0;;;;0.0
8569;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 12 uur per week;2014;0.0;0.0;;;;0.0
8570;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2005;0.0;0.0;;;;0.0
8571;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2006;0.0;0.0;;;;0.0
8572;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2007;0.0;0.0;;;;0.0
8573;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2008;0.0;0.0;;;;0.0
8574;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2009;0.0;0.0;;;;0.0
8575;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2010;0.0;0.0;;;;0.0
8576;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2011;0.0;0.0;;;;0.0
8577;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2012;0.0;0.0;;;;0.0
8578;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2013;0.0;0.0;;;;0.0
8579;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Minder dan 20 uur per week;2014;0.0;0.0;;;;0.0
8580;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2005;0.0;0.0;;;;0.0
8581;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2006;0.0;0.0;;;;0.0
8582;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2007;0.0;0.0;;;;0.0
8583;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2008;0.0;0.0;;;;0.0
8584;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2009;0.0;0.0;;;;0.0
8585;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2010;0.0;0.0;;;;0.0
8586;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2011;0.0;0.0;;;;0.0
8587;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2012;0.0;0.0;;;;0.0
8588;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2013;0.0;0.0;;;;0.0
8589;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;12 tot 20 uur per week;2014;0.0;0.0;;;;0.0
8590;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2005;0.0;0.0;;;;0.0
8591;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2006;0.0;0.0;;;;0.0
8592;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2007;0.0;0.0;;;;0.0
8593;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2008;0.0;0.0;;;;0.0
8594;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2009;0.0;0.0;;;;0.0
8595;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2010;0.0;0.0;;;;0.0
8596;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2011;0.0;0.0;;;;0.0
8597;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2012;0.0;0.0;;;;0.0
8598;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2013;0.0;0.0;;;;0.0
8599;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;20 tot 35 uur per week;2014;0.0;0.0;;;;0.0
8600;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2005;0.0;0.0;;;;0.0
8601;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2006;0.0;0.0;;;;0.0
8602;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2007;0.0;0.0;;;;0.0
8603;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2008;0.0;0.0;;;;0.0
8604;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2009;0.0;0.0;;;;0.0
8605;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2010;0.0;0.0;;;;0.0
8606;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2011;0.0;0.0;;;;0.0
8607;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2012;0.0;0.0;;;;0.0
8608;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2013;0.0;0.0;;;;0.0
8609;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Overige zelfstandige;Voltijd;2014;0.0;0.0;;;;0.0
8610;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2005;0.0;0.0;;;;0.0
8611;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2006;0.0;0.0;;;;0.0
8612;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2007;0.0;0.0;;;;0.0
8613;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2008;0.0;0.0;;;;0.0
8614;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2009;1.0;0.0;;;;1.0
8615;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2010;0.0;0.0;;;;0.0
8616;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2011;0.0;0.0;;;;0.0
8617;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2012;0.0;0.0;;;;0.0
8618;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2013;1.0;0.0;;;;0.0
8619;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Totaal;2014;0.0;0.0;;;;0.0
8620;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2005;0.0;0.0;;;;0.0
8621;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2006;0.0;0.0;;;;0.0
8622;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2007;0.0;0.0;;;;0.0
8623;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2008;0.0;0.0;;;;0.0
8624;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2009;0.0;0.0;;;;0.0
8625;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2010;0.0;0.0;;;;0.0
8626;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2011;0.0;0.0;;;;0.0
8627;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2012;0.0;0.0;;;;0.0
8628;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2013;0.0;0.0;;;;0.0
8629;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Deeltijd;2014;0.0;0.0;;;;0.0
8630;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2005;0.0;0.0;;;;0.0
8631;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2006;0.0;0.0;;;;0.0
8632;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2007;0.0;0.0;;;;0.0
8633;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2008;0.0;0.0;;;;0.0
8634;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2009;0.0;0.0;;;;0.0
8635;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2010;0.0;0.0;;;;0.0
8636;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2011;0.0;0.0;;;;0.0
8637;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2012;0.0;0.0;;;;0.0
8638;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2013;0.0;0.0;;;;0.0
8639;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 12 uur per week;2014;0.0;0.0;;;;0.0
8640;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2005;0.0;0.0;;;;0.0
8641;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2006;0.0;0.0;;;;0.0
8642;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2007;0.0;0.0;;;;0.0
8643;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2008;0.0;0.0;;;;0.0
8644;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2009;0.0;0.0;;;;0.0
8645;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2010;0.0;0.0;;;;0.0
8646;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2011;0.0;0.0;;;;0.0
8647;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2012;0.0;0.0;;;;0.0
8648;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2013;0.0;0.0;;;;0.0
8649;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Minder dan 20 uur per week;2014;0.0;0.0;;;;0.0
8650;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2005;0.0;0.0;;;;0.0
8651;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2006;0.0;0.0;;;;0.0
8652;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2007;0.0;0.0;;;;0.0
8653;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2008;0.0;0.0;;;;0.0
8654;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2009;0.0;0.0;;;;0.0
8655;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2010;0.0;0.0;;;;0.0
8656;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2011;0.0;0.0;;;;0.0
8657;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2012;0.0;0.0;;;;0.0
8658;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2013;0.0;0.0;;;;0.0
8659;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;12 tot 20 uur per week;2014;0.0;0.0;;;;0.0
8660;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2005;0.0;0.0;;;;0.0
8661;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2006;0.0;0.0;;;;0.0
8662;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2007;0.0;0.0;;;;0.0
8663;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2008;0.0;0.0;;;;0.0
8664;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2009;0.0;0.0;;;;0.0
8665;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2010;0.0;0.0;;;;0.0
8666;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2011;0.0;0.0;;;;0.0
8667;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2012;0.0;0.0;;;;0.0
8668;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2013;0.0;0.0;;;;0.0
8669;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;20 tot 35 uur per week;2014;0.0;0.0;;;;0.0
8670;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2005;0.0;0.0;;;;0.0
8671;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2006;0.0;0.0;;;;0.0
8672;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2007;0.0;0.0;;;;0.0
8673;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2008;0.0;0.0;;;;0.0
8674;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2009;1.0;0.0;;;;0.0
8675;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2010;0.0;0.0;;;;0.0
8676;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2011;0.0;0.0;;;;0.0
8677;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2012;0.0;0.0;;;;0.0
8678;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2013;0.0;0.0;;;;0.0
8679;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige met personeel;Voltijd;2014;0.0;0.0;;;;0.0
8680;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2005;0.0;0.0;;;;0.0
8681;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2006;1.0;0.0;;;;1.0
8682;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2007;1.0;0.0;;;;1.0
8683;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2008;1.0;0.0;;;;0.0
8684;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2009;1.0;1.0;;;;1.0
8685;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2010;1.0;0.0;;;;1.0
8686;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2011;1.0;0.0;;;;0.0
8687;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2012;1.0;0.0;;;;1.0
8688;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2013;1.0;0.0;;;;1.0
8689;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Totaal;2014;1.0;0.0;;;;1.0
8690;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2005;0.0;0.0;;;;0.0
8691;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2006;0.0;0.0;;;;0.0
8692;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2007;0.0;0.0;;;;0.0
8693;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2008;0.0;0.0;;;;0.0
8694;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2009;1.0;0.0;;;;0.0
8695;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2010;0.0;0.0;;;;0.0
8696;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2011;0.0;0.0;;;;0.0
8697;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2012;0.0;0.0;;;;0.0
8698;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2013;1.0;0.0;;;;1.0
8699;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Deeltijd;2014;0.0;0.0;;;;0.0
8700;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2005;0.0;0.0;;;;0.0
8701;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2006;0.0;0.0;;;;0.0
8702;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2007;0.0;0.0;;;;0.0
8703;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2008;0.0;0.0;;;;0.0
8704;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2009;0.0;0.0;;;;0.0
8705;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2010;0.0;0.0;;;;0.0
8706;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2011;0.0;0.0;;;;0.0
8707;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2012;0.0;0.0;;;;0.0
8708;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2013;0.0;0.0;;;;0.0
8709;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 12 uur per week;2014;0.0;0.0;;;;0.0
8710;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 20 uur per week;2005;0.0;0.0;;;;0.0
8711;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 20 uur per week;2006;0.0;0.0;;;;0.0
8712;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 20 uur per week;2007;0.0;0.0;;;;0.0
8713;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 20 uur per week;2008;0.0;0.0;;;;0.0
8714;Totaal mannen en vrouwen;Migratieachtergrond : onbekend;Zelfstandige zonder personeel (zzp);Minder dan 20 uur per week;2009;0.0;0.0;;;;0.0
