ID;Geslacht;Leeftijd;DoodsoorzakenUitgebreideLijst;Perioden;Overledenen_1
8162;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2010;1
8163;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2011;0
8164;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2012;0
8165;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2013;0
8166;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2014;0
8167;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2015;0
8168;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2016;0
8169;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2017;0
8170;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2018;0
8171;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2019;0
8172;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2020;0
8173;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2021;0
8174;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2022;0
8175;Totaal mannen en vrouwen;Totaal alle leeftijden;D28 Benigne neopl. ov. vrw. gesl.organen;2023;0
8176;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;1996;0
8177;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;1997;0
8178;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;1998;0
8179;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;1999;0
8180;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2000;0
8181;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2001;0
8182;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2002;0
8183;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2003;0
8184;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2004;0
8185;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2005;0
8186;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2006;1
8187;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2007;0
8188;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2008;0
8189;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2009;0
8190;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2010;0
8191;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2011;0
8192;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2012;0
8193;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2013;0
8194;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2014;0
8195;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2015;0
8196;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2016;0
8197;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2017;0
8198;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2018;0
8199;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2019;0
8200;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2020;0
8201;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2021;2
8202;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2022;0
8203;Totaal mannen en vrouwen;Totaal alle leeftijden;D29 Benigne neopl. mnl. gesl.organen;2023;0
8204;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;1996;2
8205;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;1997;0
8206;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;1998;0
8207;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;1999;0
8208;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2000;1
8209;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2001;0
8210;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2002;0
8211;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2003;0
8212;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2004;0
8213;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2005;0
8214;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2006;3
8215;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2007;0
8216;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2008;2
8217;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2009;0
8218;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2010;2
8219;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2011;0
8220;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2012;0
8221;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2013;0
8222;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2014;0
8223;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2015;2
8224;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2016;1
8225;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2017;0
8226;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2018;0
8227;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2019;2
8228;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2020;0
8229;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2021;2
8230;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2022;1
8231;Totaal mannen en vrouwen;Totaal alle leeftijden;D30 Benigne neoplasma nier en urinewegen;2023;2
8232;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;1996;0
8233;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;1997;0
8234;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;1998;0
8235;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;1999;0
8236;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2000;0
8237;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2001;0
8238;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2002;0
8239;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2003;0
8240;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2004;0
8241;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2005;0
8242;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2006;2
8243;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2007;0
8244;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2008;0
8245;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2009;0
8246;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2010;0
8247;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2011;0
8248;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2012;0
8249;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2013;0
8250;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2014;0
8251;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2015;0
8252;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2016;0
8253;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2017;0
8254;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2018;0
8255;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2019;0
8256;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2020;0
8257;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2021;0
8258;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2022;0
8259;Totaal mannen en vrouwen;Totaal alle leeftijden;D31 Benigne neoplasma van oog en adnexen;2023;0
8260;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;1996;65
8261;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;1997;68
8262;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;1998;60
8263;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;1999;80
8264;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2000;63
8265;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2001;69
8266;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2002;62
8267;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2003;55
8268;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2004;61
8269;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2005;76
8270;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2006;87
8271;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2007;65
8272;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2008;73
8273;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2009;73
8274;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2010;72
8275;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2011;72
8276;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2012;73
8277;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2013;71
8278;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2014;79
8279;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2015;87
8280;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2016;86
8281;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2017;97
8282;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2018;100
8283;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2019;89
8284;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2020;102
8285;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2021;83
8286;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2022;98
8287;Totaal mannen en vrouwen;Totaal alle leeftijden;D32 Benigne neoplasma van meningen;2023;106
8288;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;1996;3
8289;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;1997;8
8290;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;1998;0
8291;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;1999;5
8292;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2000;5
8293;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2001;5
8294;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2002;0
8295;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2003;1
8296;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2004;5
8297;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2005;5
8298;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2006;4
8299;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2007;7
8300;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2008;7
8301;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2009;9
8302;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2010;6
8303;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2011;11
8304;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2012;11
8305;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2013;4
8306;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2014;2
8307;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2015;11
8308;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2016;6
8309;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2017;7
8310;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2018;7
8311;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2019;6
8312;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2020;6
8313;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2021;5
8314;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2022;6
8315;Totaal mannen en vrouwen;Totaal alle leeftijden;D33 Benigne neopl. hersenen/ov. delen...;2023;9
8316;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;1996;1
8317;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;1997;0
8318;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;1998;0
8319;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;1999;0
8320;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2000;0
8321;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2001;0
8322;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2002;0
8323;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2003;0
8324;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2004;0
8325;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2005;0
8326;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2006;0
8327;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2007;0
8328;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2008;0
8329;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2009;0
8330;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2010;0
8331;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2011;0
8332;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2012;0
8333;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2013;0
8334;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2014;1
8335;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2015;0
8336;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2016;0
8337;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2017;0
8338;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2018;0
8339;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2019;0
8340;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2020;0
8341;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2021;0
8342;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2022;0
8343;Totaal mannen en vrouwen;Totaal alle leeftijden;D34 Benigne neoplasma van schildklier;2023;0
8344;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;1996;9
8345;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;1997;5
8346;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;1998;10
8347;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;1999;7
8348;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2000;7
8349;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2001;1
8350;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2002;3
8351;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2003;0
8352;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2004;3
8353;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2005;3
8354;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2006;10
8355;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2007;8
8356;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2008;11
8357;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2009;7
8358;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2010;6
8359;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2011;7
8360;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2012;8
8361;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2013;4
8362;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2014;6
8363;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2015;11
8364;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2016;9
8365;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2017;7
8366;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2018;5
8367;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2019;7
8368;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2020;5
8369;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2021;9
8370;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2022;16
8371;Totaal mannen en vrouwen;Totaal alle leeftijden;D35 Benigne neopl. ov. endocriene klie..;2023;10
8372;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;1996;1
8373;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;1997;2
8374;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;1998;1
8375;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;1999;2
8376;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2000;2
8377;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2001;3
8378;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2002;1
8379;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2003;6
8380;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2004;5
8381;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2005;7
8382;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2006;4
8383;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2007;7
8384;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2008;1
8385;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2009;6
8386;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2010;2
8387;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2011;1
8388;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2012;9
8389;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2013;1
8390;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2014;2
8391;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2015;4
8392;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2016;4
8393;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2017;1
8394;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2018;2
8395;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2019;3
8396;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2020;1
8397;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2021;4
8398;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2022;4
8399;Totaal mannen en vrouwen;Totaal alle leeftijden;D36 Benigne neopl. ov./n.g. lokalisaties;2023;3
8400;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;1996;104
8401;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;1997;100
8402;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;1998;86
8403;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;1999;104
8404;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2000;113
8405;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2001;214
8406;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2002;226
8407;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2003;244
8408;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2004;210
8409;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2005;131
8410;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2006;170
8411;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2007;187
8412;Totaal mannen en vrouwen;Totaal alle leeftijden;D37 Neopl. met onzeker gedrag mondholt..;2008;174
