ID;Geslacht;OnderwijsniveauPaar;Perioden;Personen25JaarEnOuderMetPartner_1
1104;Vrouwen;Beiden basisonderwijs;2009;106
1105;Vrouwen;Beiden basisonderwijs;2010;117
1106;Vrouwen;Beiden basisonderwijs;2011;120
1107;Vrouwen;Beiden basisonderwijs;2012;104
1108;Vrouwen;Beiden basisonderwijs;2013;112
1109;Vrouwen;Beiden basisonderwijs;2014;111
1110;Vrouwen;Beiden basisonderwijs;2015;115
1111;Vrouwen;Beiden basisonderwijs;2016;109
1112;Vrouwen;Beiden basisonderwijs;2017;100
1113;Vrouwen;Beiden basisonderwijs;2018;108
1114;Vrouwen;Beiden basisonderwijs;2019;106
1115;Vrouwen;Beiden basisonderwijs;2020;102
1116;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2003;152
1117;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2004;144
1118;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2005;136
1119;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2006;123
1120;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2007;118
1121;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2008;129
1122;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2009;129
1123;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2010;124
1124;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2011;133
1125;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2012;120
1126;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2013;107
1127;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2014;111
1128;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2015;113
1129;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2016;105
1130;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2017;97
1131;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2018;98
1132;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2019;102
1133;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2020;95
1134;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2003;162
1135;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2004;149
1136;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2005;146
1137;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2006;144
1138;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2007;128
1139;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2008;136
1140;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2009;133
1141;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2010;133
1142;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2011;133
1143;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2012;124
1144;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2013;139
1145;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2014;141
1146;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2015;146
1147;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2016;139
1148;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2017;123
1149;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2018;123
1150;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2019;120
1151;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2020;105
1152;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2003;22
1153;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2004;25
1154;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2005;23
1155;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2006;20
1156;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2007;19
1157;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2008;22
1158;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2009;25
1159;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2010;25
1160;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2011;26
1161;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2012;32
1162;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2013;32
1163;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2014;31
1164;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2015;30
1165;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2016;30
1166;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2017;29
1167;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2018;29
1168;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2019;29
1169;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2020;27
1170;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2003;6
1171;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2004;7
1172;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2005;7
1173;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2006;7
1174;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2007;7
1175;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2008;7
1176;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2009;6
1177;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2010;7
1178;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2011;9
1179;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2012;12
1180;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2013;8
1181;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2014;8
1182;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2015;8
1183;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2016;8
1184;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2017;6
1185;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2018;7
1186;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2019;8
1187;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2020;9
1188;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2003;146
1189;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2004;132
1190;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2005;127
1191;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2006;123
1192;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2007;123
1193;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2008;119
1194;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2009;125
1195;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2010;119
1196;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2011;127
1197;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2012;123
1198;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2013;94
1199;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2014;98
1200;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2015;97
1201;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2016;89
1202;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2017;101
1203;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2018;89
1204;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2019;85
1205;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2020;83
1206;Vrouwen;Beiden vmbo/mbo1;2003;359
1207;Vrouwen;Beiden vmbo/mbo1;2004;349
1208;Vrouwen;Beiden vmbo/mbo1;2005;340
1209;Vrouwen;Beiden vmbo/mbo1;2006;339
1210;Vrouwen;Beiden vmbo/mbo1;2007;323
1211;Vrouwen;Beiden vmbo/mbo1;2008;322
1212;Vrouwen;Beiden vmbo/mbo1;2009;320
1213;Vrouwen;Beiden vmbo/mbo1;2010;311
1214;Vrouwen;Beiden vmbo/mbo1;2011;334
1215;Vrouwen;Beiden vmbo/mbo1;2012;324
1216;Vrouwen;Beiden vmbo/mbo1;2013;282
1217;Vrouwen;Beiden vmbo/mbo1;2014;282
1218;Vrouwen;Beiden vmbo/mbo1;2015;273
1219;Vrouwen;Beiden vmbo/mbo1;2016;279
1220;Vrouwen;Beiden vmbo/mbo1;2017;279
1221;Vrouwen;Beiden vmbo/mbo1;2018;282
1222;Vrouwen;Beiden vmbo/mbo1;2019;281
1223;Vrouwen;Beiden vmbo/mbo1;2020;258
1224;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2003;496
1225;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2004;476
1226;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2005;466
1227;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2006;477
1228;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2007;465
1229;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2008;470
1230;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2009;458
1231;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2010;441
1232;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2011;411
1233;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2012;412
1234;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2013;388
1235;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2014;380
1236;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2015;377
1237;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2016;364
1238;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2017;339
1239;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2018;336
1240;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2019;328
1241;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2020;324
1242;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2003;101
1243;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2004;111
1244;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2005;119
1245;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2006;111
1246;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2007;111
1247;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2008;117
1248;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2009;114
1249;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2010;117
1250;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2011;120
1251;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2012;123
1252;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2013;104
1253;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2014;105
1254;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2015;107
1255;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2016;102
1256;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2017;106
1257;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2018;107
1258;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2019;100
1259;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2020;97
1260;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2003;26
1261;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2004;29
1262;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2005;32
1263;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2006;31
1264;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2007;30
1265;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2008;30
1266;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2009;29
1267;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2010;29
1268;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2011;30
1269;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2012;29
1270;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2013;29
1271;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2014;24
1272;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2015;30
1273;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2016;31
1274;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2017;28
1275;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2018;27
1276;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2019;26
1277;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2020;30
1278;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2003;85
1279;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2004;79
1280;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2005;72
1281;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2006;70
1282;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2007;72
1283;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2008;76
1284;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2009;79
1285;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2010;77
1286;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2011;82
1287;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2012;74
1288;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2013;82
1289;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2014;85
1290;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2015;75
1291;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2016;79
1292;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2017;76
1293;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2018;80
1294;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2019;69
1295;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2020;62
1296;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2003;294
1297;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2004;280
1298;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2005;280
1299;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2006;284
1300;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2007;286
1301;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2008;297
1302;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2009;291
1303;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2010;292
1304;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2011;307
1305;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2012;294
1306;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2013;234
1307;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2014;241
1308;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2015;246
1309;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2016;239
1310;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2017;233
1311;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2018;209
1312;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2019;218
1313;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2020;205
1314;Vrouwen;Beiden havo/vwo/mbo2-4;2003;768
1315;Vrouwen;Beiden havo/vwo/mbo2-4;2004;742
1316;Vrouwen;Beiden havo/vwo/mbo2-4;2005;762
1317;Vrouwen;Beiden havo/vwo/mbo2-4;2006;781
1318;Vrouwen;Beiden havo/vwo/mbo2-4;2007;799
1319;Vrouwen;Beiden havo/vwo/mbo2-4;2008;766
1320;Vrouwen;Beiden havo/vwo/mbo2-4;2009;757
1321;Vrouwen;Beiden havo/vwo/mbo2-4;2010;737
1322;Vrouwen;Beiden havo/vwo/mbo2-4;2011;717
1323;Vrouwen;Beiden havo/vwo/mbo2-4;2012;715
1324;Vrouwen;Beiden havo/vwo/mbo2-4;2013;766
1325;Vrouwen;Beiden havo/vwo/mbo2-4;2014;761
1326;Vrouwen;Beiden havo/vwo/mbo2-4;2015;736
1327;Vrouwen;Beiden havo/vwo/mbo2-4;2016;741
1328;Vrouwen;Beiden havo/vwo/mbo2-4;2017;744
1329;Vrouwen;Beiden havo/vwo/mbo2-4;2018;720
1330;Vrouwen;Beiden havo/vwo/mbo2-4;2019;718
1331;Vrouwen;Beiden havo/vwo/mbo2-4;2020;712
1332;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2003;285
1333;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2004;289
1334;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2005;294
1335;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2006;309
1336;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2007;305
1337;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2008;317
1338;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2009;328
1339;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2010;329
1340;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2011;325
1341;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2012;323
1342;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2013;313
1343;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2014;296
1344;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2015;306
1345;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2016;293
1346;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2017;310
1347;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2018;303
1348;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2019;311
1349;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2020;326
1350;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2003;123
1351;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2004;132
1352;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2005;131
1353;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2006;130
1354;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2007;133
1355;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2008;132
1356;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2009;127
1357;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2010;128
1358;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2011;119
1359;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2012;115
1360;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2013;133
1361;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2014;124
1362;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2015;118
1363;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2016;117
1364;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2017;115
1365;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2018;120
1366;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2019;127
1367;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2020;123
1368;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2003;8
1369;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2004;10
1370;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2005;9
1371;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2006;8
1372;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2007;6
1373;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2008;9
1374;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2009;11
1375;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2010;11
1376;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2011;12
1377;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2012;13
1378;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2013;15
1379;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2014;12
1380;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2015;12
1381;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2016;13
1382;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2017;16
1383;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2018;13
1384;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2019;16
1385;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2020;14
1386;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2003;38
1387;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2004;43
1388;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2005;44
1389;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2006;45
1390;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2007;44
1391;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2008;49
1392;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2009;54
1393;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2010;59
1394;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2011;60
1395;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2012;69
1396;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2013;53
1397;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2014;54
1398;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2015;57
1399;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2016;59
1400;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2017;56
1401;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2018;65
1402;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2019;64
1403;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2020;63
1404;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2003;181
1405;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2004;196
1406;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2005;201
1407;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2006;200
1408;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2007;207
1409;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2008;225
1410;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2009;238
1411;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2010;241
1412;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2011;247
1413;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2012;252
1414;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2013;243
1415;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2014;264
1416;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2015;274
1417;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2016;275
1418;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2017;294
1419;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2018;304
1420;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2019;290
1421;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2020;310
1422;Vrouwen;Beiden hbo-, wo-bachelor;2003;199
1423;Vrouwen;Beiden hbo-, wo-bachelor;2004;212
1424;Vrouwen;Beiden hbo-, wo-bachelor;2005;211
1425;Vrouwen;Beiden hbo-, wo-bachelor;2006;216
1426;Vrouwen;Beiden hbo-, wo-bachelor;2007;228
1427;Vrouwen;Beiden hbo-, wo-bachelor;2008;244
1428;Vrouwen;Beiden hbo-, wo-bachelor;2009;255
1429;Vrouwen;Beiden hbo-, wo-bachelor;2010;263
1430;Vrouwen;Beiden hbo-, wo-bachelor;2011;272
1431;Vrouwen;Beiden hbo-, wo-bachelor;2012;282
1432;Vrouwen;Beiden hbo-, wo-bachelor;2013;296
1433;Vrouwen;Beiden hbo-, wo-bachelor;2014;310
1434;Vrouwen;Beiden hbo-, wo-bachelor;2015;321
1435;Vrouwen;Beiden hbo-, wo-bachelor;2016;336
1436;Vrouwen;Beiden hbo-, wo-bachelor;2017;336
1437;Vrouwen;Beiden hbo-, wo-bachelor;2018;351
1438;Vrouwen;Beiden hbo-, wo-bachelor;2019;357
1439;Vrouwen;Beiden hbo-, wo-bachelor;2020;388
1440;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2003;129
1441;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2004;139
1442;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2005;139
1443;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2006;145
1444;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2007;146
1445;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2008;151
1446;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2009;168
1447;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2010;170
1448;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2011;159
1449;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2012;160
1450;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2013;172
1451;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2014;181
1452;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2015;182
1453;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2016;183
1454;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2017;189
1455;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2018;192
1456;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2019;190
1457;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2020;209
1458;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2003;1
1459;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2004;3
1460;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2005;2
1461;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2006;3
1462;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2007;4
1463;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2008;2
1464;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2009;3
1465;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2010;4
1466;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2011;3
