ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
9149;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2019 november;105.6;0.1;1.8;11394
9150;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2019 december;106.1;0.5;2.3;11394
9151;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2019;105.2;;2.1;11394
9152;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 januari;106.0;-0.1;0.8;11394
9153;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 februari;107.1;1.1;1.5;11394
9154;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 maart;107.2;0.1;1.6;11394
9155;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 april;107.5;0.3;2.0;11394
9156;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 mei;107.8;0.3;2.5;11394
9157;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 juni;107.2;-0.6;2.3;11394
9158;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 juli;107.2;0.0;2.5;11394
9159;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 augustus;106.8;-0.4;2.5;11394
9160;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 september;106.9;0.1;2.0;11394
9161;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 oktober;107.0;0.2;1.5;11394
9162;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 november;106.9;-0.1;1.3;11394
9163;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020 december;107.0;0.0;0.8;11394
9164;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2020;107.0;;1.8;11394
9165;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 januari;108.2;1.2;2.1;11394
9166;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 februari;108.2;-0.1;1.0;11394
9167;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 maart;108.4;0.2;1.1;11394
9168;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 april;109.2;0.7;1.6;11394
9169;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 mei;108.9;-0.3;1.0;11394
9170;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 juni;109.1;0.2;1.8;11394
9171;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 juli;109.7;0.5;2.3;11394
9172;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 augustus;109.8;0.1;2.8;11394
9173;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 september;110.0;0.2;2.9;11394
9174;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 oktober;110.9;0.8;3.6;11394
9175;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 november;110.9;0.1;3.7;11394
9176;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021 december;111.0;0.0;3.7;11394
9177;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2021;109.5;;2.3;11394
9178;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 januari;110.9;0.0;2.5;11394
9179;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 februari;110.7;-0.2;2.3;11394
9180;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 maart;110.8;0.1;2.2;11394
9181;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 april;112.8;1.8;3.3;11394
9182;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 mei;112.6;-0.2;3.4;11394
9183;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 juni;112.7;0.1;3.3;11394
9184;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 juli;115.7;2.6;5.5;11394
9185;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 augustus;116.6;0.8;6.2;11394
9186;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 september;116.9;0.2;6.3;11394
9187;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 oktober;117.9;0.9;6.3;11394
9188;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 november;118.9;0.9;7.2;11394
9189;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022 december ;118.9;0.0;7.2;11394
9190;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2022;114.6;;4.7;11394
9191;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 januari;119.5;0.5;7.7;11394
9192;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 februari;119.8;0.3;8.3;11394
9193;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 maart;120.4;0.4;8.6;11394
9194;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 april;121.1;0.6;7.4;11394
9195;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 mei;120.9;-0.2;7.4;11394
9196;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 juni;121.0;0.0;7.3;11394
9197;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 juli;122.8;1.5;6.1;11394
9198;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 augustus;122.5;-0.2;5.1;11394
9199;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 september;122.5;0.0;4.8;11394
9200;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 oktober;122.3;-0.2;3.8;11394
9201;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 november;122.5;0.2;3.0;11394
9202;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023 december;121.8;-0.6;2.4;11394
9203;Totaal afzetprijzen;29-30 Transportmiddelenindustrie;2023;121.4;;5.9;11394
9204;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 januari;94.1;;;2198
9205;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 februari;94.1;0.1;;2198
9206;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 maart;94.2;0.1;;2198
9207;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 april;93.9;-0.3;;2198
9208;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 mei;93.9;0.0;;2198
9209;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 juni;93.9;0.0;;2198
9210;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 juli;94.0;0.1;;2198
9211;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 augustus;94.0;0.0;;2198
9212;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 september;94.1;0.2;;2198
9213;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 oktober;94.8;0.7;;2198
9214;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 november;94.8;0.1;;2198
9215;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012 december;94.8;0.0;;2198
9216;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2012;94.2;;;2198
9217;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 januari;95.1;0.4;1.1;2198
9218;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 februari;95.2;0.0;1.1;2198
9219;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 maart;95.5;0.4;1.4;2198
9220;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 april;95.5;0.0;1.7;2198
9221;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 mei;95.5;0.0;1.7;2198
9222;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 juni;95.5;0.0;1.7;2198
9223;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 juli;95.7;0.2;1.8;2198
9224;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 augustus;95.7;0.0;1.9;2198
9225;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 september;95.7;0.0;1.7;2198
9226;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 oktober;95.8;0.0;1.1;2198
9227;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 november;95.8;0.0;1.0;2198
9228;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013 december;95.8;0.0;1.0;2198
9229;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2013;95.6;;1.4;2198
9230;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 januari;96.1;0.3;1.0;2198
9231;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 februari;96.1;0.0;1.0;2198
9232;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 maart;96.0;0.0;0.6;2198
9233;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 april;96.7;0.7;1.3;2198
9234;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 mei;96.8;0.0;1.3;2198
9235;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 juni;96.8;0.0;1.4;2198
9236;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 juli;97.1;0.3;1.4;2198
9237;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 augustus;97.1;0.1;1.5;2198
9238;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 september;97.2;0.1;1.6;2198
9239;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 oktober;97.0;-0.3;1.3;2198
9240;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 november;97.0;0.1;1.3;2198
9241;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014 december;97.0;0.0;1.3;2198
9242;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2014;96.8;;1.2;2198
9243;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 januari;97.7;0.7;1.7;2198
9244;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 februari;97.9;0.2;1.9;2198
9245;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 maart;98.2;0.3;2.3;2198
9246;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 april;100.0;1.8;3.4;2198
9247;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 mei;99.8;-0.2;3.1;2198
9248;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 juni;99.7;0.0;3.0;2198
9249;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 juli;99.8;0.1;2.8;2198
9250;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 augustus;99.7;-0.1;2.7;2198
9251;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 september;100.4;0.7;3.3;2198
9252;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 oktober;102.0;1.6;5.2;2198
9253;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 november;102.4;0.3;5.5;2198
9254;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015 december;102.3;-0.1;5.4;2198
9255;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2015;100.0;;3.4;2198
9256;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 januari;101.5;-0.8;3.8;2198
9257;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 februari;101.4;-0.1;3.6;2198
9258;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 maart;101.4;0.0;3.3;2198
9259;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 april;103.0;1.5;3.0;2198
9260;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 mei;103.0;0.0;3.2;2198
9261;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 juni;103.0;0.0;3.3;2198
9262;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 juli;103.1;0.1;3.3;2198
9263;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 augustus;103.0;-0.1;3.3;2198
9264;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 september;103.0;0.0;2.6;2198
9265;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 oktober;103.0;0.0;0.9;2198
9266;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 november;103.0;0.1;0.7;2198
9267;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016 december;103.2;0.1;0.9;2198
9268;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2016;102.6;;2.6;2198
9269;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 januari;103.6;0.5;2.1;2198
9270;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 februari;103.6;0.0;2.2;2198
9271;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 maart;103.8;0.2;2.3;2198
9272;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 april;103.3;-0.5;0.3;2198
9273;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 mei;103.2;-0.1;0.2;2198
9274;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 juni;103.1;-0.1;0.1;2198
9275;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 juli;103.0;-0.1;-0.1;2198
9276;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 augustus;102.9;-0.1;-0.1;2198
9277;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 september;102.9;0.0;-0.1;2198
9278;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 oktober;103.1;0.2;0.1;2198
9279;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 november;103.1;0.0;0.0;2198
9280;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017 december;103.1;0.0;-0.1;2198
9281;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2017;103.2;;0.6;2198
9282;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 januari;102.2;-0.9;-1.4;2198
9283;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 februari;102.1;-0.1;-1.5;2198
9284;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 maart;102.4;0.3;-1.4;2198
9285;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 april;102.1;-0.3;-1.2;2198
9286;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 mei;102.2;0.2;-0.9;2198
9287;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 juni;102.3;0.1;-0.8;2198
9288;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 juli;102.4;0.1;-0.6;2198
9289;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 augustus;102.4;0.0;-0.5;2198
9290;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 september;102.3;-0.1;-0.6;2198
9291;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 oktober;101.8;-0.5;-1.2;2198
9292;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 november;101.9;0.0;-1.2;2198
9293;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018 december;101.9;0.0;-1.2;2198
9294;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2018;102.2;;-1.0;2198
9295;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 januari;102.4;0.5;0.2;2198
9296;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 februari;102.4;0.1;0.4;2198
9297;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 maart;102.5;0.0;0.1;2198
9298;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 april;102.1;-0.3;0.1;2198
9299;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 mei;102.2;0.1;0.0;2198
9300;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 juni;102.2;0.0;-0.1;2198
9301;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 juli;102.1;-0.1;-0.3;2198
9302;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 augustus;102.1;0.0;-0.3;2198
9303;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 september;102.2;0.1;-0.1;2198
9304;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 oktober;102.6;0.3;0.7;2198
9305;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 november;102.6;0.1;0.7;2198
9306;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019 december;102.7;0.1;0.8;2198
9307;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2019;102.3;;0.2;2198
9308;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 januari;103.3;0.6;0.9;2198
9309;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 februari;103.4;0.1;0.9;2198
9310;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 maart;103.4;0.0;0.9;2198
9311;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 april;103.2;-0.2;1.0;2198
9312;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 mei;103.5;0.3;1.3;2198
9313;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 juni;103.3;-0.2;1.1;2198
9314;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 juli;103.1;-0.2;1.0;2198
9315;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 augustus;102.9;-0.2;0.8;2198
9316;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 september;102.9;0.0;0.7;2198
9317;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 oktober;103.5;0.5;0.9;2198
9318;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 november;103.4;0.0;0.8;2198
9319;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020 december;103.3;-0.2;0.6;2198
9320;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2020;103.3;;0.9;2198
9321;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 januari;103.9;0.6;0.6;2198
9322;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 februari;104.0;0.1;0.6;2198
9323;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 maart;104.1;0.1;0.7;2198
9324;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 april;104.0;-0.1;0.8;2198
9325;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 mei;103.9;-0.1;0.3;2198
9326;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 juni;104.1;0.2;0.7;2198
9327;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 juli;104.3;0.2;1.1;2198
9328;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 augustus;104.3;0.0;1.4;2198
9329;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 september;104.3;0.0;1.3;2198
9330;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 oktober;104.5;0.2;1.0;2198
9331;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 november;104.7;0.2;1.2;2198
9332;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021 december;104.8;0.1;1.4;2198
9333;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2021;104.2;;0.9;2198
9334;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 januari;106.1;1.3;2.1;2198
9335;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 februari;106.1;0.0;2.1;2198
9336;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 maart;106.8;0.7;2.6;2198
9337;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 april;109.3;2.4;5.2;2198
9338;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 mei;109.6;0.2;5.5;2198
9339;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 juni;109.6;0.0;5.3;2198
9340;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 juli;110.3;0.6;5.8;2198
9341;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 augustus;110.5;0.1;5.9;2198
9342;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 september;110.6;0.1;6.0;2198
9343;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 oktober;113.2;2.4;8.3;2198
9344;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 november;112.9;-0.3;7.8;2198
9345;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022 december ;112.6;-0.2;7.5;2198
9346;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2022;109.8;;5.4;2198
9347;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 januari;115.8;2.8;9.1;2198
9348;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 februari;115.8;0.1;9.1;2198
9349;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 maart;116.4;0.5;8.9;2198
9350;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 april;117.7;1.1;7.6;2198
9351;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 mei;117.7;0.0;7.4;2198
9352;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 juni;117.8;0.0;7.4;2198
9353;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 juli;118.6;0.7;7.5;2198
9354;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 augustus;118.7;0.1;7.5;2198
9355;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 september;118.8;0.1;7.4;2198
9356;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 oktober;118.0;-0.7;4.3;2198
9357;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 november;117.9;-0.1;4.5;2198
9358;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023 december;118.0;0.1;4.8;2198
9359;Totaal afzetprijzen;30 Overige transportmiddelenindustrie;2023;117.6;;7.1;2198
9360;Totaal afzetprijzen;31 Meubelindustrie;2012 januari;96.2;;;3025
9361;Totaal afzetprijzen;31 Meubelindustrie;2012 februari;96.4;0.2;;3025
9362;Totaal afzetprijzen;31 Meubelindustrie;2012 maart;96.4;0.0;;3025
9363;Totaal afzetprijzen;31 Meubelindustrie;2012 april;96.8;0.4;;3025
9364;Totaal afzetprijzen;31 Meubelindustrie;2012 mei;96.8;0.0;;3025
9365;Totaal afzetprijzen;31 Meubelindustrie;2012 juni;96.8;0.0;;3025
9366;Totaal afzetprijzen;31 Meubelindustrie;2012 juli;97.1;0.3;;3025
9367;Totaal afzetprijzen;31 Meubelindustrie;2012 augustus;97.2;0.1;;3025
9368;Totaal afzetprijzen;31 Meubelindustrie;2012 september;97.2;0.0;;3025
9369;Totaal afzetprijzen;31 Meubelindustrie;2012 oktober;97.2;0.0;;3025
9370;Totaal afzetprijzen;31 Meubelindustrie;2012 november;97.2;0.0;;3025
9371;Totaal afzetprijzen;31 Meubelindustrie;2012 december;97.1;0.0;;3025
9372;Totaal afzetprijzen;31 Meubelindustrie;2012;96.9;;;3025
9373;Totaal afzetprijzen;31 Meubelindustrie;2013 januari;97.5;0.4;1.4;3025
9374;Totaal afzetprijzen;31 Meubelindustrie;2013 februari;97.5;0.0;1.2;3025
9375;Totaal afzetprijzen;31 Meubelindustrie;2013 maart;97.5;0.0;1.1;3025
9376;Totaal afzetprijzen;31 Meubelindustrie;2013 april;97.7;0.2;0.9;3025
9377;Totaal afzetprijzen;31 Meubelindustrie;2013 mei;97.7;0.0;0.9;3025
9378;Totaal afzetprijzen;31 Meubelindustrie;2013 juni;97.7;0.0;0.9;3025
9379;Totaal afzetprijzen;31 Meubelindustrie;2013 juli;97.9;0.2;0.8;3025
9380;Totaal afzetprijzen;31 Meubelindustrie;2013 augustus;97.9;0.0;0.8;3025
9381;Totaal afzetprijzen;31 Meubelindustrie;2013 september;97.9;0.0;0.8;3025
9382;Totaal afzetprijzen;31 Meubelindustrie;2013 oktober;98.5;0.7;1.4;3025
9383;Totaal afzetprijzen;31 Meubelindustrie;2013 november;98.6;0.0;1.4;3025
9384;Totaal afzetprijzen;31 Meubelindustrie;2013 december;98.6;0.0;1.4;3025
9385;Totaal afzetprijzen;31 Meubelindustrie;2013;97.9;;1.1;3025
9386;Totaal afzetprijzen;31 Meubelindustrie;2014 januari;99.3;0.8;1.8;3025
9387;Totaal afzetprijzen;31 Meubelindustrie;2014 februari;99.3;0.0;1.9;3025
9388;Totaal afzetprijzen;31 Meubelindustrie;2014 maart;99.3;0.0;1.9;3025
9389;Totaal afzetprijzen;31 Meubelindustrie;2014 april;99.4;0.1;1.8;3025
9390;Totaal afzetprijzen;31 Meubelindustrie;2014 mei;99.5;0.0;1.8;3025
9391;Totaal afzetprijzen;31 Meubelindustrie;2014 juni;99.5;0.0;1.8;3025
9392;Totaal afzetprijzen;31 Meubelindustrie;2014 juli;100.0;0.5;2.1;3025
9393;Totaal afzetprijzen;31 Meubelindustrie;2014 augustus;99.9;0.0;2.1;3025
9394;Totaal afzetprijzen;31 Meubelindustrie;2014 september;100.0;0.0;2.1;3025
9395;Totaal afzetprijzen;31 Meubelindustrie;2014 oktober;100.0;0.0;1.5;3025
9396;Totaal afzetprijzen;31 Meubelindustrie;2014 november;100.0;0.0;1.5;3025
9397;Totaal afzetprijzen;31 Meubelindustrie;2014 december;100.0;0.0;1.4;3025
9398;Totaal afzetprijzen;31 Meubelindustrie;2014;99.7;;1.8;3025
9399;Totaal afzetprijzen;31 Meubelindustrie;2015 januari;99.8;-0.1;0.6;3025
9400;Totaal afzetprijzen;31 Meubelindustrie;2015 februari;99.9;0.1;0.6;3025
9401;Totaal afzetprijzen;31 Meubelindustrie;2015 maart;100.0;0.0;0.6;3025
9402;Totaal afzetprijzen;31 Meubelindustrie;2015 april;99.9;-0.1;0.4;3025
9403;Totaal afzetprijzen;31 Meubelindustrie;2015 mei;99.8;0.0;0.4;3025
9404;Totaal afzetprijzen;31 Meubelindustrie;2015 juni;99.8;0.0;0.4;3025
9405;Totaal afzetprijzen;31 Meubelindustrie;2015 juli;99.9;0.0;-0.1;3025
9406;Totaal afzetprijzen;31 Meubelindustrie;2015 augustus;100.1;0.2;0.2;3025
9407;Totaal afzetprijzen;31 Meubelindustrie;2015 september;100.1;0.0;0.1;3025
9408;Totaal afzetprijzen;31 Meubelindustrie;2015 oktober;100.2;0.1;0.2;3025
9409;Totaal afzetprijzen;31 Meubelindustrie;2015 november;100.2;0.1;0.3;3025
9410;Totaal afzetprijzen;31 Meubelindustrie;2015 december;100.2;0.0;0.3;3025
9411;Totaal afzetprijzen;31 Meubelindustrie;2015;100.0;;0.3;3025
9412;Totaal afzetprijzen;31 Meubelindustrie;2016 januari;101.2;1.0;1.4;3025
9413;Totaal afzetprijzen;31 Meubelindustrie;2016 februari;101.3;0.0;1.3;3025
9414;Totaal afzetprijzen;31 Meubelindustrie;2016 maart;101.3;0.0;1.3;3025
9415;Totaal afzetprijzen;31 Meubelindustrie;2016 april;101.2;0.0;1.4;3025
9416;Totaal afzetprijzen;31 Meubelindustrie;2016 mei;101.2;0.0;1.4;3025
9417;Totaal afzetprijzen;31 Meubelindustrie;2016 juni;101.2;0.0;1.4;3025
9418;Totaal afzetprijzen;31 Meubelindustrie;2016 juli;102.1;0.9;2.3;3025
9419;Totaal afzetprijzen;31 Meubelindustrie;2016 augustus;102.1;0.0;2.0;3025
9420;Totaal afzetprijzen;31 Meubelindustrie;2016 september;102.1;0.0;2.0;3025
9421;Totaal afzetprijzen;31 Meubelindustrie;2016 oktober;102.4;0.3;2.2;3025
