ID;KenmerkenPersonen;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MandenGeleden_3;MeerDan12MaandenGeleden_4;NooitGoederenBesteldOfGekocht_5;LevensmiddelenCosmeticaEnSchoonmaak_6;Medicijnen_7;KledingOfSportArtikelen_8;DigitaleStudieOfLeermaterialen_9;FilmMuziek_10;BoekenTijdschriftenEnKranten_11;TelecommunicatiedienstenAbonn_12;SoftHardwareEnElektronischeBenodig_13;HuishoudelijkeGoederenEnApparaten_14;ReizenEnAccommodaties_15;FinancieleProductenOfDiensten_16;KaartjesVoorEvenementen_17;AndereAankopen_18;Films_19;Muziek_20;BoekenTijdschriftenEtcEnStudieOf_21;ComputerSoftwareEnSpellenUpgrades_22;Nederland_23;AndereEULanden_24;AndereLandenVanDeWereld_25;OnbekendLand_26;k_1Of2Keer_27;k_35Keer_28;k_610Keer_29;MeerDan10Keer_30;WeetNiet_31;MinderDan50Euro_32;k_50Tot100Euro_33;k_100Tot500Euro_34;k_500Tot1000Euro_35;k_1000EuroOfMeer_36;WeetNiet_37
74;Leeftijd: 12 tot 25 jaar;Waarde;2014;77.4;55.5;16.3;5.7;18.1;11.3;1.8;48.0;22.6;18.7;23.6;21.3;17.4;12.4;34.1;4.9;38.2;39.1;8.7;10.0;6.5;9.3;65.4;21.5;16.1;2.0;;;;;;;;;;;
75;Leeftijd: 12 tot 25 jaar;Waarde;2015;76.7;54.1;17.3;5.3;18.0;13.2;3.0;49.3;20.0;15.1;27.4;19.9;29.6;11.0;27.5;3.8;38.1;39.6;7.7;8.8;8.6;8.9;62.8;21.5;18.6;3.5;26.9;20.6;4.6;2.1;;13.2;15.9;18.2;3.0;2.3;1.5
76;Leeftijd: 12 tot 25 jaar;Waarde;2016;80.5;60.7;14.4;5.4;15.3;14.6;4.5;55.5;20.4;15.4;28.4;21.5;34.0;16.3;34.5;;42.1;42.3;8.0;8.7;9.8;11.4;67.8;25.4;19.7;3.7;30.7;20.0;5.9;3.9;;14.7;16.6;21.1;4.6;1.2;2.5
77;Leeftijd: 12 tot 25 jaar;Waarde;2017;82.6;65.8;14.5;2.3;14.8;24.8;4.8;61.6;26.8;19.1;28.0;26.7;36.3;20.6;37.7;28.3;52.0;47.1;12.0;12.6;6.6;25.7;74.4;31.0;29.2;3.7;26.7;24.0;9.7;5.3;;15.6;17.6;22.6;6.2;1.7;2.0
78;Leeftijd: 12 tot 25 jaar;Waarde;2018;81.7;66.9;11.9;2.9;14.4;13.7;6.8;63.4;31.1;15.9;27.0;26.3;22.8;23.8;39.1;28.9;48.5;46.7;;;;;71.2;36.5;28.3;7.4;24.3;25.2;10.5;6.9;;12.6;17.9;26.3;4.7;3.3;2.2
79;Leeftijd: 12 tot 25 jaar;Waarde;2019;85.9;66.8;15.7;3.4;11.5;27.5;5.6;64.3;29.2;20.2;27.9;27.5;41.8;23.5;40.6;29.8;54.2;51.7;;;;;75.3;37.4;33.9;10.7;25.5;23.9;10.7;6.7;;14.1;17.4;25.9;5.2;1.7;2.6
80;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2012;67.1;40.5;17.1;4.5;18.8;5.7;1.0;36.5;9.0;12.7;17.2;12.8;10.9;4.7;20.8;3.7;22.5;22.6;3.0;4.0;3.2;8.7;54.2;8.8;6.8;;;;;;;6.8;10.6;12.6;1.8;0.2;0.2
81;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2013;71.7;47.0;14.5;4.8;17.3;6.8;1.5;41.5;13.7;15.6;19.1;13.1;11.6;6.1;23.0;3.4;28.5;30.9;4.5;6.1;5.7;10.8;57.6;10.1;7.5;1.0;;;;;;6.8;10.8;18.2;1.9;0.4;
82;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2014;74.1;51.7;13.5;3.8;15.1;8.9;0.9;44.2;19.5;15.7;20.4;18.3;14.6;9.9;30.5;3.4;34.5;35.4;6.6;7.7;4.6;7.1;61.8;18.5;13.4;1.0;;;;;;;;;;;
83;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2015;73.5;50.4;14.5;3.6;15.2;10.6;1.8;45.5;17.0;12.5;24.0;16.9;26.2;8.6;24.1;2.3;34.5;35.9;5.7;6.7;6.5;6.7;59.1;18.4;15.6;2.2;23.6;17.5;3.1;1.0;;10.7;13.2;15.3;1.7;1.1;0.6
84;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2016;77.6;57.2;12.0;3.8;12.8;11.9;2.9;51.9;17.5;12.8;25.1;18.6;30.6;13.5;31.1;;38.6;38.8;6.1;6.6;7.5;9.2;64.5;22.3;16.9;2.3;27.3;17.2;4.4;2.5;;12.1;13.9;18.2;3.2;0.5;1.3
85;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2017;79.8;62.4;11.9;1.3;12.2;21.7;3.3;58.1;23.6;16.3;24.7;23.6;32.8;17.7;34.2;25.1;48.4;43.5;9.6;10.2;4.7;22.6;71.3;27.7;25.9;2.4;23.7;21.0;7.5;3.8;;13.1;14.9;19.7;4.5;0.7;1.0
86;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2018;78.9;63.5;9.6;1.7;11.9;11.2;4.8;59.9;27.7;13.2;23.8;23.1;19.7;20.6;35.5;25.5;44.9;43.1;;;;;67.9;33.0;24.9;5.5;21.3;22.0;8.3;5.0;;10.3;15.1;23.0;3.1;1.9;1.1
87;Leeftijd: 12 tot 25 jaar;Ondergrens 95%-interval;2019;83.5;63.6;13.2;2.2;9.4;24.4;4.0;61.1;26.1;17.6;24.9;24.5;38.5;20.6;37.3;26.7;50.8;48.4;;;;;72.4;34.1;30.8;8.7;22.7;21.0;8.6;5.1;;11.8;14.8;23.0;3.7;0.8;1.6
88;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2012;73.5;47.7;22.9;8.0;24.4;9.7;3.6;43.7;13.9;17.9;23.3;18.2;16.1;8.7;27.4;7.7;29.1;29.0;6.2;7.3;6.6;13.3;61.2;13.8;11.2;;;;;;;10.9;15.6;18.0;4.5;1.4;1.4
89;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2013;77.9;54.5;20.1;8.6;22.9;11.3;4.4;49.0;19.4;21.6;25.7;18.5;17.0;10.6;29.8;7.0;35.7;38.1;8.7;10.5;9.9;16.0;64.8;15.2;12.1;3.1;;;;;;11.2;15.8;24.5;4.8;2.3;
90;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2014;80.7;59.2;19.0;7.6;21.1;13.6;2.7;51.8;25.8;21.6;26.7;24.3;20.3;15.0;37.7;6.5;41.9;42.7;10.9;12.3;8.3;11.4;69.1;24.6;18.8;3.0;;;;;;;;;;;
91;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2015;79.9;57.9;20.1;7.0;20.9;15.8;4.3;53.0;23.1;17.8;30.8;22.8;33.1;13.5;30.9;5.2;41.8;43.2;9.7;10.9;10.8;11.1;66.4;24.6;21.6;4.8;30.2;23.6;6.1;3.2;;15.7;18.6;21.1;4.4;3.5;2.4
92;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2016;83.3;64.2;16.9;7.0;17.8;17.2;6.1;59.0;23.3;18.0;31.7;24.4;37.4;19.1;37.9;;45.6;45.9;10.0;10.7;12.0;13.7;71.2;28.6;22.6;5.2;34.0;22.8;7.5;5.2;;17.3;19.2;24.0;6.1;1.8;3.6
93;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2017;85.4;69.2;17.0;3.4;17.4;27.9;6.3;65.1;30.0;21.9;31.2;29.9;39.7;23.5;41.1;31.6;55.6;50.6;14.4;15.0;8.6;28.8;77.6;34.3;32.5;5.0;29.8;27.1;11.8;6.9;;18.2;20.4;25.5;8.0;2.6;3.0
94;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2018;84.5;70.3;14.3;4.1;16.9;16.3;8.7;66.9;34.5;18.7;30.3;29.5;25.9;26.9;42.7;32.3;52.2;50.3;;;;;74.5;40.1;31.6;9.3;27.4;28.3;12.8;8.8;;14.9;20.6;29.5;6.2;4.6;3.4
95;Leeftijd: 12 tot 25 jaar;Bovengrens 95%-interval;2019;88.2;70.0;18.2;4.6;13.6;30.5;7.2;67.5;32.2;22.9;30.9;30.5;45.1;26.3;43.9;32.9;57.5;55.1;;;;;78.2;40.6;37.1;12.7;28.4;26.7;12.7;8.4;;16.4;19.9;28.8;6.7;2.5;3.7
96;Leeftijd: 25 tot 45 jaar;Waarde;2012;83.2;65.0;13.0;5.3;9.6;10.3;2.3;48.7;4.3;20.3;31.3;15.6;18.6;27.4;48.5;6.4;36.5;25.8;5.3;6.6;7.0;12.8;73.4;17.0;9.8;;;;;;;8.7;14.5;28.6;5.2;4.5;1.2
97;Leeftijd: 25 tot 45 jaar;Waarde;2013;86.6;68.1;13.4;5.1;6.9;12.9;3.9;55.5;11.0;24.8;38.7;22.3;23.3;32.0;55.9;11.4;43.9;36.1;6.1;10.0;9.4;16.7;79.2;20.0;12.0;;;;;;;5.9;13.0;32.2;8.0;6.3;0.6
98;Leeftijd: 25 tot 45 jaar;Waarde;2014;87.7;73.0;9.5;5.2;8.1;20.5;5.4;59.2;12.5;29.3;39.6;28.8;26.0;39.8;57.8;10.0;48.9;40.4;12.8;14.4;14.4;15.1;78.4;28.1;18.8;2.4;;;;;;;;;;;
99;Leeftijd: 25 tot 45 jaar;Waarde;2015;88.3;74.8;9.4;4.0;6.3;21.9;6.2;61.2;11.1;22.7;36.1;26.3;31.7;41.7;57.6;9.9;49.2;41.3;10.6;12.1;14.2;13.2;79.8;28.0;19.5;1.9;29.2;28.7;9.9;6.6;;9.2;19.5;31.3;8.7;4.3;1.8
100;Leeftijd: 25 tot 45 jaar;Waarde;2016;89.8;75.8;10.2;3.7;5.8;28.7;7.6;68.8;11.4;24.0;39.2;26.3;35.8;45.5;60.6;;53.9;43.1;10.7;12.2;14.3;16.6;82.6;33.3;24.4;2.6;24.0;27.6;14.3;9.6;;8.4;15.6;33.9;8.8;6.5;2.7
101;Leeftijd: 25 tot 45 jaar;Waarde;2017;93.7;82.4;8.9;2.4;3.9;38.3;9.5;72.8;12.9;23.4;38.2;29.3;39.0;54.4;66.3;47.5;63.9;45.5;11.5;12.3;13.2;26.2;86.7;32.7;30.1;2.9;23.8;30.9;15.5;12.2;;8.1;17.5;35.0;11.0;8.2;2.6
102;Leeftijd: 25 tot 45 jaar;Waarde;2018;93.8;83.8;7.2;2.9;2.4;28.6;12.1;76.2;19.1;23.5;40.9;32.6;30.7;57.2;67.2;52.0;63.8;48.6;;;;;86.5;41.4;35.7;5.2;19.5;33.2;14.4;16.7;;8.4;15.3;35.5;11.2;9.3;4.1
103;Leeftijd: 25 tot 45 jaar;Waarde;2019;92.0;80.4;9.3;2.2;3.8;48.8;11.5;73.9;17.3;25.2;40.0;34.0;41.5;59.4;70.2;51.9;64.9;51.3;;;;;85.7;41.9;36.4;6.4;17.7;28.6;15.7;18.5;;6.6;14.3;33.1;12.6;9.8;3.9
104;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2012;80.9;61.9;10.8;3.8;7.7;8.3;1.4;45.5;3.0;17.7;28.3;13.3;16.1;24.6;45.3;4.8;33.4;22.9;3.8;5.0;5.4;10.6;70.6;14.5;7.9;;;;;;;6.8;12.3;25.7;3.9;3.2;0.5
105;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2013;84.3;64.9;11.0;3.7;5.1;10.6;2.6;52.1;8.9;21.9;35.4;19.5;20.4;28.8;52.6;9.1;40.5;32.8;4.4;7.8;7.4;14.2;76.4;17.2;9.7;;;;;;;4.3;10.7;29.0;6.3;4.7;0.1
106;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2014;85.3;69.9;7.5;3.7;6.1;17.8;3.9;55.8;10.3;26.3;36.4;25.8;23.1;36.6;54.5;8.0;45.6;37.1;10.6;12.1;12.1;12.8;75.4;25.1;16.2;1.4;;;;;;;;;;;
107;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2015;86.1;72.0;7.5;2.7;4.7;19.2;4.6;58.0;9.1;20.0;33.0;23.4;28.7;38.5;54.4;7.9;45.9;38.0;8.6;10.0;11.9;11.0;77.2;25.0;16.8;0.9;26.2;25.8;8.0;5.1;;7.3;16.9;28.4;6.9;3.0;0.9
108;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2016;87.7;73.1;8.4;2.4;4.2;25.9;5.9;65.9;9.4;21.4;36.2;23.6;32.8;42.5;57.5;;50.8;40.0;8.7;10.1;12.1;14.3;80.1;30.4;21.7;1.6;21.4;24.9;12.2;7.9;;6.6;13.4;31.0;7.0;5.0;1.8
109;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2017;92.1;80.0;7.1;1.4;2.6;35.4;7.8;70.1;10.9;20.9;35.3;26.7;36.1;51.4;63.5;44.5;61.0;42.6;9.6;10.4;11.2;23.6;84.5;30.0;27.4;1.9;21.3;28.2;13.4;10.3;;6.5;15.2;32.2;9.2;6.7;1.7
110;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2018;92.3;81.5;5.6;1.8;1.4;25.9;10.2;73.6;16.8;21.0;38.0;29.8;28.0;54.2;64.3;49.1;61.0;45.7;;;;;84.3;38.5;32.9;3.8;17.1;30.4;12.4;14.6;;6.7;13.1;32.7;9.3;7.7;3.0
111;Leeftijd: 25 tot 45 jaar;Ondergrens 95%-interval;2019;90.3;78.1;7.6;1.3;2.7;46.0;9.7;71.3;15.1;22.8;37.2;31.3;38.7;56.6;67.5;49.0;62.1;48.5;;;;;83.6;39.1;33.7;5.0;15.5;26.1;13.6;16.3;;5.1;12.3;30.5;10.8;8.2;2.8
112;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2012;85.5;68.0;15.2;6.7;11.4;12.2;3.2;51.9;5.6;23.0;34.3;18.0;21.2;30.2;51.7;8.1;39.6;28.6;6.8;8.3;8.7;15.1;76.2;19.5;11.8;;;;;;;10.6;16.8;31.5;6.6;5.8;1.9
113;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2013;88.9;71.2;15.7;6.6;8.6;15.2;5.3;58.8;13.2;27.8;42.0;25.2;26.2;35.2;59.3;13.7;47.2;39.4;7.7;12.1;11.5;19.3;81.9;22.8;14.2;;;;;;;7.5;15.3;35.3;9.8;8.0;1.1
114;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2014;90.2;76.1;11.5;6.8;10.1;23.1;6.9;62.5;14.8;32.3;42.8;31.9;28.9;43.1;61.2;11.9;52.3;43.6;15.0;16.7;16.7;17.5;81.3;31.1;21.4;3.4;;;;;;;;;;;
115;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2015;90.4;77.7;11.4;5.3;7.9;24.6;7.7;64.4;13.2;25.4;39.2;29.2;34.8;44.9;60.9;11.8;52.4;44.5;12.6;14.1;16.5;15.3;82.5;30.9;22.1;2.8;32.1;31.7;11.8;8.2;;11.1;22.1;34.3;10.5;5.6;2.7
116;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2016;91.8;78.6;12.1;5.0;7.4;31.5;9.2;71.8;13.4;26.7;42.2;29.0;38.8;48.6;63.7;;57.0;46.2;12.6;14.2;16.4;18.9;85.1;36.3;27.1;3.7;26.7;30.4;16.4;11.4;;10.1;17.8;36.8;10.6;8.0;3.7
117;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2017;95.3;84.9;10.6;3.4;5.2;41.2;11.2;75.6;14.9;25.8;41.0;32.0;41.8;57.4;69.2;50.4;66.8;48.5;13.3;14.2;15.2;28.8;88.8;35.5;32.8;3.8;26.4;33.6;17.6;14.0;;9.7;19.7;37.8;12.8;9.8;3.5
118;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2018;95.4;86.1;8.7;4.0;3.4;31.2;14.0;78.8;21.5;26.0;43.7;35.4;33.4;60.1;70.0;55.0;66.7;51.6;;;;;88.7;44.3;38.6;6.5;21.8;35.9;16.4;18.9;;10.1;17.4;38.3;13.0;11.0;5.2
119;Leeftijd: 25 tot 45 jaar;Bovengrens 95%-interval;2019;93.7;82.8;11.0;3.2;5.0;51.7;13.3;76.5;19.5;27.6;42.7;36.7;44.3;62.2;72.8;54.7;67.7;54.2;;;;;87.8;44.7;39.1;7.8;19.8;31.2;17.7;20.7;;8.0;16.3;35.8;14.5;11.5;5.0
120;Leeftijd: 45 tot 65 jaar;Waarde;2012;64.4;47.9;10.7;5.7;22.2;7.2;3.8;24.1;3.7;14.5;24.0;11.5;12.4;15.9;38.2;3.2;25.9;16.8;2.1;3.6;5.6;7.9;55.2;12.4;7.2;;;;;;;6.2;13.1;18.5;4.5;2.8;0.5
121;Leeftijd: 45 tot 65 jaar;Waarde;2013;69.6;50.2;13.9;5.6;18.0;9.6;5.7;31.8;5.5;16.8;28.6;17.1;17.4;17.2;42.4;5.2;32.2;24.4;3.9;5.3;9.1;13.4;61.2;14.1;8.9;0.5;;;;;;6.0;13.8;19.3;5.4;3.2;1.1
122;Leeftijd: 45 tot 65 jaar;Waarde;2014;71.7;54.5;12.5;4.7;17.0;12.9;6.2;37.3;6.6;15.3;32.3;20.3;17.7;23.3;46.2;4.8;34.4;21.7;4.5;7.1;11.0;9.0;63.2;16.8;10.8;0.4;;;;;;;;;;;
123;Leeftijd: 45 tot 65 jaar;Waarde;2015;72.2;54.9;12.5;4.9;14.0;15.3;7.0;40.6;8.2;14.5;30.8;21.6;25.2;24.8;44.6;6.5;34.0;26.3;5.1;7.6;13.2;12.0;63.0;18.0;10.3;1.5;24.0;18.8;8.0;4.1;;8.2;12.5;21.4;6.6;4.5;1.7
124;Leeftijd: 45 tot 65 jaar;Waarde;2016;77.5;59.0;12.0;6.6;12.8;18.7;8.4;44.3;7.9;13.1;30.5;20.8;24.1;30.8;50.9;;39.1;27.6;5.0;6.1;10.1;11.4;67.3;20.3;13.0;0.8;22.9;21.7;8.8;5.3;0.2;7.0;14.5;22.4;6.7;5.6;2.6
125;Leeftijd: 45 tot 65 jaar;Waarde;2017;80.2;64.5;11.1;4.6;12.2;26.4;10.3;50.2;10.4;17.1;32.6;24.5;28.1;37.0;53.2;34.5;44.4;31.9;6.0;7.6;12.7;18.0;72.0;24.3;18.0;1.2;24.5;24.0;10.3;5.6;;6.3;15.4;27.6;7.0;5.5;2.6
126;Leeftijd: 45 tot 65 jaar;Waarde;2018;82.7;66.2;11.8;4.7;9.1;13.4;11.5;54.8;13.1;15.7;32.9;24.3;23.2;42.6;56.8;31.9;47.4;31.5;;;;;73.3;29.0;20.8;3.3;22.2;25.2;10.6;8.2;;7.6;14.2;25.6;8.4;6.6;3.7
127;Leeftijd: 45 tot 65 jaar;Waarde;2019;85.0;68.2;11.5;5.2;9.3;31.3;10.9;55.0;9.7;16.7;34.0;24.0;27.1;39.3;58.1;37.1;47.6;30.4;;;;;76.0;28.7;23.1;3.7;23.8;26.4;10.9;7.1;;8.5;15.7;27.1;6.9;5.5;4.6
128;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2012;62.0;45.4;9.1;4.5;20.2;5.8;2.9;21.9;2.8;12.6;21.8;9.9;10.8;14.1;35.8;2.4;23.7;14.9;1.3;2.6;4.4;6.6;52.7;10.7;5.9;;;;;;;5.0;11.4;16.5;3.5;2.0;0.2
129;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2013;67.4;47.7;12.2;4.4;16.1;8.2;4.5;29.5;4.4;14.9;26.3;15.2;15.5;15.3;39.9;4.1;29.9;22.2;2.9;4.1;7.6;11.6;58.7;12.3;7.4;0.2;;;;;;4.9;12.0;17.3;4.3;2.4;0.5
130;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2014;69.3;51.9;10.8;3.7;15.0;11.2;5.0;34.8;5.4;13.6;29.9;18.3;15.8;21.2;43.6;3.7;32.0;19.6;3.4;5.9;9.5;7.6;60.7;15.0;9.2;0.1;;;;;;;;;;;
131;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2015;70.0;52.5;10.8;3.8;12.2;13.6;5.8;38.2;6.9;12.8;28.5;19.6;23.1;22.7;42.1;5.4;31.8;24.1;4.0;6.3;11.6;10.4;60.6;16.1;8.9;0.9;21.9;16.9;6.7;3.2;;6.8;10.9;19.5;5.4;3.6;1.0
132;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2016;75.5;56.7;10.5;5.3;11.2;16.9;7.2;42.0;6.7;11.6;28.4;18.9;22.1;28.6;48.5;;36.9;25.5;4.0;5.1;8.8;9.9;65.0;18.4;11.5;0.4;21.0;19.8;7.5;4.3;0.0;5.8;12.9;20.6;5.6;4.5;1.9
133;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2017;78.2;62.1;9.6;3.5;10.4;24.3;8.9;47.8;8.9;15.3;30.4;22.5;26.0;34.6;50.8;32.2;42.1;29.7;4.9;6.3;11.2;16.2;69.7;22.3;16.1;0.7;22.5;22.0;8.9;4.5;;5.2;13.7;25.5;5.9;4.5;1.9
134;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2018;80.9;63.9;10.2;3.7;7.8;11.9;10.1;52.5;11.6;14.1;30.7;22.3;21.3;40.4;54.5;29.8;45.1;29.3;;;;;71.1;26.9;18.9;2.5;20.3;23.3;9.2;6.9;;6.4;12.6;23.6;7.1;5.6;2.9
135;Leeftijd: 45 tot 65 jaar;Ondergrens 95%-interval;2019;83.3;66.1;10.1;4.1;7.9;29.2;9.5;52.7;8.4;15.1;31.8;22.0;25.1;37.1;55.8;34.9;45.4;28.3;;;;;74.0;26.6;21.2;2.8;21.9;24.4;9.5;6.0;;7.2;14.0;25.1;5.8;4.5;3.6
136;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2012;66.7;50.4;12.2;7.0;24.2;8.6;4.8;26.2;4.6;16.3;26.1;13.1;14.1;17.7;40.7;4.0;28.1;18.7;2.8;4.6;6.7;9.3;57.7;14.2;8.6;;;;;;;7.5;14.8;20.4;5.6;3.6;0.7
137;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2013;71.9;52.7;15.7;6.7;19.9;11.0;6.9;34.1;6.7;18.7;30.9;19.0;19.3;19.1;44.8;6.4;34.6;26.6;4.9;6.4;10.5;15.2;63.6;15.9;10.4;0.9;;;;;;7.2;15.6;21.2;6.6;4.1;1.6
138;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2014;74.1;57.1;14.2;5.8;19.1;14.6;7.4;39.7;7.8;17.1;34.6;22.3;19.5;25.4;48.7;5.9;36.8;23.7;5.5;8.4;12.5;10.4;65.7;18.7;12.4;0.7;;;;;;;;;;;
139;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2015;74.5;57.4;14.1;5.9;15.8;17.1;8.2;43.0;9.6;16.2;33.0;23.6;27.3;26.9;47.0;7.7;36.3;28.4;6.2;8.9;14.8;13.5;65.4;19.8;11.8;2.1;26.1;20.6;9.3;5.1;;9.6;14.0;23.4;7.8;5.5;2.3
140;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2016;79.5;61.3;13.5;7.8;14.5;20.5;9.7;46.6;9.2;14.6;32.6;22.6;26.0;32.9;53.2;;41.3;29.7;5.9;7.2;11.4;12.8;69.5;22.1;14.6;1.2;24.9;23.6;10.2;6.4;0.4;8.3;16.2;24.3;7.8;6.6;3.3
141;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2017;82.3;66.9;12.6;5.7;14.0;28.5;11.7;52.7;11.9;18.9;34.9;26.5;30.3;39.3;55.7;36.8;46.8;34.2;7.1;8.8;14.3;19.9;74.3;26.3;19.8;1.7;26.6;26.0;11.8;6.6;;7.5;17.1;29.7;8.2;6.6;3.4
142;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2018;84.5;68.4;13.3;5.8;10.5;15.0;12.9;57.1;14.6;17.4;35.0;26.2;25.1;44.9;59.1;34.0;49.7;33.6;;;;;75.4;31.1;22.7;4.2;24.1;27.2;11.9;9.4;;8.9;15.8;27.6;9.6;7.7;4.6
143;Leeftijd: 45 tot 65 jaar;Bovengrens 95%-interval;2019;86.6;70.4;13.0;6.3;10.7;33.4;12.3;57.2;11.0;18.4;36.1;25.9;29.1;41.5;60.3;39.3;49.9;32.4;;;;;78.0;30.7;25.0;4.6;25.7;28.4;12.3;8.2;;9.7;17.3;29.1;7.9;6.6;5.6
144;Leeftijd: 65 jaar of ouder;Waarde;2012;25.3;14.9;6.2;4.2;28.7;1.9;1.0;5.7;0.6;4.5;9.7;3.3;3.2;5.3;12.2;1.0;6.0;4.6;;0.7;2.4;1.8;19.2;2.6;2.0;;;;;;;3.1;4.0;4.8;1.5;0.8;0.3
145;Leeftijd: 65 jaar of ouder;Waarde;2013;29.4;19.7;5.7;3.9;30.4;3.1;2.5;7.2;1.4;5.5;12.8;6.1;6.9;7.7;15.1;1.3;8.7;6.6;0.8;2.0;3.9;4.3;24.3;4.4;2.5;;;;;;;3.6;5.0;6.3;1.3;1.4;0.8
146;Leeftijd: 65 jaar of ouder;Waarde;2014;32.1;19.1;8.3;4.7;27.3;4.4;2.5;10.9;1.0;3.8;11.6;9.3;8.6;8.4;16.2;2.5;10.4;7.1;0.9;1.2;3.8;3.8;25.1;5.7;2.3;;;;;;;;;;;;
147;Leeftijd: 65 jaar of ouder;Waarde;2015;33.6;22.0;7.2;4.4;28.2;4.5;3.4;12.0;1.5;4.1;13.6;8.2;9.8;8.5;17.8;2.5;10.7;8.0;1.1;2.2;5.5;5.0;27.0;6.2;2.8;;12.7;6.8;2.0;0.6;;4.5;7.1;7.3;1.5;1.2;0.4
148;Leeftijd: 65 jaar of ouder;Waarde;2016;37.0;25.2;8.1;3.7;26.5;7.5;5.2;17.8;0.9;4.0;13.4;9.3;8.7;12.8;19.2;;11.6;9.0;0.9;1.5;4.7;3.6;30.9;7.3;4.0;;13.7;8.4;2.2;0.9;;4.7;7.4;10.3;0.9;1.2;0.7
149;Leeftijd: 65 jaar of ouder;Waarde;2017;41.1;26.9;9.9;4.3;27.1;9.9;6.5;18.2;1.6;3.4;14.4;9.9;10.2;17.6;21.9;18.6;13.8;10.5;0.5;1.1;6.8;7.1;33.9;7.9;4.4;;13.0;11.0;2.2;0.7;;4.2;7.0;10.4;2.5;1.6;1.2
150;Leeftijd: 65 jaar of ouder;Waarde;2018;45.4;30.8;10.2;4.5;24.3;4.4;7.6;22.0;1.8;4.3;15.9;12.5;9.4;17.4;24.8;14.1;16.9;9.6;;;;;35.7;9.8;5.6;0.7;16.0;10.6;3.0;1.1;;6.8;8.7;10.6;2.1;1.7;1.0
151;Leeftijd: 65 jaar of ouder;Waarde;2019;49.1;33.5;10.3;5.3;21.7;11.4;6.7;22.3;1.8;4.3;16.9;12.0;10.1;17.8;26.2;18.7;18.5;11.5;;;;;39.5;8.3;6.2;0.9;18.3;11.6;2.0;1.6;;5.8;9.5;13.4;2.1;1.0;1.7
152;Leeftijd: 65 jaar of ouder;Ondergrens 95%-interval;2012;22.6;12.8;4.7;3.0;25.9;1.1;0.4;4.3;0.2;3.2;8.0;2.2;2.2;4.0;10.2;0.5;4.6;3.4;;0.2;1.5;1.0;16.8;1.7;1.1;;;;;;;2.0;2.9;3.6;0.7;0.2;0.0
