ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;Migratieachtergrond;LandVanBestemming;Perioden;Emigranten_1
8320;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2004;0.0
8321;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2005;0.0
8322;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2006;0.0
8323;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2007;0.0
8324;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2008;0.0
8325;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2009;0.0
8326;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2010;0.0
8327;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Marokko;2011;0.0
8328;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2000;0.0
8329;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2001;0.0
8330;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2002;0.0
8331;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2003;0.0
8332;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2004;0.0
8333;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2005;0.0
8334;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2006;0.0
8335;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2007;0.0
8336;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2008;0.0
8337;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2009;0.0
8338;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2010;0.0
8339;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Polen;2011;0.0
8340;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2000;0.0
8341;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2001;0.0
8342;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2002;0.0
8343;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2003;0.0
8344;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2004;0.0
8345;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2005;0.0
8346;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2006;0.0
8347;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2007;0.0
8348;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2008;0.0
8349;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2009;0.0
8350;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2010;0.0
8351;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Portugal;2011;0.0
8352;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2000;0.0
8353;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2001;0.0
8354;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2002;0.0
8355;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2003;0.0
8356;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2004;0.0
8357;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2005;0.0
8358;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2006;0.0
8359;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2007;0.0
8360;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2008;0.0
8361;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2009;0.0
8362;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2010;0.0
8363;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Spanje;2011;0.0
8364;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2000;0.0
8365;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2001;0.0
8366;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2002;0.0
8367;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2003;0.0
8368;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2004;0.0
8369;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2005;0.0
8370;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2006;0.0
8371;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2007;0.0
8372;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2008;0.0
8373;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2009;0.0
8374;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2010;0.0
8375;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Suriname;2011;0.0
8376;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2000;0.0
8377;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2001;0.0
8378;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2002;0.0
8379;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2003;0.0
8380;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2004;0.0
8381;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2005;0.0
8382;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2006;0.0
8383;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2007;0.0
8384;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2008;0.0
8385;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2009;0.0
8386;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2010;0.0
8387;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Turkije;2011;0.0
8388;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2000;0.0
8389;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2001;0.0
8390;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2002;0.0
8391;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2003;0.0
8392;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2004;0.0
8393;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2005;0.0
8394;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2006;0.0
8395;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2007;0.0
8396;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2008;0.0
8397;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2009;0.0
8398;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2010;0.0
8399;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigd Koninkrijk;2011;0.0
8400;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2000;0.0
8401;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2001;0.0
8402;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2002;0.0
8403;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2003;0.0
8404;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2004;0.0
8405;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2005;0.0
8406;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2006;0.0
8407;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2007;0.0
8408;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2008;0.0
8409;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2009;0.0
8410;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2010;0.0
8411;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Verenigde Staten van Amerika;2011;0.0
8412;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2000;0.1
8413;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2001;0.1
8414;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2002;0.1
8415;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2003;0.1
8416;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2004;0.2
8417;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2005;0.1
8418;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2006;0.2
8419;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2007;0.3
8420;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2008;0.5
8421;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2009;0.7
8422;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2010;0.8
8423;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Roemenië;Onbekend;2011;0.7
8424;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2000;2.6
8425;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2001;3.7
8426;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2002;3.7
8427;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2003;4.1
8428;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2004;4.7
8429;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2005;3.1
8430;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2006;2.5
8431;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2007;1.6
8432;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2008;1.1
8433;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2009;1.0
8434;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2010;1.2
8435;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal landen;2011;1.1
8436;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2000;1.3
8437;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2001;2.1
8438;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2002;1.6
8439;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2003;2.0
8440;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2004;2.8
8441;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2005;1.7
8442;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2006;1.4
8443;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2007;0.8
8444;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2008;0.6
8445;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2009;0.5
8446;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2010;0.5
8447;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal westerse landen;2011;0.5
8448;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2000;0.3
8449;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2001;0.3
8450;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2002;0.3
8451;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2003;0.4
8452;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2004;0.5
8453;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2005;0.4
8454;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2006;0.3
8455;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2007;0.3
8456;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2008;0.2
8457;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2009;0.1
8458;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2010;0.2
8459;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Totaal niet-westerse landen;2011;0.2
8460;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2000;0.2
8461;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2001;0.3
8462;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2002;0.3
8463;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2003;0.4
8464;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2004;0.4
8465;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2005;0.4
8466;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2006;0.2
8467;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2007;0.2
8468;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2008;0.1
8469;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2009;0.1
8470;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2010;0.1
8471;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Afrika;2011;0.1
8472;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2000;0.0
8473;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2001;0.0
8474;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2002;0.0
8475;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2003;0.0
8476;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2004;0.0
8477;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2005;0.0
8478;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2006;0.0
8479;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2007;0.0
8480;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2008;0.0
8481;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2009;0.0
8482;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2010;0.0
8483;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Amerika;2011;0.0
8484;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2000;0.0
8485;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2001;0.1
8486;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2002;0.0
8487;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2003;0.1
8488;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2004;0.0
8489;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2005;0.1
8490;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2006;0.0
8491;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2007;0.0
8492;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2008;0.0
8493;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2009;0.0
8494;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2010;0.0
8495;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Azië;2011;0.0
8496;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2000;0.0
8497;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2001;0.0
8498;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2002;0.0
8499;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2003;0.0
8500;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2004;0.0
8501;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2005;0.0
8502;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2006;0.0
8503;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2007;0.0
8504;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2008;0.0
8505;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2009;0.0
8506;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2010;0.0
8507;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Oceanië;2011;0.0
8508;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2000;1.3
8509;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2001;2.1
8510;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2002;1.6
8511;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2003;1.9
8512;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2004;2.8
8513;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2005;1.7
8514;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2006;1.4
8515;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2007;0.8
8516;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2008;0.5
8517;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2009;0.5
8518;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2010;0.4
8519;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europa (exclusief Nederland);2011;0.4
8520;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2000;1.3
8521;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2001;2.1
8522;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2002;1.6
8523;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2003;1.9
8524;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2004;2.8
8525;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2005;1.7
8526;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2006;1.4
8527;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2007;0.8
8528;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2008;0.5
8529;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2009;0.5
8530;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2010;0.4
8531;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Europese Unie (exclusief Nederland);2011;0.4
8532;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2000;0.0
8533;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2001;0.0
8534;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2002;0.0
8535;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2003;0.0
8536;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2004;0.0
8537;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2005;0.0
8538;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2006;0.0
8539;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2007;0.0
8540;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2008;0.0
8541;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2009;0.0
8542;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2010;0.0
8543;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Midden- en Oost-Europese landen in de EU;2011;0.0
8544;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2000;0.0
8545;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2001;0.0
8546;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2002;0.0
8547;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2003;0.0
8548;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2004;0.0
8549;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2005;0.0
8550;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2006;0.0
8551;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2007;0.0
8552;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2008;0.0
8553;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2009;0.0
8554;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2010;0.0
8555;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;België;2011;0.0
8556;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2000;0.0
8557;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2001;0.0
8558;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2002;0.0
8559;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2003;0.0
8560;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2004;0.0
8561;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2005;0.0
8562;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2006;0.0
8563;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2007;0.0
8564;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2008;0.0
8565;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2009;0.0
8566;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2010;0.0
8567;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Canada;2011;0.0
8568;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2000;0.0
8569;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2001;0.0
8570;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2002;0.0
8571;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2003;0.0
8572;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2004;0.0
8573;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2005;0.0
8574;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2006;0.0
8575;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2007;0.0
8576;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2008;0.0
8577;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2009;0.0
8578;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2010;0.0
8579;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;China;2011;0.0
8580;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2000;0.0
8581;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2001;0.0
8582;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2002;0.0
8583;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2003;0.0
8584;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2004;0.0
8585;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2005;0.0
8586;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Somalië;Duitsland;2006;0.0
