ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
7744;Other financial institutions;Consolidated;Opening balance sheet;2002 4th quarter;1831768.0;;;;105675.0;297.0;38844.0;66534.0;;;64599.0;10611.0;53988.0;760525.0;182584.0;577941.0;844224.0;840527.0;52642.0;763689.0;24196.0;3697.0;577.0;3120.0;1068.0;1011.0;;57.0;0.0;20203.0;20203.0;;;;35474.0;1040.0;34434.0;1789312.0;;;;;;;;;;394737.0;18854.0;375883.0;600084.0;231233.0;368851.0;766452.0;698977.0;54976.0;643996.0;5.0;67475.0;;67475.0;0.0;;;0.0;;16694.0;16635.0;;;;11345.0;673.0;10672.0;42456.0
7745;Other financial institutions;Consolidated;Opening balance sheet;2002;1868737.0;;;;104486.0;301.0;37724.0;66461.0;;66461.0;65473.0;10745.0;54728.0;775183.0;189531.0;585652.0;867983.0;864286.0;67576.0;767914.0;28796.0;3697.0;577.0;3120.0;1123.0;1011.0;;112.0;0.0;20909.0;20909.0;;;;33580.0;1145.0;32435.0;1878999.0;;;;;;;;;;387459.0;18859.0;368600.0;601683.0;220866.0;380817.0;852454.0;768165.0;109677.0;658483.0;5.0;84289.0;;84289.0;0.0;;;0.0;;16694.0;16635.0;;;;20709.0;779.0;19930.0;-10262.0
7746;Other financial institutions;Consolidated;Opening balance sheet;2003 1st quarter;1849407.0;;;;108478.0;296.0;38022.0;70160.0;;;68591.0;10754.0;57837.0;775053.0;183813.0;591240.0;840861.0;837164.0;55605.0;758896.0;22663.0;3697.0;577.0;3120.0;1051.0;1011.0;;40.0;0.0;19967.0;19967.0;;;;35406.0;1133.0;34273.0;1818167.0;;;;;;;;;;424539.0;18851.0;405688.0;595561.0;225467.0;370094.0;763217.0;693869.0;65298.0;628566.0;5.0;69348.0;;69348.0;0.0;;;0.0;;16694.0;16635.0;;;;18156.0;725.0;17431.0;31240.0
7747;Other financial institutions;Consolidated;Opening balance sheet;2003 2nd quarter;1897391.0;;;;113914.0;294.0;38431.0;75189.0;;;68543.0;10756.0;57787.0;801014.0;198208.0;602806.0;851741.0;848044.0;51239.0;774036.0;22769.0;3697.0;577.0;3120.0;1062.0;1011.0;;51.0;0.0;19814.0;19814.0;;;;41303.0;1271.0;40032.0;1842718.0;;;;;;;;;;427195.0;18944.0;408251.0;641285.0;246549.0;394736.0;743236.0;677564.0;43136.0;634423.0;5.0;65672.0;;65672.0;0.0;;;0.0;;16694.0;16635.0;;;;14308.0;754.0;13554.0;54673.0
7748;Other financial institutions;Consolidated;Opening balance sheet;2003 3rd quarter;1920688.0;;;;113024.0;294.0;38676.0;74054.0;;;68491.0;10759.0;57732.0;812800.0;194847.0;617953.0;870487.0;866790.0;57051.0;786865.0;22874.0;3697.0;577.0;3120.0;1071.0;1011.0;;60.0;0.0;19664.0;19664.0;;;;35151.0;1046.0;34105.0;1883126.0;;;;;;;;;;444207.0;19038.0;425169.0;625639.0;233529.0;392110.0;772277.0;699666.0;56608.0;643053.0;5.0;72611.0;;72611.0;0.0;;;0.0;;16694.0;16635.0;;;;24309.0;571.0;23738.0;37562.0
7749;Other financial institutions;Consolidated;Opening balance sheet;2003 4th quarter;1929467.0;;;;107485.0;293.0;38566.0;68626.0;;;68435.0;10762.0;57673.0;817749.0;193968.0;623781.0;884062.0;880365.0;56985.0;800402.0;22978.0;3697.0;577.0;3120.0;1081.0;1011.0;;70.0;0.0;19511.0;19511.0;;;;31144.0;1015.0;30129.0;1898595.0;;;;;;;;;;450514.0;19133.0;431381.0;615601.0;225594.0;390007.0;787549.0;713030.0;60958.0;652067.0;5.0;74519.0;;74519.0;0.0;;;0.0;;16694.0;16635.0;;;;28237.0;680.0;27557.0;30872.0
7750;Other financial institutions;Consolidated;Opening balance sheet;2003;1846621.0;;;;108478.0;296.0;38022.0;70160.0;;70160.0;64074.0;10757.0;53317.0;775053.0;183813.0;591240.0;842589.0;838892.0;55711.0;760518.0;22663.0;3697.0;577.0;3120.0;1051.0;1011.0;;40.0;0.0;19967.0;19967.0;;;;35409.0;1133.0;34276.0;1815381.0;;;;;;;;;;420022.0;18854.0;401168.0;595561.0;225467.0;370094.0;764945.0;695597.0;65404.0;630188.0;5.0;69348.0;;69348.0;0.0;;;0.0;;16694.0;16635.0;;;;18159.0;725.0;17434.0;31240.0
7751;Other financial institutions;Consolidated;Opening balance sheet;2004 1st quarter;1944101.0;;;;102021.0;292.0;39613.0;62116.0;;;71739.0;10827.0;60912.0;814254.0;180210.0;634044.0;903465.0;899768.0;59111.0;817576.0;23081.0;3697.0;577.0;3120.0;1091.0;1011.0;;80.0;0.0;19358.0;19358.0;;;;32173.0;1041.0;31132.0;1921226.0;;;;;;;;;;452768.0;19287.0;433481.0;613903.0;219426.0;394477.0;806328.0;729587.0;70041.0;659541.0;5.0;76741.0;;76741.0;0.0;;;0.0;;16694.0;16635.0;;;;31533.0;660.0;30873.0;22875.0
7752;Other financial institutions;Consolidated;Opening balance sheet;2004 2nd quarter;1950962.0;;;;99125.0;291.0;38129.0;60705.0;;;74474.0;12035.0;62439.0;809274.0;182831.0;626443.0;917318.0;913621.0;59126.0;832035.0;22460.0;3697.0;577.0;3120.0;1103.0;1011.0;;92.0;0.0;19363.0;19363.0;;;;30305.0;1120.0;29185.0;1935827.0;;;;;;;;;;437819.0;18438.0;419381.0;626495.0;229895.0;396600.0;820074.0;740418.0;67660.0;672753.0;5.0;79656.0;;79656.0;0.0;;;0.0;;16694.0;16635.0;;;;34745.0;683.0;34062.0;15135.0
7753;Other financial institutions;Consolidated;Opening balance sheet;2004 3rd quarter;1968102.0;;;;106281.0;290.0;39227.0;66764.0;;;73250.0;11225.0;62025.0;804024.0;179653.0;624371.0;933835.0;930138.0;56754.0;851531.0;21853.0;3697.0;577.0;3120.0;1115.0;1011.0;;104.0;0.0;19370.0;19370.0;;;;30227.0;1129.0;29098.0;1958080.0;;;;;;;;;;444388.0;16937.0;427451.0;633779.0;239220.0;394559.0;832393.0;756782.0;71485.0;685292.0;5.0;75611.0;;75611.0;0.0;;;0.0;;16694.0;16635.0;;;;30826.0;755.0;30071.0;10022.0
7754;Other financial institutions;Consolidated;Opening balance sheet;2004 4th quarter;1986068.0;;;;109671.0;290.0;39839.0;69542.0;;;74228.0;11874.0;62354.0;813187.0;177771.0;635416.0;937708.0;934011.0;57061.0;855885.0;21065.0;3697.0;577.0;3120.0;1127.0;1011.0;;116.0;0.0;19375.0;19375.0;;;;30772.0;1048.0;29724.0;1977227.0;;;;;;;;;;442698.0;17257.0;425441.0;645148.0;251264.0;393884.0;844218.0;769178.0;73409.0;695764.0;5.0;75040.0;;75040.0;0.0;;;0.0;;16694.0;16635.0;;;;28469.0;643.0;27826.0;8841.0
7755;Other financial institutions;Consolidated;Opening balance sheet;2004;1941507.0;;;;102021.0;292.0;39613.0;62116.0;;62116.0;68353.0;10767.0;57586.0;814254.0;180210.0;634044.0;904256.0;900559.0;59034.0;818444.0;23081.0;3697.0;577.0;3120.0;1091.0;1011.0;;80.0;0.0;19358.0;19358.0;;;;32174.0;1041.0;31133.0;1918632.0;;;;;;;;;;449382.0;19227.0;430155.0;613903.0;219426.0;394477.0;807119.0;730378.0;69964.0;660409.0;5.0;76741.0;;76741.0;0.0;;;0.0;;16694.0;16635.0;;;;31534.0;660.0;30874.0;22875.0
7756;Other financial institutions;Consolidated;Opening balance sheet;2005 1st quarter;2016632.0;;;;102958.0;290.0;38246.0;64422.0;;;75754.0;11975.0;63779.0;830807.0;178590.0;652217.0;956364.0;952667.0;56952.0;875276.0;20439.0;3697.0;577.0;3120.0;1138.0;1011.0;;127.0;0.0;19380.0;19380.0;17079.0;2301.0;;30231.0;1109.0;29122.0;2015224.0;;;;;;;;;;448782.0;15276.0;433506.0;658221.0;252354.0;405867.0;860835.0;784045.0;81207.0;702833.0;5.0;76790.0;;76790.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;30692.0;708.0;29984.0;1408.0
7757;Other financial institutions;Consolidated;Opening balance sheet;2005 2nd quarter;2074474.0;;;;114581.0;478.0;40766.0;73337.0;;;76599.0;12447.0;64152.0;846091.0;182279.0;663812.0;986253.0;982556.0;58846.0;902533.0;21177.0;3697.0;577.0;3120.0;1149.0;1011.0;;138.0;0.0;18858.0;18858.0;17079.0;1779.0;;30943.0;1111.0;29832.0;2091351.0;;;;;;;;;;452287.0;15844.0;436443.0;686203.0;264243.0;421960.0;900614.0;822443.0;87388.0;735050.0;5.0;78171.0;;78171.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;35553.0;681.0;34872.0;-16877.0
7758;Other financial institutions;Consolidated;Opening balance sheet;2005 3rd quarter;2133334.0;;;;117966.0;666.0;41381.0;75919.0;;;79405.0;12386.0;67019.0;855553.0;187581.0;667972.0;1024163.0;1020466.0;58869.0;940548.0;21049.0;3697.0;577.0;3120.0;1160.0;1011.0;;149.0;0.0;18547.0;18547.0;17079.0;1468.0;;36540.0;1212.0;35328.0;2171565.0;;;;;;;;;;462236.0;15419.0;446817.0;713457.0;272721.0;440736.0;940411.0;861267.0;93600.0;767661.0;6.0;79144.0;;79144.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;38767.0;871.0;37896.0;-38231.0
7759;Other financial institutions;Consolidated;Opening balance sheet;2005 4th quarter;2188523.0;;;;125671.0;854.0;42800.0;82017.0;;;79679.0;12473.0;67206.0;871974.0;190485.0;681489.0;1054279.0;1050582.0;59336.0;969303.0;21943.0;3697.0;577.0;3120.0;1172.0;1011.0;;161.0;0.0;17853.0;17853.0;17079.0;774.0;;37895.0;1245.0;36650.0;2232059.0;;;;;;;;;;457814.0;14239.0;443575.0;755284.0;294823.0;460461.0;960596.0;882629.0;101146.0;781477.0;6.0;77967.0;;77967.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;41671.0;774.0;40897.0;-43536.0
7760;Other financial institutions;Consolidated;Opening balance sheet;2005;2017082.0;;;;102958.0;290.0;38246.0;64422.0;;64422.0;75754.0;11975.0;63779.0;830807.0;178590.0;652217.0;956364.0;952667.0;56952.0;875276.0;20439.0;3697.0;577.0;3120.0;1138.0;1011.0;;127.0;0.0;19380.0;19380.0;17079.0;2301.0;;30681.0;1109.0;29572.0;2015674.0;;;;;;;;;;448782.0;15276.0;433506.0;658221.0;252354.0;405867.0;860835.0;784045.0;81207.0;702833.0;5.0;76790.0;;76790.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;31142.0;708.0;30434.0;1408.0
7761;Other financial institutions;Consolidated;Opening balance sheet;2006 1st quarter;2301893.0;;;;141771.0;1042.0;41744.0;98985.0;;;80016.0;10340.0;69676.0;912653.0;204512.0;708141.0;1110667.0;1102770.0;59128.0;1020549.0;23093.0;7897.0;577.0;7320.0;1183.0;1011.0;;172.0;0.0;17650.0;17650.0;17079.0;571.0;;37953.0;1219.0;36734.0;2350552.0;;;;;;;;;;473970.0;14256.0;459714.0;808021.0;314824.0;493197.0;1003879.0;920511.0;107233.0;813272.0;6.0;83368.0;;83368.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;47988.0;812.0;47176.0;-48659.0
7762;Other financial institutions;Consolidated;Opening balance sheet;2006 2nd quarter;2386616.0;;;;147347.0;915.0;40888.0;105544.0;;;76543.0;9951.0;66592.0;941720.0;224446.0;717274.0;1155908.0;1144079.0;56902.0;1063741.0;23436.0;11829.0;1719.0;10110.0;1146.0;962.0;;184.0;0.0;24172.0;24172.0;22750.0;1422.0;;39780.0;1138.0;38642.0;2424758.0;;;;;;;;;;491466.0;17505.0;473961.0;835608.0;345818.0;489790.0;1024618.0;937484.0;112699.0;824779.0;6.0;87134.0;;87134.0;0.0;;;0.0;;21043.0;20984.0;20984.0;;59.0;52023.0;856.0;51167.0;-38142.0
7763;Other financial institutions;Consolidated;Opening balance sheet;2006 3rd quarter;2529789.0;;;;149988.0;789.0;41421.0;107778.0;;;70479.0;8568.0;61911.0;958362.0;229929.0;728433.0;1277987.0;1262630.0;56515.0;1181858.0;24257.0;15357.0;2459.0;12898.0;1154.0;956.0;;198.0;0.0;31106.0;31106.0;30332.0;774.0;;40713.0;1074.0;39639.0;2573353.0;;;;;;;;;;509671.0;17509.0;492162.0;833120.0;335436.0;497684.0;1153518.0;1069857.0;115036.0;954815.0;6.0;83661.0;;83661.0;0.0;;;0.0;;22890.0;22831.0;22831.0;;59.0;54154.0;776.0;53378.0;-43564.0
7764;Other financial institutions;Consolidated;Opening balance sheet;2006 4th quarter;2617428.0;;;;155836.0;662.0;40292.0;114882.0;;;65778.0;6630.0;59148.0;986484.0;241119.0;745365.0;1336179.0;1318073.0;55456.0;1238461.0;24156.0;18106.0;2412.0;15694.0;1212.0;1002.0;;210.0;0.0;29290.0;29290.0;29614.0;-324.0;;42649.0;1166.0;41483.0;2679789.0;;;;;;;;;;522819.0;16459.0;506360.0;844473.0;340266.0;504207.0;1230435.0;1142746.0;136785.0;1005955.0;6.0;87689.0;;87689.0;0.0;;;0.0;;24770.0;24711.0;24711.0;;59.0;57292.0;836.0;56456.0;-62361.0
7765;Other financial institutions;Consolidated;Opening balance sheet;2006;2305400.0;;;;141771.0;1042.0;41744.0;98985.0;;98985.0;80016.0;10340.0;69676.0;912653.0;204512.0;708141.0;1110667.0;1102770.0;59128.0;1020549.0;23093.0;7897.0;577.0;7320.0;1183.0;1011.0;;172.0;0.0;17650.0;17650.0;17079.0;571.0;;41460.0;1219.0;40241.0;2354059.0;;;;;;;;;;473970.0;14256.0;459714.0;808021.0;314824.0;493197.0;1003879.0;920511.0;107233.0;813272.0;6.0;83368.0;;83368.0;0.0;;;0.0;;16694.0;16635.0;16635.0;;59.0;51495.0;812.0;50683.0;-48659.0
7766;Other financial institutions;Consolidated;Opening balance sheet;2007 1st quarter;2674424.0;;;;153742.0;536.0;39256.0;113950.0;;;61673.0;5125.0;56548.0;1029236.0;253618.0;775618.0;1354673.0;1333103.0;54136.0;1253466.0;25501.0;21570.0;3062.0;18508.0;1239.0;1017.0;;222.0;0.0;31983.0;31983.0;32124.0;-141.0;;41878.0;1332.0;40546.0;2742868.0;;;;;;;;;;553076.0;15204.0;537872.0;856779.0;346525.0;510254.0;1248043.0;1155170.0;145977.0;1009187.0;6.0;92873.0;;92873.0;0.0;;;0.0;;27399.0;27340.0;27340.0;;59.0;57571.0;875.0;56696.0;-68444.0
7767;Other financial institutions;Consolidated;Opening balance sheet;2007 2nd quarter;2766571.0;;;;165702.0;471.0;48415.0;116816.0;;;60230.0;4641.0;55589.0;1064448.0;256134.0;808314.0;1392294.0;1370164.0;53306.0;1291063.0;25795.0;22130.0;3102.0;19028.0;1245.0;1017.0;;228.0;0.0;37069.0;37069.0;36663.0;406.0;;45583.0;1461.0;44122.0;2799072.0;;;;;;;;;;587408.0;17404.0;570004.0;861386.0;361647.0;499739.0;1262272.0;1167125.0;147468.0;1019651.0;6.0;95147.0;;95147.0;0.0;;;0.0;;31133.0;31074.0;31074.0;;59.0;56873.0;954.0;55919.0;-32501.0
7768;Other financial institutions;Consolidated;Opening balance sheet;2007 3rd quarter;2891779.0;;;;159514.0;405.0;41169.0;117940.0;;;61382.0;4800.0;56582.0;1108979.0;257574.0;851405.0;1458490.0;1436954.0;54282.0;1362560.0;20112.0;21536.0;1988.0;19548.0;1252.0;1017.0;;235.0;0.0;58849.0;58849.0;56810.0;2039.0;;43313.0;1407.0;41906.0;2926935.0;;;;;;;;;;604414.0;18551.0;585863.0;882229.0;372342.0;509887.0;1341256.0;1253178.0;147349.0;1105823.0;6.0;88078.0;;88078.0;0.0;;;0.0;;42042.0;41983.0;41983.0;;59.0;56994.0;893.0;56101.0;-35156.0
7769;Other financial institutions;Consolidated;Opening balance sheet;2007 4th quarter;3041838.0;;;;195695.0;339.0;43684.0;151672.0;;;60299.0;5974.0;54325.0;1225214.0;264376.0;960838.0;1458250.0;1437845.0;58567.0;1359330.0;19948.0;20405.0;339.0;20066.0;1258.0;1017.0;;241.0;0.0;55206.0;55206.0;54580.0;626.0;;45916.0;1236.0;44680.0;3091309.0;;;;;;;;;;606499.0;16967.0;589532.0;1008882.0;400955.0;607927.0;1372827.0;1287480.0;110634.0;1176840.0;6.0;85347.0;;85347.0;0.0;;;0.0;;47190.0;47131.0;47131.0;;59.0;55911.0;835.0;55076.0;-49471.0
7770;Other financial institutions;Consolidated;Opening balance sheet;2007;2676193.0;;;;153742.0;536.0;39256.0;113950.0;;113950.0;61673.0;5125.0;56548.0;1029236.0;253618.0;775618.0;1354673.0;1333103.0;54136.0;1253466.0;25501.0;21570.0;3062.0;18508.0;1239.0;1017.0;;222.0;0.0;31983.0;31983.0;32124.0;-141.0;;43647.0;1332.0;42315.0;2744637.0;;;;;;;;;;553076.0;15204.0;537872.0;856779.0;346525.0;510254.0;1248043.0;1155170.0;145977.0;1009187.0;6.0;92873.0;;92873.0;0.0;;;0.0;;27399.0;27340.0;27340.0;;59.0;59340.0;875.0;58465.0;-68444.0
7771;Other financial institutions;Consolidated;Opening balance sheet;2008 1st quarter;3286472.0;;;;213080.0;274.0;41704.0;171102.0;;;62354.0;10194.0;52160.0;1295688.0;277605.0;1018083.0;1584716.0;1563206.0;126968.0;1415679.0;20559.0;21510.0;714.0;20796.0;1265.0;1017.0;;248.0;0.0;79666.0;79666.0;79041.0;625.0;;49703.0;1419.0;48284.0;3335118.0;;;;;;;;;;691600.0;16319.0;675281.0;1022440.0;392569.0;629871.0;1510688.0;1432022.0;104561.0;1327455.0;6.0;78666.0;;78666.0;0.0;;;0.0;;52354.0;52295.0;52295.0;;59.0;58036.0;929.0;57107.0;-48646.0
7772;Other financial institutions;Consolidated;Opening balance sheet;2008 2nd quarter;3365595.0;;;;243923.0;274.0;45365.0;198284.0;;;61370.0;9940.0;51430.0;1320164.0;284519.0;1035645.0;1605169.0;1584641.0;121579.0;1442031.0;21031.0;20528.0;511.0;20017.0;1134.0;939.0;;195.0;0.0;82749.0;82749.0;81959.0;790.0;;51086.0;1405.0;49681.0;3391587.0;;;;;;;;;;708285.0;21106.0;687179.0;1082231.0;428342.0;653889.0;1503475.0;1429948.0;89809.0;1340133.0;6.0;73527.0;;73527.0;42.0;;;42.0;;44186.0;44127.0;44127.0;;59.0;53368.0;1000.0;52368.0;-25992.0
7773;Other financial institutions;Consolidated;Opening balance sheet;2008 3rd quarter;3432824.0;;;;237133.0;274.0;54179.0;182680.0;;;64106.0;13414.0;50692.0;1369414.0;281953.0;1087461.0;1619595.0;1600162.0;48613.0;1530670.0;20879.0;19433.0;428.0;19005.0;1100.0;959.0;;141.0;0.0;88872.0;88872.0;87248.0;1624.0;;52604.0;1472.0;51132.0;3459906.0;;;;;;;;;;753873.0;25018.0;728855.0;1096067.0;415715.0;680352.0;1510249.0;1440245.0;74699.0;1365540.0;6.0;70004.0;;70004.0;85.0;;;85.0;;42973.0;42914.0;42914.0;;59.0;56659.0;934.0;55725.0;-27082.0
7774;Other financial institutions;Consolidated;Opening balance sheet;2008 4th quarter;3480095.0;;;;247551.0;275.0;45923.0;201353.0;;;66883.0;16550.0;50333.0;1370213.0;287078.0;1083135.0;1666868.0;1650034.0;44430.0;1584743.0;20861.0;16834.0;579.0;16255.0;1040.0;952.0;;88.0;0.0;79977.0;79977.0;80121.0;-144.0;;47563.0;1403.0;46160.0;3480810.0;;;;;;;;;;747605.0;28779.0;718826.0;1117195.0;414146.0;703049.0;1527520.0;1461932.0;51256.0;1410670.0;6.0;65588.0;;65588.0;128.0;;;128.0;;31397.0;31338.0;31338.0;;59.0;56965.0;929.0;56036.0;-715.0
7775;Other financial institutions;Consolidated;Opening balance sheet;2008;3283598.0;;;;213080.0;274.0;41704.0;171102.0;;171102.0;62354.0;10194.0;52160.0;1295688.0;277605.0;1018083.0;1584716.0;1563206.0;126968.0;1415679.0;20559.0;21510.0;714.0;20796.0;1265.0;1017.0;;248.0;0.0;79666.0;79666.0;79041.0;625.0;;46829.0;1419.0;45410.0;3332244.0;;;;;;;;;;691600.0;16319.0;675281.0;1022440.0;392569.0;629871.0;1510688.0;1432022.0;104561.0;1327455.0;6.0;78666.0;;78666.0;0.0;;;0.0;;52354.0;52295.0;52295.0;;59.0;55162.0;929.0;54233.0;-48646.0
7776;Other financial institutions;Consolidated;Opening balance sheet;2009 1st quarter;3527535.0;;;;236625.0;275.0;38927.0;197423.0;;;114682.0;14655.0;100027.0;1391796.0;271323.0;1120473.0;1679021.0;1661908.0;66988.0;1585820.0;9100.0;17113.0;239.0;16874.0;1084.0;1050.0;;34.0;0.0;50328.0;50328.0;55559.0;-5231.0;;53999.0;1386.0;52613.0;3538683.0;;;;;;;;;;777274.0;26331.0;750943.0;1072735.0;394423.0;678312.0;1605792.0;1443708.0;27704.0;1415998.0;6.0;162084.0;;162084.0;170.0;;;170.0;;26488.0;26429.0;26429.0;;59.0;56224.0;948.0;55276.0;-11148.0
7777;Other financial institutions;Consolidated;Opening balance sheet;2009 2nd quarter;3632297.0;;;;250622.0;278.0;63897.0;186447.0;;;107761.0;10577.0;97184.0;1429219.0;277941.0;1151278.0;1731434.0;1713160.0;64243.0;1639422.0;9495.0;18274.0;2014.0;16260.0;1219.0;1172.0;;47.0;0.0;55497.0;55497.0;58199.0;-2702.0;;56545.0;1178.0;55367.0;3641982.0;;;;;;;;;;809084.0;20196.0;788888.0;1104121.0;410257.0;693864.0;1642992.0;1489010.0;31559.0;1457445.0;6.0;153982.0;;153982.0;130.0;;;130.0;;23678.0;23619.0;23619.0;;59.0;61977.0;926.0;61051.0;-9685.0
7778;Other financial institutions;Consolidated;Opening balance sheet;2009 3rd quarter;3696264.0;;;;246314.0;281.0;67272.0;178761.0;;;177080.0;13774.0;163306.0;1363154.0;290598.0;1072556.0;1789376.0;1769376.0;76501.0;1683000.0;9875.0;20000.0;4430.0;15570.0;1282.0;1221.0;;61.0;0.0;52183.0;52183.0;52638.0;-455.0;;66875.0;1134.0;65741.0;3698292.0;;;;;;;;;;822879.0;18334.0;804545.0;1003256.0;388749.0;614507.0;1764484.0;1526241.0;34220.0;1492014.0;7.0;238243.0;;238243.0;90.0;;;90.0;;23377.0;23318.0;23318.0;;59.0;84206.0;794.0;83412.0;-2028.0
7779;Other financial institutions;Consolidated;Opening balance sheet;2009 4th quarter;3826644.0;;;;240481.0;285.0;61250.0;178946.0;;;199098.0;14951.0;184147.0;1378009.0;301795.0;1076214.0;1880125.0;1855625.0;167385.0;1678018.0;10222.0;24500.0;3905.0;20595.0;1154.0;1080.0;;74.0;0.0;59303.0;59303.0;60561.0;-1258.0;;68474.0;1226.0;67248.0;3825841.0;;;;;;;;;;804360.0;14813.0;789547.0;1027758.0;411524.0;616234.0;1876230.0;1517730.0;36586.0;1481137.0;7.0;358500.0;;358500.0;50.0;;;50.0;;31661.0;31602.0;31602.0;;59.0;85782.0;785.0;84997.0;803.0
7780;Other financial institutions;Consolidated;Opening balance sheet;2009;3525217.0;;;;236625.0;275.0;38927.0;197423.0;;197423.0;114682.0;14655.0;100027.0;1391796.0;271323.0;1120473.0;1679021.0;1661908.0;66988.0;1585820.0;9100.0;17113.0;239.0;16874.0;1084.0;1050.0;;34.0;0.0;50328.0;50328.0;55559.0;-5231.0;;51681.0;1386.0;50295.0;3536365.0;;;;;;;;;;777274.0;26331.0;750943.0;1072735.0;394423.0;678312.0;1605792.0;1443708.0;27704.0;1415998.0;6.0;162084.0;;162084.0;170.0;;;170.0;;26488.0;26429.0;26429.0;;59.0;53906.0;948.0;52958.0;-11148.0
7781;Other financial institutions;Consolidated;Opening balance sheet;2010 1st quarter;4074211.0;;;;227807.0;289.0;57694.0;169824.0;;169824.0;202811.0;14710.0;188101.0;1412240.0;314089.0;1098151.0;2096391.0;2071366.0;192995.0;1867968.0;10403.0;25025.0;4701.0;20324.0;1119.0;1032.0;;87.0;0.0;65256.0;65256.0;67127.0;-1871.0;;68587.0;1053.0;67534.0;4093738.0;;;;;;;;;;846424.0;12369.0;834055.0;1031672.0;411753.0;619919.0;2085549.0;1703199.0;171398.0;1531794.0;7.0;382350.0;;382350.0;10.0;;;10.0;;38042.0;37983.0;37983.0;;59.0;92041.0;888.0;91153.0;-19527.0
7782;Other financial institutions;Consolidated;Opening balance sheet;2010 2nd quarter;4150481.0;;;;234012.0;289.0;74504.0;159219.0;;159219.0;207533.0;12624.0;194909.0;1400132.0;313834.0;1086298.0;2161618.0;2125082.0;194398.0;1920182.0;10502.0;36536.0;4001.0;32535.0;1193.0;1065.0;;128.0;0.0;65187.0;65187.0;65132.0;55.0;;80806.0;1181.0;79625.0;4186099.0;;;;;;;;;;849883.0;14667.0;835216.0;1027886.0;404234.0;623652.0;2172743.0;1746241.0;190593.0;1555641.0;7.0;426502.0;;426502.0;3.0;;;3.0;;34036.0;33959.0;33959.0;;77.0;101548.0;975.0;100573.0;-35618.0
7783;Other financial institutions;Consolidated;Opening balance sheet;2010 3rd quarter;4223423.0;;;;246092.0;289.0;74450.0;171353.0;;171353.0;205799.0;12599.0;193200.0;1429087.0;318311.0;1110776.0;2215447.0;2175483.0;179036.0;1985879.0;10568.0;39964.0;5826.0;34138.0;1179.0;1049.0;;130.0;0.0;47204.0;47204.0;60827.0;-13623.0;;78615.0;1216.0;77399.0;4260617.0;;;;;;;;;;844080.0;17352.0;826728.0;1061258.0;411932.0;649326.0;2222992.0;1809966.0;184116.0;1625843.0;7.0;413026.0;;413026.0;3.0;;;3.0;;29867.0;29773.0;29773.0;;94.0;102417.0;1052.0;101365.0;-37194.0
7784;Other financial institutions;Consolidated;Opening balance sheet;2010 4th quarter;4296655.0;;;;246834.0;289.0;74697.0;171848.0;;171848.0;208538.0;12557.0;195981.0;1437890.0;332761.0;1105129.0;2277318.0;2238681.0;188338.0;2039802.0;10541.0;38637.0;5660.0;32977.0;1055.0;1033.0;;22.0;0.0;53460.0;53460.0;58763.0;-5303.0;;71560.0;1291.0;70269.0;4340040.0;;;;;;;;;;850836.0;17698.0;833138.0;1069884.0;424950.0;644934.0;2285068.0;1860935.0;198423.0;1662505.0;7.0;424133.0;;424133.0;2.0;;;2.0;;26898.0;26787.0;26787.0;;111.0;107352.0;1140.0;106212.0;-43385.0
