ID;Geslacht;Leeftijd;MboSectoren;BedrijfstakkenSBI20081JaarEerder;Perioden;InstromersTotaal_1;Entreeopleiding_2;Niveau2_3;Niveau3_4;Niveau4_5;BeroepsopleidendeLeerwegBol_6;BeroepsbegeleidendeLeerwegBbl_7;BolEntreeopleiding_8;BolNiveau2_9;BolNiveau3_10;BolNiveau4_11;BblEntreeopleiding_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
6710;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2011/'12;3;0;1;1;1;0;3;0;0;0;0;0;1;1;1
6711;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2012/'13;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0
6712;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2013/'14;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0
6713;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6714;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2015/'16;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1
6715;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6716;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2017/'18;2;0;0;1;1;0;2;0;0;0;0;0;0;1;1
6717;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2018/'19;6;0;0;3;3;0;6;0;0;0;0;0;0;3;3
6718;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2019/'20;7;0;2;2;3;0;7;0;0;0;0;0;2;2;3
6719;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2020/'21;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0
6720;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2009/'10;143;11;54;51;27;42;101;2;20;14;6;9;34;37;21
6721;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2010/'11;97;2;30;45;20;26;71;1;11;5;9;1;19;40;11
6722;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2011/'12;110;16;37;44;13;13;97;0;5;4;4;16;32;40;9
6723;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2012/'13;81;3;28;36;14;11;70;1;7;1;2;2;21;35;12
6724;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2013/'14;29;1;7;13;8;5;24;0;2;0;3;1;5;13;5
6725;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2014/'15;17;0;8;8;1;6;11;0;3;3;0;0;5;5;1
6726;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2015/'16;15;0;4;8;3;1;14;0;0;1;0;0;4;7;3
6727;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2016/'17;51;0;16;26;9;2;49;0;0;2;0;0;16;24;9
6728;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2017/'18;113;0;11;81;21;4;109;0;0;4;0;0;11;77;21
6729;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2018/'19;154;0;34;79;41;5;149;0;3;1;1;0;31;78;40
6730;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2019/'20;185;0;47;85;53;2;183;0;0;2;0;0;47;83;53
6731;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2020/'21;137;0;28;70;39;2;135;0;2;0;0;0;26;70;39
6732;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2009/'10;1238;73;335;540;290;65;1173;0;16;22;27;73;319;518;263
6733;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2010/'11;1112;43;260;459;350;71;1041;0;19;15;37;43;241;444;313
6734;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2011/'12;1002;36;310;431;225;60;942;0;9;18;33;36;301;413;192
6735;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2012/'13;921;28;303;398;192;32;889;0;15;3;14;28;288;395;178
6736;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2013/'14;591;6;194;259;132;22;569;0;6;6;10;6;188;253;122
6737;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2014/'15;411;1;81;232;97;3;408;0;1;1;1;1;80;231;96
6738;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2015/'16;442;0;55;271;116;6;436;0;1;3;2;0;54;268;114
6739;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2016/'17;808;0;83;459;266;5;803;0;0;4;1;0;83;455;265
6740;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2017/'18;805;0;119;376;310;8;797;0;1;7;0;0;118;369;310
6741;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2018/'19;849;0;174;344;331;4;845;0;1;2;1;0;173;342;330
6742;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2019/'20;693;0;129;265;299;5;688;0;0;2;3;0;129;263;296
6743;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2020/'21;632;0;127;224;281;2;630;0;1;0;1;0;126;224;280
6744;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2009/'10;37;2;13;12;10;16;21;0;6;5;5;2;7;7;5
6745;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2010/'11;42;1;9;16;16;12;30;0;3;1;8;1;6;15;8
6746;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2011/'12;43;4;9;17;13;10;33;0;3;1;6;4;6;16;7
6747;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2012/'13;43;4;11;22;6;4;39;0;2;0;2;4;9;22;4
6748;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2013/'14;19;5;3;7;4;0;19;0;0;0;0;5;3;7;4
6749;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2014/'15;4;2;0;2;0;0;4;0;0;0;0;2;0;2;0
6750;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2015/'16;10;0;1;8;1;1;9;0;0;1;0;0;1;7;1
6751;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2016/'17;21;0;1;10;10;2;19;0;0;1;1;0;1;9;9
6752;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2017/'18;38;0;0;28;10;0;38;0;0;0;0;0;0;28;10
6753;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2018/'19;60;0;4;37;19;0;60;0;0;0;0;0;4;37;19
6754;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2019/'20;74;0;16;33;25;0;74;0;0;0;0;0;16;33;25
6755;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2020/'21;76;0;13;43;20;2;74;0;0;1;1;0;13;42;19
6756;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2009/'10;47;1;18;17;11;21;26;0;13;4;4;1;5;13;7
6757;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2010/'11;37;0;10;10;17;11;26;0;4;2;5;0;6;8;12
6758;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2011/'12;26;4;1;15;6;9;17;1;1;3;4;3;0;12;2
6759;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2012/'13;32;1;8;9;14;7;25;0;2;0;5;1;6;9;9
6760;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2013/'14;25;0;3;7;15;5;20;0;2;2;1;0;1;5;14
6761;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2014/'15;6;0;1;3;2;1;5;0;1;0;0;0;0;3;2
6762;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6763;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2016/'17;8;0;1;5;2;1;7;0;0;1;0;0;1;4;2
6764;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2017/'18;10;0;1;6;3;1;9;0;0;0;1;0;1;6;2
6765;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2018/'19;14;0;2;9;3;0;14;0;0;0;0;0;2;9;3
6766;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2019/'20;10;0;0;4;6;0;10;0;0;0;0;0;0;4;6
6767;Totaal mannen en vrouwen;45 tot 50 jaar;Sector zorg en welzijn;SBI-code onbekend;2020/'21;7;0;2;3;2;1;6;0;0;1;0;0;2;2;2
6768;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2009/'10;338;285;38;12;3;9;329;9;0;0;0;276;38;12;3
6769;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2010/'11;307;281;22;4;0;5;302;5;0;0;0;276;22;4;0
6770;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2011/'12;263;238;13;11;1;5;258;5;0;0;0;233;13;11;1
6771;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2012/'13;173;165;8;0;0;4;169;4;0;0;0;161;8;0;0
6772;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2013/'14;98;98;0;0;0;1;97;1;0;0;0;97;0;0;0
6773;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2014/'15;52;52;0;0;0;1;51;1;0;0;0;51;0;0;0
6774;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2015/'16;29;29;0;0;0;1;28;1;0;0;0;28;0;0;0
6775;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2016/'17;60;60;0;0;0;0;60;0;0;0;0;60;0;0;0
6776;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2017/'18;44;44;0;0;0;1;43;1;0;0;0;43;0;0;0
6777;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2018/'19;52;51;1;0;0;2;50;2;0;0;0;49;1;0;0
6778;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2019/'20;73;69;4;0;0;3;70;3;0;0;0;66;4;0;0
6779;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2020/'21;51;49;2;0;0;6;45;6;0;0;0;43;2;0;0
6780;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2009/'10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6781;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2010/'11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6782;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2011/'12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6783;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2012/'13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6784;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2013/'14;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6785;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6786;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2015/'16;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6787;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2016/'17;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6788;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6789;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6790;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2019/'20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6791;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2020/'21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6792;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2009/'10;210;175;29;6;0;0;210;0;0;0;0;175;29;6;0
6793;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2010/'11;225;215;8;2;0;0;225;0;0;0;0;215;8;2;0
6794;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2011/'12;181;172;6;3;0;0;181;0;0;0;0;172;6;3;0
6795;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2012/'13;104;103;1;0;0;0;104;0;0;0;0;103;1;0;0
6796;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2013/'14;44;44;0;0;0;0;44;0;0;0;0;44;0;0;0
6797;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2014/'15;15;15;0;0;0;0;15;0;0;0;0;15;0;0;0
6798;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2015/'16;11;11;0;0;0;0;11;0;0;0;0;11;0;0;0
6799;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2016/'17;35;35;0;0;0;0;35;0;0;0;0;35;0;0;0
6800;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2017/'18;14;14;0;0;0;1;13;1;0;0;0;13;0;0;0
6801;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2018/'19;9;9;0;0;0;0;9;0;0;0;0;9;0;0;0
6802;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2019/'20;13;13;0;0;0;0;13;0;0;0;0;13;0;0;0
6803;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2020/'21;2;1;1;0;0;0;2;0;0;0;0;1;1;0;0
6804;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2009/'10;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0
6805;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2010/'11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6806;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2011/'12;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6807;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2012/'13;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
6808;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2013/'14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6809;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6810;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2015/'16;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6811;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6812;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6813;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2018/'19;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6814;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2019/'20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6815;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;F Bouwnijverheid;2020/'21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6816;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2009/'10;25;11;8;3;3;3;22;3;0;0;0;8;8;3;3
6817;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2010/'11;18;5;11;2;0;0;18;0;0;0;0;5;11;2;0
6818;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2011/'12;12;7;2;3;0;1;11;1;0;0;0;6;2;3;0
6819;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2012/'13;8;3;5;0;0;0;8;0;0;0;0;3;5;0;0
6820;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2013/'14;2;2;0;0;0;1;1;1;0;0;0;1;0;0;0
6821;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2014/'15;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6822;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2015/'16;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6823;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2016/'17;4;4;0;0;0;0;4;0;0;0;0;4;0;0;0
6824;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2017/'18;4;4;0;0;0;0;4;0;0;0;0;4;0;0;0
6825;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2018/'19;3;3;0;0;0;0;3;0;0;0;0;3;0;0;0
6826;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2019/'20;9;9;0;0;0;2;7;2;0;0;0;7;0;0;0
6827;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;G-I Handel, vervoer en horeca;2020/'21;6;6;0;0;0;2;4;2;0;0;0;4;0;0;0
6828;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2009/'10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6829;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2010/'11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6830;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2011/'12;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0
6831;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2012/'13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6832;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2013/'14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6833;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6834;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6835;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6836;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6837;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6838;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2019/'20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6839;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;J Informatie en communicatie;2020/'21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6840;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2009/'10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6841;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2010/'11;4;4;0;0;0;0;4;0;0;0;0;4;0;0;0
6842;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2011/'12;3;1;2;0;0;0;3;0;0;0;0;1;2;0;0
6843;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2012/'13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6844;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2013/'14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6845;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6846;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6847;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6848;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6849;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6850;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2019/'20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6851;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;K Financiële dienstverlening;2020/'21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6852;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2009/'10;5;5;0;0;0;0;5;0;0;0;0;5;0;0;0
6853;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2010/'11;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
6854;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2011/'12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6855;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2012/'13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6856;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2013/'14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6857;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6858;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6859;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6860;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6861;Totaal mannen en vrouwen;45 tot 50 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
