ID;Geslacht;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
734;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;217310
735;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;217900
736;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;219420
737;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;229110
738;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;227760
739;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;219390
740;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;210510
741;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;205360
742;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;170570
743;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;173870
744;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;184850
745;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;190210
746;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;189570
747;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;191960
748;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;195030
749;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;195330
750;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;195640
751;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;204120
752;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;202220
753;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;194070
754;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;185280
755;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;179830
756;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;23610
757;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;20840
758;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;20240
759;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;18850
760;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;18180
761;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;18180
762;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;18720
763;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;18850
764;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;19940
765;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;20890
766;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;21390
767;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;21010
768;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;20720
769;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;20730
770;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;6190
771;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;5540
772;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;4960
773;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;4410
774;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;4030
775;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;3760
776;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;3560
777;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;3720
778;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;3840
779;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;4100
780;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;4150
781;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;4310
782;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;4500
783;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;4790
784;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;3600
785;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;3340
786;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;3570
787;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;3730
788;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;3820
789;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;3850
790;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;4090
791;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;4520
792;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;4800
793;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;5050
794;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;5360
795;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;5460
796;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;5530
797;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;5760
798;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;680
799;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;670
800;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;770
801;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;960
802;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;940
803;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;1020
804;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;1270
805;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;1470
806;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;1680
807;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;1920
808;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;2110
809;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;2220
810;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;2350
811;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;2510
812;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;2650
813;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;2390
814;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;2540
815;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;2510
816;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;2630
817;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;2570
818;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;2550
819;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;2700
820;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;2740
821;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;2710
822;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;2840
823;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;2830
824;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;2770
825;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;2850
826;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;270
827;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;270
828;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;270
829;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;270
830;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;250
831;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;260
832;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;280
833;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;350
834;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;380
835;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;430
836;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;410
837;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;420
838;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;410
839;Mannen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;400
840;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;118890
841;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;117130
842;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;121660
843;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;124270
844;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;127620
845;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;130640
846;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;135850
847;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;141730
848;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;145910
849;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;155990
850;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;160040
851;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;159540
852;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;158540
853;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;157160
854;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2011/'12;114580
855;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2012/'13;113750
856;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2013/'14;118510
857;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2014/'15;121370
858;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2015/'16;124890
859;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2016/'17;128110
860;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2017/'18;133310
861;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2018/'19;139230
862;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2019/'20;143580
863;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2020/'21;153490
864;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2021/'22;157490
865;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2022/'23;157170
866;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2023/'24;156250
867;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2024/'25;154980
868;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;4180
869;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;3240
870;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;3020
871;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;2770
872;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;2590
873;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;2390
874;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;2370
875;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;2330
876;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;2150
877;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;2320
878;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;2390
879;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;2240
880;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;2150
881;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;2040
882;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2011/'12;130
883;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2012/'13;130
884;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2013/'14;130
885;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2014/'15;130
886;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2015/'16;150
887;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2016/'17;140
888;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2017/'18;170
889;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2018/'19;170
890;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2019/'20;180
891;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2020/'21;180
892;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2021/'22;170
893;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2022/'23;140
894;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2023/'24;140
895;Mannen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2024/'25;140
896;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;80020
897;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;76380
898;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;78390
899;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;79620
900;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;80010
901;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;81680
902;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;85350
903;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;89320
904;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;92520
905;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;98070
906;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;100280
907;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;101650
908;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;102370
909;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;100910
910;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;78140
911;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;75090
912;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;77300
913;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;78670
914;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;79160
915;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;80900
916;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;84560
917;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;88530
918;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;91830
919;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;97310
920;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;99480
921;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;100920
922;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;101680
923;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;100290
924;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;1870
925;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;1290
926;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;1090
927;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;950
928;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;850
929;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;770
930;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;790
931;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;780
932;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;700
933;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;770
934;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;800
935;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;730
936;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;690
937;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;620
938;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;0
939;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;0
940;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;0
941;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;0
942;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;0
943;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;0
944;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;0
945;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;0
946;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;0
947;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;0
948;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;0
949;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;0
950;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;0
951;Mannen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;0
952;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;38870
953;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;40750
954;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;43280
955;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;44650
956;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;47610
957;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;48970
958;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;50490
959;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;52420
960;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;53390
961;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;57910
962;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;59760
963;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;57890
964;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;56170
965;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;56250
966;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;36430
967;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;38660
968;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;41210
969;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;42700
970;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;45730
971;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;47210
972;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;48740
973;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;50700
974;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;51750
975;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;56190
976;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;58010
977;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;56250
978;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;54570
979;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;54690
980;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;2310
981;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;1960
982;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;1930
983;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;1820
984;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;1730
985;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;1620
986;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;1580
987;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;1550
988;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;1450
989;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;1550
990;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;1590
991;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;1510
992;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;1460
993;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;1420
994;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;130
