ID;Huishoudenskenmerken;Perioden;ZeerMoeilijkRondkomen_1;MaandelijkseWoonkostenZijnZwareLast_2;LeningenZijnZwareLast_3;EenWarmeMaaltijdOmDeAndereDag_4;HetRegelmatigKopenVanNieuweKleding_5;HetVerwarmenVanHetHuis_6;HetVervangenVanVersletenMeubels_7;HetTeEtenVragenVanFamilieKennissen_8;JaarlijksEenWeekVakantie_9;OnverwachteNoodzakelijkeUitgaven_10;MinstensEenVanDeGenoemdeItems_11;HuurOfHypotheek_12;GasWaterEnElektriciteit_13;OpAfbetalingGekochteArtikelen_14;OpMinstensEenVanDeGenoemdeItems_15
748;Stedelijkheid: niet stedelijk;2012;12;10;2;2;12;2;17;7;15;16;27;3;2;0;3
749;Stedelijkheid: niet stedelijk;2013;13;10;2;1;15;3;21;7;18;17;32;2;3;0;3
750;Stedelijkheid: niet stedelijk;2014;12;9;1;2;12;2;18;7;16;17;27;2;2;0;3
751;Stedelijkheid: niet stedelijk;2015;9;8;1;3;12;1;18;7;13;16;27;1;0;0;1
752;Stedelijkheid: niet stedelijk;2016;13;10;2;4;11;1;18;10;16;16;29;3;2;0;3
753;Stedelijkheid: niet stedelijk;2017;11;10;2;2;11;2;15;10;14;16;27;2;1;1;3
754;Stedelijkheid: niet stedelijk;2018;10;9;1;2;13;1;17;13;16;18;29;1;1;0;2
755;Stedelijkheid: niet stedelijk;2019;9;10;1;2;13;2;19;10;13;18;32;1;1;0;2
756;Stedelijkheid: niet stedelijk;2020;7;6;1;1;10;2;14;9;11;14;27;1;1;0;1
757;Stedelijkheid: niet stedelijk;2021;5;4;1;1;11;3;14;11;15;13;26;2;1;1;3
758;Stedelijkheid: niet stedelijk;2022;7;6;1;2;13;8;16;11;13;12;27;1;1;0;1
759;Stedelijkheid: niet stedelijk;2023;7;5;1;2;12;6;17;11;13;11;27;1;0;1;2
