ID;Bedrijfsgroep;Geslacht;BurgerlijkeStaat;Personen_1
7691;XXI, 2. Tramwegen;Totaal mannen en vrouwen;Gescheiden van echt;58
7692;XXI, 2. Tramwegen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7693;XXI, 2. Tramwegen;Mannen;Totaal alle burgerlijke staten;13912
7694;XXI, 2. Tramwegen;Mannen;Ongehuwd;2002
7695;XXI, 2. Tramwegen;Mannen;Gehuwd;11638
7696;XXI, 2. Tramwegen;Mannen;Gescheiden van tafel en bed;22
7697;XXI, 2. Tramwegen;Mannen;Weduwstaat;193
7698;XXI, 2. Tramwegen;Mannen;Gescheiden van echt;57
7699;XXI, 2. Tramwegen;Mannen;Burgerlijke staat onbekend;0
7700;XXI, 2. Tramwegen;Vrouwen;Totaal alle burgerlijke staten;195
7701;XXI, 2. Tramwegen;Vrouwen;Ongehuwd;151
7702;XXI, 2. Tramwegen;Vrouwen;Gehuwd;25
7703;XXI, 2. Tramwegen;Vrouwen;Gescheiden van tafel en bed;1
7704;XXI, 2. Tramwegen;Vrouwen;Weduwstaat;17
7705;XXI, 2. Tramwegen;Vrouwen;Gescheiden van echt;1
7706;XXI, 2. Tramwegen;Vrouwen;Burgerlijke staat onbekend;0
7707;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;3104
7708;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Ongehuwd;1138
7709;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Gehuwd;1922
7710;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;3
7711;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Weduwstaat;34
7712;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Gescheiden van echt;7
7713;XXI, 3. Autobusondernemingen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7714;XXI, 3. Autobusondernemingen;Mannen;Totaal alle burgerlijke staten;3070
7715;XXI, 3. Autobusondernemingen;Mannen;Ongehuwd;1115
7716;XXI, 3. Autobusondernemingen;Mannen;Gehuwd;1920
7717;XXI, 3. Autobusondernemingen;Mannen;Gescheiden van tafel en bed;3
7718;XXI, 3. Autobusondernemingen;Mannen;Weduwstaat;25
7719;XXI, 3. Autobusondernemingen;Mannen;Gescheiden van echt;7
7720;XXI, 3. Autobusondernemingen;Mannen;Burgerlijke staat onbekend;0
7721;XXI, 3. Autobusondernemingen;Vrouwen;Totaal alle burgerlijke staten;34
7722;XXI, 3. Autobusondernemingen;Vrouwen;Ongehuwd;23
7723;XXI, 3. Autobusondernemingen;Vrouwen;Gehuwd;2
7724;XXI, 3. Autobusondernemingen;Vrouwen;Gescheiden van tafel en bed;0
7725;XXI, 3. Autobusondernemingen;Vrouwen;Weduwstaat;9
7726;XXI, 3. Autobusondernemingen;Vrouwen;Gescheiden van echt;0
7727;XXI, 3. Autobusondernemingen;Vrouwen;Burgerlijke staat onbekend;0
7728;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;15010
7729;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Ongehuwd;7604
7730;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Gehuwd;7013
7731;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Gescheiden van tafel en bed;43
7732;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Weduwstaat;161
7733;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Gescheiden van echt;189
7734;XXI, 4. Autoverhuurinr. en autogarages;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7735;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Totaal alle burgerlijke staten;14818
7736;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Ongehuwd;7472
7737;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Gehuwd;6989
7738;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Gescheiden van tafel en bed;40
7739;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Weduwstaat;133
7740;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Gescheiden van echt;184
7741;XXI, 4. Autoverhuurinr. en autogarages;Mannen;Burgerlijke staat onbekend;0
7742;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Totaal alle burgerlijke staten;192
7743;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Ongehuwd;132
7744;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Gehuwd;24
7745;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Gescheiden van tafel en bed;3
7746;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Weduwstaat;28
7747;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Gescheiden van echt;5
7748;XXI, 4. Autoverhuurinr. en autogarages;Vrouwen;Burgerlijke staat onbekend;0
7749;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;538
7750;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Ongehuwd;114
7751;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Gehuwd;358
7752;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;5
7753;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Weduwstaat;46
7754;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Gescheiden van echt;15
7755;XXI, 6. Rijwielbewaarplaatsen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7756;XXI, 6. Rijwielbewaarplaatsen;Mannen;Totaal alle burgerlijke staten;498
7757;XXI, 6. Rijwielbewaarplaatsen;Mannen;Ongehuwd;112
7758;XXI, 6. Rijwielbewaarplaatsen;Mannen;Gehuwd;339
7759;XXI, 6. Rijwielbewaarplaatsen;Mannen;Gescheiden van tafel en bed;4
7760;XXI, 6. Rijwielbewaarplaatsen;Mannen;Weduwstaat;32
7761;XXI, 6. Rijwielbewaarplaatsen;Mannen;Gescheiden van echt;11
7762;XXI, 6. Rijwielbewaarplaatsen;Mannen;Burgerlijke staat onbekend;0
7763;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Totaal alle burgerlijke staten;40
7764;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Ongehuwd;2
7765;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Gehuwd;19
7766;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Gescheiden van tafel en bed;1
7767;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Weduwstaat;14
7768;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Gescheiden van echt;4
7769;XXI, 6. Rijwielbewaarplaatsen;Vrouwen;Burgerlijke staat onbekend;0
7770;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;18
7771;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Ongehuwd;8
7772;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Gehuwd;9
7773;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
7774;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Weduwstaat;1
7775;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Gescheiden van echt;0
7776;XXI, 7. Omnibusdiensten, paardentrams;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7777;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Totaal alle burgerlijke staten;16
7778;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Ongehuwd;6
7779;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Gehuwd;9
7780;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Gescheiden van tafel en bed;0
7781;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Weduwstaat;1
7782;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Gescheiden van echt;0
7783;XXI, 7. Omnibusdiensten, paardentrams;Mannen;Burgerlijke staat onbekend;0
7784;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Totaal alle burgerlijke staten;2
7785;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Ongehuwd;2
7786;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Gehuwd;0
7787;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Gescheiden van tafel en bed;0
7788;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Weduwstaat;0
7789;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Gescheiden van echt;0
7790;XXI, 7. Omnibusdiensten, paardentrams;Vrouwen;Burgerlijke staat onbekend;0
7791;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1373
7792;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Ongehuwd;363
7793;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Gehuwd;875
7794;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;4
7795;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Weduwstaat;105
7796;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Gescheiden van echt;26
7797;XXI, 8. Stalhouderijen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7798;XXI, 8. Stalhouderijen;Mannen;Totaal alle burgerlijke staten;1349
7799;XXI, 8. Stalhouderijen;Mannen;Ongehuwd;353
7800;XXI, 8. Stalhouderijen;Mannen;Gehuwd;874
7801;XXI, 8. Stalhouderijen;Mannen;Gescheiden van tafel en bed;4
7802;XXI, 8. Stalhouderijen;Mannen;Weduwstaat;92
7803;XXI, 8. Stalhouderijen;Mannen;Gescheiden van echt;26
7804;XXI, 8. Stalhouderijen;Mannen;Burgerlijke staat onbekend;0
7805;XXI, 8. Stalhouderijen;Vrouwen;Totaal alle burgerlijke staten;24
7806;XXI, 8. Stalhouderijen;Vrouwen;Ongehuwd;10
7807;XXI, 8. Stalhouderijen;Vrouwen;Gehuwd;1
7808;XXI, 8. Stalhouderijen;Vrouwen;Gescheiden van tafel en bed;0
7809;XXI, 8. Stalhouderijen;Vrouwen;Weduwstaat;13
7810;XXI, 8. Stalhouderijen;Vrouwen;Gescheiden van echt;0
7811;XXI, 8. Stalhouderijen;Vrouwen;Burgerlijke staat onbekend;0
7812;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Totaal alle burgerlijke staten;403
7813;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Ongehuwd;214
7814;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Gehuwd;176
7815;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
7816;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Weduwstaat;6
7817;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Gescheiden van echt;7
7818;XXI, 9. Luchtvaart (excl. mil. luchtv.);Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7819;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Totaal alle burgerlijke staten;372
7820;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Ongehuwd;191
7821;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Gehuwd;174
7822;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Gescheiden van tafel en bed;0
7823;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Weduwstaat;2
7824;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Gescheiden van echt;5
7825;XXI, 9. Luchtvaart (excl. mil. luchtv.);Mannen;Burgerlijke staat onbekend;0
7826;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Totaal alle burgerlijke staten;31
7827;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Ongehuwd;23
7828;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Gehuwd;2
7829;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Gescheiden van tafel en bed;0
7830;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Weduwstaat;4
7831;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Gescheiden van echt;2
7832;XXI, 9. Luchtvaart (excl. mil. luchtv.);Vrouwen;Burgerlijke staat onbekend;0
7833;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;27201
7834;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Ongehuwd;13869
7835;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Gehuwd;12470
7836;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Gescheiden van tafel en bed;34
7837;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Weduwstaat;433
7838;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Gescheiden van echt;395
7839;XXI, 10. Zeescheepvaart;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7840;XXI, 10. Zeescheepvaart;Mannen;Totaal alle burgerlijke staten;26569
7841;XXI, 10. Zeescheepvaart;Mannen;Ongehuwd;13359
7842;XXI, 10. Zeescheepvaart;Mannen;Gehuwd;12414
7843;XXI, 10. Zeescheepvaart;Mannen;Gescheiden van tafel en bed;32
7844;XXI, 10. Zeescheepvaart;Mannen;Weduwstaat;398
7845;XXI, 10. Zeescheepvaart;Mannen;Gescheiden van echt;366
7846;XXI, 10. Zeescheepvaart;Mannen;Burgerlijke staat onbekend;0
7847;XXI, 10. Zeescheepvaart;Vrouwen;Totaal alle burgerlijke staten;632
7848;XXI, 10. Zeescheepvaart;Vrouwen;Ongehuwd;510
7849;XXI, 10. Zeescheepvaart;Vrouwen;Gehuwd;56
7850;XXI, 10. Zeescheepvaart;Vrouwen;Gescheiden van tafel en bed;2
7851;XXI, 10. Zeescheepvaart;Vrouwen;Weduwstaat;35
7852;XXI, 10. Zeescheepvaart;Vrouwen;Gescheiden van echt;29
7853;XXI, 10. Zeescheepvaart;Vrouwen;Burgerlijke staat onbekend;0
7854;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;43228
7855;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Ongehuwd;17340
7856;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Gehuwd;24470
7857;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Gescheiden van tafel en bed;40
7858;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Weduwstaat;1181
7859;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Gescheiden van echt;197
7860;XXI, 11. Binnenscheepvaart;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7861;XXI, 11. Binnenscheepvaart;Mannen;Totaal alle burgerlijke staten;42532
7862;XXI, 11. Binnenscheepvaart;Mannen;Ongehuwd;17066
7863;XXI, 11. Binnenscheepvaart;Mannen;Gehuwd;24219
7864;XXI, 11. Binnenscheepvaart;Mannen;Gescheiden van tafel en bed;40
7865;XXI, 11. Binnenscheepvaart;Mannen;Weduwstaat;1015
7866;XXI, 11. Binnenscheepvaart;Mannen;Gescheiden van echt;192
7867;XXI, 11. Binnenscheepvaart;Mannen;Burgerlijke staat onbekend;0
7868;XXI, 11. Binnenscheepvaart;Vrouwen;Totaal alle burgerlijke staten;696
7869;XXI, 11. Binnenscheepvaart;Vrouwen;Ongehuwd;274
7870;XXI, 11. Binnenscheepvaart;Vrouwen;Gehuwd;251
7871;XXI, 11. Binnenscheepvaart;Vrouwen;Gescheiden van tafel en bed;0
7872;XXI, 11. Binnenscheepvaart;Vrouwen;Weduwstaat;166
7873;XXI, 11. Binnenscheepvaart;Vrouwen;Gescheiden van echt;5
7874;XXI, 11. Binnenscheepvaart;Vrouwen;Burgerlijke staat onbekend;0
7875;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1694
7876;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Ongehuwd;297
7877;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Gehuwd;1336
7878;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Gescheiden van tafel en bed;4
7879;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Weduwstaat;53
7880;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Gescheiden van echt;4
7881;XXI, 12. Veerdiensten;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7882;XXI, 12. Veerdiensten;Mannen;Totaal alle burgerlijke staten;1674
7883;XXI, 12. Veerdiensten;Mannen;Ongehuwd;291
7884;XXI, 12. Veerdiensten;Mannen;Gehuwd;1333
7885;XXI, 12. Veerdiensten;Mannen;Gescheiden van tafel en bed;4
7886;XXI, 12. Veerdiensten;Mannen;Weduwstaat;44
7887;XXI, 12. Veerdiensten;Mannen;Gescheiden van echt;2
7888;XXI, 12. Veerdiensten;Mannen;Burgerlijke staat onbekend;0
7889;XXI, 12. Veerdiensten;Vrouwen;Totaal alle burgerlijke staten;20
7890;XXI, 12. Veerdiensten;Vrouwen;Ongehuwd;6
7891;XXI, 12. Veerdiensten;Vrouwen;Gehuwd;3
7892;XXI, 12. Veerdiensten;Vrouwen;Gescheiden van tafel en bed;0
7893;XXI, 12. Veerdiensten;Vrouwen;Weduwstaat;9
7894;XXI, 12. Veerdiensten;Vrouwen;Gescheiden van echt;2
7895;XXI, 12. Veerdiensten;Vrouwen;Burgerlijke staat onbekend;0
7896;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1308
7897;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Ongehuwd;130
7898;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Gehuwd;1140
7899;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;3
7900;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Weduwstaat;30
7901;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Gescheiden van echt;5
7902;XXI, 13. Loods- en seinwezen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7903;XXI, 13. Loods- en seinwezen;Mannen;Totaal alle burgerlijke staten;1297
7904;XXI, 13. Loods- en seinwezen;Mannen;Ongehuwd;125
7905;XXI, 13. Loods- en seinwezen;Mannen;Gehuwd;1139
7906;XXI, 13. Loods- en seinwezen;Mannen;Gescheiden van tafel en bed;3
7907;XXI, 13. Loods- en seinwezen;Mannen;Weduwstaat;27
7908;XXI, 13. Loods- en seinwezen;Mannen;Gescheiden van echt;3
7909;XXI, 13. Loods- en seinwezen;Mannen;Burgerlijke staat onbekend;0
7910;XXI, 13. Loods- en seinwezen;Vrouwen;Totaal alle burgerlijke staten;11
7911;XXI, 13. Loods- en seinwezen;Vrouwen;Ongehuwd;5
7912;XXI, 13. Loods- en seinwezen;Vrouwen;Gehuwd;1
7913;XXI, 13. Loods- en seinwezen;Vrouwen;Gescheiden van tafel en bed;0
7914;XXI, 13. Loods- en seinwezen;Vrouwen;Weduwstaat;3
7915;XXI, 13. Loods- en seinwezen;Vrouwen;Gescheiden van echt;2
7916;XXI, 13. Loods- en seinwezen;Vrouwen;Burgerlijke staat onbekend;0
7917;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;2646
7918;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Ongehuwd;210
7919;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Gehuwd;2319
7920;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;2
7921;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Weduwstaat;112
7922;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Gescheiden van echt;3
7923;XXI, 14. Sluis- en havenwezen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7924;XXI, 14. Sluis- en havenwezen;Mannen;Totaal alle burgerlijke staten;2562
7925;XXI, 14. Sluis- en havenwezen;Mannen;Ongehuwd;197
7926;XXI, 14. Sluis- en havenwezen;Mannen;Gehuwd;2274
7927;XXI, 14. Sluis- en havenwezen;Mannen;Gescheiden van tafel en bed;2
7928;XXI, 14. Sluis- en havenwezen;Mannen;Weduwstaat;87
7929;XXI, 14. Sluis- en havenwezen;Mannen;Gescheiden van echt;2
7930;XXI, 14. Sluis- en havenwezen;Mannen;Burgerlijke staat onbekend;0
7931;XXI, 14. Sluis- en havenwezen;Vrouwen;Totaal alle burgerlijke staten;84
7932;XXI, 14. Sluis- en havenwezen;Vrouwen;Ongehuwd;13
7933;XXI, 14. Sluis- en havenwezen;Vrouwen;Gehuwd;45
7934;XXI, 14. Sluis- en havenwezen;Vrouwen;Gescheiden van tafel en bed;0
7935;XXI, 14. Sluis- en havenwezen;Vrouwen;Weduwstaat;25
7936;XXI, 14. Sluis- en havenwezen;Vrouwen;Gescheiden van echt;1
7937;XXI, 14. Sluis- en havenwezen;Vrouwen;Burgerlijke staat onbekend;0
7938;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;48
7939;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Ongehuwd;13
7940;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Gehuwd;32
7941;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
7942;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Weduwstaat;2
7943;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Gescheiden van echt;1
7944;XXI, 15. Reddingswezen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7945;XXI, 15. Reddingswezen;Mannen;Totaal alle burgerlijke staten;43
7946;XXI, 15. Reddingswezen;Mannen;Ongehuwd;8
7947;XXI, 15. Reddingswezen;Mannen;Gehuwd;32
7948;XXI, 15. Reddingswezen;Mannen;Gescheiden van tafel en bed;0
7949;XXI, 15. Reddingswezen;Mannen;Weduwstaat;2
7950;XXI, 15. Reddingswezen;Mannen;Gescheiden van echt;1
7951;XXI, 15. Reddingswezen;Mannen;Burgerlijke staat onbekend;0
7952;XXI, 15. Reddingswezen;Vrouwen;Totaal alle burgerlijke staten;5
7953;XXI, 15. Reddingswezen;Vrouwen;Ongehuwd;5
7954;XXI, 15. Reddingswezen;Vrouwen;Gehuwd;0
7955;XXI, 15. Reddingswezen;Vrouwen;Gescheiden van tafel en bed;0
7956;XXI, 15. Reddingswezen;Vrouwen;Weduwstaat;0
7957;XXI, 15. Reddingswezen;Vrouwen;Gescheiden van echt;0
7958;XXI, 15. Reddingswezen;Vrouwen;Burgerlijke staat onbekend;0
7959;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;374
7960;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Ongehuwd;116
7961;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Gehuwd;243
7962;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
7963;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Weduwstaat;15
7964;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Gescheiden van echt;0
7965;XXI, 16. Scheepsjagers;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7966;XXI, 16. Scheepsjagers;Mannen;Totaal alle burgerlijke staten;370
7967;XXI, 16. Scheepsjagers;Mannen;Ongehuwd;114
7968;XXI, 16. Scheepsjagers;Mannen;Gehuwd;242
7969;XXI, 16. Scheepsjagers;Mannen;Gescheiden van tafel en bed;0
7970;XXI, 16. Scheepsjagers;Mannen;Weduwstaat;14
7971;XXI, 16. Scheepsjagers;Mannen;Gescheiden van echt;0
7972;XXI, 16. Scheepsjagers;Mannen;Burgerlijke staat onbekend;0
7973;XXI, 16. Scheepsjagers;Vrouwen;Totaal alle burgerlijke staten;4
7974;XXI, 16. Scheepsjagers;Vrouwen;Ongehuwd;2
7975;XXI, 16. Scheepsjagers;Vrouwen;Gehuwd;1
7976;XXI, 16. Scheepsjagers;Vrouwen;Gescheiden van tafel en bed;0
7977;XXI, 16. Scheepsjagers;Vrouwen;Weduwstaat;1
7978;XXI, 16. Scheepsjagers;Vrouwen;Gescheiden van echt;0
7979;XXI, 16. Scheepsjagers;Vrouwen;Burgerlijke staat onbekend;0
7980;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;33659
7981;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Ongehuwd;9028
7982;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Gehuwd;23161
7983;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Gescheiden van tafel en bed;81
7984;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Weduwstaat;1045
7985;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Gescheiden van echt;344
7986;XXI, 17. Expediteursbedrijven;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
7987;XXI, 17. Expediteursbedrijven;Mannen;Totaal alle burgerlijke staten;32716
7988;XXI, 17. Expediteursbedrijven;Mannen;Ongehuwd;8221
7989;XXI, 17. Expediteursbedrijven;Mannen;Gehuwd;23071
7990;XXI, 17. Expediteursbedrijven;Mannen;Gescheiden van tafel en bed;81
7991;XXI, 17. Expediteursbedrijven;Mannen;Weduwstaat;1010
7992;XXI, 17. Expediteursbedrijven;Mannen;Gescheiden van echt;333
7993;XXI, 17. Expediteursbedrijven;Mannen;Burgerlijke staat onbekend;0
7994;XXI, 17. Expediteursbedrijven;Vrouwen;Totaal alle burgerlijke staten;943
7995;XXI, 17. Expediteursbedrijven;Vrouwen;Ongehuwd;807
7996;XXI, 17. Expediteursbedrijven;Vrouwen;Gehuwd;90
7997;XXI, 17. Expediteursbedrijven;Vrouwen;Gescheiden van tafel en bed;0
7998;XXI, 17. Expediteursbedrijven;Vrouwen;Weduwstaat;35
7999;XXI, 17. Expediteursbedrijven;Vrouwen;Gescheiden van echt;11
8000;XXI, 17. Expediteursbedrijven;Vrouwen;Burgerlijke staat onbekend;0
8001;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;4939
8002;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Ongehuwd;2806
8003;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Gehuwd;1999
8004;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Gescheiden van tafel en bed;8
8005;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Weduwstaat;109
8006;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Gescheiden van echt;17
8007;XXI, 18. Bestel- en bodediensten;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
8008;XXI, 18. Bestel- en bodediensten;Mannen;Totaal alle burgerlijke staten;4855
8009;XXI, 18. Bestel- en bodediensten;Mannen;Ongehuwd;2741
8010;XXI, 18. Bestel- en bodediensten;Mannen;Gehuwd;1993
8011;XXI, 18. Bestel- en bodediensten;Mannen;Gescheiden van tafel en bed;8
8012;XXI, 18. Bestel- en bodediensten;Mannen;Weduwstaat;97
