ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
7812;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Totaal;2022;67.0
7813;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Totaal;2023;71.0
7814;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Totaal;2024;76.0
7815;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Zelfde land als referentiepersoon;2022;5.0
7816;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Zelfde land als referentiepersoon;2023;5.0
7817;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Zelfde land als referentiepersoon;2024;6.0
7818;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Ander land dan referentiepersoon;2022;15.0
7819;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Ander land dan referentiepersoon;2023;17.0
7820;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Ander land dan referentiepersoon;2024;16.0
7821;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Overig;2022;47.0
7822;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Overig;2023;49.0
7823;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Totaal;Overig;2024;54.0
7824;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Totaal;2022;17.0
7825;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Totaal;2023;20.0
7826;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Totaal;2024;24.0
7827;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Zelfde land als referentiepersoon;2022;4.0
7828;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Zelfde land als referentiepersoon;2023;4.0
7829;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Zelfde land als referentiepersoon;2024;5.0
7830;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Ander land dan referentiepersoon;2022;6.0
7831;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Ander land dan referentiepersoon;2023;10.0
7832;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Ander land dan referentiepersoon;2024;10.0
7833;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Overig;2022;7.0
7834;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Overig;2023;6.0
7835;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren in Nederland;Overig;2024;9.0
7836;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Totaal;2022;50.0
7837;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Totaal;2023;51.0
7838;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Totaal;2024;52.0
7839;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;1.0
7840;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;1.0
7841;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;1.0
7842;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;9.0
7843;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;7.0
7844;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;6.0
7845;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Overig;2022;40.0
7846;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Overig;2023;43.0
7847;Totaal particuliere huishoudens;Sint Vincent en de Grenadines;Geboren buiten Nederland;Overig;2024;45.0
7848;Totaal particuliere huishoudens;Sint-Helena;Totaal;Totaal;2022;9.0
7849;Totaal particuliere huishoudens;Sint-Helena;Totaal;Totaal;2023;9.0
7850;Totaal particuliere huishoudens;Sint-Helena;Totaal;Totaal;2024;8.0
7851;Totaal particuliere huishoudens;Sint-Helena;Totaal;Zelfde land als referentiepersoon;2022;3.0
7852;Totaal particuliere huishoudens;Sint-Helena;Totaal;Zelfde land als referentiepersoon;2023;3.0
7853;Totaal particuliere huishoudens;Sint-Helena;Totaal;Zelfde land als referentiepersoon;2024;3.0
7854;Totaal particuliere huishoudens;Sint-Helena;Totaal;Ander land dan referentiepersoon;2022;4.0
7855;Totaal particuliere huishoudens;Sint-Helena;Totaal;Ander land dan referentiepersoon;2023;4.0
7856;Totaal particuliere huishoudens;Sint-Helena;Totaal;Ander land dan referentiepersoon;2024;3.0
7857;Totaal particuliere huishoudens;Sint-Helena;Totaal;Overig;2022;2.0
7858;Totaal particuliere huishoudens;Sint-Helena;Totaal;Overig;2023;2.0
7859;Totaal particuliere huishoudens;Sint-Helena;Totaal;Overig;2024;2.0
7860;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Totaal;2022;7.0
7861;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Totaal;2023;7.0
7862;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Totaal;2024;7.0
7863;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Zelfde land als referentiepersoon;2022;3.0
7864;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Zelfde land als referentiepersoon;2023;3.0
7865;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Zelfde land als referentiepersoon;2024;3.0
7866;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Ander land dan referentiepersoon;2022;2.0
7867;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Ander land dan referentiepersoon;2023;2.0
7868;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Ander land dan referentiepersoon;2024;2.0
7869;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Overig;2022;2.0
7870;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Overig;2023;2.0
7871;Totaal particuliere huishoudens;Sint-Helena;Geboren in Nederland;Overig;2024;2.0
7872;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Totaal;2022;2.0
7873;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Totaal;2023;2.0
7874;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Totaal;2024;1.0
7875;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;0.0
7876;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;0.0
7877;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;0.0
7878;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;2.0
7879;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;2.0
7880;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;1.0
7881;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Overig;2022;0.0
7882;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Overig;2023;0.0
7883;Totaal particuliere huishoudens;Sint-Helena;Geboren buiten Nederland;Overig;2024;0.0
7884;Totaal particuliere huishoudens;Slovenië;Totaal;Totaal;2022;1850.0
7885;Totaal particuliere huishoudens;Slovenië;Totaal;Totaal;2023;1953.0
7886;Totaal particuliere huishoudens;Slovenië;Totaal;Totaal;2024;1985.0
7887;Totaal particuliere huishoudens;Slovenië;Totaal;Zelfde land als referentiepersoon;2022;286.0
7888;Totaal particuliere huishoudens;Slovenië;Totaal;Zelfde land als referentiepersoon;2023;283.0
7889;Totaal particuliere huishoudens;Slovenië;Totaal;Zelfde land als referentiepersoon;2024;288.0
7890;Totaal particuliere huishoudens;Slovenië;Totaal;Ander land dan referentiepersoon;2022;646.0
7891;Totaal particuliere huishoudens;Slovenië;Totaal;Ander land dan referentiepersoon;2023;668.0
7892;Totaal particuliere huishoudens;Slovenië;Totaal;Ander land dan referentiepersoon;2024;672.0
7893;Totaal particuliere huishoudens;Slovenië;Totaal;Overig;2022;918.0
7894;Totaal particuliere huishoudens;Slovenië;Totaal;Overig;2023;1002.0
7895;Totaal particuliere huishoudens;Slovenië;Totaal;Overig;2024;1025.0
7896;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Totaal;2022;578.0
7897;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Totaal;2023;593.0
7898;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Totaal;2024;612.0
7899;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Zelfde land als referentiepersoon;2022;163.0
7900;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Zelfde land als referentiepersoon;2023;165.0
7901;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Zelfde land als referentiepersoon;2024;174.0
7902;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Ander land dan referentiepersoon;2022;289.0
7903;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Ander land dan referentiepersoon;2023;299.0
7904;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Ander land dan referentiepersoon;2024;304.0
7905;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Overig;2022;126.0
7906;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Overig;2023;129.0
7907;Totaal particuliere huishoudens;Slovenië;Geboren in Nederland;Overig;2024;134.0
7908;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Totaal;2022;1272.0
7909;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Totaal;2023;1360.0
7910;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Totaal;2024;1373.0
7911;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;123.0
7912;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;118.0
7913;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;114.0
7914;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;357.0
7915;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;369.0
7916;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;368.0
7917;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Overig;2022;792.0
7918;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Overig;2023;873.0
7919;Totaal particuliere huishoudens;Slovenië;Geboren buiten Nederland;Overig;2024;891.0
7920;Totaal particuliere huishoudens;Slowakije;Totaal;Totaal;2022;6329.0
7921;Totaal particuliere huishoudens;Slowakije;Totaal;Totaal;2023;6882.0
7922;Totaal particuliere huishoudens;Slowakije;Totaal;Totaal;2024;7373.0
7923;Totaal particuliere huishoudens;Slowakije;Totaal;Zelfde land als referentiepersoon;2022;1000.0
7924;Totaal particuliere huishoudens;Slowakije;Totaal;Zelfde land als referentiepersoon;2023;1035.0
7925;Totaal particuliere huishoudens;Slowakije;Totaal;Zelfde land als referentiepersoon;2024;1106.0
7926;Totaal particuliere huishoudens;Slowakije;Totaal;Ander land dan referentiepersoon;2022;1528.0
7927;Totaal particuliere huishoudens;Slowakije;Totaal;Ander land dan referentiepersoon;2023;1628.0
7928;Totaal particuliere huishoudens;Slowakije;Totaal;Ander land dan referentiepersoon;2024;1737.0
7929;Totaal particuliere huishoudens;Slowakije;Totaal;Overig;2022;3801.0
7930;Totaal particuliere huishoudens;Slowakije;Totaal;Overig;2023;4219.0
7931;Totaal particuliere huishoudens;Slowakije;Totaal;Overig;2024;4530.0
7932;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Totaal;2022;1384.0
7933;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Totaal;2023;1415.0
7934;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Totaal;2024;1482.0
7935;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Zelfde land als referentiepersoon;2022;230.0
7936;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Zelfde land als referentiepersoon;2023;225.0
7937;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Zelfde land als referentiepersoon;2024;241.0
7938;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Ander land dan referentiepersoon;2022;941.0
7939;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Ander land dan referentiepersoon;2023;951.0
7940;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Ander land dan referentiepersoon;2024;999.0
7941;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Overig;2022;213.0
7942;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Overig;2023;239.0
7943;Totaal particuliere huishoudens;Slowakije;Geboren in Nederland;Overig;2024;242.0
7944;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Totaal;2022;4945.0
7945;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Totaal;2023;5467.0
7946;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Totaal;2024;5891.0
7947;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;770.0
7948;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;810.0
7949;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;865.0
7950;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;587.0
7951;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;677.0
7952;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;738.0
7953;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Overig;2022;3588.0
7954;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Overig;2023;3980.0
7955;Totaal particuliere huishoudens;Slowakije;Geboren buiten Nederland;Overig;2024;4288.0
7956;Totaal particuliere huishoudens;Soedan;Totaal;Totaal;2022;3995.0
7957;Totaal particuliere huishoudens;Soedan;Totaal;Totaal;2023;4152.0
7958;Totaal particuliere huishoudens;Soedan;Totaal;Totaal;2024;4331.0
7959;Totaal particuliere huishoudens;Soedan;Totaal;Zelfde land als referentiepersoon;2022;720.0
7960;Totaal particuliere huishoudens;Soedan;Totaal;Zelfde land als referentiepersoon;2023;763.0
7961;Totaal particuliere huishoudens;Soedan;Totaal;Zelfde land als referentiepersoon;2024;821.0
7962;Totaal particuliere huishoudens;Soedan;Totaal;Ander land dan referentiepersoon;2022;556.0
7963;Totaal particuliere huishoudens;Soedan;Totaal;Ander land dan referentiepersoon;2023;592.0
7964;Totaal particuliere huishoudens;Soedan;Totaal;Ander land dan referentiepersoon;2024;632.0
7965;Totaal particuliere huishoudens;Soedan;Totaal;Overig;2022;2719.0
7966;Totaal particuliere huishoudens;Soedan;Totaal;Overig;2023;2797.0
7967;Totaal particuliere huishoudens;Soedan;Totaal;Overig;2024;2878.0
7968;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Totaal;2022;229.0
7969;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Totaal;2023;260.0
7970;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Totaal;2024;297.0
7971;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Zelfde land als referentiepersoon;2022;45.0
7972;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Zelfde land als referentiepersoon;2023;54.0
7973;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Zelfde land als referentiepersoon;2024;63.0
7974;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Ander land dan referentiepersoon;2022;56.0
7975;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Ander land dan referentiepersoon;2023;60.0
7976;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Ander land dan referentiepersoon;2024;57.0
7977;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Overig;2022;128.0
7978;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Overig;2023;146.0
7979;Totaal particuliere huishoudens;Soedan;Geboren in Nederland;Overig;2024;177.0
7980;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Totaal;2022;3766.0
7981;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Totaal;2023;3892.0
7982;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Totaal;2024;4034.0
7983;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;675.0
7984;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;709.0
7985;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;758.0
7986;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;500.0
7987;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;532.0
7988;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;575.0
7989;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Overig;2022;2591.0
7990;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Overig;2023;2651.0
7991;Totaal particuliere huishoudens;Soedan;Geboren buiten Nederland;Overig;2024;2701.0
7992;Totaal particuliere huishoudens;Somalië;Totaal;Totaal;2022;15969.0
7993;Totaal particuliere huishoudens;Somalië;Totaal;Totaal;2023;16542.0
7994;Totaal particuliere huishoudens;Somalië;Totaal;Totaal;2024;17144.0
7995;Totaal particuliere huishoudens;Somalië;Totaal;Zelfde land als referentiepersoon;2022;2712.0
7996;Totaal particuliere huishoudens;Somalië;Totaal;Zelfde land als referentiepersoon;2023;2784.0
7997;Totaal particuliere huishoudens;Somalië;Totaal;Zelfde land als referentiepersoon;2024;2845.0
7998;Totaal particuliere huishoudens;Somalië;Totaal;Ander land dan referentiepersoon;2022;905.0
7999;Totaal particuliere huishoudens;Somalië;Totaal;Ander land dan referentiepersoon;2023;947.0
8000;Totaal particuliere huishoudens;Somalië;Totaal;Ander land dan referentiepersoon;2024;991.0
8001;Totaal particuliere huishoudens;Somalië;Totaal;Overig;2022;12352.0
8002;Totaal particuliere huishoudens;Somalië;Totaal;Overig;2023;12811.0
8003;Totaal particuliere huishoudens;Somalië;Totaal;Overig;2024;13308.0
8004;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Totaal;2022;1087.0
8005;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Totaal;2023;1231.0
8006;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Totaal;2024;1332.0
8007;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Zelfde land als referentiepersoon;2022;118.0
8008;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Zelfde land als referentiepersoon;2023;145.0
8009;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Zelfde land als referentiepersoon;2024;162.0
8010;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Ander land dan referentiepersoon;2022;219.0
8011;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Ander land dan referentiepersoon;2023;224.0
8012;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Ander land dan referentiepersoon;2024;224.0
8013;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Overig;2022;750.0
8014;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Overig;2023;862.0
8015;Totaal particuliere huishoudens;Somalië;Geboren in Nederland;Overig;2024;946.0
8016;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Totaal;2022;14882.0
8017;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Totaal;2023;15311.0
8018;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Totaal;2024;15812.0
8019;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;2594.0
8020;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;2639.0
8021;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;2683.0
8022;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;686.0
8023;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;723.0
8024;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;767.0
8025;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Overig;2022;11602.0
8026;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Overig;2023;11949.0
8027;Totaal particuliere huishoudens;Somalië;Geboren buiten Nederland;Overig;2024;12362.0
8028;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Totaal;2022;0.0
8029;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Totaal;2023;0.0
8030;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Totaal;2024;0.0
8031;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Zelfde land als referentiepersoon;2022;0.0
8032;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Zelfde land als referentiepersoon;2023;0.0
8033;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Zelfde land als referentiepersoon;2024;0.0
8034;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Ander land dan referentiepersoon;2022;0.0
8035;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Ander land dan referentiepersoon;2023;0.0
8036;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Ander land dan referentiepersoon;2024;0.0
8037;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Overig;2022;0.0
8038;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Overig;2023;0.0
8039;Totaal particuliere huishoudens;Sovjet-Unie (oud);Totaal;Overig;2024;0.0
8040;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Totaal;2022;0.0
8041;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Totaal;2023;0.0
8042;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Totaal;2024;0.0
8043;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Zelfde land als referentiepersoon;2022;0.0
8044;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Zelfde land als referentiepersoon;2023;0.0
8045;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Zelfde land als referentiepersoon;2024;0.0
8046;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Ander land dan referentiepersoon;2022;0.0
8047;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Ander land dan referentiepersoon;2023;0.0
8048;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Ander land dan referentiepersoon;2024;0.0
8049;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Overig;2022;0.0
8050;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Overig;2023;0.0
8051;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren in Nederland;Overig;2024;0.0
8052;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Totaal;2022;0.0
8053;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Totaal;2023;0.0
8054;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Totaal;2024;0.0
8055;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;0.0
8056;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;0.0
8057;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;0.0
8058;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Ander land dan referentiepersoon;2022;0.0
8059;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Ander land dan referentiepersoon;2023;0.0
8060;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Ander land dan referentiepersoon;2024;0.0
8061;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Overig;2022;0.0
8062;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Overig;2023;0.0
8063;Totaal particuliere huishoudens;Sovjet-Unie (oud);Geboren buiten Nederland;Overig;2024;0.0
8064;Totaal particuliere huishoudens;Spanje;Totaal;Totaal;2022;33889.0
8065;Totaal particuliere huishoudens;Spanje;Totaal;Totaal;2023;36759.0
8066;Totaal particuliere huishoudens;Spanje;Totaal;Totaal;2024;38641.0
8067;Totaal particuliere huishoudens;Spanje;Totaal;Zelfde land als referentiepersoon;2022;7425.0
8068;Totaal particuliere huishoudens;Spanje;Totaal;Zelfde land als referentiepersoon;2023;7731.0
8069;Totaal particuliere huishoudens;Spanje;Totaal;Zelfde land als referentiepersoon;2024;7990.0
8070;Totaal particuliere huishoudens;Spanje;Totaal;Ander land dan referentiepersoon;2022;9722.0
8071;Totaal particuliere huishoudens;Spanje;Totaal;Ander land dan referentiepersoon;2023;10065.0
8072;Totaal particuliere huishoudens;Spanje;Totaal;Ander land dan referentiepersoon;2024;10354.0
8073;Totaal particuliere huishoudens;Spanje;Totaal;Overig;2022;16742.0
8074;Totaal particuliere huishoudens;Spanje;Totaal;Overig;2023;18963.0
8075;Totaal particuliere huishoudens;Spanje;Totaal;Overig;2024;20297.0
8076;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Totaal;2022;13007.0
8077;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Totaal;2023;13322.0
8078;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Totaal;2024;13551.0
8079;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Zelfde land als referentiepersoon;2022;5059.0
8080;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Zelfde land als referentiepersoon;2023;5149.0
8081;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Zelfde land als referentiepersoon;2024;5233.0
8082;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Ander land dan referentiepersoon;2022;4501.0
8083;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Ander land dan referentiepersoon;2023;4619.0
8084;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Ander land dan referentiepersoon;2024;4640.0
8085;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Overig;2022;3447.0
