ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
5558;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2006;0
5559;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2007;0
5560;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2008;0
5561;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2009;0
5562;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2010;0
5563;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2011;0
5564;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2012;0
5565;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2013;0
5566;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2014;0
5567;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2015;0
5568;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2016;0
5569;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2017;0
5570;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2018;0
5571;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2019;0
5572;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2020;0
5573;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2021;0
5574;HCR11: Langdurige zorg,welzijn,in natura;HP13: Categorale ziekenhuizen;2022;0
5575;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;1998;2479
5576;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;1999;2629
5577;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2000;2849
5578;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2001;3153
5579;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2002;3500
5580;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2003;3790
5581;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2004;3960
5582;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2005;4175
5583;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2006;3918
5584;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2007;3763
5585;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2008;3824
5586;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2009;4127
5587;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2010;4349
5588;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2011;4520
5589;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2012;4698
5590;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2013;4238
5591;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2014;4186
5592;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2015;4925
5593;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2016;5123
5594;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2017;5049
5595;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2018;5317
5596;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2019;5569
5597;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2020;6047
5598;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2021;5773
5599;HCR11: Langdurige zorg,welzijn,in natura;HP2: Instellingen langdurige zorg;2022;5869
5600;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;1998;1316
5601;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;1999;1370
5602;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2000;1497
5603;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2001;1682
5604;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2002;1864
5605;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2003;2023
5606;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2004;2104
5607;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;2251
5608;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;1625
5609;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;1388
5610;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;1254
5611;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;1352
5612;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;1497
5613;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;1633
5614;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;1645
5615;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;1396
5616;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;1355
5617;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;1782
5618;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;1744
5619;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2017;1772
5620;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2018;1790
5621;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2019;1880
5622;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2020;2239
5623;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;1927
5624;HCR11: Langdurige zorg,welzijn,in natura;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;1840
5625;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;1998;1163
5626;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;1999;1259
5627;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2000;1352
5628;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2001;1472
5629;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2002;1636
5630;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2003;1767
5631;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2004;1856
5632;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2005;1924
5633;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2006;2293
5634;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2007;2375
5635;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2008;2571
5636;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2009;2775
5637;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2010;2852
5638;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2011;2888
5639;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2012;3053
5640;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2013;2841
5641;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2014;2831
5642;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2015;3143
5643;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2016;3379
5644;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2017;3277
5645;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2018;3527
5646;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2019;3689
5647;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2020;3808
5648;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2021;3845
5649;HCR11: Langdurige zorg,welzijn,in natura;HP22-29: Instellingen gehandicaptenzorg;2022;4029
5650;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;1998;0
5651;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;1999;0
5652;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2000;0
5653;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2001;0
5654;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2002;0
5655;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2003;0
5656;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2004;0
5657;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2005;0
5658;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2006;0
5659;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2007;0
5660;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2008;0
5661;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2009;0
5662;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2010;0
5663;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2011;0
5664;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2012;0
5665;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2013;0
5666;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2014;0
5667;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2015;0
5668;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2016;0
5669;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2017;0
5670;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2018;0
5671;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2019;0
5672;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2020;0
5673;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2021;0
5674;HCR11: Langdurige zorg,welzijn,in natura;HP3: Aanbieders ambulante zorg;2022;0
5675;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;1998;0
5676;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;1999;0
5677;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2000;0
5678;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2001;0
5679;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2002;0
5680;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2003;0
5681;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2004;0
5682;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2005;0
5683;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2006;0
5684;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2007;0
5685;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2008;0
5686;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2009;0
5687;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2010;0
5688;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2011;0
5689;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2012;0
5690;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2013;0
5691;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2014;0
5692;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2015;0
5693;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2016;0
5694;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2017;0
5695;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2018;0
5696;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2019;0
5697;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2020;0
5698;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2021;0
5699;HCR11: Langdurige zorg,welzijn,in natura;HP31: Medische praktijken;2022;0
5700;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;1998;0
5701;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;1999;0
5702;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2000;0
5703;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2001;0
5704;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2002;0
5705;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2003;0
5706;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2004;0
5707;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2005;0
5708;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2006;0
5709;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2007;0
5710;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2008;0
5711;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2009;0
5712;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2010;0
5713;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2011;0
5714;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2012;0
5715;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2013;0
5716;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2014;0
5717;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2015;0
5718;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2016;0
5719;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2017;0
5720;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2018;0
5721;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2019;0
5722;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2020;0
5723;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2021;0
5724;HCR11: Langdurige zorg,welzijn,in natura;HP32: Tandheelkundige praktijken;2022;0
5725;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;1998;0
5726;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;1999;0
5727;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2000;0
5728;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2001;0
5729;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2002;0
5730;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2003;0
5731;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2004;0
5732;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2005;0
5733;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2006;0
5734;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2007;0
5735;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2008;0
5736;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2009;0
5737;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2010;0
5738;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2011;0
5739;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2012;0
5740;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2013;0
5741;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2014;0
5742;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2015;0
5743;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2016;0
5744;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2017;0
5745;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2018;0
5746;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2019;0
5747;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2020;0
5748;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2021;0
5749;HCR11: Langdurige zorg,welzijn,in natura;HP34: Ambulante zorgcentra;2022;0
5750;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;1998;0
5751;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;1999;0
5752;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2000;0
5753;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2001;0
5754;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2002;0
5755;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2003;0
5756;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2004;0
5757;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2005;0
5758;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2006;0
5759;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2007;0
5760;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2008;0
5761;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2009;0
5762;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2010;0
5763;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2011;0
5764;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2012;0
5765;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2013;0
5766;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2014;0
5767;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2015;0
5768;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2016;0
5769;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2017;0
5770;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2018;0
5771;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2019;0
5772;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2020;0
5773;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2021;0
5774;HCR11: Langdurige zorg,welzijn,in natura;HP33: Overige praktijken gezondheidszorg;2022;0
5775;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;1998;0
5776;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;1999;0
5777;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2000;0
5778;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2001;0
5779;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2002;0
5780;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2003;0
5781;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2004;0
5782;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2005;0
5783;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2006;0
5784;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2007;0
5785;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2008;0
5786;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2009;0
5787;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2010;0
5788;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2011;0
5789;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2012;0
5790;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2013;0
5791;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2014;0
5792;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2015;0
5793;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2016;0
5794;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2017;0
5795;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2018;0
5796;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2019;0
5797;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2020;0
5798;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2021;0
5799;HCR11: Langdurige zorg,welzijn,in natura;HP4: Ondersteunende diensten;2022;0
5800;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;1998;0
5801;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;1999;0
5802;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2000;0
5803;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2001;0
5804;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2002;0
5805;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2003;0
5806;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2004;0
5807;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2005;0
5808;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2006;0
5809;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2007;0
5810;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2008;0
5811;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2009;0
5812;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2010;0
5813;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2011;0
5814;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2012;0
5815;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2013;0
5816;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2014;0
5817;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2015;0
5818;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2016;0
5819;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2017;0
5820;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2018;0
5821;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2019;0
5822;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2020;0
5823;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2021;0
5824;HCR11: Langdurige zorg,welzijn,in natura;HP41: Ambulance, ziekenvervoer;2022;0
5825;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;1998;0
5826;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;1999;0
5827;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2000;0
5828;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2001;0
5829;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2002;0
5830;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2003;0
5831;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2004;0
5832;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2005;0
5833;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2006;0
5834;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2007;0
5835;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2008;0
5836;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2009;0
5837;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2010;0
