ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
245;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2000 December;;;;;;
246;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2000;;;;;;
247;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 January;;;;;;
248;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 February;;;;;;
249;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 March;;;;;;
250;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 April;;;;;;
251;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 May;;;;;;
252;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 June;;;;;;
253;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 July;;;;;;
254;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 August;;;;;;
255;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 September;;;;;;
256;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 October;;;;;;
257;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 November;;;;;;
258;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001 December;;;;;;
259;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2001;;;;;;
260;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 January;;;;;;
261;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 February;;;;;;
262;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 March;;;;;;
263;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 April;;;;;;
264;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 May;;;;;;
265;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 June;;;;;;
266;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 July;;;;;;
267;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 August;;;;;;
268;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 September;;;;;;
269;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 October;;;;;;
270;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 November;;;;;;
271;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002 December;;;;;;
272;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2002;;;;;;
273;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 January;;;;;;
274;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 February;;;;;;
275;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 March;;;;;;
276;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 April;;;;;;
277;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 May;;;;;;
278;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 June;;;;;;
279;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 July;;;;;;
280;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 August;;;;;;
281;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 September;;;;;;
282;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 October;;;;;;
283;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 November;;;;;;
284;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003 December;;;;;;
285;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2003;;;;;;
286;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 January;;;;;;
287;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 February;;;;;;
288;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 March;;;;;;
289;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 April;;;;;;
290;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 May;;;;;;
291;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 June;;;;;;
292;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 July;;;;;;
293;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 August;;;;;;
294;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 September;;;;;;
295;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 October;;;;;;
296;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 November;;;;;;
297;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004 December;;;;;;
298;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2004;;;;;;
299;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 January;;;;;;
300;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 February;;;;;;
301;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 March;;;;;;
302;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 April;;;;;;
303;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 May;;;;;;
304;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 June;;;;;;
305;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 July;;;;;;
306;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 August;;;;;;
307;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 September;;;;;;
308;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 October;;;;;;
309;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 November;;;;;;
310;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005 December;;;;;;
311;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2005;;;;;;
312;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 January;;;;;;
313;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 February;;;;;;
314;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 March;;;;;;
315;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 April;;;;;;
316;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 May;;;;;;
317;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 June;;;;;;
318;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 July;;;;;;
319;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 August;;;;;;
320;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 September;;;;;;
321;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 October;;;;;;
322;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 November;;;;;;
323;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006 December;;;;;;
324;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2006;;;;;;
325;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 January;;;;;;
326;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 February;;;;;;
327;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 March;;;;;;
328;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 April;;;;;;
329;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 May;;;;;;
330;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 June;;;;;;
331;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 July;;;;;;
332;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 August;;;;;;
333;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 September;;;;;;
334;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 October;;;;;;
335;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 November;;;;;;
336;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007 December;;;;;;
337;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2007;;;;;;
338;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 January;;;;;;
339;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 February;;;;;;
340;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 March;;;;;;
341;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 April;;;;;;
342;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 May;;;;;;
343;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 June;;;;;;
344;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 July;;;;;;
345;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 August;;;;;;
346;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 September;;;;;;
347;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 October;;;;;;
348;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 November;;;;;;
349;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008 December;;;;;;
350;Total sales;"10000000 MINING OF COAL AND LIGNITE; EXT";2008;;;;;;
351;Total sales;10100000 Coal and lignite;2000 January;;;;;;
352;Total sales;10100000 Coal and lignite;2000 February;;;;;;
353;Total sales;10100000 Coal and lignite;2000 March;;;;;;
354;Total sales;10100000 Coal and lignite;2000 April;;;;;;
355;Total sales;10100000 Coal and lignite;2000 May;;;;;;
356;Total sales;10100000 Coal and lignite;2000 June;;;;;;
357;Total sales;10100000 Coal and lignite;2000 July;;;;;;
358;Total sales;10100000 Coal and lignite;2000 August;;;;;;
359;Total sales;10100000 Coal and lignite;2000 September;;;;;;
360;Total sales;10100000 Coal and lignite;2000 October;;;;;;
361;Total sales;10100000 Coal and lignite;2000 November;;;;;;
362;Total sales;10100000 Coal and lignite;2000 December;;;;;;
363;Total sales;10100000 Coal and lignite;2000;;;;;;
364;Total sales;10100000 Coal and lignite;2001 January;;;;;;
365;Total sales;10100000 Coal and lignite;2001 February;;;;;;
366;Total sales;10100000 Coal and lignite;2001 March;;;;;;
367;Total sales;10100000 Coal and lignite;2001 April;;;;;;
368;Total sales;10100000 Coal and lignite;2001 May;;;;;;
369;Total sales;10100000 Coal and lignite;2001 June;;;;;;
370;Total sales;10100000 Coal and lignite;2001 July;;;;;;
371;Total sales;10100000 Coal and lignite;2001 August;;;;;;
372;Total sales;10100000 Coal and lignite;2001 September;;;;;;
373;Total sales;10100000 Coal and lignite;2001 October;;;;;;
374;Total sales;10100000 Coal and lignite;2001 November;;;;;;
375;Total sales;10100000 Coal and lignite;2001 December;;;;;;
376;Total sales;10100000 Coal and lignite;2001;;;;;;
377;Total sales;10100000 Coal and lignite;2002 January;;;;;;
378;Total sales;10100000 Coal and lignite;2002 February;;;;;;
379;Total sales;10100000 Coal and lignite;2002 March;;;;;;
380;Total sales;10100000 Coal and lignite;2002 April;;;;;;
381;Total sales;10100000 Coal and lignite;2002 May;;;;;;
382;Total sales;10100000 Coal and lignite;2002 June;;;;;;
383;Total sales;10100000 Coal and lignite;2002 July;;;;;;
384;Total sales;10100000 Coal and lignite;2002 August;;;;;;
385;Total sales;10100000 Coal and lignite;2002 September;;;;;;
386;Total sales;10100000 Coal and lignite;2002 October;;;;;;
387;Total sales;10100000 Coal and lignite;2002 November;;;;;;
388;Total sales;10100000 Coal and lignite;2002 December;;;;;;
389;Total sales;10100000 Coal and lignite;2002;;;;;;
390;Total sales;10100000 Coal and lignite;2003 January;;;;;;
391;Total sales;10100000 Coal and lignite;2003 February;;;;;;
392;Total sales;10100000 Coal and lignite;2003 March;;;;;;
393;Total sales;10100000 Coal and lignite;2003 April;;;;;;
394;Total sales;10100000 Coal and lignite;2003 May;;;;;;
395;Total sales;10100000 Coal and lignite;2003 June;;;;;;
396;Total sales;10100000 Coal and lignite;2003 July;;;;;;
397;Total sales;10100000 Coal and lignite;2003 August;;;;;;
398;Total sales;10100000 Coal and lignite;2003 September;;;;;;
399;Total sales;10100000 Coal and lignite;2003 October;;;;;;
400;Total sales;10100000 Coal and lignite;2003 November;;;;;;
401;Total sales;10100000 Coal and lignite;2003 December;;;;;;
402;Total sales;10100000 Coal and lignite;2003;;;;;;
403;Total sales;10100000 Coal and lignite;2004 January;;;;;;
404;Total sales;10100000 Coal and lignite;2004 February;;;;;;
405;Total sales;10100000 Coal and lignite;2004 March;;;;;;
406;Total sales;10100000 Coal and lignite;2004 April;;;;;;
407;Total sales;10100000 Coal and lignite;2004 May;;;;;;
408;Total sales;10100000 Coal and lignite;2004 June;;;;;;
409;Total sales;10100000 Coal and lignite;2004 July;;;;;;
410;Total sales;10100000 Coal and lignite;2004 August;;;;;;
411;Total sales;10100000 Coal and lignite;2004 September;;;;;;
412;Total sales;10100000 Coal and lignite;2004 October;;;;;;
413;Total sales;10100000 Coal and lignite;2004 November;;;;;;
414;Total sales;10100000 Coal and lignite;2004 December;;;;;;
415;Total sales;10100000 Coal and lignite;2004;;;;;;
416;Total sales;10100000 Coal and lignite;2005 January;;;;;;
417;Total sales;10100000 Coal and lignite;2005 February;;;;;;
418;Total sales;10100000 Coal and lignite;2005 March;;;;;;
419;Total sales;10100000 Coal and lignite;2005 April;;;;;;
420;Total sales;10100000 Coal and lignite;2005 May;;;;;;
421;Total sales;10100000 Coal and lignite;2005 June;;;;;;
422;Total sales;10100000 Coal and lignite;2005 July;;;;;;
423;Total sales;10100000 Coal and lignite;2005 August;;;;;;
424;Total sales;10100000 Coal and lignite;2005 September;;;;;;
425;Total sales;10100000 Coal and lignite;2005 October;;;;;;
426;Total sales;10100000 Coal and lignite;2005 November;;;;;;
427;Total sales;10100000 Coal and lignite;2005 December;;;;;;
428;Total sales;10100000 Coal and lignite;2005;;;;;;
429;Total sales;10100000 Coal and lignite;2006 January;;;;;;
430;Total sales;10100000 Coal and lignite;2006 February;;;;;;
431;Total sales;10100000 Coal and lignite;2006 March;;;;;;
432;Total sales;10100000 Coal and lignite;2006 April;;;;;;
433;Total sales;10100000 Coal and lignite;2006 May;;;;;;
434;Total sales;10100000 Coal and lignite;2006 June;;;;;;
435;Total sales;10100000 Coal and lignite;2006 July;;;;;;
436;Total sales;10100000 Coal and lignite;2006 August;;;;;;
437;Total sales;10100000 Coal and lignite;2006 September;;;;;;
438;Total sales;10100000 Coal and lignite;2006 October;;;;;;
439;Total sales;10100000 Coal and lignite;2006 November;;;;;;
440;Total sales;10100000 Coal and lignite;2006 December;;;;;;
441;Total sales;10100000 Coal and lignite;2006;;;;;;
442;Total sales;10100000 Coal and lignite;2007 January;;;;;;
443;Total sales;10100000 Coal and lignite;2007 February;;;;;;
444;Total sales;10100000 Coal and lignite;2007 March;;;;;;
445;Total sales;10100000 Coal and lignite;2007 April;;;;;;
446;Total sales;10100000 Coal and lignite;2007 May;;;;;;
447;Total sales;10100000 Coal and lignite;2007 June;;;;;;
448;Total sales;10100000 Coal and lignite;2007 July;;;;;;
449;Total sales;10100000 Coal and lignite;2007 August;;;;;;
450;Total sales;10100000 Coal and lignite;2007 September;;;;;;
451;Total sales;10100000 Coal and lignite;2007 October;;;;;;
452;Total sales;10100000 Coal and lignite;2007 November;;;;;;
453;Total sales;10100000 Coal and lignite;2007 December;;;;;;
454;Total sales;10100000 Coal and lignite;2007;;;;;;
455;Total sales;10100000 Coal and lignite;2008 January;;;;;;
456;Total sales;10100000 Coal and lignite;2008 February;;;;;;
457;Total sales;10100000 Coal and lignite;2008 March;;;;;;
458;Total sales;10100000 Coal and lignite;2008 April;;;;;;
459;Total sales;10100000 Coal and lignite;2008 May;;;;;;
460;Total sales;10100000 Coal and lignite;2008 June;;;;;;
461;Total sales;10100000 Coal and lignite;2008 July;;;;;;
462;Total sales;10100000 Coal and lignite;2008 August;;;;;;
463;Total sales;10100000 Coal and lignite;2008 September;;;;;;
464;Total sales;10100000 Coal and lignite;2008 October;;;;;;
465;Total sales;10100000 Coal and lignite;2008 November;;;;;;
466;Total sales;10100000 Coal and lignite;2008 December;;;;;;
467;Total sales;10100000 Coal and lignite;2008;;;;;;
468;Total sales;11101000 Petroleum oils and oils obtaine;2000 January;81.1;;;81.1;;
469;Total sales;11101000 Petroleum oils and oils obtaine;2000 February;91.9;13.3;;91.9;13.3;
470;Total sales;11101000 Petroleum oils and oils obtaine;2000 March;92.7;0.9;;92.7;0.9;
471;Total sales;11101000 Petroleum oils and oils obtaine;2000 April;82.8;-10.7;;82.8;-10.7;
472;Total sales;11101000 Petroleum oils and oils obtaine;2000 May;94.6;14.2;;94.6;14.2;
473;Total sales;11101000 Petroleum oils and oils obtaine;2000 June;98.1;3.7;;98.1;3.7;
474;Total sales;11101000 Petroleum oils and oils obtaine;2000 July;97.8;-0.3;;97.8;-0.3;
475;Total sales;11101000 Petroleum oils and oils obtaine;2000 August;103.0;5.3;;103.0;5.3;
476;Total sales;11101000 Petroleum oils and oils obtaine;2000 September;119.0;15.6;;119.0;15.6;
477;Total sales;11101000 Petroleum oils and oils obtaine;2000 October;119.2;0.1;;119.2;0.1;
478;Total sales;11101000 Petroleum oils and oils obtaine;2000 November;121.8;2.2;;121.8;2.2;
479;Total sales;11101000 Petroleum oils and oils obtaine;2000 December;97.9;-19.6;;97.9;-19.6;
480;Total sales;11101000 Petroleum oils and oils obtaine;2000;100.0;;;100.0;;
481;Total sales;11101000 Petroleum oils and oils obtaine;2001 January;90.7;-7.4;11.8;90.7;-7.4;11.8
482;Total sales;11101000 Petroleum oils and oils obtaine;2001 February;97.5;7.5;6.1;97.5;7.5;6.1
483;Total sales;11101000 Petroleum oils and oils obtaine;2001 March;90.0;-7.7;-3.0;90.0;-7.7;-3.0
484;Total sales;11101000 Petroleum oils and oils obtaine;2001 April;93.6;4.0;13.0;93.6;4.0;13.0
485;Total sales;11101000 Petroleum oils and oils obtaine;2001 May;98.5;5.3;4.2;98.5;5.3;4.2
486;Total sales;11101000 Petroleum oils and oils obtaine;2001 June;104.3;5.8;6.3;104.3;5.8;6.3
487;Total sales;11101000 Petroleum oils and oils obtaine;2001 July;92.4;-11.3;-5.5;92.4;-11.3;-5.5
488;Total sales;11101000 Petroleum oils and oils obtaine;2001 August;87.6;-5.3;-15.0;87.6;-5.3;-15.0
489;Total sales;11101000 Petroleum oils and oils obtaine;2001 September;86.6;-1.0;-27.2;86.6;-1.0;-27.2
490;Total sales;11101000 Petroleum oils and oils obtaine;2001 October;75.7;-12.7;-36.5;75.7;-12.7;-36.5
491;Total sales;11101000 Petroleum oils and oils obtaine;2001 November;68.6;-9.3;-43.7;68.6;-9.3;-43.7
492;Total sales;11101000 Petroleum oils and oils obtaine;2001 December;65.1;-5.1;-33.5;65.1;-5.1;-33.5
493;Total sales;11101000 Petroleum oils and oils obtaine;2001;87.5;;-12.5;87.5;;-12.5
494;Total sales;11101000 Petroleum oils and oils obtaine;2002 January;68.0;4.5;-25.0;68.0;4.5;-25.0
495;Total sales;11101000 Petroleum oils and oils obtaine;2002 February;72.5;6.7;-25.6;72.5;6.7;-25.6
496;Total sales;11101000 Petroleum oils and oils obtaine;2002 March;83.5;15.0;-7.2;83.5;15.0;-7.2
497;Total sales;11101000 Petroleum oils and oils obtaine;2002 April;90.0;7.8;-3.8;90.0;7.8;-3.8
498;Total sales;11101000 Petroleum oils and oils obtaine;2002 May;86.1;-4.2;-12.6;86.1;-4.2;-12.6
499;Total sales;11101000 Petroleum oils and oils obtaine;2002 June;80.0;-7.1;-23.3;80.0;-7.1;-23.3
500;Total sales;11101000 Petroleum oils and oils obtaine;2002 July;80.7;0.9;-12.7;80.7;0.9;-12.7
501;Total sales;11101000 Petroleum oils and oils obtaine;2002 August;85.6;6.0;-2.3;85.6;6.0;-2.3
502;Total sales;11101000 Petroleum oils and oils obtaine;2002 September;90.6;5.9;4.6;90.6;5.9;4.6
503;Total sales;11101000 Petroleum oils and oils obtaine;2002 October;91.0;0.4;20.3;91.0;0.4;20.3
504;Total sales;11101000 Petroleum oils and oils obtaine;2002 November;79.2;-13.0;15.4;79.2;-13.0;15.4
505;Total sales;11101000 Petroleum oils and oils obtaine;2002 December;88.4;11.6;35.8;88.4;11.6;35.8
506;Total sales;11101000 Petroleum oils and oils obtaine;2002;83.0;;-5.2;83.0;;-5.2
507;Total sales;11101000 Petroleum oils and oils obtaine;2003 January;95.5;8.0;40.4;95.5;8.0;40.4
508;Total sales;11101000 Petroleum oils and oils obtaine;2003 February;100.4;5.1;38.4;100.4;5.1;38.4
509;Total sales;11101000 Petroleum oils and oils obtaine;2003 March;96.3;-4.0;15.5;96.3;-4.0;15.5
510;Total sales;11101000 Petroleum oils and oils obtaine;2003 April;77.5;-19.6;-13.9;77.5;-19.6;-13.9
511;Total sales;11101000 Petroleum oils and oils obtaine;2003 May;70.0;-9.7;-18.8;70.0;-9.7;-18.8
512;Total sales;11101000 Petroleum oils and oils obtaine;2003 June;74.3;6.1;-7.2;74.3;6.1;-7.2
513;Total sales;11101000 Petroleum oils and oils obtaine;2003 July;77.8;4.8;-3.6;77.8;4.8;-3.6
514;Total sales;11101000 Petroleum oils and oils obtaine;2003 August;83.4;7.1;-2.6;83.4;7.1;-2.6
515;Total sales;11101000 Petroleum oils and oils obtaine;2003 September;77.7;-6.8;-14.3;77.7;-6.8;-14.3
516;Total sales;11101000 Petroleum oils and oils obtaine;2003 October;79.5;2.3;-12.7;79.5;2.3;-12.7
517;Total sales;11101000 Petroleum oils and oils obtaine;2003 November;80.4;1.1;1.5;80.4;1.1;1.5
518;Total sales;11101000 Petroleum oils and oils obtaine;2003 December;79.9;-0.6;-9.7;79.9;-0.6;-9.7
519;Total sales;11101000 Petroleum oils and oils obtaine;2003;82.7;;-0.3;82.7;;-0.3
520;Total sales;11101000 Petroleum oils and oils obtaine;2004 January;82.2;2.9;-13.9;82.2;2.9;-13.9
521;Total sales;11101000 Petroleum oils and oils obtaine;2004 February;81.1;-1.3;-19.2;81.1;-1.3;-19.2
522;Total sales;11101000 Petroleum oils and oils obtaine;2004 March;88.6;9.2;-8.1;88.6;9.2;-8.1
523;Total sales;11101000 Petroleum oils and oils obtaine;2004 April;91.7;3.5;18.4;91.7;3.5;18.4
524;Total sales;11101000 Petroleum oils and oils obtaine;2004 May;100.1;9.2;43.1;100.1;9.2;43.1
525;Total sales;11101000 Petroleum oils and oils obtaine;2004 June;97.0;-3.1;30.6;97.0;-3.1;30.6
526;Total sales;11101000 Petroleum oils and oils obtaine;2004 July;101.3;4.5;30.2;101.3;4.5;30.2
527;Total sales;11101000 Petroleum oils and oils obtaine;2004 August;112.9;11.4;35.4;112.9;11.4;35.4
528;Total sales;11101000 Petroleum oils and oils obtaine;2004 September;116.3;3.1;49.8;116.3;3.1;49.8
529;Total sales;11101000 Petroleum oils and oils obtaine;2004 October;128.2;10.2;61.4;128.2;10.2;61.4
530;Total sales;11101000 Petroleum oils and oils obtaine;2004 November;113.5;-11.5;41.2;113.5;-11.5;41.2
531;Total sales;11101000 Petroleum oils and oils obtaine;2004 December;99.3;-12.5;24.4;99.3;-12.5;24.4
532;Total sales;11101000 Petroleum oils and oils obtaine;2004;101.0;;22.1;101.0;;22.1
533;Total sales;11101000 Petroleum oils and oils obtaine;2005 January;106.8;7.5;29.9;106.8;7.5;29.9
534;Total sales;11101000 Petroleum oils and oils obtaine;2005 February;111.5;4.4;37.4;111.5;4.4;37.4
535;Total sales;11101000 Petroleum oils and oils obtaine;2005 March;125.3;12.4;41.5;125.3;12.4;41.5
536;Total sales;11101000 Petroleum oils and oils obtaine;2005 April;129.4;3.2;41.1;129.4;3.2;41.1
537;Total sales;11101000 Petroleum oils and oils obtaine;2005 May;121.9;-5.8;21.7;121.9;-5.8;21.7
538;Total sales;11101000 Petroleum oils and oils obtaine;2005 June;137.0;12.4;41.3;137.0;12.4;41.3
539;Total sales;11101000 Petroleum oils and oils obtaine;2005 July;145.7;6.3;43.8;145.7;6.3;43.8
540;Total sales;11101000 Petroleum oils and oils obtaine;2005 August;158.8;9.0;40.7;158.8;9.0;40.7
541;Total sales;11101000 Petroleum oils and oils obtaine;2005 September;162.8;2.5;39.9;162.8;2.5;39.9
542;Total sales;11101000 Petroleum oils and oils obtaine;2005 October;162.0;-0.5;26.3;162.0;-0.5;26.3
543;Total sales;11101000 Petroleum oils and oils obtaine;2005 November;151.1;-6.7;33.2;151.1;-6.7;33.2
544;Total sales;11101000 Petroleum oils and oils obtaine;2005 December;153.3;1.5;54.4;153.3;1.5;54.4
545;Total sales;11101000 Petroleum oils and oils obtaine;2005;138.8;;37.4;138.8;;37.4
546;Total sales;11101000 Petroleum oils and oils obtaine;2006 January;165.5;7.9;55.0;165.5;7.9;55.0
547;Total sales;11101000 Petroleum oils and oils obtaine;2006 February;160.4;-3.1;43.9;160.4;-3.1;43.9
548;Total sales;11101000 Petroleum oils and oils obtaine;2006 March;163.5;2.0;30.5;163.5;2.0;30.5
549;Total sales;11101000 Petroleum oils and oils obtaine;2006 April;175.1;7.1;35.3;175.1;7.1;35.3
550;Total sales;11101000 Petroleum oils and oils obtaine;2006 May;171.4;-2.1;40.6;171.4;-2.1;40.6
551;Total sales;11101000 Petroleum oils and oils obtaine;2006 June;173.3;1.2;26.5;173.3;1.2;26.5
