ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
9368;Totaal alle jeugdzorg in natura;Brabander;2021;70.0;10.0;25.0;35.0;;;60.0;;100.0;55.0;25.0;10.0;;;;;;Venray                                  ;Wijk     ;WK098419  ;1.0
9369;Totaal alle jeugdzorg in natura;St. Antoniusveld;1e halfjaar 2021;40.0;;15.0;25.0;;;30.0;;50.0;40.0;10.0;;;;;;;Venray                                  ;Wijk     ;WK098420  ;1.0
9370;Totaal alle jeugdzorg in natura;St. Antoniusveld;2e halfjaar 2021;40.0;;20.0;20.0;;;30.0;;45.0;35.0;10.0;;;;;;;Venray                                  ;Wijk     ;WK098420  ;1.0
9371;Totaal alle jeugdzorg in natura;St. Antoniusveld;2021;45.0;;20.0;25.0;;10.0;35.0;;60.0;45.0;15.0;;;;;;;Venray                                  ;Wijk     ;WK098420  ;1.0
9372;Totaal alle jeugdzorg in natura;Wanssum;1e halfjaar 2021;30.0;;15.0;15.0;;;30.0;;40.0;30.0;;;;;;;;Venray                                  ;Wijk     ;WK098421  ;1.0
9373;Totaal alle jeugdzorg in natura;Wanssum;2e halfjaar 2021;35.0;;15.0;15.0;;;30.0;;40.0;30.0;10.0;;;;;;;Venray                                  ;Wijk     ;WK098421  ;1.0
9374;Totaal alle jeugdzorg in natura;Wanssum;2021;40.0;;15.0;20.0;;;35.0;;55.0;40.0;10.0;;;;;;;Venray                                  ;Wijk     ;WK098421  ;1.0
9375;Totaal alle jeugdzorg in natura;Geijsteren;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Venray                                  ;Wijk     ;WK098422  ;1.0
9376;Totaal alle jeugdzorg in natura;Geijsteren;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Venray                                  ;Wijk     ;WK098422  ;1.0
9377;Totaal alle jeugdzorg in natura;Geijsteren;2021;;;;;;;;;;;;;;;;;;Venray                                  ;Wijk     ;WK098422  ;1.0
9378;Totaal alle jeugdzorg in natura;Blitterswijck;1e halfjaar 2021;15.0;;;10.0;;;15.0;;25.0;15.0;;;;;;;;Venray                                  ;Wijk     ;WK098423  ;1.0
9379;Totaal alle jeugdzorg in natura;Blitterswijck;2e halfjaar 2021;15.0;;;10.0;;;10.0;;20.0;15.0;;;;;;;;Venray                                  ;Wijk     ;WK098423  ;1.0
9380;Totaal alle jeugdzorg in natura;Blitterswijck;2021;20.0;;;10.0;;;15.0;;25.0;20.0;10.0;;;;;;;Venray                                  ;Wijk     ;WK098423  ;1.0
9381;Totaal alle jeugdzorg in natura;Vijfheerenlanden;1e halfjaar 2021;1155.0;65.0;615.0;440.0;35.0;240.0;820.0;95.0;1625.0;735.0;425.0;25.0;80.0;85.0;;95.0;20.0;Vijfheerenlanden                        ;Gemeente ;GM1961    ;
9382;Totaal alle jeugdzorg in natura;Vijfheerenlanden;2e halfjaar 2021;1140.0;75.0;610.0;420.0;30.0;250.0;800.0;90.0;1625.0;785.0;430.0;20.0;80.0;75.0;;75.0;10.0;Vijfheerenlanden                        ;Gemeente ;GM1961    ;
9383;Totaal alle jeugdzorg in natura;Vijfheerenlanden;2021;1385.0;85.0;740.0;515.0;45.0;295.0;995.0;100.0;2095.0;970.0;585.0;30.0;100.0;100.0;;115.0;25.0;Vijfheerenlanden                        ;Gemeente ;GM1961    ;
9384;Totaal alle jeugdzorg in natura;Tienhoven aan de Lek;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196101  ;3.0
9385;Totaal alle jeugdzorg in natura;Tienhoven aan de Lek;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196101  ;3.0
9386;Totaal alle jeugdzorg in natura;Tienhoven aan de Lek;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196101  ;3.0
9387;Totaal alle jeugdzorg in natura;Tienhoven aan de Lek buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196102  ;3.0
9388;Totaal alle jeugdzorg in natura;Tienhoven aan de Lek buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196102  ;3.0
9389;Totaal alle jeugdzorg in natura;Tienhoven aan de Lek buitengebied;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196102  ;3.0
9390;Totaal alle jeugdzorg in natura;Ameide;1e halfjaar 2021;45.0;;20.0;20.0;;10.0;35.0;;55.0;25.0;15.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196103  ;3.0
9391;Totaal alle jeugdzorg in natura;Ameide;2e halfjaar 2021;35.0;;15.0;15.0;;10.0;25.0;;45.0;25.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196103  ;3.0
9392;Totaal alle jeugdzorg in natura;Ameide;2021;45.0;;25.0;20.0;;10.0;35.0;;65.0;35.0;20.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196103  ;3.0
9393;Totaal alle jeugdzorg in natura;Ameide buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196104  ;3.0
9394;Totaal alle jeugdzorg in natura;Ameide buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196104  ;3.0
9395;Totaal alle jeugdzorg in natura;Ameide buitengebied;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196104  ;3.0
9396;Totaal alle jeugdzorg in natura;Meerkerk;1e halfjaar 2021;40.0;;20.0;15.0;;;35.0;;65.0;30.0;15.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196105  ;3.0
9397;Totaal alle jeugdzorg in natura;Meerkerk;2e halfjaar 2021;40.0;;20.0;15.0;;;35.0;;60.0;25.0;15.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196105  ;3.0
9398;Totaal alle jeugdzorg in natura;Meerkerk;2021;50.0;;25.0;20.0;;;40.0;;80.0;30.0;25.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196105  ;3.0
9399;Totaal alle jeugdzorg in natura;Meerkerk buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196106  ;3.0
9400;Totaal alle jeugdzorg in natura;Meerkerk buitengebied;2e halfjaar 2021;10.0;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196106  ;3.0
9401;Totaal alle jeugdzorg in natura;Meerkerk buitengebied;2021;10.0;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196106  ;3.0
9402;Totaal alle jeugdzorg in natura;Lexmond;1e halfjaar 2021;25.0;;10.0;10.0;;;20.0;;35.0;20.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196107  ;3.0
9403;Totaal alle jeugdzorg in natura;Lexmond;2e halfjaar 2021;25.0;;10.0;10.0;;;20.0;;40.0;25.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196107  ;3.0
9404;Totaal alle jeugdzorg in natura;Lexmond;2021;35.0;;15.0;15.0;;;25.0;;50.0;30.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196107  ;3.0
9405;Totaal alle jeugdzorg in natura;Lexmond buitengebied;1e halfjaar 2021;10.0;;;;;;;;15.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196108  ;3.0
9406;Totaal alle jeugdzorg in natura;Lexmond buitengebied;2e halfjaar 2021;10.0;;10.0;;;;10.0;;15.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196108  ;3.0
9407;Totaal alle jeugdzorg in natura;Lexmond buitengebied;2021;10.0;;10.0;;;;10.0;;15.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196108  ;3.0
9408;Totaal alle jeugdzorg in natura;Nieuwland;1e halfjaar 2021;15.0;;10.0;;;;15.0;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196109  ;3.0
9409;Totaal alle jeugdzorg in natura;Nieuwland;2e halfjaar 2021;20.0;;10.0;;;;15.0;;30.0;15.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196109  ;3.0
9410;Totaal alle jeugdzorg in natura;Nieuwland;2021;20.0;;10.0;;;;20.0;;30.0;20.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196109  ;3.0
9411;Totaal alle jeugdzorg in natura;Nieuwland buitengebied;1e halfjaar 2021;;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196110  ;3.0
9412;Totaal alle jeugdzorg in natura;Nieuwland buitengebied;2e halfjaar 2021;10.0;;;;;;;;15.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196110  ;3.0
9413;Totaal alle jeugdzorg in natura;Nieuwland buitengebied;2021;10.0;;;;;;10.0;;15.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196110  ;3.0
9414;Totaal alle jeugdzorg in natura;Leerbroek;1e halfjaar 2021;25.0;;15.0;10.0;;;20.0;;35.0;20.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196111  ;3.0
9415;Totaal alle jeugdzorg in natura;Leerbroek;2e halfjaar 2021;25.0;;15.0;10.0;;;20.0;;35.0;15.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196111  ;3.0
9416;Totaal alle jeugdzorg in natura;Leerbroek;2021;30.0;;20.0;10.0;;;30.0;;45.0;25.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196111  ;3.0
9417;Totaal alle jeugdzorg in natura;Leerbroek buitengebied;1e halfjaar 2021;;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196112  ;3.0
9418;Totaal alle jeugdzorg in natura;Leerbroek buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196112  ;3.0
9419;Totaal alle jeugdzorg in natura;Leerbroek buitengebied;2021;;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196112  ;3.0
9420;Totaal alle jeugdzorg in natura;Kedichem;1e halfjaar 2021;10.0;;10.0;;;;10.0;;15.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196113  ;3.0
9421;Totaal alle jeugdzorg in natura;Kedichem;2e halfjaar 2021;10.0;;10.0;;;;10.0;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196113  ;3.0
9422;Totaal alle jeugdzorg in natura;Kedichem;2021;15.0;;15.0;;;;15.0;;20.0;10.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196113  ;3.0
9423;Totaal alle jeugdzorg in natura;Kedichem buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196114  ;3.0
9424;Totaal alle jeugdzorg in natura;Kedichem buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196114  ;3.0
9425;Totaal alle jeugdzorg in natura;Kedichem buitengebied;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196114  ;3.0
9426;Totaal alle jeugdzorg in natura;Hei- en Boeicop;1e halfjaar 2021;15.0;;;;;;10.0;;15.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196115  ;3.0
9427;Totaal alle jeugdzorg in natura;Hei- en Boeicop;2e halfjaar 2021;15.0;;;;;;10.0;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196115  ;3.0
9428;Totaal alle jeugdzorg in natura;Hei- en Boeicop;2021;15.0;;;;;;10.0;;20.0;15.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196115  ;3.0
9429;Totaal alle jeugdzorg in natura;Hei- en Boeicop buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196116  ;3.0
9430;Totaal alle jeugdzorg in natura;Hei- en Boeicop buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196116  ;3.0
9431;Totaal alle jeugdzorg in natura;Hei- en Boeicop buitengebied;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196116  ;3.0
9432;Totaal alle jeugdzorg in natura;Oosterwijk;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196117  ;3.0
9433;Totaal alle jeugdzorg in natura;Oosterwijk;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196117  ;3.0
9434;Totaal alle jeugdzorg in natura;Oosterwijk;2021;;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196117  ;3.0
9435;Totaal alle jeugdzorg in natura;Amaliastein;1e halfjaar 2021;25.0;;15.0;;;;20.0;;45.0;25.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196118  ;3.0
9436;Totaal alle jeugdzorg in natura;Amaliastein;2e halfjaar 2021;25.0;;10.0;15.0;;;20.0;;45.0;20.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196118  ;3.0
9437;Totaal alle jeugdzorg in natura;Amaliastein;2021;35.0;;15.0;10.0;;;25.0;;55.0;30.0;15.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196118  ;3.0
9438;Totaal alle jeugdzorg in natura;Monnikenhof;1e halfjaar 2021;105.0;;75.0;25.0;;20.0;80.0;;150.0;100.0;30.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196119  ;3.0
9439;Totaal alle jeugdzorg in natura;Monnikenhof;2e halfjaar 2021;115.0;;75.0;30.0;;25.0;85.0;;170.0;115.0;30.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196119  ;3.0
9440;Totaal alle jeugdzorg in natura;Monnikenhof;2021;135.0;;90.0;35.0;;30.0;100.0;;205.0;135.0;40.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196119  ;3.0
9441;Totaal alle jeugdzorg in natura;Vianen bedrijventerrein;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196120  ;3.0
9442;Totaal alle jeugdzorg in natura;Vianen bedrijventerrein;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196120  ;3.0
9443;Totaal alle jeugdzorg in natura;Vianen bedrijventerrein;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196120  ;3.0
9444;Totaal alle jeugdzorg in natura;Vianen centrum;1e halfjaar 2021;65.0;;30.0;30.0;;15.0;45.0;;90.0;40.0;25.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196121  ;3.0
9445;Totaal alle jeugdzorg in natura;Vianen centrum;2e halfjaar 2021;65.0;;35.0;25.0;;20.0;45.0;;90.0;35.0;35.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196121  ;3.0
9446;Totaal alle jeugdzorg in natura;Vianen centrum;2021;80.0;;45.0;35.0;;20.0;55.0;;115.0;50.0;35.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196121  ;3.0
9447;Totaal alle jeugdzorg in natura;De Hagen;1e halfjaar 2021;95.0;10.0;55.0;25.0;;40.0;50.0;;150.0;80.0;20.0;;10.0;10.0;;;;Vijfheerenlanden                        ;Wijk     ;WK196122  ;3.0
9448;Totaal alle jeugdzorg in natura;De Hagen;2e halfjaar 2021;85.0;10.0;50.0;20.0;;35.0;45.0;;135.0;85.0;20.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196122  ;3.0
9449;Totaal alle jeugdzorg in natura;De Hagen;2021;105.0;10.0;60.0;30.0;;45.0;55.0;;185.0;100.0;30.0;;10.0;10.0;;;;Vijfheerenlanden                        ;Wijk     ;WK196122  ;3.0
9450;Totaal alle jeugdzorg in natura;Vianen buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196123  ;3.0
9451;Totaal alle jeugdzorg in natura;Vianen buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196123  ;3.0
9452;Totaal alle jeugdzorg in natura;Vianen buitengebied;2021;;;;;;;;;10.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196123  ;3.0
9453;Totaal alle jeugdzorg in natura;Leerdam-West;1e halfjaar 2021;80.0;;45.0;30.0;;25.0;50.0;;120.0;55.0;35.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196124  ;3.0
9454;Totaal alle jeugdzorg in natura;Leerdam-West;2e halfjaar 2021;90.0;;50.0;30.0;;30.0;55.0;;130.0;50.0;45.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196124  ;3.0
9455;Totaal alle jeugdzorg in natura;Leerdam-West;2021;105.0;10.0;55.0;35.0;;30.0;65.0;10.0;160.0;70.0;55.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196124  ;3.0
9456;Totaal alle jeugdzorg in natura;Leerdam-Noord;1e halfjaar 2021;90.0;;30.0;50.0;;15.0;65.0;10.0;130.0;45.0;50.0;;10.0;;;10.0;;Vijfheerenlanden                        ;Wijk     ;WK196125  ;3.0
9457;Totaal alle jeugdzorg in natura;Leerdam-Noord;2e halfjaar 2021;95.0;;35.0;50.0;;20.0;70.0;10.0;135.0;55.0;50.0;;10.0;;;;;Vijfheerenlanden                        ;Wijk     ;WK196125  ;3.0
9458;Totaal alle jeugdzorg in natura;Leerdam-Noord;2021;115.0;;45.0;60.0;;20.0;85.0;10.0;180.0;70.0;75.0;;10.0;;;10.0;;Vijfheerenlanden                        ;Wijk     ;WK196125  ;3.0
9459;Totaal alle jeugdzorg in natura;Leerdam centrum;1e halfjaar 2021;30.0;;10.0;15.0;;10.0;20.0;;35.0;;20.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196126  ;3.0
9460;Totaal alle jeugdzorg in natura;Leerdam centrum;2e halfjaar 2021;30.0;;15.0;20.0;;10.0;20.0;;40.0;;25.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196126  ;3.0
9461;Totaal alle jeugdzorg in natura;Leerdam centrum;2021;35.0;;15.0;20.0;;10.0;20.0;;50.0;10.0;30.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196126  ;3.0
9462;Totaal alle jeugdzorg in natura;Leerdam-Oost;1e halfjaar 2021;35.0;;20.0;15.0;;10.0;25.0;;45.0;15.0;20.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196127  ;3.0
9463;Totaal alle jeugdzorg in natura;Leerdam-Oost;2e halfjaar 2021;45.0;;25.0;20.0;;10.0;30.0;;60.0;25.0;25.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196127  ;3.0
9464;Totaal alle jeugdzorg in natura;Leerdam-Oost;2021;50.0;;25.0;20.0;;10.0;35.0;;70.0;30.0;30.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196127  ;3.0
9465;Totaal alle jeugdzorg in natura;Nieuw Schaik;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196128  ;3.0
9466;Totaal alle jeugdzorg in natura;Nieuw Schaik;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196128  ;3.0
9467;Totaal alle jeugdzorg in natura;Nieuw Schaik;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196128  ;3.0
9468;Totaal alle jeugdzorg in natura;Leerdam buitengebied;1e halfjaar 2021;20.0;;10.0;10.0;;;10.0;;30.0;20.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196129  ;3.0
9469;Totaal alle jeugdzorg in natura;Leerdam buitengebied;2e halfjaar 2021;15.0;;;10.0;;;10.0;;25.0;15.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196129  ;3.0
9470;Totaal alle jeugdzorg in natura;Leerdam buitengebied;2021;20.0;;10.0;10.0;;;10.0;;35.0;20.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196129  ;3.0
9471;Totaal alle jeugdzorg in natura;Schoonrewoerd;1e halfjaar 2021;15.0;;10.0;;;;15.0;;15.0;;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196130  ;3.0
9472;Totaal alle jeugdzorg in natura;Schoonrewoerd;2e halfjaar 2021;15.0;;15.0;;;;15.0;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196130  ;3.0
9473;Totaal alle jeugdzorg in natura;Schoonrewoerd;2021;20.0;;15.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196130  ;3.0
9474;Totaal alle jeugdzorg in natura;Schoonrewoerd buitengebied;1e halfjaar 2021;10.0;;;;;;10.0;;15.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196131  ;3.0
9475;Totaal alle jeugdzorg in natura;Schoonrewoerd buitengebied;2e halfjaar 2021;10.0;;10.0;;;;10.0;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196131  ;3.0
9476;Totaal alle jeugdzorg in natura;Schoonrewoerd buitengebied;2021;15.0;;10.0;;;;10.0;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196131  ;3.0
9477;Totaal alle jeugdzorg in natura;Zijderveld;1e halfjaar 2021;10.0;;;;;;10.0;;15.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196132  ;3.0
9478;Totaal alle jeugdzorg in natura;Zijderveld;2e halfjaar 2021;10.0;;10.0;;;;10.0;;15.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196132  ;3.0
9479;Totaal alle jeugdzorg in natura;Zijderveld;2021;10.0;;10.0;;;;10.0;;20.0;15.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196132  ;3.0
9480;Totaal alle jeugdzorg in natura;Zijderveld buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196133  ;3.0
9481;Totaal alle jeugdzorg in natura;Zijderveld buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196133  ;3.0
9482;Totaal alle jeugdzorg in natura;Zijderveld buitengebied;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196133  ;3.0
9483;Totaal alle jeugdzorg in natura;Hagestein;1e halfjaar 2021;25.0;;10.0;10.0;;;15.0;;25.0;10.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196134  ;3.0
9484;Totaal alle jeugdzorg in natura;Hagestein;2e halfjaar 2021;20.0;;10.0;10.0;;;15.0;;25.0;15.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196134  ;3.0
9485;Totaal alle jeugdzorg in natura;Hagestein;2021;25.0;;15.0;10.0;;;20.0;;35.0;15.0;15.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196134  ;3.0
9486;Totaal alle jeugdzorg in natura;Hagestein buitengebied;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196135  ;3.0
9487;Totaal alle jeugdzorg in natura;Hagestein buitengebied;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196135  ;3.0
9488;Totaal alle jeugdzorg in natura;Hagestein buitengebied;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196135  ;3.0
9489;Totaal alle jeugdzorg in natura;Hoef en Haag;1e halfjaar 2021;60.0;10.0;35.0;15.0;;15.0;40.0;;65.0;40.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196136  ;3.0
9490;Totaal alle jeugdzorg in natura;Hoef en Haag;2e halfjaar 2021;55.0;10.0;25.0;15.0;;10.0;40.0;;75.0;45.0;10.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196136  ;3.0
9491;Totaal alle jeugdzorg in natura;Hoef en Haag;2021;65.0;10.0;35.0;20.0;;15.0;45.0;;85.0;50.0;15.0;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196136  ;3.0
9492;Totaal alle jeugdzorg in natura;Everdingen;1e halfjaar 2021;10.0;;;;;;10.0;;15.0;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196137  ;3.0
9493;Totaal alle jeugdzorg in natura;Everdingen;2e halfjaar 2021;10.0;;;;;;10.0;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196137  ;3.0
9494;Totaal alle jeugdzorg in natura;Everdingen;2021;15.0;;;;;;15.0;;25.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196137  ;3.0
9495;Totaal alle jeugdzorg in natura;Everdingen buitengebied;1e halfjaar 2021;10.0;;;;;;;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196138  ;3.0
9496;Totaal alle jeugdzorg in natura;Everdingen buitengebied;2e halfjaar 2021;10.0;;;;;;;;20.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196138  ;3.0
9497;Totaal alle jeugdzorg in natura;Everdingen buitengebied;2021;15.0;;;;;;;;25.0;10.0;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196138  ;3.0
9498;Totaal alle jeugdzorg in natura;Ossenwaard;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196139  ;3.0
9499;Totaal alle jeugdzorg in natura;Ossenwaard;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196139  ;3.0
9500;Totaal alle jeugdzorg in natura;Ossenwaard;2021;;;;;;;;;;;;;;;;;;Vijfheerenlanden                        ;Wijk     ;WK196139  ;3.0
9501;Totaal alle jeugdzorg in natura;Vlaardingen;1e halfjaar 2021;1160.0;80.0;495.0;525.0;60.0;415.0;600.0;150.0;1600.0;380.0;385.0;20.0;365.0;120.0;10.0;10.0;;Vlaardingen                             ;Gemeente ;GM0622    ;
9502;Totaal alle jeugdzorg in natura;Vlaardingen;2e halfjaar 2021;1190.0;100.0;520.0;520.0;45.0;445.0;595.0;150.0;1640.0;415.0;415.0;15.0;365.0;100.0;15.0;10.0;10.0;Vlaardingen                             ;Gemeente ;GM0622    ;
9503;Totaal alle jeugdzorg in natura;Vlaardingen;2021;1380.0;115.0;600.0;600.0;60.0;510.0;700.0;165.0;2050.0;505.0;510.0;25.0;450.0;150.0;20.0;10.0;10.0;Vlaardingen                             ;Gemeente ;GM0622    ;
