ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstrOfNaUitstr;Perioden;AOUitkering_1;WWUitkering_2;Bijstandsuitkering_3;AOUitkering_4;WWUitkering_5;Bijstandsuitkering_6
8713;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;0.1;0.0;0.0;0.0;0.0;0.0
8714;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.0;0.0
8715;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;0.1;0.0;0.0;0.0;0.0;0.0
8716;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.1;0.0
8717;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;0.1;0.0;0.0;0.0;0.1;0.0
8718;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;0.1;0.0;0.0;0.0;0.1;0.0
8719;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;0.1;0.0;0.0;0.0;0.1;0.0
8720;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;0.1;0.0;0.0;0.0;0.1;0.0
8721;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
8722;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;0.1;0.1;0.2;0.0;0.0;0.1
8723;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;0.1;0.1;0.2;0.0;0.0;0.1
8724;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;0.1;0.1;0.1;0.0;0.1;0.1
8725;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;0.0;0.0;0.1;0.0;0.0;0.1
8726;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;0.0;0.0;0.1;0.0;0.0;0.1
8727;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.1
8728;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
8729;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
8730;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.1
8731;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
8732;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
8733;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
8734;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
8735;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
8736;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
8737;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
8738;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
8739;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
8740;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
8741;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
8742;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
8743;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
8744;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
8745;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
8746;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
8747;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
8748;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
8749;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
8750;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;0.1;0.1;2.0;0.0;0.0;0.9
8751;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;0.1;0.1;2.4;0.0;0.1;0.8
8752;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;0.1;0.1;2.0;0.0;0.1;1.2
8753;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;0.1;0.1;2.0;0.0;0.1;1.2
8754;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;0.1;0.0;1.5;0.0;0.1;1.1
8755;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;0.1;0.1;1.2;0.0;0.1;0.8
8756;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;0.1;0.0;1.3;0.0;0.1;0.7
8757;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;0.1;0.1;1.3;0.0;0.0;0.5
8758;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;0.1;0.1;1.5;0.0;0.1;0.4
8759;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;0.1;0.1;1.4;0.0;0.1;0.8
8760;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;0.1;0.1;1.0;0.0;0.1;0.8
8761;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;0.1;0.1;1.1;0.0;0.1;0.8
8762;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;0.1;0.1;1.2;0.0;0.1;0.7
8763;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;0.1;0.0;1.4;0.0;0.1;0.6
8764;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;0.0;0.0;0.2;0.0;0.0;0.2
8765;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;0.0;0.0;0.3;0.0;0.0;0.2
8766;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;0.0;0.0;0.3;0.0;0.0;0.4
8767;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;0.0;0.0;0.5;0.0;0.0;0.4
8768;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;0.0;0.0;0.3;0.0;0.0;0.5
8769;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;0.1;0.0;0.3;0.0;0.0;0.3
8770;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;0.0;0.0;0.3;0.0;0.0;0.3
8771;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;0.0;0.0;0.3;0.0;0.0;0.2
8772;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;0.0;0.0;0.3;0.0;0.0;0.2
8773;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;0.0;0.0;0.4;0.0;0.0;0.4
8774;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;0.0;0.0;0.2;0.0;0.0;0.4
8775;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;0.0;0.0;0.3;0.0;0.0;0.5
8776;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;0.1;0.0;0.4;0.0;0.1;0.4
8777;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;0.0;0.0;0.4;0.0;0.1;0.3
8778;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;0.1;0.1;1.7;0.0;0.0;0.7
8779;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;0.0;0.1;2.0;0.0;0.0;0.6
8780;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;0.0;0.1;1.7;0.0;0.1;0.8
8781;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;0.1;0.1;1.6;0.0;0.1;0.8
8782;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;0.0;0.0;1.2;0.0;0.1;0.6
8783;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;0.1;0.0;1.0;0.0;0.0;0.5
8784;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;0.1;0.0;1.0;0.0;0.0;0.4
8785;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;0.1;0.0;1.0;0.0;0.0;0.2
8786;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;0.1;0.0;1.2;0.0;0.1;0.2
8787;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;0.1;0.0;1.0;0.0;0.0;0.4
8788;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;0.1;0.0;0.8;0.0;0.1;0.4
8789;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;0.1;0.1;0.7;0.0;0.1;0.3
8790;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;0.1;0.0;0.8;0.0;0.1;0.3
8791;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;0.0;0.0;1.0;0.0;0.0;0.3
8792;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.0;0.0;1.0;0.0;0.0;0.0
8793;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.0;0.0;0.7;0.0;0.0;0.0
8794;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.0;0.0;0.5;0.0;0.0;0.0
8795;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.0;0.0;0.5;0.0;0.0;0.0
8796;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.0;0.0;0.5;0.0;0.0;0.0
8797;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.0;0.0;0.5;0.0;0.0;0.0
8798;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.0;0.0;0.6;0.0;0.0;0.0
8799;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2008 tot 25 september 2009;0.0;0.0;0.6;0.0;0.0;0.0
8800;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;25 september 2009 tot 24 september 2010;0.0;0.0;0.7;0.0;0.0;0.0
8801;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;24 september 2010 tot 30 september 2011;0.0;0.0;0.8;0.0;0.0;0.0
8802;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;30 september 2011 tot 28 september 2012;0.0;0.0;0.6;0.0;0.0;0.0
8803;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2012 tot 27 september 2013;0.0;0.0;0.6;0.0;0.0;0.0
8804;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;27 september 2013 tot 26 september 2014;0.0;0.0;0.9;0.0;0.0;0.0
8805;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2014 tot 25 september 2015;0.0;0.0;1.9;0.0;0.0;0.0
8806;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.2
8807;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.2
8808;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.3
8809;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.3
8810;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.3
8811;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.2
8812;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.1
8813;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.1
8814;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.1
8815;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.2
8816;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.1;0.0;0.2
8817;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.1;0.0;0.1
8818;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.1;0.0;0.1
8819;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.1
8820;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;0.4;0.5;1.6;0.1;0.2;1.0
8821;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;0.3;1.0;2.3;0.1;0.3;0.9
8822;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;0.3;0.9;2.2;0.1;0.6;1.3
8823;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;0.2;0.7;2.1;0.2;0.7;1.5
8824;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;0.3;0.5;1.4;0.1;0.5;1.7
8825;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;0.5;0.5;1.0;0.1;0.3;1.2
8826;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;0.4;0.4;1.0;0.2;0.3;0.9
8827;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;0.5;1.3;1.9;0.1;0.3;0.5
8828;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;0.4;1.1;2.6;0.1;0.9;1.0
8829;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;0.6;1.1;2.6;0.2;0.8;1.6
8830;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;0.7;1.6;2.1;0.2;0.8;1.7
8831;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;0.8;2.4;2.9;0.2;1.2;1.3
8832;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;0.8;2.0;2.8;0.2;1.8;1.5
8833;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;0.4;2.0;2.6;0.2;1.5;1.6
8834;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;28 september 2001 tot 27 september 2002;0.2;0.4;0.7;0.1;0.1;0.5
8835;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;27 september 2002 tot 26 september 2003;0.1;0.8;0.9;0.1;0.2;0.4
8836;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;26 september 2003 tot 24 september 2004;0.1;0.7;0.8;0.0;0.3;0.6
8837;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;24 september 2004 tot 30 september 2005;0.1;0.6;0.7;0.1;0.4;0.7
8838;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;30 september 2005 tot 29 september 2006;0.1;0.4;0.4;0.0;0.4;0.8
8839;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;29 september 2006 tot 28 september 2007;0.1;0.4;0.4;0.0;0.2;0.6
8840;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;28 september 2007 tot 26 september 2008;0.1;0.4;0.4;0.1;0.2;0.4
8841;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;26 september 2008 tot 25 september 2009;0.2;1.1;0.7;0.1;0.2;0.2
8842;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;25 september 2009 tot 24 september 2010;0.1;0.9;1.0;0.0;0.6;0.4
8843;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;24 september 2010 tot 30 september 2011;0.1;1.0;0.9;0.1;0.5;0.7
8844;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;30 september 2011 tot 28 september 2012;0.1;1.3;0.7;0.1;0.5;0.6
8845;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;28 september 2012 tot 27 september 2013;0.2;2.1;0.9;0.0;0.7;0.4
8846;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;27 september 2013 tot 26 september 2014;0.1;1.7;0.8;0.0;1.2;0.6
8847;Totaal mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;26 september 2014 tot 25 september 2015;0.1;1.7;0.7;0.1;1.0;0.7
