ID;Geslacht;Onderwijssoort;Herkomstgroepering;Populatie;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
8691;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;92.0
8692;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;93.0
8693;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;91.0
8694;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;93.0
8695;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;92.0
8696;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;0.0
8697;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;0.0
8698;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;92.0
8699;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;90.0
8700;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;93.0
8701;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;92.0
8702;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;West-Nederland (LD);2003/'04;;;93.0
8703;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;West-Nederland (LD);2004/'05;;;91.0
8704;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;93.0
8705;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;93.0
8706;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;0.0
8707;Totaal mannen en vrouwen;Havo;Autochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;0.0
8708;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Nederland;2003/'04;;;93.0
8709;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Nederland;2004/'05;;;92.0
8710;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;92.0
8711;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;91.0
8712;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Amsterdam;2003/'04;;;94.0
8713;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Amsterdam;2004/'05;;;90.0
8714;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;94.0
8715;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;89.0
8716;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Rotterdam;2003/'04;;;90.0
8717;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Rotterdam;2004/'05;;;92.0
8718;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;92.0
8719;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;94.0
8720;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;93.0
8721;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;91.0
8722;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;93.0
8723;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;92.0
8724;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;0.0
8725;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;0.0
8726;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;92.0
8727;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;91.0
8728;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;93.0
8729;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;92.0
8730;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;93.0
8731;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;91.0
8732;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;93.0
8733;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;93.0
8734;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;0.0
8735;Totaal mannen en vrouwen;Havo;Autochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;0.0
8736;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Nederland;2003/'04;;;84.0
8737;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Nederland;2004/'05;;;81.0
8738;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;80.0
8739;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;77.0
8740;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Amsterdam;2003/'04;;;80.0
8741;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Amsterdam;2004/'05;;;78.0
8742;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;85.0
8743;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;79.0
8744;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Rotterdam;2003/'04;;;77.0
8745;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Rotterdam;2004/'05;;;74.0
8746;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;80.0
8747;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;83.0
8748;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;83.0
8749;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;81.0
8750;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;86.0
8751;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;83.0
8752;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;0.0
8753;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;0.0
8754;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;82.0
8755;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;79.0
8756;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;85.0
8757;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;82.0
8758;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;83.0
8759;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;80.0
8760;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;85.0
8761;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;85.0
8762;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;0.0
8763;Totaal mannen en vrouwen;Havo;Allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;0.0
8764;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Nederland;2003/'04;;;84.0
8765;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Nederland;2004/'05;;;81.0
8766;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;81.0
8767;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;78.0
8768;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Amsterdam;2003/'04;;;80.0
8769;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Amsterdam;2004/'05;;;79.0
8770;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;88.0
8771;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;79.0
8772;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Rotterdam;2003/'04;;;78.0
8773;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Rotterdam;2004/'05;;;75.0
8774;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;79.0
8775;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;83.0
8776;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;83.0
8777;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;81.0
8778;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;85.0
8779;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;83.0
8780;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;0.0
8781;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;0.0
8782;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;82.0
8783;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;80.0
8784;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;85.0
8785;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;81.0
8786;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;83.0
8787;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;80.0
8788;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;85.0
8789;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;85.0
8790;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;0.0
8791;Totaal mannen en vrouwen;Havo;Allochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;0.0
8792;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Nederland;2003/'04;;;89.0
8793;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Nederland;2004/'05;;;86.0
8794;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;90.0
8795;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;85.0
8796;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Amsterdam;2003/'04;;;88.0
8797;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Amsterdam;2004/'05;;;82.0
8798;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;90.0
8799;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;88.0
8800;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Rotterdam;2003/'04;;;93.0
8801;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Rotterdam;2004/'05;;;83.0
8802;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;88.0
8803;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;90.0
8804;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;88.0
8805;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;86.0
8806;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;89.0
8807;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;87.0
8808;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;0.0
8809;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;0.0
8810;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;85.0
8811;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;83.0
8812;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;91.0
8813;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;88.0
8814;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;88.0
8815;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;86.0
8816;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;89.0
8817;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;87.0
8818;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;0.0
8819;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;0.0
8820;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Nederland;2003/'04;;;89.0
8821;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Nederland;2004/'05;;;86.0
8822;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;90.0
8823;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;84.0
8824;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Amsterdam;2003/'04;;;89.0
8825;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Amsterdam;2004/'05;;;81.0
8826;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;91.0
8827;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;88.0
8828;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Rotterdam;2003/'04;;;92.0
8829;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Rotterdam;2004/'05;;;83.0
8830;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;88.0
8831;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;86.0
8832;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;88.0
8833;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;86.0
8834;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;89.0
8835;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;87.0
8836;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;0.0
8837;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;0.0
8838;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;85.0
8839;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;84.0
8840;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;91.0
8841;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;88.0
8842;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;89.0
8843;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;86.0
8844;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;89.0
8845;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;87.0
8846;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;0.0
8847;Totaal mannen en vrouwen;Havo;Westerse allochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;0.0
8848;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Nederland;2003/'04;;;80.0
8849;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Nederland;2004/'05;;;78.0
8850;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;77.0
8851;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;76.0
8852;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Amsterdam;2003/'04;;;78.0
8853;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Amsterdam;2004/'05;;;77.0
8854;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;83.0
8855;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;76.0
8856;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Rotterdam;2003/'04;;;74.0
8857;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Rotterdam;2004/'05;;;73.0
8858;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;76.0
8859;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;80.0
8860;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;79.0
8861;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;77.0
8862;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;83.0
8863;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;79.0
8864;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;0.0
8865;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;0.0
8866;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;78.0
8867;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;74.0
8868;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;80.0
8869;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;77.0
8870;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;80.0
8871;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;77.0
8872;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;80.0
8873;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;83.0
8874;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;0.0
8875;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;0.0
8876;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Nederland;2003/'04;;;80.0
8877;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Nederland;2004/'05;;;78.0
8878;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;78.0
8879;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;76.0
8880;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Amsterdam;2003/'04;;;78.0
8881;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Amsterdam;2004/'05;;;79.0
8882;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;87.0
8883;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;76.0
8884;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Rotterdam;2003/'04;;;75.0
8885;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Rotterdam;2004/'05;;;73.0
8886;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;73.0
8887;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;82.0
8888;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;79.0
8889;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;77.0
8890;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;82.0
8891;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;79.0
8892;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;0.0
8893;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;0.0
8894;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;79.0
8895;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;74.0
8896;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;79.0
8897;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;77.0
8898;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;80.0
8899;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;77.0
8900;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;80.0
8901;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;83.0
8902;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;0.0
8903;Totaal mannen en vrouwen;Havo;Niet-westerse allochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;0.0
8904;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Nederland;2003/'04;;;80.0
8905;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Nederland;2004/'05;;;82.0
8906;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;79.0
8907;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;83.0
8908;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Amsterdam;2003/'04;;;79.0
8909;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Amsterdam;2004/'05;;;85.0
8910;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;91.0
8911;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;76.0
8912;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Rotterdam;2003/'04;;;71.0
8913;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Rotterdam;2004/'05;;;81.0
8914;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Utrecht (gemeente);2003/'04;;;86.0
8915;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Utrecht (gemeente);2004/'05;;;88.0
8916;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;80.0
8917;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;73.0
8918;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;83.0
8919;Totaal mannen en vrouwen;Havo;Marokko;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;84.0
