ID;Geslacht;Leeftijd;RegioS;Perioden;Bevolking_1;k_1BasisonderwijsVmboMbo1_2;k_2HavoVwoMbo24_3;k_3HboWo_4;k_11Basisonderwijs_5;k_12VmboHavoVwoOnderbouwMbo1_6;k_21HavoVwoMbo24_7;k_31HboWoBachelor_8;k_32HboWoMasterDoctor_9;k_111Basisonderwijs_10;k_121VmboBKMbo1_11;k_122VmboGTHavoVwoOnderbouw_12;k_211Mbo2EnMbo3_13;k_212Mbo4_14;k_213HavoVwo_15;k_311HboWoBachelor_16;k_321HboWoMasterDoctor_17
7736;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2016;3000.0;49.8;43.7;6.5;14.4;35.4;43.7;5.6;0.9;14.4;11.4;24.0;13.5;12.4;17.7;5.6;0.9
7737;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2017;3000.0;48.9;44.2;7.0;13.8;35.1;44.2;6.3;0.7;13.8;11.0;24.0;12.2;13.9;18.1;6.3;0.7
7738;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2018;3000.0;48.3;44.8;6.8;13.4;34.9;44.8;5.8;1.0;13.4;11.6;23.3;11.4;13.7;19.7;5.8;1.0
7739;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2019;3000.0;48.7;44.4;6.9;13.3;35.4;44.4;6.1;0.8;13.3;11.2;24.2;11.7;13.0;19.6;6.1;0.8
7740;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2020;3000.0;47.9;44.3;7.8;12.1;35.8;44.3;7.0;0.8;12.1;10.8;25.0;11.4;13.3;19.6;7.0;0.8
7741;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2021;3100.0;45.7;46.0;8.4;12.3;33.4;46.0;7.4;1.0;12.3;10.1;23.3;11.0;14.7;20.3;7.4;1.0
7742;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2022;3100.0;47.8;43.6;8.6;14.3;33.5;43.6;7.5;1.1;14.3;9.7;23.8;10.5;14.7;18.4;7.5;1.1
7743;Totaal mannen en vrouwen;15 tot 25 jaar;Gilze en Rijen;2023;3100.0;48.9;42.7;8.4;15.6;33.2;42.7;7.3;1.1;15.6;9.6;23.6;10.3;14.2;18.2;7.3;1.1
7744;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2013;5300.0;49.0;44.6;6.5;13.4;35.5;44.6;5.8;0.6;13.4;13.7;21.8;18.5;12.6;13.5;5.8;0.6
7745;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2014;5300.0;49.8;43.9;6.3;13.7;36.1;43.9;5.8;0.5;13.7;13.1;23.0;17.9;13.2;12.7;5.8;0.5
7746;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2015;5200.0;50.1;43.4;6.5;12.5;37.6;43.4;5.9;0.6;12.5;13.1;24.5;16.9;13.4;13.1;5.9;0.6
7747;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2016;5400.0;49.1;44.7;6.2;12.8;36.3;44.7;5.5;0.7;12.8;13.1;23.2;16.7;13.6;14.4;5.5;0.7
7748;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2017;5500.0;48.8;45.4;5.7;12.2;36.6;45.4;5.2;0.6;12.2;13.2;23.5;15.5;15.0;14.9;5.2;0.6
7749;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2018;5700.0;48.2;45.4;6.3;11.5;36.7;45.4;5.7;0.6;11.5;13.5;23.2;14.5;15.0;15.9;5.7;0.6
7750;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2019;5700.0;47.6;46.1;6.3;11.6;35.9;46.1;5.8;0.5;11.6;12.9;23.1;14.3;15.2;16.6;5.8;0.5
7751;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2020;5800.0;46.0;47.1;6.9;11.3;34.7;47.1;6.3;0.6;11.3;12.4;22.3;13.8;15.9;17.4;6.3;0.6
7752;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2021;5800.0;45.1;46.8;8.1;10.6;34.5;46.8;7.1;1.0;10.6;12.1;22.4;13.5;16.2;17.0;7.1;1.0
7753;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2022;5900.0;45.7;46.5;7.8;11.0;34.7;46.5;7.0;0.8;11.0;11.9;22.8;13.3;15.6;17.5;7.0;0.8
7754;Totaal mannen en vrouwen;15 tot 25 jaar;Goeree-Overflakkee;2023;5700.0;46.8;45.0;8.2;11.7;35.2;45.0;7.4;0.7;11.7;12.1;23.0;13.9;15.4;15.8;7.4;0.7
7755;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2013;4000.0;52.7;40.6;6.7;14.1;38.5;40.6;6.0;0.7;14.1;12.1;26.4;15.2;11.5;14.0;6.0;0.7
7756;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2014;4000.0;52.7;40.3;7.0;14.4;38.3;40.3;6.0;1.0;14.4;12.1;26.2;14.6;11.3;14.4;6.0;1.0
7757;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2015;4000.0;53.1;39.9;6.9;15.1;38.0;39.9;5.9;1.1;15.1;11.6;26.4;14.3;11.5;14.2;5.9;1.1
7758;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2016;4100.0;52.5;40.9;6.6;13.4;39.0;40.9;5.9;0.7;13.4;12.1;26.9;14.4;11.5;15.0;5.9;0.7
7759;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2017;4100.0;51.8;42.2;6.0;13.2;38.6;42.2;5.3;0.7;13.2;12.4;26.2;13.8;12.0;16.4;5.3;0.7
7760;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2018;4200.0;50.2;43.3;6.5;12.8;37.4;43.3;5.5;1.0;12.8;12.1;25.3;12.9;12.4;17.9;5.5;1.0
7761;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2019;4300.0;49.7;43.2;7.2;13.4;36.3;43.2;6.3;0.9;13.4;11.3;25.0;12.8;12.6;17.7;6.3;0.9
7762;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2020;4300.0;47.9;44.4;7.7;12.0;36.0;44.4;6.6;1.0;12.0;11.1;24.8;12.8;13.0;18.6;6.6;1.0
7763;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2021;4300.0;47.4;44.4;8.2;10.5;37.0;44.4;7.0;1.1;10.5;11.8;25.1;12.1;13.1;19.2;7.0;1.1
7764;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2022;4300.0;47.0;45.3;7.7;11.2;35.8;45.3;7.0;0.7;11.2;11.7;24.1;12.3;13.4;19.6;7.0;0.7
7765;Totaal mannen en vrouwen;15 tot 25 jaar;Goes;2023;4200.0;53.8;38.7;7.5;21.3;32.4;38.7;6.8;0.7;21.3;10.4;22.0;11.7;12.0;15.0;6.8;0.7
7766;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2013;2300.0;52.4;40.4;7.2;13.4;39.0;40.4;6.1;1.1;13.4;8.8;30.2;10.7;11.4;18.4;6.1;1.1
7767;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2014;2300.0;52.4;41.3;6.3;13.1;39.3;41.3;5.1;1.2;13.1;9.3;30.0;10.8;12.0;18.5;5.1;1.2
7768;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2015;2300.0;53.1;40.1;6.7;14.0;39.2;40.1;5.8;0.9;14.0;9.1;30.1;11.0;10.5;18.6;5.8;0.9
7769;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2016;2400.0;51.9;42.5;5.6;15.8;36.0;42.5;4.9;0.8;15.8;8.1;27.9;10.9;10.5;21.1;4.9;0.8
7770;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2017;2400.0;51.9;42.3;5.8;14.1;37.7;42.3;4.9;1.0;14.1;7.6;30.1;10.1;10.3;21.9;4.9;1.0
7771;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2018;2400.0;51.1;42.3;6.6;13.0;38.1;42.3;6.4;0.3;13.0;8.4;29.7;9.6;11.2;21.4;6.4;0.3
7772;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2019;2400.0;50.8;43.0;6.2;12.1;38.7;43.0;5.6;0.6;12.1;7.9;30.8;9.3;11.4;22.3;5.6;0.6
7773;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2020;2400.0;49.9;43.4;6.8;13.2;36.7;43.4;5.9;0.9;13.2;7.4;29.3;9.1;11.2;23.1;5.9;0.9
7774;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2021;2400.0;49.2;43.4;7.4;10.4;38.8;43.4;6.6;0.9;10.4;8.3;30.5;8.9;10.7;23.8;6.6;0.9
7775;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2022;2500.0;50.2;43.1;6.7;11.2;39.0;43.1;5.8;0.9;11.2;8.1;30.9;8.3;10.6;24.2;5.8;0.9
7776;Totaal mannen en vrouwen;15 tot 25 jaar;Goirle;2023;2500.0;50.9;43.1;6.0;12.5;38.4;43.1;5.4;0.6;12.5;7.9;30.5;8.3;11.5;23.4;5.4;0.6
7777;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2013;;;;;;;;;;;;;;;;;
7778;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2014;;;;;;;;;;;;;;;;;
7779;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2015;;;;;;;;;;;;;;;;;
7780;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2016;5700.0;53.1;41.3;5.6;9.7;43.4;41.3;4.5;1.1;9.7;6.8;36.6;7.6;7.5;26.2;4.5;1.1
7781;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2017;5900.0;51.4;43.2;5.4;9.0;42.3;43.2;4.5;0.8;9.0;7.0;35.3;6.9;8.2;28.2;4.5;0.8
7782;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2018;6000.0;49.3;45.4;5.3;9.0;40.3;45.4;4.6;0.7;9.0;6.6;33.7;10.5;7.5;27.4;4.6;0.7
7783;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2019;6200.0;51.2;42.9;5.9;10.6;40.5;42.9;5.2;0.8;10.6;6.7;33.8;6.0;7.6;29.3;5.2;0.8
7784;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2020;6200.0;48.2;45.4;6.4;8.2;40.0;45.4;5.6;0.8;8.2;6.5;33.5;5.6;7.6;32.1;5.6;0.8
7785;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2021;6100.0;46.9;46.3;6.8;7.2;39.7;46.3;6.1;0.8;7.2;6.6;33.2;5.5;7.3;33.5;6.1;0.8
7786;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2022;6300.0;49.6;43.1;7.2;7.7;41.9;43.1;6.1;1.1;7.7;6.2;35.6;5.8;7.3;30.0;6.1;1.1
7787;Totaal mannen en vrouwen;15 tot 25 jaar;Gooise Meren;2023;6100.0;51.8;40.9;7.3;10.0;41.8;40.9;6.3;1.0;10.0;5.9;35.9;6.0;8.3;26.6;6.3;1.0
7788;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2013;4000.0;55.1;38.5;6.4;18.9;36.2;38.5;5.4;1.0;18.9;13.7;22.5;12.6;9.3;16.6;5.4;1.0
7789;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2014;4100.0;52.1;41.3;6.6;13.1;39.0;41.3;5.5;1.1;13.1;14.3;24.7;13.1;10.0;18.3;5.5;1.1
7790;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2015;4100.0;52.0;41.7;6.2;13.4;38.6;41.7;5.1;1.1;13.4;13.6;25.0;13.3;10.4;18.0;5.1;1.1
7791;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2016;4200.0;52.8;41.5;5.6;13.1;39.8;41.5;5.0;0.6;13.1;13.9;25.9;12.4;10.5;18.7;5.0;0.6
7792;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2017;4400.0;51.2;42.6;6.2;12.6;38.6;42.6;5.3;0.9;12.6;13.9;24.7;12.4;11.5;18.6;5.3;0.9
7793;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2018;4400.0;48.6;45.3;6.1;11.5;37.1;45.3;5.1;1.0;11.5;14.3;22.9;12.3;12.2;20.8;5.1;1.0
7794;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2019;4400.0;48.4;44.4;7.3;11.7;36.6;44.4;6.4;0.9;11.7;13.6;23.1;11.4;11.8;21.2;6.4;0.9
7795;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2020;4500.0;46.7;46.1;7.3;10.9;35.8;46.1;6.2;1.1;10.9;12.2;23.6;12.2;13.1;20.8;6.2;1.1
7796;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2021;4400.0;45.8;45.3;8.9;8.9;36.9;45.3;7.4;1.5;8.9;11.9;25.0;11.9;12.9;20.5;7.4;1.5
7797;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2022;4600.0;48.7;42.6;8.6;15.8;32.9;42.6;7.3;1.3;15.8;10.4;22.5;10.8;12.2;19.6;7.3;1.3
7798;Totaal mannen en vrouwen;15 tot 25 jaar;Gorinchem;2023;4500.0;46.2;44.5;9.3;11.1;35.1;44.5;8.1;1.3;11.1;11.3;23.8;11.1;13.4;20.0;8.1;1.3
7799;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2013;8500.0;48.5;44.1;7.4;11.7;36.8;44.1;6.1;1.2;11.7;12.8;24.0;12.2;11.5;20.5;6.1;1.2
7800;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2014;8400.0;49.2;43.4;7.3;12.2;37.1;43.4;6.2;1.2;12.2;12.6;24.4;11.4;11.6;20.5;6.2;1.2
7801;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2015;8400.0;49.2;43.8;7.1;12.7;36.4;43.8;5.9;1.2;12.7;12.0;24.4;11.7;11.3;20.8;5.9;1.2
7802;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2016;8600.0;48.8;44.0;7.2;12.7;36.1;44.0;5.8;1.3;12.7;11.7;24.4;11.0;11.5;21.5;5.8;1.3
7803;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2017;8800.0;44.5;40.9;14.6;10.9;33.6;40.9;5.7;9.0;10.9;10.7;22.9;10.4;10.9;19.7;5.7;9.0
7804;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2018;8800.0;45.3;44.1;10.6;11.3;34.0;44.1;6.7;3.9;11.3;11.2;22.8;10.4;10.8;22.9;6.7;3.9
7805;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2019;8700.0;46.6;44.8;8.5;11.7;34.9;44.8;7.1;1.4;11.7;11.5;23.4;10.5;11.8;22.5;7.1;1.4
7806;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2020;8700.0;46.4;44.9;8.7;11.3;35.2;44.9;7.3;1.4;11.3;11.6;23.6;10.1;12.0;22.8;7.3;1.4
7807;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2021;8700.0;44.9;46.5;8.6;10.3;34.6;46.5;6.9;1.6;10.3;10.6;24.0;9.9;12.9;23.7;6.9;1.6
7808;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2022;8900.0;44.6;46.9;8.6;10.6;33.9;46.9;7.0;1.5;10.6;10.3;23.7;9.9;12.8;24.2;7.0;1.5
7809;Totaal mannen en vrouwen;15 tot 25 jaar;Gouda;2023;8800.0;44.3;46.9;8.9;11.4;32.8;46.9;7.6;1.2;11.4;9.7;23.1;9.2;12.6;25.1;7.6;1.2
7810;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2013;700.0;;;;;;;;;;;;;;;;
7811;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2014;800.0;;;;;;;;;;;;;;;;
7812;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2015;;;;;;;;;;;;;;;;;
7813;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2016;;;;;;;;;;;;;;;;;
7814;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2017;;;;;;;;;;;;;;;;;
7815;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2018;;;;;;;;;;;;;;;;;
7816;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2019;;;;;;;;;;;;;;;;;
7817;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2020;;;;;;;;;;;;;;;;;
7818;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2021;;;;;;;;;;;;;;;;;
7819;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2022;;;;;;;;;;;;;;;;;
7820;Totaal mannen en vrouwen;15 tot 25 jaar;Graft-De Rijp;2023;;;;;;;;;;;;;;;;;
7821;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2013;1500.0;52.0;42.3;5.7;14.5;37.4;42.3;4.8;0.9;14.5;11.0;26.4;13.6;10.8;18.0;4.8;0.9
7822;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2014;1400.0;51.7;43.3;5.1;14.9;36.8;43.3;4.3;0.8;14.9;11.1;25.7;14.2;10.8;18.3;4.3;0.8
7823;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2015;1500.0;50.3;43.8;6.0;16.0;34.2;43.8;5.3;0.6;16.0;10.0;24.2;13.8;12.5;17.4;5.3;0.6
7824;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2016;1400.0;50.4;43.5;6.1;14.9;35.5;43.5;5.4;0.7;14.9;11.0;24.4;13.0;12.3;18.3;5.4;0.7
7825;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2017;1400.0;51.0;42.9;6.1;13.6;37.4;42.9;5.4;0.7;13.6;10.2;27.2;12.6;11.5;18.8;5.4;0.7
7826;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2018;1400.0;48.2;45.5;6.3;12.5;35.7;45.5;5.4;0.9;12.5;10.5;25.3;14.4;11.3;19.8;5.4;0.9
7827;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2019;1400.0;46.2;47.3;6.5;12.5;33.6;47.3;5.9;0.6;12.5;10.0;23.6;14.1;11.5;21.7;5.9;0.6
7828;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2020;1400.0;45.0;47.2;7.8;11.2;33.8;47.2;7.2;0.6;11.2;11.5;22.3;12.7;12.4;22.1;7.2;0.6
7829;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2021;1400.0;46.5;45.5;8.1;11.4;35.1;45.5;6.8;1.2;11.4;12.4;22.6;11.9;12.6;21.0;6.8;1.2
7830;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2022;;;;;;;;;;;;;;;;;
7831;Totaal mannen en vrouwen;15 tot 25 jaar;Grave;2023;;;;;;;;;;;;;;;;;
7832;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2013;61700.0;44.5;48.5;7.0;13.0;31.4;48.5;5.7;1.3;13.0;14.1;17.3;12.2;9.5;26.8;5.7;1.3
7833;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2014;62300.0;48.4;44.3;7.3;14.6;33.9;44.3;6.0;1.3;14.6;14.5;19.4;10.4;9.2;24.7;6.0;1.3
7834;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2015;62800.0;46.5;46.1;7.4;14.0;32.6;46.1;6.1;1.2;14.0;13.2;19.3;12.2;9.6;24.3;6.1;1.2
7835;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2016;63900.0;45.7;46.7;7.5;13.8;32.0;46.7;6.3;1.2;13.8;12.4;19.6;11.5;9.4;25.8;6.3;1.2
7836;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2017;64900.0;47.2;44.1;8.7;15.3;31.9;44.1;7.5;1.2;15.3;12.4;19.5;10.3;8.9;24.8;7.5;1.2
7837;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2018;65800.0;47.2;44.4;8.4;14.3;32.9;44.4;7.1;1.2;14.3;12.6;20.2;9.1;8.8;26.6;7.1;1.2
7838;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2019;67700.0;45.6;44.5;9.9;13.3;32.3;44.5;8.5;1.5;13.3;11.8;20.5;8.6;8.6;27.3;8.5;1.5
7839;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2020;68300.0;44.8;44.8;10.4;12.2;32.7;44.8;8.9;1.5;12.2;11.7;21.0;8.4;8.6;27.8;8.9;1.5
7840;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2021;69800.0;43.5;45.3;11.2;12.1;31.4;45.3;9.5;1.8;12.1;11.5;19.9;8.1;8.7;28.4;9.5;1.8
7841;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2022;72100.0;45.7;43.2;11.1;12.0;33.7;43.2;9.3;1.8;12.0;11.9;21.8;7.3;8.2;27.8;9.3;1.8
7842;Totaal mannen en vrouwen;15 tot 25 jaar;'s-Gravenhage (gemeente);2023;72500.0;46.1;43.9;10.0;12.8;33.3;43.9;8.3;1.7;12.8;11.7;21.6;8.0;8.3;27.6;8.3;1.7
7843;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2013;2300.0;48.4;44.6;6.9;12.7;35.7;44.6;6.0;0.9;12.7;11.9;23.7;14.0;11.9;18.8;6.0;0.9
7844;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2014;2300.0;48.5;44.3;7.2;14.0;34.5;44.3;6.4;0.8;14.0;11.6;22.9;14.2;11.9;18.3;6.4;0.8
7845;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2015;3800.0;49.3;44.7;6.1;14.8;34.5;44.7;5.2;0.8;14.8;11.7;22.8;13.6;11.6;19.6;5.2;0.8
7846;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2016;;;;;;;;;;;;;;;;;
7847;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2017;;;;;;;;;;;;;;;;;
7848;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2018;;;;;;;;;;;;;;;;;
7849;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2019;;;;;;;;;;;;;;;;;
7850;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2020;;;;;;;;;;;;;;;;;
7851;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2021;;;;;;;;;;;;;;;;;
7852;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2022;;;;;;;;;;;;;;;;;
7853;Totaal mannen en vrouwen;15 tot 25 jaar;Groesbeek;2023;;;;;;;;;;;;;;;;;
7854;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2013;48100.0;17.9;65.1;17.0;4.2;13.7;65.1;14.6;2.4;4.2;5.9;7.9;4.4;8.5;52.3;14.6;2.4
7855;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2014;49100.0;17.1;63.4;19.6;4.4;12.7;63.4;17.5;2.1;4.4;4.8;7.8;4.6;8.5;50.4;17.5;2.1
7856;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2015;48700.0;17.2;65.5;17.4;4.5;12.7;65.5;15.5;1.9;4.5;4.9;7.8;4.6;8.7;52.2;15.5;1.9
7857;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2016;48400.0;17.8;65.4;16.8;4.5;13.3;65.4;15.1;1.8;4.5;5.0;8.2;4.7;8.9;51.8;15.1;1.8
7858;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2017;48000.0;18.7;62.6;18.7;4.8;13.9;62.6;16.8;1.9;4.8;5.3;8.7;4.7;9.8;48.1;16.8;1.9
7859;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2018;47800.0;18.4;61.0;20.6;4.7;13.6;61.0;17.5;3.1;4.7;5.2;8.4;4.2;9.7;47.2;17.5;3.1
7860;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2019;50700.0;20.6;60.0;19.4;5.0;15.6;60.0;17.2;2.2;5.0;5.8;9.8;4.2;9.6;46.1;17.2;2.2
7861;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2020;49900.0;20.4;59.5;20.1;4.6;15.7;59.5;17.8;2.3;4.6;5.9;9.8;4.1;9.5;45.9;17.8;2.3
7862;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2021;50600.0;19.4;59.7;20.9;3.9;15.5;59.7;18.2;2.7;3.9;5.6;9.9;4.2;9.1;46.4;18.2;2.7
7863;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2022;51100.0;19.9;59.6;20.6;4.4;15.5;59.6;17.8;2.8;4.4;5.5;10.0;4.1;8.9;46.5;17.8;2.8
7864;Totaal mannen en vrouwen;15 tot 25 jaar;Groningen (gemeente);2023;55100.0;19.3;61.8;18.8;5.2;14.2;61.8;16.3;2.5;5.2;4.9;9.2;3.5;8.2;50.1;16.3;2.5
7865;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2013;1500.0;49.4;45.7;4.8;13.3;36.1;45.7;4.1;0.7;13.3;14.5;21.6;20.7;13.3;11.7;4.1;0.7
7866;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2014;1500.0;49.8;45.9;4.3;14.6;35.2;45.9;3.9;0.4;14.6;13.4;21.9;20.6;13.4;12.0;3.9;0.4
7867;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2015;1500.0;51.6;43.6;4.8;16.2;35.3;43.6;4.5;0.3;16.2;13.2;22.1;20.0;12.3;11.3;4.5;0.3
7868;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2016;1500.0;52.2;43.9;3.8;13.2;39.0;43.9;3.6;0.3;13.2;14.0;25.0;19.8;13.1;11.0;3.6;0.3
7869;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2017;1500.0;50.8;44.8;4.4;13.5;37.3;44.8;3.8;0.5;13.5;13.5;23.8;18.4;14.8;11.6;3.8;0.5
7870;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2018;1600.0;49.9;45.3;4.8;14.2;35.7;45.3;4.1;0.6;14.2;12.2;23.4;16.8;15.4;13.1;4.1;0.6
7871;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2019;;;;;;;;;;;;;;;;;
7872;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2020;;;;;;;;;;;;;;;;;
7873;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2021;;;;;;;;;;;;;;;;;
7874;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2022;;;;;;;;;;;;;;;;;
7875;Totaal mannen en vrouwen;15 tot 25 jaar;Grootegast;2023;;;;;;;;;;;;;;;;;
