ID;Geslacht;RegioS;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;GeregistreerdeWerklozen_8;Werkloosheidspercentage_9
762;Mannen;Groningen (PV);1995;195;136;125;11.0;59;69.7;64.1;15.0;8.1
763;Mannen;Groningen (PV);1996;195;142;129;12.0;53;72.6;66.2;15.0;8.8
764;Mannen;Groningen (PV);1997;194;142;131;11.0;53;72.9;67.3;13.0;7.7
765;Mannen;Groningen (PV);1998;194;146;135;10.0;48;75.1;69.9;11.0;7.0
766;Mannen;Groningen (PV);1999;195;145;136;9.0;51;74.1;69.6;8.0;6.1
767;Mannen;Groningen (PV);2000;197;145;138;6.0;52;73.7;70.5;6.0;4.4
768;Mannen;Groningen (PV);2001 voor revisie;198;143;139;4.0;54;72.5;70.3;2.0;3.1
769;Mannen;Groningen (PV);2001 na revisie;198;144;138;7.0;54;72.8;69.5;4.0;4.6
770;Mannen;Groningen (PV);2002;199;147;139;7.0;52;73.9;70.2;4.0;5.1
771;Mannen;Groningen (PV);2003;199;145;136;9.0;54;73.0;68.3;7.0;6.4
772;Mannen;Groningen (PV);2004;200;148;136;12.0;52;74.1;68.0;10.0;8.2
773;Mannen;Groningen (PV);2005;200;147;135;13.0;52;73.8;67.4;8.0;8.7
774;Mannen;Groningen (PV);2006;199;145;136;9.0;54;72.7;68.4;7.0;5.9
775;Mannen;Groningen (PV);2007;199;150;142;8.0;49;75.5;71.5;5.0;5.4
776;Mannen;Groningen (PV);2008;199;150;143;7.0;49;75.3;71.6;4.0;4.9
777;Mannen;Groningen (PV);2009;198;146;138;8.0;52;73.9;69.7;5.0;5.6
778;Mannen;Groningen (PV);2010;198;144;135;9.0;54;72.9;68.3;6.0;6.3
779;Mannen;Groningen (PV);2011;197;148;137;11.0;49;75.1;69.5;7.0;7.5
780;Mannen;Groningen (PV);2012;198;149;139;10.0;49;75.4;70.1;7.0;7.0
781;Mannen;Groningen (PV);2013;198;146;132;14.0;51;74.0;67.0;9.0;9.5
782;Mannen;Friesland (PV);1981;186;143;135;9.0;43;77.0;72.4;11.0;5.9
783;Mannen;Friesland (PV);1982;189;142;129;13.0;46;75.4;68.5;17.0;9.2
784;Mannen;Friesland (PV);1983;191;142;126;17.0;49;74.4;65.7;21.0;11.7
785;Mannen;Friesland (PV);1984;194;143;125;17.0;51;73.6;64.6;22.0;12.3
786;Mannen;Friesland (PV);1985;196;143;127;17.0;52;73.2;64.7;20.0;11.6
787;Mannen;Friesland (PV);1986;197;144;130;14.0;53;73.1;66.1;15.0;9.6
788;Mannen;Friesland (PV);1987;199;145;134;11.0;54;73.0;67.2;12.0;7.9
789;Mannen;Friesland (PV);1988;200;145;134;10.0;55;72.4;67.2;13.0;7.2
790;Mannen;Friesland (PV);1989;201;147;136;10.0;55;72.9;67.9;12.0;6.9
791;Mannen;Friesland (PV);1990;202;145;137;8.0;57;71.7;67.7;10.0;5.6
792;Mannen;Friesland (PV);1991;202;145;138;8.0;57;71.7;68.0;9.0;5.2
793;Mannen;Friesland (PV);1992;203;148;141;7.0;56;72.7;69.1;9.0;4.9
794;Mannen;Friesland (PV);1993;204;150;140;10.0;55;73.2;68.5;12.0;6.5
795;Mannen;Friesland (PV);1994;206;150;140;10.0;57;72.6;67.7;13.0;6.7
796;Mannen;Friesland (PV);1995;207;153;143;10.0;55;73.7;68.9;12.0;6.4
797;Mannen;Friesland (PV);1996;208;155;144;11.0;53;74.7;69.4;12.0;7.1
798;Mannen;Friesland (PV);1997;209;159;150;9.0;50;76.1;71.8;10.0;5.7
799;Mannen;Friesland (PV);1998;210;162;154;8.0;48;77.2;73.4;7.0;4.9
800;Mannen;Friesland (PV);1999;212;164;157;7.0;48;77.2;74.1;6.0;4.1
801;Mannen;Friesland (PV);2000;212;161;156;4.0;51;75.8;73.8;4.0;2.7
802;Mannen;Friesland (PV);2001 voor revisie;214;165;160;5.0;49;77.0;74.8;3.0;2.9
803;Mannen;Friesland (PV);2001 na revisie;213;166;161;5.0;47;77.9;75.7;4.0;2.8
804;Mannen;Friesland (PV);2002;216;168;162;6.0;48;77.7;75.0;4.0;3.6
805;Mannen;Friesland (PV);2003;217;168;160;9.0;48;77.7;73.7;7.0;5.2
806;Mannen;Friesland (PV);2004;217;166;156;10.0;51;76.5;71.9;9.0;6.0
807;Mannen;Friesland (PV);2005;216;167;156;11.0;50;77.1;72.1;8.0;6.5
808;Mannen;Friesland (PV);2006;215;164;156;8.0;51;76.2;72.5;6.0;4.9
809;Mannen;Friesland (PV);2007;215;169;163;6.0;46;78.7;76.1;5.0;3.3
810;Mannen;Friesland (PV);2008;215;171;166;6.0;43;79.8;77.2;3.0;3.2
811;Mannen;Friesland (PV);2009;214;170;163;7.0;44;79.7;76.2;5.0;4.4
812;Mannen;Friesland (PV);2010;214;168;159;9.0;46;78.5;74.3;6.0;5.3
813;Mannen;Friesland (PV);2011;212;165;156;9.0;48;77.5;73.3;6.0;5.4
814;Mannen;Friesland (PV);2012;211;165;153;12.0;46;78.1;72.5;8.0;7.1
815;Mannen;Friesland (PV);2013;210;168;152;16.0;42;79.9;72.5;10.0;9.3
816;Mannen;Drenthe (PV);1981;138;106;100;6.0;32;76.7;72.3;8.0;5.8
817;Mannen;Drenthe (PV);1982;140;105;95;10.0;35;75.2;68.1;12.0;9.4
818;Mannen;Drenthe (PV);1983;141;105;92;13.0;36;74.5;65.2;17.0;12.4
819;Mannen;Drenthe (PV);1984;142;105;92;13.0;38;73.5;64.7;16.0;12.0
820;Mannen;Drenthe (PV);1985;144;105;93;12.0;39;72.8;64.8;14.0;11.1
821;Mannen;Drenthe (PV);1986;146;107;98;8.0;39;73.0;67.4;10.0;7.6
822;Mannen;Drenthe (PV);1987;148;109;103;6.0;39;73.5;69.7;7.0;5.3
823;Mannen;Drenthe (PV);1988;149;110;104;6.0;39;73.8;69.5;8.0;5.8
824;Mannen;Drenthe (PV);1989;150;112;107;5.0;38;74.7;71.3;6.0;4.6
825;Mannen;Drenthe (PV);1990;151;111;107;4.0;39;73.8;71.3;5.0;3.4
826;Mannen;Drenthe (PV);1991;151;114;109;5.0;37;75.4;72.0;5.0;4.4
827;Mannen;Drenthe (PV);1992;152;113;108;5.0;39;74.3;71.2;5.0;4.2
828;Mannen;Drenthe (PV);1993;153;115;108;7.0;38;75.3;70.7;6.0;6.1
829;Mannen;Drenthe (PV);1994;154;115;106;9.0;39;74.6;68.7;8.0;7.9
830;Mannen;Drenthe (PV);1995;154;117;110;7.0;37;76.0;71.2;7.0;6.3
831;Mannen;Drenthe (PV);1996;154;117;110;6.0;38;75.7;71.6;7.0;5.4
832;Mannen;Drenthe (PV);1997;154;117;112;5.0;37;75.8;72.8;5.0;4.0
833;Mannen;Drenthe (PV);1998;155;122;117;5.0;33;78.7;75.4;5.0;4.2
834;Mannen;Drenthe (PV);1999;155;121;116;5.0;34;78.3;74.9;5.0;4.4
835;Mannen;Drenthe (PV);2000;156;119;115;4.0;37;76.4;74.0;3.0;3.2
836;Mannen;Drenthe (PV);2001 voor revisie;157;122;118;4.0;35;77.7;75.0;2.0;3.5
837;Mannen;Drenthe (PV);2001 na revisie;161;123;119;4.0;38;76.3;74.1;3.0;2.9
838;Mannen;Drenthe (PV);2002;158;126;121;5.0;33;79.3;76.3;3.0;3.9
839;Mannen;Drenthe (PV);2003;159;127;120;7.0;32;80.0;75.8;5.0;5.3
840;Mannen;Drenthe (PV);2004;158;122;113;9.0;36;77.1;71.6;7.0;7.0
841;Mannen;Drenthe (PV);2005;158;119;111;8.0;39;75.5;70.4;7.0;6.8
842;Mannen;Drenthe (PV);2006;158;120;114;7.0;37;76.4;72.2;5.0;5.5
843;Mannen;Drenthe (PV);2007;158;122;118;4.0;36;77.3;74.5;3.0;3.7
844;Mannen;Drenthe (PV);2008;158;127;122;5.0;32;80.0;77.1;2.0;3.7
845;Mannen;Drenthe (PV);2009;158;125;117;8.0;33;79.2;74.4;4.0;6.1
846;Mannen;Drenthe (PV);2010;158;121;115;6.0;37;76.8;72.7;4.0;5.3
847;Mannen;Drenthe (PV);2011;156;117;112;5.0;39;75.1;71.6;3.0;4.6
848;Mannen;Drenthe (PV);2012;156;121;114;7.0;35;77.8;73.0;5.0;6.2
849;Mannen;Drenthe (PV);2013;155;121;111;10.0;34;78.1;71.8;6.0;8.0
850;Mannen;Overijssel (PV);1981;337;256;242;14.0;81;76.0;71.9;17.0;5.5
851;Mannen;Overijssel (PV);1982;341;256;232;25.0;85;75.1;67.9;31.0;9.6
852;Mannen;Overijssel (PV);1983;346;259;225;34.0;87;74.9;65.0;44.0;13.2
853;Mannen;Overijssel (PV);1984;350;257;226;31.0;93;73.5;64.6;39.0;12.1
854;Mannen;Overijssel (PV);1985;354;256;230;26.0;98;72.2;64.9;31.0;10.1
855;Mannen;Overijssel (PV);1986;340;254;231;23.0;86;74.8;68.0;26.0;9.1
856;Mannen;Overijssel (PV);1987;345;253;234;19.0;91;73.5;67.8;21.0;7.7
857;Mannen;Overijssel (PV);1988;348;256;239;17.0;92;73.5;68.6;21.0;6.7
858;Mannen;Overijssel (PV);1989;351;249;236;13.0;101;71.1;67.3;17.0;5.3
859;Mannen;Overijssel (PV);1990;353;254;242;12.0;98;72.1;68.6;14.0;4.9
860;Mannen;Overijssel (PV);1991;355;252;240;12.0;103;70.9;67.5;12.0;4.8
861;Mannen;Overijssel (PV);1992;356;265;252;12.0;92;74.3;70.8;13.0;4.7
862;Mannen;Overijssel (PV);1993;360;263;250;14.0;97;73.2;69.3;16.0;5.3
863;Mannen;Overijssel (PV);1994;361;270;253;17.0;91;74.8;70.0;18.0;6.4
864;Mannen;Overijssel (PV);1995;362;273;255;18.0;90;75.3;70.5;15.0;6.4
865;Mannen;Overijssel (PV);1996;363;274;260;14.0;89;75.5;71.6;14.0;5.1
866;Mannen;Overijssel (PV);1997;364;275;262;13.0;88;75.7;72.0;12.0;4.9
867;Mannen;Overijssel (PV);1998;364;277;269;8.0;87;76.1;73.9;9.0;3.0
868;Mannen;Overijssel (PV);1999;366;282;276;6.0;84;77.0;75.5;8.0;2.1
869;Mannen;Overijssel (PV);2000;368;289;282;7.0;80;78.3;76.5;6.0;2.3
870;Mannen;Overijssel (PV);2001 voor revisie;371;290;284;7.0;81;78.2;76.4;4.0;2.3
871;Mannen;Overijssel (PV);2001 na revisie;374;290;282;8.0;83;77.7;75.5;6.0;2.8
872;Mannen;Overijssel (PV);2002;373;289;278;10.0;85;77.3;74.5;7.0;3.6
873;Mannen;Overijssel (PV);2003;375;292;279;13.0;83;77.9;74.5;12.0;4.4
874;Mannen;Overijssel (PV);2004;375;291;275;16.0;84;77.5;73.3;13.0;5.4
875;Mannen;Overijssel (PV);2005;375;296;278;17.0;80;78.7;74.2;14.0;5.8
876;Mannen;Overijssel (PV);2006;376;290;276;14.0;86;77.1;73.4;11.0;4.8
877;Mannen;Overijssel (PV);2007;377;295;283;12.0;82;78.3;75.1;7.0;4.0
878;Mannen;Overijssel (PV);2008;377;303;293;10.0;73;80.5;77.7;7.0;3.5
879;Mannen;Overijssel (PV);2009;377;300;285;15.0;77;79.6;75.7;10.0;5.0
880;Mannen;Overijssel (PV);2010;376;296;281;14.0;81;78.6;74.7;10.0;4.9
881;Mannen;Overijssel (PV);2011;375;297;282;15.0;78;79.1;75.3;8.0;4.9
882;Mannen;Overijssel (PV);2012;374;293;274;19.0;81;78.2;73.3;12.0;6.3
883;Mannen;Overijssel (PV);2013;375;292;267;24.0;83;77.9;71.4;15.0;8.4
884;Mannen;Flevoland (PV);1981;25;20;19;;5;79.6;76.7;;
885;Mannen;Flevoland (PV);1982;30;24;22;;6;78.9;74.7;;
886;Mannen;Flevoland (PV);1983;34;27;26;2.0;6;81.0;76.0;2.0;6.1
887;Mannen;Flevoland (PV);1984;37;30;27;3.0;7;80.3;73.5;3.0;8.4
888;Mannen;Flevoland (PV);1985;41;33;29;3.0;8;80.0;71.9;3.0;10.0
889;Mannen;Flevoland (PV);1986;60;41;39;3.0;19;68.9;64.1;3.0;7.0
890;Mannen;Flevoland (PV);1987;63;50;47;3.0;12;80.3;75.0;3.0;6.6
891;Mannen;Flevoland (PV);1988;66;52;49;2.0;14;78.8;75.0;4.0;4.7
892;Mannen;Flevoland (PV);1989;69;55;52;3.0;14;80.1;76.0;3.0;5.1
893;Mannen;Flevoland (PV);1990;72;56;53;2.0;16;77.9;74.4;3.0;4.5
894;Mannen;Flevoland (PV);1991;75;59;57;2.0;17;77.9;75.3;2.0;3.3
895;Mannen;Flevoland (PV);1992;79;62;59;3.0;16;79.1;75.1;3.0;5.1
896;Mannen;Flevoland (PV);1993;83;64;61;3.0;19;77.4;73.7;3.0;4.7
897;Mannen;Flevoland (PV);1994;86;69;65;4.0;17;79.7;75.1;4.0;5.8
898;Mannen;Flevoland (PV);1995;89;72;67;5.0;17;80.9;75.6;4.0;6.6
899;Mannen;Flevoland (PV);1996;93;75;72;3.0;18;80.6;77.9;3.0;3.3
900;Mannen;Flevoland (PV);1997;96;77;74;3.0;19;79.8;76.5;3.0;4.1
901;Mannen;Flevoland (PV);1998;101;82;79;2.0;19;81.5;79.0;2.0;3.0
902;Mannen;Flevoland (PV);1999;106;86;85;1.0;20;81.0;79.9;1.0;1.4
903;Mannen;Flevoland (PV);2000;107;88;87;1.0;19;81.9;80.6;1.0;1.6
904;Mannen;Flevoland (PV);2001 voor revisie;112;92;90;2.0;20;82.3;80.3;1.0;2.5
905;Mannen;Flevoland (PV);2001 na revisie;111;91;89;2.0;20;82.1;80.2;1.0;2.3
906;Mannen;Flevoland (PV);2002;117;95;92;3.0;22;81.4;78.8;1.0;3.1
907;Mannen;Flevoland (PV);2003;120;97;93;4.0;23;80.8;77.4;2.0;4.2
908;Mannen;Flevoland (PV);2004;123;100;94;7.0;22;81.7;76.4;4.0;6.6
909;Mannen;Flevoland (PV);2005;125;103;96;6.0;22;82.1;77.2;4.0;6.0
910;Mannen;Flevoland (PV);2006;127;102;97;5.0;25;80.3;76.4;3.0;4.9
911;Mannen;Flevoland (PV);2007;128;104;101;3.0;24;81.3;79.0;2.0;2.8
912;Mannen;Flevoland (PV);2008;130;108;104;4.0;22;83.0;80.1;3.0;3.6
913;Mannen;Flevoland (PV);2009;132;108;102;6.0;24;81.7;77.5;3.0;5.2
914;Mannen;Flevoland (PV);2010;131;105;99;7.0;26;80.2;75.2;4.0;6.2
915;Mannen;Flevoland (PV);2011;132;105;99;6.0;27;79.4;74.5;4.0;6.1
916;Mannen;Flevoland (PV);2012;133;106;98;8.0;27;79.6;73.6;5.0;7.5
917;Mannen;Flevoland (PV);2013;134;109;98;10.0;26;80.8;73.2;5.0;9.4
918;Mannen;Gelderland (PV);1981;561;430;408;22.0;132;76.5;72.6;26.0;5.2
919;Mannen;Gelderland (PV);1982;571;429;394;34.0;143;75.0;69.0;42.0;8.0
920;Mannen;Gelderland (PV);1983;576;431;387;44.0;145;74.9;67.3;55.0;10.1
921;Mannen;Gelderland (PV);1984;583;433;391;42.0;149;74.4;67.1;53.0;9.8
922;Mannen;Gelderland (PV);1985;593;437;399;38.0;156;73.7;67.4;44.0;8.6
923;Mannen;Gelderland (PV);1986;603;444;411;33.0;158;73.7;68.2;37.0;7.5
924;Mannen;Gelderland (PV);1987;610;454;425;29.0;156;74.4;69.8;30.0;6.3
925;Mannen;Gelderland (PV);1988;615;455;427;27.0;160;73.9;69.4;32.0;6.0
926;Mannen;Gelderland (PV);1989;619;462;439;22.0;157;74.6;71.0;28.0;4.8
927;Mannen;Gelderland (PV);1990;622;477;456;21.0;145;76.7;73.3;23.0;4.3
928;Mannen;Gelderland (PV);1991;625;477;457;20.0;148;76.3;73.0;20.0;4.3
929;Mannen;Gelderland (PV);1992;629;478;458;20.0;151;76.0;72.9;22.0;4.1
930;Mannen;Gelderland (PV);1993;632;480;455;24.0;152;75.9;72.0;26.0;5.1
931;Mannen;Gelderland (PV);1994;636;484;456;28.0;152;76.1;71.7;29.0;5.8
932;Mannen;Gelderland (PV);1995;638;495;470;25.0;144;77.5;73.6;26.0;5.0
933;Mannen;Gelderland (PV);1996;642;491;467;23.0;151;76.5;72.9;23.0;4.7
934;Mannen;Gelderland (PV);1997;643;505;485;20.0;138;78.6;75.5;21.0;3.9
935;Mannen;Gelderland (PV);1998;643;504;490;15.0;139;78.4;76.1;15.0;2.9
936;Mannen;Gelderland (PV);1999;646;513;499;14.0;132;79.5;77.4;11.0;2.7
937;Mannen;Gelderland (PV);2000;650;516;504;11.0;134;79.3;77.6;8.0;2.2
938;Mannen;Gelderland (PV);2001 voor revisie;653;519;507;12.0;134;79.5;77.6;6.0;2.4
939;Mannen;Gelderland (PV);2001 na revisie;654;518;506;13.0;136;79.2;77.3;8.0;2.5
940;Mannen;Gelderland (PV);2002;657;523;508;15.0;134;79.6;77.3;8.0;2.8
941;Mannen;Gelderland (PV);2003;659;522;500;22.0;136;79.3;75.9;14.0;4.3
942;Mannen;Gelderland (PV);2004;658;521;491;30.0;137;79.2;74.6;20.0;5.8
943;Mannen;Gelderland (PV);2005;658;514;488;27.0;143;78.2;74.1;19.0;5.2
944;Mannen;Gelderland (PV);2006;658;519;500;19.0;139;78.9;75.9;14.0;3.7
945;Mannen;Gelderland (PV);2007;658;522;507;15.0;136;79.3;77.1;10.0;2.9
946;Mannen;Gelderland (PV);2008;659;530;515;15.0;129;80.5;78.2;9.0;2.8
947;Mannen;Gelderland (PV);2009;658;521;504;17.0;136;79.3;76.6;11.0;3.3
948;Mannen;Gelderland (PV);2010;657;515;493;22.0;143;78.3;75.0;14.0;4.2
949;Mannen;Gelderland (PV);2011;655;513;487;25.0;142;78.3;74.4;15.0;5.0
950;Mannen;Gelderland (PV);2012;653;515;488;27.0;138;78.9;74.7;17.0;5.3
951;Mannen;Gelderland (PV);2013;653;519;479;40.0;134;79.4;73.3;25.0;7.7
952;Mannen;Utrecht (PV);1981;300;229;220;8.0;72;76.1;73.3;9.0;3.7
953;Mannen;Utrecht (PV);1982;305;230;218;12.0;75;75.3;71.3;14.0;5.4
954;Mannen;Utrecht (PV);1983;309;233;218;16.0;76;75.4;70.4;19.0;6.7
955;Mannen;Utrecht (PV);1984;314;233;217;17.0;80;74.4;69.0;19.0;7.2
956;Mannen;Utrecht (PV);1985;318;234;219;15.0;84;73.5;68.8;16.0;6.4
957;Mannen;Utrecht (PV);1986;323;241;226;14.0;82;74.6;70.2;15.0;5.9
958;Mannen;Utrecht (PV);1987;328;248;234;14.0;80;75.7;71.4;14.0;5.8
959;Mannen;Utrecht (PV);1988;332;251;238;13.0;82;75.4;71.6;14.0;5.1
960;Mannen;Utrecht (PV);1989;346;266;254;12.0;80;76.9;73.3;13.0;4.6
961;Mannen;Utrecht (PV);1990;349;268;258;10.0;82;76.6;73.8;10.0;3.7
962;Mannen;Utrecht (PV);1991;352;273;263;10.0;80;77.4;74.7;10.0;3.5
963;Mannen;Utrecht (PV);1992;354;272;261;11.0;82;76.9;73.7;10.0;4.1
964;Mannen;Utrecht (PV);1993;357;279;266;14.0;78;78.2;74.3;13.0;4.9
965;Mannen;Utrecht (PV);1994;360;281;264;17.0;79;78.0;73.4;15.0;5.9
966;Mannen;Utrecht (PV);1995;362;282;266;16.0;80;77.9;73.6;15.0;5.6
967;Mannen;Utrecht (PV);1996;372;295;282;13.0;78;79.2;75.7;11.0;4.3
968;Mannen;Utrecht (PV);1997;374;297;286;11.0;76;79.6;76.6;10.0;3.7
969;Mannen;Utrecht (PV);1998;372;292;285;7.0;80;78.5;76.5;7.0;2.5
970;Mannen;Utrecht (PV);1999;380;304;297;7.0;77;79.9;78.1;5.0;2.2
971;Mannen;Utrecht (PV);2000;380;305;300;5.0;75;80.4;79.0;4.0;1.7
972;Mannen;Utrecht (PV);2001 voor revisie;383;310;304;5.0;73;81.0;79.6;2.0;1.7
973;Mannen;Utrecht (PV);2001 na revisie;385;312;306;5.0;74;80.9;79.5;4.0;1.7
974;Mannen;Utrecht (PV);2002;385;308;298;10.0;77;80.0;77.4;6.0;3.3
975;Mannen;Utrecht (PV);2003;388;308;293;14.0;81;79.2;75.5;11.0;4.6
976;Mannen;Utrecht (PV);2004;390;309;292;17.0;81;79.3;74.9;13.0;5.5
977;Mannen;Utrecht (PV);2005;392;312;298;14.0;80;79.6;76.0;10.0;4.6
978;Mannen;Utrecht (PV);2006;394;315;302;12.0;80;79.8;76.7;8.0;3.9
979;Mannen;Utrecht (PV);2007;399;322;312;11.0;76;80.8;78.2;6.0;3.3
980;Mannen;Utrecht (PV);2008;402;324;315;9.0;78;80.5;78.3;4.0;2.8
981;Mannen;Utrecht (PV);2009;404;328;314;14.0;76;81.2;77.8;7.0;4.1
982;Mannen;Utrecht (PV);2010;403;321;309;13.0;81;79.8;76.6;7.0;4.0
983;Mannen;Utrecht (PV);2011;403;322;306;15.0;81;79.9;76.1;8.0;4.7
984;Mannen;Utrecht (PV);2012;404;324;305;19.0;80;80.2;75.6;8.0;5.7
985;Mannen;Utrecht (PV);2013;406;321;297;24.0;85;79.1;73.2;12.0;7.5
986;Mannen;Noord-Holland (PV);1981;780;600;575;26.0;180;76.9;73.6;28.0;4.3
987;Mannen;Noord-Holland (PV);1982;783;596;557;39.0;187;76.1;71.1;44.0;6.6
988;Mannen;Noord-Holland (PV);1983;786;597;545;52.0;190;75.9;69.3;61.0;8.7
989;Mannen;Noord-Holland (PV);1984;792;589;541;48.0;203;74.4;68.3;56.0;8.1
990;Mannen;Noord-Holland (PV);1985;797;583;538;45.0;215;73.1;67.5;51.0;7.7
991;Mannen;Noord-Holland (PV);1986;806;594;551;43.0;212;73.6;68.4;51.0;7.2
992;Mannen;Noord-Holland (PV);1987;817;607;567;40.0;209;74.3;69.5;51.0;6.6
993;Mannen;Noord-Holland (PV);1988;824;617;576;40.0;207;74.8;69.9;47.0;6.6
994;Mannen;Noord-Holland (PV);1989;827;618;583;36.0;209;74.7;70.4;41.0;5.8
995;Mannen;Noord-Holland (PV);1990;833;625;594;31.0;208;75.0;71.4;37.0;4.9
996;Mannen;Noord-Holland (PV);1991;841;637;603;34.0;204;75.7;71.7;34.0;5.4
997;Mannen;Noord-Holland (PV);1992;849;647;610;38.0;202;76.2;71.8;38.0;5.8
998;Mannen;Noord-Holland (PV);1993;855;643;598;45.0;212;75.2;69.9;43.0;7.1
999;Mannen;Noord-Holland (PV);1994;858;643;595;48.0;215;74.9;69.3;52.0;7.5
1000;Mannen;Noord-Holland (PV);1995;854;654;605;50.0;199;76.6;70.8;47.0;7.6
1001;Mannen;Noord-Holland (PV);1996;855;659;617;42.0;197;77.0;72.1;45.0;6.3
1002;Mannen;Noord-Holland (PV);1997;859;658;620;39.0;201;76.7;72.2;35.0;5.9
1003;Mannen;Noord-Holland (PV);1998;865;669;640;28.0;196;77.3;74.0;28.0;4.2
1004;Mannen;Noord-Holland (PV);1999;868;677;652;25.0;190;78.1;75.2;22.0;3.7
1005;Mannen;Noord-Holland (PV);2000;874;687;663;24.0;187;78.6;75.9;20.0;3.4
1006;Mannen;Noord-Holland (PV);2001 voor revisie;880;692;675;17.0;188;78.6;76.7;8.0;2.4
1007;Mannen;Noord-Holland (PV);2001 na revisie;875;695;678;17.0;180;79.4;77.5;11.0;2.5
1008;Mannen;Noord-Holland (PV);2002;880;702;676;27.0;178;79.8;76.8;11.0;3.8
1009;Mannen;Noord-Holland (PV);2003;882;701;665;36.0;181;79.4;75.4;18.0;5.1
1010;Mannen;Noord-Holland (PV);2004;884;707;668;39.0;177;80.0;75.6;21.0;5.5
1011;Mannen;Noord-Holland (PV);2005;885;691;652;39.0;194;78.1;73.7;23.0;5.6
1012;Mannen;Noord-Holland (PV);2006;886;695;663;32.0;191;78.5;74.9;18.0;4.6
1013;Mannen;Noord-Holland (PV);2007;888;699;674;25.0;189;78.7;75.9;13.0;3.6
1014;Mannen;Noord-Holland (PV);2008;892;718;695;23.0;174;80.5;78.0;11.0;3.1
1015;Mannen;Noord-Holland (PV);2009;896;720;688;32.0;176;80.4;76.8;15.0;4.5
1016;Mannen;Noord-Holland (PV);2010;894;708;673;35.0;186;79.2;75.3;21.0;5.0
1017;Mannen;Noord-Holland (PV);2011;895;706;670;37.0;189;78.9;74.8;17.0;5.2
1018;Mannen;Noord-Holland (PV);2012;899;712;667;45.0;187;79.2;74.2;20.0;6.4
1019;Mannen;Noord-Holland (PV);2013;903;720;661;59.0;183;79.7;73.2;29.0;8.2
1020;Mannen;Zuid-Holland (PV);1981;1033;811;779;33.0;221;78.6;75.4;39.0;4.0
1021;Mannen;Zuid-Holland (PV);1982;1042;805;757;48.0;237;77.3;72.7;59.0;6.0
1022;Mannen;Zuid-Holland (PV);1983;1052;807;742;64.0;245;76.7;70.6;80.0;8.0
1023;Mannen;Zuid-Holland (PV);1984;1060;807;743;64.0;253;76.2;70.1;79.0;8.0
1024;Mannen;Zuid-Holland (PV);1985;1068;809;754;56.0;259;75.8;70.6;65.0;6.9
1025;Mannen;Zuid-Holland (PV);1986;1079;812;764;48.0;268;75.2;70.7;60.0;5.9
1026;Mannen;Zuid-Holland (PV);1987;1095;818;776;42.0;277;74.7;70.8;59.0;5.2
1027;Mannen;Zuid-Holland (PV);1988;1104;824;775;50.0;280;74.6;70.1;62.0;6.0
1028;Mannen;Zuid-Holland (PV);1989;1102;830;781;49.0;272;75.3;70.9;58.0;5.9
1029;Mannen;Zuid-Holland (PV);1990;1110;826;786;40.0;283;74.5;70.8;49.0;4.9
1030;Mannen;Zuid-Holland (PV);1991;1118;842;800;42.0;276;75.3;71.5;45.0;5.0
1031;Mannen;Zuid-Holland (PV);1992;1124;861;819;42.0;263;76.6;72.9;45.0;4.9
1032;Mannen;Zuid-Holland (PV);1993;1136;871;824;47.0;265;76.7;72.5;55.0;5.4
1033;Mannen;Zuid-Holland (PV);1994;1138;868;805;63.0;270;76.3;70.7;70.0;7.3
1034;Mannen;Zuid-Holland (PV);1995;1139;869;813;56.0;271;76.2;71.4;63.0;6.4
1035;Mannen;Zuid-Holland (PV);1996;1131;868;815;53.0;262;76.8;72.1;60.0;6.1
1036;Mannen;Zuid-Holland (PV);1997;1133;876;830;46.0;256;77.4;73.3;50.0;5.3
1037;Mannen;Zuid-Holland (PV);1998;1134;894;857;37.0;240;78.9;75.6;39.0;4.2
1038;Mannen;Zuid-Holland (PV);1999;1141;895;868;27.0;246;78.5;76.1;27.0;3.1
1039;Mannen;Zuid-Holland (PV);2000;1151;915;888;27.0;236;79.5;77.1;23.0;3.0
1040;Mannen;Zuid-Holland (PV);2001 voor revisie;1158;912;884;27.0;247;78.7;76.4;16.0;3.0
1041;Mannen;Zuid-Holland (PV);2001 na revisie;1146;899;876;23.0;247;78.5;76.4;19.0;2.6
1042;Mannen;Zuid-Holland (PV);2002;1165;916;885;31.0;249;78.6;76.0;24.0;3.3
1043;Mannen;Zuid-Holland (PV);2003;1169;917;873;45.0;251;78.5;74.7;35.0;4.9
1044;Mannen;Zuid-Holland (PV);2004;1170;909;858;51.0;261;77.7;73.3;40.0;5.6
1045;Mannen;Zuid-Holland (PV);2005;1170;913;862;51.0;258;78.0;73.6;34.0;5.6
1046;Mannen;Zuid-Holland (PV);2006;1169;904;862;43.0;265;77.3;73.7;30.0;4.7
1047;Mannen;Zuid-Holland (PV);2007;1167;917;881;36.0;251;78.5;75.5;23.0;3.9
1048;Mannen;Zuid-Holland (PV);2008;1171;925;892;33.0;246;79.0;76.2;18.0;3.6
1049;Mannen;Zuid-Holland (PV);2009;1175;930;887;43.0;245;79.2;75.5;24.0;4.6
