ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
6944;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2015;;;75;88.0
6945;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2016;;;74;86.0
6946;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2017;;;68;80.0
6947;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2018;;;72;82.0
6948;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2019;;;70;80.0
6949;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2020;;;68;78.0
6950;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2021;;;69;80.0
6951;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2015;;;1821;2042.0
6952;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2016;;;1786;2006.0
6953;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2017;;;1853;2077.0
6954;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2018;;;1895;2120.0
6955;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2019;;;1656;1861.0
6956;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2020;;;1705;1911.0
6957;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2021;;;1810;2045.0
6958;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2015;;;1512;1685.0
6959;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2016;;;1471;1644.0
6960;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2017;;;1551;1726.0
6961;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2018;;;1584;1764.0
6962;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2019;;;1345;1507.0
6963;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2020;;;1388;1551.0
6964;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2021;;;1491;1681.0
6965;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2015;;;309;357.0
6966;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2016;;;315;362.0
6967;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2017;;;302;350.0
6968;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2018;;;310;355.0
6969;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2019;;;311;353.0
6970;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2020;;;317;359.0
6971;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2021;;;318;363.0
6972;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;1364;1539.0
6973;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;1360;1549.0
6974;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;1339;1527.0
6975;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;1313;1486.0
6976;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;1191;1354.0
6977;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;1175;1341.0
6978;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;1207;1382.0
6979;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2015;;;1141;1281.0
6980;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2016;;;1140;1292.0
6981;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2017;;;1134;1287.0
6982;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2018;;;1101;1245.0
6983;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2019;;;988;1122.0
6984;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2020;;;979;1118.0
6985;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2021;;;1010;1152.0
6986;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2015;;;222;258.0
6987;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2016;;;220;256.0
6988;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2017;;;205;240.0
6989;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2018;;;212;240.0
6990;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2019;;;202;231.0
6991;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2020;;;196;223.0
6992;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2021;;;197;229.0
6993;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;517;593.0
6994;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;489;569.0
6995;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;488;560.0
6996;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;482;553.0
6997;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;424;492.0
6998;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;411;472.0
6999;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;413;475.0
7000;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2015;;;433;495.0
7001;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2016;;;410;476.0
7002;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2017;;;415;476.0
7003;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2018;;;407;467.0
7004;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2019;;;351;408.0
7005;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2020;;;342;393.0
7006;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2021;;;339;391.0
7007;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2015;;;83;97.0
7008;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2016;;;79;92.0
7009;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2017;;;72;84.0
7010;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2018;;;75;85.0
7011;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2019;;;73;83.0
7012;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2020;;;69;79.0
7013;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2021;;;74;83.0
7014;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;319;368.0
7015;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;312;361.0
7016;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;300;350.0
7017;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;295;342.0
7018;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;263;303.0
7019;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;268;305.0
7020;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;270;310.0
7021;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2015;;;267;307.0
7022;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2016;;;259;299.0
7023;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2017;;;255;298.0
7024;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2018;;;245;285.0
7025;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2019;;;217;249.0
7026;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2020;;;223;253.0
7027;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2021;;;228;261.0
7028;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2015;;;51;60.0
7029;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2016;;;52;61.0
7030;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2017;;;44;51.0
7031;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2018;;;49;56.0
7032;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2019;;;45;53.0
7033;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2020;;;45;52.0
7034;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2021;;;42;49.0
7035;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;239;281.0
7036;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;230;269.0
7037;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;225;261.0
7038;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;216;247.0
7039;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;194;225.0
7040;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;187;218.0
7041;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;191;220.0
7042;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2015;;;201;235.0
7043;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2016;;;189;221.0
7044;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2017;;;191;222.0
7045;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2018;;;178;204.0
7046;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2019;;;159;186.0
7047;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2020;;;153;180.0
7048;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2021;;;162;186.0
7049;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2015;;;38;45.0
7050;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2016;;;40;47.0
7051;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2017;;;34;39.0
7052;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2018;;;37;42.0
7053;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2019;;;35;39.0
7054;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2020;;;33;37.0
7055;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2021;;;29;34.0
7056;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;186;217.0
7057;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;177;210.0
7058;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;170;199.0
7059;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;166;193.0
7060;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;147;172.0
7061;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;146;171.0
7062;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;158;183.0
7063;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2015;;;152;176.0
7064;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2016;;;146;172.0
7065;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2017;;;145;169.0
7066;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2018;;;139;161.0
7067;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2019;;;119;139.0
7068;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2020;;;120;141.0
7069;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2021;;;134;156.0
7070;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2015;;;33;40.0
7071;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2016;;;30;37.0
7072;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2017;;;25;30.0
7073;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2018;;;27;32.0
7074;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2019;;;28;33.0
7075;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2020;;;26;30.0
7076;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2021;;;24;27.0
7077;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;151;177.0
7078;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;140;166.0
7079;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;134;158.0
7080;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;133;155.0
7081;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;121;140.0
7082;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;116;138.0
7083;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;128;149.0
7084;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2015;;;123;143.0
7085;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2016;;;116;138.0
7086;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2017;;;113;133.0
7087;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2018;;;109;127.0
7088;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2019;;;99;117.0
7089;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2020;;;98;117.0
7090;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2021;;;106;124.0
