ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;Sterftekans_2;LevensverwInAlsGoedErvarenGezondh_3;LevensverwZonderLichBeperkingen_4;LevensverwZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
579;Mannen;10 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;70.3;;55.8;62.4;37.7;64.5
580;Mannen;10 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;70.6;;55.7;63.1;37.4;64.7
581;Mannen;10 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;70.9;;55.6;64.2;36.9;64.7
582;Mannen;10 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;70.9;;57.2;63.7;39.5;65.7
583;Mannen;10 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;71.1;;57.1;64.3;39.0;65.8
584;Mannen;10 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;71.5;;57.1;65.4;38.5;65.8
585;Mannen;10 jaar;Hoog onderwijsniveau;Waarde;2011/2014;73.9;0.0001;63.0;67.8;43.3;69.0
586;Mannen;10 jaar;Hoog onderwijsniveau;Waarde;2013/2016;74.1;0.0001;62.7;68.0;43.0;69.4
587;Mannen;10 jaar;Hoog onderwijsniveau;Waarde;2015/2018;75.0;0.0001;63.1;70.0;42.5;70.4
588;Mannen;10 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;73.5;;62.2;66.9;42.2;68.3
589;Mannen;10 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;73.8;;61.8;67.1;42.0;68.7
590;Mannen;10 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;74.6;;62.1;69.2;41.5;69.7
591;Mannen;10 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;74.3;;63.9;68.7;44.4;69.7
592;Mannen;10 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;74.4;;63.6;68.9;44.0;70.1
593;Mannen;10 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;75.4;;64.0;70.8;43.4;71.0
594;Mannen;15 jaar;Laag onderwijsniveau;Waarde;2011/2014;63.0;0.0002;44.6;52.8;31.6;56.0
595;Mannen;15 jaar;Laag onderwijsniveau;Waarde;2013/2016;63.0;0.0002;44.4;52.4;29.8;55.0
596;Mannen;15 jaar;Laag onderwijsniveau;Waarde;2015/2018;62.6;0.0004;43.8;52.3;28.8;54.2
597;Mannen;15 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;62.9;;43.8;52.0;30.4;55.1
598;Mannen;15 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;62.7;;43.4;51.5;28.7;54.1
599;Mannen;15 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;62.4;;42.8;51.5;27.7;53.4
600;Mannen;15 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;63.2;;45.5;53.7;32.9;56.8
601;Mannen;15 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;63.2;;45.3;53.2;31.0;55.8
602;Mannen;15 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;62.9;;44.7;53.1;29.9;55.1
603;Mannen;15 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;65.6;0.0003;51.7;58.2;34.4;60.4
604;Mannen;15 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;65.9;0.0003;51.8;58.9;33.9;60.6
605;Mannen;15 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;66.3;0.0002;51.7;59.9;33.6;60.5
606;Mannen;15 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;65.4;;51.0;57.5;33.5;59.8
607;Mannen;15 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;65.6;;51.1;58.2;33.1;60.0
608;Mannen;15 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;66.0;;51.0;59.3;32.8;60.0
609;Mannen;15 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;65.9;;52.4;58.8;35.2;61.0
610;Mannen;15 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;66.1;;52.4;59.5;34.7;61.1
611;Mannen;15 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;66.5;;52.4;60.5;34.3;61.1
612;Mannen;15 jaar;Hoog onderwijsniveau;Waarde;2011/2014;69.0;0.0003;58.2;62.9;38.9;64.3
613;Mannen;15 jaar;Hoog onderwijsniveau;Waarde;2013/2016;69.1;0.0002;57.8;63.2;38.6;64.7
614;Mannen;15 jaar;Hoog onderwijsniveau;Waarde;2015/2018;70.0;0.0002;58.2;65.1;38.2;65.6
615;Mannen;15 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;68.6;;57.4;62.1;37.8;63.6
616;Mannen;15 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;68.8;;56.9;62.3;37.6;64.0
617;Mannen;15 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;69.7;;57.3;64.3;37.2;65.0
618;Mannen;15 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;69.3;;59.1;63.8;40.0;65.0
619;Mannen;15 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;69.4;;58.7;64.1;39.6;65.3
620;Mannen;15 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;70.4;;59.2;65.9;39.1;66.2
621;Mannen;20 jaar;Laag onderwijsniveau;Waarde;2011/2014;58.1;0.0006;40.0;48.0;27.9;51.3
622;Mannen;20 jaar;Laag onderwijsniveau;Waarde;2013/2016;58.0;0.0008;39.8;47.6;25.8;50.3
623;Mannen;20 jaar;Laag onderwijsniveau;Waarde;2015/2018;57.7;0.001;39.2;47.6;24.8;49.5
624;Mannen;20 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;58.0;;39.2;47.2;26.7;50.5
625;Mannen;20 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;57.8;;38.9;46.7;24.7;49.4
626;Mannen;20 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;57.5;;38.2;46.8;23.8;48.7
627;Mannen;20 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;58.3;;40.8;48.9;29.0;52.2
628;Mannen;20 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;58.3;;40.7;48.4;27.0;51.1
629;Mannen;20 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;58.0;;40.2;48.3;25.9;50.4
630;Mannen;20 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;60.7;0.0004;47.1;53.3;30.4;55.8
631;Mannen;20 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;61.0;0.0004;47.2;54.1;30.0;55.9
632;Mannen;20 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;61.3;0.0004;47.1;55.0;29.7;55.8
633;Mannen;20 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;60.4;;46.4;52.7;29.5;55.2
634;Mannen;20 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;60.7;;46.5;53.4;29.2;55.4
635;Mannen;20 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;61.1;;46.3;54.4;29.0;55.3
636;Mannen;20 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;61.0;;47.7;54.0;31.2;56.4
637;Mannen;20 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;61.2;;47.8;54.7;30.7;56.5
638;Mannen;20 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;61.6;;47.8;55.6;30.4;56.4
639;Mannen;20 jaar;Hoog onderwijsniveau;Waarde;2011/2014;64.0;0.0003;53.6;58.1;35.1;59.7
640;Mannen;20 jaar;Hoog onderwijsniveau;Waarde;2013/2016;64.2;0.0003;53.2;58.4;34.6;60.0
641;Mannen;20 jaar;Hoog onderwijsniveau;Waarde;2015/2018;65.1;0.0003;53.6;60.2;33.9;60.9
642;Mannen;20 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;63.7;;52.8;57.3;34.1;59.1
643;Mannen;20 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;63.9;;52.3;57.5;33.6;59.4
644;Mannen;20 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;64.7;;52.7;59.4;33.0;60.3
645;Mannen;20 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;64.4;;54.4;59.0;36.1;60.4
646;Mannen;20 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;64.5;;54.1;59.3;35.5;60.6
647;Mannen;20 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;65.5;;54.5;61.1;34.8;61.5
648;Mannen;25 jaar;Laag onderwijsniveau;Waarde;2011/2014;53.3;0.0009;35.8;43.5;24.1;46.8
649;Mannen;25 jaar;Laag onderwijsniveau;Waarde;2013/2016;53.3;0.0008;35.4;43.0;22.5;46.0
650;Mannen;25 jaar;Laag onderwijsniveau;Waarde;2015/2018;53.0;0.0009;34.9;43.1;21.1;45.2
651;Mannen;25 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;53.1;;35.1;42.7;23.1;46.0
652;Mannen;25 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;53.0;;34.6;42.2;21.5;45.2
653;Mannen;25 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;52.8;;34.0;42.4;20.2;44.5
654;Mannen;25 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;53.4;;36.6;44.2;25.1;47.5
655;Mannen;25 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;53.5;;36.3;43.8;23.5;46.7
656;Mannen;25 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;53.3;;35.8;43.8;22.1;46.0
657;Mannen;25 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;55.8;0.0004;42.7;48.7;26.5;51.3
658;Mannen;25 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;56.1;0.0004;42.8;49.2;26.0;51.5
659;Mannen;25 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;56.5;0.0004;42.7;50.2;25.9;51.4
660;Mannen;25 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;55.6;;42.0;48.1;25.7;50.8
661;Mannen;25 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;55.8;;42.2;48.6;25.3;51.0
662;Mannen;25 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;56.2;;42.0;49.6;25.1;50.9
663;Mannen;25 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;56.1;;43.3;49.4;27.4;51.9
664;Mannen;25 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;56.3;;43.5;49.9;26.8;52.0
665;Mannen;25 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;56.7;;43.4;50.8;26.6;51.9
666;Mannen;25 jaar;Hoog onderwijsniveau;Waarde;2011/2014;59.1;0.0003;48.8;53.2;31.0;55.2
667;Mannen;25 jaar;Hoog onderwijsniveau;Waarde;2013/2016;59.3;0.0002;48.5;53.5;30.6;55.5
668;Mannen;25 jaar;Hoog onderwijsniveau;Waarde;2015/2018;60.2;0.0003;49.0;55.4;30.1;56.4
669;Mannen;25 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;58.8;;48.0;52.4;30.1;54.6
670;Mannen;25 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;59.0;;47.7;52.6;29.6;54.9
671;Mannen;25 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;59.8;;48.1;54.6;29.2;55.8
672;Mannen;25 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;59.5;;49.7;54.1;32.0;55.9
673;Mannen;25 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;59.6;;49.4;54.4;31.5;56.1
674;Mannen;25 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;60.5;;49.9;56.2;30.9;57.0
675;Mannen;30 jaar;Laag onderwijsniveau;Waarde;2011/2014;48.5;0.0007;31.7;38.9;20.5;42.6
676;Mannen;30 jaar;Laag onderwijsniveau;Waarde;2013/2016;48.5;0.0011;31.4;38.5;19.2;41.9
677;Mannen;30 jaar;Laag onderwijsniveau;Waarde;2015/2018;48.3;0.0009;31.0;38.6;17.9;41.2
678;Mannen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;48.4;;31.1;38.1;19.6;41.9
679;Mannen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;48.2;;30.6;37.8;18.3;41.1
680;Mannen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;48.0;;30.1;37.9;17.0;40.5
681;Mannen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;48.6;;32.4;39.6;21.4;43.3
682;Mannen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;48.7;;32.2;39.3;20.1;42.6
683;Mannen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;48.5;;31.8;39.3;18.8;41.9
684;Mannen;30 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;50.9;0.0007;38.1;43.9;22.9;47.0
685;Mannen;30 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;51.2;0.0005;38.4;44.5;22.4;47.1
686;Mannen;30 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;51.6;0.0006;38.5;45.4;22.3;47.1
687;Mannen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;50.7;;37.5;43.3;22.2;46.4
688;Mannen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;51.0;;37.8;43.9;21.7;46.6
689;Mannen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;51.3;;37.8;44.9;21.7;46.6
690;Mannen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;51.2;;38.8;44.6;23.7;47.5
691;Mannen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;51.4;;39.1;45.1;23.1;47.6
692;Mannen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;51.9;;39.2;46.0;23.0;47.6
693;Mannen;30 jaar;Hoog onderwijsniveau;Waarde;2011/2014;54.2;0.0002;44.3;48.3;26.8;50.7
694;Mannen;30 jaar;Hoog onderwijsniveau;Waarde;2013/2016;54.3;0.0002;44.0;48.6;26.4;50.9
695;Mannen;30 jaar;Hoog onderwijsniveau;Waarde;2015/2018;55.3;0.0003;44.4;50.5;26.1;51.9
696;Mannen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;53.8;;43.5;47.5;25.9;50.1
697;Mannen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;54.0;;43.1;47.7;25.5;50.3
698;Mannen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;54.9;;43.5;49.7;25.3;51.3
699;Mannen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;54.6;;45.1;49.2;27.8;51.3
700;Mannen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;54.6;;44.8;49.4;27.3;51.5
701;Mannen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;55.6;;45.3;51.3;27.0;52.5
702;Mannen;35 jaar;Laag onderwijsniveau;Waarde;2011/2014;43.7;0.0009;28.0;34.5;17.4;38.6
703;Mannen;35 jaar;Laag onderwijsniveau;Waarde;2013/2016;43.7;0.0011;28.0;34.3;16.5;38.0
704;Mannen;35 jaar;Laag onderwijsniveau;Waarde;2015/2018;43.5;0.0015;27.4;34.2;15.2;37.3
705;Mannen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;43.5;;27.4;33.9;16.6;38.0
706;Mannen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;43.5;;27.2;33.6;15.7;37.3
707;Mannen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;43.2;;26.6;33.6;14.4;36.7
708;Mannen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;43.8;;28.6;35.2;18.2;39.2
709;Mannen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;44.0;;28.7;35.0;17.3;38.6
710;Mannen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;43.7;;28.2;34.9;16.0;38.0
711;Mannen;35 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;46.1;0.0009;33.8;39.2;19.3;42.5
712;Mannen;35 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;46.3;0.0007;34.0;39.7;18.8;42.5
713;Mannen;35 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;46.7;0.0007;34.2;40.7;18.8;42.8
714;Mannen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;45.8;;33.1;38.5;18.5;42.0
715;Mannen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;46.1;;33.4;39.1;18.1;42.1
716;Mannen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;46.4;;33.6;40.1;18.1;42.3
717;Mannen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;46.4;;34.4;39.8;20.0;43.0
718;Mannen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;46.6;;34.7;40.3;19.5;43.0
719;Mannen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;47.0;;34.9;41.3;19.4;43.2
720;Mannen;35 jaar;Hoog onderwijsniveau;Waarde;2011/2014;49.3;0.0004;39.7;43.4;23.2;46.2
721;Mannen;35 jaar;Hoog onderwijsniveau;Waarde;2013/2016;49.4;0.0006;39.3;43.6;22.8;46.3
722;Mannen;35 jaar;Hoog onderwijsniveau;Waarde;2015/2018;50.3;0.0004;39.9;45.6;22.3;47.2
723;Mannen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;48.9;;38.9;42.6;22.3;45.6
724;Mannen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;49.1;;38.5;42.8;21.9;45.8
725;Mannen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;50.0;;39.0;44.8;21.5;46.7
726;Mannen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;49.6;;40.5;44.3;24.2;46.8
727;Mannen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;49.7;;40.2;44.5;23.6;46.9
728;Mannen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;50.7;;40.8;46.4;23.1;47.8
729;Mannen;40 jaar;Laag onderwijsniveau;Waarde;2011/2014;38.8;0.0016;24.2;30.3;14.0;34.3
730;Mannen;40 jaar;Laag onderwijsniveau;Waarde;2013/2016;38.9;0.0016;23.9;29.9;13.3;33.9
731;Mannen;40 jaar;Laag onderwijsniveau;Waarde;2015/2018;38.8;0.0023;23.2;29.7;12.2;33.4
732;Mannen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;38.7;;23.6;29.6;13.2;33.7
733;Mannen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;38.7;;23.2;29.2;12.6;33.3
734;Mannen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;38.5;;22.5;29.1;11.5;32.8
735;Mannen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;39.0;;24.8;30.9;14.7;34.8
736;Mannen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;39.2;;24.6;30.6;14.1;34.5
737;Mannen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;39.0;;23.9;30.4;12.9;34.0
738;Mannen;40 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;41.3;0.0011;29.5;34.4;16.1;37.8
739;Mannen;40 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;41.5;0.0012;29.9;35.0;15.7;38.1
740;Mannen;40 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;41.9;0.0008;30.2;36.1;15.6;38.5
741;Mannen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;41.0;;28.9;33.8;15.4;37.3
742;Mannen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;41.2;;29.3;34.4;15.0;37.6
743;Mannen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;41.6;;29.5;35.5;15.0;38.0
744;Mannen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;41.6;;30.1;35.1;16.8;38.3
745;Mannen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;41.7;;30.6;35.6;16.3;38.5
746;Mannen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;42.1;;30.8;36.6;16.2;39.0
747;Mannen;40 jaar;Hoog onderwijsniveau;Waarde;2011/2014;44.3;0.0008;35.1;38.5;19.7;41.7
748;Mannen;40 jaar;Hoog onderwijsniveau;Waarde;2013/2016;44.5;0.0005;34.8;38.8;19.2;41.8
749;Mannen;40 jaar;Hoog onderwijsniveau;Waarde;2015/2018;45.4;0.0007;35.5;40.8;18.8;42.7
750;Mannen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;44.0;;34.3;37.7;18.8;41.1
751;Mannen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;44.2;;34.0;37.9;18.4;41.2
752;Mannen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;45.1;;34.7;40.0;18.0;42.2
753;Mannen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;44.7;;35.9;39.4;20.6;42.3
754;Mannen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;44.8;;35.7;39.6;20.1;42.3
755;Mannen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;45.8;;36.4;41.6;19.6;43.3
756;Mannen;45 jaar;Laag onderwijsniveau;Waarde;2011/2014;34.1;0.0027;20.5;26.1;11.1;30.1
757;Mannen;45 jaar;Laag onderwijsniveau;Waarde;2013/2016;34.2;0.003;20.3;25.7;10.7;30.0
758;Mannen;45 jaar;Laag onderwijsniveau;Waarde;2015/2018;34.2;0.0033;19.8;25.6;9.7;29.6
759;Mannen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;34.0;;20.0;25.5;10.5;29.6
760;Mannen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;34.0;;19.6;25.1;10.1;29.4
761;Mannen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;34.0;;19.1;25.0;9.1;29.1
762;Mannen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;34.3;;21.0;26.7;11.7;30.6
763;Mannen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;34.5;;20.9;26.4;11.4;30.5
764;Mannen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;34.4;;20.4;26.2;10.3;30.1
765;Mannen;45 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;36.5;0.0019;25.3;29.9;12.9;33.4
766;Mannen;45 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;36.7;0.0016;25.9;30.4;12.5;33.7
767;Mannen;45 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;37.0;0.0016;26.1;31.5;12.6;34.2
768;Mannen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;36.3;;24.7;29.2;12.2;32.9
769;Mannen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;36.5;;25.3;29.8;11.9;33.2
770;Mannen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;36.8;;25.5;30.9;12.1;33.7
771;Mannen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;36.8;;26.0;30.5;13.5;33.9
772;Mannen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;36.9;;26.5;31.0;13.1;34.1
773;Mannen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;37.3;;26.7;32.0;13.2;34.6
774;Mannen;45 jaar;Hoog onderwijsniveau;Waarde;2011/2014;39.5;0.001;30.5;33.7;16.3;37.2
775;Mannen;45 jaar;Hoog onderwijsniveau;Waarde;2013/2016;39.6;0.001;30.2;34.0;15.5;37.1
776;Mannen;45 jaar;Hoog onderwijsniveau;Waarde;2015/2018;40.6;0.001;31.0;36.0;15.2;38.2
777;Mannen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;39.1;;29.7;32.9;15.4;36.6
778;Mannen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;39.3;;29.3;33.1;14.7;36.6
779;Mannen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;40.2;;30.1;35.2;14.4;37.7
780;Mannen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;39.9;;31.3;34.6;17.2;37.8
781;Mannen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;39.9;;31.0;34.8;16.4;37.6
782;Mannen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;40.9;;31.9;36.8;15.9;38.8
783;Mannen;50 jaar;Laag onderwijsniveau;Waarde;2011/2014;29.6;0.0047;17.2;22.2;8.6;26.2
784;Mannen;50 jaar;Laag onderwijsniveau;Waarde;2013/2016;29.7;0.005;17.2;22.0;8.4;26.3
785;Mannen;50 jaar;Laag onderwijsniveau;Waarde;2015/2018;29.7;0.0048;16.9;21.7;7.5;25.9
786;Mannen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;29.4;;16.7;21.7;8.0;25.8
787;Mannen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;29.5;;16.6;21.4;7.8;25.8
788;Mannen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;29.5;;16.2;21.2;7.0;25.5
789;Mannen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;29.7;;17.7;22.8;9.1;26.7
790;Mannen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;29.9;;17.8;22.6;8.9;26.7
791;Mannen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;29.9;;17.5;22.3;8.0;26.4
