ID;Sectors;TypeOfNonFinancialAsset;Periods;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2010100_7
4236;Households;Land underlying dwellings;2007;692593.0;;;;;749730.0;97.5
4237;Households;Land underlying dwellings;2008;749730.0;;;;;779577.0;98.3
4238;Households;Land underlying dwellings;2009;779577.0;;;;;713366.0;99.3
4239;Households;Land underlying dwellings;2010;713366.0;;;;;678618.0;100.0
4240;Households;Land underlying dwellings;2011;678618.0;;;;;666803.0;101.1
4241;Households;Land underlying dwellings;2012;666803.0;;;;;592288.0;101.8
4242;Households;Land underlying dwellings;2013;;;;;;;
4243;Households;Land underlying dwellings;2014;;;;;;;
4244;Households;Land underlying dwellings;2015;;;;;;;
4245;Households;Land underlying dwellings;2016;;;;;;;
4246;Households;Land underlying non-residential building;1995;;;;;;5259.0;72.5
4247;Households;Land underlying non-residential building;1996;5259.0;;;;;7022.0;73.1
4248;Households;Land underlying non-residential building;1997;7022.0;;;;;9430.0;73.7
4249;Households;Land underlying non-residential building;1998;9430.0;;;;;11592.0;74.5
4250;Households;Land underlying non-residential building;1999;11592.0;;;;;14518.0;76.3
4251;Households;Land underlying non-residential building;2000;14518.0;;;;;16545.0;77.7
4252;Households;Land underlying non-residential building;2001;16545.0;;;;;17157.0;79.6
4253;Households;Land underlying non-residential building;2002;17157.0;;;;;17704.0;82.1
4254;Households;Land underlying non-residential building;2003;17704.0;;;;;18706.0;84.4
4255;Households;Land underlying non-residential building;2004;18706.0;;;;;20284.0;86.0
4256;Households;Land underlying non-residential building;2005;20284.0;;;;;21331.0;87.7
4257;Households;Land underlying non-residential building;2006;21331.0;;;;;22173.0;89.3
4258;Households;Land underlying non-residential building;2007;22173.0;;;;;23969.0;91.6
4259;Households;Land underlying non-residential building;2008;23969.0;;;;;25023.0;94.8
4260;Households;Land underlying non-residential building;2009;25023.0;;;;;23691.0;97.3
4261;Households;Land underlying non-residential building;2010;23691.0;;;;;23012.0;100.0
4262;Households;Land underlying non-residential building;2011;23012.0;;;;;23104.0;103.3
4263;Households;Land underlying non-residential building;2012;23104.0;;;;;21461.0;108.8
4264;Households;Land underlying non-residential building;2013;;;;;;;
4265;Households;Land underlying non-residential building;2014;;;;;;;
4266;Households;Land underlying non-residential building;2015;;;;;;;
4267;Households;Land underlying non-residential building;2016;;;;;;;
4268;Households;Land under cultivation;1995;;;;;;29498.0;120.8
4269;Households;Land under cultivation;1996;29498.0;;;;;33195.0;120.7
4270;Households;Land under cultivation;1997;33195.0;;;;;36288.0;120.6
4271;Households;Land under cultivation;1998;36288.0;;;;;40285.0;119.7
4272;Households;Land under cultivation;1999;40285.0;;;;;48543.0;117.9
4273;Households;Land under cultivation;2000;48543.0;;;;;56273.0;115.4
4274;Households;Land under cultivation;2001;56273.0;;;;;58187.0;115.2
4275;Households;Land under cultivation;2002;58187.0;;;;;53659.0;111.9
4276;Households;Land under cultivation;2003;53659.0;;;;;48485.0;111.0
4277;Households;Land under cultivation;2004;48485.0;;;;;44024.0;109.7
4278;Households;Land under cultivation;2005;44024.0;;;;;42882.0;108.0
4279;Households;Land under cultivation;2006;42882.0;;;;;43608.0;106.6
4280;Households;Land under cultivation;2007;43608.0;;;;;48794.0;106.2
4281;Households;Land under cultivation;2008;48794.0;;;;;58024.0;106.1
4282;Households;Land under cultivation;2009;58024.0;;;;;60780.0;103.0
4283;Households;Land under cultivation;2010;60780.0;;;;;59668.0;100.0
4284;Households;Land under cultivation;2011;59668.0;;;;;60082.0;100.3
4285;Households;Land under cultivation;2012;60082.0;;;;;63852.0;100.9
4286;Households;Land under cultivation;2013;;;;;;;
4287;Households;Land under cultivation;2014;;;;;;;
4288;Households;Land under cultivation;2015;;;;;;;
4289;Households;Land under cultivation;2016;;;;;;;
4290;Households;Oil and gas reserves;1995;;;;;;0.0;100.0
4291;Households;Oil and gas reserves;1996;0.0;0.0;;0.0;0.0;0.0;100.0
4292;Households;Oil and gas reserves;1997;0.0;0.0;;0.0;0.0;0.0;100.0
4293;Households;Oil and gas reserves;1998;0.0;0.0;;0.0;0.0;0.0;100.0
4294;Households;Oil and gas reserves;1999;0.0;0.0;;0.0;0.0;0.0;100.0
4295;Households;Oil and gas reserves;2000;0.0;0.0;;0.0;0.0;0.0;100.0
4296;Households;Oil and gas reserves;2001;0.0;0.0;;0.0;0.0;0.0;100.0
4297;Households;Oil and gas reserves;2002;0.0;0.0;;0.0;0.0;0.0;100.0
4298;Households;Oil and gas reserves;2003;0.0;0.0;;0.0;0.0;0.0;100.0
4299;Households;Oil and gas reserves;2004;0.0;0.0;;0.0;0.0;0.0;100.0
4300;Households;Oil and gas reserves;2005;0.0;0.0;;0.0;0.0;0.0;100.0
4301;Households;Oil and gas reserves;2006;0.0;0.0;;0.0;0.0;0.0;100.0
4302;Households;Oil and gas reserves;2007;0.0;0.0;;0.0;0.0;0.0;100.0
4303;Households;Oil and gas reserves;2008;0.0;0.0;;0.0;0.0;0.0;100.0
4304;Households;Oil and gas reserves;2009;0.0;0.0;;0.0;0.0;0.0;100.0
4305;Households;Oil and gas reserves;2010;0.0;0.0;;0.0;0.0;0.0;100.0
4306;Households;Oil and gas reserves;2011;0.0;0.0;;0.0;0.0;0.0;100.0
4307;Households;Oil and gas reserves;2012;0.0;0.0;;0.0;0.0;0.0;100.0
4308;Households;Oil and gas reserves;2013;;;;;;;
4309;Households;Oil and gas reserves;2014;;;;;;;
4310;Households;Oil and gas reserves;2015;;;;;;;
4311;Households;Oil and gas reserves;2016;;;;;;;
4312;Households;Total consumer durables;1995;;;;;;100130.0;62.0
4313;Households;Total consumer durables;1996;100130.0;-439.0;2829.0;0.0;0.0;102521.0;63.7
4314;Households;Total consumer durables;1997;102521.0;663.0;4077.0;0.0;0.0;107260.0;66.3
4315;Households;Total consumer durables;1998;107260.0;1239.0;6717.0;0.0;0.0;115217.0;70.4
4316;Households;Total consumer durables;1999;115217.0;589.0;8787.0;0.0;0.0;124592.0;75.7
4317;Households;Total consumer durables;2000;124592.0;1782.0;8655.0;0.0;0.0;135029.0;80.9
4318;Households;Total consumer durables;2001;135029.0;5629.0;7007.0;0.0;0.0;147665.0;84.9
4319;Households;Total consumer durables;2002;147665.0;2619.0;5877.0;0.0;0.0;156162.0;88.2
4320;Households;Total consumer durables;2003;156162.0;-303.0;3556.0;0.0;0.0;159415.0;90.2
4321;Households;Total consumer durables;2004;159415.0;-1353.0;2511.0;0.0;0.0;160573.0;91.7
4322;Households;Total consumer durables;2005;160573.0;-203.0;1991.0;0.0;0.0;162360.0;92.8
4323;Households;Total consumer durables;2006;162360.0;128.0;3840.0;0.0;0.0;166328.0;95.0
4324;Households;Total consumer durables;2007;166328.0;576.0;4970.0;0.0;0.0;171874.0;97.8
4325;Households;Total consumer durables;2008;171874.0;-256.0;4226.0;0.0;0.0;175844.0;100.3
4326;Households;Total consumer durables;2009;175844.0;-646.0;-450.0;0.0;0.0;174749.0;100.0
4327;Households;Total consumer durables;2010;174749.0;399.0;8.0;0.0;0.0;175156.0;100.0
4328;Households;Total consumer durables;2011;175156.0;189.0;-492.0;0.0;0.0;174853.0;99.7
4329;Households;Total consumer durables;2012;174853.0;620.0;-3249.0;0.0;0.0;172224.0;97.9
4330;Households;Total consumer durables;2013;;;;;;;
4331;Households;Total consumer durables;2014;;;;;;;
4332;Households;Total consumer durables;2015;;;;;;;
4333;Households;Total consumer durables;2016;;;;;;;
4334;Households;Textiles and clothing;1995;;;;;;11555.0;68.3
4335;Households;Textiles and clothing;1996;11555.0;-16.0;133.0;0.0;0.0;11673.0;69.1
4336;Households;Textiles and clothing;1997;11673.0;153.0;517.0;0.0;0.0;12342.0;72.1
4337;Households;Textiles and clothing;1998;12342.0;402.0;762.0;0.0;0.0;13507.0;76.4
4338;Households;Textiles and clothing;1999;13507.0;199.0;689.0;0.0;0.0;14394.0;80.2
4339;Households;Textiles and clothing;2000;14394.0;88.0;692.0;0.0;0.0;15174.0;84.1
4340;Households;Textiles and clothing;2001;15174.0;789.0;392.0;0.0;0.0;16355.0;86.1
4341;Households;Textiles and clothing;2002;16355.0;371.0;207.0;0.0;0.0;16932.0;87.2
4342;Households;Textiles and clothing;2003;16932.0;-446.0;-82.0;0.0;0.0;16404.0;86.8
4343;Households;Textiles and clothing;2004;16404.0;-238.0;59.0;0.0;0.0;16225.0;87.1
4344;Households;Textiles and clothing;2005;16225.0;-179.0;126.0;0.0;0.0;16172.0;87.8
4345;Households;Textiles and clothing;2006;16172.0;71.0;661.0;0.0;0.0;16903.0;91.3
4346;Households;Textiles and clothing;2007;16903.0;187.0;782.0;0.0;0.0;17872.0;95.5
4347;Households;Textiles and clothing;2008;17872.0;-84.0;485.0;0.0;0.0;18273.0;98.1
4348;Households;Textiles and clothing;2009;18273.0;-87.0;154.0;0.0;0.0;18340.0;98.9
4349;Households;Textiles and clothing;2010;18340.0;-76.0;195.0;0.0;0.0;18459.0;100.0
4350;Households;Textiles and clothing;2011;18459.0;204.0;-57.0;0.0;0.0;18606.0;99.7
4351;Households;Textiles and clothing;2012;18606.0;84.0;-307.0;0.0;0.0;18383.0;98.1
4352;Households;Textiles and clothing;2013;;;;;;;
4353;Households;Textiles and clothing;2014;;;;;;;
4354;Households;Textiles and clothing;2015;;;;;;;
4355;Households;Textiles and clothing;2016;;;;;;;
4356;Households;Leather goods and footwear;1995;;;;;;2617.0;62.8
4357;Households;Leather goods and footwear;1996;2617.0;-19.0;100.0;0.0;0.0;2697.0;65.2
4358;Households;Leather goods and footwear;1997;2697.0;104.0;71.0;0.0;0.0;2872.0;66.8
4359;Households;Leather goods and footwear;1998;2872.0;64.0;112.0;0.0;0.0;3048.0;69.4
4360;Households;Leather goods and footwear;1999;3048.0;39.0;199.0;0.0;0.0;3286.0;73.9
4361;Households;Leather goods and footwear;2000;3286.0;72.0;232.0;0.0;0.0;3590.0;79.0
4362;Households;Leather goods and footwear;2001;3590.0;284.0;138.0;0.0;0.0;4013.0;81.8
4363;Households;Leather goods and footwear;2002;4013.0;113.0;38.0;0.0;0.0;4165.0;82.6
4364;Households;Leather goods and footwear;2003;4165.0;-28.0;34.0;0.0;0.0;4171.0;83.3
4365;Households;Leather goods and footwear;2004;4171.0;-56.0;75.0;0.0;0.0;4190.0;84.8
4366;Households;Leather goods and footwear;2005;4190.0;-31.0;130.0;0.0;0.0;4289.0;87.4
4367;Households;Leather goods and footwear;2006;4289.0;54.0;231.0;0.0;0.0;4574.0;92.1
4368;Households;Leather goods and footwear;2007;4574.0;42.0;176.0;0.0;0.0;4792.0;95.6
4369;Households;Leather goods and footwear;2008;4792.0;-18.0;132.0;0.0;0.0;4906.0;98.2
4370;Households;Leather goods and footwear;2009;4906.0;46.0;31.0;0.0;0.0;4983.0;98.8
4371;Households;Leather goods and footwear;2010;4983.0;22.0;59.0;0.0;0.0;5064.0;100.0
4372;Households;Leather goods and footwear;2011;5064.0;56.0;84.0;0.0;0.0;5204.0;101.6
4373;Households;Leather goods and footwear;2012;5204.0;14.0;-33.0;0.0;0.0;5185.0;101.0
4374;Households;Leather goods and footwear;2013;;;;;;;
4375;Households;Leather goods and footwear;2014;;;;;;;
4376;Households;Leather goods and footwear;2015;;;;;;;
4377;Households;Leather goods and footwear;2016;;;;;;;
4378;Households;Home furnishing;1995;;;;;;25410.0;79.6
4379;Households;Home furnishing;1996;25410.0;401.0;596.0;0.0;0.0;26406.0;81.4
4380;Households;Home furnishing;1997;26406.0;340.0;799.0;0.0;0.0;27546.0;83.9
4381;Households;Home furnishing;1998;27546.0;574.0;1280.0;0.0;0.0;29400.0;87.7
4382;Households;Home furnishing;1999;29400.0;433.0;1499.0;0.0;0.0;31332.0;92.1
4383;Households;Home furnishing;2000;31332.0;721.0;1726.0;0.0;0.0;33779.0;97.0
4384;Households;Home furnishing;2001;33779.0;1621.0;1669.0;0.0;0.0;37070.0;101.6
4385;Households;Home furnishing;2002;37070.0;1333.0;886.0;0.0;0.0;39289.0;104.0
4386;Households;Home furnishing;2003;39289.0;826.0;188.0;0.0;0.0;40304.0;104.5
4387;Households;Home furnishing;2004;40304.0;52.0;-148.0;0.0;0.0;40208.0;104.1
4388;Households;Home furnishing;2005;40208.0;307.0;-240.0;0.0;0.0;40275.0;103.5
4389;Households;Home furnishing;2006;40275.0;157.0;166.0;0.0;0.0;40598.0;103.9
4390;Households;Home furnishing;2007;40598.0;506.0;207.0;0.0;0.0;41311.0;104.4
4391;Households;Home furnishing;2008;41311.0;1183.0;-144.0;0.0;0.0;42349.0;104.1
4392;Households;Home furnishing;2009;42349.0;520.0;-746.0;0.0;0.0;42123.0;102.2
4393;Households;Home furnishing;2010;42123.0;212.0;-930.0;0.0;0.0;41406.0;100.0
4394;Households;Home furnishing;2011;41406.0;686.0;-1076.0;0.0;0.0;41017.0;97.4
4395;Households;Home furnishing;2012;41017.0;264.0;-1319.0;0.0;0.0;39962.0;94.3
4396;Households;Home furnishing;2013;;;;;;;
4397;Households;Home furnishing;2014;;;;;;;
4398;Households;Home furnishing;2015;;;;;;;
4399;Households;Home furnishing;2016;;;;;;;
4400;Households;Household appliances;1995;;;;;;14196.0;27.5
4401;Households;Household appliances;1996;14196.0;-650.0;708.0;0.0;0.0;14255.0;28.9
4402;Households;Household appliances;1997;14255.0;-237.0;891.0;0.0;0.0;14909.0;30.8
4403;Households;Household appliances;1998;14909.0;-412.0;1366.0;0.0;0.0;15863.0;33.7
4404;Households;Household appliances;1999;15863.0;-616.0;1897.0;0.0;0.0;17144.0;37.9
4405;Households;Household appliances;2000;17144.0;-557.0;2226.0;0.0;0.0;18812.0;42.9
4406;Households;Household appliances;2001;18812.0;294.0;2234.0;0.0;0.0;21339.0;47.9
4407;Households;Household appliances;2002;21339.0;-680.0;2066.0;0.0;0.0;22726.0;52.7
4408;Households;Household appliances;2003;22726.0;-1284.0;1879.0;0.0;0.0;23322.0;57.4
4409;Households;Household appliances;2004;23322.0;-1558.0;1718.0;0.0;0.0;23481.0;61.9
4410;Households;Household appliances;2005;23481.0;-1150.0;1745.0;0.0;0.0;24076.0;66.7
4411;Households;Household appliances;2006;24076.0;-1040.0;2196.0;0.0;0.0;25233.0;73.1
4412;Households;Household appliances;2007;25233.0;-1467.0;2804.0;0.0;0.0;26571.0;81.7
4413;Households;Household appliances;2008;26571.0;-1269.0;2543.0;0.0;0.0;27845.0;89.9
4414;Households;Household appliances;2009;27845.0;-1146.0;1562.0;0.0;0.0;28261.0;95.2
4415;Households;Household appliances;2010;28261.0;-486.0;1400.0;0.0;0.0;29175.0;100.0
4416;Households;Household appliances;2011;29175.0;-1493.0;999.0;0.0;0.0;28682.0;103.6
4417;Households;Household appliances;2012;28682.0;-537.0;882.0;0.0;0.0;29027.0;106.9
4418;Households;Household appliances;2013;;;;;;;
4419;Households;Household appliances;2014;;;;;;;
4420;Households;Household appliances;2015;;;;;;;
4421;Households;Household appliances;2016;;;;;;;
4422;Households;Household articles;1995;;;;;;8475.0;66.5
4423;Households;Household articles;1996;8475.0;-38.0;358.0;0.0;0.0;8796.0;69.3
4424;Households;Household articles;1997;8796.0;127.0;427.0;0.0;0.0;9349.0;72.6
4425;Households;Household articles;1998;9349.0;194.0;529.0;0.0;0.0;10072.0;76.7
4426;Households;Household articles;1999;10072.0;78.0;613.0;0.0;0.0;10762.0;81.3
4427;Households;Household articles;2000;10762.0;222.0;618.0;0.0;0.0;11602.0;85.9
4428;Households;Household articles;2001;11602.0;638.0;598.0;0.0;0.0;12838.0;90.1
4429;Households;Household articles;2002;12838.0;395.0;501.0;0.0;0.0;13734.0;93.5
4430;Households;Household articles;2003;13734.0;-5.0;347.0;0.0;0.0;14077.0;95.8
4431;Households;Household articles;2004;14077.0;-130.0;274.0;0.0;0.0;14221.0;97.7
4432;Households;Household articles;2005;14221.0;-10.0;149.0;0.0;0.0;14361.0;98.7
4433;Households;Household articles;2006;14361.0;68.0;140.0;0.0;0.0;14568.0;99.7
4434;Households;Household articles;2007;14568.0;471.0;112.0;0.0;0.0;15151.0;100.4
4435;Households;Household articles;2008;15151.0;293.0;131.0;0.0;0.0;15576.0;101.3
4436;Households;Household articles;2009;15576.0;177.0;-105.0;0.0;0.0;15648.0;100.6
4437;Households;Household articles;2010;15648.0;93.0;-98.0;0.0;0.0;15643.0;100.0
4438;Households;Household articles;2011;15643.0;354.0;-98.0;0.0;0.0;15899.0;99.4
4439;Households;Household articles;2012;15899.0;434.0;-233.0;0.0;0.0;16100.0;98.0
4440;Households;Household articles;2013;;;;;;;
4441;Households;Household articles;2014;;;;;;;
4442;Households;Household articles;2015;;;;;;;
4443;Households;Household articles;2016;;;;;;;
4444;Households;Vehicles;1995;;;;;;26705.0;69.6
4445;Households;Vehicles;1996;26705.0;-224.0;507.0;0.0;0.0;26989.0;70.9
4446;Households;Vehicles;1997;26989.0;-4.0;748.0;0.0;0.0;27733.0;72.9
4447;Households;Vehicles;1998;27733.0;215.0;1722.0;0.0;0.0;29670.0;77.4
4448;Households;Vehicles;1999;29670.0;232.0;2788.0;0.0;0.0;32690.0;84.6
4449;Households;Vehicles;2000;32690.0;842.0;2240.0;0.0;0.0;35772.0;90.2
4450;Households;Vehicles;2001;35772.0;1190.0;1280.0;0.0;0.0;38242.0;93.3
4451;Households;Vehicles;2002;38242.0;608.0;1683.0;0.0;0.0;40533.0;97.4
4452;Households;Vehicles;2003;40533.0;623.0;1038.0;0.0;0.0;42194.0;99.8
4453;Households;Vehicles;2004;42194.0;599.0;493.0;0.0;0.0;43286.0;101.0
4454;Households;Vehicles;2005;43286.0;740.0;87.0;0.0;0.0;44114.0;101.2
4455;Households;Vehicles;2006;44114.0;522.0;199.0;0.0;0.0;44835.0;101.6
4456;Households;Vehicles;2007;44835.0;469.0;240.0;0.0;0.0;45544.0;102.2
4457;Households;Vehicles;2008;45544.0;-606.0;291.0;0.0;0.0;45229.0;102.8
4458;Households;Vehicles;2009;45229.0;-215.0;-1045.0;0.0;0.0;43969.0;100.5
4459;Households;Vehicles;2010;43969.0;426.0;-202.0;0.0;0.0;44193.0;100.0
4460;Households;Vehicles;2011;44193.0;-15.0;-62.0;0.0;0.0;44116.0;99.9
4461;Households;Vehicles;2012;44116.0;99.0;-1704.0;0.0;0.0;42511.0;96.0
4462;Households;Vehicles;2013;;;;;;;
4463;Households;Vehicles;2014;;;;;;;
4464;Households;Vehicles;2015;;;;;;;
4465;Households;Vehicles;2016;;;;;;;
4466;Households;Other consumer durables;1995;;;;;;11172.0;65.7
4467;Households;Other consumer durables;1996;11172.0;107.0;427.0;0.0;0.0;11706.0;68.2
4468;Households;Other consumer durables;1997;11706.0;179.0;624.0;0.0;0.0;12509.0;71.8
4469;Households;Other consumer durables;1998;12509.0;201.0;947.0;0.0;0.0;13657.0;77.2
4470;Households;Other consumer durables;1999;13657.0;225.0;1102.0;0.0;0.0;14984.0;83.3
4471;Households;Other consumer durables;2000;14984.0;395.0;921.0;0.0;0.0;16300.0;88.3
4472;Households;Other consumer durables;2001;16300.0;812.0;696.0;0.0;0.0;17808.0;91.9
4473;Households;Other consumer durables;2002;17808.0;478.0;496.0;0.0;0.0;18782.0;94.4
4474;Households;Other consumer durables;2003;18782.0;10.0;151.0;0.0;0.0;18943.0;95.1
4475;Households;Other consumer durables;2004;18943.0;-22.0;41.0;0.0;0.0;18961.0;95.3
4476;Households;Other consumer durables;2005;18961.0;118.0;-6.0;0.0;0.0;19074.0;95.3
4477;Households;Other consumer durables;2006;19074.0;297.0;245.0;0.0;0.0;19616.0;96.5
4478;Households;Other consumer durables;2007;19616.0;368.0;650.0;0.0;0.0;20633.0;99.6
4479;Households;Other consumer durables;2008;20633.0;246.0;787.0;0.0;0.0;21667.0;103.4
4480;Households;Other consumer durables;2009;21667.0;60.0;-302.0;0.0;0.0;21425.0;102.0
4481;Households;Other consumer durables;2010;21425.0;208.0;-417.0;0.0;0.0;21216.0;100.0
4482;Households;Other consumer durables;2011;21216.0;397.0;-283.0;0.0;0.0;21330.0;98.7
4483;Households;Other consumer durables;2012;21330.0;263.0;-536.0;0.0;0.0;21057.0;96.2
4484;Households;Other consumer durables;2013;;;;;;;
4485;Households;Other consumer durables;2014;;;;;;;
4486;Households;Other consumer durables;2015;;;;;;;
4487;Households;Other consumer durables;2016;;;;;;;
4488;Non-profit institutions serving househ.;Total of non-financial assets;1995;;;;;;1164.0;82.8
4489;Non-profit institutions serving househ.;Total of non-financial assets;1996;1164.0;;;;;1247.0;84.3
4490;Non-profit institutions serving househ.;Total of non-financial assets;1997;1247.0;;;;;1328.0;85.4
4491;Non-profit institutions serving househ.;Total of non-financial assets;1998;1328.0;;;;;1424.0;87.8
4492;Non-profit institutions serving househ.;Total of non-financial assets;1999;1424.0;;;;;1604.0;93.7
4493;Non-profit institutions serving househ.;Total of non-financial assets;2000;1604.0;;;;;1761.0;97.7
4494;Non-profit institutions serving househ.;Total of non-financial assets;2001;1761.0;;;;;1873.0;100.9
4495;Non-profit institutions serving househ.;Total of non-financial assets;2002;1873.0;;;;;1949.0;102.6
4496;Non-profit institutions serving househ.;Total of non-financial assets;2003;1949.0;;;;;1996.0;103.4
4497;Non-profit institutions serving househ.;Total of non-financial assets;2004;1996.0;;;;;2026.0;102.7
4498;Non-profit institutions serving househ.;Total of non-financial assets;2005;2026.0;;;;;2053.0;102.2
4499;Non-profit institutions serving househ.;Total of non-financial assets;2006;2053.0;;;;;2091.0;102.0
4500;Non-profit institutions serving househ.;Total of non-financial assets;2007;2091.0;;;;;2160.0;102.5
4501;Non-profit institutions serving househ.;Total of non-financial assets;2008;2160.0;;;;;2204.0;102.7
4502;Non-profit institutions serving househ.;Total of non-financial assets;2009;2204.0;;;;;2172.0;101.4
4503;Non-profit institutions serving househ.;Total of non-financial assets;2010;2172.0;;;;;2145.0;100.0
4504;Non-profit institutions serving househ.;Total of non-financial assets;2011;2145.0;;;;;2103.0;98.7
4505;Non-profit institutions serving househ.;Total of non-financial assets;2012;2103.0;;;;;2029.0;97.6
4506;Non-profit institutions serving househ.;Total of non-financial assets;2013;;;;;;;
4507;Non-profit institutions serving househ.;Total of non-financial assets;2014;;;;;;;
4508;Non-profit institutions serving househ.;Total of non-financial assets;2015;;;;;;;
4509;Non-profit institutions serving househ.;Total of non-financial assets;2016;;;;;;;
4510;Non-profit institutions serving househ.;Total fixed assets;1995;;;;;;1032.0;93.2
4511;Non-profit institutions serving househ.;Total fixed assets;1996;1032.0;;;;;1070.0;94.3
4512;Non-profit institutions serving househ.;Total fixed assets;1997;1070.0;;;;;1091.0;94.6
4513;Non-profit institutions serving househ.;Total fixed assets;1998;1091.0;;;;;1132.0;96.0
4514;Non-profit institutions serving househ.;Total fixed assets;1999;1132.0;;;;;1246.0;102.8
4515;Non-profit institutions serving househ.;Total fixed assets;2000;1246.0;;;;;1355.0;106.9
4516;Non-profit institutions serving househ.;Total fixed assets;2001;1355.0;;;;;1457.0;102.2
4517;Non-profit institutions serving househ.;Total fixed assets;2002;1457.0;;;;;1529.0;104.1
4518;Non-profit institutions serving househ.;Total fixed assets;2003;1529.0;;;;;1562.0;105.0
4519;Non-profit institutions serving househ.;Total fixed assets;2004;1562.0;;;;;1563.0;104.0
4520;Non-profit institutions serving househ.;Total fixed assets;2005;1563.0;;;;;1573.0;103.2
4521;Non-profit institutions serving househ.;Total fixed assets;2006;1573.0;;;;;1600.0;102.9
4522;Non-profit institutions serving househ.;Total fixed assets;2007;1600.0;;;;;1641.0;103.4
4523;Non-profit institutions serving househ.;Total fixed assets;2008;1641.0;;;;;1679.0;103.5
4524;Non-profit institutions serving househ.;Total fixed assets;2009;1679.0;;;;;1687.0;101.9
4525;Non-profit institutions serving househ.;Total fixed assets;2010;1687.0;;;;;1685.0;100.0
4526;Non-profit institutions serving househ.;Total fixed assets;2011;1685.0;;;;;1656.0;98.4
4527;Non-profit institutions serving househ.;Total fixed assets;2012;1656.0;;;;;1634.0;96.9
4528;Non-profit institutions serving househ.;Total fixed assets;2013;;;;;;;
4529;Non-profit institutions serving househ.;Total fixed assets;2014;;;;;;;
4530;Non-profit institutions serving househ.;Total fixed assets;2015;;;;;;;
4531;Non-profit institutions serving househ.;Total fixed assets;2016;;;;;;;
4532;Non-profit institutions serving househ.;Dwellings;1995;;;;;;0.0;100.0
4533;Non-profit institutions serving househ.;Dwellings;1996;0.0;;;;;0.0;100.0
4534;Non-profit institutions serving househ.;Dwellings;1997;0.0;;;;;0.0;100.0
4535;Non-profit institutions serving househ.;Dwellings;1998;0.0;;;;;0.0;100.0
4536;Non-profit institutions serving househ.;Dwellings;1999;0.0;;;;;0.0;100.0
4537;Non-profit institutions serving househ.;Dwellings;2000;0.0;;;;;0.0;100.0
4538;Non-profit institutions serving househ.;Dwellings;2001;0.0;;;;;0.0;100.0
4539;Non-profit institutions serving househ.;Dwellings;2002;0.0;;;;;0.0;100.0
4540;Non-profit institutions serving househ.;Dwellings;2003;0.0;;;;;0.0;100.0
4541;Non-profit institutions serving househ.;Dwellings;2004;0.0;;;;;0.0;100.0
4542;Non-profit institutions serving househ.;Dwellings;2005;0.0;;;;;0.0;100.0
4543;Non-profit institutions serving househ.;Dwellings;2006;0.0;;;;;0.0;100.0
4544;Non-profit institutions serving househ.;Dwellings;2007;0.0;;;;;0.0;100.0
4545;Non-profit institutions serving househ.;Dwellings;2008;0.0;;;;;0.0;100.0
4546;Non-profit institutions serving househ.;Dwellings;2009;0.0;;;;;0.0;100.0
4547;Non-profit institutions serving househ.;Dwellings;2010;0.0;;;;;0.0;100.0
4548;Non-profit institutions serving househ.;Dwellings;2011;0.0;;;;;0.0;100.0
4549;Non-profit institutions serving househ.;Dwellings;2012;0.0;;;;;0.0;100.0
4550;Non-profit institutions serving househ.;Dwellings;2013;;;;;;;
4551;Non-profit institutions serving househ.;Dwellings;2014;;;;;;;
4552;Non-profit institutions serving househ.;Dwellings;2015;;;;;;;
4553;Non-profit institutions serving househ.;Dwellings;2016;;;;;;;
4554;Non-profit institutions serving househ.;Non-residential buildings;1995;;;;;;691.0;112.8
4555;Non-profit institutions serving househ.;Non-residential buildings;1996;691.0;;;;;728.0;114.2
4556;Non-profit institutions serving househ.;Non-residential buildings;1997;728.0;;;;;743.0;113.9
4557;Non-profit institutions serving househ.;Non-residential buildings;1998;743.0;;;;;766.0;114.8
4558;Non-profit institutions serving househ.;Non-residential buildings;1999;766.0;;;;;814.0;118.5
4559;Non-profit institutions serving househ.;Non-residential buildings;2000;814.0;;;;;863.0;119.7
4560;Non-profit institutions serving househ.;Non-residential buildings;2001;863.0;;;;;911.0;119.1
4561;Non-profit institutions serving househ.;Non-residential buildings;2002;911.0;;;;;945.0;117.9
4562;Non-profit institutions serving househ.;Non-residential buildings;2003;945.0;;;;;958.0;116.7
4563;Non-profit institutions serving househ.;Non-residential buildings;2004;958.0;;;;;956.0;114.4
4564;Non-profit institutions serving househ.;Non-residential buildings;2005;956.0;;;;;959.0;112.0
4565;Non-profit institutions serving househ.;Non-residential buildings;2006;959.0;;;;;967.0;109.5
4566;Non-profit institutions serving househ.;Non-residential buildings;2007;967.0;;;;;975.0;107.5
4567;Non-profit institutions serving househ.;Non-residential buildings;2008;975.0;;;;;989.0;105.4
4568;Non-profit institutions serving househ.;Non-residential buildings;2009;989.0;;;;;1002.0;103.0
4569;Non-profit institutions serving househ.;Non-residential buildings;2010;1002.0;;;;;996.0;100.0
4570;Non-profit institutions serving househ.;Non-residential buildings;2011;996.0;;;;;972.0;97.5
4571;Non-profit institutions serving househ.;Non-residential buildings;2012;972.0;;;;;943.0;94.7
4572;Non-profit institutions serving househ.;Non-residential buildings;2013;;;;;;;
4573;Non-profit institutions serving househ.;Non-residential buildings;2014;;;;;;;
