ID;Overheidslaag;StandMutatie;Perioden;EMUSaldo_1;VorderingenTotaal_2;TotaalLanglopendeVorderingen_3;EffectenEnDeelnemingen_4;DeelnemInEigenBedrijfsmDiensten_5;OverigeLanglopendeVorderingen_6;TotaalKortlopendeVorderingen_7;RCOpEigenBedrijfsmatigDienst_8;RCOpDerdenNietFinancieleInstell_9;KasEnDaggeldleningTermijndepositoS_10;LiquideMiddelen_11;OverigeKortlopendeVorderingen_12;SchuldenTotaal_13;TotaalLanglopendeSchulden_14;ObligatiesEnMediumTermNotes_15;BelegdeResDoorEigBedrijfsmDienst_16;BelegdeReservesDoorDerden_17;Waarborgsommen_18;OverigeLanglopendeSchulden_19;KortlopendeSchuldenTotaal_20;RCBijEigenBedrijfsmatigeDiensten_21;RCBijDerdenNietFinancieleInstell_22;KasEnDaggeldleningTermijndepositoS_23;OverigeKortlopendeSchulden_24
329;Gemeenten 150.000 tot 250.000 inwoners;Stand;2005 eindstand*;;3.1;2.1;0.1;0.0;2.0;1.0;0.0;0.0;0.0;0.2;0.8;5.0;3.9;0.2;0.0;0.0;0.0;3.7;1.1;0.0;0.1;0.1;0.8
330;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
331;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2001 1e kwartaal;-0.1;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
332;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2001 2e kwartaal;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1
333;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2001 3e kwartaal;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
334;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2001 4e kwartaal;0.1;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1
335;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2001 eindstand;-0.2;-0.2;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;-0.1;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.1
336;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
337;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2002 1e kwartaal;0.1;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.4;0.3;0.0;0.0;0.0;0.0;0.3;0.2;0.0;0.0;0.0;0.1
338;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2002 2e kwartaal;0.1;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0
339;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2002 3e kwartaal;-0.2;-0.3;-0.1;0.0;0.0;-0.1;-0.3;0.0;0.0;-0.1;0.0;-0.2;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.1;-0.1
340;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2002 4e kwartaal;-0.1;-0.2;-0.1;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1;0.1
341;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2002 eindstand;-0.2;-0.1;-0.2;0.0;0.0;-0.2;0.1;0.0;0.0;0.0;0.1;0.1;0.2;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.1
342;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
343;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2003 1e kwartaal*;0.0;-0.1;-0.3;0.0;0.0;-0.3;0.2;0.0;0.0;0.0;0.0;0.2;0.0;-0.2;0.0;0.0;0.0;0.0;-0.2;0.1;0.0;0.0;0.0;0.2
344;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2003 2e kwartaal*;0.1;-0.2;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;-0.3;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.1;0.0;0.0;-0.1;-0.1
345;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2003 3e kwartaal*;-0.3;-0.6;-0.4;0.0;0.0;-0.4;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.3;-0.3;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;0.0;0.0;0.0
346;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2003 4e kwartaal*;0.2;0.3;0.4;0.0;0.0;0.4;-0.1;0.0;0.0;0.0;0.0;0.0;0.2;0.3;0.0;0.0;0.0;0.0;0.3;-0.1;0.0;0.0;0.0;-0.1
347;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2003 eindstand*;-0.1;-0.6;-0.5;0.0;0.0;-0.5;-0.1;0.0;0.0;0.0;-0.1;0.0;-0.4;-0.3;0.0;0.0;0.0;0.0;-0.3;-0.1;0.0;0.0;-0.1;0.0
348;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
349;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2004 1e kwartaal*;0.2;0.1;-0.1;0.0;0.0;-0.1;0.2;0.0;0.0;0.0;0.0;0.2;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0
350;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2004 2e kwartaal*;-0.1;-0.2;-0.1;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.1;-0.2;-0.2;0.0;0.1;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;0.1;-0.3
351;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2004 3e kwartaal*;-0.3;-0.3;-0.1;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.2
352;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2004 4e kwartaal*;0.0;-0.3;-0.1;0.0;0.0;-0.1;-0.2;0.0;0.0;0.0;-0.1;-0.1;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.1;-0.1
353;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2004 eindstand*;-0.3;-0.6;-0.4;0.0;0.0;-0.4;-0.2;0.0;0.0;-0.1;0.0;-0.1;-0.2;-0.2;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;0.0;0.1;-0.1
354;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
355;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2005 1e kwartaal*;-0.1;0.1;-0.1;0.0;0.0;-0.1;0.2;0.0;0.0;0.0;0.1;0.1;0.2;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.2;0.0;-0.1
356;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2005 2e kwartaal*;0.2;-0.2;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;-0.5;0.0;-0.1;-0.2;-0.1
357;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2005 3e kwartaal*;-0.3;-0.1;0.0;0.0;0.0;0.0;-0.2;0.0;-0.1;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.1
358;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2005 4e kwartaal*;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.1;0.0;0.0;0.3;0.4;0.1;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.2
359;Gemeenten 150.000 tot 250.000 inwoners;Mutatie;2005 eindstand*;-0.1;0.1;-0.1;0.0;0.0;-0.1;0.3;0.0;0.0;0.0;0.1;0.1;0.3;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.1;-0.2;0.0
360;Gemeenten 100.000 tot 150.000 inwoners;Stand;2001 beginstand;;5.5;4.0;0.2;0.1;3.7;1.5;0.0;0.0;0.5;0.2;0.9;6.2;4.6;0.0;0.0;0.0;0.0;4.6;1.6;0.0;0.0;0.1;1.4
361;Gemeenten 100.000 tot 150.000 inwoners;Stand;2001 1e kwartaal;;5.5;3.9;0.2;0.1;3.7;1.6;0.0;0.0;0.4;0.1;1.1;6.2;4.5;0.0;0.0;0.0;0.0;4.5;1.7;0.0;0.0;0.2;1.5
362;Gemeenten 100.000 tot 150.000 inwoners;Stand;2001 2e kwartaal;;5.6;3.9;0.2;0.1;3.6;1.7;0.0;0.0;0.4;0.2;1.1;6.3;4.6;0.0;0.0;0.0;0.0;4.5;1.7;0.0;0.0;0.2;1.5
363;Gemeenten 100.000 tot 150.000 inwoners;Stand;2001 3e kwartaal;;5.4;3.8;0.2;0.0;3.6;1.5;0.0;0.0;0.3;0.2;1.0;6.2;4.5;0.0;0.0;0.0;0.0;4.5;1.7;0.0;0.0;0.3;1.4
364;Gemeenten 100.000 tot 150.000 inwoners;Stand;2001 4e kwartaal;;5.2;3.7;0.3;0.0;3.4;1.5;0.0;0.0;0.2;0.3;1.0;6.2;4.5;0.0;0.0;0.0;0.0;4.4;1.7;0.0;0.0;0.2;1.5
365;Gemeenten 100.000 tot 150.000 inwoners;Stand;2001 eindstand;;5.2;3.7;0.3;0.0;3.4;1.5;0.0;0.0;0.2;0.3;1.0;6.2;4.5;0.0;0.0;0.0;0.0;4.4;1.7;0.0;0.0;0.2;1.5
366;Gemeenten 100.000 tot 150.000 inwoners;Stand;2002 beginstand;;4.4;3.3;0.3;0.0;3.0;1.1;0.0;0.0;0.2;0.1;0.8;5.3;4.1;0.0;0.0;0.0;0.0;4.0;1.2;0.0;0.0;0.2;1.0
367;Gemeenten 100.000 tot 150.000 inwoners;Stand;2002 1e kwartaal;;4.3;3.2;0.3;0.0;2.8;1.2;0.0;0.0;0.2;0.1;0.8;5.6;4.0;0.0;0.0;0.0;0.0;3.9;1.6;0.0;0.0;0.4;1.3
368;Gemeenten 100.000 tot 150.000 inwoners;Stand;2002 2e kwartaal;;4.3;3.1;0.3;0.0;2.8;1.2;0.0;0.0;0.1;0.1;1.0;5.6;4.0;0.0;0.0;0.0;0.0;3.9;1.6;0.0;0.0;0.4;1.3
369;Gemeenten 100.000 tot 150.000 inwoners;Stand;2002 3e kwartaal;;4.1;3.0;0.3;0.0;2.7;1.1;0.0;0.0;0.2;0.1;0.9;5.5;4.0;0.0;0.0;0.0;0.0;3.9;1.5;0.0;0.0;0.3;1.2
370;Gemeenten 100.000 tot 150.000 inwoners;Stand;2002 4e kwartaal;;4.0;2.9;0.3;0.1;2.6;1.1;0.0;0.0;0.1;0.1;0.8;5.3;3.9;0.0;0.0;0.0;0.0;3.9;1.4;0.0;0.0;0.4;1.0
371;Gemeenten 100.000 tot 150.000 inwoners;Stand;2002 eindstand;;4.0;2.9;0.3;0.1;2.6;1.1;0.0;0.0;0.1;0.1;0.8;5.3;3.9;0.0;0.0;0.0;0.0;3.9;1.4;0.0;0.0;0.4;1.0
372;Gemeenten 100.000 tot 150.000 inwoners;Stand;2003 beginstand*;;4.1;3.0;0.1;0.0;2.8;1.1;0.0;0.0;0.1;0.1;0.9;5.3;3.9;0.0;0.0;0.0;0.0;3.9;1.4;0.0;0.0;0.4;1.0
373;Gemeenten 100.000 tot 150.000 inwoners;Stand;2003 1e kwartaal*;;4.0;2.8;0.1;0.0;2.6;1.2;0.0;0.0;0.1;0.1;1.0;5.3;3.8;0.0;0.0;0.0;0.0;3.7;1.5;0.0;0.0;0.4;1.1
374;Gemeenten 100.000 tot 150.000 inwoners;Stand;2003 2e kwartaal*;;3.9;2.6;0.1;0.0;2.4;1.3;0.0;0.0;0.1;0.1;1.1;5.2;3.7;0.0;0.0;0.0;0.0;3.7;1.5;0.0;0.0;0.4;1.0
375;Gemeenten 100.000 tot 150.000 inwoners;Stand;2003 3e kwartaal*;;3.8;2.4;0.1;0.0;2.3;1.3;0.0;0.0;0.1;0.1;1.1;5.1;3.6;0.0;0.0;0.0;0.0;3.6;1.5;0.0;0.0;0.5;1.0
376;Gemeenten 100.000 tot 150.000 inwoners;Stand;2003 4e kwartaal*;;3.9;2.6;0.1;0.0;2.5;1.3;0.0;0.0;0.0;0.2;1.1;5.2;3.8;0.0;0.0;0.0;0.0;3.7;1.4;0.0;0.0;0.4;1.0
377;Gemeenten 100.000 tot 150.000 inwoners;Stand;2003 eindstand*;;3.9;2.6;0.1;0.0;2.5;1.3;0.0;0.0;0.0;0.2;1.1;5.2;3.8;0.0;0.0;0.0;0.0;3.7;1.4;0.0;0.0;0.4;1.0
378;Gemeenten 100.000 tot 150.000 inwoners;Stand;2004 beginstand*;;3.8;2.6;0.1;0.0;2.5;1.2;0.0;0.0;0.1;0.1;1.0;5.2;3.8;0.0;0.0;0.0;0.0;3.8;1.4;0.0;0.0;0.4;1.1
379;Gemeenten 100.000 tot 150.000 inwoners;Stand;2004 1e kwartaal*;;3.7;2.5;0.1;0.0;2.4;1.2;0.0;0.0;0.0;0.1;1.1;5.0;3.7;0.0;0.0;0.0;0.0;3.7;1.2;0.0;0.0;0.4;0.9
380;Gemeenten 100.000 tot 150.000 inwoners;Stand;2004 2e kwartaal*;;3.9;2.4;0.1;0.0;2.3;1.5;0.0;0.0;0.1;0.2;1.2;5.0;3.7;0.0;0.0;0.0;0.0;3.7;1.3;0.0;-0.1;0.3;1.1
381;Gemeenten 100.000 tot 150.000 inwoners;Stand;2004 3e kwartaal*;;3.6;2.3;0.1;0.0;2.2;1.3;0.0;0.0;0.2;0.2;1.0;4.8;3.6;0.0;0.0;0.0;0.0;3.6;1.2;0.0;-0.1;0.5;0.8
382;Gemeenten 100.000 tot 150.000 inwoners;Stand;2004 4e kwartaal*;;3.6;2.4;0.1;0.0;2.3;1.2;0.0;0.0;0.2;0.2;0.9;5.1;3.8;0.0;0.0;0.0;0.0;3.8;1.3;0.0;0.0;0.4;0.9
383;Gemeenten 100.000 tot 150.000 inwoners;Stand;2004 eindstand*;;3.6;2.4;0.1;0.0;2.3;1.2;0.0;0.0;0.2;0.2;0.9;5.1;3.8;0.0;0.0;0.0;0.0;3.8;1.3;0.0;0.0;0.4;0.9
384;Gemeenten 100.000 tot 150.000 inwoners;Stand;2005 beginstand*;;3.6;2.4;0.1;0.0;2.3;1.2;0.0;0.0;0.2;0.2;0.9;5.1;3.8;0.0;0.0;0.0;0.0;3.8;1.3;0.0;0.0;0.4;0.9
385;Gemeenten 100.000 tot 150.000 inwoners;Stand;2005 1e kwartaal*;;4.0;2.4;0.1;0.0;2.3;1.5;0.0;0.0;0.1;0.2;1.2;5.1;3.9;0.0;0.0;0.0;0.0;3.9;1.2;0.0;-0.1;0.5;0.9
386;Gemeenten 100.000 tot 150.000 inwoners;Stand;2005 2e kwartaal*;;3.9;2.3;0.1;0.0;2.2;1.6;0.0;0.0;0.2;0.4;1.0;5.2;3.9;0.0;0.0;0.0;0.0;3.9;1.3;0.0;-0.1;0.5;0.9
387;Gemeenten 100.000 tot 150.000 inwoners;Stand;2005 3e kwartaal*;;3.5;2.3;0.1;0.0;2.2;1.2;0.0;0.0;0.2;0.3;0.8;5.1;3.8;0.0;0.0;0.0;0.0;3.7;1.3;0.0;0.1;0.5;0.8
388;Gemeenten 100.000 tot 150.000 inwoners;Stand;2005 4e kwartaal*;;3.2;2.3;0.1;0.0;2.2;0.9;0.0;0.0;0.2;0.2;0.5;4.9;4.1;0.0;0.0;0.0;0.0;4.1;0.8;0.0;-0.1;0.4;0.5
389;Gemeenten 100.000 tot 150.000 inwoners;Stand;2005 eindstand*;;3.2;2.3;0.1;0.0;2.2;0.9;0.0;0.0;0.2;0.2;0.5;4.9;4.1;0.0;0.0;0.0;0.0;4.1;0.8;0.0;-0.1;0.4;0.5
390;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
391;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2001 1e kwartaal;0.0;0.1;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;-0.1;0.0;0.2;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.1;0.1
392;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2001 2e kwartaal;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
393;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2001 3e kwartaal;-0.2;-0.3;-0.1;0.0;0.0;-0.1;-0.2;0.0;0.0;-0.1;0.1;-0.1;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.1;-0.1
394;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2001 4e kwartaal;-0.1;-0.1;-0.1;0.1;0.0;-0.2;0.0;0.0;0.0;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.1
395;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2001 eindstand;-0.3;-0.3;-0.3;0.1;0.0;-0.3;0.0;0.0;0.0;-0.3;0.1;0.2;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
396;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
397;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2002 1e kwartaal;-0.4;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1;0.0;0.1;0.3;-0.1;0.0;0.0;0.0;0.0;-0.1;0.4;0.0;0.0;0.2;0.3
398;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2002 2e kwartaal;0.0;0.0;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
399;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2002 3e kwartaal;-0.1;-0.1;-0.1;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0
400;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2002 4e kwartaal;0.1;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.1;0.0;-0.2;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.2;0.0;0.0;0.0;-0.2
401;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2002 eindstand;-0.4;-0.4;-0.3;0.0;0.0;-0.4;-0.1;0.0;0.0;-0.1;0.0;0.1;0.0;-0.2;0.0;0.0;0.0;0.0;-0.2;0.2;0.0;0.0;0.2;0.0
402;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
403;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2003 1e kwartaal*;0.0;-0.1;-0.2;0.0;0.0;-0.2;0.1;0.0;0.0;0.0;0.0;0.1;-0.1;-0.2;0.0;0.0;0.0;0.0;-0.2;0.1;0.0;0.0;0.0;0.1
404;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2003 2e kwartaal*;0.0;0.0;-0.2;0.0;0.0;-0.2;0.1;0.0;0.0;0.0;0.0;0.1;-0.1;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1
405;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2003 3e kwartaal*;-0.1;-0.2;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.1;-0.1
406;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2003 4e kwartaal*;0.0;0.1;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.2;-0.1;0.0;0.0;-0.1;0.0
407;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2003 eindstand*;-0.1;-0.2;-0.3;0.0;0.0;-0.3;0.2;0.0;0.0;-0.1;0.1;0.2;-0.1;-0.2;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.0
408;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
409;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2004 1e kwartaal*;0.1;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.1;-0.2;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.2;0.0;0.0;0.0;-0.1
410;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2004 2e kwartaal*;0.1;0.2;-0.1;0.0;0.0;-0.1;0.3;0.0;0.0;0.1;0.1;0.2;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
411;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2004 3e kwartaal*;-0.4;-0.3;-0.1;0.0;0.0;-0.1;-0.2;0.0;0.0;0.1;0.0;-0.3;-0.2;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.2;-0.2
412;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2004 4e kwartaal*;-0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.4;0.2;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.1;0.0;0.0
413;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2004 eindstand*;-0.3;-0.2;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;0.1;0.1;-0.1;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.1;-0.2
414;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
415;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2005 1e kwartaal*;0.4;0.4;0.1;0.0;0.0;0.1;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.1;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;-0.1;0.0;0.0
416;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2005 2e kwartaal*;-0.1;0.0;-0.1;0.0;0.0;-0.1;0.1;0.0;0.0;0.1;0.2;-0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0
417;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2005 3e kwartaal*;-0.3;-0.5;0.0;0.0;0.0;0.0;-0.4;0.0;0.0;-0.1;-0.1;-0.2;-0.1;-0.2;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;0.1;0.0;-0.1
418;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2005 4e kwartaal*;-0.1;-0.3;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;0.0;-0.1;-0.2;-0.2;0.3;0.0;0.0;0.0;0.0;0.3;-0.5;0.0;-0.2;-0.1;-0.2
419;Gemeenten 100.000 tot 150.000 inwoners;Mutatie;2005 eindstand*;-0.2;-0.4;0.0;0.0;0.0;-0.1;-0.3;0.0;0.0;0.0;0.0;-0.4;-0.2;0.3;0.0;0.0;0.0;0.0;0.2;-0.5;0.0;-0.1;0.0;-0.3
420;Gemeenten 50.000 tot 100.000 inwoners;Stand;2001 beginstand;;5.3;3.8;0.1;0.0;3.6;1.5;0.0;0.0;0.3;0.2;1.0;6.6;5.0;0.0;0.0;0.1;0.0;4.9;1.6;0.0;0.0;0.3;1.3
421;Gemeenten 50.000 tot 100.000 inwoners;Stand;2001 1e kwartaal;;5.2;3.7;0.2;0.0;3.5;1.5;0.0;0.0;0.2;0.2;1.2;6.5;4.9;0.0;0.0;0.1;0.0;4.8;1.7;0.0;0.0;0.3;1.3
422;Gemeenten 50.000 tot 100.000 inwoners;Stand;2001 2e kwartaal;;5.3;3.7;0.2;0.0;3.6;1.6;0.0;0.0;0.1;0.2;1.2;6.4;4.8;0.0;0.0;0.1;0.0;4.7;1.6;0.0;0.0;0.3;1.2
423;Gemeenten 50.000 tot 100.000 inwoners;Stand;2001 3e kwartaal;;5.3;3.7;0.2;0.0;3.5;1.6;0.0;0.0;0.2;0.2;1.3;6.4;4.7;0.0;0.0;0.1;0.0;4.6;1.7;0.0;0.0;0.4;1.3
424;Gemeenten 50.000 tot 100.000 inwoners;Stand;2001 4e kwartaal;;5.2;3.6;0.2;0.0;3.4;1.6;0.0;0.0;0.2;0.2;1.2;6.4;4.8;0.0;0.0;0.1;0.0;4.7;1.6;0.0;0.0;0.3;1.3
425;Gemeenten 50.000 tot 100.000 inwoners;Stand;2001 eindstand;;5.2;3.6;0.2;0.0;3.4;1.6;0.0;0.0;0.2;0.2;1.2;6.4;4.8;0.0;0.0;0.1;0.0;4.7;1.6;0.0;0.0;0.3;1.3
426;Gemeenten 50.000 tot 100.000 inwoners;Stand;2002 beginstand;;4.9;3.4;0.2;0.0;3.2;1.5;0.0;0.0;0.2;0.1;1.1;6.0;4.5;0.0;0.0;0.1;0.0;4.4;1.5;0.0;0.0;0.3;1.2
427;Gemeenten 50.000 tot 100.000 inwoners;Stand;2002 1e kwartaal;;5.1;3.3;0.1;0.0;3.2;1.8;0.0;0.0;0.2;0.3;1.3;6.2;4.5;0.0;0.0;0.1;0.0;4.4;1.8;0.0;0.0;0.4;1.3
428;Gemeenten 50.000 tot 100.000 inwoners;Stand;2002 2e kwartaal;;5.2;3.2;0.2;0.0;3.1;1.9;0.0;0.0;0.2;0.3;1.4;6.3;4.4;0.0;0.0;0.1;0.0;4.4;1.9;0.0;0.0;0.5;1.4
429;Gemeenten 50.000 tot 100.000 inwoners;Stand;2002 3e kwartaal;;4.8;3.2;0.2;0.0;3.0;1.6;0.0;0.0;0.2;0.2;1.2;6.1;4.4;0.0;0.0;0.1;0.0;4.3;1.7;0.0;0.0;0.4;1.3
430;Gemeenten 50.000 tot 100.000 inwoners;Stand;2002 4e kwartaal;;4.7;3.2;0.2;0.0;3.0;1.5;0.0;0.0;0.1;0.2;1.2;6.1;4.4;0.0;0.0;0.1;0.0;4.3;1.8;0.0;0.0;0.5;1.3
431;Gemeenten 50.000 tot 100.000 inwoners;Stand;2002 eindstand;;4.7;3.2;0.2;0.0;3.0;1.5;0.0;0.0;0.1;0.2;1.2;6.1;4.4;0.0;0.0;0.1;0.0;4.3;1.8;0.0;0.0;0.5;1.3
