ID;Geslacht;Leeftijd;BedrijfstakkenBranchesSBI2008;Perioden;OntslagenWerknemers_1
2559;Vrouwen;15 tot 35 jaar;C Industrie;2018;0.2
2560;Vrouwen;15 tot 35 jaar;C Industrie;2019;0.1
2561;Vrouwen;15 tot 35 jaar;C Industrie;2020;0.1
2562;Vrouwen;15 tot 35 jaar;C Industrie;2021;0.0
2563;Vrouwen;15 tot 35 jaar;C Industrie;2022;0.2
2564;Vrouwen;15 tot 35 jaar;C Industrie;2023;0.3
2565;Vrouwen;15 tot 35 jaar;D Energievoorziening;2015;
2566;Vrouwen;15 tot 35 jaar;D Energievoorziening;2016;
2567;Vrouwen;15 tot 35 jaar;D Energievoorziening;2017;0.0
2568;Vrouwen;15 tot 35 jaar;D Energievoorziening;2018;
2569;Vrouwen;15 tot 35 jaar;D Energievoorziening;2019;
2570;Vrouwen;15 tot 35 jaar;D Energievoorziening;2020;0.0
2571;Vrouwen;15 tot 35 jaar;D Energievoorziening;2021;
2572;Vrouwen;15 tot 35 jaar;D Energievoorziening;2022;
2573;Vrouwen;15 tot 35 jaar;D Energievoorziening;2023;0.0
2574;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2015;0.0
2575;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2016;
2576;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2017;0.0
2577;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2018;0.0
2578;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2019;0.0
2579;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2020;
2580;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2021;
2581;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2022;
2582;Vrouwen;15 tot 35 jaar;E Waterbedrijven en afvalbeheer;2023;0.0
2583;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2015;0.1
2584;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2016;0.0
2585;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2017;0.0
2586;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2018;0.1
2587;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2019;0.0
2588;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2020;0.1
2589;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2021;0.0
2590;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2022;0.0
2591;Vrouwen;15 tot 35 jaar;F Bouwnijverheid;2023;0.1
2592;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2015;10.2
2593;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2016;2.6
2594;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2017;1.5
2595;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2018;1.5
2596;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2019;4.3
2597;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2020;1.8
2598;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2021;0.3
2599;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2022;1.1
2600;Vrouwen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2023;2.7
2601;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2015;11.1
2602;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2016;3.4
2603;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2017;2.2
2604;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2018;2.2
2605;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2019;5.2
2606;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2020;3.0
2607;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2021;0.8
2608;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2022;1.5
2609;Vrouwen;15 tot 35 jaar;G-N Commerciële dienstverlening;2023;3.6
2610;Vrouwen;15 tot 35 jaar;G Handel;2015;6.8
2611;Vrouwen;15 tot 35 jaar;G Handel;2016;2.1
2612;Vrouwen;15 tot 35 jaar;G Handel;2017;1.1
2613;Vrouwen;15 tot 35 jaar;G Handel;2018;1.0
2614;Vrouwen;15 tot 35 jaar;G Handel;2019;3.8
2615;Vrouwen;15 tot 35 jaar;G Handel;2020;0.9
2616;Vrouwen;15 tot 35 jaar;G Handel;2021;0.2
2617;Vrouwen;15 tot 35 jaar;G Handel;2022;0.6
2618;Vrouwen;15 tot 35 jaar;G Handel;2023;2.0
2619;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2015;0.1
2620;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2016;0.1
2621;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2017;0.1
2622;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2018;0.1
2623;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2019;0.1
2624;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2020;0.1
2625;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2021;0.0
2626;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2022;0.1
2627;Vrouwen;15 tot 35 jaar;H Vervoer en opslag;2023;0.1
2628;Vrouwen;15 tot 35 jaar;I Horeca;2015;3.2
2629;Vrouwen;15 tot 35 jaar;I Horeca;2016;0.4
2630;Vrouwen;15 tot 35 jaar;I Horeca;2017;0.4
2631;Vrouwen;15 tot 35 jaar;I Horeca;2018;0.4
2632;Vrouwen;15 tot 35 jaar;I Horeca;2019;0.4
2633;Vrouwen;15 tot 35 jaar;I Horeca;2020;0.8
2634;Vrouwen;15 tot 35 jaar;I Horeca;2021;0.1
2635;Vrouwen;15 tot 35 jaar;I Horeca;2022;0.3
2636;Vrouwen;15 tot 35 jaar;I Horeca;2023;0.6
2637;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2015;0.1
2638;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2016;0.1
2639;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2017;0.1
2640;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2018;0.1
2641;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2019;0.1
2642;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2020;0.1
2643;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2021;0.0
2644;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2022;0.1
2645;Vrouwen;15 tot 35 jaar;J Informatie en communicatie;2023;0.1
2646;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2015;0.0
2647;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2016;0.0
2648;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2017;0.0
2649;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2018;0.0
2650;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2019;0.0
2651;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2020;
2652;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2021;0.0
2653;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2022;0.0
2654;Vrouwen;15 tot 35 jaar;K Financiële dienstverlening;2023;0.0
2655;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2015;0.0
2656;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2016;0.0
2657;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2017;0.0
2658;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2018;0.0
2659;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2019;0.0
2660;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2020;0.0
2661;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2021;0.0
2662;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2022;0.0
2663;Vrouwen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2023;
2664;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2015;0.8
2665;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2016;0.7
2666;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2017;0.5
2667;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2018;0.6
2668;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2019;0.8
2669;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2020;1.1
2670;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2021;0.4
2671;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2022;0.4
2672;Vrouwen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2023;0.8
2673;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2015;0.3
2674;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2016;0.3
2675;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2017;0.2
2676;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2018;0.2
2677;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2019;0.2
2678;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2020;0.3
2679;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2021;0.1
2680;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2022;0.2
2681;Vrouwen;15 tot 35 jaar;M Specialistische zakelijke diensten;2023;0.4
2682;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2015;0.4
2683;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2016;0.4
2684;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2017;0.3
2685;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2018;0.4
2686;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2019;0.6
2687;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2020;0.8
2688;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2021;0.3
2689;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2022;0.2
2690;Vrouwen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2023;0.4
2691;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2015;1.3
2692;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2016;2.3
2693;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2017;0.9
2694;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2018;1.2
2695;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2019;0.8
2696;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2020;0.4
2697;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2021;0.4
2698;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2022;0.6
2699;Vrouwen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2023;0.6
2700;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2015;1.1
2701;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2016;2.1
2702;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2017;0.6
2703;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2018;1.1
2704;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2019;0.8
2705;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2020;0.2
2706;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2021;0.4
2707;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2022;0.4
2708;Vrouwen;15 tot 35 jaar;O-Q Overheid en zorg;2023;0.5
2709;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2015;
2710;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2016;
2711;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2017;
2712;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2018;
2713;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2019;
2714;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2020;
2715;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2021;
2716;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2022;
2717;Vrouwen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2023;
2718;Vrouwen;15 tot 35 jaar;P Onderwijs;2015;0.0
2719;Vrouwen;15 tot 35 jaar;P Onderwijs;2016;0.0
2720;Vrouwen;15 tot 35 jaar;P Onderwijs;2017;0.0
2721;Vrouwen;15 tot 35 jaar;P Onderwijs;2018;0.1
2722;Vrouwen;15 tot 35 jaar;P Onderwijs;2019;0.0
2723;Vrouwen;15 tot 35 jaar;P Onderwijs;2020;0.0
2724;Vrouwen;15 tot 35 jaar;P Onderwijs;2021;
2725;Vrouwen;15 tot 35 jaar;P Onderwijs;2022;0.0
2726;Vrouwen;15 tot 35 jaar;P Onderwijs;2023;0.1
2727;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2015;1.0
2728;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2016;2.1
2729;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2017;0.6
2730;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2018;1.0
2731;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2019;0.7
2732;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2020;0.2
2733;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2021;0.4
2734;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2022;0.4
2735;Vrouwen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2023;0.4
2736;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2015;0.3
2737;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2016;0.2
2738;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2017;0.3
2739;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2018;0.2
2740;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2019;0.1
2741;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2020;0.2
2742;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2021;0.1
2743;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2022;0.2
2744;Vrouwen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2023;0.2
2745;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2015;0.2
2746;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2016;0.1
2747;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2017;0.0
2748;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2018;0.0
2749;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2019;0.0
2750;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2020;0.1
2751;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2021;0.0
2752;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2022;0.1
2753;Vrouwen;15 tot 35 jaar;R Cultuur, sport en recreatie;2023;0.1
2754;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2015;0.1
2755;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2016;0.1
2756;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2017;0.3
2757;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2018;0.1
2758;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2019;0.1
2759;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2020;0.1
2760;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2021;0.0
2761;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2022;0.1
2762;Vrouwen;15 tot 35 jaar;S Overige dienstverlening;2023;0.1
2763;Vrouwen;15 tot 35 jaar;T Huishoudens;2015;
2764;Vrouwen;15 tot 35 jaar;T Huishoudens;2016;
2765;Vrouwen;15 tot 35 jaar;T Huishoudens;2017;
2766;Vrouwen;15 tot 35 jaar;T Huishoudens;2018;
2767;Vrouwen;15 tot 35 jaar;T Huishoudens;2019;
2768;Vrouwen;15 tot 35 jaar;T Huishoudens;2020;
2769;Vrouwen;15 tot 35 jaar;T Huishoudens;2021;
2770;Vrouwen;15 tot 35 jaar;T Huishoudens;2022;
2771;Vrouwen;15 tot 35 jaar;T Huishoudens;2023;
2772;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2015;
2773;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2016;
2774;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2017;
2775;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2018;
2776;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2019;
2777;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2020;
2778;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2021;
2779;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2022;
2780;Vrouwen;15 tot 35 jaar;U Extraterritoriale organisaties;2023;
2781;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2015;0.0
2782;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2016;0.0
2783;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2017;0.0
2784;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2018;0.0
2785;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2019;0.0
2786;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2020;0.0
2787;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2021;0.0
2788;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2022;0.0
2789;Vrouwen;15 tot 35 jaar;SBI-code onbekend;2023;0.0
2790;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2015;8.4
2791;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2016;11.2
2792;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2017;3.4
2793;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2018;4.5
2794;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2019;4.4
2795;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2020;3.3
2796;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2021;1.7
2797;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2022;1.9
2798;Vrouwen;35 tot 55 jaar;A-U Alle economische activiteiten;2023;3.0
2799;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2015;0.1
2800;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2016;0.0
2801;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2017;0.0
2802;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2018;0.0
2803;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2019;0.0
2804;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2020;0.0
2805;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2021;
2806;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2022;0.0
2807;Vrouwen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2023;0.0
2808;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2015;
2809;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2016;0.0
2810;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2017;0.0
2811;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2018;0.0
2812;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2019;0.0
2813;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2020;0.0
2814;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2021;0.0
2815;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2022;0.0
2816;Vrouwen;35 tot 55 jaar;B Delfstoffenwinning;2023;0.0
2817;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2015;0.4
2818;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2016;0.3
2819;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2017;0.3
2820;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2018;0.3
2821;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2019;0.3
2822;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2020;0.3
2823;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2021;0.1
2824;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2022;0.3
2825;Vrouwen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2023;0.4
2826;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2015;0.7
2827;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2016;0.5
2828;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2017;0.4
2829;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2018;0.4
2830;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2019;0.4
2831;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2020;0.3
2832;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2021;0.1
2833;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2022;0.4
2834;Vrouwen;35 tot 55 jaar;B-F Nijverheid en energie;2023;0.5
2835;Vrouwen;35 tot 55 jaar;C Industrie;2015;0.4
2836;Vrouwen;35 tot 55 jaar;C Industrie;2016;0.3
2837;Vrouwen;35 tot 55 jaar;C Industrie;2017;0.3
2838;Vrouwen;35 tot 55 jaar;C Industrie;2018;0.3
2839;Vrouwen;35 tot 55 jaar;C Industrie;2019;0.3
2840;Vrouwen;35 tot 55 jaar;C Industrie;2020;0.3
2841;Vrouwen;35 tot 55 jaar;C Industrie;2021;0.1
2842;Vrouwen;35 tot 55 jaar;C Industrie;2022;0.3
2843;Vrouwen;35 tot 55 jaar;C Industrie;2023;0.4
2844;Vrouwen;35 tot 55 jaar;D Energievoorziening;2015;
2845;Vrouwen;35 tot 55 jaar;D Energievoorziening;2016;
2846;Vrouwen;35 tot 55 jaar;D Energievoorziening;2017;0.0
2847;Vrouwen;35 tot 55 jaar;D Energievoorziening;2018;
2848;Vrouwen;35 tot 55 jaar;D Energievoorziening;2019;
2849;Vrouwen;35 tot 55 jaar;D Energievoorziening;2020;0.0
2850;Vrouwen;35 tot 55 jaar;D Energievoorziening;2021;
2851;Vrouwen;35 tot 55 jaar;D Energievoorziening;2022;0.0
2852;Vrouwen;35 tot 55 jaar;D Energievoorziening;2023;
2853;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2015;0.0
2854;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2016;0.0
2855;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2017;
2856;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2018;0.0
2857;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2019;0.0
2858;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2020;
2859;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2021;
2860;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2022;
2861;Vrouwen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2023;0.0
2862;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2015;0.3
2863;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2016;0.1
2864;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2017;0.1
2865;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2018;0.1
2866;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2019;0.1
2867;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2020;0.1
2868;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2021;0.0
2869;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2022;0.1
2870;Vrouwen;35 tot 55 jaar;F Bouwnijverheid;2023;0.1
2871;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2015;4.2
2872;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2016;2.6
2873;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2017;1.4
2874;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2018;1.1
2875;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2019;2.2
2876;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2020;1.9
2877;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2021;0.3
2878;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2022;0.7
2879;Vrouwen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2023;1.2
2880;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2015;5.2
2881;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2016;3.5
2882;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2017;2.1
2883;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2018;1.8
2884;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2019;3.1
2885;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2020;2.6
2886;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2021;1.2
2887;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2022;1.0
2888;Vrouwen;35 tot 55 jaar;G-N Commerciële dienstverlening;2023;1.8
2889;Vrouwen;35 tot 55 jaar;G Handel;2015;3.3
2890;Vrouwen;35 tot 55 jaar;G Handel;2016;2.0
2891;Vrouwen;35 tot 55 jaar;G Handel;2017;1.1
2892;Vrouwen;35 tot 55 jaar;G Handel;2018;0.7
2893;Vrouwen;35 tot 55 jaar;G Handel;2019;1.9
2894;Vrouwen;35 tot 55 jaar;G Handel;2020;1.3
2895;Vrouwen;35 tot 55 jaar;G Handel;2021;0.3
2896;Vrouwen;35 tot 55 jaar;G Handel;2022;0.5
2897;Vrouwen;35 tot 55 jaar;G Handel;2023;1.0
2898;Vrouwen;35 tot 55 jaar;H Vervoer en opslag;2015;0.3
2899;Vrouwen;35 tot 55 jaar;H Vervoer en opslag;2016;0.5
2900;Vrouwen;35 tot 55 jaar;H Vervoer en opslag;2017;0.2
2901;Vrouwen;35 tot 55 jaar;H Vervoer en opslag;2018;0.2
