ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
8475;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Niet-westerse migratieachtergrond;2018/'19;71
8476;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Niet-westerse migratieachtergrond;2019/'20;68
8477;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Niet-westerse migratieachtergrond;2020/'21;100
8478;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Turkije;2015/'16;11
8479;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Turkije;2016/'17;18
8480;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Turkije;2017/'18;15
8481;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Turkije;2018/'19;10
8482;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Turkije;2019/'20;14
8483;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Turkije;2020/'21;30
8484;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Marokko;2015/'16;13
8485;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Marokko;2016/'17;15
8486;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Marokko;2017/'18;17
8487;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Marokko;2018/'19;5
8488;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Marokko;2019/'20;5
8489;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Marokko;2020/'21;10
8490;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Suriname;2015/'16;36
8491;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Suriname;2016/'17;26
8492;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Suriname;2017/'18;23
8493;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Suriname;2018/'19;17
8494;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Suriname;2019/'20;20
8495;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Suriname;2020/'21;24
8496;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;(voormalige) Nederlandse Antillen, Aruba;2015/'16;6
8497;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;(voormalige) Nederlandse Antillen, Aruba;2016/'17;11
8498;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;(voormalige) Nederlandse Antillen, Aruba;2017/'18;4
8499;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;(voormalige) Nederlandse Antillen, Aruba;2018/'19;11
8500;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;(voormalige) Nederlandse Antillen, Aruba;2019/'20;4
8501;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;(voormalige) Nederlandse Antillen, Aruba;2020/'21;7
8502;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Overige niet-westerse migratieachterg...;2015/'16;22
8503;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Overige niet-westerse migratieachterg...;2016/'17;28
8504;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Overige niet-westerse migratieachterg...;2017/'18;27
8505;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Overige niet-westerse migratieachterg...;2018/'19;28
8506;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Overige niet-westerse migratieachterg...;2019/'20;25
8507;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Overige niet-westerse migratieachterg...;2020/'21;29
8508;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Onbekende migratieachtergrond;2015/'16;0
8509;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Onbekende migratieachtergrond;2016/'17;0
8510;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Onbekende migratieachtergrond;2017/'18;0
8511;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Onbekende migratieachtergrond;2018/'19;0
8512;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Onbekende migratieachtergrond;2019/'20;0
8513;Totaal mannen en vrouwen;Totaal;Bbl totaal;79090 Economie en administratie;Onbekende migratieachtergrond;2020/'21;0
8514;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Totaal;2015/'16;563
8515;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Totaal;2016/'17;648
8516;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Totaal;2017/'18;492
8517;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Totaal;2018/'19;752
8518;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Totaal;2019/'20;729
8519;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Totaal;2020/'21;766
8520;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Nederlandse achtergrond;2015/'16;384
8521;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Nederlandse achtergrond;2016/'17;418
8522;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Nederlandse achtergrond;2017/'18;300
8523;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Nederlandse achtergrond;2018/'19;440
8524;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Nederlandse achtergrond;2019/'20;445
8525;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Nederlandse achtergrond;2020/'21;481
8526;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Met migratieachtergrond;2015/'16;178
8527;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Met migratieachtergrond;2016/'17;230
8528;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Met migratieachtergrond;2017/'18;192
8529;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Met migratieachtergrond;2018/'19;312
8530;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Met migratieachtergrond;2019/'20;284
8531;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Met migratieachtergrond;2020/'21;285
8532;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Westerse migratieachtergrond;2015/'16;47
8533;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Westerse migratieachtergrond;2016/'17;56
8534;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Westerse migratieachtergrond;2017/'18;40
8535;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Westerse migratieachtergrond;2018/'19;64
8536;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Westerse migratieachtergrond;2019/'20;63
8537;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Westerse migratieachtergrond;2020/'21;71
8538;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Niet-westerse migratieachtergrond;2015/'16;131
8539;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Niet-westerse migratieachtergrond;2016/'17;174
8540;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Niet-westerse migratieachtergrond;2017/'18;152
8541;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Niet-westerse migratieachtergrond;2018/'19;248
8542;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Niet-westerse migratieachtergrond;2019/'20;221
8543;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Niet-westerse migratieachtergrond;2020/'21;214
8544;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Turkije;2015/'16;35
8545;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Turkije;2016/'17;52
8546;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Turkije;2017/'18;36
8547;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Turkije;2018/'19;54
8548;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Turkije;2019/'20;57
8549;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Turkije;2020/'21;52
8550;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Marokko;2015/'16;23
8551;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Marokko;2016/'17;28
8552;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Marokko;2017/'18;21
8553;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Marokko;2018/'19;35
8554;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Marokko;2019/'20;33
8555;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Marokko;2020/'21;39
8556;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Suriname;2015/'16;49
8557;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Suriname;2016/'17;43
8558;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Suriname;2017/'18;41
8559;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Suriname;2018/'19;80
8560;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Suriname;2019/'20;55
8561;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Suriname;2020/'21;61
8562;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;(voormalige) Nederlandse Antillen, Aruba;2015/'16;4
8563;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;(voormalige) Nederlandse Antillen, Aruba;2016/'17;22
8564;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;(voormalige) Nederlandse Antillen, Aruba;2017/'18;19
8565;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;(voormalige) Nederlandse Antillen, Aruba;2018/'19;21
8566;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;(voormalige) Nederlandse Antillen, Aruba;2019/'20;25
8567;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;(voormalige) Nederlandse Antillen, Aruba;2020/'21;16
8568;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Overige niet-westerse migratieachterg...;2015/'16;20
8569;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Overige niet-westerse migratieachterg...;2016/'17;29
8570;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Overige niet-westerse migratieachterg...;2017/'18;35
8571;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Overige niet-westerse migratieachterg...;2018/'19;58
8572;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Overige niet-westerse migratieachterg...;2019/'20;51
8573;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Overige niet-westerse migratieachterg...;2020/'21;46
8574;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Onbekende migratieachtergrond;2015/'16;1
8575;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Onbekende migratieachtergrond;2016/'17;0
8576;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Onbekende migratieachtergrond;2017/'18;0
8577;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Onbekende migratieachtergrond;2018/'19;0
8578;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Onbekende migratieachtergrond;2019/'20;0
8579;Totaal mannen en vrouwen;Totaal;Bbl totaal;79100 Veiligheid en sport;Onbekende migratieachtergrond;2020/'21;0
8580;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Totaal;2015/'16;1014
8581;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Totaal;2016/'17;986
8582;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Totaal;2017/'18;890
8583;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Totaal;2018/'19;875
8584;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Totaal;2019/'20;962
8585;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Totaal;2020/'21;890
8586;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Nederlandse achtergrond;2015/'16;926
8587;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Nederlandse achtergrond;2016/'17;900
8588;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Nederlandse achtergrond;2017/'18;810
8589;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Nederlandse achtergrond;2018/'19;797
8590;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Nederlandse achtergrond;2019/'20;867
8591;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Nederlandse achtergrond;2020/'21;787
8592;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Met migratieachtergrond;2015/'16;86
8593;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Met migratieachtergrond;2016/'17;85
8594;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Met migratieachtergrond;2017/'18;80
8595;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Met migratieachtergrond;2018/'19;78
8596;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Met migratieachtergrond;2019/'20;94
8597;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Met migratieachtergrond;2020/'21;102
8598;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Westerse migratieachtergrond;2015/'16;43
8599;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Westerse migratieachtergrond;2016/'17;51
8600;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Westerse migratieachtergrond;2017/'18;40
8601;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Westerse migratieachtergrond;2018/'19;29
8602;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Westerse migratieachtergrond;2019/'20;29
8603;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Westerse migratieachtergrond;2020/'21;36
8604;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Niet-westerse migratieachtergrond;2015/'16;43
8605;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Niet-westerse migratieachtergrond;2016/'17;34
8606;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Niet-westerse migratieachtergrond;2017/'18;40
8607;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Niet-westerse migratieachtergrond;2018/'19;49
8608;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Niet-westerse migratieachtergrond;2019/'20;65
8609;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Niet-westerse migratieachtergrond;2020/'21;66
8610;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Turkije;2015/'16;18
8611;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Turkije;2016/'17;10
8612;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Turkije;2017/'18;12
8613;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Turkije;2018/'19;11
8614;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Turkije;2019/'20;22
8615;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Turkije;2020/'21;23
8616;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Marokko;2015/'16;4
8617;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Marokko;2016/'17;1
8618;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Marokko;2017/'18;2
8619;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Marokko;2018/'19;4
8620;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Marokko;2019/'20;2
8621;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Marokko;2020/'21;5
8622;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Suriname;2015/'16;7
8623;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Suriname;2016/'17;4
8624;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Suriname;2017/'18;7
8625;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Suriname;2018/'19;5
8626;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Suriname;2019/'20;8
8627;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Suriname;2020/'21;12
8628;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;(voormalige) Nederlandse Antillen, Aruba;2015/'16;0
8629;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;(voormalige) Nederlandse Antillen, Aruba;2016/'17;3
8630;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;(voormalige) Nederlandse Antillen, Aruba;2017/'18;1
8631;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;(voormalige) Nederlandse Antillen, Aruba;2018/'19;5
8632;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;(voormalige) Nederlandse Antillen, Aruba;2019/'20;6
8633;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;(voormalige) Nederlandse Antillen, Aruba;2020/'21;8
8634;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Overige niet-westerse migratieachterg...;2015/'16;14
8635;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Overige niet-westerse migratieachterg...;2016/'17;16
8636;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Overige niet-westerse migratieachterg...;2017/'18;18
8637;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Overige niet-westerse migratieachterg...;2018/'19;24
8638;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Overige niet-westerse migratieachterg...;2019/'20;27
8639;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Overige niet-westerse migratieachterg...;2020/'21;18
8640;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Onbekende migratieachtergrond;2015/'16;2
8641;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Onbekende migratieachtergrond;2016/'17;1
8642;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Onbekende migratieachtergrond;2017/'18;0
8643;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Onbekende migratieachtergrond;2018/'19;0
8644;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Onbekende migratieachtergrond;2019/'20;1
8645;Totaal mannen en vrouwen;Totaal;Bbl totaal;79110 Uiterlijke verzorging;Onbekende migratieachtergrond;2020/'21;1
8646;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Totaal;2015/'16;3643
8647;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Totaal;2016/'17;3560
8648;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Totaal;2017/'18;3117
8649;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Totaal;2018/'19;3107
8650;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Totaal;2019/'20;3061
8651;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Totaal;2020/'21;2938
8652;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Nederlandse achtergrond;2015/'16;3055
8653;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Nederlandse achtergrond;2016/'17;2992
8654;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Nederlandse achtergrond;2017/'18;2636
8655;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Nederlandse achtergrond;2018/'19;2583
8656;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Nederlandse achtergrond;2019/'20;2546
8657;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Nederlandse achtergrond;2020/'21;2476
8658;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Met migratieachtergrond;2015/'16;578
8659;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Met migratieachtergrond;2016/'17;564
8660;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Met migratieachtergrond;2017/'18;480
8661;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Met migratieachtergrond;2018/'19;524
8662;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Met migratieachtergrond;2019/'20;515
8663;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Met migratieachtergrond;2020/'21;462
8664;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Westerse migratieachtergrond;2015/'16;223
8665;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Westerse migratieachtergrond;2016/'17;205
8666;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Westerse migratieachtergrond;2017/'18;187
8667;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Westerse migratieachtergrond;2018/'19;210
8668;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Westerse migratieachtergrond;2019/'20;166
8669;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Westerse migratieachtergrond;2020/'21;187
8670;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Niet-westerse migratieachtergrond;2015/'16;355
8671;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Niet-westerse migratieachtergrond;2016/'17;359
8672;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Niet-westerse migratieachtergrond;2017/'18;293
8673;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Niet-westerse migratieachtergrond;2018/'19;314
8674;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Niet-westerse migratieachtergrond;2019/'20;349
8675;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Niet-westerse migratieachtergrond;2020/'21;275
8676;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Turkije;2015/'16;42
8677;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Turkije;2016/'17;32
8678;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Turkije;2017/'18;29
8679;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Turkije;2018/'19;33
8680;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Turkije;2019/'20;36
8681;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Turkije;2020/'21;18
8682;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Marokko;2015/'16;33
8683;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Marokko;2016/'17;39
8684;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Marokko;2017/'18;34
8685;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Marokko;2018/'19;26
8686;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Marokko;2019/'20;29
8687;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Marokko;2020/'21;20
8688;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Suriname;2015/'16;82
8689;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Suriname;2016/'17;77
8690;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Suriname;2017/'18;69
8691;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Suriname;2018/'19;54
8692;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Suriname;2019/'20;62
8693;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;Suriname;2020/'21;44
8694;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;(voormalige) Nederlandse Antillen, Aruba;2015/'16;49
8695;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;(voormalige) Nederlandse Antillen, Aruba;2016/'17;71
8696;Totaal mannen en vrouwen;Totaal;Bbl totaal;79120 Horeca en bakkerij;(voormalige) Nederlandse Antillen, Aruba;2017/'18;61
