ID;TripCharacteristics;Population;TravelPurposes;Margins;RegionCharacteristics;Periods;AverageDistanceTravelledPerTrip_1;AverageTravelTimePerTrip_2
6978;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2018;10.48;24.92
6979;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2019;12.53;26.89
6980;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2020;10.89;27.18
6981;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2021;12.43;30.65
6982;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2022;10.94;27.23
6983;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2023;11.52;25.89
6984;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2018;13.24;25.32
6985;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2019;13.22;24.75
6986;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2020;11.07;27.85
6987;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2021;12.52;30.37
6988;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2022;13.2;28.15
6989;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2023;12.09;25.83
6990;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2018;12.23;24.98
6991;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2019;13.9;25.58
6992;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2020;13.18;28.28
6993;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2021;11.5;29.8
6994;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2022;12.35;27.02
6995;Total;Population: 12 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2023;13.07;24.52
6996;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2018;13.32;28.88
6997;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2019;14.63;30.21
6998;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2020;12.72;32.34
6999;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2021;14.24;35.59
7000;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2022;13.04;31.1
7001;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2023;13.68;30.04
7002;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;16.07;32.3
7003;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;19.09;34.3
7004;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;16.05;35.99
7005;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;18.79;42.14
7006;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;17.97;35.83
7007;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;15.71;30.8
7008;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;15.47;28.87
7009;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;14.91;29.82
7010;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;14.39;31.79
7011;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;15.42;35.19
7012;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;14.46;31.44
7013;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;15.28;29.96
7014;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;West-Nederland (LD);2018;12.78;29.77
7015;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;West-Nederland (LD);2019;14.9;31.84
7016;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;West-Nederland (LD);2020;12.73;34.31
7017;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;West-Nederland (LD);2021;14.3;37.18
7018;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;West-Nederland (LD);2022;12.47;32.15
7019;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;West-Nederland (LD);2023;13.53;31.12
7020;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;13.48;28.59
7021;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;14.4;28.66
7022;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;12.01;30.52
7023;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;13.69;33.56
7024;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;12.99;29.54
7025;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;13.71;30.1
7026;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Groningen (PV);2018;16.56;36.22
7027;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Groningen (PV);2019;22.24;38.37
7028;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Groningen (PV);2020;21.67;43.48
7029;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Groningen (PV);2021;21.26;41.5
7030;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Groningen (PV);2022;17.68;35.39
7031;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Groningen (PV);2023;16.9;34.17
7032;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Fryslân (PV);2018;16.24;31.91
7033;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Fryslân (PV);2019;20.78;39.67
7034;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Fryslân (PV);2020;17.32;37.52
7035;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Fryslân (PV);2021;22.24;45.09
7036;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Fryslân (PV);2022;21.2;40.06
7037;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Fryslân (PV);2023;17.32;32.39
7038;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Drenthe (PV);2018;19.41;34.97
7039;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Drenthe (PV);2019;19.27;31.07
7040;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Drenthe (PV);2020;12.41;32.94
7041;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Drenthe (PV);2021;17.89;50.23
7042;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Drenthe (PV);2022;19.17;37.43
7043;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Drenthe (PV);2023;16.7;29.96
7044;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Overijssel (PV);2018;14.6;27.89
7045;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Overijssel (PV);2019;17.53;30.43
7046;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Overijssel (PV);2020;15.57;32.53
7047;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Overijssel (PV);2021;13.27;33.8
7048;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Overijssel (PV);2022;15.63;29.56
7049;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Overijssel (PV);2023;17.38;31.97
7050;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Flevoland (PV);2018;18.84;30.07
7051;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Flevoland (PV);2019;19.73;33.53
7052;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Flevoland (PV);2020;19.76;40.82
7053;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Flevoland (PV);2021;26.94;52.45
7054;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Flevoland (PV);2022;21.04;38.22
7055;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Flevoland (PV);2023;19.68;36.68
7056;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Gelderland (PV);2018;16.64;30.7
7057;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Gelderland (PV);2019;14.09;30.65
7058;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Gelderland (PV);2020;14.34;32.03
7059;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Gelderland (PV);2021;16.21;35.34
7060;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Gelderland (PV);2022;13.92;32.84
7061;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Gelderland (PV);2023;14.56;29.2
7062;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Utrecht (PV);2018;13.77;30.26
7063;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Utrecht (PV);2019;16.3;30.43
7064;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Utrecht (PV);2020;12.97;33.2
7065;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Utrecht (PV);2021;13.68;34.75
7066;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Utrecht (PV);2022;13.99;31.27
7067;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Utrecht (PV);2023;15.77;30.68
7068;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Holland (PV);2018;13.2;30.4
7069;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Holland (PV);2019;14.72;34.16
7070;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Holland (PV);2020;13.32;34.95
7071;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Holland (PV);2021;14.63;40.02
7072;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Holland (PV);2022;12.75;34.75
7073;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Holland (PV);2023;13.95;33.46
7074;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;13.04;30.74
7075;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;15.97;33.08
7076;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;12.89;35.96
7077;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;15.34;38.02
7078;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;12.64;32.28
7079;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;13.68;31.88
7080;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zeeland (PV);2018;16.14;31.78
7081;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zeeland (PV);2019;17.97;28.06
7082;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zeeland (PV);2020;20.16;40.75
7083;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zeeland (PV);2021;18.91;38.43
7084;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zeeland (PV);2022;13.99;32.14
7085;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Zeeland (PV);2023;11.88;22.93
7086;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;13.53;28.9
7087;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;14.54;29.2
7088;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;12.77;32.05
7089;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;13.89;32.48
7090;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;13.82;30.49
7091;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;14.92;31.25
7092;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Limburg (PV);2018;14.81;29.7
7093;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Limburg (PV);2019;15.6;29.46
7094;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Limburg (PV);2020;11.51;28.9
7095;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Limburg (PV);2021;14.79;38.58
7096;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Limburg (PV);2022;12.06;29.09
7097;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Limburg (PV);2023;11.71;29.11
7098;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Extremely urbanised;2018;12.32;31.67
7099;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Extremely urbanised;2019;13.21;32.83
7100;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Extremely urbanised;2020;12.02;36.91
7101;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Extremely urbanised;2021;13.9;39.94
7102;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Extremely urbanised;2022;11.58;33.74
7103;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Extremely urbanised;2023;12.57;33.55
7104;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Strongly urbanised;2018;14.01;29.91
7105;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Strongly urbanised;2019;15.69;31.65
7106;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Strongly urbanised;2020;12.86;32.34
7107;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Strongly urbanised;2021;15.21;35.8
7108;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Strongly urbanised;2022;13.7;31.3
7109;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Strongly urbanised;2023;15.5;31.3
7110;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Moderately urbanised;2018;12.37;28.08
7111;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Moderately urbanised;2019;15.58;31.41
7112;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Moderately urbanised;2020;13.73;31.12
7113;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Moderately urbanised;2021;15.53;34.91
7114;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Moderately urbanised;2022;12.81;30.75
7115;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Moderately urbanised;2023;13.73;28.63
7116;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Hardly urbanised;2018;16.1;28.53
7117;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Hardly urbanised;2019;15.99;27.71
7118;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Hardly urbanised;2020;13.58;31.65
7119;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Hardly urbanised;2021;15.14;34.28
7120;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Hardly urbanised;2022;15.46;31.33
7121;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Hardly urbanised;2023;14.02;28.53
7122;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Not urbanised;2018;15.34;29.23
7123;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Not urbanised;2019;18.8;33.45
7124;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Not urbanised;2020;18.8;34.99
7125;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Not urbanised;2021;15.73;39.06
7126;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Not urbanised;2022;17.17;32.64
7127;Total;Population: 12 years or older;Leisure, sports;Upper bound 95% confidence interval;Not urbanised;2023;17.55;29.44
7128;Total;Population: 12 years or older;Touring/walking;Value;The Netherlands;2018;9.55;66.95
7129;Total;Population: 12 years or older;Touring/walking;Value;The Netherlands;2019;9.61;69.3
7130;Total;Population: 12 years or older;Touring/walking;Value;The Netherlands;2020;7.7;59.96
7131;Total;Population: 12 years or older;Touring/walking;Value;The Netherlands;2021;7.91;61.64
7132;Total;Population: 12 years or older;Touring/walking;Value;The Netherlands;2022;7.34;58.92
7133;Total;Population: 12 years or older;Touring/walking;Value;The Netherlands;2023;7.12;58.43
7134;Total;Population: 12 years or older;Touring/walking;Value;Noord-Nederland (LD);2018;10.91;66.9
7135;Total;Population: 12 years or older;Touring/walking;Value;Noord-Nederland (LD);2019;10.07;64.42
7136;Total;Population: 12 years or older;Touring/walking;Value;Noord-Nederland (LD);2020;9.1;60.17
7137;Total;Population: 12 years or older;Touring/walking;Value;Noord-Nederland (LD);2021;9.16;60.01
7138;Total;Population: 12 years or older;Touring/walking;Value;Noord-Nederland (LD);2022;8.17;58.41
7139;Total;Population: 12 years or older;Touring/walking;Value;Noord-Nederland (LD);2023;7.14;56.44
7140;Total;Population: 12 years or older;Touring/walking;Value;Oost-Nederland (LD);2018;8.77;63.22
7141;Total;Population: 12 years or older;Touring/walking;Value;Oost-Nederland (LD);2019;9.98;66.26
7142;Total;Population: 12 years or older;Touring/walking;Value;Oost-Nederland (LD);2020;7.31;54.9
7143;Total;Population: 12 years or older;Touring/walking;Value;Oost-Nederland (LD);2021;8.44;58.5
7144;Total;Population: 12 years or older;Touring/walking;Value;Oost-Nederland (LD);2022;6.68;53.63
7145;Total;Population: 12 years or older;Touring/walking;Value;Oost-Nederland (LD);2023;7.21;53.06
7146;Total;Population: 12 years or older;Touring/walking;Value;West-Nederland (LD);2018;9.75;69.0
7147;Total;Population: 12 years or older;Touring/walking;Value;West-Nederland (LD);2019;9.47;72.12
7148;Total;Population: 12 years or older;Touring/walking;Value;West-Nederland (LD);2020;7.79;62.92
7149;Total;Population: 12 years or older;Touring/walking;Value;West-Nederland (LD);2021;7.67;64.14
7150;Total;Population: 12 years or older;Touring/walking;Value;West-Nederland (LD);2022;7.19;61.33
7151;Total;Population: 12 years or older;Touring/walking;Value;West-Nederland (LD);2023;7.38;62.45
7152;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Nederland (LD);2018;9.31;66.69
7153;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Nederland (LD);2019;9.31;69.35
7154;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Nederland (LD);2020;7.28;59.1
7155;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Nederland (LD);2021;7.33;60.42
7156;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Nederland (LD);2022;7.89;59.78
7157;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Nederland (LD);2023;6.57;57.27
7158;Total;Population: 12 years or older;Touring/walking;Value;Groningen (PV);2018;10.97;66.55
7159;Total;Population: 12 years or older;Touring/walking;Value;Groningen (PV);2019;8.93;61.04
7160;Total;Population: 12 years or older;Touring/walking;Value;Groningen (PV);2020;11.19;68.3
7161;Total;Population: 12 years or older;Touring/walking;Value;Groningen (PV);2021;9.16;62.75
7162;Total;Population: 12 years or older;Touring/walking;Value;Groningen (PV);2022;8.61;57.47
7163;Total;Population: 12 years or older;Touring/walking;Value;Groningen (PV);2023;7.0;57.78
7164;Total;Population: 12 years or older;Touring/walking;Value;Fryslân (PV);2018;11.79;72.14
7165;Total;Population: 12 years or older;Touring/walking;Value;Fryslân (PV);2019;11.63;66.29
7166;Total;Population: 12 years or older;Touring/walking;Value;Fryslân (PV);2020;8.33;56.87
7167;Total;Population: 12 years or older;Touring/walking;Value;Fryslân (PV);2021;9.85;58.55
7168;Total;Population: 12 years or older;Touring/walking;Value;Fryslân (PV);2022;8.69;62.38
7169;Total;Population: 12 years or older;Touring/walking;Value;Fryslân (PV);2023;7.11;57.51
7170;Total;Population: 12 years or older;Touring/walking;Value;Drenthe (PV);2018;9.49;59.28
7171;Total;Population: 12 years or older;Touring/walking;Value;Drenthe (PV);2019;9.44;65.64
7172;Total;Population: 12 years or older;Touring/walking;Value;Drenthe (PV);2020;7.94;56.12
7173;Total;Population: 12 years or older;Touring/walking;Value;Drenthe (PV);2021;8.34;58.96
7174;Total;Population: 12 years or older;Touring/walking;Value;Drenthe (PV);2022;7.13;54.72
7175;Total;Population: 12 years or older;Touring/walking;Value;Drenthe (PV);2023;7.33;53.74
7176;Total;Population: 12 years or older;Touring/walking;Value;Overijssel (PV);2018;7.91;58.66
7177;Total;Population: 12 years or older;Touring/walking;Value;Overijssel (PV);2019;11.12;64.03
7178;Total;Population: 12 years or older;Touring/walking;Value;Overijssel (PV);2020;8.71;56.95
7179;Total;Population: 12 years or older;Touring/walking;Value;Overijssel (PV);2021;9.16;61.72
7180;Total;Population: 12 years or older;Touring/walking;Value;Overijssel (PV);2022;7.15;54.1
7181;Total;Population: 12 years or older;Touring/walking;Value;Overijssel (PV);2023;7.6;54.11
7182;Total;Population: 12 years or older;Touring/walking;Value;Flevoland (PV);2018;15.1;77.48
7183;Total;Population: 12 years or older;Touring/walking;Value;Flevoland (PV);2019;9.55;62.18
7184;Total;Population: 12 years or older;Touring/walking;Value;Flevoland (PV);2020;6.45;54.61
7185;Total;Population: 12 years or older;Touring/walking;Value;Flevoland (PV);2021;8.28;57.57
7186;Total;Population: 12 years or older;Touring/walking;Value;Flevoland (PV);2022;6.49;53.23
7187;Total;Population: 12 years or older;Touring/walking;Value;Flevoland (PV);2023;9.64;58.17
7188;Total;Population: 12 years or older;Touring/walking;Value;Gelderland (PV);2018;8.22;63.51
7189;Total;Population: 12 years or older;Touring/walking;Value;Gelderland (PV);2019;9.39;68.34
7190;Total;Population: 12 years or older;Touring/walking;Value;Gelderland (PV);2020;6.68;53.83
7191;Total;Population: 12 years or older;Touring/walking;Value;Gelderland (PV);2021;8.09;57.03
7192;Total;Population: 12 years or older;Touring/walking;Value;Gelderland (PV);2022;6.44;53.43
7193;Total;Population: 12 years or older;Touring/walking;Value;Gelderland (PV);2023;6.53;51.53
7194;Total;Population: 12 years or older;Touring/walking;Value;Utrecht (PV);2018;10.28;65.92
7195;Total;Population: 12 years or older;Touring/walking;Value;Utrecht (PV);2019;9.21;68.99
7196;Total;Population: 12 years or older;Touring/walking;Value;Utrecht (PV);2020;8.03;59.11
7197;Total;Population: 12 years or older;Touring/walking;Value;Utrecht (PV);2021;7.5;60.7
7198;Total;Population: 12 years or older;Touring/walking;Value;Utrecht (PV);2022;7.11;57.25
7199;Total;Population: 12 years or older;Touring/walking;Value;Utrecht (PV);2023;7.28;55.56
7200;Total;Population: 12 years or older;Touring/walking;Value;Noord-Holland (PV);2018;9.81;72.14
7201;Total;Population: 12 years or older;Touring/walking;Value;Noord-Holland (PV);2019;10.41;77.36
7202;Total;Population: 12 years or older;Touring/walking;Value;Noord-Holland (PV);2020;7.46;63.42
7203;Total;Population: 12 years or older;Touring/walking;Value;Noord-Holland (PV);2021;7.86;67.04
7204;Total;Population: 12 years or older;Touring/walking;Value;Noord-Holland (PV);2022;6.68;62.91
7205;Total;Population: 12 years or older;Touring/walking;Value;Noord-Holland (PV);2023;6.97;63.78
7206;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Holland (PV);2018;9.48;67.93
7207;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Holland (PV);2019;8.88;70.06
7208;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Holland (PV);2020;7.99;65.01
7209;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Holland (PV);2021;7.52;63.25
7210;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Holland (PV);2022;7.43;61.5
7211;Total;Population: 12 years or older;Touring/walking;Value;Zuid-Holland (PV);2023;7.66;63.59
7212;Total;Population: 12 years or older;Touring/walking;Value;Zeeland (PV);2018;10.09;66.96
7213;Total;Population: 12 years or older;Touring/walking;Value;Zeeland (PV);2019;9.1;65.32
7214;Total;Population: 12 years or older;Touring/walking;Value;Zeeland (PV);2020;7.58;56.15
7215;Total;Population: 12 years or older;Touring/walking;Value;Zeeland (PV);2021;8.21;63.7
7216;Total;Population: 12 years or older;Touring/walking;Value;Zeeland (PV);2022;8.61;62.54
7217;Total;Population: 12 years or older;Touring/walking;Value;Zeeland (PV);2023;8.02;66.62
7218;Total;Population: 12 years or older;Touring/walking;Value;Noord-Brabant (PV);2018;9.59;64.4
7219;Total;Population: 12 years or older;Touring/walking;Value;Noord-Brabant (PV);2019;9.61;67.88
7220;Total;Population: 12 years or older;Touring/walking;Value;Noord-Brabant (PV);2020;7.47;58.2
7221;Total;Population: 12 years or older;Touring/walking;Value;Noord-Brabant (PV);2021;7.61;61.04
7222;Total;Population: 12 years or older;Touring/walking;Value;Noord-Brabant (PV);2022;8.21;59.08
7223;Total;Population: 12 years or older;Touring/walking;Value;Noord-Brabant (PV);2023;6.88;56.47
7224;Total;Population: 12 years or older;Touring/walking;Value;Limburg (PV);2018;8.73;71.48
7225;Total;Population: 12 years or older;Touring/walking;Value;Limburg (PV);2019;8.7;72.32
7226;Total;Population: 12 years or older;Touring/walking;Value;Limburg (PV);2020;6.89;61.01
7227;Total;Population: 12 years or older;Touring/walking;Value;Limburg (PV);2021;6.76;59.16
7228;Total;Population: 12 years or older;Touring/walking;Value;Limburg (PV);2022;7.15;61.41
7229;Total;Population: 12 years or older;Touring/walking;Value;Limburg (PV);2023;5.94;58.92
7230;Total;Population: 12 years or older;Touring/walking;Value;Extremely urbanised;2018;9.12;73.52
7231;Total;Population: 12 years or older;Touring/walking;Value;Extremely urbanised;2019;8.93;77.97
7232;Total;Population: 12 years or older;Touring/walking;Value;Extremely urbanised;2020;8.09;69.81
7233;Total;Population: 12 years or older;Touring/walking;Value;Extremely urbanised;2021;7.44;68.64
7234;Total;Population: 12 years or older;Touring/walking;Value;Extremely urbanised;2022;7.09;67.63
7235;Total;Population: 12 years or older;Touring/walking;Value;Extremely urbanised;2023;6.87;66.64
7236;Total;Population: 12 years or older;Touring/walking;Value;Strongly urbanised;2018;9.37;66.69
7237;Total;Population: 12 years or older;Touring/walking;Value;Strongly urbanised;2019;9.81;67.36
