ID;TravelMotives;Population;TravelModes;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
8090;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Fryslân (PV);2020;;;;;;
8091;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Fryslân (PV);2021;;;;;;
8092;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Fryslân (PV);2022;;;;;;
8093;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Fryslân (PV);2023;;;;;;
8094;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Drenthe (PV);2018;;;;;;
8095;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Drenthe (PV);2019;;;;;;
8096;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Drenthe (PV);2020;;;;;;
8097;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Drenthe (PV);2021;;;;;;
8098;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Drenthe (PV);2022;;;;;;
8099;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Drenthe (PV);2023;;;;;;
8100;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Overijssel (PV);2018;;;;;;
8101;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Overijssel (PV);2019;;;;;;
8102;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Overijssel (PV);2020;;;;;;
8103;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Overijssel (PV);2021;;;;;;
8104;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Overijssel (PV);2022;;;;;;
8105;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Overijssel (PV);2023;;;;;;
8106;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Flevoland (PV);2018;;;;;;
8107;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Flevoland (PV);2019;;;;;;
8108;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Flevoland (PV);2020;;;;;;
8109;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Flevoland (PV);2021;;;;;;
8110;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Flevoland (PV);2022;;;;;;
8111;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Flevoland (PV);2023;;;;;;
8112;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Gelderland (PV);2018;;;;;;
8113;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Gelderland (PV);2019;;;;;;
8114;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Gelderland (PV);2020;;;;;;
8115;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Gelderland (PV);2021;;;;;;
8116;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Gelderland (PV);2022;;;;;;
8117;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Gelderland (PV);2023;;;;;;
8118;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Utrecht (PV);2018;;;;;;
8119;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Utrecht (PV);2019;;;;;;
8120;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Utrecht (PV);2020;;;;;;
8121;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Utrecht (PV);2021;;;;;;
8122;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Utrecht (PV);2022;0.01;0.13;0.32;3.0;46.0;2.0
8123;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Utrecht (PV);2023;0.01;0.13;0.35;3.0;49.0;2.1
8124;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Holland (PV);2018;0.04;0.58;1.68;14.0;211.0;10.2
8125;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Holland (PV);2019;0.03;0.53;1.48;13.0;192.0;9.0
8126;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Holland (PV);2020;0.02;0.19;0.67;6.0;71.0;4.1
8127;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Holland (PV);2021;0.01;0.17;0.6;5.0;63.0;3.6
8128;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Holland (PV);2022;0.02;0.27;0.83;7.0;97.0;5.0
8129;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Holland (PV);2023;0.02;0.35;0.99;8.0;128.0;6.0
8130;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;0.03;0.41;1.19;11.0;151.0;7.2
8131;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;0.04;0.52;1.52;14.0;189.0;9.2
8132;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;0.01;0.19;0.59;5.0;69.0;3.6
8133;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;0.01;0.15;0.51;5.0;57.0;3.1
8134;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;0.02;0.27;0.76;7.0;98.0;4.6
8135;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;0.02;0.32;0.96;9.0;116.0;5.8
8136;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zeeland (PV);2018;;;;;;
8137;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zeeland (PV);2019;;;;;;
8138;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zeeland (PV);2020;;;;;;
8139;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zeeland (PV);2021;;;;;;
8140;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zeeland (PV);2022;;;;;;
8141;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Zeeland (PV);2023;;;;;;
8142;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;;;;;;
8143;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;;;;;;
8144;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;;;;;;
8145;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;;;;;;
8146;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;;;;;;
8147;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;;;;;;
8148;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Limburg (PV);2018;;;;;;
8149;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Limburg (PV);2019;;;;;;
8150;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Limburg (PV);2020;;;;;;
8151;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Limburg (PV);2021;;;;;;
8152;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Limburg (PV);2022;;;;;;
8153;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Limburg (PV);2023;;;;;;
8154;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Extremely urbanised;2018;0.04;0.56;1.73;16.0;204.0;10.6
8155;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Extremely urbanised;2019;0.04;0.5;1.57;15.0;182.0;9.5
8156;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Extremely urbanised;2020;0.02;0.22;0.78;7.0;80.0;4.8
8157;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Extremely urbanised;2021;0.02;0.18;0.66;6.0;67.0;4.0
8158;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Extremely urbanised;2022;0.02;0.28;0.95;9.0;102.0;5.8
8159;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Extremely urbanised;2023;0.03;0.37;1.21;11.0;135.0;7.4
8160;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Strongly urbanised;2018;0.02;0.28;0.72;6.0;101.0;4.4
8161;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Strongly urbanised;2019;0.01;0.26;0.65;5.0;96.0;3.9
8162;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Strongly urbanised;2020;0.01;0.11;0.28;2.0;41.0;1.7
8163;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Strongly urbanised;2021;0.01;0.08;0.23;2.0;29.0;1.4
8164;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Strongly urbanised;2022;0.01;0.15;0.35;3.0;54.0;2.2
8165;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Strongly urbanised;2023;0.01;0.16;0.36;3.0;59.0;2.2
8166;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Moderately urbanised;2018;0.01;0.14;0.29;3.0;50.0;1.8
8167;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Moderately urbanised;2019;0.01;0.16;0.43;3.0;60.0;2.6
8168;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Moderately urbanised;2020;;;;;;
8169;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Moderately urbanised;2021;;;;;;
8170;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Moderately urbanised;2022;;;;;;
8171;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Moderately urbanised;2023;;;;;;
8172;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Hardly urbanised;2018;0.0;0.09;0.21;2.0;33.0;1.2
8173;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Hardly urbanised;2019;;;;;;
8174;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Hardly urbanised;2020;;;;;;
8175;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Hardly urbanised;2021;;;;;;
8176;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Hardly urbanised;2022;;;;;;
8177;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Hardly urbanised;2023;;;;;;
8178;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Not urbanised;2018;;;;;;
8179;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Not urbanised;2019;;;;;;
8180;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Not urbanised;2020;;;;;;
8181;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Not urbanised;2021;;;;;;
8182;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Not urbanised;2022;;;;;;
8183;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Lower bound 95% confidence interval;Not urbanised;2023;;;;;;
8184;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;The Netherlands;2018;0.02;0.35;0.98;8.0;127.0;6.0
8185;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;The Netherlands;2019;0.02;0.34;0.97;8.0;126.0;5.9
8186;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;The Netherlands;2020;0.01;0.16;0.49;4.0;59.0;3.0
8187;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;The Netherlands;2021;0.01;0.15;0.46;4.0;53.0;2.8
8188;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;The Netherlands;2022;0.01;0.21;0.6;5.0;77.0;3.7
8189;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;The Netherlands;2023;0.02;0.25;0.7;6.0;91.0;4.2
8190;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;;;;;;
8191;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;;;;;;
8192;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;;;;;;
8193;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;;;;;;
8194;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;;;;;;
8195;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;;;;;;
8196;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;0.01;0.22;0.6;5.0;80.0;3.6
8197;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;;;;;;
8198;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;;;;;;
8199;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;;;;;;
8200;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;;;;;;
8201;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;;;;;;
8202;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;West-Nederland (LD);2018;0.04;0.56;1.63;14.0;206.0;9.9
8203;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;West-Nederland (LD);2019;0.04;0.59;1.69;14.0;215.0;10.3
8204;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;West-Nederland (LD);2020;0.02;0.24;0.79;7.0;87.0;4.8
8205;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;West-Nederland (LD);2021;0.02;0.22;0.73;6.0;80.0;4.5
8206;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;West-Nederland (LD);2022;0.02;0.32;0.97;8.0;118.0;5.9
8207;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;West-Nederland (LD);2023;0.03;0.38;1.12;9.0;138.0;6.8
8208;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;;;;;;
8209;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;;;;;;
8210;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;;;;;;
8211;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;;;;;;
8212;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;;;;;;
8213;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;;;;;;
8214;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Groningen (PV);2018;;;;;;
8215;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Groningen (PV);2019;;;;;;
8216;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Groningen (PV);2020;;;;;;
8217;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Groningen (PV);2021;;;;;;
8218;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Groningen (PV);2022;;;;;;
8219;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Groningen (PV);2023;;;;;;
8220;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Fryslân (PV);2018;;;;;;
8221;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Fryslân (PV);2019;;;;;;
8222;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Fryslân (PV);2020;;;;;;
8223;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Fryslân (PV);2021;;;;;;
8224;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Fryslân (PV);2022;;;;;;
8225;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Fryslân (PV);2023;;;;;;
8226;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Drenthe (PV);2018;;;;;;
8227;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Drenthe (PV);2019;;;;;;
8228;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Drenthe (PV);2020;;;;;;
8229;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Drenthe (PV);2021;;;;;;
8230;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Drenthe (PV);2022;;;;;;
8231;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Drenthe (PV);2023;;;;;;
8232;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Overijssel (PV);2018;;;;;;
8233;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Overijssel (PV);2019;;;;;;
8234;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Overijssel (PV);2020;;;;;;
8235;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Overijssel (PV);2021;;;;;;
8236;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Overijssel (PV);2022;;;;;;
8237;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Overijssel (PV);2023;;;;;;
8238;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Flevoland (PV);2018;;;;;;
8239;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Flevoland (PV);2019;;;;;;
8240;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Flevoland (PV);2020;;;;;;
8241;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Flevoland (PV);2021;;;;;;
8242;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Flevoland (PV);2022;;;;;;
8243;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Flevoland (PV);2023;;;;;;
8244;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Gelderland (PV);2018;;;;;;
8245;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Gelderland (PV);2019;;;;;;
8246;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Gelderland (PV);2020;;;;;;
8247;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Gelderland (PV);2021;;;;;;
8248;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Gelderland (PV);2022;;;;;;
8249;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Gelderland (PV);2023;;;;;;
8250;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Utrecht (PV);2018;;;;;;
8251;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Utrecht (PV);2019;;;;;;
8252;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Utrecht (PV);2020;;;;;;
8253;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Utrecht (PV);2021;;;;;;
8254;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Utrecht (PV);2022;0.02;0.22;0.65;6.0;80.0;4.0
8255;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Utrecht (PV);2023;0.01;0.23;0.64;5.0;83.0;3.9
8256;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Holland (PV);2018;0.05;0.77;2.27;19.0;282.0;13.8
8257;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Holland (PV);2019;0.05;0.74;2.13;18.0;269.0;13.0
8258;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Holland (PV);2020;0.02;0.3;1.13;9.0;111.0;6.9
8259;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Holland (PV);2021;0.02;0.27;1.01;8.0;100.0;6.2
8260;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Holland (PV);2022;0.03;0.39;1.26;10.0;144.0;7.7
8261;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Holland (PV);2023;0.03;0.5;1.46;12.0;183.0;8.9
8262;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;0.04;0.59;1.68;15.0;215.0;10.2
8263;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;0.05;0.67;1.98;17.0;244.0;12.0
8264;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;0.02;0.27;0.86;8.0;101.0;5.3
8265;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;0.02;0.23;0.76;6.0;83.0;4.6
8266;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;0.02;0.39;1.12;9.0;142.0;6.8
8267;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;0.03;0.42;1.28;11.0;154.0;7.8
8268;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zeeland (PV);2018;;;;;;
8269;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zeeland (PV);2019;;;;;;
