ID;Geslacht;Leeftijd;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
205;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;19.1;27.5;14.6;73.9;71.1;71.9;67.7;67.1;40.9;;4.4;8.1;11.3;2.6;0.4;14.8;5.7;3.0;0.2;3.2;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9;8.2;17.2;8.7;6.7;7.8
206;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;17.5;24.7;13.9;68.9;65.6;68.7;61.7;66.9;41.9;30.1;3.3;7.0;8.0;;;;;;;;;1.3;1.1;0.0;0.1;7.3;5.4;1.0;0.9;1.8;1.6;0.0;0.0;2.6;0.3;0.6;1.5;7.4;0.2;1.0;0.0;0.0;5.1;0.8;0.7;0.1;2.0;8.2;8.7;17.9;8.9;8.4;8.0
207;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;16.3;23.3;11.7;71.8;66.7;69.8;61.5;67.0;38.1;29.6;3.8;6.9;9.6;;;;;;;;;1.3;1.0;0.1;0.0;7.5;5.5;0.8;1.3;2.3;2.0;0.0;0.1;2.9;0.4;0.8;1.6;6.3;0.6;1.0;0.2;0.0;3.3;0.5;0.5;0.2;1.7;8.6;9.1;18.3;9.1;7.8;8.8
208;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2024;17.6;23.2;12.4;71.4;66.4;70.7;61.7;66.6;38.4;28.8;3.2;6.8;9.0;;;;;;;;;0.6;0.5;0.0;0.1;8.1;6.1;1.1;0.7;1.4;1.3;0.0;0.1;2.3;0.5;0.4;1.2;6.4;0.4;0.8;0.2;0.1;4.1;1.0;1.0;0.1;1.2;9.6;9.5;18.2;10.4;8.0;8.9
209;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;12.0;13.6;6.1;67.5;63.9;68.3;61.3;72.3;40.9;;1.3;3.6;6.1;0.4;0.0;8.9;2.4;2.2;0.0;1.4;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;1.4;5.0;1.4;0.7;0.9
210;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;13.0;15.9;7.2;70.4;68.4;73.2;63.1;70.4;42.0;;1.5;4.7;7.1;0.2;0.0;7.2;3.1;1.3;0.0;1.9;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;1.3;5.4;2.2;0.7;1.1
211;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;13.5;16.6;9.1;69.0;63.7;69.4;60.9;65.5;42.8;;1.2;3.9;5.3;0.6;0.2;9.8;2.4;0.7;0.0;2.5;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;2.0;7.9;2.9;1.5;1.9
212;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;17.5;22.4;13.0;66.3;62.5;66.6;60.3;64.0;37.1;;3.1;5.6;8.4;1.5;0.1;12.7;5.0;2.7;0.1;3.3;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;5.6;5.8;13.8;5.9;5.0;5.4
213;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;19.1;23.0;12.5;68.1;64.3;67.7;61.9;62.4;38.1;;2.9;6.1;8.8;0.6;0.4;10.0;6.2;2.6;0.0;2.8;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;5.1;5.5;12.2;5.1;3.8;5.4
214;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;19.4;25.4;14.2;70.0;67.1;69.7;64.0;63.4;36.3;;4.3;7.8;9.7;2.3;0.3;15.4;8.1;4.0;0.0;4.5;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;8.3;17.3;8.0;6.8;8.7
215;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;15.8;21.8;10.8;69.8;69.3;73.6;64.7;64.0;38.8;;2.5;6.0;8.7;1.0;0.1;11.5;4.4;2.7;0.0;2.7;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1;6.1;14.1;6.5;5.0;5.9
216;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;17.2;25.2;12.9;71.6;68.7;69.5;65.3;64.6;38.4;;3.5;6.8;9.8;1.9;0.2;13.1;4.7;2.2;0.1;2.5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;6.7;7.0;15.4;7.4;5.6;6.5
217;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;15.9;22.9;12.5;66.8;63.6;66.6;59.5;64.9;39.8;28.1;2.3;5.6;6.5;;;;;;;;;0.7;0.6;0.0;0.0;5.8;4.1;0.5;0.5;1.1;1.0;0.0;0.0;1.8;0.1;0.2;0.9;5.9;0.1;0.4;0.0;0.0;3.9;0.4;0.3;0.0;1.2;7.1;7.6;16.3;7.8;7.2;6.9
218;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;14.9;21.7;10.5;69.9;64.8;67.9;59.5;65.1;36.2;27.9;2.8;5.7;8.1;;;;;;;;;0.8;0.5;0.0;0.0;6.1;4.3;0.5;0.8;1.6;1.3;0.0;0.0;2.1;0.2;0.4;1.0;5.0;0.2;0.5;0.1;0.0;2.4;0.2;0.2;0.0;1.1;7.5;8.0;16.8;8.0;6.8;7.7
219;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2024;16.2;21.6;11.2;69.6;64.5;68.9;59.8;64.8;36.6;27.1;2.4;5.6;7.6;;;;;;;;;0.3;0.2;0.0;0.0;6.7;4.9;0.6;0.3;0.9;0.8;0.0;0.0;1.6;0.2;0.2;0.7;5.2;0.1;0.4;0.0;0.0;3.1;0.6;0.5;0.0;0.7;8.5;8.4;16.7;9.3;7.0;7.8
220;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;18.6;20.5;11.5;75.5;72.2;76.2;69.8;79.9;49.7;;4.4;8.2;10.9;2.3;1.1;14.8;5.9;5.6;1.4;4.5;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;4.7;10.0;4.8;3.4;3.6
221;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;19.1;22.4;12.2;77.6;75.7;80.4;71.3;78.2;50.5;;4.0;8.9;12.1;1.6;0.8;12.1;6.4;4.2;;4.6;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7;3.5;9.8;5.5;2.7;3.3
222;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;19.0;22.8;14.0;75.7;70.8;76.1;68.1;72.7;50.4;;3.3;7.3;9.2;2.5;1.6;14.7;5.2;2.3;;5.4;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2;4.7;12.5;5.9;4.2;4.7
223;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;23.0;28.3;18.0;72.8;69.1;73.0;67.1;70.6;43.9;;5.9;9.2;12.6;3.5;0.8;17.6;8.4;5.5;1.1;6.3;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;9.2;9.5;18.9;9.5;8.3;9.0
224;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;23.5;27.7;16.3;73.0;69.3;72.6;67.1;67.5;43.5;;4.9;8.8;12.0;1.7;1.5;13.4;9.1;4.6;0.5;4.8;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;7.7;8.2;15.8;7.8;6.0;8.0
225;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;23.6;29.9;18.0;74.7;71.9;74.4;68.9;68.3;41.2;;6.7;10.7;12.9;4.1;1.1;19.2;11.1;6.3;0.5;6.7;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;11.4;21.3;10.9;9.6;11.8
226;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;19.8;26.2;14.1;74.5;74.0;78.0;69.6;68.9;43.9;;4.3;8.5;11.8;2.2;0.7;14.8;6.7;4.5;0.5;4.5;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8;8.7;17.7;9.2;7.3;8.5
227;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;21.1;29.8;16.4;76.1;73.4;74.1;70.1;69.4;43.4;;5.6;9.5;13.0;3.6;0.9;16.7;7.0;4.1;0.7;4.2;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;9.3;9.7;19.2;10.2;8.1;9.2
228;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;19.3;26.7;15.5;70.9;67.6;70.7;63.8;68.9;44.1;32.1;4.6;8.7;9.8;;;;;;;;;2.2;2.0;;0.5;9.1;7.0;2.0;1.7;3.0;2.8;;;3.8;0.9;1.3;2.4;9.3;0.7;2.1;0.1;;6.6;1.5;1.5;0.5;3.1;9.5;10.0;19.6;10.2;9.6;9.3
229;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;17.9;25.0;13.1;73.6;68.6;71.6;63.4;68.8;40.1;31.5;5.1;8.5;11.3;;;;;;;;;2.2;1.8;0.7;;9.2;7.0;1.4;2.2;3.5;3.0;;1.0;4.1;1.0;1.7;2.5;7.8;1.3;1.9;0.8;0.1;4.4;1.0;1.1;0.7;2.6;9.8;10.4;19.9;10.3;8.9;10.0
230;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2024;19.1;24.8;13.7;73.1;68.2;72.4;63.6;68.4;40.3;30.6;4.3;8.3;10.7;;;;;;;;;1.3;1.1;;0.6;9.7;7.6;1.9;1.4;2.2;2.1;;0.5;3.4;1.2;1.0;2.1;7.9;1.0;1.7;0.8;0.6;5.3;1.7;1.6;0.5;1.8;10.8;10.7;19.7;11.7;9.1;10.0
231;Mannen;15 tot 75 jaar;Waarde;2014;35.2;43.6;28.9;66.1;65.4;60.6;72.3;54.1;26.2;;6.5;10.1;13.0;1.6;0.9;14.9;12.3;3.7;0.7;5.2;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;13.3;31.6;18.7;10.2;12.9
232;Mannen;15 tot 75 jaar;Waarde;2015;34.8;43.8;29.0;65.3;64.7;61.3;72.3;54.5;26.1;;6.2;9.6;12.1;1.5;0.8;14.4;11.4;3.5;0.5;4.8;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;11.1;28.5;17.3;9.1;12.4
233;Mannen;15 tot 75 jaar;Waarde;2016;34.6;43.0;28.7;65.5;64.1;60.8;72.3;54.1;26.6;;6.6;9.6;12.2;1.6;0.9;14.8;11.7;3.7;0.7;5.1;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;12.5;30.3;18.8;9.8;12.9
234;Mannen;15 tot 75 jaar;Waarde;2017;34.9;43.6;29.7;64.9;63.3;60.3;71.7;54.8;26.9;;6.9;10.4;13.0;1.9;0.9;14.8;11.9;3.7;0.6;5.0;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;12.8;30.0;19.0;10.9;13.7
235;Mannen;15 tot 75 jaar;Waarde;2018;34.7;44.4;28.4;65.6;64.0;61.1;71.6;56.4;28.8;;7.3;10.5;13.7;1.7;1.1;14.4;11.0;3.7;0.8;5.3;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;16.1;32.1;19.9;12.2;14.9
236;Mannen;15 tot 75 jaar;Waarde;2019;33.2;42.9;27.6;66.6;64.7;62.3;72.0;58.4;30.3;;7.5;10.7;14.0;3.1;1.7;18.5;13.5;4.8;1.1;7.1;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;14.0;30.5;19.8;12.8;15.0
237;Mannen;15 tot 75 jaar;Waarde;2020;30.6;40.1;24.9;66.9;65.8;64.4;72.0;59.7;31.3;;6.4;9.6;14.0;1.4;0.8;13.2;8.7;3.3;0.7;4.7;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;14.3;29.7;18.5;11.7;13.1
238;Mannen;15 tot 75 jaar;Waarde;2021;31.3;42.6;27.1;66.4;65.0;62.4;71.8;59.3;31.4;;7.6;10.7;14.7;1.8;1.0;13.9;9.0;3.4;0.7;5.2;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;14.1;29.7;20.2;12.7;14.4
239;Mannen;15 tot 75 jaar;Waarde;2022;28.4;39.5;24.4;67.9;65.3;63.2;70.3;61.1;31.8;30.0;4.7;7.7;10.9;;;;;;;;;1.6;0.7;0.2;0.5;9.2;5.8;1.7;1.7;2.1;1.6;0.1;0.2;4.7;0.9;1.3;2.6;8.0;0.5;2.6;0.8;0.5;1.7;1.2;1.0;0.3;2.2;18.3;17.6;33.3;21.8;15.1;15.3
240;Mannen;15 tot 75 jaar;Waarde;2023;27.6;37.6;22.9;68.4;65.6;64.0;70.6;63.1;32.4;30.2;5.3;8.4;11.2;;;;;;;;;1.7;0.8;0.2;0.6;9.2;5.8;1.8;1.6;2.1;1.5;0.1;0.3;5.1;0.9;1.4;2.8;8.4;0.4;3.1;0.9;0.5;1.9;1.0;1.0;0.6;2.1;17.3;17.0;31.6;20.7;14.3;14.3
241;Mannen;15 tot 75 jaar;Waarde;2024;28.2;37.9;23.1;67.4;65.0;62.9;69.9;63.2;32.1;29.2;5.0;8.3;10.9;;;;;;;;;1.7;0.9;0.2;0.6;9.6;6.2;1.6;1.7;2.0;1.5;0.1;0.2;5.1;1.1;1.4;2.7;9.4;0.6;3.6;0.9;0.5;2.2;1.3;1.0;0.7;2.4;18.2;17.3;31.9;21.4;15.6;15.0
242;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2014;34.5;42.9;28.2;65.3;64.7;59.8;71.6;53.4;25.5;;6.2;9.6;12.5;1.4;0.8;14.3;11.8;3.4;0.6;4.9;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9;12.8;30.9;18.1;9.7;12.4
243;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2015;34.1;43.1;28.3;64.6;64.0;60.6;71.7;53.8;25.5;;5.9;9.2;11.7;1.3;0.6;14.0;11.0;3.2;0.4;4.5;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5;10.7;27.9;16.8;8.7;11.9
244;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2016;33.9;42.3;28.1;64.9;63.4;60.2;71.7;53.4;26.1;;6.2;9.2;11.7;1.4;0.7;14.3;11.2;3.4;0.5;4.8;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6;12.0;29.6;18.3;9.4;12.4
245;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2017;34.2;42.9;29.0;64.2;62.6;59.6;71.0;54.1;26.3;;6.5;10.0;12.5;1.7;0.8;14.3;11.4;3.4;0.5;4.7;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;12.3;29.4;18.5;10.5;13.3
246;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2018;34.1;43.8;27.9;65.1;63.5;60.6;71.1;55.8;28.3;;7.0;10.1;13.3;1.6;1.0;14.0;10.7;3.5;0.7;5.0;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;15.6;31.6;19.5;11.8;14.5
247;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2019;32.6;42.3;27.1;66.0;64.1;61.7;71.5;57.7;29.8;;7.1;10.3;13.6;2.9;1.5;18.0;13.1;4.5;1.0;6.8;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;13.6;29.9;19.3;12.4;14.6
248;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2020;30.0;39.5;24.4;66.3;65.1;63.8;71.4;59.0;30.7;;6.1;9.3;13.6;1.3;0.7;12.8;8.3;3.1;0.6;4.5;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;13.8;29.1;18.0;11.3;12.7
249;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2021;30.7;41.9;26.5;65.7;64.3;61.7;71.2;58.6;30.8;;7.2;10.3;14.2;1.6;0.9;13.5;8.6;3.2;0.6;4.9;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;13.7;29.1;19.6;12.3;13.9
250;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2022;27.9;38.9;23.9;67.4;64.7;62.6;69.7;60.5;31.2;29.4;4.3;7.2;10.3;;;;;;;;;1.4;0.6;0.2;0.4;8.7;5.4;1.5;1.5;1.9;1.4;0.0;0.1;4.3;0.8;1.1;2.3;7.5;0.4;2.3;0.6;0.4;1.5;1.0;0.8;0.2;2.0;17.8;17.2;32.7;21.3;14.6;14.9
251;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2023;27.0;37.0;22.4;67.9;65.1;63.4;70.1;62.5;31.8;29.7;4.9;8.0;10.7;;;;;;;;;1.5;0.6;0.1;0.4;8.7;5.4;1.6;1.4;1.8;1.3;0.1;0.2;4.7;0.8;1.2;2.5;8.0;0.3;2.8;0.7;0.4;1.7;0.8;0.8;0.4;1.8;16.9;16.5;31.1;20.2;13.9;13.8
252;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2024;27.6;37.4;22.6;66.9;64.4;62.3;69.3;62.6;31.6;28.7;4.7;7.8;10.4;;;;;;;;;1.5;0.7;0.1;0.5;9.1;5.8;1.4;1.4;1.8;1.3;0.1;0.2;4.7;1.0;1.2;2.4;8.9;0.5;3.2;0.8;0.4;1.9;1.1;0.8;0.5;2.1;17.7;16.9;31.3;20.9;15.2;14.6
253;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2014;35.9;44.4;29.6;66.8;66.1;61.3;73.0;54.9;26.8;;6.9;10.5;13.5;1.8;1.1;15.4;12.8;4.0;0.9;5.6;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;13.8;32.3;19.3;10.6;13.5
254;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2015;35.4;44.5;29.6;65.9;65.3;62.0;72.9;55.2;26.7;;6.6;10.1;12.5;1.7;0.9;14.9;11.9;3.8;0.6;5.1;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;11.6;29.1;17.8;9.5;12.9
255;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2016;35.2;43.7;29.3;66.2;64.8;61.5;72.9;54.8;27.2;;6.9;10.0;12.6;1.8;1.0;15.2;12.1;3.9;0.8;5.4;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;12.9;30.9;19.4;10.2;13.4
256;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2017;35.5;44.3;30.3;65.5;64.0;60.9;72.3;55.5;27.5;;7.2;10.8;13.5;2.1;1.1;15.3;12.3;3.9;0.7;5.3;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.4;13.3;30.6;19.6;11.4;14.2
257;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2018;35.2;45.0;28.9;66.2;64.6;61.7;72.2;57.0;29.3;;7.6;10.9;14.2;1.9;1.2;14.8;11.4;4.0;0.9;5.5;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;16.5;32.7;20.4;12.6;15.3
258;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2019;33.8;43.5;28.2;67.2;65.3;62.9;72.6;59.0;30.9;;7.8;11.1;14.4;3.3;1.9;19.0;13.9;5.0;1.2;7.4;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;14.5;31.1;20.3;13.2;15.5
259;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2020;31.1;40.8;25.5;67.5;66.4;65.0;72.5;60.3;31.9;;6.7;10.0;14.4;1.6;1.0;13.6;9.0;3.6;0.8;5.0;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;14.7;30.2;19.0;12.1;13.6
260;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2021;32.0;43.3;27.7;67.0;65.7;63.1;72.4;59.9;32.0;;8.0;11.1;15.1;2.0;1.2;14.4;9.4;3.7;0.8;5.5;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;14.6;30.4;20.7;13.2;14.9
261;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2022;29.0;40.1;24.9;68.5;65.9;63.8;70.8;61.7;32.3;30.5;5.1;8.1;11.4;;;;;;;;;1.9;0.9;0.4;0.7;9.7;6.3;1.9;1.9;2.4;1.9;0.2;0.3;5.1;1.1;1.5;2.9;8.5;0.7;3.0;1.0;0.7;1.9;1.4;1.2;0.4;2.5;18.8;18.1;33.9;22.3;15.5;15.8
262;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2023;28.1;38.2;23.4;69.0;66.2;64.6;71.2;63.7;32.9;30.7;5.7;8.9;11.8;;;;;;;;;1.9;0.9;0.3;0.7;9.7;6.2;2.0;1.8;2.3;1.7;0.2;0.4;5.5;1.1;1.6;3.1;9.0;0.6;3.5;1.1;0.7;2.1;1.2;1.2;0.7;2.3;17.8;17.5;32.2;21.2;14.8;14.7
263;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2024;28.7;38.5;23.6;68.0;65.5;63.5;70.4;63.8;32.7;29.7;5.4;8.7;11.4;;;;;;;;;2.0;1.0;0.3;0.8;10.1;6.7;1.8;1.9;2.3;1.8;0.2;0.4;5.5;1.3;1.6;3.0;9.9;0.7;3.9;1.2;0.7;2.4;1.5;1.2;0.8;2.7;18.6;17.8;32.4;21.9;16.0;15.4
264;Mannen;15 tot 25 jaar;Waarde;2014;32.1;30.9;20.3;38.4;38.6;37.8;44.6;41.0;17.5;;2.3;3.4;6.0;2.6;1.1;14.6;6.0;3.5;1.3;5.0;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;7.6;5.0;21.0;14.4;5.4;10.6
265;Mannen;15 tot 25 jaar;Waarde;2015;35.5;33.1;22.7;37.2;36.5;39.3;43.4;44.5;18.2;;3.0;4.3;6.1;2.4;1.3;14.2;6.3;3.3;0.9;5.2;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5;4.7;18.7;12.9;5.3;9.6
266;Mannen;15 tot 25 jaar;Waarde;2016;36.9;33.2;24.0;39.2;36.0;39.0;45.6;42.8;22.6;;2.8;3.9;6.8;3.0;1.3;15.5;7.5;3.3;1.3;5.8;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;9.3;6.3;22.4;17.0;7.1;10.7
267;Mannen;15 tot 25 jaar;Waarde;2017;35.4;32.1;24.1;37.3;34.5;39.3;43.7;44.9;22.9;;2.9;4.4;5.8;3.4;1.8;15.7;7.0;3.5;1.2;5.7;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1;5.5;19.6;15.1;6.5;9.5
268;Mannen;15 tot 25 jaar;Waarde;2018;32.5;31.6;21.0;38.4;36.4;40.9;44.4;46.9;25.6;;4.1;4.9;7.3;3.2;2.0;15.6;7.0;3.9;1.7;5.9;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;9.2;24.6;18.5;8.7;12.4
269;Mannen;15 tot 25 jaar;Waarde;2019;32.6;32.1;22.0;40.3;37.4;42.2;44.7;49.7;27.4;;3.1;4.5;7.2;5.9;2.9;20.8;10.2;4.9;1.8;7.7;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9;6.1;22.5;16.8;8.5;12.3
270;Mannen;15 tot 25 jaar;Waarde;2020;30.6;27.2;17.8;36.2;35.7;40.8;42.0;50.0;27.2;;2.8;4.1;6.3;3.4;1.6;17.5;5.4;3.7;1.5;6.0;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1;7.4;22.0;14.8;7.5;10.0
271;Mannen;15 tot 25 jaar;Waarde;2021;30.7;30.3;20.4;35.7;34.3;39.6;42.1;49.4;28.7;;2.9;4.3;6.8;3.5;2.2;17.0;5.7;3.9;1.4;6.0;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;9.4;6.7;21.6;17.0;8.8;9.8
272;Mannen;15 tot 25 jaar;Waarde;2022;30.1;31.2;19.8;42.4;38.7;44.2;44.6;53.3;31.7;17.3;2.4;4.4;5.1;;;;;;;;;3.5;2.0;0.6;0.6;8.7;6.8;0.4;1.2;2.9;1.6;0.3;0.4;3.8;1.3;0.8;1.4;6.1;0.5;1.8;0.8;0.4;2.3;0.5;0.7;0.2;0.8;14.0;12.3;27.7;20.5;11.3;13.1
273;Mannen;15 tot 25 jaar;Waarde;2023;30.7;29.2;19.4;40.6;37.9;42.7;45.4;55.4;32.6;17.0;3.6;6.1;6.3;;;;;;;;;3.9;2.0;0.7;1.0;11.1;8.2;1.3;1.2;2.9;1.4;0.3;0.6;4.7;1.4;1.0;1.8;7.1;0.3;2.1;0.8;0.5;2.5;0.7;0.6;0.3;1.4;14.4;12.3;28.3;20.6;12.1;13.5
274;Mannen;15 tot 25 jaar;Waarde;2024;31.4;28.6;19.0;38.5;35.7;41.3;43.2;56.4;31.8;15.5;2.9;5.1;4.9;;;;;;;;;4.1;2.1;0.5;1.4;10.4;8.3;0.7;1.1;3.3;2.2;0.3;0.5;5.0;1.9;0.9;2.3;8.8;0.6;3.2;0.7;1.0;2.9;0.9;0.9;0.7;1.3;15.1;12.2;27.2;21.7;12.9;13.8
275;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2014;29.9;28.7;18.5;36.1;36.3;35.5;42.2;38.7;15.8;;1.7;2.6;5.0;1.9;0.7;13.0;5.0;2.7;0.8;4.1;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;6.4;4.0;19.1;12.9;4.4;9.2
276;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2015;33.7;31.4;21.2;35.4;34.7;37.5;41.6;42.7;16.8;;2.4;3.6;5.3;1.9;0.9;12.9;5.5;2.7;0.6;4.5;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;6.5;4.0;17.3;11.7;4.5;8.5
