ID;CharRegionalBusinessClassification;Periods;SicknessAbsenceRateTotal_1;SicknessAbsenceRate1stYear_2;SicknessAbsenceRate2ndYear_3;SicknessAbsenceRateTotal_4;SicknessAbsenceRate17Days_5;SicknessAbsenceRate842Days_6;SicknessAbsenceRate4391Days_7;SicknessAbsenceRate92182Days_8;SicknessAbsenceRate183365Days_9;SicknessAbsenceRate366730Days_10;SickLeaveFrequency_11;AverageDurationOfAbsenceTotal_12;AverageDurationOfAbsence1Year_13;AvgDurationOfAbsence1YrAnd2yr_14
1652;L-O Non-commercial services;2004 3rd quarter*;;;;;;;;;;;;;;
1653;L-O Non-commercial services;2004 4th quarter*;;;;;;;;;;;;;;
1654;L-O Non-commercial services;2004 annual figure*;;;;;;;;;;;;;;
1655;L-O Non-commercial services;2005 1st quarter*;;;;;1.4;;;;;;;;;
1656;L-O Non-commercial services;2005 2nd quarter*;;;;;;;;;;;;;;
1657;L-O Non-commercial services;2005 3rd quarter*;;;;;;;;;;;;;;
1658;L-O Non-commercial services;2005 4th quarter*;;;;;;;;;;;;;;
1659;L-O Non-commercial services;2005 annual figure*;;;;;;;;;;;;;;
1660;L Public admin., social insurances;2002 1st quarter*;7.1;7.1;;7.1;1.7;2.3;1.3;1.1;0.7;;2.22;14.8;14.8;
1661;L Public admin., social insurances;2002 2nd quarter*;5.8;5.8;;5.8;1.1;1.9;1.1;1.1;0.7;;1.65;15.5;15.5;
1662;L Public admin., social insurances;2002 3rd quarter*;5.1;5.1;;5.1;1.0;1.5;0.9;0.9;0.8;;1.43;15.9;15.9;
1663;L Public admin., social insurances;2002 4th quarter*;6.1;6.1;;6.1;1.5;2.1;1.1;0.8;0.6;;2.06;12.5;12.5;
1664;L Public admin., social insurances;2002 annual figure*;6.0;6.0;;6.0;1.3;1.7;0.8;0.9;1.4;;1.84;14.5;14.5;
1665;L Public admin., social insurances;2003 1st quarter*;5.7;5.7;;5.7;1.7;2.0;1.0;0.6;0.4;;2.32;12.2;12.2;
1666;L Public admin., social insurances;2003 2nd quarter*;5.0;5.0;;5.0;1.2;1.7;1.0;0.8;0.3;;1.63;12.2;12.2;
1667;L Public admin., social insurances;2003 3rd quarter*;4.8;4.8;;4.8;1.1;1.5;0.9;0.9;0.5;;1.54;12.2;12.2;
1668;L Public admin., social insurances;2003 4th quarter*;6.4;6.4;;6.4;1.6;2.0;1.1;1.0;0.6;;2.2;10.2;10.2;
1669;L Public admin., social insurances;2003 annual figure*;5.5;5.5;;5.5;1.3;1.5;0.6;0.6;1.3;;1.92;11.6;11.6;
1670;L Public admin., social insurances;2004 1st quarter*;5.8;5.8;;5.8;1.5;2.0;1.2;0.8;0.5;;2.1;13.3;13.3;
1671;L Public admin., social insurances;2004 2nd quarter*;4.9;4.9;;4.9;0.9;1.5;1.0;0.9;0.4;;1.47;14.1;14.1;
1672;L Public admin., social insurances;2004 3rd quarter*;4.5;4.5;;4.5;0.9;1.4;0.9;0.8;0.5;;1.39;14.7;14.7;
1673;L Public admin., social insurances;2004 4th quarter*;5.5;5.5;;5.5;1.4;1.8;1.1;0.7;0.4;;2.02;14.7;14.7;
1674;L Public admin., social insurances;2004 annual figure*;5.2;5.2;;5.2;1.2;1.5;0.9;0.8;0.8;;1.74;14.1;14.1;
1675;L Public admin., social insurances;2005 1st quarter*;6.8;6.8;0.1;6.8;1.8;2.2;1.0;1.0;0.7;0.2;2.41;11.3;11.3;0.0
1676;L Public admin., social insurances;2005 2nd quarter*;5.1;5.1;0.1;5.1;1.0;1.5;0.9;0.7;0.7;0.3;1.51;13.6;13.4;0.1
1677;L Public admin., social insurances;2005 3rd quarter*;4.5;4.4;0.1;4.5;0.8;1.3;0.8;0.7;0.6;0.4;1.28;15.0;14.6;0.4
1678;L Public admin., social insurances;2005 4th quarter*;5.5;5.4;0.1;5.5;1.3;1.8;1.0;0.6;0.4;0.4;1.81;19.3;17.9;1.4
1679;L Public admin., social insurances;2005 annual figure*;5.5;5.4;0.1;5.5;1.2;1.6;0.8;0.7;0.7;0.5;1.75;14.8;14.3;0.5
1680;M Education;2002 1st quarter*;5.9;5.9;;5.9;1.2;1.5;1.2;1.2;0.8;;1.72;17.1;17.1;
1681;M Education;2002 2nd quarter*;5.1;5.1;;5.1;0.7;1.1;1.0;1.3;1.0;;1.16;17.1;17.1;
1682;M Education;2002 3rd quarter*;3.9;3.9;;3.9;0.4;0.8;0.7;0.9;1.1;;0.7;29.3;29.3;
1683;M Education;2002 4th quarter*;5.0;5.0;;5.0;1.1;1.4;1.0;0.8;0.8;;1.66;12.9;12.9;
1684;M Education;2002 annual figure*;5.0;5.0;;5.0;0.8;0.9;0.6;0.9;1.7;;1.31;17.4;17.4;
1685;M Education;2003 1st quarter*;4.7;4.7;;4.7;1.3;1.4;0.9;0.6;0.4;;2.01;11.7;11.7;
1686;M Education;2003 2nd quarter*;4.3;4.3;;4.3;0.8;1.1;0.9;1.0;0.4;;1.2;13.3;13.3;
1687;M Education;2003 3rd quarter*;3.5;3.5;;3.5;0.5;0.8;0.6;0.8;0.7;;0.85;18.6;18.6;
1688;M Education;2003 4th quarter*;5.3;5.3;;5.3;1.2;1.5;1.1;0.9;0.7;;1.86;9.7;9.7;
1689;M Education;2003 annual figure*;4.4;4.4;;4.4;0.9;0.9;0.5;0.7;1.5;;1.48;12.4;12.4;
1690;M Education;2004 1st quarter*;;;;;;;;;;;;;;
1691;M Education;2004 2nd quarter*;;;;;;;;;;;;;;
1692;M Education;2004 3rd quarter*;;;;;;;;;;;;;;
1693;M Education;2004 4th quarter*;;;;;;;;;;;;;;
1694;M Education;2004 annual figure*;;;;;;;;;;;;;;
1695;M Education;2005 1st quarter*;;;;;;;;;;;;;;
1696;M Education;2005 2nd quarter*;;;;;;;;;;;;;;
1697;M Education;2005 3rd quarter*;;;;;;;;;;;;;;
1698;M Education;2005 4th quarter*;;;;;;;;;;;;;;
1699;M Education;2005 annual figure*;;;;;;;;;;;;;;
1700;N Health care and welfare;2002 1st quarter*;7.8;7.8;;7.8;1.5;2.3;1.7;1.5;0.9;;2.2;18.1;18.1;
1701;N Health care and welfare;2002 2nd quarter*;6.8;6.8;;6.8;1.1;2.0;1.5;1.4;0.8;;1.69;19.5;19.5;
1702;N Health care and welfare;2002 3rd quarter*;5.9;5.9;;5.9;0.9;1.7;1.2;1.2;0.9;;1.48;20.4;20.4;
1703;N Health care and welfare;2002 4th quarter*;6.7;6.7;;6.7;1.4;2.1;1.5;1.1;0.8;;2.11;15.6;15.6;
1704;N Health care and welfare;2002 annual figure*;6.8;6.8;;6.8;1.1;1.6;1.1;1.3;1.7;;1.87;18.2;18.2;
1705;N Health care and welfare;2003 1st quarter*;6.2;6.2;;6.2;1.7;2.1;1.2;0.8;0.4;;2.53;13.6;13.6;
1706;N Health care and welfare;2003 2nd quarter*;5.6;5.6;;5.6;1.1;1.8;1.3;1.0;0.4;;1.78;15.8;15.8;
1707;N Health care and welfare;2003 3rd quarter*;5.1;5.1;;5.1;1.0;1.6;1.1;0.9;0.5;;1.62;16.1;16.1;
1708;N Health care and welfare;2003 4th quarter*;6.2;6.2;;6.2;1.5;2.0;1.3;0.9;0.5;;2.3;13.2;13.2;
1709;N Health care and welfare;2003 annual figure*;5.8;5.8;;5.8;1.2;1.5;0.9;1.0;1.2;;2.05;14.5;14.5;
1710;N Health care and welfare;2004 1st quarter*;;;;;;;;;;;;;;
1711;N Health care and welfare;2004 2nd quarter*;;;;;;;;;;;;;;
1712;N Health care and welfare;2004 3rd quarter*;;;;;;;;;;;;;;
1713;N Health care and welfare;2004 4th quarter*;;;;;;;;;;;;;;
1714;N Health care and welfare;2004 annual figure*;;;;;;;;;;;;;;
1715;N Health care and welfare;2005 1st quarter*;;;;;;;;;;;;;;
1716;N Health care and welfare;2005 2nd quarter*;;;;;;;;;;;;;;
1717;N Health care and welfare;2005 3rd quarter*;;;;;;;;;;;;;;
1718;N Health care and welfare;2005 4th quarter*;;;;;;;;;;;;;;
1719;N Health care and welfare;2005 annual figure*;;;;;;;;;;;;;;
1720;O Culture, recreation, other services;2002 1st quarter*;5.4;5.4;;5.4;0.9;1.5;1.1;1.1;0.8;;1.28;18.1;18.1;
1721;O Culture, recreation, other services;2002 2nd quarter*;4.7;4.7;;4.7;0.6;1.2;1.0;1.0;0.8;;0.95;19.5;19.5;
1722;O Culture, recreation, other services;2002 3rd quarter*;4.1;4.1;;4.1;0.5;1.1;0.8;0.9;0.9;;0.81;21.5;21.5;
1723;O Culture, recreation, other services;2002 4th quarter*;4.5;4.5;;4.5;0.8;1.3;0.9;0.8;0.7;;1.18;16.1;16.1;
1724;O Culture, recreation, other services;2002 annual figure*;4.7;4.7;;4.7;0.7;1.0;0.7;0.8;1.5;;1.05;18.5;18.5;
1725;O Culture, recreation, other services;2003 1st quarter*;4.4;4.4;;4.4;1.0;1.4;0.9;0.7;0.5;;1.37;14.5;14.5;
1726;O Culture, recreation, other services;2003 2nd quarter*;4.1;4.1;;4.1;0.6;1.2;1.0;0.8;0.4;;0.96;16.2;16.2;
1727;O Culture, recreation, other services;2003 3rd quarter*;3.8;3.8;;3.8;0.6;1.0;0.8;0.9;0.6;;0.87;17.3;17.3;
1728;O Culture, recreation, other services;2003 4th quarter*;4.6;4.6;;4.6;0.9;1.3;0.9;0.8;0.6;;1.28;13.2;13.2;
1729;O Culture, recreation, other services;2003 annual figure*;4.2;4.2;;4.2;0.7;1.0;0.6;0.6;1.3;;1.12;15.0;15.0;
1730;O Culture, recreation, other services;2004 1st quarter*;4.2;4.2;;4.2;0.8;1.2;0.9;0.8;0.5;;1.13;16.1;16.1;
1731;O Culture, recreation, other services;2004 2nd quarter*;3.7;3.7;;3.7;0.5;1.0;0.9;0.8;0.5;;0.82;18.0;18.0;
1732;O Culture, recreation, other services;2004 3rd quarter*;3.2;3.2;;3.2;0.4;0.8;0.7;0.7;0.5;;0.68;20.3;20.3;
1733;O Culture, recreation, other services;2004 4th quarter*;3.4;3.4;;3.4;0.7;1.0;0.8;0.5;0.4;;1.01;18.3;18.3;
1734;O Culture, recreation, other services;2004 annual figure*;3.6;3.6;;3.6;0.6;0.9;0.7;0.7;0.8;;0.91;18.0;18.0;
1735;O Culture, recreation, other services;2005 1st quarter*;4.4;4.3;0.1;4.4;0.9;1.3;0.8;0.7;0.5;0.1;1.22;12.9;12.9;0.0
1736;O Culture, recreation, other services;2005 2nd quarter*;3.6;3.5;0.1;3.6;0.5;0.9;0.7;0.7;0.6;0.2;0.77;17.5;17.2;0.3
1737;O Culture, recreation, other services;2005 3rd quarter*;3.1;3.0;0.1;3.1;0.4;0.8;0.6;0.6;0.5;0.3;0.61;20.7;20.1;0.6
1738;O Culture, recreation, other services;2005 4th quarter*;3.4;3.3;0.1;3.4;0.6;0.9;0.7;0.5;0.4;0.3;0.84;25.7;23.5;2.1
1739;O Culture, recreation, other services;2005 annual figure*;3.6;3.5;0.1;3.6;0.6;0.9;0.6;0.6;0.6;0.4;0.86;19.2;18.4;0.8
1740;DA Food, drinks and tobacco;2002 1st quarter*;6.8;6.8;;6.8;1.1;2.1;1.4;1.2;1.0;;1.44;19.4;19.4;
1741;DA Food, drinks and tobacco;2002 2nd quarter*;6.1;6.1;;6.1;0.8;1.9;1.2;1.2;1.0;;1.13;20.5;20.5;
1742;DA Food, drinks and tobacco;2002 3rd quarter*;5.5;5.5;;5.5;0.6;1.6;1.1;1.1;1.1;;0.93;22.8;22.8;
1743;DA Food, drinks and tobacco;2002 4th quarter*;6.1;6.1;;6.1;0.9;1.9;1.2;1.1;1.0;;1.26;18.0;18.0;
1744;DA Food, drinks and tobacco;2002 annual figure*;6.1;6.1;;6.1;0.8;1.6;0.9;0.9;1.9;;1.19;20.0;20.0;
1745;DA Food, drinks and tobacco;2003 1st quarter*;5.4;5.4;;5.4;1.1;1.9;1.1;0.7;0.6;;1.47;15.5;15.5;
1746;DA Food, drinks and tobacco;2003 2nd quarter*;5.2;5.2;;5.2;0.8;1.8;1.1;1.0;0.5;;1.1;17.0;17.0;
1747;DA Food, drinks and tobacco;2003 3rd quarter*;4.9;4.9;;4.9;0.7;1.5;1.0;1.1;0.7;;0.98;17.9;17.9;
1748;DA Food, drinks and tobacco;2003 4th quarter*;6.0;6.0;;6.0;1.0;1.9;1.2;1.1;0.8;;1.37;14.7;14.7;
1749;DA Food, drinks and tobacco;2003 annual figure*;5.4;5.4;;5.4;0.9;1.5;0.7;0.7;1.6;;1.23;16.1;16.1;
1750;DA Food, drinks and tobacco;2004 1st quarter*;5.3;5.3;;5.3;0.9;1.7;1.2;0.8;0.7;;1.3;18.0;18.0;
1751;DA Food, drinks and tobacco;2004 2nd quarter*;4.6;4.6;;4.6;0.6;1.5;1.1;0.9;0.5;;0.97;18.2;18.2;
1752;DA Food, drinks and tobacco;2004 3rd quarter*;4.0;4.0;;4.0;0.5;1.2;0.8;0.8;0.6;;0.78;21.3;21.3;
1753;DA Food, drinks and tobacco;2004 4th quarter*;4.6;4.6;;4.6;0.9;1.6;1.0;0.7;0.5;;1.23;19.2;19.2;
1754;DA Food, drinks and tobacco;2004 annual figure*;4.6;4.6;;4.6;0.7;1.4;0.9;0.8;0.9;;1.07;19.0;19.0;
1755;DA Food, drinks and tobacco;2005 1st quarter*;5.6;5.5;0.1;5.6;1.1;1.7;1.0;0.9;0.7;0.2;1.41;13.9;13.9;0.0
1756;DA Food, drinks and tobacco;2005 2nd quarter*;4.6;4.5;0.1;4.6;0.6;1.3;0.9;0.8;0.7;0.3;0.86;18.4;18.1;0.2
1757;DA Food, drinks and tobacco;2005 3rd quarter*;4.0;3.9;0.1;4.0;0.4;1.0;0.7;0.7;0.7;0.4;0.68;20.6;20.2;0.5
1758;DA Food, drinks and tobacco;2005 4th quarter*;4.8;4.7;0.1;4.8;0.7;1.3;1.0;0.7;0.6;0.6;0.96;32.8;29.5;3.3
1759;DA Food, drinks and tobacco;2005 annual figure*;4.7;4.7;0.1;4.7;0.7;1.2;0.7;0.7;0.8;0.6;0.98;21.4;20.4;1.0
1760;22 Printing and publishing;2002 1st quarter*;6.4;6.4;;6.4;1.2;1.8;1.2;1.2;0.9;;1.59;16.6;16.6;
1761;22 Printing and publishing;2002 2nd quarter*;5.5;5.5;;5.5;0.8;1.5;1.0;1.2;0.9;;1.2;17.4;17.4;
1762;22 Printing and publishing;2002 3rd quarter*;4.9;4.9;;4.9;0.7;1.2;0.9;1.0;1.1;;1.01;20.6;20.6;
1763;22 Printing and publishing;2002 4th quarter*;5.6;5.6;;5.6;1.1;1.6;1.1;1.0;0.8;;1.48;14.8;14.8;
1764;22 Printing and publishing;2002 annual figure*;5.6;5.6;;5.6;0.9;1.3;0.7;0.9;1.8;;1.32;17.1;17.1;
1765;22 Printing and publishing;2003 1st quarter*;4.9;4.9;;4.9;1.2;1.6;0.9;0.7;0.5;;1.59;12.9;12.9;
1766;22 Printing and publishing;2003 2nd quarter*;4.6;4.6;;4.6;0.8;1.4;1.0;0.9;0.5;;1.16;14.4;14.4;
1767;22 Printing and publishing;2003 3rd quarter*;4.4;4.4;;4.4;0.8;1.2;0.9;1.0;0.6;;1.06;14.5;14.5;
1768;22 Printing and publishing;2003 4th quarter*;5.6;5.6;;5.6;1.2;1.5;1.0;1.1;0.8;;1.56;12.3;12.3;
1769;22 Printing and publishing;2003 annual figure*;4.9;4.9;;4.9;1.0;1.1;0.6;0.6;1.6;;1.34;13.4;13.4;
1770;22 Printing and publishing;2004 1st quarter*;4.7;4.7;;4.7;1.1;1.4;1.0;0.7;0.5;;1.47;14.3;14.3;
1771;22 Printing and publishing;2004 2nd quarter*;3.9;3.9;;3.9;0.7;1.1;0.9;0.8;0.4;;1.05;15.7;15.7;
1772;22 Printing and publishing;2004 3rd quarter*;3.5;3.5;;3.5;0.6;1.0;0.7;0.7;0.5;;0.95;16.2;16.2;
1773;22 Printing and publishing;2004 4th quarter*;4.1;4.1;;4.1;1.1;1.3;0.8;0.5;0.4;;1.44;14.9;14.9;
1774;22 Printing and publishing;2004 annual figure*;4.1;4.1;;4.1;0.9;1.1;0.7;0.7;0.7;;1.23;15.1;15.1;
1775;22 Printing and publishing;2005 1st quarter*;5.2;5.1;0.1;5.2;1.3;1.6;0.9;0.7;0.6;0.2;1.66;11.4;11.3;0.0
1776;22 Printing and publishing;2005 2nd quarter*;4.1;4.0;0.1;4.1;0.7;1.1;0.8;0.7;0.6;0.2;0.99;15.4;15.2;0.2
1777;22 Printing and publishing;2005 3rd quarter*;3.5;3.4;0.1;3.5;0.5;0.9;0.6;0.6;0.5;0.3;0.8;18.1;17.7;0.4
1778;22 Printing and publishing;2005 4th quarter*;4.0;3.9;0.1;4.0;0.8;1.2;0.8;0.6;0.4;0.3;1.09;22.2;20.5;1.7
1779;22 Printing and publishing;2005 annual figure*;4.2;4.1;0.1;4.2;0.8;1.1;0.6;0.6;0.6;0.4;1.13;16.8;16.2;0.6
1780;2300b Petroleum/chem/rubber/plastics;2002 1st quarter*;6.6;6.6;;6.6;1.3;2.2;1.3;1.0;0.8;;1.67;16.7;16.7;
1781;2300b Petroleum/chem/rubber/plastics;2002 2nd quarter*;5.8;5.8;;5.8;0.9;1.9;1.1;1.1;0.8;;1.3;17.9;17.9;
1782;2300b Petroleum/chem/rubber/plastics;2002 3rd quarter*;5.1;5.1;;5.1;0.8;1.6;1.0;0.9;0.9;;1.09;18.9;18.9;
1783;2300b Petroleum/chem/rubber/plastics;2002 4th quarter*;5.9;5.9;;5.9;1.1;2.0;1.2;0.9;0.7;;1.51;14.7;14.7;
1784;2300b Petroleum/chem/rubber/plastics;2002 annual figure*;5.8;5.8;;5.8;1.0;1.7;0.8;0.8;1.5;;1.39;16.9;16.9;
1785;2300b Petroleum/chem/rubber/plastics;2003 1st quarter*;4.7;4.7;;4.7;1.2;1.8;0.9;0.5;0.4;;1.57;12.8;12.8;
1786;2300b Petroleum/chem/rubber/plastics;2003 2nd quarter*;4.7;4.7;;4.7;0.9;1.7;1.0;0.8;0.3;;1.27;13.6;13.6;
1787;2300b Petroleum/chem/rubber/plastics;2003 3rd quarter*;4.5;4.5;;4.5;0.8;1.5;0.9;0.8;0.5;;1.14;14.2;14.2;
1788;2300b Petroleum/chem/rubber/plastics;2003 4th quarter*;5.8;5.8;;5.8;1.2;1.9;1.0;0.9;0.7;;1.64;11.6;11.6;
1789;2300b Petroleum/chem/rubber/plastics;2003 annual figure*;4.9;4.9;;4.9;1.0;1.5;0.6;0.6;1.2;;1.4;12.9;12.9;
1790;2300b Petroleum/chem/rubber/plastics;2004 1st quarter*;5.0;5.0;;5.0;1.1;1.7;1.0;0.7;0.4;;1.59;14.3;14.3;
1791;2300b Petroleum/chem/rubber/plastics;2004 2nd quarter*;4.3;4.3;;4.3;0.8;1.5;1.0;0.7;0.4;;1.21;14.7;14.7;
1792;2300b Petroleum/chem/rubber/plastics;2004 3rd quarter*;3.9;3.9;;3.9;0.7;1.3;0.7;0.7;0.5;;1.06;16.4;16.4;
1793;2300b Petroleum/chem/rubber/plastics;2004 4th quarter*;4.8;4.8;;4.8;1.1;1.8;1.0;0.5;0.4;;1.58;15.6;15.6;
1794;2300b Petroleum/chem/rubber/plastics;2004 annual figure*;4.5;4.5;;4.5;0.9;1.5;0.8;0.7;0.7;;1.36;15.2;15.2;
1795;2300b Petroleum/chem/rubber/plastics;2005 1st quarter*;5.6;5.6;0.1;5.6;1.4;2.0;0.9;0.7;0.5;0.1;1.87;11.8;11.8;0.0
1796;2300b Petroleum/chem/rubber/plastics;2005 2nd quarter*;4.5;4.4;0.1;4.5;0.8;1.4;0.8;0.7;0.5;0.2;1.17;14.3;14.2;0.1
1797;2300b Petroleum/chem/rubber/plastics;2005 3rd quarter*;3.9;3.8;0.1;3.9;0.6;1.2;0.7;0.6;0.5;0.3;0.96;16.6;16.2;0.3
1798;2300b Petroleum/chem/rubber/plastics;2005 4th quarter*;4.7;4.6;0.1;4.7;0.9;1.5;0.9;0.6;0.4;0.4;1.34;21.7;20.1;1.6
1799;2300b Petroleum/chem/rubber/plastics;2005 annual figure*;4.7;4.6;0.1;4.7;0.9;1.4;0.7;0.6;0.6;0.5;1.33;16.1;15.6;0.5
1800;2700b Metal prod.,machinery,transp. eq.;2002 1st quarter*;6.3;6.3;;6.3;1.3;2.1;1.2;1.0;0.8;;1.63;16.3;16.3;
1801;2700b Metal prod.,machinery,transp. eq.;2002 2nd quarter*;5.5;5.5;;5.5;0.9;1.8;1.0;1.0;0.7;;1.24;17.3;17.3;
1802;2700b Metal prod.,machinery,transp. eq.;2002 3rd quarter*;4.8;4.8;;4.8;0.7;1.5;0.9;0.9;0.8;;1.02;18.8;18.8;
1803;2700b Metal prod.,machinery,transp. eq.;2002 4th quarter*;5.7;5.7;;5.7;1.1;1.9;1.1;0.9;0.7;;1.43;14.4;14.4;
1804;2700b Metal prod.,machinery,transp. eq.;2002 annual figure*;5.6;5.6;;5.6;1.0;1.6;0.8;0.8;1.4;;1.33;16.5;16.5;
1805;2700b Metal prod.,machinery,transp. eq.;2003 1st quarter*;5.2;5.2;;5.2;1.3;1.8;0.9;0.7;0.5;;1.59;13.7;13.7;
1806;2700b Metal prod.,machinery,transp. eq.;2003 2nd quarter*;4.8;4.8;;4.8;0.9;1.7;1.0;0.9;0.4;;1.18;14.9;14.9;
1807;2700b Metal prod.,machinery,transp. eq.;2003 3rd quarter*;4.5;4.5;;4.5;0.8;1.4;0.8;0.9;0.6;;1.04;15.5;15.5;
1808;2700b Metal prod.,machinery,transp. eq.;2003 4th quarter*;5.6;5.6;;5.6;1.2;1.8;1.0;0.9;0.7;;1.47;12.5;12.5;
1809;2700b Metal prod.,machinery,transp. eq.;2003 annual figure*;5.0;5.0;;5.0;1.0;1.4;0.6;0.6;1.4;;1.32;14.0;14.0;
1810;2700b Metal prod.,machinery,transp. eq.;2004 1st quarter*;5.1;5.1;;5.1;1.1;1.7;1.0;0.7;0.6;;1.5;15.7;15.7;
1811;2700b Metal prod.,machinery,transp. eq.;2004 2nd quarter*;4.4;4.4;;4.4;0.8;1.5;1.0;0.8;0.4;;1.12;15.8;15.8;
1812;2700b Metal prod.,machinery,transp. eq.;2004 3rd quarter*;3.9;3.9;;3.9;0.6;1.2;0.8;0.7;0.5;;0.95;18.1;18.1;
1813;2700b Metal prod.,machinery,transp. eq.;2004 4th quarter*;4.5;4.5;;4.5;1.1;1.6;0.9;0.5;0.4;;1.42;16.2;16.2;
1814;2700b Metal prod.,machinery,transp. eq.;2004 annual figure*;4.5;4.5;;4.5;0.9;1.4;0.8;0.7;0.7;;1.25;16.3;16.3;
1815;2700b Metal prod.,machinery,transp. eq.;2005 1st quarter*;5.5;5.4;0.1;5.5;1.3;1.8;0.8;0.8;0.6;0.2;1.72;11.7;11.7;0.0
1816;2700b Metal prod.,machinery,transp. eq.;2005 2nd quarter*;4.4;4.4;0.1;4.4;0.7;1.4;0.8;0.7;0.6;0.3;1.05;15.7;15.5;0.2
1817;2700b Metal prod.,machinery,transp. eq.;2005 3rd quarter*;3.8;3.8;0.1;3.8;0.6;1.1;0.7;0.6;0.5;0.3;0.84;17.7;17.3;0.5
1818;2700b Metal prod.,machinery,transp. eq.;2005 4th quarter*;4.5;4.5;0.1;4.5;0.9;1.4;0.8;0.6;0.4;0.4;1.19;23.5;21.5;2.0
1819;2700b Metal prod.,machinery,transp. eq.;2005 annual figure*;4.6;4.5;0.1;4.6;0.9;1.3;0.7;0.6;0.6;0.5;1.2;17.2;16.5;0.7
1820;DN Other manuf . ind., prep. recycling;2002 1st quarter*;9.1;9.1;;9.1;1.3;3.1;1.9;1.6;1.2;;1.82;21.1;21.1;
1821;DN Other manuf . ind., prep. recycling;2002 2nd quarter*;8.3;8.3;;8.3;1.0;2.8;1.6;1.7;1.2;;1.52;21.4;21.4;
1822;DN Other manuf . ind., prep. recycling;2002 3rd quarter*;7.3;7.3;;7.3;0.9;2.4;1.4;1.3;1.4;;1.3;23.3;23.3;
1823;DN Other manuf . ind., prep. recycling;2002 4th quarter*;8.5;8.5;;8.5;1.2;3.0;1.8;1.4;1.2;;1.7;18.1;18.1;
1824;DN Other manuf . ind., prep. recycling;2002 annual figure*;8.3;8.3;;8.3;1.1;2.4;1.3;1.2;2.4;;1.58;20.8;20.8;
1825;DN Other manuf . ind., prep. recycling;2003 1st quarter*;7.6;7.6;;7.6;1.4;2.9;1.6;1.0;0.8;;1.88;18.2;18.2;
1826;DN Other manuf . ind., prep. recycling;2003 2nd quarter*;7.4;7.4;;7.4;1.1;2.8;1.6;1.3;0.7;;1.53;18.1;18.1;
1827;DN Other manuf . ind., prep. recycling;2003 3rd quarter*;6.8;6.8;;6.8;1.0;2.4;1.3;1.3;0.9;;1.36;19.5;19.5;
1828;DN Other manuf . ind., prep. recycling;2003 4th quarter*;8.2;8.2;;8.2;1.3;3.0;1.6;1.3;1.0;;1.76;15.8;15.8;
1829;DN Other manuf . ind., prep. recycling;2003 annual figure*;7.5;7.5;;7.5;1.1;2.3;1.1;0.9;2.0;;1.63;17.8;17.8;
1830;DN Other manuf . ind., prep. recycling;2004 1st quarter*;8.3;8.3;;8.3;1.3;3.1;1.8;1.2;1.0;;2.0;20.1;20.1;
1831;DN Other manuf . ind., prep. recycling;2004 2nd quarter*;7.5;7.5;;7.5;1.0;2.7;1.8;1.3;0.8;;1.61;19.2;19.2;
1832;DN Other manuf . ind., prep. recycling;2004 3rd quarter*;6.5;6.5;;6.5;0.8;2.3;1.3;1.3;0.8;;1.34;21.2;21.2;
1833;DN Other manuf . ind., prep. recycling;2004 4th quarter*;7.5;7.5;;7.5;1.2;2.9;1.7;1.0;0.7;;1.79;21.4;21.4;
1834;DN Other manuf . ind., prep. recycling;2004 annual figure*;7.5;7.5;;7.5;1.0;2.5;1.4;1.2;1.3;;1.68;20.5;20.5;
1835;DN Other manuf . ind., prep. recycling;2005 1st quarter*;8.9;8.7;0.2;8.9;1.4;3.1;1.6;1.3;1.1;0.3;2.02;16.1;16.1;0.0
1836;DN Other manuf . ind., prep. recycling;2005 2nd quarter*;7.5;7.3;0.2;7.5;0.9;2.4;1.4;1.2;1.1;0.6;1.41;19.0;18.8;0.2
1837;DN Other manuf . ind., prep. recycling;2005 3rd quarter*;6.7;6.6;0.1;6.7;0.7;2.1;1.2;1.0;1.1;0.7;1.17;22.1;21.4;0.7
1838;DN Other manuf . ind., prep. recycling;2005 4th quarter*;7.8;7.7;0.1;7.8;1.0;2.6;1.5;0.9;0.9;0.9;1.5;34.8;31.3;3.5
1839;DN Other manuf . ind., prep. recycling;2005 annual figure*;7.7;7.6;0.1;7.7;1.0;2.3;1.2;1.0;1.2;1.1;1.52;23.0;21.9;1.1
1840;50 Car trade and repairs;2002 1st quarter*;5.0;5.0;;5.0;0.8;1.4;1.0;1.0;0.7;;1.1;18.0;18.0;
1841;50 Car trade and repairs;2002 2nd quarter*;4.4;4.4;;4.4;0.6;1.2;0.9;0.9;0.8;;0.84;19.9;19.9;
1842;50 Car trade and repairs;2002 3rd quarter*;3.9;3.9;;3.9;0.5;1.0;0.8;0.8;0.8;;0.71;22.2;22.2;
1843;50 Car trade and repairs;2002 4th quarter*;4.5;4.5;;4.5;0.8;1.3;0.9;0.8;0.7;;1.05;15.9;15.9;
1844;50 Car trade and repairs;2002 annual figure*;4.4;4.4;;4.4;0.6;1.0;0.6;0.7;1.4;;0.92;18.6;18.6;
1845;50 Car trade and repairs;2003 1st quarter*;4.4;4.4;;4.4;0.9;1.3;0.9;0.7;0.6;;1.13;15.8;15.8;
1846;50 Car trade and repairs;2003 2nd quarter*;4.0;4.0;;4.0;0.6;1.2;0.9;0.9;0.6;;0.83;17.7;17.7;
