ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
9401;A-U All economic activities;250 and more employed persons;Import and export of services;2 Intermediate education;2015;532.0;393.0;16.4;25.9;25.3
9402;A-U All economic activities;250 and more employed persons;Import and export of services;2 Intermediate education;2016;560.0;420.0;15.8;25.8;25.4
9403;A-U All economic activities;250 and more employed persons;Import and export of services;2 Intermediate education;2017;601.0;451.0;15.6;26.1;25.7
9404;A-U All economic activities;250 and more employed persons;Import and export of services;2 Intermediate education;2018;603.0;456.0;16.3;27.0;26.6
9405;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2010;;;;;
9406;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2011;;;;;
9407;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2012;;;;;
9408;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2013;401.0;349.0;26.5;31.5;31.3
9409;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2014;396.0;344.0;25.8;31.1;30.9
9410;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2015;413.0;361.0;27.1;31.5;31.4
9411;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2016;436.0;385.0;26.5;31.6;31.4
9412;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2017;447.0;394.0;26.2;31.7;31.6
9413;A-U All economic activities;250 and more employed persons;Import and export of services;3 Higher education;2018;513.0;448.0;26.4;32.3;32.2
9414;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2010;;;;;
9415;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2011;;;;;
9416;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2012;256.0;115.0;9.0;17.8;17.2
9417;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2013;259.0;117.0;8.98;18.2;17.5
9418;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2014;252.0;114.0;8.97;18.3;17.6
9419;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2015;261.0;120.0;8.99;18.6;17.8
9420;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2016;278.0;132.0;8.62;18.7;18.3
9421;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2017;303.0;138.0;8.66;18.0;17.6
9422;A-U All economic activities;250 and more employed persons;Import and export of services;Low (among lowest 30 percent);2018;319.0;150.0;9.1;18.5;18.1
9423;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2010;;;;;
9424;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2011;;;;;
9425;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2012;605.0;485.0;17.3;31.4;30.9
9426;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2013;616.0;496.0;17.8;31.8;31.2
9427;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2014;607.0;482.0;17.6;31.4;30.9
9428;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2015;612.0;490.0;17.9;31.7;31.1
9429;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2016;643.0;524.0;17.7;32.2;31.7
9430;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2017;673.0;548.0;17.7;32.2;31.6
9431;A-U All economic activities;250 and more employed persons;Import and export of services;Wage: middle;2018;720.0;587.0;18.1;32.2;31.7
9432;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2010;;;;;
9433;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2011;;;;;
9434;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2012;306.0;279.0;37.1;35.7;35.5
9435;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2013;335.0;308.0;37.6;36.0;35.8
9436;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2014;332.0;305.0;37.8;35.9;35.7
9437;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2015;343.0;315.0;39.7;35.9;35.7
9438;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2016;357.0;333.0;39.2;36.4;36.2
9439;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2017;372.0;348.0;38.9;36.5;36.3
9440;A-U All economic activities;250 and more employed persons;Import and export of services;High (among highest 20 percent);2018;391.0;366.0;39.8;36.6;36.4
9441;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2010;;;;;
9442;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2011;;;;;
9443;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2012;1085.0;814.0;22.7;29.4;28.9
9444;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2013;1125.0;852.0;23.4;29.9;29.4
9445;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2014;1103.0;829.0;23.4;29.7;29.2
9446;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2015;1119.0;844.0;24.3;29.8;29.3
9447;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2016;1164.0;892.0;24.0;30.1;29.7
9448;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2017;1220.0;925.0;23.9;29.8;29.4
9449;A-U All economic activities;250 and more employed persons;Import and export of services;Dutch;2018;1273.0;971.0;24.4;29.9;29.5
9450;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2010;;;;;
9451;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2011;;;;;
9452;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2012;6.0;5.0;27.4;34.0;33.6
9453;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2013;5.0;5.0;28.7;35.4;34.6
9454;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2014;5.0;5.0;30.0;34.4;34.0
9455;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2015;6.0;5.0;31.4;35.1;34.4
9456;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2016;6.0;5.0;31.1;35.4;34.8
9457;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2017;7.0;6.0;31.3;35.2;34.7
9458;A-U All economic activities;250 and more employed persons;Import and export of services;Belgian;2018;6.0;5.0;28.7;34.4;34.0
9459;A-U All economic activities;250 and more employed persons;Import and export of services;British;2010;;;;;
9460;A-U All economic activities;250 and more employed persons;Import and export of services;British;2011;;;;;
9461;A-U All economic activities;250 and more employed persons;Import and export of services;British;2012;5.0;4.0;32.0;34.8;34.4
9462;A-U All economic activities;250 and more employed persons;Import and export of services;British;2013;5.0;5.0;40.4;35.6;35.2
9463;A-U All economic activities;250 and more employed persons;Import and export of services;British;2014;5.0;5.0;40.3;35.9;35.6
9464;A-U All economic activities;250 and more employed persons;Import and export of services;British;2015;5.0;5.0;43.0;35.9;35.6
9465;A-U All economic activities;250 and more employed persons;Import and export of services;British;2016;5.0;5.0;40.6;35.8;35.6
9466;A-U All economic activities;250 and more employed persons;Import and export of services;British;2017;6.0;5.0;38.5;35.7;35.4
9467;A-U All economic activities;250 and more employed persons;Import and export of services;British;2018;6.0;5.0;39.4;35.7;35.5
9468;A-U All economic activities;250 and more employed persons;Import and export of services;German;2010;;;;;
9469;A-U All economic activities;250 and more employed persons;Import and export of services;German;2011;;;;;
9470;A-U All economic activities;250 and more employed persons;Import and export of services;German;2012;9.0;8.0;20.7;32.6;31.9
9471;A-U All economic activities;250 and more employed persons;Import and export of services;German;2013;9.0;8.0;23.3;33.4;32.7
9472;A-U All economic activities;250 and more employed persons;Import and export of services;German;2014;9.0;8.0;23.6;34.0;33.4
9473;A-U All economic activities;250 and more employed persons;Import and export of services;German;2015;9.0;8.0;25.0;34.3;33.6
9474;A-U All economic activities;250 and more employed persons;Import and export of services;German;2016;9.0;8.0;25.0;34.3;33.8
9475;A-U All economic activities;250 and more employed persons;Import and export of services;German;2017;10.0;9.0;25.5;34.6;34.0
9476;A-U All economic activities;250 and more employed persons;Import and export of services;German;2018;10.0;8.0;26.1;33.5;33.1
9477;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2010;;;;;
9478;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2011;;;;;
9479;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2012;2.0;2.0;22.3;37.9;37.8
9480;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2013;3.0;3.0;23.6;38.6;38.5
9481;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2014;4.0;3.0;24.2;39.2;39.1
9482;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2015;4.0;4.0;24.6;39.3;39.2
9483;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2016;5.0;5.0;23.8;39.3;39.2
9484;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2017;7.0;7.0;23.8;39.5;39.4
9485;A-U All economic activities;250 and more employed persons;Import and export of services;Indian;2018;9.0;9.0;24.7;39.3;39.2
9486;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2010;;;;;
9487;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2011;;;;;
9488;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2012;17.0;14.0;12.0;31.6;30.3
9489;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2013;14.0;11.0;13.1;31.5;30.2
9490;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2014;16.0;13.0;13.0;32.7;31.3
9491;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2015;20.0;17.0;13.0;33.2;31.7
9492;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2016;26.0;22.0;12.9;34.5;33.1
9493;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2017;28.0;24.0;13.4;34.5;33.1
9494;A-U All economic activities;250 and more employed persons;Import and export of services;Polish;2018;40.0;33.0;13.7;34.3;32.8
9495;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2010;;;;;
9496;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2011;;;;;
9497;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2012;43.0;33.0;20.4;30.1;29.6
9498;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2013;48.0;37.0;21.9;31.2;30.6
9499;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2014;49.0;39.0;22.2;31.7;31.1
9500;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2015;52.0;42.0;23.0;32.4;31.7
9501;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2016;61.0;51.0;21.5;33.1;32.5
9502;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2017;71.0;58.0;21.4;32.9;32.3
9503;A-U All economic activities;250 and more employed persons;Import and export of services;Other;2018;86.0;72.0;22.6;33.1;32.5
9504;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2010;100.0;70.0;14.8;27.9;27.3
9505;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2011;100.0;70.0;15.1;27.9;27.2
9506;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2012;100.0;70.0;15.5;28.0;27.3
9507;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2013;100.0;71.0;15.7;28.7;28.0
9508;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2014;100.0;71.0;15.9;28.7;28.0
9509;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2015;97.0;69.0;16.0;28.7;27.9
9510;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2016;100.0;71.0;16.1;28.9;28.1
9511;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2017;101.0;73.0;16.3;29.3;28.5
9512;A Agriculture, forestry and fishing;Total employed persons;Total ;Total;2018;103.0;76.0;16.8;29.8;29.0
9513;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2010;30.0;21.0;11.7;27.1;26.6
9514;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2011;31.0;22.0;11.7;27.9;27.1
9515;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2012;32.0;22.0;12.1;28.0;27.2
9516;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2013;33.0;23.0;12.3;28.5;27.6
9517;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2014;34.0;24.0;12.3;28.7;27.7
9518;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2015;33.0;23.0;12.0;28.4;27.4
9519;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2016;33.0;23.0;12.1;28.2;27.2
9520;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2017;34.0;24.0;12.1;29.0;28.1
9521;A Agriculture, forestry and fishing;Total employed persons;Total ;Specified time;2018;36.0;25.0;12.6;29.8;28.8
9522;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2010;63.0;44.0;15.0;27.8;27.1
9523;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2011;63.0;44.0;15.6;27.6;26.9
9524;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2012;62.0;43.0;16.1;27.6;26.9
9525;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2013;61.0;43.0;16.3;28.5;27.8
9526;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2014;60.0;42.0;16.6;28.5;27.8
9527;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2015;59.0;42.0;17.1;28.6;27.9
9528;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2016;61.0;44.0;17.1;29.0;28.2
9529;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2017;62.0;45.0;17.4;29.3;28.6
9530;A Agriculture, forestry and fishing;Total employed persons;Total ;Unspecified time;2018;62.0;46.0;17.9;29.7;29.0
9531;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2010;6.0;5.0;24.3;32.0;32.0
9532;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2011;6.0;5.0;25.2;31.7;31.7
9533;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2012;6.0;5.0;26.0;31.8;31.8
9534;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2013;6.0;5.0;27.0;32.1;32.1
9535;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2014;6.0;5.0;27.3;31.9;31.9
9536;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2015;5.0;4.0;27.4;31.7;31.7
9537;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2016;5.0;4.0;27.7;31.8;31.8
9538;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2017;5.0;4.0;28.4;31.5;31.5
9539;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2018;6.0;4.0;28.8;31.5;31.5
9540;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2010;68.0;52.0;15.6;30.6;29.9
9541;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2011;68.0;51.0;15.9;30.6;29.7
9542;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2012;68.0;51.0;16.4;30.6;29.7
9543;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2013;68.0;52.0;16.5;31.3;30.4
9544;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2014;68.0;52.0;16.7;31.3;30.4
9545;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2015;66.0;50.0;16.9;31.3;30.4
9546;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2016;67.0;51.0;17.0;31.5;30.5
9547;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2017;68.0;53.0;17.2;31.9;31.0
9548;A Agriculture, forestry and fishing;Total employed persons;Total ;Male;2018;69.0;54.0;17.7;32.4;31.4
9549;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2010;32.0;18.0;12.5;22.1;21.8
9550;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2011;33.0;19.0;12.7;22.4;22.0
9551;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2012;32.0;18.0;13.1;22.6;22.2
9552;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2013;32.0;19.0;13.4;23.3;22.8
9553;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2014;32.0;19.0;13.5;23.4;22.9
9554;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2015;32.0;19.0;13.8;23.4;22.9
9555;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2016;33.0;19.0;13.9;23.5;23.1
9556;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2017;34.0;20.0;14.1;24.1;23.7
9557;A Agriculture, forestry and fishing;Total employed persons;Total ;Female;2018;35.0;22.0;14.5;24.8;24.3
9558;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2010;44.0;26.0;11.6;23.5;22.9
9559;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2011;43.0;25.0;11.9;23.0;22.5
9560;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2012;43.0;25.0;12.1;22.9;22.4
9561;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2013;44.0;26.0;12.0;23.8;23.2
9562;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2014;44.0;26.0;12.1;23.7;23.1
9563;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2015;44.0;26.0;12.2;23.7;23.1
9564;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2016;44.0;26.0;12.2;23.9;23.3
9565;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2017;45.0;27.0;12.5;24.3;23.7
9566;A Agriculture, forestry and fishing;Total employed persons;Total ;15 to 34 years;2018;51.0;33.0;12.7;26.8;26.0
9567;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2010;35.0;28.0;18.5;32.1;31.3
9568;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2011;34.0;28.0;18.9;32.1;31.4
9569;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2012;34.0;27.0;19.5;32.5;31.7
9570;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2013;33.0;27.0;19.9;33.0;32.2
9571;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2014;33.0;27.0;20.1;33.1;32.3
9572;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2015;32.0;26.0;20.2;33.2;32.4
9573;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2016;32.0;26.0;20.3;33.4;32.5
9574;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2017;32.0;27.0;20.6;33.5;32.7
9575;A Agriculture, forestry and fishing;Total employed persons;Total ;35 to 54 years;2018;37.0;31.0;19.8;34.5;33.5
9576;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2010;22.0;16.0;13.5;30.0;29.5
9577;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2011;23.0;17.0;13.5;30.7;29.9
9578;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2012;23.0;17.0;14.1;30.9;30.1
9579;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2013;23.0;17.0;14.6;31.9;30.9
9580;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2014;23.0;18.0;14.9;32.1;31.1
9581;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2015;22.0;17.0;15.5;32.0;31.0
9582;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2016;23.0;18.0;15.7;32.1;31.1
9583;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2017;25.0;20.0;15.7;32.9;32.0
9584;A Agriculture, forestry and fishing;Total employed persons;Total ;55 years or older;2018;16.0;11.0;20.7;29.0;28.5
9585;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2010;;;;;
9586;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2011;;;;;
9587;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2012;;;;;
9588;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2013;42.0;27.0;11.2;23.5;23.1
9589;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2014;41.0;27.0;11.2;23.6;23.2
9590;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2015;39.0;26.0;11.2;23.7;23.3
9591;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2016;38.0;25.0;11.2;23.8;23.4
9592;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2017;38.0;26.0;11.3;23.9;23.5
9593;A Agriculture, forestry and fishing;Total employed persons;Total ;1 Lower education;2018;38.0;26.0;11.7;24.6;24.1
9594;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2010;;;;;
9595;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2011;;;;;
9596;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2012;;;;;
9597;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2013;47.0;35.0;14.2;27.2;26.6
9598;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2014;48.0;35.0;14.3;27.4;26.8
9599;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2015;48.0;35.0;14.3;27.0;26.4
9600;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2016;51.0;37.0;14.5;27.7;27.0
9601;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2017;51.0;38.0;15.1;28.1;27.4
9602;A Agriculture, forestry and fishing;Total employed persons;Total ;2 Intermediate education;2018;52.0;40.0;15.5;28.9;28.2
9603;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2010;;;;;
9604;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2011;;;;;
9605;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2012;;;;;
9606;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2013;11.0;8.0;20.1;29.0;28.7
9607;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2014;11.0;9.0;20.5;28.8;28.6
9608;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2015;11.0;9.0;20.8;28.6;28.3
9609;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2016;11.0;9.0;21.8;28.6;28.3
9610;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2017;12.0;9.0;21.6;28.0;27.8
9611;A Agriculture, forestry and fishing;Total employed persons;Total ;3 Higher education;2018;13.0;10.0;21.2;27.8;27.6
9612;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2010;41.0;23.0;8.33;22.1;21.7
9613;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2011;41.0;23.0;8.54;22.0;21.5
9614;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2012;41.0;22.0;8.72;21.9;21.4
9615;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2013;41.0;23.0;8.71;23.2;22.5
9616;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2014;40.0;22.0;8.63;23.1;22.4
9617;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2015;39.0;22.0;8.68;22.8;22.2
9618;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2016;38.0;21.0;8.66;22.9;22.2
9619;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2017;38.0;22.0;8.76;23.9;23.3
9620;A Agriculture, forestry and fishing;Total employed persons;Total ;Low (among lowest 30 percent);2018;39.0;23.0;9.28;25.0;24.3
9621;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2010;51.0;40.0;15.5;31.7;30.8
9622;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2011;51.0;40.0;15.6;31.8;30.9
9623;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2012;51.0;40.0;16.0;31.8;30.9
9624;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2013;50.0;40.0;16.3;32.3;31.4
9625;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2014;51.0;41.0;16.4;32.2;31.3
9626;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2015;50.0;40.0;16.6;32.3;31.4
9627;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2016;53.0;42.0;16.5;32.3;31.4
9628;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2017;54.0;43.0;16.7;32.4;31.4
9629;A Agriculture, forestry and fishing;Total employed persons;Total ;Wage: middle;2018;54.0;44.0;17.2;32.6;31.6
9630;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2010;8.0;7.0;32.3;33.7;33.5
9631;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2011;8.0;7.0;32.7;33.5;33.2
9632;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2012;8.0;7.0;33.8;34.0;33.7
9633;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2013;9.0;7.0;34.5;34.1;33.9
9634;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2014;9.0;8.0;34.6;34.2;34.0
9635;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2015;8.0;7.0;35.2;33.9;33.8
9636;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2016;9.0;8.0;35.0;34.1;33.9
9637;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2017;10.0;8.0;34.9;33.8;33.6
9638;A Agriculture, forestry and fishing;Total employed persons;Total ;High (among highest 20 percent);2018;10.0;9.0;35.6;33.9;33.8
9639;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2010;85.0;57.0;15.6;26.7;26.1
9640;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2011;84.0;56.0;16.1;26.4;25.9
9641;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2012;84.0;56.0;16.6;26.5;25.9
9642;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2013;83.0;56.0;16.8;27.2;26.5
9643;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2014;83.0;56.0;17.1;27.0;26.4
9644;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2015;81.0;54.0;17.2;27.0;26.4
9645;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2016;82.0;56.0;17.3;27.2;26.5
9646;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2017;83.0;56.0;17.7;27.3;26.7
9647;A Agriculture, forestry and fishing;Total employed persons;Total ;Dutch;2018;83.0;57.0;18.3;27.6;27.0
9648;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2010;0.0;0.0;;;
