ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBedrijven_1;k_1WerkzamePersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100WerkzamePersonenOfMeer_9;NatuurlijkePersonen_10;Rechtspersonen_11
1502;2562 Algemene metaalbewerkingsindustrie;2008;3260;1930;425;250;310;190;125;20;10;2470;785
1503;2562 Algemene metaalbewerkingsindustrie;2009;3700;2325;430;280;270;205;155;20;15;2870;830
1504;2562 Algemene metaalbewerkingsindustrie;2010;3770;2400;445;280;265;205;140;20;15;2915;855
1505;257 Bestek-, gereedschapindustrie e.d.;2006;350;100;50;40;55;45;45;5;5;140;210
1506;257 Bestek-, gereedschapindustrie e.d.;2007;360;100;55;35;60;50;45;10;10;140;220
1507;257 Bestek-, gereedschapindustrie e.d.;2008;365;115;45;45;55;50;45;5;5;140;225
1508;257 Bestek-, gereedschapindustrie e.d.;2009;360;120;50;45;40;50;45;5;10;140;220
1509;257 Bestek-, gereedschapindustrie e.d.;2010;360;125;50;45;40;50;35;5;10;140;215
1510;2571 Scharen- en bestekindustrie;2006;5;0;0;0;0;0;0;0;0;0;0
1511;2571 Scharen- en bestekindustrie;2007;5;5;0;0;0;0;0;0;0;0;5
1512;2571 Scharen- en bestekindustrie;2008;5;5;0;0;0;0;0;0;0;5;5
1513;2571 Scharen- en bestekindustrie;2009;5;5;0;0;0;0;0;0;0;5;5
1514;2571 Scharen- en bestekindustrie;2010;5;5;0;0;0;0;0;0;0;5;5
1515;2572 Hang- en sluitwerkindustrie;2006;80;30;15;10;15;5;5;0;5;50;30
1516;2572 Hang- en sluitwerkindustrie;2007;80;30;15;10;10;5;5;0;5;50;30
1517;2572 Hang- en sluitwerkindustrie;2008;85;30;15;15;10;5;0;0;5;50;30
1518;2572 Hang- en sluitwerkindustrie;2009;85;30;15;10;10;10;5;0;5;50;30
1519;2572 Hang- en sluitwerkindustrie;2010;85;35;15;10;10;10;5;0;5;55;30
1520;2573 Gereedschapindustrie;2006;265;70;35;30;45;40;40;5;5;90;175
1521;2573 Gereedschapindustrie;2007;275;70;35;25;50;40;40;5;5;90;190
1522;2573 Gereedschapindustrie;2008;275;80;30;35;45;40;40;5;5;85;190
1523;2573 Gereedschapindustrie;2009;270;85;30;30;35;40;40;5;5;85;185
1524;2573 Gereedschapindustrie;2010;265;85;30;30;35;40;35;5;5;85;185
1525;259 Overige metaalproductenindustrie;2006;695;290;90;50;70;60;80;35;25;360;335
1526;259 Overige metaalproductenindustrie;2007;725;305;65;55;85;60;85;35;25;375;345
1527;259 Overige metaalproductenindustrie;2008;770;350;75;65;70;80;80;30;25;400;370
1528;259 Overige metaalproductenindustrie;2009;820;390;80;65;65;75;85;35;25;445;375
1529;259 Overige metaalproductenindustrie;2010;830;410;80;65;60;75;80;35;25;450;380
1530;2591 Stalen vatenindustrie;2006;10;0;0;0;0;0;0;0;0;5;5
1531;2591 Stalen vatenindustrie;2007;10;0;0;5;0;0;0;0;0;5;10
1532;2591 Stalen vatenindustrie;2008;15;5;0;0;0;5;5;0;0;5;15
1533;2591 Stalen vatenindustrie;2009;15;5;0;0;5;0;5;0;0;5;10
1534;2591 Stalen vatenindustrie;2010;15;0;0;0;5;5;5;0;0;0;15
1535;2592 Lichtmetalen emballage-industrie;2006;20;5;0;0;5;0;5;0;5;5;15
1536;2592 Lichtmetalen emballage-industrie;2007;20;5;0;0;5;0;0;0;5;5;15
1537;2592 Lichtmetalen emballage-industrie;2008;15;5;0;0;0;0;5;0;5;5;15
1538;2592 Lichtmetalen emballage-industrie;2009;15;5;0;0;0;0;0;0;5;5;15
1539;2592 Lichtmetalen emballage-industrie;2010;15;5;0;0;0;0;5;0;5;5;15
1540;2593 Draadproducten- en kettingindustrie;2006;120;35;15;10;15;15;20;10;5;45;80
1541;2593 Draadproducten- en kettingindustrie;2007;130;35;15;10;15;20;20;5;5;45;80
1542;2593 Draadproducten- en kettingindustrie;2008;135;45;10;15;15;20;20;5;5;50;85
1543;2593 Draadproducten- en kettingindustrie;2009;140;50;15;10;15;15;25;5;5;55;85
1544;2593 Draadproducten- en kettingindustrie;2010;135;50;15;10;15;15;20;5;5;50;85
1545;2594 Bouten- en schroevenindustrie;2006;40;10;5;5;5;10;0;0;0;20;25
1546;2594 Bouten- en schroevenindustrie;2007;40;10;5;5;10;5;0;0;0;20;25
1547;2594 Bouten- en schroevenindustrie;2008;40;10;5;5;5;10;0;0;0;20;25
1548;2594 Bouten- en schroevenindustrie;2009;40;15;5;5;5;5;5;0;0;15;25
1549;2594 Bouten- en schroevenindustrie;2010;40;10;5;5;5;5;5;0;0;15;25
1550;2599 Overige metaalproductenindustrie;2006;500;240;65;30;45;35;50;25;10;290;210
1551;2599 Overige metaalproductenindustrie;2007;525;255;45;40;55;35;60;25;15;305;220
1552;2599 Overige metaalproductenindustrie;2008;560;290;55;40;45;45;50;20;10;325;235
1553;2599 Overige metaalproductenindustrie;2009;610;320;60;50;45;45;55;25;10;365;240
1554;2599 Overige metaalproductenindustrie;2010;620;340;60;45;40;45;50;30;10;375;245
1555;26 Elektrotechnische industrie;2006;1145;435;215;105;125;100;95;40;40;500;645
1556;26 Elektrotechnische industrie;2007;1145;450;155;120;135;110;105;35;35;500;645
1557;26 Elektrotechnische industrie;2008;1190;515;155;125;115;110;100;35;30;515;675
1558;26 Elektrotechnische industrie;2009;1250;545;155;110;135;115;105;45;40;525;720
1559;26 Elektrotechnische industrie;2010;1245;570;155;105;130;105;100;45;45;510;735
1560;261 Elektrocomponentenindustrie e.d.;2006;220;60;35;15;35;25;25;10;15;60;160
1561;261 Elektrocomponentenindustrie e.d.;2007;230;65;25;15;40;25;30;10;10;65;165
1562;261 Elektrocomponentenindustrie e.d.;2008;230;70;30;25;30;30;30;10;10;65;170
1563;261 Elektrocomponentenindustrie e.d.;2009;260;95;30;20;35;25;35;10;15;75;185
1564;261 Elektrocomponentenindustrie e.d.;2010;250;95;30;15;35;20;30;15;10;70;180
1565;2611 Elektronische componentenindustrie;2006;215;55;35;15;35;25;25;10;10;60;155
1566;2611 Elektronische componentenindustrie;2007;220;65;25;15;40;25;30;10;10;65;160
1567;2611 Elektronische componentenindustrie;2008;225;70;30;25;30;30;25;10;10;65;165
1568;2611 Elektronische componentenindustrie;2009;255;90;30;20;35;25;30;10;15;75;180
1569;2611 Elektronische componentenindustrie;2010;245;95;30;15;35;20;30;10;10;70;175
1570;2612 Elektronische printplaatindustrie;2006;5;0;0;0;0;0;0;0;5;0;5
1571;2612 Elektronische printplaatindustrie;2007;5;0;0;0;0;0;0;0;0;0;5
1572;2612 Elektronische printplaatindustrie;2008;5;0;0;0;0;0;0;0;0;0;5
1573;2612 Elektronische printplaatindustrie;2009;5;0;0;0;0;0;0;0;0;0;5
1574;2612 Elektronische printplaatindustrie;2010;5;0;0;0;0;0;0;0;0;0;5
1575;262 Computerindustrie;2006;170;95;35;10;15;5;5;5;0;105;65
1576;262 Computerindustrie;2007;155;85;30;15;15;10;5;0;0;100;60
1577;262 Computerindustrie;2008;165;95;25;10;10;5;10;0;0;100;60
1578;262 Computerindustrie;2009;155;90;25;10;10;10;5;0;0;95;60
1579;262 Computerindustrie;2010;145;85;25;10;10;5;5;0;0;90;55
1580;2620 Computerindustrie;2006;170;95;35;10;15;5;5;5;0;105;65
1581;2620 Computerindustrie;2007;155;85;30;15;15;10;5;0;0;100;60
1582;2620 Computerindustrie;2008;165;95;25;10;10;5;10;0;0;100;60
1583;2620 Computerindustrie;2009;155;90;25;10;10;10;5;0;0;95;60
1584;2620 Computerindustrie;2010;145;85;25;10;10;5;5;0;0;90;55
1585;263 Communicatie-apparatenindustrie;2006;95;30;20;10;10;10;10;5;0;40;60
1586;263 Communicatie-apparatenindustrie;2007;95;30;15;10;10;10;15;5;0;40;60
1587;263 Communicatie-apparatenindustrie;2008;100;30;15;15;5;15;10;5;5;40;65
1588;263 Communicatie-apparatenindustrie;2009;95;30;10;10;10;15;10;5;5;35;65
1589;263 Communicatie-apparatenindustrie;2010;90;35;10;10;10;15;10;5;5;30;65
1590;2630 Communicatie-apparatenindustrie;2006;95;30;20;10;10;10;10;5;0;40;60
1591;2630 Communicatie-apparatenindustrie;2007;95;30;15;10;10;10;15;5;0;40;60
1592;2630 Communicatie-apparatenindustrie;2008;100;30;15;15;5;15;10;5;5;40;65
1593;2630 Communicatie-apparatenindustrie;2009;95;30;10;10;10;15;10;5;5;35;65
1594;2630 Communicatie-apparatenindustrie;2010;90;35;10;10;10;15;10;5;5;30;65
1595;264 Consumentenelektronica-industrie;2006;120;70;25;10;5;5;0;0;0;80;40
1596;264 Consumentenelektronica-industrie;2007;125;75;20;10;5;10;0;0;0;85;40
1597;264 Consumentenelektronica-industrie;2008;125;80;20;5;5;5;5;0;0;90;35
1598;264 Consumentenelektronica-industrie;2009;125;85;20;5;5;5;5;0;0;90;35
1599;264 Consumentenelektronica-industrie;2010;135;90;15;5;5;5;5;0;0;90;45
1600;2640 Consumentenelektronica-industrie;2006;120;70;25;10;5;5;0;0;0;80;40
1601;2640 Consumentenelektronica-industrie;2007;125;75;20;10;5;10;0;0;0;85;40
1602;2640 Consumentenelektronica-industrie;2008;125;80;20;5;5;5;5;0;0;90;35
1603;2640 Consumentenelektronica-industrie;2009;125;85;20;5;5;5;5;0;0;90;35
1604;2640 Consumentenelektronica-industrie;2010;135;90;15;5;5;5;5;0;0;90;45
1605;265 Meetapparaten- en uurwerkindustrie;2006;375;125;60;45;40;40;35;15;15;135;240
1606;265 Meetapparaten- en uurwerkindustrie;2007;365;120;40;45;45;40;45;15;15;130;235
1607;265 Meetapparaten- en uurwerkindustrie;2008;375;140;40;45;45;40;40;15;15;130;245
1608;265 Meetapparaten- en uurwerkindustrie;2009;395;145;45;40;45;45;40;20;15;130;265
1609;265 Meetapparaten- en uurwerkindustrie;2010;395;150;45;40;45;45;40;20;20;125;270
1610;2651 Meet-, en regelapparatenindustrie;2006;340;105;55;35;40;40;35;15;15;110;230
1611;2651 Meet-, en regelapparatenindustrie;2007;330;100;35;40;40;40;45;15;15;105;225
1612;2651 Meet-, en regelapparatenindustrie;2008;335;120;35;40;40;40;40;15;15;100;235
1613;2651 Meet-, en regelapparatenindustrie;2009;360;125;40;35;45;45;35;20;15;105;255
1614;2651 Meet-, en regelapparatenindustrie;2010;360;130;40;35;40;45;35;20;20;105;255
1615;2652 Uurwerkindustrie;2006;35;20;5;5;0;0;0;0;0;25;10
1616;2652 Uurwerkindustrie;2007;35;20;5;5;5;0;0;0;0;25;10
1617;2652 Uurwerkindustrie;2008;35;25;5;5;5;0;0;0;0;25;10
1618;2652 Uurwerkindustrie;2009;35;20;5;5;5;0;0;0;0;20;10
1619;2652 Uurwerkindustrie;2010;35;20;5;5;5;0;0;0;0;20;15
1620;266 Elektromedische apparatenindustrie;2006;45;15;15;0;5;5;5;0;0;20;25
1621;266 Elektromedische apparatenindustrie;2007;45;15;10;5;5;5;5;0;0;20;25
1622;266 Elektromedische apparatenindustrie;2008;50;15;15;5;5;0;5;0;0;25;25
1623;266 Elektromedische apparatenindustrie;2009;70;30;15;10;10;5;5;0;0;30;40
1624;266 Elektromedische apparatenindustrie;2010;70;30;10;10;5;5;5;0;5;25;45
1625;2660 Elektromedische apparatenindustrie;2006;45;15;15;0;5;5;5;0;0;20;25
1626;2660 Elektromedische apparatenindustrie;2007;45;15;10;5;5;5;5;0;0;20;25
1627;2660 Elektromedische apparatenindustrie;2008;50;15;15;5;5;0;5;0;0;25;25
1628;2660 Elektromedische apparatenindustrie;2009;70;30;15;10;10;5;5;0;0;30;40
1629;2660 Elektromedische apparatenindustrie;2010;70;30;10;10;5;5;5;0;5;25;45
1630;267 Optische instrumentenindustrie;2006;100;45;20;10;10;5;5;5;0;55;50
1631;267 Optische instrumentenindustrie;2007;110;55;10;15;15;10;5;0;5;60;50
1632;267 Optische instrumentenindustrie;2008;120;65;15;10;15;5;5;5;5;65;55
1633;267 Optische instrumentenindustrie;2009;125;65;10;15;10;10;5;5;5;70;55
1634;267 Optische instrumentenindustrie;2010;135;75;15;15;10;10;5;5;5;70;60
1635;2670 Optische instrumentenindustrie;2006;100;45;20;10;10;5;5;5;0;55;50
1636;2670 Optische instrumentenindustrie;2007;110;55;10;15;15;10;5;0;5;60;50
1637;2670 Optische instrumentenindustrie;2008;120;65;15;10;15;5;5;5;5;65;55
1638;2670 Optische instrumentenindustrie;2009;125;65;10;15;10;10;5;5;5;70;55
1639;2670 Optische instrumentenindustrie;2010;135;75;15;15;10;10;5;5;5;70;60
1640;268 Industrie van informatiedragers;2006;20;5;5;5;0;0;5;0;0;5;15
1641;268 Industrie van informatiedragers;2007;20;5;0;5;5;0;0;0;0;5;15
1642;268 Industrie van informatiedragers;2008;25;10;0;5;5;0;0;0;0;5;20
1643;268 Industrie van informatiedragers;2009;25;10;0;5;5;0;5;0;0;5;20
1644;268 Industrie van informatiedragers;2010;25;10;0;5;5;0;5;0;0;5;20
1645;2680 Industrie van informatiedragers;2006;20;5;5;5;0;0;5;0;0;5;15
1646;2680 Industrie van informatiedragers;2007;20;5;0;5;5;0;0;0;0;5;15
1647;2680 Industrie van informatiedragers;2008;25;10;0;5;5;0;0;0;0;5;20
1648;2680 Industrie van informatiedragers;2009;25;10;0;5;5;0;5;0;0;5;20
1649;2680 Industrie van informatiedragers;2010;25;10;0;5;5;0;5;0;0;5;20
1650;27 Elektrische apparatenindustrie;2006;905;305;140;85;105;105;90;35;40;375;530
1651;27 Elektrische apparatenindustrie;2007;930;330;105;105;115;115;85;35;45;390;540
1652;27 Elektrische apparatenindustrie;2008;990;385;115;110;115;105;80;35;40;425;565
1653;27 Elektrische apparatenindustrie;2009;1055;445;105;110;125;95;85;40;40;465;590
1654;27 Elektrische apparatenindustrie;2010;1085;485;115;110;120;95;75;40;40;490;595
1655;271 Elektromotor- en -panelenindustrie;2006;295;90;50;25;35;35;30;10;10;120;175
1656;271 Elektromotor- en -panelenindustrie;2007;295;95;35;35;30;45;25;15;10;120;175
1657;271 Elektromotor- en -panelenindustrie;2008;310;110;40;35;30;40;30;15;10;130;180
1658;271 Elektromotor- en -panelenindustrie;2009;325;125;35;40;40;30;40;15;15;135;190
1659;271 Elektromotor- en -panelenindustrie;2010;325;125;40;40;35;30;35;15;10;135;190
1660;2711 Elektromotor- en generatorindustrie;2006;200;70;35;20;30;25;15;5;5;95;105
1661;2711 Elektromotor- en generatorindustrie;2007;200;75;25;25;25;30;10;10;5;95;110
1662;2711 Elektromotor- en generatorindustrie;2008;215;85;25;25;25;25;15;5;5;100;110
1663;2711 Elektromotor- en generatorindustrie;2009;225;95;25;30;25;20;20;5;5;105;125
1664;2711 Elektromotor- en generatorindustrie;2010;225;95;30;25;25;20;15;5;5;105;120
1665;2712 Elektropanelenindustrie;2006;95;20;15;5;10;10;15;5;5;25;65
1666;2712 Elektropanelenindustrie;2007;90;20;10;10;5;15;15;5;5;25;65
1667;2712 Elektropanelenindustrie;2008;95;25;15;10;5;15;15;10;5;30;65
1668;2712 Elektropanelenindustrie;2009;100;25;10;10;10;10;15;5;5;35;65
1669;2712 Elektropanelenindustrie;2010;100;30;10;10;10;10;15;5;5;30;65
1670;272 Accu- en batterijenindustrie;2006;15;5;0;0;0;5;0;0;0;5;10
1671;272 Accu- en batterijenindustrie;2007;10;5;0;0;5;0;0;0;0;5;5
1672;272 Accu- en batterijenindustrie;2008;10;5;0;0;5;0;0;0;0;5;5
1673;272 Accu- en batterijenindustrie;2009;15;5;0;0;5;0;0;0;0;5;10
1674;272 Accu- en batterijenindustrie;2010;15;5;0;0;5;0;0;0;0;5;10
1675;2720 Accu- en batterijenindustrie;2006;15;5;0;0;0;5;0;0;0;5;10
1676;2720 Accu- en batterijenindustrie;2007;10;5;0;0;5;0;0;0;0;5;5
1677;2720 Accu- en batterijenindustrie;2008;10;5;0;0;5;0;0;0;0;5;5
1678;2720 Accu- en batterijenindustrie;2009;15;5;0;0;5;0;0;0;0;5;10
1679;2720 Accu- en batterijenindustrie;2010;15;5;0;0;5;0;0;0;0;5;10
1680;273 Elektr. kabel-, schakelaarindustrie;2006;65;15;5;5;5;10;10;5;10;15;50
1681;273 Elektr. kabel-, schakelaarindustrie;2007;65;10;5;5;10;10;10;5;10;15;50
1682;273 Elektr. kabel-, schakelaarindustrie;2008;65;15;5;5;10;5;10;5;10;15;50
1683;273 Elektr. kabel-, schakelaarindustrie;2009;65;15;5;10;10;5;5;5;10;20;50
1684;273 Elektr. kabel-, schakelaarindustrie;2010;65;20;5;10;10;5;5;5;10;20;50
1685;2731 Optische vezelkabelindustrie;2006;25;5;0;5;5;5;0;0;5;5;20
1686;2731 Optische vezelkabelindustrie;2007;25;5;5;5;5;5;0;0;5;5;20
1687;2731 Optische vezelkabelindustrie;2008;30;5;5;5;5;5;0;0;5;10;20
1688;2731 Optische vezelkabelindustrie;2009;30;10;0;5;5;0;0;0;5;10;20
1689;2731 Optische vezelkabelindustrie;2010;30;10;5;5;5;0;0;0;5;10;20
1690;2732 Overige elektrische kabelindustrie;2006;25;5;0;0;0;5;5;0;5;5;20
1691;2732 Overige elektrische kabelindustrie;2007;25;5;0;0;0;5;5;0;5;10;15
1692;2732 Overige elektrische kabelindustrie;2008;25;10;0;5;0;5;5;0;5;10;20
1693;2732 Overige elektrische kabelindustrie;2009;25;5;0;0;0;5;5;5;5;10;15
1694;2732 Overige elektrische kabelindustrie;2010;25;10;0;0;0;5;0;5;5;10;15
1695;2733 Elektr. schakelmaterialenindustrie;2006;15;0;0;5;0;5;5;0;0;0;10
1696;2733 Elektr. schakelmaterialenindustrie;2007;15;0;0;0;5;5;0;0;0;0;15
1697;2733 Elektr. schakelmaterialenindustrie;2008;10;0;0;0;5;0;5;0;0;0;10
1698;2733 Elektr. schakelmaterialenindustrie;2009;10;0;0;5;0;0;0;0;0;0;10
1699;2733 Elektr. schakelmaterialenindustrie;2010;10;0;0;5;0;0;0;0;0;0;10
1700;274 Elektrische verlichtingsindustrie;2006;255;85;45;30;40;25;20;5;5;110;145
1701;274 Elektrische verlichtingsindustrie;2007;255;85;35;35;40;30;20;5;5;105;150
1702;274 Elektrische verlichtingsindustrie;2008;270;90;40;35;45;30;15;5;5;105;160
1703;274 Elektrische verlichtingsindustrie;2009;270;100;35;30;50;30;20;5;5;105;165
1704;274 Elektrische verlichtingsindustrie;2010;270;105;35;30;45;25;20;5;5;105;170
1705;2740 Elektrische verlichtingsindustrie;2006;255;85;45;30;40;25;20;5;5;110;145
1706;2740 Elektrische verlichtingsindustrie;2007;255;85;35;35;40;30;20;5;5;105;150
1707;2740 Elektrische verlichtingsindustrie;2008;270;90;40;35;45;30;15;5;5;105;160
1708;2740 Elektrische verlichtingsindustrie;2009;270;100;35;30;50;30;20;5;5;105;165
1709;2740 Elektrische verlichtingsindustrie;2010;270;105;35;30;45;25;20;5;5;105;170
1710;275 Huishoudelijke apparatenindustrie;2006;95;25;10;5;10;15;10;10;10;25;70
1711;275 Huishoudelijke apparatenindustrie;2007;95;30;5;10;15;15;10;5;10;25;70
1712;275 Huishoudelijke apparatenindustrie;2008;95;30;5;15;10;10;10;5;10;25;70
1713;275 Huishoudelijke apparatenindustrie;2009;90;30;5;10;5;10;10;5;10;20;70
1714;275 Huishoudelijke apparatenindustrie;2010;95;30;10;10;5;10;10;5;10;25;65
1715;2751 Elektr. huishoudapparatenindustrie;2006;45;10;5;5;5;10;5;5;5;10;30
1716;2751 Elektr. huishoudapparatenindustrie;2007;40;10;0;5;10;5;5;5;5;10;30
1717;2751 Elektr. huishoudapparatenindustrie;2008;40;10;0;5;5;5;5;0;5;5;35
1718;2751 Elektr. huishoudapparatenindustrie;2009;35;15;0;5;5;5;0;0;5;5;30
1719;2751 Elektr. huishoudapparatenindustrie;2010;40;15;5;5;5;5;0;0;5;5;30
1720;2752 Overige huishoudapparatenindustrie;2006;55;15;5;5;5;5;10;5;5;15;35
1721;2752 Overige huishoudapparatenindustrie;2007;55;15;5;5;5;5;5;5;5;15;40
1722;2752 Overige huishoudapparatenindustrie;2008;55;20;5;10;0;5;10;0;5;15;35
1723;2752 Overige huishoudapparatenindustrie;2009;50;15;5;10;5;5;5;5;5;15;40
1724;2752 Overige huishoudapparatenindustrie;2010;55;15;10;10;5;5;5;5;5;20;35
1725;279 Overige elektr. apparatenindustrie;2006;185;85;25;15;15;15;20;5;5;100;80
1726;279 Overige elektr. apparatenindustrie;2007;210;110;20;15;15;20;15;5;5;120;90
1727;279 Overige elektr. apparatenindustrie;2008;240;135;25;15;20;15;15;5;5;145;95
1728;279 Overige elektr. apparatenindustrie;2009;285;175;20;20;20;20;10;5;5;180;105
1729;279 Overige elektr. apparatenindustrie;2010;315;200;25;20;25;20;10;5;5;200;115
1730;2790 Overige elektr. apparatenindustrie;2006;185;85;25;15;15;15;20;5;5;100;80
1731;2790 Overige elektr. apparatenindustrie;2007;210;110;20;15;15;20;15;5;5;120;90
1732;2790 Overige elektr. apparatenindustrie;2008;240;135;25;15;20;15;15;5;5;145;95
1733;2790 Overige elektr. apparatenindustrie;2009;285;175;20;20;20;20;10;5;5;180;105
1734;2790 Overige elektr. apparatenindustrie;2010;315;200;25;20;25;20;10;5;5;200;115
1735;28 Machine-industrie;2006;2470;510;280;215;340;390;430;155;150;595;1875
1736;28 Machine-industrie;2007;2555;540;245;240;360;410;455;160;150;620;1940
1737;28 Machine-industrie;2008;2645;680;255;255;340;415;420;150;135;650;1995
1738;28 Machine-industrie;2009;2850;860;240;250;340;385;430;175;165;760;2090
1739;28 Machine-industrie;2010;2825;880;250;245;325;375;405;170;170;765;2060
1740;281 Motoren-, pompen- e.d. industrie;2006;350;75;40;40;55;50;50;20;25;75;275
1741;281 Motoren-, pompen- e.d. industrie;2007;365;75;30;45;60;60;50;20;25;85;280
1742;281 Motoren-, pompen- e.d. industrie;2008;390;105;35;40;50;65;45;20;25;95;295
1743;281 Motoren-, pompen- e.d. industrie;2009;415;135;35;30;55;60;45;30;25;110;305
1744;281 Motoren-, pompen- e.d. industrie;2010;420;140;35;30;55;60;40;30;30;115;305
1745;2811 Motoren- en turbine-industrie;2006;90;35;20;10;5;5;5;5;0;45;40
1746;2811 Motoren- en turbine-industrie;2007;95;40;15;10;15;10;5;5;0;50;45
1747;2811 Motoren- en turbine-industrie;2008;110;60;10;15;10;10;0;5;0;60;50
1748;2811 Motoren- en turbine-industrie;2009;130;80;10;5;15;10;5;5;5;80;50
1749;2811 Motoren- en turbine-industrie;2010;135;85;10;5;10;10;5;5;5;85;55
1750;2812 Hydraulische apparatenindustrie;2006;55;5;5;5;10;15;10;5;0;5;55
1751;2812 Hydraulische apparatenindustrie;2007;60;5;5;5;10;15;15;5;0;5;55
1752;2812 Hydraulische apparatenindustrie;2008;65;10;5;5;15;10;10;10;5;10;55
1753;2812 Hydraulische apparatenindustrie;2009;70;10;5;5;10;15;10;10;5;10;60
1754;2812 Hydraulische apparatenindustrie;2010;70;15;5;5;10;10;10;10;5;10;60
1755;2813 Niet-hydraulische pompenindustrie;2006;70;15;5;10;10;10;10;0;10;10;65
1756;2813 Niet-hydraulische pompenindustrie;2007;75;10;5;15;5;10;15;5;10;10;65
1757;2813 Niet-hydraulische pompenindustrie;2008;75;15;10;5;5;15;10;5;10;10;70
1758;2813 Niet-hydraulische pompenindustrie;2009;80;15;10;10;5;10;10;5;15;10;70
1759;2813 Niet-hydraulische pompenindustrie;2010;75;15;10;10;5;10;10;5;15;10;70
1760;2814 Appendage-industrie;2006;80;15;5;10;15;15;10;5;5;10;70
1761;2814 Appendage-industrie;2007;80;10;5;10;15;20;10;5;5;10;70
1762;2814 Appendage-industrie;2008;80;15;5;5;15;20;15;0;5;10;70
1763;2814 Appendage-industrie;2009;75;10;5;5;15;15;10;5;5;5;70
1764;2814 Appendage-industrie;2010;75;15;5;5;15;20;10;5;5;5;70
1765;2815 Lager- en tandwielindustrie;2006;55;10;5;5;10;5;10;5;0;5;45
1766;2815 Lager- en tandwielindustrie;2007;55;5;5;5;15;5;10;5;0;5;45
1767;2815 Lager- en tandwielindustrie;2008;55;10;5;5;10;10;10;5;0;5;50
1768;2815 Lager- en tandwielindustrie;2009;55;10;5;5;10;10;5;5;0;5;50
1769;2815 Lager- en tandwielindustrie;2010;55;10;5;5;10;10;5;5;0;5;50
1770;282 Overige machine-industrie algemeen;2006;1120;220;125;90;160;180;210;65;60;255;865
1771;282 Overige machine-industrie algemeen;2007;1165;240;115;105;170;185;215;70;65;265;900
1772;282 Overige machine-industrie algemeen;2008;1195;295;105;120;165;190;200;65;60;265;925
1773;282 Overige machine-industrie algemeen;2009;1305;395;95;120;170;165;205;75;70;325;980
1774;282 Overige machine-industrie algemeen;2010;1270;395;100;115;160;160;190;75;70;325;945
1775;2821 Industriële ovenindustrie;2006;40;5;5;5;5;5;10;0;0;10;30
1776;2821 Industriële ovenindustrie;2007;45;5;5;5;5;5;10;0;5;10;35
1777;2821 Industriële ovenindustrie;2008;40;5;5;5;10;10;5;0;5;5;35
1778;2821 Industriële ovenindustrie;2009;45;10;5;5;5;10;10;0;5;10;40
1779;2821 Industriële ovenindustrie;2010;45;10;5;5;5;5;10;0;5;5;35
1780;2822 Hijs- en hefwerktuigenindustrie;2006;265;35;20;15;40;50;60;20;20;40;225
1781;2822 Hijs- en hefwerktuigenindustrie;2007;275;45;20;15;40;50;65;20;20;45;230
1782;2822 Hijs- en hefwerktuigenindustrie;2008;295;65;15;25;35;55;65;20;20;55;240
1783;2822 Hijs- en hefwerktuigenindustrie;2009;330;90;20;30;35;40;65;25;20;75;255
1784;2822 Hijs- en hefwerktuigenindustrie;2010;325;90;20;25;35;40;65;25;25;75;250
1785;2823 Kantoormachine-industrie;2006;15;0;5;0;0;0;5;0;5;5;10
1786;2823 Kantoormachine-industrie;2007;15;5;5;0;0;0;5;0;5;5;10
1787;2823 Kantoormachine-industrie;2008;15;5;0;0;0;0;5;0;5;5;10
1788;2823 Kantoormachine-industrie;2009;15;5;0;0;0;0;5;0;0;5;10
1789;2823 Kantoormachine-industrie;2010;15;5;0;0;0;0;5;0;0;0;10
1790;2824 Industrie elektr. handgereedschap;2006;10;5;0;0;0;5;0;0;0;5;5
1791;2824 Industrie elektr. handgereedschap;2007;15;5;0;0;0;5;0;0;0;5;10
1792;2824 Industrie elektr. handgereedschap;2008;20;10;0;0;0;5;5;0;0;5;10
1793;2824 Industrie elektr. handgereedschap;2009;25;15;0;0;5;5;5;0;0;10;10
1794;2824 Industrie elektr. handgereedschap;2010;25;15;5;0;5;0;5;0;0;15;10
1795;2825 Industrie van koeltechniek, airco;2006;230;45;40;20;25;25;40;15;20;55;180
1796;2825 Industrie van koeltechniek, airco;2007;235;50;25;20;30;30;40;20;20;50;180
1797;2825 Industrie van koeltechniek, airco;2008;240;60;25;25;30;30;35;20;15;55;185
1798;2825 Industrie van koeltechniek, airco;2009;280;95;20;30;35;25;30;25;20;75;205
1799;2825 Industrie van koeltechniek, airco;2010;270;95;20;30;35;25;25;25;15;70;195
1800;2829 Overige machine-industrie algemeen;2006;560;130;60;50;90;95;95;25;15;145;415
1801;2829 Overige machine-industrie algemeen;2007;585;135;60;60;90;100;95;25;20;150;435
1802;2829 Overige machine-industrie algemeen;2008;580;150;55;65;90;90;85;25;20;140;440
1803;2829 Overige machine-industrie algemeen;2009;615;185;50;60;90;90;90;25;25;155;460
1804;2829 Overige machine-industrie algemeen;2010;595;185;50;55;85;85;85;25;25;155;440
1805;283 Landbouwmachine-industrie;2006;260;55;40;30;35;40;35;20;10;105;155
