ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;PersonenMetEenUitkering_1;PersonenMetWAOWajongWAZUitkering_2;VolledigArbeidsongeschikt_3;GedeeltelijkArbeidsongeschikt_4;PsychischeAandoeningen_5;ZiektenVanBotspierstelsel_6;OverigeAandoeningen_7;PersonenMetEenABWUitkering_8;Alleenstaand_9;AlleenstaandeOuder_10;EchtPaar_11;Anders_12;PersonenMetWWUitkering_13;PersonenMetIOAWIOAZUitkering_14
1380;Vrouwen;25 tot 30 jaar;Turken;1999;5.1;1.3;1.2;0.1;0.7;0.2;0.4;3.1;0.2;1.1;1.8;0.0;0.8;0.0
1381;Vrouwen;25 tot 30 jaar;Turken;2000;4.9;1.6;1.4;0.2;0.8;0.3;0.5;2.6;0.2;1.1;1.4;0.0;0.8;0.0
1382;Vrouwen;25 tot 30 jaar;Turken;2001;4.6;1.7;1.4;0.2;0.9;0.3;0.4;2.3;0.2;1.0;1.2;0.0;0.7;0.0
1383;Vrouwen;25 tot 30 jaar;Turken;2002;4.7;1.7;1.4;0.3;1.0;0.3;0.4;2.2;0.2;1.0;1.0;0.0;0.9;0.0
1384;Vrouwen;25 tot 30 jaar;Turken;2003;4.7;1.5;1.3;0.3;0.9;0.3;0.3;2.2;0.3;1.0;1.0;0.0;1.2;0.0
1385;Vrouwen;25 tot 30 jaar;Surinamers;1999;3.1;0.5;0.4;0.1;0.2;0.1;0.2;2.2;0.4;1.7;0.2;0.0;0.4;0.0
1386;Vrouwen;25 tot 30 jaar;Surinamers;2000;2.8;0.6;0.5;0.1;0.3;0.1;0.2;2.0;0.3;1.5;0.2;0.0;0.3;0.0
1387;Vrouwen;25 tot 30 jaar;Surinamers;2001;2.5;0.5;0.4;0.1;0.3;0.1;0.2;1.7;0.2;1.4;0.1;0.0;0.3;0.0
1388;Vrouwen;25 tot 30 jaar;Surinamers;2002;2.5;0.6;0.4;0.1;0.3;0.1;0.2;1.6;0.2;1.3;0.1;0.0;0.4;0.0
1389;Vrouwen;25 tot 30 jaar;Surinamers;2003;2.8;0.5;0.4;0.1;0.3;0.1;0.2;1.7;0.3;1.4;0.1;0.0;0.7;0.0
1390;Vrouwen;25 tot 30 jaar;Antillianen en Arubanen;1999;1.7;0.1;0.1;0.0;0.1;0.0;0.0;1.5;0.2;1.1;0.1;0.0;0.1;0.0
1391;Vrouwen;25 tot 30 jaar;Antillianen en Arubanen;2000;1.8;0.1;0.1;0.0;0.1;0.0;0.1;1.6;0.2;1.3;0.1;0.0;0.1;0.0
1392;Vrouwen;25 tot 30 jaar;Antillianen en Arubanen;2001;1.7;0.2;0.1;0.0;0.1;0.0;0.1;1.5;0.2;1.3;0.1;0.0;0.1;0.0
1393;Vrouwen;25 tot 30 jaar;Antillianen en Arubanen;2002;1.8;0.1;0.1;0.0;0.1;0.0;0.0;1.5;0.2;1.3;0.1;0.0;0.1;0.0
1394;Vrouwen;25 tot 30 jaar;Antillianen en Arubanen;2003;1.8;0.1;0.1;0.0;0.1;0.0;0.0;1.6;0.2;1.2;0.1;0.0;0.2;0.0
1395;Vrouwen;25 tot 30 jaar;Overige niet-westerse allochtonen;1999;4.1;0.2;0.2;0.0;0.1;0.0;0.1;3.7;0.7;1.6;1.5;0.0;0.2;0.0
1396;Vrouwen;25 tot 30 jaar;Overige niet-westerse allochtonen;2000;3.8;0.2;0.2;0.0;0.1;0.0;0.1;3.4;0.5;1.5;1.4;0.0;0.2;0.0
1397;Vrouwen;25 tot 30 jaar;Overige niet-westerse allochtonen;2001;4.0;0.3;0.2;0.0;0.1;0.0;0.1;3.5;0.6;1.5;1.5;0.0;0.2;0.0
1398;Vrouwen;25 tot 30 jaar;Overige niet-westerse allochtonen;2002;4.1;0.3;0.2;0.1;0.1;0.0;0.1;3.5;0.6;1.6;1.4;0.0;0.3;0.0
1399;Vrouwen;25 tot 30 jaar;Overige niet-westerse allochtonen;2003;4.5;0.3;0.2;0.1;0.2;0.0;0.1;3.8;0.6;1.6;1.5;0.0;0.5;0.0
1400;Vrouwen;30 tot 35 jaar;Totaal herkomstgroeperingen;1999;78.9;33.1;25.7;7.3;15.1;6.0;11.9;35.5;6.0;20.7;8.7;0.1;12.3;0.1
1401;Vrouwen;30 tot 35 jaar;Totaal herkomstgroeperingen;2000;77.4;36.8;28.3;8.5;16.6;7.0;13.2;32.5;5.1;19.6;7.8;0.0;10.0;0.1
1402;Vrouwen;30 tot 35 jaar;Totaal herkomstgroeperingen;2001;77.0;39.1;28.7;9.6;18.4;8.0;12.7;30.7;4.6;18.7;7.4;0.0;9.2;0.1
1403;Vrouwen;30 tot 35 jaar;Totaal herkomstgroeperingen;2002;79.5;39.9;29.3;10.6;19.1;8.6;12.2;30.0;4.3;18.2;7.4;0.0;12.0;0.1
1404;Vrouwen;30 tot 35 jaar;Totaal herkomstgroeperingen;2003;82.4;37.1;27.1;10.0;17.9;7.9;11.4;30.5;4.5;18.2;7.8;0.0;17.5;0.1
1405;Vrouwen;30 tot 35 jaar;Autochtonen;1999;52.9;27.1;20.7;6.3;12.1;5.0;9.9;17.9;3.9;11.3;2.6;0.1;9.4;0.1
1406;Vrouwen;30 tot 35 jaar;Autochtonen;2000;51.3;29.7;22.5;7.2;13.2;5.8;10.8;15.6;3.2;10.3;2.0;0.0;7.4;0.1
1407;Vrouwen;30 tot 35 jaar;Autochtonen;2001;50.4;31.2;22.5;8.1;14.4;6.5;10.3;14.0;2.8;9.4;1.8;0.0;6.6;0.0
1408;Vrouwen;30 tot 35 jaar;Autochtonen;2002;51.3;31.3;22.6;8.7;14.6;6.9;9.8;13.3;2.5;9.0;1.7;0.0;8.4;0.0
1409;Vrouwen;30 tot 35 jaar;Autochtonen;2003;51.9;28.8;20.8;8.1;13.5;6.2;9.1;13.0;2.6;8.7;1.7;0.0;12.0;0.0
1410;Vrouwen;30 tot 35 jaar;Allochtonen;1999;26.1;6.0;5.0;1.0;2.9;1.0;2.1;17.6;2.1;9.4;6.1;0.0;2.9;0.1
1411;Vrouwen;30 tot 35 jaar;Allochtonen;2000;26.1;7.1;5.8;1.3;3.4;1.2;2.4;16.9;1.9;9.2;5.7;0.0;2.6;0.1
1412;Vrouwen;30 tot 35 jaar;Allochtonen;2001;26.7;7.9;6.2;1.6;4.0;1.5;2.4;16.7;1.8;9.3;5.6;0.0;2.6;0.1
1413;Vrouwen;30 tot 35 jaar;Allochtonen;2002;28.2;8.5;6.7;1.9;4.4;1.7;2.4;16.7;1.7;9.3;5.7;0.0;3.6;0.1
1414;Vrouwen;30 tot 35 jaar;Allochtonen;2003;30.4;8.3;6.4;1.9;4.4;1.6;2.3;17.5;1.9;9.5;6.0;0.0;5.6;0.1
1415;Vrouwen;30 tot 35 jaar;Westerse allochtonen;1999;7.5;2.7;2.2;0.5;1.3;0.4;0.9;3.7;0.8;2.0;0.8;0.0;1.3;0.0
1416;Vrouwen;30 tot 35 jaar;Westerse allochtonen;2000;7.1;2.9;2.3;0.6;1.4;0.5;1.0;3.4;0.7;2.0;0.8;0.0;1.0;0.0
1417;Vrouwen;30 tot 35 jaar;Westerse allochtonen;2001;7.0;3.1;2.3;0.7;1.6;0.6;1.0;3.2;0.6;1.9;0.7;0.0;0.9;0.0
1418;Vrouwen;30 tot 35 jaar;Westerse allochtonen;2002;7.2;3.1;2.3;0.8;1.6;0.6;0.9;3.0;0.5;1.8;0.7;0.0;1.3;0.0
1419;Vrouwen;30 tot 35 jaar;Westerse allochtonen;2003;7.7;2.9;2.1;0.8;1.5;0.6;0.8;3.1;0.6;1.8;0.8;0.0;2.0;0.0
1420;Vrouwen;30 tot 35 jaar;Niet-westerse allochtonen;1999;18.6;3.3;2.8;0.5;1.6;0.6;1.2;13.8;1.3;7.3;5.2;0.0;1.7;0.1
1421;Vrouwen;30 tot 35 jaar;Niet-westerse allochtonen;2000;19.0;4.2;3.5;0.6;2.0;0.7;1.4;13.4;1.2;7.3;5.0;0.0;1.7;0.1
1422;Vrouwen;30 tot 35 jaar;Niet-westerse allochtonen;2001;19.7;4.8;3.9;0.8;2.5;0.9;1.5;13.5;1.2;7.4;4.9;0.0;1.7;0.1
1423;Vrouwen;30 tot 35 jaar;Niet-westerse allochtonen;2002;21.0;5.5;4.4;1.1;2.9;1.1;1.5;13.7;1.2;7.5;5.0;0.0;2.3;0.1
1424;Vrouwen;30 tot 35 jaar;Niet-westerse allochtonen;2003;22.7;5.4;4.2;1.2;2.9;1.0;1.4;14.3;1.3;7.7;5.2;0.0;3.6;0.0
1425;Vrouwen;30 tot 35 jaar;Marokkanen;1999;3.2;0.6;0.5;0.1;0.3;0.1;0.2;2.5;0.2;0.8;1.5;0.0;0.2;0.0
1426;Vrouwen;30 tot 35 jaar;Marokkanen;2000;3.4;0.8;0.7;0.1;0.4;0.1;0.3;2.5;0.2;0.8;1.5;0.0;0.2;0.0
1427;Vrouwen;30 tot 35 jaar;Marokkanen;2001;3.7;1.0;0.8;0.1;0.5;0.2;0.3;2.5;0.2;0.8;1.5;0.0;0.3;0.0
1428;Vrouwen;30 tot 35 jaar;Marokkanen;2002;3.9;1.2;1.0;0.2;0.6;0.2;0.3;2.5;0.2;0.9;1.5;0.0;0.3;0.0
1429;Vrouwen;30 tot 35 jaar;Marokkanen;2003;4.3;1.2;1.0;0.2;0.7;0.2;0.3;2.6;0.2;1.0;1.5;0.0;0.5;0.0
1430;Vrouwen;30 tot 35 jaar;Turken;1999;4.9;1.6;1.4;0.2;0.8;0.3;0.5;2.8;0.1;1.2;1.4;0.0;0.7;0.0
1431;Vrouwen;30 tot 35 jaar;Turken;2000;5.0;1.9;1.7;0.3;1.0;0.4;0.6;2.5;0.1;1.1;1.3;0.0;0.7;0.0
1432;Vrouwen;30 tot 35 jaar;Turken;2001;5.3;2.2;1.8;0.3;1.2;0.4;0.6;2.4;0.1;1.2;1.1;0.0;0.7;0.0
1433;Vrouwen;30 tot 35 jaar;Turken;2002;5.8;2.5;2.1;0.5;1.4;0.5;0.6;2.5;0.1;1.3;1.1;0.0;0.9;0.0
1434;Vrouwen;30 tot 35 jaar;Turken;2003;6.3;2.5;2.0;0.5;1.5;0.5;0.6;2.8;0.1;1.4;1.2;0.0;1.3;0.0
1435;Vrouwen;30 tot 35 jaar;Surinamers;1999;3.7;0.8;0.6;0.2;0.4;0.1;0.3;2.6;0.3;2.1;0.2;0.0;0.4;0.0
1436;Vrouwen;30 tot 35 jaar;Surinamers;2000;3.5;0.9;0.7;0.2;0.4;0.1;0.4;2.3;0.3;1.8;0.2;0.0;0.4;0.0
1437;Vrouwen;30 tot 35 jaar;Surinamers;2001;3.4;1.0;0.7;0.2;0.5;0.2;0.3;2.2;0.3;1.8;0.1;0.0;0.4;0.0
1438;Vrouwen;30 tot 35 jaar;Surinamers;2002;3.5;1.0;0.7;0.3;0.5;0.2;0.4;2.1;0.3;1.7;0.1;0.0;0.5;0.0
1439;Vrouwen;30 tot 35 jaar;Surinamers;2003;3.8;0.9;0.6;0.3;0.5;0.1;0.3;2.1;0.3;1.7;0.2;0.0;0.9;0.0
1440;Vrouwen;30 tot 35 jaar;Antillianen en Arubanen;1999;1.6;0.1;0.1;0.0;0.1;0.0;0.1;1.3;0.2;1.1;0.1;0.0;0.1;0.0
1441;Vrouwen;30 tot 35 jaar;Antillianen en Arubanen;2000;1.6;0.2;0.1;0.0;0.1;0.0;0.1;1.4;0.2;1.2;0.1;0.0;0.1;0.0
1442;Vrouwen;30 tot 35 jaar;Antillianen en Arubanen;2001;1.7;0.2;0.2;0.0;0.1;0.0;0.1;1.4;0.1;1.2;0.1;0.0;0.1;0.0
1443;Vrouwen;30 tot 35 jaar;Antillianen en Arubanen;2002;1.8;0.2;0.2;0.1;0.1;0.0;0.1;1.4;0.1;1.2;0.1;0.0;0.2;0.0
1444;Vrouwen;30 tot 35 jaar;Antillianen en Arubanen;2003;1.9;0.2;0.2;0.1;0.1;0.0;0.1;1.4;0.2;1.2;0.1;0.0;0.3;0.0
1445;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;1999;5.2;0.2;0.2;0.0;0.1;0.0;0.1;4.7;0.5;2.2;2.0;0.0;0.3;0.0
1446;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2000;5.4;0.3;0.3;0.1;0.1;0.1;0.1;4.8;0.5;2.3;2.0;0.0;0.3;0.0
1447;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2001;5.6;0.4;0.3;0.1;0.2;0.1;0.2;5.0;0.5;2.4;2.1;0.0;0.3;0.0
1448;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2002;6.0;0.5;0.4;0.1;0.2;0.1;0.2;5.2;0.5;2.4;2.2;0.0;0.4;0.0
1449;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2003;6.4;0.5;0.4;0.1;0.2;0.1;0.2;5.3;0.6;2.4;2.3;0.0;0.7;0.0
1450;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;1999;83.2;37.3;28.3;9.0;16.3;6.9;14.2;37.1;6.2;22.1;8.7;0.1;11.0;0.3
1451;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2000;82.6;41.1;30.8;10.3;17.9;7.9;15.3;34.4;5.5;20.8;8.0;0.0;9.3;0.2
1452;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2001;82.9;44.1;31.7;11.5;20.3;9.2;14.6;32.4;5.1;19.8;7.4;0.0;8.7;0.2
1453;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2002;85.0;45.5;32.6;12.9;21.4;9.9;14.2;31.0;4.8;19.0;7.1;0.1;11.1;0.2
1454;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2003;89.5;44.6;31.8;12.8;21.1;9.7;13.8;31.7;4.8;19.3;7.5;0.0;16.3;0.2
1455;Vrouwen;35 tot 40 jaar;Autochtonen;1999;57.2;30.5;22.9;7.6;13.1;5.7;11.7;20.1;4.2;12.8;2.9;0.1;8.3;0.1
1456;Vrouwen;35 tot 40 jaar;Autochtonen;2000;56.5;33.3;24.6;8.6;14.3;6.4;12.5;18.0;3.7;11.8;2.5;0.0;6.8;0.1
1457;Vrouwen;35 tot 40 jaar;Autochtonen;2001;56.0;35.2;24.9;9.6;16.0;7.4;11.8;16.3;3.3;10.9;2.1;0.0;6.2;0.1
1458;Vrouwen;35 tot 40 jaar;Autochtonen;2002;57.2;36.2;25.6;10.7;16.7;7.9;11.6;15.1;3.0;10.1;1.9;0.0;7.8;0.1
1459;Vrouwen;35 tot 40 jaar;Autochtonen;2003;59.3;35.2;24.7;10.5;16.3;7.8;11.1;15.0;3.0;10.1;1.9;0.0;11.3;0.1
1460;Vrouwen;35 tot 40 jaar;Allochtonen;1999;26.0;6.8;5.4;1.4;3.2;1.2;2.4;17.1;2.0;9.3;5.7;0.0;2.7;0.1
1461;Vrouwen;35 tot 40 jaar;Allochtonen;2000;26.1;7.8;6.2;1.6;3.6;1.4;2.8;16.3;1.9;9.0;5.5;0.0;2.5;0.1
1462;Vrouwen;35 tot 40 jaar;Allochtonen;2001;26.9;8.9;6.8;1.9;4.3;1.8;2.8;16.1;1.9;8.9;5.3;0.0;2.5;0.1
1463;Vrouwen;35 tot 40 jaar;Allochtonen;2002;27.8;9.3;7.0;2.2;4.7;2.0;2.6;15.9;1.8;8.9;5.2;0.0;3.3;0.1
1464;Vrouwen;35 tot 40 jaar;Allochtonen;2003;30.3;9.4;7.1;2.3;4.8;1.9;2.7;16.7;1.9;9.2;5.6;0.0;5.0;0.1
1465;Vrouwen;35 tot 40 jaar;Westerse allochtonen;1999;7.8;3.0;2.3;0.7;1.4;0.5;1.1;3.8;0.8;2.1;0.9;0.0;1.1;0.0
1466;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2000;7.7;3.4;2.6;0.8;1.6;0.6;1.2;3.5;0.7;2.0;0.8;0.0;1.0;0.0
1467;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2001;7.7;3.6;2.7;0.9;1.8;0.7;1.1;3.3;0.7;1.9;0.7;0.0;1.0;0.0
1468;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2002;8.2;3.8;2.8;1.0;2.0;0.8;1.1;3.2;0.7;1.9;0.7;0.0;1.4;0.0
1469;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2003;8.9;3.9;2.8;1.1;2.0;0.8;1.1;3.3;0.6;1.9;0.8;0.0;2.0;0.0
1470;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;1999;18.3;3.8;3.1;0.7;1.8;0.7;1.3;13.3;1.2;7.2;4.9;0.0;1.5;0.1
1471;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2000;18.4;4.4;3.6;0.8;2.0;0.9;1.6;12.9;1.1;7.0;4.7;0.0;1.4;0.1
1472;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2001;19.2;5.2;4.1;1.0;2.5;1.1;1.6;12.8;1.2;7.0;4.6;0.0;1.5;0.1
1473;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2002;19.6;5.4;4.3;1.2;2.7;1.2;1.5;12.6;1.1;7.0;4.5;0.0;2.0;0.1
1474;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2003;21.4;5.5;4.3;1.2;2.8;1.2;1.5;13.4;1.2;7.3;4.8;0.0;3.0;0.1
1475;Vrouwen;35 tot 40 jaar;Marokkanen;1999;2.9;0.5;0.4;0.1;0.2;0.1;0.2;2.3;0.1;0.7;1.5;0.0;0.1;0.0
1476;Vrouwen;35 tot 40 jaar;Marokkanen;2000;2.9;0.6;0.5;0.1;0.2;0.1;0.2;2.3;0.1;0.7;1.4;0.0;0.1;0.0
1477;Vrouwen;35 tot 40 jaar;Marokkanen;2001;3.1;0.7;0.6;0.1;0.3;0.2;0.2;2.3;0.1;0.8;1.4;0.0;0.1;0.0
1478;Vrouwen;35 tot 40 jaar;Marokkanen;2002;3.2;0.8;0.7;0.1;0.4;0.2;0.2;2.3;0.1;0.8;1.3;0.0;0.2;0.0
1479;Vrouwen;35 tot 40 jaar;Marokkanen;2003;3.5;0.9;0.7;0.2;0.5;0.2;0.2;2.4;0.1;0.9;1.4;0.0;0.3;0.0
1480;Vrouwen;35 tot 40 jaar;Turken;1999;4.6;1.7;1.5;0.2;0.9;0.4;0.5;2.4;0.1;1.1;1.2;0.0;0.6;0.0
1481;Vrouwen;35 tot 40 jaar;Turken;2000;4.9;2.1;1.8;0.3;1.0;0.5;0.6;2.3;0.1;1.1;1.1;0.0;0.6;0.0
1482;Vrouwen;35 tot 40 jaar;Turken;2001;5.3;2.5;2.1;0.4;1.3;0.6;0.6;2.4;0.1;1.2;1.1;0.0;0.6;0.0
1483;Vrouwen;35 tot 40 jaar;Turken;2002;5.4;2.5;2.1;0.4;1.3;0.6;0.6;2.3;0.1;1.2;1.0;0.0;0.7;0.0
1484;Vrouwen;35 tot 40 jaar;Turken;2003;5.8;2.6;2.2;0.4;1.4;0.6;0.6;2.4;0.1;1.3;1.0;0.0;0.9;0.0
1485;Vrouwen;35 tot 40 jaar;Surinamers;1999;4.1;1.1;0.8;0.3;0.5;0.2;0.5;2.7;0.3;2.2;0.2;0.0;0.4;0.0
1486;Vrouwen;35 tot 40 jaar;Surinamers;2000;3.9;1.2;0.9;0.3;0.5;0.2;0.5;2.4;0.3;1.9;0.2;0.0;0.4;0.0
1487;Vrouwen;35 tot 40 jaar;Surinamers;2001;3.7;1.3;0.9;0.4;0.6;0.2;0.5;2.1;0.3;1.7;0.1;0.0;0.4;0.0
1488;Vrouwen;35 tot 40 jaar;Surinamers;2002;3.6;1.3;0.9;0.4;0.6;0.2;0.4;1.9;0.3;1.5;0.1;0.0;0.5;0.0
1489;Vrouwen;35 tot 40 jaar;Surinamers;2003;3.8;1.3;0.8;0.4;0.6;0.2;0.4;2.0;0.3;1.6;0.1;0.0;0.7;0.0
1490;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;1999;1.5;0.2;0.1;0.0;0.1;0.0;0.1;1.3;0.2;1.0;0.1;0.0;0.1;0.0
1491;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2000;1.5;0.2;0.1;0.0;0.1;0.0;0.1;1.3;0.2;1.0;0.1;0.0;0.1;0.0
1492;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2001;1.5;0.2;0.2;0.1;0.1;0.0;0.1;1.2;0.1;1.0;0.1;0.0;0.1;0.0
1493;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2002;1.6;0.2;0.2;0.1;0.1;0.0;0.1;1.2;0.1;1.0;0.1;0.0;0.1;0.0
1494;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2003;1.7;0.2;0.2;0.1;0.1;0.0;0.1;1.2;0.1;1.0;0.1;0.0;0.2;0.0
1495;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;1999;5.2;0.3;0.3;0.1;0.1;0.1;0.1;4.6;0.5;2.2;1.9;0.0;0.3;0.0
1496;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2000;5.2;0.4;0.3;0.1;0.1;0.1;0.2;4.6;0.5;2.2;1.9;0.0;0.3;0.0
1497;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2001;5.5;0.5;0.4;0.1;0.2;0.1;0.2;4.8;0.5;2.3;2.0;0.0;0.3;0.0
1498;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2002;5.8;0.6;0.4;0.1;0.2;0.2;0.2;4.9;0.4;2.4;2.0;0.0;0.5;0.0
1499;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2003;6.6;0.6;0.4;0.2;0.2;0.2;0.2;5.3;0.5;2.5;2.2;0.0;0.8;0.0
1500;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;1999;81.9;41.6;31.3;10.3;16.4;8.5;16.6;32.6;8.0;16.8;7.6;0.1;10.0;0.4
1501;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2000;82.3;45.2;33.6;11.6;18.3;9.5;17.5;31.3;7.6;16.6;7.0;0.1;8.0;0.3
1502;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2001;83.8;48.8;34.7;13.3;21.3;10.7;16.8;30.0;7.2;16.0;6.8;0.0;7.4;0.3
1503;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2002;86.7;50.4;35.8;14.6;22.7;11.5;16.1;29.6;7.2;15.6;6.8;0.0;9.3;0.3
1504;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2003;91.3;49.8;35.1;14.6;22.4;11.4;15.9;30.6;7.3;16.1;7.2;0.0;14.2;0.3
1505;Vrouwen;40 tot 45 jaar;Autochtonen;1999;58.8;34.3;25.6;8.7;13.2;7.1;14.0;18.4;5.4;9.9;3.0;0.1;7.8;0.2
1506;Vrouwen;40 tot 45 jaar;Autochtonen;2000;58.3;37.0;27.2;9.8;14.6;7.8;14.6;16.9;5.0;9.4;2.5;0.0;6.1;0.2
1507;Vrouwen;40 tot 45 jaar;Autochtonen;2001;59.2;39.7;27.9;11.1;17.0;8.7;13.9;15.9;4.7;9.0;2.2;0.0;5.5;0.1
1508;Vrouwen;40 tot 45 jaar;Autochtonen;2002;60.5;40.6;28.4;12.1;18.0;9.3;13.2;15.2;4.5;8.6;2.1;0.0;6.7;0.1
1509;Vrouwen;40 tot 45 jaar;Autochtonen;2003;62.8;39.8;27.7;12.1;17.6;9.2;13.0;15.5;4.6;8.8;2.1;0.0;10.0;0.1
1510;Vrouwen;40 tot 45 jaar;Allochtonen;1999;23.2;7.3;5.7;1.6;3.2;1.4;2.6;14.2;2.6;6.9;4.6;0.0;2.2;0.2
1511;Vrouwen;40 tot 45 jaar;Allochtonen;2000;23.9;8.2;6.3;1.8;3.7;1.6;2.8;14.3;2.6;7.2;4.6;0.0;1.9;0.2
1512;Vrouwen;40 tot 45 jaar;Allochtonen;2001;24.6;9.1;6.8;2.1;4.3;2.0;2.8;14.1;2.5;7.1;4.5;0.0;1.9;0.2
1513;Vrouwen;40 tot 45 jaar;Allochtonen;2002;26.2;9.8;7.3;2.5;4.7;2.2;2.9;14.4;2.6;7.1;4.7;0.0;2.6;0.2
1514;Vrouwen;40 tot 45 jaar;Allochtonen;2003;28.4;10.0;7.4;2.6;4.8;2.2;3.0;15.1;2.7;7.3;5.0;0.0;4.2;0.2
1515;Vrouwen;40 tot 45 jaar;Westerse allochtonen;1999;8.3;3.7;2.8;0.9;1.6;0.7;1.4;3.8;1.1;1.8;0.9;0.0;1.1;0.0
1516;Vrouwen;40 tot 45 jaar;Westerse allochtonen;2000;8.0;4.0;2.9;1.0;1.8;0.8;1.4;3.4;1.0;1.7;0.7;0.0;0.9;0.0
1517;Vrouwen;40 tot 45 jaar;Westerse allochtonen;2001;8.1;4.3;3.1;1.1;2.0;0.9;1.4;3.2;0.9;1.6;0.7;0.0;0.9;0.0
1518;Vrouwen;40 tot 45 jaar;Westerse allochtonen;2002;8.3;4.4;3.1;1.3;2.1;0.9;1.4;3.1;0.9;1.5;0.7;0.0;1.1;0.0
1519;Vrouwen;40 tot 45 jaar;Westerse allochtonen;2003;9.0;4.3;3.1;1.2;2.1;0.9;1.4;3.2;0.9;1.5;0.7;0.0;1.8;0.0
1520;Vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;1999;14.8;3.6;2.9;0.7;1.6;0.7;1.2;10.4;1.5;5.1;3.7;0.0;1.1;0.2
1521;Vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2000;15.9;4.2;3.4;0.8;1.9;0.9;1.4;10.9;1.6;5.5;3.9;0.0;1.0;0.1
1522;Vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2001;16.4;4.8;3.7;1.0;2.3;1.1;1.5;10.9;1.6;5.5;3.8;0.0;1.0;0.1
1523;Vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2002;17.8;5.4;4.2;1.2;2.6;1.3;1.6;11.3;1.7;5.6;4.0;0.0;1.5;0.1
1524;Vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2003;19.5;5.7;4.3;1.3;2.7;1.3;1.6;11.9;1.8;5.8;4.3;0.0;2.4;0.1
1525;Vrouwen;40 tot 45 jaar;Marokkanen;1999;2.3;0.4;0.4;0.0;0.2;0.1;0.1;1.8;0.1;0.5;1.1;0.0;0.1;0.1
1526;Vrouwen;40 tot 45 jaar;Marokkanen;2000;2.5;0.5;0.4;0.1;0.2;0.1;0.2;2.0;0.1;0.6;1.2;0.0;0.1;0.1
1527;Vrouwen;40 tot 45 jaar;Marokkanen;2001;2.7;0.6;0.5;0.1;0.3;0.1;0.2;2.0;0.1;0.6;1.3;0.0;0.1;0.1
1528;Vrouwen;40 tot 45 jaar;Marokkanen;2002;2.8;0.6;0.6;0.1;0.3;0.2;0.2;2.1;0.2;0.7;1.3;0.0;0.1;0.1
1529;Vrouwen;40 tot 45 jaar;Marokkanen;2003;3.1;0.7;0.6;0.1;0.3;0.2;0.2;2.2;0.2;0.7;1.4;0.0;0.2;0.1
1530;Vrouwen;40 tot 45 jaar;Turken;1999;2.8;1.2;1.1;0.2;0.6;0.3;0.3;1.4;0.1;0.5;0.8;0.0;0.2;0.1
1531;Vrouwen;40 tot 45 jaar;Turken;2000;3.3;1.5;1.3;0.2;0.8;0.3;0.4;1.5;0.1;0.6;0.8;0.0;0.3;0.1
1532;Vrouwen;40 tot 45 jaar;Turken;2001;3.5;1.8;1.5;0.3;0.9;0.4;0.4;1.6;0.1;0.6;0.8;0.0;0.3;0.1
