ID;CaoSector;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
9430;Total collective labour agreement sector;M-N Business services;Current figures;2023 4th quarter;112.2;112.8;112.4;113.0;113.2;113.3;99.9;6.6;6.9;6.7;7.1;6.9;7.0;-0.1;100.0
9431;Total collective labour agreement sector;M-N Business services;Current figures;2023 year;110.5;111.1;110.6;111.2;111.4;111.5;99.9;5.8;6.1;5.9;6.2;6.0;6.1;-0.1;100.0
9432;Total collective labour agreement sector;M-N Business services;Current figures;2024 January;116.1;116.7;116.3;116.8;117.0;117.2;99.9;6.5;6.6;6.6;6.6;6.7;6.6;0.0;100.0
9433;Total collective labour agreement sector;M-N Business services;Current figures;2024 February;116.1;116.7;116.3;116.8;117.0;117.2;99.9;6.5;6.6;6.5;6.5;6.6;6.5;0.0;100.0
9434;Total collective labour agreement sector;M-N Business services;Current figures;2024 March;116.3;116.8;116.4;117.0;117.2;117.3;99.9;6.5;6.5;6.4;6.5;6.5;6.4;0.0;100.0
9435;Total collective labour agreement sector;M-N Business services;Current figures;2024 1st quarter;116.2;116.7;116.3;116.9;117.1;117.3;99.9;6.5;6.5;6.5;6.6;6.6;6.6;0.0;100.0
9436;Total collective labour agreement sector;M-N Business services;Current figures;2024 April;116.5;117.0;116.6;117.2;117.4;117.5;99.9;6.5;6.5;6.4;6.5;6.5;6.5;0.0;100.0
9437;Total collective labour agreement sector;M-N Business services;Current figures;2024 May;116.5;117.0;116.6;117.2;117.4;117.5;99.9;6.5;6.5;6.4;6.5;6.5;6.5;0.0;100.0
9438;Total collective labour agreement sector;M-N Business services;Current figures;2024 June;116.5;117.0;116.7;117.2;117.4;117.5;99.9;6.4;6.4;6.4;6.4;6.4;6.4;0.0;100.0
9439;Total collective labour agreement sector;M-N Business services;Current figures;2024 2nd quarter;116.5;117.0;116.6;117.2;117.4;117.5;99.9;6.5;6.5;6.4;6.4;6.5;6.4;0.0;100.0
9440;Total collective labour agreement sector;M-N Business services;Current figures;2024 July;119.1;119.8;119.3;119.9;120.2;120.3;99.9;7.5;7.5;7.6;7.5;7.6;7.5;0.0;100.0
9441;Total collective labour agreement sector;M-N Business services;Current figures;2024 August;119.1;119.8;119.3;119.9;120.2;120.3;99.9;7.2;7.3;7.3;7.2;7.3;7.2;0.0;100.0
9442;Total collective labour agreement sector;M-N Business services;Current figures;2024 September;119.6;120.0;119.7;120.2;120.4;120.6;99.9;6.8;6.6;6.8;6.7;6.6;6.6;0.0;100.0
9443;Total collective labour agreement sector;M-N Business services;Current figures;2024 3rd quarter;119.3;119.8;119.4;120.0;120.3;120.4;99.9;7.2;7.1;7.2;7.1;7.2;7.1;0.0;100.0
9444;Total collective labour agreement sector;M-N Business services;Current figures;2024 October;119.7;120.2;119.9;120.3;120.6;120.7;99.9;6.9;6.7;6.9;6.6;6.7;6.7;0.0;100.0
9445;Total collective labour agreement sector;M-N Business services;Current figures;2024 November;119.7;120.2;119.9;120.3;120.6;120.7;99.9;6.7;6.5;6.7;6.5;6.5;6.4;0.0;100.0
9446;Total collective labour agreement sector;M-N Business services;Current figures;2024 December;119.7;120.2;119.9;120.3;120.6;120.7;99.9;6.5;6.4;6.5;6.3;6.3;6.3;0.0;100.0
9447;Total collective labour agreement sector;M-N Business services;Current figures;2024 4th quarter;119.7;120.2;119.9;120.3;120.6;120.7;99.9;6.7;6.6;6.7;6.5;6.5;6.5;0.0;100.0
9448;Total collective labour agreement sector;M-N Business services;Current figures;2024 year;117.9;118.4;118.1;118.6;118.8;119.0;99.9;6.7;6.6;6.8;6.7;6.6;6.7;0.0;100.0
9449;Total collective labour agreement sector;M-N Business services;Current figures;2025 January;122.6;123.1;122.8;123.3;123.4;123.6;99.9;5.6;5.5;5.6;5.6;5.5;5.5;0.0;92.0
9450;Total collective labour agreement sector;M-N Business services;Current figures;2025 February;122.6;123.1;122.8;123.3;123.4;123.6;99.9;5.6;5.5;5.6;5.6;5.5;5.5;0.0;92.0
9451;Total collective labour agreement sector;M-N Business services;Current figures;2025 March;122.6;123.1;122.8;123.3;123.4;123.6;99.9;5.4;5.4;5.5;5.4;5.3;5.4;0.0;92.0
9452;Total collective labour agreement sector;M-N Business services;Current figures;2025 1st quarter;122.6;123.1;122.8;123.3;123.4;123.6;99.9;5.5;5.5;5.6;5.5;5.4;5.4;0.0;92.0
9453;Total collective labour agreement sector;M-N Business services;First-published figures;1972 year;;;;;;;;;;;;;;;
9454;Total collective labour agreement sector;M-N Business services;First-published figures;1973 year;;;;;;;;;;;;;;;
9455;Total collective labour agreement sector;M-N Business services;First-published figures;1974 year;;;;;;;;;;;;;;;
9456;Total collective labour agreement sector;M-N Business services;First-published figures;1975 year;;;;;;;;;;;;;;;
9457;Total collective labour agreement sector;M-N Business services;First-published figures;1976 year;;;;;;;;;;;;;;;
9458;Total collective labour agreement sector;M-N Business services;First-published figures;1977 year;;;;;;;;;;;;;;;
9459;Total collective labour agreement sector;M-N Business services;First-published figures;1978 year;;;;;;;;;;;;;;;
9460;Total collective labour agreement sector;M-N Business services;First-published figures;1979 year;;;;;;;;;;;;;;;
9461;Total collective labour agreement sector;M-N Business services;First-published figures;1980 year;;;;;;;;;;;;;;;
9462;Total collective labour agreement sector;M-N Business services;First-published figures;1981 year;;;;;;;;;;;;;;;
9463;Total collective labour agreement sector;M-N Business services;First-published figures;1982 year;;;;;;;;;;;;;;;
9464;Total collective labour agreement sector;M-N Business services;First-published figures;1983 year;;;;;;;;;;;;;;;
9465;Total collective labour agreement sector;M-N Business services;First-published figures;1984 year;;;;;;;;;;;;;;;
9466;Total collective labour agreement sector;M-N Business services;First-published figures;1985 year;;;;;;;;;;;;;;;
9467;Total collective labour agreement sector;M-N Business services;First-published figures;1986 year;;;;;;;;;;;;;;;
9468;Total collective labour agreement sector;M-N Business services;First-published figures;1987 year;;;;;;;;;;;;;;;
9469;Total collective labour agreement sector;M-N Business services;First-published figures;1988 year;;;;;;;;;;;;;;;
9470;Total collective labour agreement sector;M-N Business services;First-published figures;1989 year;;;;;;;;;;;;;;;
9471;Total collective labour agreement sector;M-N Business services;First-published figures;1990 year;;;;;;;;;;;;;;;
9472;Total collective labour agreement sector;M-N Business services;First-published figures;1991 year;;;;;;;;;;;;;;;
9473;Total collective labour agreement sector;M-N Business services;First-published figures;1992 year;;;;;;;;;;;;;;;
9474;Total collective labour agreement sector;M-N Business services;First-published figures;1993 year;;;;;;;;;;;;;;;
9475;Total collective labour agreement sector;M-N Business services;First-published figures;1994 year;;;;;;;;;;;;;;;
9476;Total collective labour agreement sector;M-N Business services;First-published figures;1995 year;;;;;;;;;;;;;;;
9477;Total collective labour agreement sector;M-N Business services;First-published figures;1996 year;;;;;;;;;;;;;;;
9478;Total collective labour agreement sector;M-N Business services;First-published figures;1997 year;;;;;;;;;;;;;;;
9479;Total collective labour agreement sector;M-N Business services;First-published figures;1998 year;;;;;;;;;;;;;;;
9480;Total collective labour agreement sector;M-N Business services;First-published figures;1999 year;;;;;;;;;;;;;;;
9481;Total collective labour agreement sector;M-N Business services;First-published figures;2000 year;;;;;;;;;;;;;;;
9482;Total collective labour agreement sector;M-N Business services;First-published figures;2001 year;;;;;;;;;;;;;;;
9483;Total collective labour agreement sector;M-N Business services;First-published figures;2002 year;;;;;;;;;;;;;;;
9484;Total collective labour agreement sector;M-N Business services;First-published figures;2003 year;;;;;;;;;;;;;;;
9485;Total collective labour agreement sector;M-N Business services;First-published figures;2004 year;;;;;;;;;;;;;;;
9486;Total collective labour agreement sector;M-N Business services;First-published figures;2005 year;;;;;;;;;;;;;;;
9487;Total collective labour agreement sector;M-N Business services;First-published figures;2006 year;;;;;;;;;;;;;;;
9488;Total collective labour agreement sector;M-N Business services;First-published figures;2007 year;;;;;;;;;;;;;;;
9489;Total collective labour agreement sector;M-N Business services;First-published figures;2008 year;;;;;;;;;;;;;;;
9490;Total collective labour agreement sector;M-N Business services;First-published figures;2009 year;;;;;;;;;;;;;;;
9491;Total collective labour agreement sector;M-N Business services;First-published figures;2010 year;;;;;;;;;;;;;;;
9492;Total collective labour agreement sector;M-N Business services;First-published figures;2011 year;;;;;;;;;;;;;;;
9493;Total collective labour agreement sector;M-N Business services;First-published figures;2012 year;;;;;;;;;;;;;;;
9494;Total collective labour agreement sector;M-N Business services;First-published figures;2013 year;;;;;;;;;;;;;;;
9495;Total collective labour agreement sector;M-N Business services;First-published figures;2014 year;;;;;;;;;;;;;;;
9496;Total collective labour agreement sector;M-N Business services;First-published figures;2015 year;;;;;;;;;;;;;;;
9497;Total collective labour agreement sector;M-N Business services;First-published figures;2016 year;;;;;;;;;;;;;;;
9498;Total collective labour agreement sector;M-N Business services;First-published figures;2017 year;;;;;;;;;;;;;;;
9499;Total collective labour agreement sector;M-N Business services;First-published figures;2018 year;;;;;;;;;;;;;;;
9500;Total collective labour agreement sector;M-N Business services;First-published figures;2019 year;;;;;;;;;;;;;;;
9501;Total collective labour agreement sector;M-N Business services;First-published figures;2020 January;99.3;99.3;99.3;99.3;99.3;99.3;100.0;;;;;;;;100.0
9502;Total collective labour agreement sector;M-N Business services;First-published figures;2020 February;99.3;99.3;99.3;99.3;99.3;99.3;100.0;;;;;;;;100.0
9503;Total collective labour agreement sector;M-N Business services;First-published figures;2020 March;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
9504;Total collective labour agreement sector;M-N Business services;First-published figures;2020 1st quarter;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
9505;Total collective labour agreement sector;M-N Business services;First-published figures;2020 April;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
9506;Total collective labour agreement sector;M-N Business services;First-published figures;2020 May;99.5;99.5;99.5;99.5;99.5;99.5;100.0;;;;;;;;100.0
9507;Total collective labour agreement sector;M-N Business services;First-published figures;2020 June;99.5;99.5;99.5;99.5;99.5;99.5;100.0;;;;;;;;100.0
9508;Total collective labour agreement sector;M-N Business services;First-published figures;2020 2nd quarter;99.5;99.5;99.5;99.5;99.5;99.5;100.0;;;;;;;;100.0
9509;Total collective labour agreement sector;M-N Business services;First-published figures;2020 July;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9510;Total collective labour agreement sector;M-N Business services;First-published figures;2020 August;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9511;Total collective labour agreement sector;M-N Business services;First-published figures;2020 September;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9512;Total collective labour agreement sector;M-N Business services;First-published figures;2020 3rd quarter;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9513;Total collective labour agreement sector;M-N Business services;First-published figures;2020 October;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9514;Total collective labour agreement sector;M-N Business services;First-published figures;2020 November;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9515;Total collective labour agreement sector;M-N Business services;First-published figures;2020 December;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9516;Total collective labour agreement sector;M-N Business services;First-published figures;2020 4th quarter;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
9517;Total collective labour agreement sector;M-N Business services;First-published figures;2020 year;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;;;;;;100.0
9518;Total collective labour agreement sector;M-N Business services;First-published figures;2021 January;101.1;101.4;101.1;101.4;101.7;101.7;100.0;;;;;;;;100.0
9519;Total collective labour agreement sector;M-N Business services;First-published figures;2021 February;101.1;101.4;101.1;101.4;101.7;101.7;100.0;;;;;;;;100.0
9520;Total collective labour agreement sector;M-N Business services;First-published figures;2021 March;101.2;101.5;101.2;101.5;101.8;101.8;100.0;;;;;;;;100.0
9521;Total collective labour agreement sector;M-N Business services;First-published figures;2021 1st quarter;101.1;101.4;101.1;101.4;101.7;101.7;100.0;;;;;;;;100.0
9522;Total collective labour agreement sector;M-N Business services;First-published figures;2021 April;101.2;101.5;101.2;101.5;101.8;101.8;100.0;;;;;;;;100.0
9523;Total collective labour agreement sector;M-N Business services;First-published figures;2021 May;101.3;101.4;101.3;101.4;101.8;101.8;100.0;;;;;;;;100.0
9524;Total collective labour agreement sector;M-N Business services;First-published figures;2021 June;101.5;101.6;101.5;101.6;101.9;101.9;100.0;;;;;;;;100.0
9525;Total collective labour agreement sector;M-N Business services;First-published figures;2021 2nd quarter;101.3;101.5;101.3;101.5;101.8;101.8;100.0;;;;;;;;100.0
9526;Total collective labour agreement sector;M-N Business services;First-published figures;2021 July;102.0;102.2;102.0;102.2;102.5;102.5;100.0;;;;;;;;100.0
9527;Total collective labour agreement sector;M-N Business services;First-published figures;2021 August;102.1;102.2;102.1;102.2;101.0;101.0;100.0;;;;;;;;100.0
9528;Total collective labour agreement sector;M-N Business services;First-published figures;2021 September;102.1;102.3;102.1;102.3;101.1;101.1;100.0;;;;;;;;100.0
9529;Total collective labour agreement sector;M-N Business services;First-published figures;2021 3rd quarter;102.1;102.2;102.1;102.2;101.5;101.5;100.0;;;;;;;;100.0
9530;Total collective labour agreement sector;M-N Business services;First-published figures;2021 October;102.2;102.4;102.2;102.4;101.1;101.1;100.0;;;;;;;;100.0
9531;Total collective labour agreement sector;M-N Business services;First-published figures;2021 November;102.3;102.4;102.3;102.4;101.2;101.2;100.0;;;;;;;;100.0
9532;Total collective labour agreement sector;M-N Business services;First-published figures;2021 December;102.3;102.4;102.3;102.4;101.2;101.2;100.0;;;;;;;;100.0
9533;Total collective labour agreement sector;M-N Business services;First-published figures;2021 4th quarter;102.3;102.4;102.3;102.4;101.2;101.2;100.0;;;;;;;;100.0
9534;Total collective labour agreement sector;M-N Business services;First-published figures;2021 year;101.7;101.9;101.7;101.9;101.6;101.6;100.0;;;;;;;;100.0
9535;Total collective labour agreement sector;M-N Business services;First-published figures;2022 January;103.4;103.7;103.4;103.7;104.0;104.0;100.0;;;;;;;;100.0
9536;Total collective labour agreement sector;M-N Business services;First-published figures;2022 February;103.4;103.7;103.4;103.7;104.0;104.0;100.0;;;;;;;;100.0
9537;Total collective labour agreement sector;M-N Business services;First-published figures;2022 March;103.5;103.8;103.5;103.8;104.2;104.2;100.0;;;;;;;;100.0
9538;Total collective labour agreement sector;M-N Business services;First-published figures;2022 1st quarter;103.4;103.7;103.4;103.7;104.1;104.1;100.0;;;;;;;;100.0
9539;Total collective labour agreement sector;M-N Business services;First-published figures;2022 April;103.9;104.3;103.9;104.3;104.6;104.6;100.0;;;;;;;;100.0
9540;Total collective labour agreement sector;M-N Business services;First-published figures;2022 May;103.9;104.3;103.9;104.3;104.6;104.6;100.0;;;;;;;;100.0
9541;Total collective labour agreement sector;M-N Business services;First-published figures;2022 June;103.9;104.3;103.9;104.3;104.6;104.6;100.0;;;;;;;;100.0
9542;Total collective labour agreement sector;M-N Business services;First-published figures;2022 2nd quarter;103.9;104.3;103.9;104.3;104.6;104.6;100.0;;;;;;;;100.0
9543;Total collective labour agreement sector;M-N Business services;First-published figures;2022 July;105.0;105.4;105.0;105.4;105.7;105.7;100.0;;;;;;;;100.0
9544;Total collective labour agreement sector;M-N Business services;First-published figures;2022 August;105.2;105.4;105.2;105.4;105.7;105.7;100.0;;;;;;;;100.0
9545;Total collective labour agreement sector;M-N Business services;First-published figures;2022 September;105.3;105.5;105.3;105.5;105.8;105.8;100.0;;;;;;;;100.0
9546;Total collective labour agreement sector;M-N Business services;First-published figures;2022 3rd quarter;105.2;105.4;105.2;105.4;105.7;105.7;100.0;;;;;;;;100.0
9547;Total collective labour agreement sector;M-N Business services;First-published figures;2022 October;105.3;105.5;105.3;105.5;105.9;105.9;100.0;;;;;;;;100.0
9548;Total collective labour agreement sector;M-N Business services;First-published figures;2022 November;105.3;105.5;105.3;105.5;105.9;105.9;100.0;;;;;;;;100.0
9549;Total collective labour agreement sector;M-N Business services;First-published figures;2022 December;105.3;105.5;105.3;105.5;105.9;105.9;100.0;;;;;;;;100.0
9550;Total collective labour agreement sector;M-N Business services;First-published figures;2022 4th quarter;105.3;105.5;105.3;105.5;105.9;105.9;100.0;;;;;;;;100.0
9551;Total collective labour agreement sector;M-N Business services;First-published figures;2022 year;104.4;104.7;104.4;104.7;105.1;105.1;100.0;;;;;;;;100.0
9552;Total collective labour agreement sector;M-N Business services;First-published figures;2023 January;109.0;109.5;109.1;109.6;109.7;109.9;99.9;;;;;;;;100.0
9553;Total collective labour agreement sector;M-N Business services;First-published figures;2023 February;109.0;109.5;109.2;109.7;109.8;110.0;99.9;;;;;;;;100.0
9554;Total collective labour agreement sector;M-N Business services;First-published figures;2023 March;109.2;109.7;109.4;109.9;110.0;110.2;99.9;;;;;;;;100.0
9555;Total collective labour agreement sector;M-N Business services;First-published figures;2023 1st quarter;109.1;109.6;109.2;109.7;109.9;110.0;99.9;;;;;;;;100.0
9556;Total collective labour agreement sector;M-N Business services;First-published figures;2023 April;109.4;109.9;109.6;110.0;110.2;110.3;99.9;;;;;;;;100.0
9557;Total collective labour agreement sector;M-N Business services;First-published figures;2023 May;109.4;109.9;109.6;110.0;110.2;110.3;99.9;;;;;;;;100.0
9558;Total collective labour agreement sector;M-N Business services;First-published figures;2023 June;109.5;110.0;109.7;110.1;110.3;110.4;99.9;;;;;;;;100.0
9559;Total collective labour agreement sector;M-N Business services;First-published figures;2023 2nd quarter;109.4;109.9;109.6;110.1;110.2;110.4;99.9;;;;;;;;100.0
9560;Total collective labour agreement sector;M-N Business services;First-published figures;2023 July;110.8;111.4;111.0;111.6;111.8;111.9;99.9;;;;;;;;98.0
9561;Total collective labour agreement sector;M-N Business services;First-published figures;2023 August;111.1;111.7;111.3;111.9;112.1;112.2;99.9;;;;;;;;98.0
9562;Total collective labour agreement sector;M-N Business services;First-published figures;2023 September;112.0;112.6;112.1;112.7;112.9;113.1;99.9;;;;;;;;98.0
9563;Total collective labour agreement sector;M-N Business services;First-published figures;2023 3rd quarter;111.3;111.9;111.5;112.1;112.3;112.4;99.9;;;;;;;;98.0
9564;Total collective labour agreement sector;M-N Business services;First-published figures;2023 October;112.0;112.7;112.2;112.8;113.0;113.2;99.9;;;;;;;;98.0
9565;Total collective labour agreement sector;M-N Business services;First-published figures;2023 November;112.3;112.9;112.4;113.0;113.2;113.4;99.9;;;;;;;;98.0
9566;Total collective labour agreement sector;M-N Business services;First-published figures;2023 December;112.4;113.0;112.6;113.2;113.4;113.5;99.9;;;;;;;;100.0
9567;Total collective labour agreement sector;M-N Business services;First-published figures;2023 4th quarter;112.2;112.8;112.4;113.0;113.2;113.3;99.9;;;;;;;;100.0
9568;Total collective labour agreement sector;M-N Business services;First-published figures;2023 year;110.5;111.1;110.7;111.2;111.4;111.5;99.9;;;;;;;;100.0
9569;Total collective labour agreement sector;M-N Business services;First-published figures;2024 January;116.4;117.1;116.6;117.3;117.6;117.8;99.9;;;;;;;;58.0
9570;Total collective labour agreement sector;M-N Business services;First-published figures;2024 February;116.2;116.8;116.3;117.0;117.3;117.5;99.9;;;;;;;;62.0
9571;Total collective labour agreement sector;M-N Business services;First-published figures;2024 March;116.5;117.1;116.7;117.3;117.5;117.7;99.9;;;;;;;;95.0
9572;Total collective labour agreement sector;M-N Business services;First-published figures;2024 1st quarter;116.4;117.0;116.5;117.2;117.4;117.6;99.9;;;;;;;;95.0
9573;Total collective labour agreement sector;M-N Business services;First-published figures;2024 April;116.5;117.1;116.7;117.3;117.5;117.6;99.9;;;;;;;;92.0
9574;Total collective labour agreement sector;M-N Business services;First-published figures;2024 May;116.5;117.0;116.7;117.2;117.4;117.5;99.9;;;;;;;;97.0
9575;Total collective labour agreement sector;M-N Business services;First-published figures;2024 June;116.5;117.1;116.7;117.2;117.4;117.6;99.9;;;;;;;;97.0
9576;Total collective labour agreement sector;M-N Business services;First-published figures;2024 2nd quarter;116.5;117.0;116.7;117.2;117.4;117.6;99.9;;;;;;;;97.0
9577;Total collective labour agreement sector;M-N Business services;First-published figures;2024 July;119.2;119.8;119.3;120.0;120.3;120.4;99.9;;;;;;;;97.0
9578;Total collective labour agreement sector;M-N Business services;First-published figures;2024 August;119.2;119.9;119.4;120.0;120.3;120.5;99.9;;;;;;;;98.0
9579;Total collective labour agreement sector;M-N Business services;First-published figures;2024 September;119.7;120.1;119.9;120.3;120.6;120.7;99.9;;;;;;;;98.0
9580;Total collective labour agreement sector;M-N Business services;First-published figures;2024 3rd quarter;119.4;120.0;119.5;120.1;120.4;120.6;99.9;;;;;;;;98.0
9581;Total collective labour agreement sector;M-N Business services;First-published figures;2024 October;119.9;120.3;120.0;120.5;120.7;120.9;99.9;;;;;;;;96.0
9582;Total collective labour agreement sector;M-N Business services;First-published figures;2024 November;119.8;120.2;119.9;120.3;120.6;120.8;99.9;;;;;;;;98.0
9583;Total collective labour agreement sector;M-N Business services;First-published figures;2024 December;119.7;120.2;119.9;120.3;120.6;120.7;99.9;;;;;;;;98.0
9584;Total collective labour agreement sector;M-N Business services;First-published figures;2024 4th quarter;119.7;120.2;119.9;120.3;120.6;120.7;99.9;;;;;;;;98.0
9585;Total collective labour agreement sector;M-N Business services;First-published figures;2024 year;117.9;118.4;118.1;118.6;118.8;119.0;99.9;;;;;;;;100.0
9586;Total collective labour agreement sector;M-N Business services;First-published figures;2025 January;123.1;123.5;123.3;123.7;123.9;124.0;99.9;;;;;;;;77.0
9587;Total collective labour agreement sector;M-N Business services;First-published figures;2025 February;122.6;123.1;122.8;123.3;123.4;123.6;99.9;;;;;;;;92.0
9588;Total collective labour agreement sector;M-N Business services;First-published figures;2025 March;122.6;123.1;122.8;123.3;123.4;123.6;99.9;;;;;;;;92.0
9589;Total collective labour agreement sector;M-N Business services;First-published figures;2025 1st quarter;122.6;123.1;122.8;123.3;123.4;123.6;99.9;;;;;;;;92.0
9590;Total collective labour agreement sector;M Other specialised business services;Current figures;1972 year;;;;;;;;;;;;;;;
9591;Total collective labour agreement sector;M Other specialised business services;Current figures;1973 year;;;;;;;;;;;;;;;
9592;Total collective labour agreement sector;M Other specialised business services;Current figures;1974 year;;;;;;;;;;;;;;;
9593;Total collective labour agreement sector;M Other specialised business services;Current figures;1975 year;;;;;;;;;;;;;;;
9594;Total collective labour agreement sector;M Other specialised business services;Current figures;1976 year;;;;;;;;;;;;;;;
9595;Total collective labour agreement sector;M Other specialised business services;Current figures;1977 year;;;;;;;;;;;;;;;
9596;Total collective labour agreement sector;M Other specialised business services;Current figures;1978 year;;;;;;;;;;;;;;;
9597;Total collective labour agreement sector;M Other specialised business services;Current figures;1979 year;;;;;;;;;;;;;;;
9598;Total collective labour agreement sector;M Other specialised business services;Current figures;1980 year;;;;;;;;;;;;;;;
9599;Total collective labour agreement sector;M Other specialised business services;Current figures;1981 year;;;;;;;;;;;;;;;
9600;Total collective labour agreement sector;M Other specialised business services;Current figures;1982 year;;;;;;;;;;;;;;;
9601;Total collective labour agreement sector;M Other specialised business services;Current figures;1983 year;;;;;;;;;;;;;;;
9602;Total collective labour agreement sector;M Other specialised business services;Current figures;1984 year;;;;;;;;;;;;;;;
9603;Total collective labour agreement sector;M Other specialised business services;Current figures;1985 year;;;;;;;;;;;;;;;
9604;Total collective labour agreement sector;M Other specialised business services;Current figures;1986 year;;;;;;;;;;;;;;;
9605;Total collective labour agreement sector;M Other specialised business services;Current figures;1987 year;;;;;;;;;;;;;;;
9606;Total collective labour agreement sector;M Other specialised business services;Current figures;1988 year;;;;;;;;;;;;;;;
9607;Total collective labour agreement sector;M Other specialised business services;Current figures;1989 year;;;;;;;;;;;;;;;
9608;Total collective labour agreement sector;M Other specialised business services;Current figures;1990 year;;;;;;;;;;;;;;;
9609;Total collective labour agreement sector;M Other specialised business services;Current figures;1991 year;;;;;;;;;;;;;;;
9610;Total collective labour agreement sector;M Other specialised business services;Current figures;1992 year;;;;;;;;;;;;;;;
9611;Total collective labour agreement sector;M Other specialised business services;Current figures;1993 year;;;;;;;;;;;;;;;
9612;Total collective labour agreement sector;M Other specialised business services;Current figures;1994 year;;;;;;;;;;;;;;;
9613;Total collective labour agreement sector;M Other specialised business services;Current figures;1995 year;;;;;;;;;;;;;;;
9614;Total collective labour agreement sector;M Other specialised business services;Current figures;1996 year;;;;;;;;;;;;;;;
9615;Total collective labour agreement sector;M Other specialised business services;Current figures;1997 year;;;;;;;;;;;;;;;
9616;Total collective labour agreement sector;M Other specialised business services;Current figures;1998 year;;;;;;;;;;;;;;;
9617;Total collective labour agreement sector;M Other specialised business services;Current figures;1999 year;;;;;;;;;;;;;;;
9618;Total collective labour agreement sector;M Other specialised business services;Current figures;2000 year;;;;;;;;;;;;;;;
9619;Total collective labour agreement sector;M Other specialised business services;Current figures;2001 year;;;;;;;;;;;;;;;
9620;Total collective labour agreement sector;M Other specialised business services;Current figures;2002 year;;;;;;;;;;;;;;;
9621;Total collective labour agreement sector;M Other specialised business services;Current figures;2003 year;;;;;;;;;;;;;;;
9622;Total collective labour agreement sector;M Other specialised business services;Current figures;2004 year;;;;;;;;;;;;;;;
9623;Total collective labour agreement sector;M Other specialised business services;Current figures;2005 year;;;;;;;;;;;;;;;
9624;Total collective labour agreement sector;M Other specialised business services;Current figures;2006 year;;;;;;;;;;;;;;;
9625;Total collective labour agreement sector;M Other specialised business services;Current figures;2007 year;;;;;;;;;;;;;;;
9626;Total collective labour agreement sector;M Other specialised business services;Current figures;2008 year;;;;;;;;;;;;;;;
9627;Total collective labour agreement sector;M Other specialised business services;Current figures;2009 year;;;;;;;;;;;;;;;
9628;Total collective labour agreement sector;M Other specialised business services;Current figures;2010 year;;;;;;;;;;;;;;;
9629;Total collective labour agreement sector;M Other specialised business services;Current figures;2011 year;;;;;;;;1.0;1.1;1.2;1.2;1.3;1.4;-0.2;
9630;Total collective labour agreement sector;M Other specialised business services;Current figures;2012 year;;;;;;;;1.6;1.5;1.6;1.7;2.9;3.1;-0.1;
9631;Total collective labour agreement sector;M Other specialised business services;Current figures;2013 year;;;;;;;;0.8;0.8;0.8;0.8;1.0;1.0;0.0;
9632;Total collective labour agreement sector;M Other specialised business services;Current figures;2014 year;;;;;;;;0.5;0.6;0.6;0.6;0.9;0.8;0.0;
9633;Total collective labour agreement sector;M Other specialised business services;Current figures;2015 year;;;;;;;;1.3;1.5;1.1;1.3;-0.6;-0.6;0.2;
9634;Total collective labour agreement sector;M Other specialised business services;Current figures;2016 year;;;;;;;;1.5;1.2;1.5;1.2;1.7;1.7;0.0;
9635;Total collective labour agreement sector;M Other specialised business services;Current figures;2017 year;;;;;;;;1.4;1.5;1.4;1.5;2.0;1.9;0.0;
9636;Total collective labour agreement sector;M Other specialised business services;Current figures;2018 year;;;;;;;;1.8;1.7;1.8;1.7;2.2;2.2;0.0;
9637;Total collective labour agreement sector;M Other specialised business services;Current figures;2019 year;;;;;;;;2.1;2.3;2.1;2.2;2.9;2.8;0.1;
9638;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 January;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
9639;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 February;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
