ID;Geslacht;Leeftijden;TypeZorg;SamenstellingHuishoudens;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
6580;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2004;740;1.62;202;274;4.44
6581;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2005;645;1.43;181;281;4.02
6582;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2006;610;1.37;185;305;4.17
6583;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2007;460;1.04;149;326;3.39
6584;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2008;370;0.84;117;318;2.69
6585;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2009;270;0.63;92;339;2.12
6586;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar met kinderen;2010;260;0.61;80;304;1.84
6587;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2004;9780;1.85;2362;241;4.46
6588;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2005;9440;1.75;2468;261;4.56
6589;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2006;9285;1.69;2589;279;4.71
6590;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2007;7490;1.33;2223;297;3.95
6591;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2008;6265;1.08;1888;301;3.26
6592;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2009;5450;0.91;1626;298;2.71
6593;Vrouwen;65 tot 80 jaar;7;Totaal meerpers.huish. zonder kinderen;2010;4990;0.81;1497;300;2.43
6594;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2004;9420;1.87;2233;237;4.43
6595;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2005;9050;1.75;2313;256;4.48
6596;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2006;8895;1.69;2426;273;4.61
6597;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2007;7160;1.33;2078;290;3.85
6598;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2008;6000;1.08;1777;296;3.19
6599;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2009;5225;0.9;1538;294;2.66
6600;Vrouwen;65 tot 80 jaar;7;Huishoudens met paar zonder kinderen;2010;4815;0.81;1417;294;2.38
6601;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2004;360;1.4;129;357;4.99
6602;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2005;395;1.59;155;395;6.3
6603;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2006;390;1.65;163;419;6.92
6604;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2007;330;1.46;145;439;6.39
6605;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2008;265;1.21;111;421;5.08
6606;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2009;225;1.06;88;396;4.18
6607;Vrouwen;65 tot 80 jaar;7;Overige huishoudens zonder kinderen;2010;175;0.84;80;460;3.86
6608;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2004;133860;14.09;12341;92;12.99
6609;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2005;131295;13.69;14940;114;15.57
6610;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2006;131165;13.57;15593;119;16.13
6611;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2007;124365;12.72;15152;122;15.5
6612;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2008;121840;12.26;14995;123;15.08
6613;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2009;120240;11.85;15263;127;15.04
6614;Vrouwen;65 tot 80 jaar;8;Totaal huishoudens;2010;116495;11.31;14989;129;14.55
6615;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2004;83090;23.82;7847;94;22.5
6616;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2005;83095;23.88;9645;116;27.72
6617;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2006;83115;23.91;10084;121;29.01
6618;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2007;79240;22.81;9729;123;28.01
6619;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2008;77325;22.24;9511;123;27.36
6620;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2009;76040;21.76;9605;126;27.48
6621;Vrouwen;65 tot 80 jaar;8;Eénpersoonshuishoudens;2010;73600;21.0;9404;128;26.83
6622;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2004;5450;7.63;515;95;7.22
6623;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2005;5060;7.2;597;118;8.49
6624;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2006;4800;6.98;596;124;8.66
6625;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2007;4270;6.32;552;129;8.16
6626;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2008;3895;5.84;499;128;7.48
6627;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2009;3560;5.38;471;132;7.12
6628;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huishoudens met kinderen;2010;3125;4.8;414;133;6.37
6629;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2004;2835;10.95;273;96;10.53
6630;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2005;2670;10.61;319;119;12.67
6631;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2006;2500;10.28;312;125;12.82
6632;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2007;2170;9.23;281;130;11.96
6633;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2008;1990;8.66;254;128;11.05
6634;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2009;1815;8.04;240;132;10.64
6635;Vrouwen;65 tot 80 jaar;8;Eénouderhuishoudens;2010;1585;7.24;214;135;9.79
6636;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2004;2610;5.74;243;93;5.33
6637;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2005;2395;5.3;279;116;6.17
6638;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2006;2300;5.17;284;124;6.39
6639;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2007;2100;4.77;271;129;6.14
6640;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2008;1905;4.35;245;129;5.6
6641;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2009;1740;4.0;230;132;5.29
6642;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar met kinderen;2010;1540;3.57;200;130;4.64
6643;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2004;45325;8.56;3978;88;7.51
6644;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2005;43135;7.97;4698;109;8.68
6645;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2006;43255;7.86;4913;114;8.93
6646;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2007;40855;7.26;4871;119;8.66
6647;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2008;40620;7.01;4985;123;8.6
6648;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2009;40640;6.78;5187;128;8.65
6649;Vrouwen;65 tot 80 jaar;8;Totaal meerpers.huish. zonder kinderen;2010;39770;6.47;5171;130;8.41
6650;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2004;44260;8.79;3888;88;7.72
6651;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2005;42020;8.14;4580;109;8.87
6652;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2006;42145;8.0;4791;114;9.1
6653;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2007;39930;7.4;4761;119;8.82
6654;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2008;39760;7.13;4886;123;8.76
6655;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2009;39820;6.89;5089;128;8.8
6656;Vrouwen;65 tot 80 jaar;8;Huishoudens met paar zonder kinderen;2010;39015;6.57;5078;130;8.55
6657;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2004;1065;4.1;90;85;3.47
6658;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2005;1115;4.52;118;105;4.77
6659;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2006;1105;4.71;122;110;5.18
6660;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2007;925;4.1;110;119;4.87
6661;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2008;860;3.94;99;115;4.54
6662;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2009;820;3.89;99;120;4.68
6663;Vrouwen;65 tot 80 jaar;8;Overige huishoudens zonder kinderen;2010;760;3.66;92;122;4.45
6664;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2004;89495;9.42;7648;85;8.05
6665;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2005;68125;7.1;5389;79;5.62
6666;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2006;64090;6.63;5395;84;5.58
6667;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2007;64820;6.63;5596;86;5.73
6668;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2008;66900;6.73;6094;91;6.13
6669;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2009;67595;6.66;6346;94;6.25
6670;Vrouwen;65 tot 80 jaar;9;Totaal huishoudens;2010;69745;6.77;6684;96;6.49
6671;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2004;54485;15.62;4908;90;14.07
6672;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2005;40530;11.65;3408;84;9.79
6673;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2006;37535;10.8;3349;89;9.63
6674;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2007;37680;10.85;3467;92;9.98
6675;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2008;38995;11.22;3831;98;11.02
6676;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2009;39045;11.17;3950;101;11.3
6677;Vrouwen;65 tot 80 jaar;9;Eénpersoonshuishoudens;2010;40120;11.45;4146;103;11.83
6678;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2004;4865;6.81;391;80;5.48
6679;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2005;4005;5.69;278;69;3.95
6680;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2006;3915;5.7;301;77;4.38
6681;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2007;3945;5.84;317;80;4.69
6682;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2008;3895;5.84;333;85;4.98
6683;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2009;3890;5.88;355;91;5.37
6684;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huishoudens met kinderen;2010;3845;5.91;379;99;5.83
6685;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2004;2605;10.06;215;83;8.3
6686;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2005;2150;8.56;154;72;6.14
6687;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2006;2075;8.54;164;79;6.73
6688;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2007;2035;8.65;164;81;6.98
6689;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2008;2000;8.71;178;89;7.73
6690;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2009;1975;8.73;190;96;8.4
6691;Vrouwen;65 tot 80 jaar;9;Eénouderhuishoudens;2010;1975;9.01;206;104;9.41
6692;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2004;2260;4.96;176;78;3.87
6693;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2005;1855;4.1;124;67;2.73
6694;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2006;1840;4.15;137;75;3.09
6695;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2007;1910;4.33;153;80;3.46
6696;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2008;1890;4.33;155;82;3.54
6697;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2009;1915;4.4;165;86;3.8
6698;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar met kinderen;2010;1870;4.33;173;93;4.01
6699;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2004;30145;5.69;2349;78;4.44
6700;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2005;23590;4.36;1703;72;3.15
6701;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2006;22640;4.12;1745;77;3.17
6702;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2007;23195;4.12;1812;78;3.22
6703;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2008;24010;4.14;1931;80;3.33
6704;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2009;24660;4.11;2041;83;3.4
6705;Vrouwen;65 tot 80 jaar;9;Totaal meerpers.huish. zonder kinderen;2010;25785;4.19;2159;84;3.51
6706;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2004;28955;5.75;2177;75;4.32
6707;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2005;22530;4.36;1523;68;2.95
6708;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2006;21590;4.1;1591;74;3.02
6709;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2007;22155;4.1;1663;75;3.08
6710;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2008;22965;4.12;1781;78;3.19
6711;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2009;23650;4.09;1895;80;3.28
6712;Vrouwen;65 tot 80 jaar;9;Huishoudens met paar zonder kinderen;2010;24835;4.18;2024;81;3.41
6713;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2004;1190;4.59;172;145;6.64
6714;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2005;1060;4.3;181;170;7.32
6715;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2006;1045;4.45;154;147;6.55
6716;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2007;1040;4.59;150;144;6.61
6717;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2008;1045;4.78;150;143;6.86
6718;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2009;1015;4.8;146;144;6.9
6719;Vrouwen;65 tot 80 jaar;9;Overige huishoudens zonder kinderen;2010;950;4.57;135;143;6.51
6720;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2004;62945;6.63;2510;40;2.64
6721;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2005;61230;6.38;2146;35;2.24
6722;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2006;60470;6.26;2198;36;2.27
6723;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2007;54560;5.58;1967;36;2.01
6724;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2008;46625;4.69;1495;32;1.5
6725;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2009;40075;3.95;1242;31;1.22
6726;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal huishoudens;2010;37395;3.63;1170;31;1.14
6727;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2004;34260;9.82;1400;41;4.01
6728;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2005;33585;9.65;1257;37;3.61
6729;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2006;33125;9.53;1324;40;3.81
6730;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2007;29670;8.54;1184;40;3.41
6731;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2008;24340;7.0;852;35;2.45
6732;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2009;20495;5.86;694;34;1.99
6733;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénpersoonshuishoudens;2010;18815;5.37;644;34;1.84
6734;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2004;4355;6.1;192;44;2.69
6735;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2005;4055;5.77;152;37;2.16
6736;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2006;3930;5.72;153;39;2.22
6737;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2007;3520;5.21;131;37;1.95
6738;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2008;3050;4.57;103;34;1.54
6739;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2009;2550;3.86;90;35;1.36
6740;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huishoudens met kinderen;2010;2475;3.81;84;34;1.29
6741;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2004;2175;8.4;88;40;3.39
6742;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2005;2025;8.05;73;36;2.9
6743;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2006;2000;8.22;80;40;3.3
6744;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2007;1705;7.25;65;38;2.78
6745;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2008;1460;6.35;51;35;2.22
6746;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2009;1200;5.32;46;39;2.06
6747;Vrouwen;65 tot 80 jaar;Totaal verpleging;Eénouderhuishoudens;2010;1170;5.35;46;40;2.12
6748;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2004;2180;4.79;104;48;2.29
6749;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2005;2030;4.49;79;39;1.75
6750;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2006;1930;4.35;72;37;1.63
6751;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2007;1815;4.12;66;36;1.5
6752;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2008;1590;3.64;52;33;1.19
6753;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2009;1350;3.1;44;32;1.0
6754;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar met kinderen;2010;1305;3.03;38;29;0.87
6755;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2004;24330;4.59;918;38;1.73
6756;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2005;23590;4.36;738;31;1.36
6757;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2006;23415;4.26;721;31;1.31
6758;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2007;21370;3.8;651;30;1.16
6759;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2008;19235;3.32;540;28;0.93
6760;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2009;17030;2.84;458;27;0.76
6761;Vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal meerpers.huish. zonder kinderen;2010;16105;2.62;442;27;0.72
6762;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2004;23280;4.62;863;37;1.71
6763;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2005;22570;4.37;685;30;1.33
6764;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2006;22400;4.25;662;30;1.26
6765;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2007;20445;3.79;591;29;1.09
6766;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2008;18425;3.3;495;27;0.89
6767;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2009;16330;2.82;422;26;0.73
6768;Vrouwen;65 tot 80 jaar;Totaal verpleging;Huishoudens met paar zonder kinderen;2010;15575;2.62;417;27;0.7
6769;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2004;1050;4.05;55;53;2.13
6770;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2005;1020;4.14;52;51;2.12
6771;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2006;1015;4.32;59;58;2.52
6772;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2007;925;4.08;61;66;2.67
6773;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2008;810;3.71;46;56;2.09
6774;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2009;700;3.31;36;51;1.69
6775;Vrouwen;65 tot 80 jaar;Totaal verpleging;Overige huishoudens zonder kinderen;2010;530;2.55;25;48;1.23
6776;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2004;186275;43.0;36317;195;83.84
6777;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2005;190290;43.15;37932;199;86.02
6778;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2006;198390;44.22;40638;205;90.59
6779;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2007;203145;44.64;41439;204;91.06
6780;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2008;208140;44.77;41963;202;90.25
6781;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2009;211455;44.77;43177;204;91.42
6782;Vrouwen;80 jaar of ouder;0;Totaal huishoudens;2010;213760;44.29;43989;206;91.14
6783;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2004;142070;58.28;28693;202;117.71
6784;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2005;145155;58.24;30054;207;120.59
6785;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2006;151395;59.21;32168;212;125.81
6786;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2007;155020;59.35;32751;211;125.4
6787;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2008;159025;59.48;33150;208;123.99
6788;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2009;161250;59.29;34094;211;125.35
6789;Vrouwen;80 jaar of ouder;0;Eénpersoonshuishoudens;2010;162420;58.53;34793;214;125.39
6790;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2004;7975;35.29;1401;176;62.0
6791;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2005;7905;34.86;1386;175;61.14
6792;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2006;7980;35.13;1454;182;64.01
6793;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2007;7830;34.74;1422;182;63.1
6794;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2008;7810;34.29;1404;180;61.66
6795;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2009;7705;33.8;1405;182;61.64
6796;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huishoudens met kinderen;2010;7470;32.58;1372;184;59.81
6797;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2004;5505;38.52;963;175;67.45
6798;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2005;5415;38.02;946;175;66.4
6799;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2006;5455;38.04;986;181;68.72
6800;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2007;5330;37.42;977;183;68.58
6801;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2008;5370;37.46;956;178;66.67
6802;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2009;5280;37.04;946;179;66.37
6803;Vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2010;5120;36.04;936;183;65.85
6804;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2004;2470;29.74;437;177;52.63
6805;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2005;2490;29.52;441;177;52.25
6806;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2006;2525;30.16;468;185;55.93
6807;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2007;2500;30.13;446;178;53.7
6808;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2008;2440;28.91;448;184;53.14
6809;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2009;2425;28.39;459;189;53.74
6810;Vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2010;2350;26.96;436;185;49.98
6811;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2004;36230;21.72;6223;172;37.3
6812;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2005;37235;22.02;6492;174;38.4
6813;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2006;39015;22.92;7016;180;41.22
6814;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2007;40295;23.51;7266;180;42.4
6815;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2008;41305;23.63;7409;179;42.38
6816;Vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2009;42505;23.94;7679;181;43.25
