ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
8516;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;0.0;0.1
8517;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;0.1;0.1
8518;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;0.1;0.1
8519;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;0.1;0.1
8520;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;0.1;0.1
8521;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;0.0;0.1
8522;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;0.0;0.1
8523;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
8524;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
8525;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;0.0;0.1
8526;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;;
8527;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;;
8528;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;;
8529;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;;
8530;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;;
8531;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;;
8532;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;;
8533;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;;
8534;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;;
8535;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;;
8536;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;;
8537;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;;
8538;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;;
8539;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;;
8540;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;23.7;12.1
8541;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;21.1;11.9
8542;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;20.0;10.7
8543;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;22.7;9.4
8544;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;27.8;9.5
8545;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;31.7;9.6
8546;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;31.0;11.9
8547;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;26.2;14.3
8548;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;27.6;12.1
8549;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;28.0;11.6
8550;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;26.1;12.0
8551;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;25.7;11.8
8552;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;27.5;10.8
8553;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;31.2;11.3
8554;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;22.6;10.3
8555;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;20.0;10.2
8556;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;19.2;9.1
8557;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;21.5;8.1
8558;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;26.3;8.5
8559;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;30.4;8.4
8560;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;29.9;10.5
8561;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;25.2;12.8
8562;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;26.7;10.9
8563;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;27.1;10.5
8564;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;25.3;10.7
8565;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;24.9;10.8
8566;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;26.7;9.8
8567;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;30.5;10.2
8568;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;1.1;1.8
8569;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;1.1;1.6
8570;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;0.8;1.6
8571;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;1.2;1.2
8572;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;1.5;1.0
8573;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;1.3;1.2
8574;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;1.2;1.4
8575;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;1.0;1.5
8576;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;1.0;1.2
8577;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;1.0;1.1
8578;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;0.8;1.3
8579;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;0.8;1.0
8580;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;0.8;1.0
8581;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;0.7;1.1
8582;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.5;
8583;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.3;
8584;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.2;
8585;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.2;
8586;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.2;
8587;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.2;
8588;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.4;
8589;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;26 september 2008 tot 25 september 2009;0.3;
8590;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;25 september 2009 tot 24 september 2010;0.3;
8591;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;24 september 2010 tot 30 september 2011;0.3;
8592;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;30 september 2011 tot 28 september 2012;0.2;
8593;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;28 september 2012 tot 27 september 2013;0.2;
8594;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;27 september 2013 tot 26 september 2014;0.2;
8595;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Instroom door Immigratie;26 september 2014 tot 25 september 2015;0.3;
8596;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;;0.2
8597;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;;0.3
8598;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;;0.3
8599;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;;0.2
8600;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;;0.3
8601;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;;0.3
8602;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;;0.4
8603;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;;0.3
8604;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;;0.3
8605;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;;0.3
8606;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;;0.2
8607;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;;0.3
8608;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;;0.2
8609;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;;0.3
8610;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;9.7;4.8
8611;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;8.5;4.7
8612;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;7.2;4.1
8613;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;7.4;3.4
8614;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;8.3;3.2
8615;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;8.6;2.9
8616;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;8.2;3.1
8617;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;6.4;3.7
8618;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;6.3;3.0
8619;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;5.8;2.7
8620;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;5.2;2.6
8621;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;4.9;2.4
8622;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;4.6;2.1
8623;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;5.1;2.0
8624;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;28 september 2001 tot 27 september 2002;0.0;0.0
8625;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;27 september 2002 tot 26 september 2003;0.0;0.0
8626;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;26 september 2003 tot 24 september 2004;0.0;0.0
8627;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;24 september 2004 tot 30 september 2005;0.0;0.0
8628;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;30 september 2005 tot 29 september 2006;0.0;0.0
8629;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;29 september 2006 tot 28 september 2007;0.0;0.0
8630;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;28 september 2007 tot 26 september 2008;0.0;0.0
8631;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;26 september 2008 tot 25 september 2009;0.0;0.0
8632;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;25 september 2009 tot 24 september 2010;0.0;0.0
8633;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;24 september 2010 tot 30 september 2011;0.0;0.0
8634;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;30 september 2011 tot 28 september 2012;0.0;0.0
8635;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;28 september 2012 tot 27 september 2013;0.0;0.0
8636;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;27 september 2013 tot 26 september 2014;0.0;0.0
8637;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid totaal;26 september 2014 tot 25 september 2015;0.0;0.0
8638;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;28 september 2001 tot 27 september 2002;0.0;0.0
8639;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;27 september 2002 tot 26 september 2003;0.0;0.0
8640;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;26 september 2003 tot 24 september 2004;0.0;0.0
8641;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;24 september 2004 tot 30 september 2005;0.0;0.0
8642;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;30 september 2005 tot 29 september 2006;0.0;0.0
8643;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;29 september 2006 tot 28 september 2007;0.0;0.0
8644;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;28 september 2007 tot 26 september 2008;0.0;0.0
8645;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;26 september 2008 tot 25 september 2009;0.0;0.0
8646;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;25 september 2009 tot 24 september 2010;0.0;0.0
8647;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;24 september 2010 tot 30 september 2011;0.0;0.0
8648;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;30 september 2011 tot 28 september 2012;0.0;0.0
8649;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;28 september 2012 tot 27 september 2013;0.0;0.0
8650;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;27 september 2013 tot 26 september 2014;0.0;0.0
8651;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid in het buitenland;26 september 2014 tot 25 september 2015;0.0;0.0
8652;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2001 tot 27 september 2002;0.0;0.0
8653;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;27 september 2002 tot 26 september 2003;0.0;0.0
8654;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2003 tot 24 september 2004;0.0;0.0
8655;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;24 september 2004 tot 30 september 2005;0.0;0.0
8656;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;30 september 2005 tot 29 september 2006;0.0;0.0
8657;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;29 september 2006 tot 28 september 2007;0.0;0.0
8658;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2007 tot 26 september 2008;0.0;0.0
8659;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2008 tot 25 september 2009;0.0;0.0
8660;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;25 september 2009 tot 24 september 2010;0.0;0.0
8661;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;24 september 2010 tot 30 september 2011;0.0;0.0
8662;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;30 september 2011 tot 28 september 2012;0.0;0.0
8663;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2012 tot 27 september 2013;0.0;0.0
8664;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;27 september 2013 tot 26 september 2014;0.0;0.0
8665;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2014 tot 25 september 2015;0.0;0.0
8666;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;28 september 2001 tot 27 september 2002;0.3;0.3
8667;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;27 september 2002 tot 26 september 2003;0.3;0.3
8668;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;26 september 2003 tot 24 september 2004;0.2;0.2
8669;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;24 september 2004 tot 30 september 2005;0.1;0.1
8670;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;30 september 2005 tot 29 september 2006;0.1;0.1
8671;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;29 september 2006 tot 28 september 2007;0.1;0.1
8672;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;28 september 2007 tot 26 september 2008;0.1;0.1
8673;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;26 september 2008 tot 25 september 2009;0.1;0.2
8674;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;25 september 2009 tot 24 september 2010;0.1;0.1
8675;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;24 september 2010 tot 30 september 2011;0.1;0.1
8676;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;30 september 2011 tot 28 september 2012;0.1;0.1
8677;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;28 september 2012 tot 27 september 2013;0.1;0.1
8678;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;27 september 2013 tot 26 september 2014;0.1;0.1
8679;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit uitkering totaal;26 september 2014 tot 25 september 2015;0.1;0.1
8680;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;28 september 2001 tot 27 september 2002;0.0;0.0
8681;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;27 september 2002 tot 26 september 2003;0.0;0.0
8682;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0
