ID;Geslacht;Migratieachtergrond;OnderwijspositieInBasisjaar;SectorInBasisjaar;PositieInVolgendStudiejaar;SectorInVolgendStudiejaar;Perioden;StudentenMbo_1
8210;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector landbouw;2015/'16 naar 2016/'17;
8211;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector landbouw;2016/'17 naar 2017/'18;
8212;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector landbouw;2017/'18 naar 2018/'19;
8213;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector landbouw;2018/'19 naar 2019/'20;
8214;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector landbouw;2019/'20 naar 2020/'21;
8215;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector landbouw;2020/'21 naar 2021/'22;
8216;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2008/'09 naar 2009/'10;
8217;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2009/'10 naar 2010/'11;
8218;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2010/'11 naar 2011/'12;
8219;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2011/'12 naar 2012/'13;
8220;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2012/'13 naar 2013/'14;
8221;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2013/'14 naar 2014/'15;
8222;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2014/'15 naar 2015/'16;
8223;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2015/'16 naar 2016/'17;
8224;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2016/'17 naar 2017/'18;
8225;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2017/'18 naar 2018/'19;
8226;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2018/'19 naar 2019/'20;
8227;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2019/'20 naar 2020/'21;
8228;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector economie;2020/'21 naar 2021/'22;
8229;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2008/'09 naar 2009/'10;
8230;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2009/'10 naar 2010/'11;
8231;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2010/'11 naar 2011/'12;
8232;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2011/'12 naar 2012/'13;
8233;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2012/'13 naar 2013/'14;
8234;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2013/'14 naar 2014/'15;
8235;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2014/'15 naar 2015/'16;
8236;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2015/'16 naar 2016/'17;
8237;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2016/'17 naar 2017/'18;
8238;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2017/'18 naar 2018/'19;
8239;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2018/'19 naar 2019/'20;
8240;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2019/'20 naar 2020/'21;
8241;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector techniek;2020/'21 naar 2021/'22;
8242;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2008/'09 naar 2009/'10;
8243;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2009/'10 naar 2010/'11;
8244;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2010/'11 naar 2011/'12;
8245;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2011/'12 naar 2012/'13;
8246;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2012/'13 naar 2013/'14;
8247;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2013/'14 naar 2014/'15;
8248;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2014/'15 naar 2015/'16;
8249;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2015/'16 naar 2016/'17;
8250;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2016/'17 naar 2017/'18;
8251;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2017/'18 naar 2018/'19;
8252;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2018/'19 naar 2019/'20;
8253;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2019/'20 naar 2020/'21;
8254;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Sector zorg en welzijn;2020/'21 naar 2021/'22;
8255;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2008/'09 naar 2009/'10;
8256;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2009/'10 naar 2010/'11;
8257;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2010/'11 naar 2011/'12;
8258;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2011/'12 naar 2012/'13;
8259;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2012/'13 naar 2013/'14;
8260;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2013/'14 naar 2014/'15;
8261;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2014/'15 naar 2015/'16;
8262;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2015/'16 naar 2016/'17;
8263;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2016/'17 naar 2017/'18;
8264;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2017/'18 naar 2018/'19;
8265;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2018/'19 naar 2019/'20;
8266;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2019/'20 naar 2020/'21;
8267;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Combinatie van sectoren;2020/'21 naar 2021/'22;
8268;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2008/'09 naar 2009/'10;35984.0
8269;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2009/'10 naar 2010/'11;38267.0
8270;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2010/'11 naar 2011/'12;40069.0
8271;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2011/'12 naar 2012/'13;40246.0
8272;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2012/'13 naar 2013/'14;36940.0
8273;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2013/'14 naar 2014/'15;35194.0
8274;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2014/'15 naar 2015/'16;33705.0
8275;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2015/'16 naar 2016/'17;31998.0
8276;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2016/'17 naar 2017/'18;32454.0
8277;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2017/'18 naar 2018/'19;32497.0
8278;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2018/'19 naar 2019/'20;33337.0
8279;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2019/'20 naar 2020/'21;31741.0
8280;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Niet in onderwijs, overig;Niet van toepassing;2020/'21 naar 2021/'22;32330.0
8281;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2008/'09 naar 2009/'10;783.0
8282;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2009/'10 naar 2010/'11;854.0
8283;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2010/'11 naar 2011/'12;847.0
8284;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2011/'12 naar 2012/'13;771.0
8285;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2012/'13 naar 2013/'14;662.0
8286;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2013/'14 naar 2014/'15;625.0
8287;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2014/'15 naar 2015/'16;614.0
8288;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2015/'16 naar 2016/'17;551.0
8289;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2016/'17 naar 2017/'18;489.0
8290;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2017/'18 naar 2018/'19;455.0
8291;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2018/'19 naar 2019/'20;415.0
8292;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2019/'20 naar 2020/'21;350.0
8293;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Totaal;2020/'21 naar 2021/'22;337.0
8294;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2008/'09 naar 2009/'10;
8295;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2009/'10 naar 2010/'11;
8296;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2010/'11 naar 2011/'12;
8297;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2011/'12 naar 2012/'13;
8298;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2012/'13 naar 2013/'14;
8299;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2013/'14 naar 2014/'15;
8300;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2014/'15 naar 2015/'16;
8301;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2015/'16 naar 2016/'17;
8302;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2016/'17 naar 2017/'18;
8303;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2017/'18 naar 2018/'19;
8304;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2018/'19 naar 2019/'20;
8305;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2019/'20 naar 2020/'21;
8306;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector landbouw;2020/'21 naar 2021/'22;
8307;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2008/'09 naar 2009/'10;
8308;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2009/'10 naar 2010/'11;
8309;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2010/'11 naar 2011/'12;
8310;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2011/'12 naar 2012/'13;
8311;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2012/'13 naar 2013/'14;
8312;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2013/'14 naar 2014/'15;
8313;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2014/'15 naar 2015/'16;
8314;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2015/'16 naar 2016/'17;
8315;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2016/'17 naar 2017/'18;
8316;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2017/'18 naar 2018/'19;
8317;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2018/'19 naar 2019/'20;
8318;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2019/'20 naar 2020/'21;
8319;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector economie;2020/'21 naar 2021/'22;
8320;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2008/'09 naar 2009/'10;
8321;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2009/'10 naar 2010/'11;
8322;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2010/'11 naar 2011/'12;
8323;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2011/'12 naar 2012/'13;
8324;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2012/'13 naar 2013/'14;
8325;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2013/'14 naar 2014/'15;
8326;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2014/'15 naar 2015/'16;
8327;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2015/'16 naar 2016/'17;
8328;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2016/'17 naar 2017/'18;
8329;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2017/'18 naar 2018/'19;
8330;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2018/'19 naar 2019/'20;
8331;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2019/'20 naar 2020/'21;
8332;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector techniek;2020/'21 naar 2021/'22;
8333;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2008/'09 naar 2009/'10;
8334;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2009/'10 naar 2010/'11;
8335;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2010/'11 naar 2011/'12;
8336;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2011/'12 naar 2012/'13;
8337;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2012/'13 naar 2013/'14;
8338;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2013/'14 naar 2014/'15;
8339;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2014/'15 naar 2015/'16;
8340;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2015/'16 naar 2016/'17;
8341;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2016/'17 naar 2017/'18;
8342;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2017/'18 naar 2018/'19;
8343;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2018/'19 naar 2019/'20;
8344;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2019/'20 naar 2020/'21;
8345;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Sector zorg en welzijn;2020/'21 naar 2021/'22;
8346;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2008/'09 naar 2009/'10;
8347;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2009/'10 naar 2010/'11;
8348;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2010/'11 naar 2011/'12;
8349;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2011/'12 naar 2012/'13;
8350;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2012/'13 naar 2013/'14;
8351;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2013/'14 naar 2014/'15;
8352;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2014/'15 naar 2015/'16;
8353;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2015/'16 naar 2016/'17;
8354;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2016/'17 naar 2017/'18;
8355;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2017/'18 naar 2018/'19;
8356;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2018/'19 naar 2019/'20;
8357;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2019/'20 naar 2020/'21;
8358;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Combinatie van sectoren;2020/'21 naar 2021/'22;
8359;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Niet van toepassing;2008/'09 naar 2009/'10;783.0
8360;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Niet van toepassing;2009/'10 naar 2010/'11;854.0
8361;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Niet van toepassing;2010/'11 naar 2011/'12;847.0
8362;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Niet van toepassing;2011/'12 naar 2012/'13;771.0
8363;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector techniek;Onbekend, niet in BRP;Niet van toepassing;2012/'13 naar 2013/'14;662.0
