ID;Providers;Financing;Periods;HealthCareExpenditure_1
1120;HP73: Providers of health insurance;HF31: Out-of-pocket excl cost sharing;2022;0.0
1121;HP73: Providers of health insurance;HF31: Out-of-pocket excl cost sharing;2023;0.0
1122;HP73: Providers of health insurance;HF32: Cost sharing;2021;0.0
1123;HP73: Providers of health insurance;HF32: Cost sharing;2022;0.0
1124;HP73: Providers of health insurance;HF32: Cost sharing;2023;0.0
1125;HP79: Other administration agencies;Total financing of residents;2021;34.0
1126;HP79: Other administration agencies;Total financing of residents;2022;38.0
1127;HP79: Other administration agencies;Total financing of residents;2023;43.0
1128;HP79: Other administration agencies;HF1: Government, comp. contr. schemes;2021;33.0
1129;HP79: Other administration agencies;HF1: Government, comp. contr. schemes;2022;37.0
1130;HP79: Other administration agencies;HF1: Government, comp. contr. schemes;2023;42.0
1131;HP79: Other administration agencies;HF11: Government schemes;2021;0.0
1132;HP79: Other administration agencies;HF11: Government schemes;2022;0.0
1133;HP79: Other administration agencies;HF11: Government schemes;2023;0.0
1134;HP79: Other administration agencies;HF12: Compulsory contributory schemes;2021;33.0
1135;HP79: Other administration agencies;HF12: Compulsory contributory schemes;2022;37.0
1136;HP79: Other administration agencies;HF12: Compulsory contributory schemes;2023;42.0
1137;HP79: Other administration agencies;HF121a: Long-term care insurance;2021;25.0
1138;HP79: Other administration agencies;HF121a: Long-term care insurance;2022;31.0
1139;HP79: Other administration agencies;HF121a: Long-term care insurance;2023;36.0
1140;HP79: Other administration agencies;HF121b: Health Insurance Fund;2021;
1141;HP79: Other administration agencies;HF121b: Health Insurance Fund;2022;
1142;HP79: Other administration agencies;HF121b: Health Insurance Fund;2023;
1143;HP79: Other administration agencies;HF122: Compulsory private insurance;2021;8.0
1144;HP79: Other administration agencies;HF122: Compulsory private insurance;2022;6.0
1145;HP79: Other administration agencies;HF122: Compulsory private insurance;2023;7.0
1146;HP79: Other administration agencies;Voluntary schemes (incl. OOP);2021;1.0
1147;HP79: Other administration agencies;Voluntary schemes (incl. OOP);2022;1.0
1148;HP79: Other administration agencies;Voluntary schemes (incl. OOP);2023;1.0
1149;HP79: Other administration agencies;HF2: Voluntary schemes;2021;0.0
1150;HP79: Other administration agencies;HF2: Voluntary schemes;2022;0.0
1151;HP79: Other administration agencies;HF2: Voluntary schemes;2023;0.0
1152;HP79: Other administration agencies;HF21: Voluntary health insurance schemes;2021;0.0
1153;HP79: Other administration agencies;HF21: Voluntary health insurance schemes;2022;0.0
1154;HP79: Other administration agencies;HF21: Voluntary health insurance schemes;2023;0.0
1155;HP79: Other administration agencies;HF22: Financing schemes NPISH;2021;0.0
1156;HP79: Other administration agencies;HF22: Financing schemes NPISH;2022;0.0
1157;HP79: Other administration agencies;HF22: Financing schemes NPISH;2023;0.0
1158;HP79: Other administration agencies;HF23: Enterprise financing schemes;2021;0.0
1159;HP79: Other administration agencies;HF23: Enterprise financing schemes;2022;0.0
1160;HP79: Other administration agencies;HF23: Enterprise financing schemes;2023;0.0
1161;HP79: Other administration agencies;HF3: Household out-of-pocket payments;2021;1.0
1162;HP79: Other administration agencies;HF3: Household out-of-pocket payments;2022;1.0
1163;HP79: Other administration agencies;HF3: Household out-of-pocket payments;2023;1.0
1164;HP79: Other administration agencies;HF31: Out-of-pocket excl cost sharing;2021;0.0
1165;HP79: Other administration agencies;HF31: Out-of-pocket excl cost sharing;2022;0.0
1166;HP79: Other administration agencies;HF31: Out-of-pocket excl cost sharing;2023;0.0
1167;HP79: Other administration agencies;HF32: Cost sharing;2021;1.0
1168;HP79: Other administration agencies;HF32: Cost sharing;2022;1.0
1169;HP79: Other administration agencies;HF32: Cost sharing;2023;1.0
1170;HP8: Rest of economy;Total financing of residents;2021;2777.0
1171;HP8: Rest of economy;Total financing of residents;2022;2751.0
1172;HP8: Rest of economy;Total financing of residents;2023;2685.0
1173;HP8: Rest of economy;HF1: Government, comp. contr. schemes;2021;1671.0
1174;HP8: Rest of economy;HF1: Government, comp. contr. schemes;2022;1564.0
1175;HP8: Rest of economy;HF1: Government, comp. contr. schemes;2023;1392.0
1176;HP8: Rest of economy;HF11: Government schemes;2021;789.0
1177;HP8: Rest of economy;HF11: Government schemes;2022;674.0
1178;HP8: Rest of economy;HF11: Government schemes;2023;427.0
1179;HP8: Rest of economy;HF12: Compulsory contributory schemes;2021;882.0
1180;HP8: Rest of economy;HF12: Compulsory contributory schemes;2022;890.0
1181;HP8: Rest of economy;HF12: Compulsory contributory schemes;2023;965.0
1182;HP8: Rest of economy;HF121a: Long-term care insurance;2021;270.0
1183;HP8: Rest of economy;HF121a: Long-term care insurance;2022;306.0
1184;HP8: Rest of economy;HF121a: Long-term care insurance;2023;338.0
1185;HP8: Rest of economy;HF121b: Health Insurance Fund;2021;
1186;HP8: Rest of economy;HF121b: Health Insurance Fund;2022;
1187;HP8: Rest of economy;HF121b: Health Insurance Fund;2023;
1188;HP8: Rest of economy;HF122: Compulsory private insurance;2021;611.0
1189;HP8: Rest of economy;HF122: Compulsory private insurance;2022;584.0
1190;HP8: Rest of economy;HF122: Compulsory private insurance;2023;627.0
1191;HP8: Rest of economy;Voluntary schemes (incl. OOP);2021;1106.0
1192;HP8: Rest of economy;Voluntary schemes (incl. OOP);2022;1187.0
1193;HP8: Rest of economy;Voluntary schemes (incl. OOP);2023;1292.0
1194;HP8: Rest of economy;HF2: Voluntary schemes;2021;303.0
1195;HP8: Rest of economy;HF2: Voluntary schemes;2022;317.0
1196;HP8: Rest of economy;HF2: Voluntary schemes;2023;353.0
1197;HP8: Rest of economy;HF21: Voluntary health insurance schemes;2021;90.0
1198;HP8: Rest of economy;HF21: Voluntary health insurance schemes;2022;84.0
1199;HP8: Rest of economy;HF21: Voluntary health insurance schemes;2023;91.0
1200;HP8: Rest of economy;HF22: Financing schemes NPISH;2021;0.0
1201;HP8: Rest of economy;HF22: Financing schemes NPISH;2022;0.0
1202;HP8: Rest of economy;HF22: Financing schemes NPISH;2023;0.0
1203;HP8: Rest of economy;HF23: Enterprise financing schemes;2021;213.0
1204;HP8: Rest of economy;HF23: Enterprise financing schemes;2022;233.0
1205;HP8: Rest of economy;HF23: Enterprise financing schemes;2023;261.0
1206;HP8: Rest of economy;HF3: Household out-of-pocket payments;2021;803.0
1207;HP8: Rest of economy;HF3: Household out-of-pocket payments;2022;870.0
1208;HP8: Rest of economy;HF3: Household out-of-pocket payments;2023;940.0
1209;HP8: Rest of economy;HF31: Out-of-pocket excl cost sharing;2021;774.0
1210;HP8: Rest of economy;HF31: Out-of-pocket excl cost sharing;2022;841.0
1211;HP8: Rest of economy;HF31: Out-of-pocket excl cost sharing;2023;910.0
1212;HP8: Rest of economy;HF32: Cost sharing;2021;29.0
1213;HP8: Rest of economy;HF32: Cost sharing;2022;29.0
1214;HP8: Rest of economy;HF32: Cost sharing;2023;30.0
1215;HP81: Households prov. home health care;Total financing of residents;2021;157.0
1216;HP81: Households prov. home health care;Total financing of residents;2022;139.0
1217;HP81: Households prov. home health care;Total financing of residents;2023;145.0
1218;HP81: Households prov. home health care;HF1: Government, comp. contr. schemes;2021;157.0
1219;HP81: Households prov. home health care;HF1: Government, comp. contr. schemes;2022;139.0
1220;HP81: Households prov. home health care;HF1: Government, comp. contr. schemes;2023;145.0
1221;HP81: Households prov. home health care;HF11: Government schemes;2021;0.0
1222;HP81: Households prov. home health care;HF11: Government schemes;2022;0.0
1223;HP81: Households prov. home health care;HF11: Government schemes;2023;0.0
1224;HP81: Households prov. home health care;HF12: Compulsory contributory schemes;2021;157.0
1225;HP81: Households prov. home health care;HF12: Compulsory contributory schemes;2022;139.0
1226;HP81: Households prov. home health care;HF12: Compulsory contributory schemes;2023;145.0
1227;HP81: Households prov. home health care;HF121a: Long-term care insurance;2021;0.0
1228;HP81: Households prov. home health care;HF121a: Long-term care insurance;2022;0.0
1229;HP81: Households prov. home health care;HF121a: Long-term care insurance;2023;0.0
1230;HP81: Households prov. home health care;HF121b: Health Insurance Fund;2021;
1231;HP81: Households prov. home health care;HF121b: Health Insurance Fund;2022;
1232;HP81: Households prov. home health care;HF121b: Health Insurance Fund;2023;
1233;HP81: Households prov. home health care;HF122: Compulsory private insurance;2021;157.0
1234;HP81: Households prov. home health care;HF122: Compulsory private insurance;2022;139.0
1235;HP81: Households prov. home health care;HF122: Compulsory private insurance;2023;145.0
1236;HP81: Households prov. home health care;Voluntary schemes (incl. OOP);2021;0.0
1237;HP81: Households prov. home health care;Voluntary schemes (incl. OOP);2022;0.0
1238;HP81: Households prov. home health care;Voluntary schemes (incl. OOP);2023;0.0
1239;HP81: Households prov. home health care;HF2: Voluntary schemes;2021;0.0
1240;HP81: Households prov. home health care;HF2: Voluntary schemes;2022;0.0
1241;HP81: Households prov. home health care;HF2: Voluntary schemes;2023;0.0
1242;HP81: Households prov. home health care;HF21: Voluntary health insurance schemes;2021;0.0
1243;HP81: Households prov. home health care;HF21: Voluntary health insurance schemes;2022;0.0
1244;HP81: Households prov. home health care;HF21: Voluntary health insurance schemes;2023;0.0
1245;HP81: Households prov. home health care;HF22: Financing schemes NPISH;2021;0.0
1246;HP81: Households prov. home health care;HF22: Financing schemes NPISH;2022;0.0
1247;HP81: Households prov. home health care;HF22: Financing schemes NPISH;2023;0.0
1248;HP81: Households prov. home health care;HF23: Enterprise financing schemes;2021;0.0
1249;HP81: Households prov. home health care;HF23: Enterprise financing schemes;2022;0.0
1250;HP81: Households prov. home health care;HF23: Enterprise financing schemes;2023;0.0
1251;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2021;0.0
1252;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2022;0.0
1253;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2023;0.0
1254;HP81: Households prov. home health care;HF31: Out-of-pocket excl cost sharing;2021;0.0
1255;HP81: Households prov. home health care;HF31: Out-of-pocket excl cost sharing;2022;0.0
1256;HP81: Households prov. home health care;HF31: Out-of-pocket excl cost sharing;2023;0.0
1257;HP81: Households prov. home health care;HF32: Cost sharing;2021;0.0
1258;HP81: Households prov. home health care;HF32: Cost sharing;2022;0.0
1259;HP81: Households prov. home health care;HF32: Cost sharing;2023;0.0
1260;HP82: Secondary providers of health care;Total financing of residents;2021;2620.0
1261;HP82: Secondary providers of health care;Total financing of residents;2022;2612.0
1262;HP82: Secondary providers of health care;Total financing of residents;2023;2540.0
1263;HP82: Secondary providers of health care;HF1: Government, comp. contr. schemes;2021;1514.0
1264;HP82: Secondary providers of health care;HF1: Government, comp. contr. schemes;2022;1425.0
1265;HP82: Secondary providers of health care;HF1: Government, comp. contr. schemes;2023;1247.0
1266;HP82: Secondary providers of health care;HF11: Government schemes;2021;789.0
1267;HP82: Secondary providers of health care;HF11: Government schemes;2022;674.0
1268;HP82: Secondary providers of health care;HF11: Government schemes;2023;427.0
1269;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2021;724.0
1270;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2022;751.0
1271;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2023;820.0
1272;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2021;270.0
1273;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2022;306.0
1274;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2023;338.0
1275;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2021;
1276;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2022;
1277;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2023;
1278;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2021;454.0
1279;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2022;445.0
1280;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2023;482.0
1281;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2021;1106.0
1282;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2022;1187.0
1283;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2023;1292.0
1284;HP82: Secondary providers of health care;HF2: Voluntary schemes;2021;303.0
1285;HP82: Secondary providers of health care;HF2: Voluntary schemes;2022;317.0
1286;HP82: Secondary providers of health care;HF2: Voluntary schemes;2023;353.0
1287;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2021;90.0
1288;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2022;84.0
1289;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2023;91.0
1290;HP82: Secondary providers of health care;HF22: Financing schemes NPISH;2021;0.0
1291;HP82: Secondary providers of health care;HF22: Financing schemes NPISH;2022;0.0
1292;HP82: Secondary providers of health care;HF22: Financing schemes NPISH;2023;0.0
1293;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2021;213.0
1294;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2022;233.0
1295;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2023;261.0
1296;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2021;803.0
1297;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2022;870.0
1298;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2023;940.0
1299;HP82: Secondary providers of health care;HF31: Out-of-pocket excl cost sharing;2021;774.0
1300;HP82: Secondary providers of health care;HF31: Out-of-pocket excl cost sharing;2022;841.0
1301;HP82: Secondary providers of health care;HF31: Out-of-pocket excl cost sharing;2023;910.0
1302;HP82: Secondary providers of health care;HF32: Cost sharing;2021;29.0
1303;HP82: Secondary providers of health care;HF32: Cost sharing;2022;29.0
1304;HP82: Secondary providers of health care;HF32: Cost sharing;2023;30.0
1305;HP9: Rest of the world;Total financing of residents;2021;597.0
1306;HP9: Rest of the world;Total financing of residents;2022;645.0
1307;HP9: Rest of the world;Total financing of residents;2023;607.0
1308;HP9: Rest of the world;HF1: Government, comp. contr. schemes;2021;427.0
1309;HP9: Rest of the world;HF1: Government, comp. contr. schemes;2022;420.0
1310;HP9: Rest of the world;HF1: Government, comp. contr. schemes;2023;378.0
1311;HP9: Rest of the world;HF11: Government schemes;2021;231.0
1312;HP9: Rest of the world;HF11: Government schemes;2022;74.0
1313;HP9: Rest of the world;HF11: Government schemes;2023;0.0
1314;HP9: Rest of the world;HF12: Compulsory contributory schemes;2021;196.0
1315;HP9: Rest of the world;HF12: Compulsory contributory schemes;2022;346.0
1316;HP9: Rest of the world;HF12: Compulsory contributory schemes;2023;378.0
1317;HP9: Rest of the world;HF121a: Long-term care insurance;2021;3.0
1318;HP9: Rest of the world;HF121a: Long-term care insurance;2022;3.0
1319;HP9: Rest of the world;HF121a: Long-term care insurance;2023;3.0
1320;HP9: Rest of the world;HF121b: Health Insurance Fund;2021;
1321;HP9: Rest of the world;HF121b: Health Insurance Fund;2022;
1322;HP9: Rest of the world;HF121b: Health Insurance Fund;2023;
1323;HP9: Rest of the world;HF122: Compulsory private insurance;2021;193.0
1324;HP9: Rest of the world;HF122: Compulsory private insurance;2022;343.0
1325;HP9: Rest of the world;HF122: Compulsory private insurance;2023;375.0
1326;HP9: Rest of the world;Voluntary schemes (incl. OOP);2021;169.0
1327;HP9: Rest of the world;Voluntary schemes (incl. OOP);2022;225.0
1328;HP9: Rest of the world;Voluntary schemes (incl. OOP);2023;230.0
1329;HP9: Rest of the world;HF2: Voluntary schemes;2021;28.0
1330;HP9: Rest of the world;HF2: Voluntary schemes;2022;48.0
1331;HP9: Rest of the world;HF2: Voluntary schemes;2023;52.0
1332;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2021;28.0
1333;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2022;48.0
1334;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2023;52.0
1335;HP9: Rest of the world;HF22: Financing schemes NPISH;2021;0.0
1336;HP9: Rest of the world;HF22: Financing schemes NPISH;2022;0.0
1337;HP9: Rest of the world;HF22: Financing schemes NPISH;2023;0.0
1338;HP9: Rest of the world;HF23: Enterprise financing schemes;2021;0.0
1339;HP9: Rest of the world;HF23: Enterprise financing schemes;2022;0.0
1340;HP9: Rest of the world;HF23: Enterprise financing schemes;2023;0.0
1341;HP9: Rest of the world;HF3: Household out-of-pocket payments;2021;141.0
1342;HP9: Rest of the world;HF3: Household out-of-pocket payments;2022;177.0
1343;HP9: Rest of the world;HF3: Household out-of-pocket payments;2023;178.0
1344;HP9: Rest of the world;HF31: Out-of-pocket excl cost sharing;2021;109.0
1345;HP9: Rest of the world;HF31: Out-of-pocket excl cost sharing;2022;150.0
1346;HP9: Rest of the world;HF31: Out-of-pocket excl cost sharing;2023;150.0
1347;HP9: Rest of the world;HF32: Cost sharing;2021;32.0
1348;HP9: Rest of the world;HF32: Cost sharing;2022;27.0
1349;HP9: Rest of the world;HF32: Cost sharing;2023;28.0
