ID;Geslacht;LeeftijdBeginPeriode;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstromersInAOUitkering_1;InstromersInWWUitkering_2;InstromersInBijstandsuitkering_3;UitstromersUitAOUitkering_4;UitstromersUitWWUitkering_5;UitstromersUitBijstandsuitkering_6
7614;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;24 september 1999 tot 29 september 2000;0.0;0.0;0.1;0.0;0.0;0.0
7615;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
7616;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;28 september 2001 tot 27 september 2002;0.0;0.0;0.1;0.0;0.0;0.0
7617;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;27 september 2002 tot 26 september 2003;0.0;0.0;0.1;0.1;0.0;0.0
7618;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;26 september 2003 tot 24 september 2004;0.0;0.0;0.2;0.1;0.0;0.1
7619;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;24 september 2004 tot 30 september 2005;0.0;0.0;0.4;0.2;0.0;0.1
7620;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;30 september 2005 tot 29 september 2006;0.0;0.0;0.3;0.0;0.0;0.1
7621;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;29 september 2006 tot 28 september 2007;0.0;0.0;0.1;0.1;0.0;0.0
7622;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;6;28 september 2007 tot 26 september 2008;0.0;0.0;0.1;0.0;0.0;0.0
7623;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;24 september 1999 tot 29 september 2000;0.1;0.0;0.0;0.0;0.1;0.0
7624;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;29 september 2000 tot 28 september 2001;0.1;0.0;0.0;0.0;0.1;0.0
7625;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;28 september 2001 tot 27 september 2002;0.1;0.0;0.0;0.0;0.1;0.0
7626;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;27 september 2002 tot 26 september 2003;0.1;0.0;0.0;0.0;0.1;0.0
7627;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;26 september 2003 tot 24 september 2004;0.1;0.1;0.0;0.1;0.2;0.0
7628;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;24 september 2004 tot 30 september 2005;0.1;0.1;0.0;0.1;0.5;0.0
7629;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;30 september 2005 tot 29 september 2006;0.1;0.1;0.0;0.0;0.4;0.0
7630;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;29 september 2006 tot 28 september 2007;0.2;0.1;0.0;0.0;0.2;0.0
7631;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;7;28 september 2007 tot 26 september 2008;0.2;0.0;0.0;0.0;0.1;0.0
7632;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;24 september 1999 tot 29 september 2000;0.3;0.1;0.2;0.0;0.1;0.2
7633;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;29 september 2000 tot 28 september 2001;0.3;0.1;0.2;0.0;0.1;0.2
7634;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;28 september 2001 tot 27 september 2002;0.3;0.2;0.2;0.0;0.1;0.1
7635;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;27 september 2002 tot 26 september 2003;0.3;0.4;0.3;0.1;0.2;0.1
7636;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;26 september 2003 tot 24 september 2004;0.3;0.4;0.3;0.1;0.3;0.1
7637;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;24 september 2004 tot 30 september 2005;0.2;0.3;0.2;0.2;0.4;0.1
7638;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;30 september 2005 tot 29 september 2006;0.2;0.3;0.2;0.0;0.5;0.8
7639;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;29 september 2006 tot 28 september 2007;0.4;0.3;0.3;0.1;0.3;0.8
7640;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;8;28 september 2007 tot 26 september 2008;0.4;0.3;0.2;0.0;0.3;0.5
7641;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
7642;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
7643;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
7644;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
7645;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
7646;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
7647;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
7648;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
7649;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;9;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
7650;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;24 september 1999 tot 29 september 2000;0.3;0.0;1.2;0.1;0.1;0.7
7651;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;29 september 2000 tot 28 september 2001;0.3;0.1;1.2;0.1;0.1;0.7
7652;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;28 september 2001 tot 27 september 2002;0.4;0.1;1.4;0.1;0.1;0.8
7653;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;27 september 2002 tot 26 september 2003;0.5;0.3;2.0;0.1;0.2;0.8
7654;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;26 september 2003 tot 24 september 2004;0.5;0.3;2.2;0.1;0.3;1.2
7655;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;24 september 2004 tot 30 september 2005;0.6;0.2;2.3;0.2;0.6;1.5
7656;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;30 september 2005 tot 29 september 2006;0.7;0.2;1.7;0.0;0.5;1.3
7657;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;29 september 2006 tot 28 september 2007;0.9;0.1;1.2;0.1;0.3;1.2
7658;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;10;28 september 2007 tot 26 september 2008;1.0;0.1;1.4;0.1;0.2;0.9
7659;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;24 september 1999 tot 29 september 2000;0.2;0.0;0.4;0.0;0.0;0.1
7660;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;29 september 2000 tot 28 september 2001;0.2;0.0;0.3;0.0;0.0;0.1
7661;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;28 september 2001 tot 27 september 2002;0.2;0.0;0.4;0.0;0.0;0.1
7662;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;27 september 2002 tot 26 september 2003;0.3;0.0;0.5;0.0;0.0;0.1
7663;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;26 september 2003 tot 24 september 2004;0.3;0.0;0.4;0.0;0.0;0.2
7664;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;24 september 2004 tot 30 september 2005;0.4;0.0;0.4;0.0;0.0;0.3
7665;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;30 september 2005 tot 29 september 2006;0.5;0.0;0.3;0.0;0.0;0.3
7666;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;29 september 2006 tot 28 september 2007;0.2;0.0;0.2;0.0;0.0;0.2
7667;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;11;28 september 2007 tot 26 september 2008;0.3;0.0;0.3;0.0;0.0;0.2
7668;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;24 september 1999 tot 29 september 2000;0.1;0.0;0.8;0.1;0.1;0.7
7669;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;29 september 2000 tot 28 september 2001;0.1;0.1;0.8;0.1;0.1;0.6
7670;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;28 september 2001 tot 27 september 2002;0.2;0.1;1.0;0.1;0.1;0.7
7671;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;27 september 2002 tot 26 september 2003;0.2;0.3;1.5;0.1;0.1;0.7
7672;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;26 september 2003 tot 24 september 2004;0.2;0.3;1.8;0.1;0.3;1.0
7673;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;24 september 2004 tot 30 september 2005;0.2;0.2;1.9;0.2;0.6;1.2
7674;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;30 september 2005 tot 29 september 2006;0.2;0.2;1.4;0.0;0.4;1.0
7675;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;29 september 2006 tot 28 september 2007;0.7;0.1;1.0;0.1;0.3;0.9
7676;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;12;28 september 2007 tot 26 september 2008;0.7;0.1;1.1;0.1;0.2;0.7
7677;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.1
7678;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.1
7679;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.1;0.0;0.1
7680;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.1;0.0;0.1
7681;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.1;0.0;0.2
7682;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.1;0.1;0.2
7683;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.1;0.3
7684;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.1;0.1;0.3
7685;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;14;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.1;0.0;0.2
7686;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;24 september 1999 tot 29 september 2000;0.0;0.0;0.1;0.0;0.0;0.0
7687;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;29 september 2000 tot 28 september 2001;0.0;0.0;0.2;0.0;0.0;0.0
7688;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;28 september 2001 tot 27 september 2002;0.0;0.0;0.1;0.0;0.0;0.0
7689;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;27 september 2002 tot 26 september 2003;0.0;0.0;0.2;0.0;0.0;0.0
7690;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;26 september 2003 tot 24 september 2004;0.0;0.0;0.3;0.0;0.0;0.0
7691;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;24 september 2004 tot 30 september 2005;0.0;0.0;0.3;0.0;0.0;0.0
7692;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;30 september 2005 tot 29 september 2006;0.0;0.0;0.3;0.0;0.0;0.0
7693;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;29 september 2006 tot 28 september 2007;0.0;0.0;0.3;0.0;0.0;0.0
7694;Totaal mannen en vrouwen;1;Niet-westerse allochtonen, 2e generatie;13;28 september 2007 tot 26 september 2008;0.1;0.0;0.3;0.0;0.0;0.0
7695;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;24 september 1999 tot 29 september 2000;0.3;0.2;0.5;0.1;0.3;0.6
7696;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;29 september 2000 tot 28 september 2001;0.4;0.2;0.5;0.2;0.2;0.5
7697;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;28 september 2001 tot 27 september 2002;0.4;0.4;0.6;0.2;0.2;0.5
7698;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;27 september 2002 tot 26 september 2003;0.4;0.7;0.8;0.2;0.3;0.4
7699;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;26 september 2003 tot 24 september 2004;0.4;0.8;0.8;0.2;0.5;0.6
7700;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;24 september 2004 tot 30 september 2005;0.3;0.7;0.8;0.3;0.8;0.7
7701;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;30 september 2005 tot 29 september 2006;0.4;0.5;0.6;0.0;0.8;0.9
7702;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;29 september 2006 tot 28 september 2007;0.5;0.4;0.5;0.2;0.6;0.8
7703;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;0;28 september 2007 tot 26 september 2008;0.5;0.4;0.5;0.2;0.4;0.6
7704;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;24 september 1999 tot 29 september 2000;0.2;0.2;0.2;0.1;0.2;0.4
7705;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;29 september 2000 tot 28 september 2001;0.2;0.2;0.2;0.1;0.2;0.3
7706;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;28 september 2001 tot 27 september 2002;0.2;0.3;0.3;0.1;0.1;0.3
7707;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;27 september 2002 tot 26 september 2003;0.2;0.6;0.4;0.1;0.2;0.2
7708;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;26 september 2003 tot 24 september 2004;0.2;0.6;0.3;0.1;0.4;0.3
7709;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;24 september 2004 tot 30 september 2005;0.1;0.5;0.3;0.1;0.5;0.3
7710;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;30 september 2005 tot 29 september 2006;0.1;0.4;0.2;0.0;0.6;0.5
7711;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;29 september 2006 tot 28 september 2007;0.1;0.3;0.1;0.1;0.4;0.5
7712;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;1;28 september 2007 tot 26 september 2008;0.1;0.4;0.2;0.1;0.3;0.3
7713;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;24 september 1999 tot 29 september 2000;0.2;0.2;0.2;0.1;0.2;0.4
7714;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;29 september 2000 tot 28 september 2001;0.2;0.2;0.2;0.1;0.1;0.3
7715;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;28 september 2001 tot 27 september 2002;0.2;0.3;0.2;0.1;0.1;0.3
7716;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;27 september 2002 tot 26 september 2003;0.2;0.6;0.3;0.1;0.2;0.2
7717;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;26 september 2003 tot 24 september 2004;0.1;0.6;0.3;0.1;0.3;0.3
7718;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;24 september 2004 tot 30 september 2005;0.1;0.5;0.3;0.1;0.5;0.3
7719;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;30 september 2005 tot 29 september 2006;0.1;0.4;0.2;0.0;0.5;0.5
7720;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;29 september 2006 tot 28 september 2007;0.1;0.3;0.1;0.1;0.4;0.5
7721;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;2;28 september 2007 tot 26 september 2008;0.1;0.4;0.2;0.1;0.3;0.3
7722;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
7723;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
7724;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
7725;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
7726;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
7727;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.1;0.0
7728;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.1;0.0
7729;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.1;0.0
7730;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;3;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
7731;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;24 september 1999 tot 29 september 2000;0.1;0.0;0.1;0.0;0.1;0.1
7732;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;29 september 2000 tot 28 september 2001;0.1;0.0;0.1;0.0;0.1;0.1
7733;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;28 september 2001 tot 27 september 2002;0.1;0.1;0.1;0.0;0.1;0.1
7734;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;27 september 2002 tot 26 september 2003;0.1;0.1;0.1;0.0;0.1;0.1
7735;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;26 september 2003 tot 24 september 2004;0.1;0.1;0.1;0.0;0.1;0.1
7736;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;24 september 2004 tot 30 september 2005;0.1;0.1;0.1;0.1;0.2;0.1
7737;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;30 september 2005 tot 29 september 2006;0.1;0.1;0.1;0.0;0.2;0.2
7738;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;29 september 2006 tot 28 september 2007;0.1;0.1;0.1;0.0;0.1;0.2
7739;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;4;28 september 2007 tot 26 september 2008;0.2;0.1;0.1;0.0;0.1;0.2
7740;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
7741;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
7742;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
7743;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
7744;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
7745;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;24 september 2004 tot 30 september 2005;0.0;0.1;0.0;0.0;0.0;0.0
7746;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.1
7747;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.1
7748;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;5;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.1
7749;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
7750;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
7751;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
7752;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
7753;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
7754;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;24 september 2004 tot 30 september 2005;0.0;0.0;0.1;0.0;0.0;0.0
7755;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;30 september 2005 tot 29 september 2006;0.0;0.0;0.1;0.0;0.0;0.0
7756;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
7757;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;6;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
7758;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
7759;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
7760;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
7761;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
7762;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
7763;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.1;0.0
7764;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.1;0.0
7765;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;29 september 2006 tot 28 september 2007;0.1;0.0;0.0;0.0;0.0;0.0
7766;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;7;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.0;0.0
7767;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;24 september 1999 tot 29 september 2000;0.1;0.0;0.0;0.0;0.0;0.1
7768;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;29 september 2000 tot 28 september 2001;0.1;0.0;0.0;0.0;0.0;0.0
7769;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;28 september 2001 tot 27 september 2002;0.1;0.1;0.0;0.0;0.0;0.0
7770;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;27 september 2002 tot 26 september 2003;0.1;0.1;0.1;0.0;0.0;0.0
7771;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;26 september 2003 tot 24 september 2004;0.1;0.1;0.1;0.0;0.1;0.0
7772;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;24 september 2004 tot 30 september 2005;0.0;0.1;0.1;0.0;0.1;0.0
7773;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;30 september 2005 tot 29 september 2006;0.1;0.1;0.0;0.0;0.1;0.1
7774;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;29 september 2006 tot 28 september 2007;0.1;0.1;0.0;0.0;0.1;0.2
7775;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;8;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.1;0.1
7776;Totaal mannen en vrouwen;1;Niet-westers, 2e gen. 1 ouder buitenl.;9;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
