ID;Sex;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
8106;Total male and female;Self-employed;R-U Culture, recreation, other services;2009;119.0;168.0;117.0;248.0
8107;Total male and female;Self-employed;R-U Culture, recreation, other services;2010;117.0;167.0;118.0;249.0
8108;Total male and female;Self-employed;R-U Culture, recreation, other services;2011;122.0;175.0;123.0;256.0
8109;Total male and female;Self-employed;R-U Culture, recreation, other services;2012;126.0;179.0;123.0;261.0
8110;Total male and female;Self-employed;R-U Culture, recreation, other services;2013;130.0;183.0;128.0;274.0
8111;Total male and female;Self-employed;R-U Culture, recreation, other services;2014;136.0;190.0;131.0;276.0
8112;Total male and female;Self-employed;R-U Culture, recreation, other services;2015;137.0;196.0;134.0;281.0
8113;Total male and female;Self-employed;R-U Culture, recreation, other services;2016;142.0;203.0;140.0;300.0
8114;Total male and female;Self-employed;R-U Culture, recreation, other services;2017;146.0;210.0;147.0;312.0
8115;Total male and female;Self-employed;R-U Culture, recreation, other services;2018;149.0;215.0;151.0;311.0
8116;Total male and female;Self-employed;R-U Culture, recreation, other services;2019;153.0;220.0;154.0;324.0
8117;Total male and female;Self-employed;R-U Culture, recreation, other services;2020;152.0;213.0;131.0;272.0
8118;Total male and female;Self-employed;R-U Culture, recreation, other services;2021;153.0;216.0;133.0;272.0
8119;Total male and female;Self-employed;R-U Culture, recreation, other services;2022;162.0;228.0;140.0;288.0
8120;Total male and female;Self-employed;R Culture, sports and recreation;1995;40.0;51.0;28.0;66.0
8121;Total male and female;Self-employed;R Culture, sports and recreation;1996;37.0;50.0;29.0;67.0
8122;Total male and female;Self-employed;R Culture, sports and recreation;1997;41.0;55.0;30.0;71.0
8123;Total male and female;Self-employed;R Culture, sports and recreation;1998;41.0;54.0;32.0;77.0
8124;Total male and female;Self-employed;R Culture, sports and recreation;1999;37.0;51.0;32.0;75.0
8125;Total male and female;Self-employed;R Culture, sports and recreation;2000;35.0;50.0;31.0;72.0
8126;Total male and female;Self-employed;R Culture, sports and recreation;2001;36.0;49.0;33.0;73.0
8127;Total male and female;Self-employed;R Culture, sports and recreation;2002;36.0;49.0;31.0;69.0
8128;Total male and female;Self-employed;R Culture, sports and recreation;2003;34.0;46.0;32.0;72.0
8129;Total male and female;Self-employed;R Culture, sports and recreation;2004;36.0;50.0;34.0;77.0
8130;Total male and female;Self-employed;R Culture, sports and recreation;2005;38.0;53.0;36.0;81.0
8131;Total male and female;Self-employed;R Culture, sports and recreation;2006;38.0;54.0;37.0;82.0
8132;Total male and female;Self-employed;R Culture, sports and recreation;2007;44.0;63.0;43.0;96.0
8133;Total male and female;Self-employed;R Culture, sports and recreation;2008;47.0;69.0;47.0;102.0
8134;Total male and female;Self-employed;R Culture, sports and recreation;2009;49.0;73.0;50.0;107.0
8135;Total male and female;Self-employed;R Culture, sports and recreation;2010;49.0;74.0;51.0;110.0
8136;Total male and female;Self-employed;R Culture, sports and recreation;2011;52.0;78.0;53.0;114.0
8137;Total male and female;Self-employed;R Culture, sports and recreation;2012;54.0;80.0;52.0;117.0
8138;Total male and female;Self-employed;R Culture, sports and recreation;2013;56.0;81.0;55.0;123.0
8139;Total male and female;Self-employed;R Culture, sports and recreation;2014;59.0;86.0;56.0;125.0
8140;Total male and female;Self-employed;R Culture, sports and recreation;2015;60.0;89.0;59.0;124.0
8141;Total male and female;Self-employed;R Culture, sports and recreation;2016;62.0;92.0;62.0;133.0
8142;Total male and female;Self-employed;R Culture, sports and recreation;2017;64.0;96.0;64.0;140.0
8143;Total male and female;Self-employed;R Culture, sports and recreation;2018;65.0;99.0;67.0;140.0
8144;Total male and female;Self-employed;R Culture, sports and recreation;2019;67.0;101.0;67.0;147.0
8145;Total male and female;Self-employed;R Culture, sports and recreation;2020;66.0;98.0;55.0;118.0
8146;Total male and female;Self-employed;R Culture, sports and recreation;2021;67.0;99.0;56.0;118.0
8147;Total male and female;Self-employed;R Culture, sports and recreation;2022;72.0;106.0;60.0;128.0
8148;Total male and female;Self-employed;90-92 Arts, culture and lotteries;1995;22.0;29.0;18.0;39.0
8149;Total male and female;Self-employed;90-92 Arts, culture and lotteries;1996;20.0;29.0;18.0;39.0
8150;Total male and female;Self-employed;90-92 Arts, culture and lotteries;1997;23.0;32.0;19.0;42.0
8151;Total male and female;Self-employed;90-92 Arts, culture and lotteries;1998;23.0;32.0;20.0;45.0
8152;Total male and female;Self-employed;90-92 Arts, culture and lotteries;1999;21.0;31.0;20.0;44.0
8153;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2000;20.0;30.0;20.0;43.0
8154;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2001;19.0;29.0;20.0;43.0
8155;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2002;19.0;29.0;19.0;40.0
8156;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2003;18.0;27.0;19.0;42.0
8157;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2004;21.0;31.0;21.0;47.0
8158;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2005;23.0;35.0;24.0;53.0
8159;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2006;25.0;37.0;26.0;57.0
8160;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2007;31.0;46.0;32.0;70.0
8161;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2008;35.0;52.0;36.0;78.0
8162;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2009;38.0;58.0;40.0;86.0
8163;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2010;40.0;61.0;42.0;91.0
8164;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2011;43.0;64.0;44.0;94.0
8165;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2012;44.0;66.0;43.0;97.0
8166;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2013;46.0;67.0;46.0;102.0
8167;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2014;48.0;70.0;47.0;103.0
8168;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2015;49.0;73.0;49.0;103.0
8169;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2016;51.0;76.0;51.0;111.0
8170;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2017;53.0;79.0;54.0;117.0
8171;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2018;54.0;82.0;56.0;117.0
8172;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2019;56.0;84.0;56.0;123.0
8173;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2020;55.0;81.0;46.0;98.0
8174;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2021;55.0;82.0;47.0;98.0
8175;Total male and female;Self-employed;90-92 Arts, culture and lotteries;2022;60.0;88.0;51.0;108.0
8176;Total male and female;Self-employed;93 Sports and recreation;1995;18.0;22.0;11.0;27.0
8177;Total male and female;Self-employed;93 Sports and recreation;1996;17.0;21.0;11.0;27.0
8178;Total male and female;Self-employed;93 Sports and recreation;1997;19.0;22.0;11.0;29.0
8179;Total male and female;Self-employed;93 Sports and recreation;1998;18.0;22.0;12.0;31.0
8180;Total male and female;Self-employed;93 Sports and recreation;1999;16.0;20.0;12.0;30.0
8181;Total male and female;Self-employed;93 Sports and recreation;2000;15.0;20.0;12.0;29.0
8182;Total male and female;Self-employed;93 Sports and recreation;2001;16.0;20.0;13.0;30.0
8183;Total male and female;Self-employed;93 Sports and recreation;2002;16.0;20.0;13.0;29.0
8184;Total male and female;Self-employed;93 Sports and recreation;2003;16.0;20.0;13.0;31.0
8185;Total male and female;Self-employed;93 Sports and recreation;2004;15.0;19.0;13.0;29.0
8186;Total male and female;Self-employed;93 Sports and recreation;2005;14.0;18.0;12.0;28.0
8187;Total male and female;Self-employed;93 Sports and recreation;2006;13.0;16.0;11.0;25.0
8188;Total male and female;Self-employed;93 Sports and recreation;2007;13.0;17.0;11.0;26.0
8189;Total male and female;Self-employed;93 Sports and recreation;2008;12.0;16.0;11.0;24.0
8190;Total male and female;Self-employed;93 Sports and recreation;2009;11.0;15.0;10.0;22.0
8191;Total male and female;Self-employed;93 Sports and recreation;2010;9.0;13.0;9.0;19.0
8192;Total male and female;Self-employed;93 Sports and recreation;2011;9.0;14.0;9.0;19.0
8193;Total male and female;Self-employed;93 Sports and recreation;2012;10.0;14.0;9.0;20.0
8194;Total male and female;Self-employed;93 Sports and recreation;2013;10.0;14.0;9.0;21.0
8195;Total male and female;Self-employed;93 Sports and recreation;2014;10.0;15.0;10.0;22.0
8196;Total male and female;Self-employed;93 Sports and recreation;2015;10.0;16.0;10.0;21.0
8197;Total male and female;Self-employed;93 Sports and recreation;2016;11.0;16.0;10.0;23.0
8198;Total male and female;Self-employed;93 Sports and recreation;2017;11.0;17.0;11.0;24.0
8199;Total male and female;Self-employed;93 Sports and recreation;2018;11.0;17.0;11.0;23.0
8200;Total male and female;Self-employed;93 Sports and recreation;2019;11.0;17.0;11.0;24.0
8201;Total male and female;Self-employed;93 Sports and recreation;2020;11.0;17.0;9.0;20.0
8202;Total male and female;Self-employed;93 Sports and recreation;2021;11.0;17.0;9.0;20.0
8203;Total male and female;Self-employed;93 Sports and recreation;2022;12.0;18.0;9.0;21.0
8204;Total male and female;Self-employed;S Other service activities;1995;54.0;73.0;38.0;79.0
8205;Total male and female;Self-employed;S Other service activities;1996;54.0;74.0;41.0;87.0
8206;Total male and female;Self-employed;S Other service activities;1997;54.0;73.0;45.0;94.0
8207;Total male and female;Self-employed;S Other service activities;1998;49.0;70.0;46.0;97.0
8208;Total male and female;Self-employed;S Other service activities;1999;46.0;68.0;46.0;96.0
8209;Total male and female;Self-employed;S Other service activities;2000;44.0;65.0;45.0;94.0
8210;Total male and female;Self-employed;S Other service activities;2001;45.0;63.0;46.0;94.0
8211;Total male and female;Self-employed;S Other service activities;2002;46.0;64.0;45.0;93.0
8212;Total male and female;Self-employed;S Other service activities;2003;47.0;64.0;47.0;98.0
8213;Total male and female;Self-employed;S Other service activities;2004;50.0;68.0;49.0;103.0
8214;Total male and female;Self-employed;S Other service activities;2005;53.0;72.0;52.0;109.0
8215;Total male and female;Self-employed;S Other service activities;2006;54.0;74.0;53.0;111.0
8216;Total male and female;Self-employed;S Other service activities;2007;62.0;85.0;60.0;127.0
8217;Total male and female;Self-employed;S Other service activities;2008;67.0;92.0;65.0;135.0
8218;Total male and female;Self-employed;S Other service activities;2009;70.0;95.0;68.0;141.0
8219;Total male and female;Self-employed;S Other service activities;2010;68.0;93.0;67.0;139.0
8220;Total male and female;Self-employed;S Other service activities;2011;71.0;97.0;70.0;142.0
8221;Total male and female;Self-employed;S Other service activities;2012;73.0;99.0;71.0;144.0
8222;Total male and female;Self-employed;S Other service activities;2013;75.0;102.0;73.0;151.0
8223;Total male and female;Self-employed;S Other service activities;2014;77.0;104.0;74.0;151.0
8224;Total male and female;Self-employed;S Other service activities;2015;77.0;107.0;75.0;157.0
8225;Total male and female;Self-employed;S Other service activities;2016;80.0;111.0;79.0;167.0
8226;Total male and female;Self-employed;S Other service activities;2017;83.0;114.0;83.0;171.0
8227;Total male and female;Self-employed;S Other service activities;2018;84.0;117.0;84.0;170.0
8228;Total male and female;Self-employed;S Other service activities;2019;86.0;119.0;87.0;177.0
8229;Total male and female;Self-employed;S Other service activities;2020;85.0;115.0;76.0;154.0
8230;Total male and female;Self-employed;S Other service activities;2021;87.0;118.0;78.0;154.0
8231;Total male and female;Self-employed;S Other service activities;2022;90.0;122.0;80.0;160.0
8232;Total male and female;Self-employed;94 Membership organisations;1995;5.0;5.0;2.0;4.0
8233;Total male and female;Self-employed;94 Membership organisations;1996;4.0;6.0;2.0;4.0
8234;Total male and female;Self-employed;94 Membership organisations;1997;4.0;5.0;3.0;5.0
8235;Total male and female;Self-employed;94 Membership organisations;1998;4.0;5.0;3.0;5.0
8236;Total male and female;Self-employed;94 Membership organisations;1999;3.0;4.0;2.0;4.0
8237;Total male and female;Self-employed;94 Membership organisations;2000;3.0;4.0;2.0;4.0
8238;Total male and female;Self-employed;94 Membership organisations;2001;3.0;4.0;2.0;4.0
8239;Total male and female;Self-employed;94 Membership organisations;2002;3.0;4.0;2.0;5.0
8240;Total male and female;Self-employed;94 Membership organisations;2003;4.0;4.0;3.0;6.0
8241;Total male and female;Self-employed;94 Membership organisations;2004;3.0;4.0;2.0;5.0
8242;Total male and female;Self-employed;94 Membership organisations;2005;3.0;4.0;2.0;5.0
8243;Total male and female;Self-employed;94 Membership organisations;2006;2.0;3.0;2.0;4.0
8244;Total male and female;Self-employed;94 Membership organisations;2007;2.0;3.0;2.0;4.0
8245;Total male and female;Self-employed;94 Membership organisations;2008;1.0;3.0;1.0;3.0
8246;Total male and female;Self-employed;94 Membership organisations;2009;1.0;3.0;1.0;3.0
8247;Total male and female;Self-employed;94 Membership organisations;2010;1.0;2.0;1.0;2.0
8248;Total male and female;Self-employed;94 Membership organisations;2011;1.0;2.0;1.0;2.0
8249;Total male and female;Self-employed;94 Membership organisations;2012;1.0;2.0;1.0;2.0
8250;Total male and female;Self-employed;94 Membership organisations;2013;1.0;2.0;1.0;2.0
8251;Total male and female;Self-employed;94 Membership organisations;2014;1.0;2.0;1.0;2.0
8252;Total male and female;Self-employed;94 Membership organisations;2015;1.0;2.0;1.0;2.0
8253;Total male and female;Self-employed;94 Membership organisations;2016;1.0;2.0;1.0;2.0
8254;Total male and female;Self-employed;94 Membership organisations;2017;1.0;2.0;1.0;2.0
8255;Total male and female;Self-employed;94 Membership organisations;2018;1.0;2.0;1.0;2.0
8256;Total male and female;Self-employed;94 Membership organisations;2019;1.0;2.0;1.0;2.0
8257;Total male and female;Self-employed;94 Membership organisations;2020;1.0;2.0;1.0;1.0
8258;Total male and female;Self-employed;94 Membership organisations;2021;1.0;2.0;1.0;1.0
8259;Total male and female;Self-employed;94 Membership organisations;2022;1.0;2.0;1.0;1.0
8260;Total male and female;Self-employed;95 Repair computers and consumergoods;1995;1.0;1.0;1.0;2.0
8261;Total male and female;Self-employed;95 Repair computers and consumergoods;1996;1.0;1.0;1.0;2.0
8262;Total male and female;Self-employed;95 Repair computers and consumergoods;1997;1.0;1.0;1.0;3.0
8263;Total male and female;Self-employed;95 Repair computers and consumergoods;1998;1.0;1.0;1.0;3.0
8264;Total male and female;Self-employed;95 Repair computers and consumergoods;1999;1.0;1.0;1.0;2.0
8265;Total male and female;Self-employed;95 Repair computers and consumergoods;2000;1.0;1.0;1.0;2.0
8266;Total male and female;Self-employed;95 Repair computers and consumergoods;2001;1.0;1.0;1.0;2.0
8267;Total male and female;Self-employed;95 Repair computers and consumergoods;2002;1.0;1.0;1.0;2.0
8268;Total male and female;Self-employed;95 Repair computers and consumergoods;2003;1.0;1.0;1.0;2.0
8269;Total male and female;Self-employed;95 Repair computers and consumergoods;2004;2.0;2.0;2.0;4.0
8270;Total male and female;Self-employed;95 Repair computers and consumergoods;2005;3.0;3.0;2.0;5.0
8271;Total male and female;Self-employed;95 Repair computers and consumergoods;2006;3.0;4.0;3.0;7.0
8272;Total male and female;Self-employed;95 Repair computers and consumergoods;2007;5.0;5.0;4.0;9.0
8273;Total male and female;Self-employed;95 Repair computers and consumergoods;2008;5.0;6.0;5.0;11.0
8274;Total male and female;Self-employed;95 Repair computers and consumergoods;2009;6.0;8.0;6.0;13.0
8275;Total male and female;Self-employed;95 Repair computers and consumergoods;2010;7.0;9.0;6.0;15.0
8276;Total male and female;Self-employed;95 Repair computers and consumergoods;2011;7.0;9.0;7.0;15.0
8277;Total male and female;Self-employed;95 Repair computers and consumergoods;2012;7.0;9.0;7.0;15.0
8278;Total male and female;Self-employed;95 Repair computers and consumergoods;2013;8.0;9.0;7.0;15.0
8279;Total male and female;Self-employed;95 Repair computers and consumergoods;2014;8.0;9.0;7.0;16.0
8280;Total male and female;Self-employed;95 Repair computers and consumergoods;2015;8.0;9.0;7.0;16.0
8281;Total male and female;Self-employed;95 Repair computers and consumergoods;2016;8.0;10.0;7.0;17.0
8282;Total male and female;Self-employed;95 Repair computers and consumergoods;2017;8.0;10.0;8.0;18.0
8283;Total male and female;Self-employed;95 Repair computers and consumergoods;2018;8.0;10.0;7.0;17.0
8284;Total male and female;Self-employed;95 Repair computers and consumergoods;2019;8.0;10.0;7.0;16.0
8285;Total male and female;Self-employed;95 Repair computers and consumergoods;2020;8.0;10.0;7.0;15.0
8286;Total male and female;Self-employed;95 Repair computers and consumergoods;2021;8.0;10.0;7.0;15.0
8287;Total male and female;Self-employed;95 Repair computers and consumergoods;2022;8.0;10.0;7.0;15.0
8288;Total male and female;Self-employed;96 Other personal services;1995;48.0;67.0;35.0;73.0
8289;Total male and female;Self-employed;96 Other personal services;1996;49.0;67.0;38.0;80.0
8290;Total male and female;Self-employed;96 Other personal services;1997;48.0;66.0;41.0;87.0
8291;Total male and female;Self-employed;96 Other personal services;1998;44.0;64.0;43.0;90.0
8292;Total male and female;Self-employed;96 Other personal services;1999;42.0;63.0;43.0;89.0
8293;Total male and female;Self-employed;96 Other personal services;2000;40.0;60.0;42.0;87.0
8294;Total male and female;Self-employed;96 Other personal services;2001;41.0;58.0;43.0;87.0
8295;Total male and female;Self-employed;96 Other personal services;2002;42.0;59.0;42.0;86.0
8296;Total male and female;Self-employed;96 Other personal services;2003;42.0;59.0;43.0;89.0
8297;Total male and female;Self-employed;96 Other personal services;2004;45.0;62.0;45.0;94.0
8298;Total male and female;Self-employed;96 Other personal services;2005;48.0;66.0;47.0;99.0
8299;Total male and female;Self-employed;96 Other personal services;2006;48.0;67.0;48.0;100.0
8300;Total male and female;Self-employed;96 Other personal services;2007;56.0;76.0;55.0;114.0
8301;Total male and female;Self-employed;96 Other personal services;2008;60.0;82.0;59.0;121.0
8302;Total male and female;Self-employed;96 Other personal services;2009;62.0;85.0;61.0;125.0
8303;Total male and female;Self-employed;96 Other personal services;2010;60.0;82.0;60.0;122.0
8304;Total male and female;Self-employed;96 Other personal services;2011;62.0;86.0;63.0;125.0
8305;Total male and female;Self-employed;96 Other personal services;2012;64.0;88.0;64.0;128.0
8306;Total male and female;Self-employed;96 Other personal services;2013;66.0;90.0;65.0;133.0
8307;Total male and female;Self-employed;96 Other personal services;2014;68.0;93.0;66.0;134.0
8308;Total male and female;Self-employed;96 Other personal services;2015;69.0;96.0;68.0;140.0
8309;Total male and female;Self-employed;96 Other personal services;2016;71.0;99.0;71.0;148.0
8310;Total male and female;Self-employed;96 Other personal services;2017;74.0;102.0;74.0;152.0
8311;Total male and female;Self-employed;96 Other personal services;2018;75.0;105.0;75.0;152.0
8312;Total male and female;Self-employed;96 Other personal services;2019;77.0;107.0;79.0;159.0
8313;Total male and female;Self-employed;96 Other personal services;2020;77.0;104.0;69.0;138.0
8314;Total male and female;Self-employed;96 Other personal services;2021;78.0;106.0;70.0;138.0
8315;Total male and female;Self-employed;96 Other personal services;2022;81.0;110.0;73.0;144.0
8316;Total male and female;Self-employed;T Activities of households;1995;0.0;0.0;0.0;0.0
8317;Total male and female;Self-employed;T Activities of households;1996;0.0;0.0;0.0;0.0
8318;Total male and female;Self-employed;T Activities of households;1997;0.0;0.0;0.0;0.0
8319;Total male and female;Self-employed;T Activities of households;1998;0.0;0.0;0.0;0.0
8320;Total male and female;Self-employed;T Activities of households;1999;0.0;0.0;0.0;0.0
8321;Total male and female;Self-employed;T Activities of households;2000;0.0;0.0;0.0;0.0
8322;Total male and female;Self-employed;T Activities of households;2001;0.0;0.0;0.0;0.0
8323;Total male and female;Self-employed;T Activities of households;2002;0.0;0.0;0.0;0.0
8324;Total male and female;Self-employed;T Activities of households;2003;0.0;0.0;0.0;0.0
8325;Total male and female;Self-employed;T Activities of households;2004;0.0;0.0;0.0;0.0
8326;Total male and female;Self-employed;T Activities of households;2005;0.0;0.0;0.0;0.0
8327;Total male and female;Self-employed;T Activities of households;2006;0.0;0.0;0.0;0.0
8328;Total male and female;Self-employed;T Activities of households;2007;0.0;0.0;0.0;0.0
8329;Total male and female;Self-employed;T Activities of households;2008;0.0;0.0;0.0;0.0
8330;Total male and female;Self-employed;T Activities of households;2009;0.0;0.0;0.0;0.0
8331;Total male and female;Self-employed;T Activities of households;2010;0.0;0.0;0.0;0.0
8332;Total male and female;Self-employed;T Activities of households;2011;0.0;0.0;0.0;0.0
8333;Total male and female;Self-employed;T Activities of households;2012;0.0;0.0;0.0;0.0
8334;Total male and female;Self-employed;T Activities of households;2013;0.0;0.0;0.0;0.0
8335;Total male and female;Self-employed;T Activities of households;2014;0.0;0.0;0.0;0.0
8336;Total male and female;Self-employed;T Activities of households;2015;0.0;0.0;0.0;0.0
8337;Total male and female;Self-employed;T Activities of households;2016;0.0;0.0;0.0;0.0
8338;Total male and female;Self-employed;T Activities of households;2017;0.0;0.0;0.0;0.0
8339;Total male and female;Self-employed;T Activities of households;2018;0.0;0.0;0.0;0.0
8340;Total male and female;Self-employed;T Activities of households;2019;0.0;0.0;0.0;0.0
8341;Total male and female;Self-employed;T Activities of households;2020;0.0;0.0;0.0;0.0
8342;Total male and female;Self-employed;T Activities of households;2021;0.0;0.0;0.0;0.0
8343;Total male and female;Self-employed;T Activities of households;2022;0.0;0.0;0.0;0.0
8344;Total male and female;Self-employed;U Extraterritorial organisations;1995;;;;
8345;Total male and female;Self-employed;U Extraterritorial organisations;1996;;;;
8346;Total male and female;Self-employed;U Extraterritorial organisations;1997;;;;
8347;Total male and female;Self-employed;U Extraterritorial organisations;1998;;;;
8348;Total male and female;Self-employed;U Extraterritorial organisations;1999;;;;
8349;Total male and female;Self-employed;U Extraterritorial organisations;2000;;;;
8350;Total male and female;Self-employed;U Extraterritorial organisations;2001;;;;
8351;Total male and female;Self-employed;U Extraterritorial organisations;2002;;;;
8352;Total male and female;Self-employed;U Extraterritorial organisations;2003;;;;
8353;Total male and female;Self-employed;U Extraterritorial organisations;2004;;;;
8354;Total male and female;Self-employed;U Extraterritorial organisations;2005;;;;
8355;Total male and female;Self-employed;U Extraterritorial organisations;2006;;;;
8356;Total male and female;Self-employed;U Extraterritorial organisations;2007;;;;
8357;Total male and female;Self-employed;U Extraterritorial organisations;2008;;;;
8358;Total male and female;Self-employed;U Extraterritorial organisations;2009;;;;
8359;Total male and female;Self-employed;U Extraterritorial organisations;2010;;;;
8360;Total male and female;Self-employed;U Extraterritorial organisations;2011;;;;
8361;Total male and female;Self-employed;U Extraterritorial organisations;2012;;;;
8362;Total male and female;Self-employed;U Extraterritorial organisations;2013;;;;
8363;Total male and female;Self-employed;U Extraterritorial organisations;2014;;;;
8364;Total male and female;Self-employed;U Extraterritorial organisations;2015;;;;
8365;Total male and female;Self-employed;U Extraterritorial organisations;2016;;;;
8366;Total male and female;Self-employed;U Extraterritorial organisations;2017;;;;
8367;Total male and female;Self-employed;U Extraterritorial organisations;2018;;;;
8368;Total male and female;Self-employed;U Extraterritorial organisations;2019;;;;
8369;Total male and female;Self-employed;U Extraterritorial organisations;2020;;;;
8370;Total male and female;Self-employed;U Extraterritorial organisations;2021;;;;
8371;Total male and female;Self-employed;U Extraterritorial organisations;2022;;;;
8372;Total male and female;Self-employed;99 Extraterritorial organisations;1995;;;;
8373;Total male and female;Self-employed;99 Extraterritorial organisations;1996;;;;
8374;Total male and female;Self-employed;99 Extraterritorial organisations;1997;;;;
8375;Total male and female;Self-employed;99 Extraterritorial organisations;1998;;;;
8376;Total male and female;Self-employed;99 Extraterritorial organisations;1999;;;;
8377;Total male and female;Self-employed;99 Extraterritorial organisations;2000;;;;
8378;Total male and female;Self-employed;99 Extraterritorial organisations;2001;;;;
8379;Total male and female;Self-employed;99 Extraterritorial organisations;2002;;;;
8380;Total male and female;Self-employed;99 Extraterritorial organisations;2003;;;;
8381;Total male and female;Self-employed;99 Extraterritorial organisations;2004;;;;
8382;Total male and female;Self-employed;99 Extraterritorial organisations;2005;;;;
8383;Total male and female;Self-employed;99 Extraterritorial organisations;2006;;;;
8384;Total male and female;Self-employed;99 Extraterritorial organisations;2007;;;;
8385;Total male and female;Self-employed;99 Extraterritorial organisations;2008;;;;
8386;Total male and female;Self-employed;99 Extraterritorial organisations;2009;;;;
8387;Total male and female;Self-employed;99 Extraterritorial organisations;2010;;;;
8388;Total male and female;Self-employed;99 Extraterritorial organisations;2011;;;;
8389;Total male and female;Self-employed;99 Extraterritorial organisations;2012;;;;
8390;Total male and female;Self-employed;99 Extraterritorial organisations;2013;;;;
8391;Total male and female;Self-employed;99 Extraterritorial organisations;2014;;;;
8392;Total male and female;Self-employed;99 Extraterritorial organisations;2015;;;;
8393;Total male and female;Self-employed;99 Extraterritorial organisations;2016;;;;
8394;Total male and female;Self-employed;99 Extraterritorial organisations;2017;;;;
8395;Total male and female;Self-employed;99 Extraterritorial organisations;2018;;;;
8396;Total male and female;Self-employed;99 Extraterritorial organisations;2019;;;;
8397;Total male and female;Self-employed;99 Extraterritorial organisations;2020;;;;
8398;Total male and female;Self-employed;99 Extraterritorial organisations;2021;;;;
8399;Total male and female;Self-employed;99 Extraterritorial organisations;2022;;;;
8400;Male;Total;A-U All economic activities;1995;4209.0;4578.0;3895.0;7201.0
8401;Male;Total;A-U All economic activities;1996;4299.0;4692.0;3986.0;7435.0
8402;Male;Total;A-U All economic activities;1997;4420.0;4803.0;4092.0;7554.0
8403;Male;Total;A-U All economic activities;1998;4509.0;4919.0;4189.0;7691.0
8404;Male;Total;A-U All economic activities;1999;4587.0;5001.0;4249.0;7834.0
8405;Male;Total;A-U All economic activities;2000;4645.0;5063.0;4286.0;7860.0
8406;Male;Total;A-U All economic activities;2001;4692.0;5095.0;4313.0;7894.0
8407;Male;Total;A-U All economic activities;2002;4675.0;5069.0;4273.0;7798.0
8408;Male;Total;A-U All economic activities;2003;4626.0;5006.0;4214.0;7715.0
8409;Male;Total;A-U All economic activities;2004;4565.0;4950.0;4151.0;7667.0
8410;Male;Total;A-U All economic activities;2005;4571.0;4969.0;4147.0;7625.0
8411;Male;Total;A-U All economic activities;2006;4683.0;5101.0;4238.0;7754.0
8412;Male;Total;A-U All economic activities;2007;4816.0;5257.0;4343.0;7955.0
8413;Male;Total;A-U All economic activities;2008;4866.0;5320.0;4382.0;8006.0
8414;Male;Total;A-U All economic activities;2009;4771.0;5225.0;4294.0;7813.0
8415;Male;Total;A-U All economic activities;2010;4666.0;5144.0;4226.0;7778.0
8416;Male;Total;A-U All economic activities;2011;4699.0;5206.0;4235.0;7830.0
8417;Male;Total;A-U All economic activities;2012;4671.0;5172.0;4189.0;7717.0
8418;Male;Total;A-U All economic activities;2013;4597.0;5079.0;4125.0;7623.0
8419;Male;Total;A-U All economic activities;2014;4593.0;5083.0;4116.0;7674.0
8420;Male;Total;A-U All economic activities;2015;4647.0;5155.0;4170.0;7745.0
8421;Male;Total;A-U All economic activities;2016;4720.0;5238.0;4247.0;7903.0
8422;Male;Total;A-U All economic activities;2017;4828.0;5362.0;4350.0;8067.0
8423;Male;Total;A-U All economic activities;2018;4954.0;5503.0;4460.0;8247.0
8424;Male;Total;A-U All economic activities;2019;5057.0;5612.0;4545.0;8405.0
8425;Male;Total;A-U All economic activities;2020;5017.0;5555.0;4483.0;8032.0
8426;Male;Total;A-U All economic activities;2021;5097.0;5657.0;4565.0;8260.0
8427;Male;Total;A-U All economic activities;2022;5288.0;5873.0;4707.0;8542.0
8428;Male;Total;A Agriculture, forestry and fishing;1995;166.0;209.0;152.0;330.0
8429;Male;Total;A Agriculture, forestry and fishing;1996;168.0;211.0;154.0;334.0
8430;Male;Total;A Agriculture, forestry and fishing;1997;170.0;211.0;153.0;333.0
8431;Male;Total;A Agriculture, forestry and fishing;1998;163.0;204.0;150.0;303.0
8432;Male;Total;A Agriculture, forestry and fishing;1999;161.0;202.0;147.0;316.0
