ID;WijkenEnBuurten1999;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;Inwoners_9;Mannen_10;Vrouwen_11;Personen014Jr_12;Personen1524Jr_13;Personen2544Jr_14;Personen4564Jr_15;Personen65JrEnOuder_16;NietInGezinsverbandLevendePersonen_17;Gezinnen_18;GezinnenMetKinderen_19;GemiddeldeGezinsgrootte_20;Bevolkingsdichtheid_21;Allochtonen_22;WOZWaarde_23;Woningen_24;GemiddeldInkomenPerInwoner_25;GemiddeldInkomenPerInkomensontvanger_26;LageInkomens_27;HogeInkomens_28;NietActieven_29;Vestigingen_30;Industrie_31;CommercieleDienstverlening_32;OverigeDienstverlening_33;OppervlakteTotaal_34;OppervlakteLand_35;OverigeOppervlakte_36
112;140207;B;5;Groningen                          ;14;02;07;257.0;9738;50;30;30;26.0;;28.0;35.0;;21.0;20;;;8.0;;;20;;;;;;1;;;;695;685;10
113;1403;W;1;Groningen                          ;14;03;  ;4211.0;  . ;15990;8040;7960;8.0;31.0;39.0;13.0;9.0;66.0;2010;61.0;2.7;8868.0;10.0;39.0;8520;8077.0;11798.0;55.0;6.0;29.0;6;17.0;65.0;18.0;187;180;7
114;140300;B;1;Groningen                          ;14;03;00;2979.0;9715;1910;1020;890;7.0;22.0;44.0;15.0;13.0;64.0;280;51.0;2.5;9313.0;12.0;31.0;1280;8894.0;11481.0;55.0;;35.0;3;;;;22;20;2
115;140301;B;1;Groningen                          ;14;03;01;4500.0;9716;3260;1680;1580;12.0;23.0;40.0;16.0;9.0;57.0;520;68.0;2.7;5853.0;17.0;39.0;1860;7760.0;11027.0;60.0;4.0;37.0;5;21.0;68.0;11.0;57;56;1
116;140302;B;1;Groningen                          ;14;03;02;4352.0;9715;6320;3210;3110;7.0;34.0;39.0;11.0;8.0;71.0;680;63.0;2.6;12765.0;10.0;36.0;3300;7760.0;11571.0;59.0;4.0;31.0;5;14.0;65.0;21.0;50;50;0
117;140303;B;1;Groningen                          ;14;03;03;4410.0;9714;4510;2130;2380;7.0;37.0;36.0;13.0;8.0;67.0;530;58.0;2.8;8240.0;4.0;49.0;2060;8440.0;12842.0;46.0;11.0;16.0;5;17.0;64.0;19.0;59;55;4
118;1404;W;1;Groningen                          ;14;04;  ;3331.0;  . ;10170;4860;5310;8.0;20.0;38.0;18.0;16.0;61.0;1560;55.0;2.5;5673.0;8.0;45.0;5970;9076.0;12025.0;56.0;7.0;33.0;6;11.0;64.0;25.0;188;179;9
119;140400;B;1;Groningen                          ;14;04;00;4118.0;9713;4270;2020;2240;5.0;25.0;36.0;17.0;17.0;68.0;560;44.0;2.5;6261.0;5.0;48.0;2480;9666.0;12751.0;50.0;9.0;26.0;5;11.0;54.0;35.0;69;68;1
120;140401;B;1;Groningen                          ;14;04;01;3186.0;9713;2350;1100;1260;12.0;17.0;36.0;18.0;17.0;52.0;420;66.0;2.6;7036.0;10.0;42.0;1330;8077.0;10891.0;65.0;;43.0;3;;;;33;33;0
121;140402;B;2;Groningen                          ;14;04;02;2432.0;9713;1950;940;1010;11.0;18.0;45.0;16.0;10.0;60.0;300;70.0;2.6;11396.0;12.0;44.0;1160;8486.0;11435.0;59.0;;37.0;3;;;;17;17;0
122;140403;B;2;Groningen                          ;14;04;03;2229.0;9713;1140;600;540;6.0;17.0;35.0;22.0;21.0;56.0;210;40.0;2.4;3302.0;7.0;41.0;730;8894.0;11254.0;63.0;;40.0;4;13.0;77.0;10.0;36;34;2
123;140404;B;1;Groningen                          ;14;04;04;3559.0;9713;470;210;260;11.0;10.0;45.0;20.0;16.0;56.0;70;57.0;2.8;1793.0;2.0;58.0;270;12479.0;15519.0;30.0;23.0;;3;;;;32;26;6
124;1405;W;1;Groningen                          ;14;05;  ;2501.0;  . ;6520;3270;3250;11.0;22.0;44.0;17.0;7.0;57.0;990;64.0;2.8;394.0;3.0;54.0;3160;9257.0;13250.0;47.0;11.0;22.0;7;27.0;62.0;11.0;1762;1654;108
125;140500;B;1;Groningen                          ;14;05;00;3243.0;9724;4400;2140;2250;9.0;26.0;44.0;14.0;7.0;67.0;530;65.0;2.8;11190.0;4.0;50.0;2300;8939.0;12933.0;50.0;10.0;26.0;6;16.0;61.0;24.0;42;39;3
126;140501;B;2;Groningen                          ;14;05;01;2149.0;9723;810;450;370;12.0;15.0;53.0;16.0;4.0;60.0;110;70.0;2.8;215.0;4.0;54.0;390;10165.0;13886.0;40.0;11.0;13.0;6;31.0;64.0;5.0;422;376;46
127;140502;B;5;Groningen                          ;14;05;02;141.0;9723;140;70;70;;22.0;29.0;33.0;;29.0;30;;;54.0;;;40;9439.0;14612.0;50.0;;;6;35.0;61.0;3.0;270;261;9
128;140503;B;5;Groningen                          ;14;05;03;149.0;9723;180;80;90;19.0;9.0;25.0;35.0;12.0;10.0;50;57.0;2.9;52.0;;86.0;70;10165.0;15610.0;35.0;27.0;;1;;;;369;337;32
129;140504;B;5;Groningen                          ;14;05;04;77.0;9723;820;430;400;17.0;7.0;37.0;28.0;11.0;23.0;230;55.0;2.8;255.0;;78.0;350;9938.0;13795.0;42.0;13.0;12.0;3;;;;332;322;10
130;140505;B;5;Groningen                          ;14;05;05;14.0;9723;30;20;20;;;;;;;10;;;10.0;;;10;;;;;;1;;;;323;315;8
131;140509;B;4;Groningen                          ;14;05;09;811.0;9723;130;80;60;;15.0;51.0;21.0;;47.0;30;;;4015.0;;;0;7896.0;10618.0;72.0;;51.0;1;;;;5;3;2
132;1406;W;1;Groningen                          ;14;06;  ;2529.0;  . ;22350;10470;11880;11.0;17.0;32.0;21.0;19.0;47.0;4280;50.0;2.7;4479.0;4.0;66.0;11490;11390.0;15792.0;37.0;22.0;18.0;7;10.0;64.0;26.0;508;499;9
133;140600;B;1;Groningen                          ;14;06;00;3485.0;9725;2200;1110;1090;6.0;32.0;40.0;14.0;8.0;72.0;230;58.0;2.7;9062.0;4.0;53.0;1080;10437.0;14521.0;37.0;16.0;15.0;5;15.0;67.0;18.0;24;24;0
134;140601;B;1;Groningen                          ;14;06;01;3321.0;9725;2630;1240;1390;4.0;26.0;36.0;14.0;20.0;69.0;350;33.0;2.4;5983.0;3.0;46.0;1470;10664.0;13613.0;43.0;11.0;15.0;4;11.0;64.0;25.0;44;44;0
135;140602;B;1;Groningen                          ;14;06;02;2779.0;9721;2440;1120;1320;10.0;18.0;35.0;19.0;17.0;50.0;450;52.0;2.7;6103.0;3.0;58.0;1260;11027.0;15111.0;34.0;18.0;11.0;5;7.0;65.0;28.0;42;40;2
136;140603;B;3;Groningen                          ;14;06;03;1238.0;9722;890;440;440;13.0;17.0;22.0;32.0;16.0;30.0;220;43.0;2.8;2027.0;5.0;128.0;470;15111.0;23778.0;31.0;50.0;12.0;3;;;;44;44;0
137;140604;B;2;Groningen                          ;14;06;04;2375.0;9722;3230;1620;1610;9.0;20.0;40.0;20.0;12.0;58.0;490;54.0;2.8;5494.0;4.0;62.0;1450;10528.0;15156.0;37.0;18.0;20.0;5;14.0;68.0;17.0;61;59;2
138;140605;B;2;Groningen                          ;14;06;05;1579.0;9722;3240;1480;1770;18.0;7.0;25.0;24.0;26.0;30.0;780;53.0;2.9;3583.0;2.0;86.0;1590;12978.0;18106.0;30.0;36.0;13.0;4;6.0;58.0;35.0;93;91;2
139;140606;B;1;Groningen                          ;14;06;06;2854.0;9721;4520;2020;2510;10.0;14.0;32.0;19.0;25.0;48.0;910;51.0;2.6;6088.0;9.0;44.0;2720;9983.0;12887.0;46.0;10.0;31.0;4;17.0;56.0;26.0;77;74;3
140;140607;B;2;Groningen                          ;14;06;07;1753.0;9721;2830;1270;1550;19.0;8.0;20.0;32.0;21.0;21.0;750;53.0;3.0;3529.0;2.0;100.0;1290;12887.0;19376.0;28.0;41.0;12.0;4;5.0;61.0;34.0;80;80;0
141;140608;B;2;Groningen                          ;14;06;08;1724.0;9721;320;150;170;7.0;8.0;6.0;47.0;32.0;22.0;100;26.0;2.5;788.0;;176.0;160;17924.0;23460.0;17.0;55.0;;3;;;;40;40;0
142;140609;B;1;Groningen                          ;14;06;09;3057.0;9721;40;30;30;;;;;;;10;;;1733.0;;;0;;;;;;1;;;;3;3;0
143;1407;W;2;Groningen                          ;14;07;  ;1996.0;  . ;13290;6140;7150;11.0;11.0;33.0;21.0;24.0;45.0;2810;47.0;2.6;1879.0;5.0;65.0;6730;10800.0;14294.0;43.0;16.0;21.0;7;11.0;64.0;25.0;782;707;75
144;140700;B;1;Groningen                          ;14;07;00;2816.0;9727;1000;480;530;5.0;19.0;39.0;20.0;17.0;61.0;160;36.0;2.4;2166.0;3.0;53.0;590;11708.0;15111.0;34.0;17.0;15.0;4;6.0;54.0;39.0;46;46;0
145;140701;B;1;Groningen                          ;14;07;01;3106.0;9727;2190;1010;1180;5.0;18.0;39.0;17.0;21.0;64.0;320;44.0;2.4;9015.0;4.0;45.0;1310;10029.0;12797.0;49.0;8.0;24.0;4;11.0;64.0;25.0;27;24;3
146;140702;B;2;Groningen                          ;14;07;02;2321.0;9728;4160;1760;2390;9.0;9.0;24.0;20.0;38.0;47.0;890;39.0;2.5;5037.0;8.0;50.0;2280;9620.0;12116.0;55.0;6.0;31.0;4;7.0;71.0;22.0;89;83;6
147;140703;B;3;Groningen                          ;14;07;03;1205.0;9728;4970;2380;2580;14.0;9.0;35.0;22.0;19.0;36.0;1170;50.0;2.7;1680.0;4.0;88.0;2260;12161.0;16563.0;32.0;26.0;13.0;6;6.0;71.0;23.0;347;296;51
148;140704;B;5;Groningen                          ;14;07;04;321.0;9727;720;390;340;26.0;;47.0;20.0;;20.0;180;73.0;3.2;364.0;5.0;133.0;270;11390.0;17743.0;27.0;34.0;6.0;2;;;;212;199;13
149;140705;B;4;Groningen                          ;14;07;05;895.0;9727;30;10;20;;;;;;;10;;;62.0;;;10;;;;;;4;33.0;46.0;21.0;58;57;1
150;140709;B;5;Groningen                          ;14;07;09;366.0;9727;220;110;110;24.0;;33.0;25.0;;19.0;60;86.0;2.7;8044.0;;;0;5491.0;8576.0;87.0;;93.0;1;;;;3;3;0
151;1408;W;4;Groningen                          ;14;08;  ;723.0;  . ;9780;4930;4840;18.0;12.0;34.0;26.0;10.0;18.0;2700;61.0;3.0;520.0;3.0;65.0;3940;9212.0;14022.0;41.0;14.0;16.0;6;26.0;53.0;21.0;1925;1879;46
152;140800;B;4;Groningen                          ;14;08;00;585.0;9745;1520;780;740;13.0;15.0;30.0;28.0;14.0;29.0;370;59.0;2.9;1152.0;2.0;53.0;700;9212.0;12842.0;49.0;10.0;22.0;4;30.0;57.0;12.0;139;132;7
153;140801;B;4;Groningen                          ;14;08;01;722.0;9744;4860;2420;2430;18.0;12.0;29.0;29.0;12.0;15.0;1400;60.0;3.0;2979.0;2.0;58.0;1940;8803.0;13886.0;42.0;14.0;18.0;4;14.0;48.0;37.0;165;163;2
154;140802;B;5;Groningen                          ;14;08;02;291.0;9744;180;100;100;17.0;10.0;32.0;26.0;14.0;15.0;60;53.0;2.8;75.0;;57.0;70;8486.0;14203.0;39.0;;;2;;;;256;250;6
155;140803;B;4;Groningen                          ;14;08;03;816.0;9746;1130;570;560;22.0;8.0;51.0;16.0;3.0;21.0;290;69.0;3.1;271.0;6.0;83.0;450;10210.0;15292.0;32.0;17.0;6.0;2;;;;426;418;8
156;140804;B;5;Groningen                          ;14;08;04;360.0;9746;110;60;40;24.0;;35.0;23.0;;25.0;30;;;37.0;;;40;8123.0;14294.0;43.0;;;1;;;;302;297;5
157;140805;B;5;Groningen                          ;14;08;05;389.0;9744;600;310;300;19.0;10.0;40.0;21.0;10.0;20.0;170;62.0;2.9;389.0;2.0;69.0;230;8622.0;12479.0;48.0;;22.0;2;;;;159;156;3
158;140806;B;3;Groningen                          ;14;08;06;1170.0;9745;1300;660;650;20.0;9.0;44.0;22.0;5.0;17.0;370;58.0;2.9;619.0;4.0;94.0;490;10392.0;15655.0;30.0;21.0;10.0;1;;;;216;210;6
159;140807;B;5;Groningen                          ;14;08;07;146.0;9745;60;30;30;18.0;;30.0;33.0;;18.0;10;;;23.0;;;20;;;;;;2;;;;264;253;11
160;1409;W;3;Groningen                          ;14;09;  ;1431.0;  . ;33670;17080;16600;23.0;14.0;38.0;20.0;5.0;25.0;8000;76.0;3.2;3121.0;9.0;58.0;14210;8531.0;13931.0;41.0;14.0;20.0;7;20.0;62.0;18.0;1127;1079;48
161;140900;B;3;Groningen                          ;14;09;00;1115.0;9731;3010;1520;1490;18.0;11.0;34.0;26.0;11.0;19.0;830;61.0;2.9;2605.0;3.0;76.0;1220;9439.0;14203.0;39.0;14.0;12.0;5;26.0;67.0;7.0;136;115;21
162;140901;B;2;Groningen                          ;14;09;01;1514.0;9732;3820;1930;1880;20.0;21.0;34.0;20.0;5.0;36.0;810;79.0;3.0;7583.0;17.0;44.0;2020;7215.0;11844.0;54.0;6.0;35.0;3;;;;51;50;1
163;140902;B;3;Groningen                          ;14;09;02;1434.0;9733;3670;1780;1890;20.0;13.0;32.0;26.0;9.0;23.0;950;72.0;3.0;6172.0;8.0;51.0;1600;8758.0;13432.0;43.0;10.0;23.0;4;14.0;70.0;16.0;59;59;0
164;140903;B;3;Groningen                          ;14;09;03;1399.0;9732;2360;1220;1150;22.0;16.0;32.0;27.0;2.0;17.0;600;74.0;3.3;5563.0;4.0;59.0;900;9121.0;14884.0;32.0;17.0;14.0;3;;;;42;42;0
165;140904;B;3;Groningen                          ;14;09;04;1214.0;9735;270;140;120;23.0;;41.0;22.0;;10.0;80;83.0;3.4;197.0;;126.0;90;11617.0;17244.0;27.0;30.0;;2;;;;143;136;7
166;140905;B;3;Groningen                          ;14;09;05;1481.0;9736;7030;3520;3510;26.0;16.0;39.0;14.0;4.0;29.0;1510;85.0;3.3;7350.0;14.0;49.0;2950;7260.0;12343.0;52.0;9.0;30.0;5;19.0;63.0;18.0;96;96;0
167;140906;B;2;Groningen                          ;14;09;06;1646.0;9737;6750;3510;3250;21.0;15.0;42.0;18.0;3.0;33.0;1450;78.0;3.1;5549.0;11.0;51.0;3060;8350.0;14113.0;40.0;15.0;20.0;5;14.0;64.0;22.0;124;122;2
168;140907;B;3;Groningen                          ;14;09;07;1309.0;9731;4900;2510;2390;27.0;10.0;40.0;21.0;2.0;14.0;1260;75.0;3.3;2657.0;3.0;83.0;1660;9666.0;16291.0;28.0;25.0;7.0;5;25.0;57.0;18.0;195;184;11
169;140908;B;3;Groningen                          ;14;09;08;1024.0;9734;1870;950;910;23.0;8.0;46.0;18.0;5.0;17.0;500;71.0;3.1;682.0;2.0;80.0;710;10119.0;15655.0;31.0;17.0;10.0;3;;;;281;273;8
170;15;G;5;Grootegast                         ;15;  ;  ;184.0;  . ;11640;5930;5710;21.0;12.0;31.0;23.0;12.0;16.0;3060;65.0;3.2;134.0;1.0;75.0;4290;8395.0;13840.0;43.0;15.0;17.0;6;23.0;58.0;19.0;8778;8698;80
171;1500;W;5;Grootegast                         ;15;00;  ;260.0;  . ;5290;2670;2620;21.0;12.0;31.0;21.0;14.0;16.0;1380;64.0;3.2;170.0;1.0;72.0;1980;8259.0;13886.0;43.0;15.0;16.0;5;19.0;59.0;23.0;3127;3113;14
172;150000;B;5;Grootegast                         ;15;00;00;364.0;9861;3220;1550;1680;21.0;12.0;31.0;20.0;16.0;18.0;840;62.0;3.2;880.0;1.0;67.0;1240;8213.0;13750.0;46.0;14.0;18.0;5;18.0;56.0;26.0;368;367;1
173;150001;B;5;Grootegast                         ;15;00;01;93.0;9863;710;370;350;22.0;10.0;32.0;21.0;15.0;15.0;190;58.0;3.1;728.0;;73.0;280;8576.0;13750.0;40.0;14.0;18.0;3;;;;99;99;0
174;150002;B;5;Grootegast                         ;15;00;02;62.0;9862;360;200;170;25.0;9.0;37.0;19.0;11.0;11.0;100;69.0;3.3;219.0;;80.0;130;8123.0;15519.0;32.0;17.0;;2;;;;168;167;1
175;150006;B;5;Grootegast                         ;15;00;06;56.0;9863;160;90;70;29.0;10.0;30.0;20.0;11.0;8.0;40;;;115.0;;;50;6081.0;13523.0;40.0;;;1;;;;141;141;0
176;150007;B;5;Grootegast                         ;15;00;07;45.0;9862;190;120;90;23.0;12.0;32.0;19.0;14.0;16.0;50;72.0;3.3;48.0;;76.0;70;6852.0;12660.0;47.0;;;1;;;;414;412;2
177;150008;B;5;Grootegast                         ;15;00;08;73.0;9863;370;210;160;19.0;15.0;26.0;30.0;10.0;10.0;100;65.0;3.3;43.0;;98.0;130;9166.0;14702.0;41.0;27.0;;1;;;;869;867;2
178;150009;B;5;Grootegast                         ;15;00;09;101.0;9865;270;150;110;15.0;15.0;31.0;28.0;10.0;15.0;70;72.0;3.3;25.0;;92.0;90;9802.0;13704.0;35.0;13.0;;1;;;;1068;1062;6
179;1501;W;5;Grootegast                         ;15;01;  ;65.0;  . ;1160;590;570;24.0;13.0;31.0;21.0;10.0;13.0;300;67.0;3.4;59.0;;76.0;410;7805.0;13523.0;43.0;12.0;14.0;3;;;;1993;1965;28
180;150100;B;5;Grootegast                         ;15;01;00;87.0;9866;720;360;350;23.0;14.0;30.0;22.0;11.0;16.0;180;66.0;3.3;585.0;;72.0;270;7714.0;13341.0;43.0;9.0;15.0;2;;;;122;122;0
181;150109;B;5;Grootegast                         ;15;01;09;25.0;9866;440;220;220;25.0;12.0;33.0;21.0;9.0;8.0;120;70.0;3.5;24.0;;87.0;140;8032.0;13931.0;43.0;17.0;;2;;;;1871;1843;28
182;1502;W;5;Grootegast                         ;15;02;  ;103.0;  . ;2590;1340;1250;19.0;12.0;31.0;26.0;11.0;16.0;700;67.0;3.1;174.0;1.0;79.0;960;8440.0;13205.0;48.0;14.0;21.0;4;33.0;55.0;11.0;1512;1487;25
183;150200;B;5;Grootegast                         ;15;02;00;159.0;9865;1040;540;510;20.0;11.0;35.0;24.0;10.0;16.0;280;68.0;3.1;737.0;;74.0;390;8667.0;13750.0;46.0;13.0;26.0;3;;;;141;141;0
184;150201;B;5;Grootegast                         ;15;02;01;58.0;9865;250;130;110;20.0;10.0;28.0;28.0;14.0;12.0;80;58.0;3.0;206.0;;79.0;100;7487.0;11980.0;46.0;;20.0;2;;;;122;122;0
185;150202;B;5;Grootegast                         ;15;02;02;88.0;9864;520;250;270;15.0;17.0;29.0;27.0;12.0;17.0;150;64.0;3.0;1082.0;2.0;74.0;220;8758.0;13160.0;49.0;11.0;19.0;3;;;;48;48;0
186;150209;B;5;Grootegast                         ;15;02;09;50.0;9865;780;420;360;20.0;11.0;30.0;27.0;12.0;18.0;200;71.0;3.3;66.0;;93.0;260;8213.0;12887.0;51.0;20.0;16.0;3;;;;1201;1176;25
187;1503;W;5;Grootegast                         ;15;03;  ;157.0;  . ;2600;1330;1270;23.0;11.0;32.0;24.0;11.0;16.0;680;65.0;3.2;122.0;0.0;79.0;940;8939.0;14430.0;40.0;16.0;16.0;4;22.0;58.0;20.0;2146;2133;13
188;150300;B;5;Grootegast                         ;15;03;00;202.0;9822;1400;700;710;21.0;9.0;33.0;25.0;13.0;17.0;380;59.0;3.1;1399.0;;76.0;550;9212.0;14385.0;40.0;15.0;17.0;3;;;;100;100;0
189;150301;B;5;Grootegast                         ;15;03;01;133.0;9821;710;370;340;25.0;11.0;34.0;21.0;9.0;16.0;180;69.0;3.3;740.0;;79.0;250;8486.0;14113.0;46.0;16.0;14.0;2;;;;96;96;0
190;150309;B;5;Grootegast                         ;15;03;09;43.0;9821;500;270;230;24.0;14.0;29.0;26.0;7.0;11.0;120;75.0;3.5;26.0;;87.0;150;8939.0;15156.0;33.0;16.0;13.0;1;;;;1950;1937;13
191;17;G;4;Haren                              ;17;  ;  ;818.0;  . ;18590;8720;9860;17.0;9.0;23.0;29.0;22.0;21.0;5090;50.0;2.9;405.0;2.0;112.0;8090;12252.0;18151.0;35.0;31.0;17.0;7;13.0;60.0;27.0;5070;4594;476
192;1700;W;4;Haren                              ;17;00;  ;883.0;  . ;16820;7840;8980;17.0;9.0;23.0;29.0;23.0;22.0;4600;50.0;2.9;1202.0;2.0;111.0;7420;12434.0;18197.0;35.0;30.0;17.0;7;12.0;61.0;27.0;1438;1400;38
193;170000;B;3;Haren                              ;17;00;00;1000.0;9752;9020;4080;4940;13.0;8.0;18.0;31.0;30.0;26.0;2490;41.0;2.7;2016.0;2.0;116.0;4410;13931.0;18923.0;34.0;35.0;18.0;6;10.0;63.0;27.0;460;448;12
194;170001;B;4;Haren                              ;17;00;01;910.0;9753;5510;2700;2820;24.0;10.0;31.0;25.0;9.0;14.0;1500;65.0;3.2;4291.0;2.0;87.0;2090;9212.0;15655.0;38.0;23.0;16.0;4;18.0;50.0;32.0;128;128;0
195;170002;B;5;Haren                              ;17;00;02;181.0;9752;170;80;90;20.0;7.0;20.0;34.0;19.0;12.0;50;52.0;3.0;114.0;;210.0;70;15655.0;22644.0;32.0;45.0;;2;;;;174;156;18
196;170003;B;5;Haren                              ;17;00;03;134.0;9751;350;170;170;16.0;8.0;23.0;37.0;15.0;20.0;100;47.0;2.9;154.0;;177.0;130;28180.0;42065.0;29.0;29.0;;3;;;;228;225;3
197;170004;B;5;Haren                              ;17;00;04;168.0;9756;1090;530;560;20.0;8.0;25.0;29.0;18.0;15.0;320;53.0;2.9;566.0;3.0;128.0;440;12071.0;17561.0;31.0;32.0;19.0;3;;;;197;193;4
198;170005;B;5;Haren                              ;17;00;05;420.0;9751;680;280;400;7.0;9.0;16.0;18.0;50.0;47.0;130;42.0;2.7;269.0;1.0;130.0;300;13114.0;16200.0;50.0;21.0;;3;;;;251;251;0
199;1701;W;5;Haren                              ;17;01;  ;119.0;  . ;1760;890;880;21.0;9.0;24.0;33.0;13.0;15.0;500;54.0;3.0;55.0;;130.0;660;10301.0;17924.0;31.0;32.0;12.0;4;21.0;53.0;26.0;3632;3194;438
200;170100;B;5;Haren                              ;17;01;00;65.0;9479;430;210;220;24.0;7.0;28.0;29.0;12.0;15.0;110;62.0;3.1;573.0;;117.0;160;10709.0;17108.0;32.0;30.0;22.0;2;;;;75;74;1
201;170101;B;5;Haren                              ;17;01;01;75.0;9755;440;200;230;24.0;12.0;24.0;27.0;14.0;18.0;110;56.0;3.2;687.0;;109.0;160;8032.0;17153.0;38.0;33.0;;2;;;;63;63;0
202;170102;B;5;Haren                              ;17;01;02;147.0;9752;100;50;40;;;15.0;45.0;28.0;24.0;30;;;361.0;;;50;;;;;;1;;;;49;26;23
203;170103;B;5;Haren                              ;17;01;03;322.0;9751;80;40;40;;;16.0;36.0;23.0;13.0;30;;;104.0;;;40;;;;;;1;;;;72;72;0
204;170106;B;5;Haren                              ;17;01;06;330.0;9752;110;60;50;;;22.0;38.0;19.0;15.0;30;;;29.0;;;40;11571.0;17561.0;;;;1;;;;625;363;262
205;170107;B;5;Haren                              ;17;01;07;56.0;9756;340;170;170;19.0;8.0;24.0;41.0;7.0;16.0;90;56.0;3.0;55.0;;155.0;130;11254.0;19467.0;18.0;35.0;;2;;;;611;609;2
206;170108;B;5;Haren                              ;17;01;08;192.0;9755;260;140;130;20.0;11.0;24.0;32.0;13.0;8.0;70;57.0;3.2;81.0;;144.0;90;9393.0;15429.0;39.0;20.0;;2;;;;324;324;0
207;170109;B;5;Haren                              ;17;01;09;33.0;9479;30;20;20;;;;;;;10;;;2.0;;;10;;;;;;1;;;;1813;1663;150
208;18;G;3;Hoogezand-Sappemeer                ;18;  ;  ;1086.0;  . ;33140;16360;16780;18.0;11.0;30.0;27.0;15.0;23.0;8830;58.0;2.9;489.0;9.0;52.0;14320;9076.0;13750.0;47.0;14.0;26.0;8;19.0;61.0;20.0;7305;6777;528
209;1801;W;3;Hoogezand-Sappemeer                ;18;01;  ;1229.0;  . ;6440;3120;3320;13.0;12.0;30.0;25.0;21.0;34.0;1560;51.0;2.7;2167.0;6.0;48.0;3270;9983.0;13659.0;48.0;13.0;22.0;6;21.0;64.0;16.0;318;297;21
210;180101;B;3;Hoogezand-Sappemeer                ;18;01;01;1312.0;9601;2860;1380;1490;10.0;15.0;31.0;22.0;21.0;43.0;630;47.0;2.6;4818.0;11.0;36.0;1670;9575.0;12297.0;53.0;6.0;27.0;4;13.0;72.0;15.0;65;59;6
211;180102;B;3;Hoogezand-Sappemeer                ;18;01;02;1438.0;9601;730;360;360;12.0;9.0;26.0;30.0;24.0;26.0;200;47.0;2.7;3281.0;2.0;59.0;380;10255.0;15066.0;43.0;22.0;21.0;3;;;;22;22;0
212;180103;B;3;Hoogezand-Sappemeer                ;18;01;03;1411.0;9601;610;260;340;15.0;8.0;22.0;21.0;34.0;32.0;140;56.0;2.9;8405.0;;64.0;230;9439.0;12842.0;60.0;12.0;;1;;;;7;7;0
213;180104;B;3;Hoogezand-Sappemeer                ;18;01;04;1356.0;9601;690;340;350;21.0;8.0;30.0;29.0;11.0;13.0;210;58.0;3.0;3290.0;2.0;78.0;270;13160.0;19785.0;22.0;38.0;;3;;;;21;21;0
214;180105;B;4;Hoogezand-Sappemeer                ;18;01;05;737.0;9601;960;490;470;14.0;10.0;31.0;27.0;18.0;25.0;260;50.0;2.8;1747.0;5.0;54.0;410;9666.0;14249.0;39.0;16.0;18.0;4;19.0;69.0;12.0;55;55;0
215;180106;B;5;Hoogezand-Sappemeer                ;18;01;06;445.0;9601;230;110;110;22.0;9.0;31.0;32.0;6.0;17.0;60;64.0;3.1;210.0;;59.0;80;8440.0;16381.0;30.0;28.0;;4;47.0;47.0;5.0;119;108;11
216;180107;B;3;Hoogezand-Sappemeer                ;18;01;07;1492.0;9601;370;170;200;11.0;9.0;37.0;21.0;22.0;53.0;60;56.0;2.8;1512.0;3.0;42.0;230;10029.0;13023.0;51.0;;20.0;3;;;;28;24;4
217;1802;W;3;Hoogezand-Sappemeer                ;18;02;  ;1408.0;  . ;12860;6230;6630;20.0;12.0;29.0;25.0;14.0;20.0;3490;62.0;3.0;3568.0;18.0;43.0;5500;7987.0;12706.0;52.0;10.0;32.0;5;15.0;55.0;30.0;362;360;2
218;180201;B;3;Hoogezand-Sappemeer                ;18;02;01;1480.0;9602;2040;1070;980;17.0;15.0;30.0;27.0;11.0;24.0;540;56.0;2.9;6334.0;30.0;39.0;920;8304.0;12706.0;53.0;9.0;33.0;3;;;;32;32;0
219;180202;B;3;Hoogezand-Sappemeer                ;18;02;02;1336.0;9602;1180;620;560;17.0;10.0;32.0;29.0;13.0;16.0;350;57.0;2.9;4831.0;4.0;49.0;480;8395.0;12887.0;44.0;8.0;23.0;3;;;;24;24;0
220;180203;B;2;Hoogezand-Sappemeer                ;18;02;03;1675.0;9602;1240;480;760;8.0;4.0;13.0;24.0;51.0;40.0;310;28.0;2.4;7550.0;11.0;33.0;740;8894.0;10482.0;74.0;;56.0;1;;;;16;16;0
221;180204;B;0;Hoogezand-Sappemeer                ;18;02;04;;  . ;0;0;0;;;;;;;0;;;;;;0;;;;;;1;;;;47;47;0
222;180205;B;2;Hoogezand-Sappemeer                ;18;02;05;1645.0;9602;3040;1440;1600;23.0;13.0;26.0;27.0;12.0;15.0;850;66.0;3.0;8665.0;25.0;41.0;1100;7260.0;12660.0;51.0;11.0;41.0;3;;;;35;35;0
223;180206;B;3;Hoogezand-Sappemeer                ;18;02;06;1002.0;9602;2200;1100;1110;25.0;12.0;35.0;24.0;4.0;12.0;600;72.0;3.2;3979.0;13.0;56.0;810;8123.0;14702.0;35.0;17.0;17.0;3;;;;55;55;0
224;180207;B;3;Hoogezand-Sappemeer                ;18;02;07;1342.0;9602;1590;740;840;19.0;10.0;32.0;21.0;19.0;29.0;390;62.0;2.9;3682.0;15.0;34.0;840;7805.0;11662.0;60.0;4.0;40.0;2;;;;43;43;0
