ID;Geslacht;Leeftijden;BurgerlijkeStaat;Migratieachtergrond;Woonland;Perioden;AOWUitkeringenTotaal_1;AOWUitkeringenVolledig_2;AOWUitkeringenGekort_3
7977;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2014 augustus;3450;250;3200
7978;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2014 september;3470;260;3210
7979;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2014 oktober;3480;260;3220
7980;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2014 november;3490;260;3240
7981;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2014 december;3510;260;3250
7982;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 januari;3520;260;3260
7983;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 februari;3520;260;3260
7984;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 maart;3530;260;3260
7985;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 april;3530;260;3270
7986;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 mei;3540;270;3280
7987;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 juni;3550;270;3280
7988;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 juli;3570;270;3300
7989;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 augustus;3580;280;3300
7990;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 september;3590;280;3310
7991;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 oktober;3600;280;3320
7992;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 november;3610;290;3330
7993;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2015 december;3620;290;3340
7994;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 januari;3340;180;3160
7995;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 februari;3330;180;3160
7996;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 maart;3620;290;3330
7997;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 april;3630;290;3340
7998;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 mei;3640;290;3340
7999;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 juni;3650;300;3350
8000;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 juli;3670;300;3370
8001;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 augustus;3690;310;3390
8002;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 september;3690;310;3390
8003;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 oktober;3700;310;3390
8004;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 november;3700;310;3400
8005;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2016 december;3700;310;3390
8006;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 januari;3700;310;3390
8007;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 februari;3690;310;3380
8008;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 maart;3690;310;3380
8009;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 april;3690;310;3380
8010;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 mei;3690;310;3380
8011;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 juni;3700;310;3380
8012;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 juli;3700;320;3390
8013;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 augustus;3720;320;3390
8014;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 september;3800;330;3470
8015;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 oktober;3800;330;3470
8016;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 november;3800;330;3470
8017;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2017 december;3800;330;3470
8018;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 januari;3810;340;3470
8019;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 februari;3800;340;3450
8020;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 maart;3740;340;3400
8021;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 april;3740;340;3410
8022;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 mei;3760;340;3420
8023;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 juni;3750;340;3420
8024;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 juli;3760;340;3420
8025;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 augustus;3770;340;3430
8026;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 september;3780;340;3440
8027;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 oktober;3790;340;3440
8028;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 november;3790;350;3440
8029;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Spanje;2018 december;37910;380;37530
8030;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2006 november;1280;160;1120
8031;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2006 december;1310;170;1140
8032;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 januari;1330;180;1150
8033;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 februari;1350;180;1180
8034;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 maart;1370;180;1190
8035;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 april;1390;180;1210
8036;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 mei;1420;190;1230
8037;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 juni;1440;190;1260
8038;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 juli;1460;190;1260
8039;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 augustus;1480;200;1280
8040;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 september;1500;200;1300
8041;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 oktober;1520;200;1320
8042;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 november;1550;210;1340
8043;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2007 december;1570;210;1360
8044;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 januari;1590;210;1380
8045;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 februari;1610;210;1400
8046;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 maart;1640;210;1430
8047;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 april;1670;220;1450
8048;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 mei;1690;220;1460
8049;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 juni;1710;220;1490
8050;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 juli;1760;230;1530
8051;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 augustus;1780;230;1550
8052;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 september;1800;240;1570
8053;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 oktober;1820;240;1580
8054;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 november;1840;240;1600
8055;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2008 december;1860;240;1610
8056;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 januari;1870;250;1620
8057;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 februari;1890;250;1640
8058;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 maart;1910;250;1660
8059;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 april;1940;260;1680
8060;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 mei;1970;260;1710
8061;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 juni;2000;270;1740
8062;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 juli;2030;270;1760
8063;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 augustus;2010;270;1750
8064;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 september;2050;270;1780
8065;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 oktober;2080;280;1800
8066;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 november;2100;280;1820
8067;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2009 december;2120;280;1830
8068;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 januari;2140;280;1850
8069;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 februari;2150;290;1860
8070;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 maart;2170;280;1880
8071;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 april;2190;290;1900
8072;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 mei;2210;290;1920
8073;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 juni;2230;290;1940
8074;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 juli;2260;290;1970
8075;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 augustus;2290;290;2000
8076;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 september;2320;290;2020
8077;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 oktober;2340;300;2040
8078;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 november;2360;300;2070
8079;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2010 december;2370;300;2080
8080;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 januari;2410;300;2100
8081;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 februari;2430;300;2120
8082;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 maart;2440;310;2130
8083;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 april;2460;320;2140
8084;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 mei;2480;320;2150
8085;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 juni;2500;330;2170
8086;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 juli;2510;330;2190
8087;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 augustus;2540;330;2210
8088;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 september;2570;340;2240
8089;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 oktober;2600;340;2260
8090;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 november;2620;340;2280
8091;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2011 december;2640;340;2300
8092;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 januari;2700;350;2360
8093;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 februari;2710;350;2370
8094;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 maart;2760;350;2400
8095;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 april;2770;350;2410
8096;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 mei;2800;360;2430
8097;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 juni;2820;360;2470
8098;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 juli;2850;370;2490
8099;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 augustus;2890;370;2520
8100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 september;2910;370;2540
8101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 oktober;2940;380;2560
8102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 november;2960;380;2590
8103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2012 december;2980;380;2600
8104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 januari;3000;380;2610
8105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 februari;3010;380;2630
8106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 maart;3030;390;2640
8107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 april;3060;390;2670
8108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 mei;3070;390;2690
8109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 juni;3100;390;2710
8110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 juli;3120;390;2730
8111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 augustus;3140;390;2750
8112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 september;3160;390;2770
8113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 oktober;3190;380;2810
8114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 november;3210;390;2830
8115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2013 december;3240;390;2860
8116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 januari;3230;390;2840
8117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 februari;3240;390;2860
8118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 maart;3270;390;2880
8119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 april;3300;390;2910
8120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 mei;3330;390;2940
8121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 juni;3370;390;2970
8122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 juli;3390;400;2990
8123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 augustus;3410;400;3010
8124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 september;3430;400;3030
8125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 oktober;3460;400;3050
8126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 november;3480;410;3070
8127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2014 december;3510;410;3100
8128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 januari;3520;420;3090
8129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 februari;3530;420;3110
8130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 maart;3560;430;3130
8131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 april;3590;430;3160
8132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 mei;3620;430;3190
8133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 juni;3650;440;3210
8134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 juli;3670;440;3240
8135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 augustus;3700;440;3260
8136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 september;3740;450;3290
8137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 oktober;3770;450;3320
8138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 november;3790;460;3330
8139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2015 december;3810;460;3350
8140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 januari;3160;190;2960
8141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 februari;3160;190;2970
8142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 maart;3810;460;3350
8143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 april;3820;460;3360
8144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 mei;3840;460;3380
8145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 juni;3870;460;3410
8146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 juli;3890;450;3440
8147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 augustus;3910;450;3460
8148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 september;3930;450;3470
8149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 oktober;3950;450;3490
8150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 november;3980;450;3520
8151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2016 december;4010;450;3550
8152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 januari;4010;450;3550
8153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 februari;4010;450;3560
8154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 maart;4000;450;3550
8155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 april;4020;450;3560
8156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 mei;4030;450;3580
8157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 juni;4060;450;3600
8158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 juli;4080;450;3630
8159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 augustus;4100;460;3650
8160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 september;4210;460;3750
8161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 oktober;4220;460;3760
8162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 november;4250;470;3790
8163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2017 december;4290;470;3820
8164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 januari;4290;470;3820
8165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 februari;4290;470;3820
8166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 maart;4230;470;3760
8167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 april;4250;480;3770
8168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 mei;4260;480;3780
8169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 juni;4280;470;3800
8170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 juli;4320;480;3840
8171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 augustus;4340;480;3860
8172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 september;4350;480;3870
8173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 oktober;4370;480;3890
8174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 november;4390;490;3900
8175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Duitsland;2018 december;22140;550;21590
8176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2006 november;10;0;10
8177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2006 december;10;0;10
8178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2007 januari;10;0;10
8179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2007 februari;20;0;10
8180;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2007 maart;20;0;10
8181;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2007 april;20;0;20
8182;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Westerse migratieachtergrond;Turkije;2007 mei;20;0;20
