ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
1276;100 or more employed persons;350400;2013 2nd quarter;105.2;-14.7
1277;100 or more employed persons;350400;2013 3rd quarter;91.7;-15.7
1278;100 or more employed persons;350400;2013 4th quarter;116.3;-3.8
1279;100 or more employed persons;350400;2013;100.3;-11.8
1280;100 or more employed persons;350400;2014 1st quarter;78.6;-10.7
1281;100 or more employed persons;350400;2014 2nd quarter;93.9;-10.7
1282;100 or more employed persons;350400;2014 3rd quarter;80.3;-12.4
1283;100 or more employed persons;350400;2014 4th quarter;113.0;-2.8
1284;100 or more employed persons;350400;2014;91.5;-8.8
1285;100 or more employed persons;350400;2015 1st quarter;87.5;11.3
1286;100 or more employed persons;350400;2015 2nd quarter;100.7;7.2
1287;100 or more employed persons;350400;2015 3rd quarter;91.9;14.4
1288;100 or more employed persons;350400;2015 4th quarter;119.9;6.1
1289;100 or more employed persons;350400;2015;100.0;9.3
1290;100 or more employed persons;350400;2016 1st quarter;89.7;2.5
1291;100 or more employed persons;350400;2016 2nd quarter;108.0;7.2
1292;100 or more employed persons;350400;2016 3rd quarter;98.8;7.5
1293;100 or more employed persons;350400;2016 4th quarter;131.3;9.5
1294;100 or more employed persons;350400;2016;106.9;6.9
1295;100 or more employed persons;350400;2017 1st quarter;104.6;16.6
1296;100 or more employed persons;350400;2017 2nd quarter;124.8;15.5
1297;100 or more employed persons;350400;2017 3rd quarter;110.6;12.0
1298;100 or more employed persons;350400;2017 4th quarter;150.5;14.6
1299;100 or more employed persons;350400;2017;122.6;14.6
1300;100 or more employed persons;350400;2018 1st quarter;115.1;10.1
1301;100 or more employed persons;350400;2018 2nd quarter;142.2;14.0
1302;100 or more employed persons;350400;2018 3rd quarter;119.6;8.1
1303;100 or more employed persons;350400;2018 4th quarter;176.3;17.2
1304;100 or more employed persons;350400;2018;138.3;12.8
1305;100 or more employed persons;350400;2019 1st quarter;136.1;18.2
1306;100 or more employed persons;350400;2019 2nd quarter;159.9;12.4
1307;100 or more employed persons;350400;2019 3rd quarter;145.6;21.7
1308;100 or more employed persons;350400;2019 4th quarter;178.1;1.0
1309;100 or more employed persons;350400;2019;154.9;12.0
1310;100 or more employed persons;350400;2020 1st quarter;151.7;11.4
1311;100 or more employed persons;350400;2020 2nd quarter;167.6;4.8
1312;100 or more employed persons;350400;2020 3rd quarter;145.0;-0.4
1313;100 or more employed persons;350400;2020 4th quarter;191.2;7.4
1314;100 or more employed persons;350400;2020;163.9;5.8
1315;100 or more employed persons;350400;2021 1st quarter;159.9;5.4
1316;100 or more employed persons;350400;2021 2nd quarter;186.1;11.0
1317;100 or more employed persons;350400;2021 3rd quarter;157.5;8.6
1318;100 or more employed persons;350400;2021 4th quarter;212.0;10.9
1319;100 or more employed persons;350400;2021;178.9;9.2
1320;100 or more employed persons;350400;2022 1st quarter;171.9;7.5
1321;100 or more employed persons;350400;2022 2nd quarter;208.0;11.7
1322;100 or more employed persons;350400;2022 3rd quarter;177.4;12.6
1323;100 or more employed persons;350400;2022 4th quarter;235.1;10.9
1324;100 or more employed persons;350400;2022;198.1;10.7
1325;100 or more employed persons;350400;2023 1st quarter;185.4;7.9
1326;100 or more employed persons;350400;2023 2nd quarter;216.9;4.3
1327;100 or more employed persons;350400;2023 3rd quarter;186.4;5.1
1328;100 or more employed persons;350400;2023 4rd quarter;250.8;6.6
1329;100 or more employed persons;350400;2023;209.9;5.9
1330;100 or more employed persons;350600;2005 1st quarter;51.2;
1331;100 or more employed persons;350600;2005 2nd quarter;76.7;
1332;100 or more employed persons;350600;2005 3rd quarter;75.0;
1333;100 or more employed persons;350600;2005 4th quarter;100.6;
1334;100 or more employed persons;350600;2005;75.9;
1335;100 or more employed persons;350600;2006 1st quarter;53.7;4.9
1336;100 or more employed persons;350600;2006 2nd quarter;80.5;5.0
1337;100 or more employed persons;350600;2006 3rd quarter;83.2;11.0
1338;100 or more employed persons;350600;2006 4th quarter;114.0;13.3
1339;100 or more employed persons;350600;2006;82.9;9.2
1340;100 or more employed persons;350600;2007 1st quarter;61.3;14.1
1341;100 or more employed persons;350600;2007 2nd quarter;80.2;-0.4
1342;100 or more employed persons;350600;2007 3rd quarter;77.5;-6.8
1343;100 or more employed persons;350600;2007 4th quarter;109.3;-4.1
1344;100 or more employed persons;350600;2007;82.1;-1.0
1345;100 or more employed persons;350600;2008 1st quarter;64.3;4.9
1346;100 or more employed persons;350600;2008 2nd quarter;92.4;15.2
1347;100 or more employed persons;350600;2008 3rd quarter;86.9;12.1
1348;100 or more employed persons;350600;2008 4th quarter;112.6;3.0
1349;100 or more employed persons;350600;2008;89.0;8.5
1350;100 or more employed persons;350600;2009 1st quarter;71.5;11.3
1351;100 or more employed persons;350600;2009 2nd quarter;93.5;1.3
1352;100 or more employed persons;350600;2009 3rd quarter;92.3;6.1
1353;100 or more employed persons;350600;2009 4th quarter;116.1;3.1
1354;100 or more employed persons;350600;2009;93.3;4.8
1355;100 or more employed persons;350600;2010 1st quarter;62.7;-12.4
1356;100 or more employed persons;350600;2010 2nd quarter;89.8;-4.0
1357;100 or more employed persons;350600;2010 3rd quarter;83.9;-9.1
1358;100 or more employed persons;350600;2010 4th quarter;113.4;-2.3
1359;100 or more employed persons;350600;2010;87.4;-6.3
1360;100 or more employed persons;350600;2011 1st quarter;65.2;4.1
1361;100 or more employed persons;350600;2011 2nd quarter;90.4;0.7
1362;100 or more employed persons;350600;2011 3rd quarter;85.4;1.9
1363;100 or more employed persons;350600;2011 4th quarter;116.0;2.3
1364;100 or more employed persons;350600;2011;89.3;2.1
1365;100 or more employed persons;350600;2012 1st quarter;67.4;3.4
1366;100 or more employed persons;350600;2012 2nd quarter;97.8;8.1
1367;100 or more employed persons;350600;2012 3rd quarter;90.7;6.2
1368;100 or more employed persons;350600;2012 4th quarter;125.4;8.2
1369;100 or more employed persons;350600;2012;95.3;6.8
1370;100 or more employed persons;350600;2013 1st quarter;70.5;4.6
1371;100 or more employed persons;350600;2013 2nd quarter;99.1;1.3
1372;100 or more employed persons;350600;2013 3rd quarter;95.2;4.9
1373;100 or more employed persons;350600;2013 4th quarter;116.4;-7.2
1374;100 or more employed persons;350600;2013;95.3;0.0
1375;100 or more employed persons;350600;2014 1st quarter;70.6;0.1
1376;100 or more employed persons;350600;2014 2nd quarter;99.0;0.0
1377;100 or more employed persons;350600;2014 3rd quarter;95.4;0.2
1378;100 or more employed persons;350600;2014 4th quarter;138.5;19.0
1379;100 or more employed persons;350600;2014;100.9;5.9
1380;100 or more employed persons;350600;2015 1st quarter;71.4;1.1
1381;100 or more employed persons;350600;2015 2nd quarter;98.0;-1.0
1382;100 or more employed persons;350600;2015 3rd quarter;106.6;11.7
1383;100 or more employed persons;350600;2015 4th quarter;123.9;-10.5
1384;100 or more employed persons;350600;2015;100.0;-0.9
1385;100 or more employed persons;350600;2016 1st quarter;68.3;-4.4
1386;100 or more employed persons;350600;2016 2nd quarter;90.5;-7.7
1387;100 or more employed persons;350600;2016 3rd quarter;94.4;-11.4
1388;100 or more employed persons;350600;2016 4th quarter;114.0;-8.1
1389;100 or more employed persons;350600;2016;91.8;-8.2
1390;100 or more employed persons;350600;2017 1st quarter;70.1;2.6
1391;100 or more employed persons;350600;2017 2nd quarter;89.3;-1.3
1392;100 or more employed persons;350600;2017 3rd quarter;91.1;-3.6
1393;100 or more employed persons;350600;2017 4th quarter;119.4;4.8
1394;100 or more employed persons;350600;2017;92.5;0.7
1395;100 or more employed persons;350600;2018 1st quarter;70.7;1.0
1396;100 or more employed persons;350600;2018 2nd quarter;101.1;13.2
1397;100 or more employed persons;350600;2018 3rd quarter;98.9;8.6
1398;100 or more employed persons;350600;2018 4th quarter;121.7;1.9
1399;100 or more employed persons;350600;2018;98.1;6.1
1400;100 or more employed persons;350600;2019 1st quarter;82.4;16.5
1401;100 or more employed persons;350600;2019 2nd quarter;106.6;5.5
1402;100 or more employed persons;350600;2019 3rd quarter;112.1;13.4
1403;100 or more employed persons;350600;2019 4th quarter;135.8;11.6
1404;100 or more employed persons;350600;2019;109.2;11.3
1405;100 or more employed persons;350600;2020 1st quarter;94.6;14.8
1406;100 or more employed persons;350600;2020 2nd quarter;123.6;15.9
1407;100 or more employed persons;350600;2020 3rd quarter;119.8;6.9
1408;100 or more employed persons;350600;2020 4th quarter;133.7;-1.5
1409;100 or more employed persons;350600;2020;117.9;8.0
1410;100 or more employed persons;350600;2021 1st quarter;93.9;-0.7
1411;100 or more employed persons;350600;2021 2nd quarter;119.4;-3.4
1412;100 or more employed persons;350600;2021 3rd quarter;123.7;3.2
1413;100 or more employed persons;350600;2021 4th quarter;138.3;3.5
1414;100 or more employed persons;350600;2021;118.8;0.8
1415;100 or more employed persons;350600;2022 1st quarter;96.2;2.5
1416;100 or more employed persons;350600;2022 2nd quarter;127.6;6.9
1417;100 or more employed persons;350600;2022 3rd quarter;119.6;-3.3
1418;100 or more employed persons;350600;2022 4th quarter;157.5;13.8
1419;100 or more employed persons;350600;2022;125.2;5.4
1420;100 or more employed persons;350600;2023 1st quarter;109.2;13.5
1421;100 or more employed persons;350600;2023 2nd quarter;140.7;10.2
1422;100 or more employed persons;350600;2023 3rd quarter;131.3;9.8
1423;100 or more employed persons;350600;2023 4rd quarter;159.2;1.1
1424;100 or more employed persons;350600;2023;135.1;7.9
1425;100 or more employed persons;351900;2005 1st quarter;71.1;
1426;100 or more employed persons;351900;2005 2nd quarter;84.8;
1427;100 or more employed persons;351900;2005 3rd quarter;79.8;
1428;100 or more employed persons;351900;2005 4th quarter;95.3;
1429;100 or more employed persons;351900;2005;82.7;
1430;100 or more employed persons;351900;2006 1st quarter;73.7;3.7
1431;100 or more employed persons;351900;2006 2nd quarter;82.8;-2.4
1432;100 or more employed persons;351900;2006 3rd quarter;79.8;0.0
1433;100 or more employed persons;351900;2006 4th quarter;95.2;-0.1
1434;100 or more employed persons;351900;2006;82.9;0.1
1435;100 or more employed persons;351900;2007 1st quarter;86.1;16.8
1436;100 or more employed persons;351900;2007 2nd quarter;92.3;11.5
1437;100 or more employed persons;351900;2007 3rd quarter;88.9;11.4
1438;100 or more employed persons;351900;2007 4th quarter;111.2;16.9
1439;100 or more employed persons;351900;2007;94.6;14.2
1440;100 or more employed persons;351900;2008 1st quarter;93.1;8.2
1441;100 or more employed persons;351900;2008 2nd quarter;108.5;17.6
1442;100 or more employed persons;351900;2008 3rd quarter;101.3;14.0
1443;100 or more employed persons;351900;2008 4th quarter;119.5;7.4
1444;100 or more employed persons;351900;2008;105.6;11.6
1445;100 or more employed persons;351900;2009 1st quarter;94.7;1.7
1446;100 or more employed persons;351900;2009 2nd quarter;99.8;-8.0
1447;100 or more employed persons;351900;2009 3rd quarter;90.5;-10.7
1448;100 or more employed persons;351900;2009 4th quarter;103.7;-13.2
1449;100 or more employed persons;351900;2009;97.2;-8.0
1450;100 or more employed persons;351900;2010 1st quarter;88.9;-6.1
1451;100 or more employed persons;351900;2010 2nd quarter;101.7;1.9
1452;100 or more employed persons;351900;2010 3rd quarter;92.5;2.3
1453;100 or more employed persons;351900;2010 4th quarter;105.1;1.4
1454;100 or more employed persons;351900;2010;97.1;-0.1
1455;100 or more employed persons;351900;2011 1st quarter;95.3;7.2
1456;100 or more employed persons;351900;2011 2nd quarter;106.9;5.1
1457;100 or more employed persons;351900;2011 3rd quarter;99.7;7.7
1458;100 or more employed persons;351900;2011 4th quarter;117.2;11.5
1459;100 or more employed persons;351900;2011;104.8;7.9
1460;100 or more employed persons;351900;2012 1st quarter;90.8;-4.7
1461;100 or more employed persons;351900;2012 2nd quarter;100.9;-5.6
1462;100 or more employed persons;351900;2012 3rd quarter;92.1;-7.5
1463;100 or more employed persons;351900;2012 4th quarter;110.5;-5.8
1464;100 or more employed persons;351900;2012;98.6;-5.9
1465;100 or more employed persons;351900;2013 1st quarter;83.6;-7.9
1466;100 or more employed persons;351900;2013 2nd quarter;96.5;-4.3
1467;100 or more employed persons;351900;2013 3rd quarter;91.4;-0.8
1468;100 or more employed persons;351900;2013 4th quarter;109.7;-0.7
1469;100 or more employed persons;351900;2013;95.3;-3.3
1470;100 or more employed persons;351900;2014 1st quarter;88.1;5.4
1471;100 or more employed persons;351900;2014 2nd quarter;95.4;-1.2
1472;100 or more employed persons;351900;2014 3rd quarter;92.9;1.6
1473;100 or more employed persons;351900;2014 4th quarter;109.7;0.0
1474;100 or more employed persons;351900;2014;96.5;1.2
1475;100 or more employed persons;351900;2015 1st quarter;90.7;2.9
1476;100 or more employed persons;351900;2015 2nd quarter;101.1;6.0
1477;100 or more employed persons;351900;2015 3rd quarter;96.2;3.5
1478;100 or more employed persons;351900;2015 4th quarter;112.1;2.1
1479;100 or more employed persons;351900;2015;100.0;3.6
1480;100 or more employed persons;351900;2016 1st quarter;101.1;11.5
1481;100 or more employed persons;351900;2016 2nd quarter;115.2;13.9
1482;100 or more employed persons;351900;2016 3rd quarter;110.2;14.6
1483;100 or more employed persons;351900;2016 4th quarter;119.4;6.6
1484;100 or more employed persons;351900;2016;111.5;11.5
1485;100 or more employed persons;351900;2017 1st quarter;98.8;-2.3
1486;100 or more employed persons;351900;2017 2nd quarter;108.3;-5.9
1487;100 or more employed persons;351900;2017 3rd quarter;102.2;-7.2
1488;100 or more employed persons;351900;2017 4th quarter;123.2;3.2
1489;100 or more employed persons;351900;2017;108.1;-3.0
1490;100 or more employed persons;351900;2018 1st quarter;104.5;5.8
1491;100 or more employed persons;351900;2018 2nd quarter;119.6;10.4
1492;100 or more employed persons;351900;2018 3rd quarter;111.5;9.1
1493;100 or more employed persons;351900;2018 4th quarter;139.0;12.8
1494;100 or more employed persons;351900;2018;118.6;9.7
1495;100 or more employed persons;351900;2019 1st quarter;118.6;13.5
1496;100 or more employed persons;351900;2019 2nd quarter;135.7;13.5
1497;100 or more employed persons;351900;2019 3rd quarter;127.5;14.3
1498;100 or more employed persons;351900;2019 4th quarter;150.6;8.4
1499;100 or more employed persons;351900;2019;133.1;12.2
1500;100 or more employed persons;351900;2020 1st quarter;134.7;13.6
1501;100 or more employed persons;351900;2020 2nd quarter;136.1;0.3
1502;100 or more employed persons;351900;2020 3rd quarter;130.1;2.0
1503;100 or more employed persons;351900;2020 4th quarter;158.4;5.2
1504;100 or more employed persons;351900;2020;139.8;5.1
1505;100 or more employed persons;351900;2021 1st quarter;141.2;4.8
1506;100 or more employed persons;351900;2021 2nd quarter;153.8;13.0
1507;100 or more employed persons;351900;2021 3rd quarter;146.9;13.0
1508;100 or more employed persons;351900;2021 4th quarter;180.1;13.7
1509;100 or more employed persons;351900;2021;155.5;11.2
1510;100 or more employed persons;351900;2022 1st quarter;157.3;11.4
1511;100 or more employed persons;351900;2022 2nd quarter;179.1;16.5
1512;100 or more employed persons;351900;2022 3rd quarter;168.1;14.4
1513;100 or more employed persons;351900;2022 4th quarter;213.3;18.4
1514;100 or more employed persons;351900;2022;179.5;15.4
1515;100 or more employed persons;351900;2023 1st quarter;187.1;18.9
1516;100 or more employed persons;351900;2023 2nd quarter;213.3;19.1
1517;100 or more employed persons;351900;2023 3rd quarter;192.9;14.8
1518;100 or more employed persons;351900;2023 4rd quarter;236.3;10.8
1519;100 or more employed persons;351900;2023;207.4;15.6
