ID;Geslacht;Leeftijd;RegioSSituatie2011;Perioden;BevolkingTotaal_1;Autochtonen_2;TotaalWesterseAllochtonen_3;Eerstegeneratieallochtoon_4;Tweedegeneratieallochtoon_5;TotaalNietWesterseAllochtonen_6;Eerstegeneratieallochtoon_7;Tweedegeneratieallochtoon_8;RegionaleCodering_9
6796;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2022;165.6;119.4;20.6;9.3;11.2;25.6;12.9;12.6;GM0392
6797;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2023;166.5;119.7;20.8;9.5;11.3;26.1;13.1;12.9;GM0392
6798;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2024;168.0;120.4;21.1;9.6;11.5;26.5;13.3;13.2;GM0392
6799;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2025;168.8;120.6;21.3;9.7;11.6;27.0;13.5;13.5;GM0392
6800;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2026;169.4;120.6;21.5;9.8;11.6;27.3;13.6;13.7;GM0392
6801;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2027;169.8;120.5;21.7;9.9;11.8;27.6;13.7;13.9;GM0392
6802;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2028;170.8;120.7;22.0;10.1;11.9;28.1;13.9;14.2;GM0392
6803;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2029;171.0;120.5;22.1;10.2;11.9;28.4;14.1;14.4;GM0392
6804;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2030;171.6;120.6;22.3;10.3;12.0;28.8;14.2;14.6;GM0392
6805;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2031;171.9;120.6;22.3;10.3;12.0;29.0;14.3;14.7;GM0392
6806;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2032;172.2;120.5;22.5;10.4;12.0;29.3;14.4;14.9;GM0392
6807;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2033;172.4;120.2;22.6;10.6;12.1;29.5;14.5;15.0;GM0392
6808;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2034;172.6;120.0;22.7;10.7;12.0;29.8;14.6;15.2;GM0392
6809;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2035;172.7;119.8;22.8;10.8;12.0;30.1;14.7;15.4;GM0392
6810;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2036;172.9;119.4;23.0;10.9;12.1;30.4;14.8;15.6;GM0392
6811;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2037;173.1;119.1;23.1;11.0;12.1;30.9;15.0;15.9;GM0392
6812;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2038;172.7;118.3;23.1;11.1;12.1;31.2;15.1;16.1;GM0392
6813;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2039;173.0;118.1;23.4;11.2;12.2;31.6;15.2;16.5;GM0392
6814;Mannen en vrouwen;Totaal alle leeftijden;Haarlem;2040;173.3;117.7;23.4;11.2;12.2;32.1;15.3;16.8;GM0392
6815;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2012;5.1;4.4;0.4;0.2;0.2;0.3;0.2;0.1;GM0393
6816;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2013;5.1;4.4;0.4;0.2;0.2;0.3;0.2;0.2;GM0393
6817;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2014;5.0;4.3;0.4;0.2;0.3;0.3;0.2;0.2;GM0393
6818;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2015;5.0;4.2;0.4;0.2;0.3;0.4;0.2;0.2;GM0393
6819;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2016;4.9;4.1;0.4;0.2;0.3;0.4;0.2;0.2;GM0393
6820;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2017;4.8;4.0;0.4;0.2;0.3;0.4;0.2;0.2;GM0393
6821;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2018;4.7;3.9;0.4;0.2;0.3;0.4;0.2;0.2;GM0393
6822;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2019;4.7;3.9;0.4;0.2;0.2;0.4;0.2;0.2;GM0393
6823;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2020;4.7;3.9;0.4;0.2;0.2;0.4;0.2;0.2;GM0393
6824;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2021;4.8;3.9;0.4;0.2;0.2;0.5;0.2;0.2;GM0393
6825;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2022;4.8;3.8;0.5;0.2;0.3;0.5;0.2;0.2;GM0393
6826;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2023;4.8;3.8;0.5;0.2;0.3;0.5;0.3;0.3;GM0393
6827;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2024;4.8;3.8;0.5;0.2;0.3;0.5;0.3;0.3;GM0393
6828;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2025;4.8;3.8;0.5;0.2;0.3;0.5;0.3;0.3;GM0393
6829;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2026;4.8;3.8;0.5;0.2;0.3;0.6;0.3;0.3;GM0393
6830;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2027;4.8;3.8;0.5;0.2;0.3;0.6;0.3;0.3;GM0393
6831;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2028;4.8;3.7;0.5;0.2;0.3;0.6;0.3;0.3;GM0393
6832;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2029;4.8;3.7;0.5;0.2;0.3;0.6;0.3;0.3;GM0393
6833;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2030;4.8;3.7;0.5;0.2;0.3;0.6;0.3;0.3;GM0393
6834;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2031;4.8;3.7;0.5;0.2;0.3;0.6;0.3;0.3;GM0393
6835;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2032;4.9;3.7;0.5;0.3;0.3;0.6;0.3;0.3;GM0393
6836;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2033;4.9;3.7;0.5;0.3;0.3;0.6;0.3;0.3;GM0393
6837;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2034;4.8;3.7;0.5;0.3;0.3;0.7;0.3;0.4;GM0393
6838;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2035;4.9;3.7;0.5;0.3;0.3;0.7;0.3;0.4;GM0393
6839;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2036;4.9;3.6;0.6;0.3;0.3;0.7;0.3;0.4;GM0393
6840;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2037;4.9;3.6;0.6;0.3;0.3;0.7;0.3;0.4;GM0393
6841;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2038;4.9;3.6;0.6;0.3;0.3;0.7;0.3;0.4;GM0393
6842;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2039;4.9;3.5;0.6;0.3;0.3;0.8;0.3;0.4;GM0393
6843;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmerliede en Spaarnwoude;2040;4.8;3.5;0.6;0.3;0.3;0.8;0.3;0.4;GM0393
6844;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2012;146.1;111.9;15.3;6.6;8.8;18.9;9.7;9.2;GM0394
6845;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2013;148.0;112.8;15.7;6.7;9.0;19.6;9.9;9.7;GM0394
6846;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2014;149.8;113.6;16.0;6.8;9.2;20.2;10.2;10.0;GM0394
6847;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2015;151.6;114.3;16.4;7.0;9.4;20.9;10.5;10.4;GM0394
6848;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2016;153.3;115.0;16.7;7.2;9.5;21.6;10.7;10.9;GM0394
6849;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2017;155.1;115.9;17.0;7.3;9.7;22.3;11.0;11.3;GM0394
6850;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2018;157.0;116.7;17.3;7.5;9.8;23.0;11.2;11.8;GM0394
6851;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2019;159.3;117.8;17.8;7.7;10.1;23.7;11.4;12.3;GM0394
6852;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2020;161.4;118.9;18.2;7.9;10.3;24.4;11.6;12.7;GM0394
6853;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2021;163.7;120.2;18.5;8.0;10.5;25.0;11.8;13.1;GM0394
6854;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2022;165.5;121.1;18.8;8.2;10.6;25.6;12.1;13.5;GM0394
6855;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2023;167.5;122.1;19.1;8.3;10.8;26.3;12.3;14.0;GM0394
6856;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2024;169.0;122.9;19.3;8.4;10.9;26.8;12.4;14.4;GM0394
6857;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2025;170.1;123.2;19.6;8.6;11.0;27.3;12.6;14.7;GM0394
6858;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2026;171.2;123.6;19.9;8.7;11.2;27.7;12.7;15.0;GM0394
6859;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2027;172.4;124.0;20.2;8.9;11.3;28.2;12.9;15.4;GM0394
6860;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2028;173.2;124.2;20.4;9.0;11.4;28.6;13.0;15.6;GM0394
6861;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2029;174.2;124.5;20.7;9.1;11.5;29.1;13.1;16.0;GM0394
6862;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2030;175.3;124.8;21.0;9.2;11.7;29.5;13.2;16.3;GM0394
6863;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2031;176.3;125.2;21.1;9.3;11.8;30.0;13.3;16.6;GM0394
6864;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2032;177.2;125.4;21.4;9.5;11.9;30.4;13.5;16.9;GM0394
6865;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2033;178.0;125.7;21.6;9.6;12.0;30.8;13.6;17.2;GM0394
6866;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2034;178.5;125.8;21.7;9.7;12.0;31.0;13.7;17.3;GM0394
6867;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2035;179.3;126.0;21.8;9.8;12.0;31.6;13.9;17.7;GM0394
6868;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2036;180.0;125.9;22.1;9.9;12.2;32.0;14.0;18.0;GM0394
6869;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2037;180.9;126.1;22.3;10.0;12.3;32.5;14.1;18.3;GM0394
6870;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2038;181.6;126.3;22.6;10.1;12.4;32.8;14.2;18.6;GM0394
6871;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2039;181.9;126.1;22.7;10.2;12.5;33.2;14.4;18.8;GM0394
6872;Mannen en vrouwen;Totaal alle leeftijden;Haarlemmermeer;2040;182.4;126.0;22.9;10.3;12.6;33.5;14.5;19.0;GM0394
6873;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2012;29.0;25.2;1.7;0.8;1.0;2.1;1.2;0.9;GM1655
6874;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2013;29.0;25.1;1.8;0.8;1.0;2.1;1.2;0.9;GM1655
6875;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2014;28.7;24.8;1.8;0.8;1.0;2.2;1.2;1.0;GM1655
6876;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2015;28.7;24.7;1.8;0.8;1.0;2.2;1.2;1.0;GM1655
6877;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2016;28.7;24.6;1.9;0.9;1.0;2.2;1.2;1.0;GM1655
6878;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2017;28.6;24.5;1.9;0.9;1.0;2.3;1.3;1.0;GM1655
6879;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2018;28.6;24.3;1.9;0.9;1.0;2.3;1.3;1.1;GM1655
6880;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2019;28.6;24.2;2.0;0.9;1.0;2.4;1.3;1.1;GM1655
6881;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2020;28.5;24.1;2.0;1.0;1.0;2.4;1.3;1.1;GM1655
6882;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2021;28.5;24.1;2.0;1.0;1.0;2.5;1.3;1.1;GM1655
6883;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2022;28.6;24.1;2.1;1.0;1.0;2.5;1.4;1.1;GM1655
6884;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2023;28.4;23.8;2.1;1.0;1.0;2.5;1.4;1.1;GM1655
6885;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2024;28.2;23.5;2.1;1.0;1.0;2.6;1.4;1.1;GM1655
6886;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2025;28.1;23.4;2.1;1.0;1.0;2.6;1.4;1.2;GM1655
6887;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2026;28.0;23.3;2.1;1.0;1.0;2.6;1.4;1.2;GM1655
6888;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2027;28.1;23.3;2.1;1.1;1.1;2.7;1.4;1.2;GM1655
6889;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2028;28.1;23.2;2.2;1.1;1.1;2.7;1.5;1.3;GM1655
6890;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2029;28.0;23.0;2.2;1.1;1.1;2.7;1.5;1.3;GM1655
6891;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2030;28.1;23.1;2.2;1.1;1.1;2.8;1.5;1.3;GM1655
6892;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2031;28.1;23.0;2.3;1.1;1.1;2.9;1.5;1.4;GM1655
6893;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2032;28.3;22.9;2.3;1.2;1.2;3.0;1.6;1.4;GM1655
6894;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2033;28.2;22.8;2.4;1.2;1.2;3.1;1.6;1.5;GM1655
6895;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2034;28.3;22.8;2.4;1.2;1.2;3.1;1.6;1.5;GM1655
6896;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2035;28.2;22.6;2.4;1.2;1.2;3.2;1.6;1.6;GM1655
6897;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2036;28.1;22.5;2.4;1.2;1.2;3.2;1.6;1.6;GM1655
6898;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2037;28.0;22.3;2.4;1.2;1.2;3.3;1.6;1.6;GM1655
6899;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2038;28.0;22.2;2.5;1.2;1.2;3.3;1.6;1.7;GM1655
6900;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2039;27.9;22.1;2.5;1.2;1.2;3.3;1.6;1.7;GM1655
6901;Mannen en vrouwen;Totaal alle leeftijden;Halderberge;2040;27.8;22.0;2.5;1.3;1.2;3.4;1.6;1.7;GM1655
6902;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2012;59.5;56.0;2.3;0.6;1.7;1.2;0.7;0.5;GM0160
6903;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2013;59.3;55.7;2.3;0.7;1.7;1.2;0.7;0.5;GM0160
6904;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2014;59.3;55.6;2.4;0.7;1.7;1.3;0.7;0.6;GM0160
6905;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2015;59.2;55.5;2.4;0.7;1.7;1.4;0.7;0.6;GM0160
6906;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2016;59.2;55.4;2.4;0.7;1.7;1.4;0.8;0.7;GM0160
6907;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2017;59.2;55.3;2.4;0.7;1.7;1.5;0.8;0.7;GM0160
6908;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2018;59.4;55.3;2.4;0.8;1.7;1.6;0.8;0.8;GM0160
6909;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2019;59.5;55.3;2.5;0.8;1.7;1.7;0.9;0.8;GM0160
6910;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2020;59.8;55.4;2.6;0.8;1.7;1.8;0.9;0.9;GM0160
6911;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2021;60.0;55.4;2.6;0.9;1.7;1.9;1.0;1.0;GM0160
6912;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2022;60.1;55.4;2.7;0.9;1.7;2.0;1.0;1.0;GM0160
6913;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2023;60.0;55.3;2.6;0.9;1.7;2.1;1.0;1.1;GM0160
6914;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2024;60.1;55.2;2.7;1.0;1.7;2.2;1.0;1.2;GM0160
6915;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2025;60.3;55.3;2.7;1.0;1.7;2.3;1.1;1.2;GM0160
6916;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2026;60.6;55.4;2.8;1.0;1.8;2.4;1.1;1.3;GM0160
6917;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2027;60.6;55.3;2.8;1.0;1.8;2.5;1.2;1.3;GM0160
6918;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2028;60.9;55.5;2.9;1.1;1.8;2.6;1.2;1.4;GM0160
6919;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2029;60.9;55.4;2.9;1.1;1.8;2.6;1.2;1.4;GM0160
6920;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2030;61.1;55.4;2.9;1.2;1.8;2.7;1.2;1.5;GM0160
6921;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2031;61.2;55.4;3.0;1.2;1.8;2.8;1.3;1.5;GM0160
6922;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2032;61.3;55.4;3.0;1.2;1.8;2.9;1.3;1.6;GM0160
6923;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2033;61.4;55.3;3.0;1.2;1.8;3.0;1.4;1.7;GM0160
6924;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2034;61.5;55.2;3.1;1.2;1.8;3.2;1.4;1.7;GM0160
6925;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2035;61.5;55.1;3.1;1.3;1.8;3.3;1.5;1.8;GM0160
6926;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2036;61.4;55.0;3.1;1.3;1.8;3.3;1.5;1.8;GM0160
6927;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2037;61.4;54.8;3.2;1.3;1.8;3.4;1.5;1.9;GM0160
6928;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2038;61.4;54.7;3.2;1.3;1.8;3.5;1.6;1.9;GM0160
6929;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2039;61.3;54.5;3.3;1.4;1.9;3.6;1.6;2.0;GM0160
6930;Mannen en vrouwen;Totaal alle leeftijden;Hardenberg;2040;61.2;54.3;3.3;1.4;1.9;3.6;1.6;2.0;GM0160
6931;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2012;44.9;37.5;2.8;1.1;1.7;4.5;2.4;2.1;GM0243
6932;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2013;45.1;37.7;2.8;1.1;1.7;4.6;2.4;2.2;GM0243
6933;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2014;45.3;37.8;2.9;1.2;1.7;4.6;2.4;2.2;GM0243
6934;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2015;45.6;37.9;2.9;1.2;1.7;4.7;2.5;2.2;GM0243
6935;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2016;45.8;38.1;3.0;1.2;1.7;4.8;2.5;2.3;GM0243
6936;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2017;46.0;38.1;3.1;1.3;1.8;4.8;2.5;2.3;GM0243
6937;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2018;46.3;38.3;3.1;1.3;1.8;4.9;2.6;2.3;GM0243
6938;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2019;46.6;38.5;3.1;1.4;1.8;4.9;2.6;2.3;GM0243
6939;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2020;46.7;38.6;3.1;1.4;1.8;5.0;2.6;2.3;GM0243
6940;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2021;46.7;38.6;3.2;1.4;1.8;5.0;2.6;2.4;GM0243
6941;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2022;46.9;38.7;3.2;1.4;1.8;5.0;2.6;2.4;GM0243
6942;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2023;46.9;38.6;3.2;1.4;1.8;5.0;2.6;2.4;GM0243
6943;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2024;46.9;38.7;3.2;1.5;1.8;5.0;2.7;2.4;GM0243
6944;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2025;46.9;38.6;3.3;1.5;1.8;5.0;2.7;2.4;GM0243
6945;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2026;47.0;38.6;3.3;1.5;1.8;5.1;2.7;2.4;GM0243
6946;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2027;47.3;38.9;3.3;1.5;1.8;5.1;2.7;2.4;GM0243
6947;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2028;47.4;38.9;3.4;1.6;1.8;5.1;2.7;2.4;GM0243
6948;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2029;47.4;38.8;3.4;1.6;1.8;5.2;2.8;2.4;GM0243
6949;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2030;47.6;39.0;3.4;1.6;1.8;5.2;2.8;2.4;GM0243
6950;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2031;47.8;39.0;3.5;1.6;1.8;5.3;2.8;2.4;GM0243
6951;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2032;48.0;39.1;3.5;1.7;1.9;5.3;2.8;2.4;GM0243
6952;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2033;48.0;39.1;3.5;1.7;1.9;5.3;2.9;2.5;GM0243
6953;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2034;48.0;39.1;3.6;1.7;1.9;5.4;2.9;2.5;GM0243
6954;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2035;47.9;38.9;3.6;1.7;1.9;5.4;2.9;2.5;GM0243
6955;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2036;47.9;38.9;3.6;1.7;1.9;5.4;2.9;2.5;GM0243
6956;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2037;47.7;38.7;3.6;1.7;1.9;5.4;2.9;2.5;GM0243
6957;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2038;47.8;38.7;3.7;1.7;1.9;5.4;2.9;2.6;GM0243
6958;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2039;47.7;38.6;3.7;1.8;1.9;5.5;2.9;2.6;GM0243
6959;Mannen en vrouwen;Totaal alle leeftijden;Harderwijk;2040;47.4;38.3;3.7;1.8;1.9;5.5;2.9;2.6;GM0243
6960;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2012;18.0;17.0;0.6;0.2;0.4;0.4;0.2;0.2;GM0523
6961;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2013;18.1;17.1;0.6;0.2;0.4;0.5;0.2;0.2;GM0523
6962;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2014;18.1;17.0;0.6;0.2;0.4;0.5;0.3;0.3;GM0523
6963;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2015;18.1;17.0;0.6;0.2;0.4;0.5;0.3;0.3;GM0523
6964;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2016;18.1;16.9;0.6;0.2;0.4;0.6;0.3;0.3;GM0523
6965;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2017;18.1;16.9;0.6;0.2;0.4;0.6;0.3;0.3;GM0523
6966;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2018;18.3;17.0;0.6;0.2;0.4;0.6;0.3;0.3;GM0523
6967;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2019;18.4;17.0;0.6;0.2;0.4;0.7;0.3;0.4;GM0523
6968;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2020;18.5;17.2;0.6;0.2;0.4;0.7;0.4;0.4;GM0523
6969;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2021;18.7;17.2;0.7;0.3;0.4;0.8;0.4;0.4;GM0523
6970;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2022;18.8;17.4;0.7;0.3;0.4;0.8;0.4;0.4;GM0523
6971;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2023;19.0;17.4;0.7;0.3;0.4;0.8;0.4;0.5;GM0523
6972;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2024;19.1;17.5;0.7;0.3;0.4;0.9;0.4;0.5;GM0523
6973;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2025;19.2;17.6;0.7;0.3;0.4;0.9;0.4;0.5;GM0523
6974;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2026;19.4;17.7;0.8;0.3;0.5;1.0;0.4;0.5;GM0523
6975;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2027;19.4;17.6;0.8;0.3;0.5;1.0;0.4;0.6;GM0523
6976;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2028;19.6;17.8;0.8;0.3;0.5;1.1;0.5;0.6;GM0523
6977;Mannen en vrouwen;Totaal alle leeftijden;Hardinxveld-Giessendam;2029;19.7;17.8;0.8;0.4;0.5;1.1;0.5;0.6;GM0523
