ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Thuiswerken;Perioden;WerkzameBeroepsbevolking_1
6888;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2021;10
6889;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2022;8
6890;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2023;7
6891;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2024;9
6892;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2021;16
6893;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2022;16
6894;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2023;13
6895;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2024;13
6896;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2021;132
6897;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2022;146
6898;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2023;153
6899;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2024;149
6900;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2021;257
6901;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2022;284
6902;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2023;298
6903;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2024;288
6904;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2021;66
6905;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2022;76
6906;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2023;79
6907;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2024;80
6908;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2021;29
6909;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2022;22
6910;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2023;21
6911;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2024;15
6912;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2021;37
6913;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2022;54
6914;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2023;58
6915;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2024;65
6916;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2021;191
6917;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2022;208
6918;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2023;219
6919;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2024;208
6920;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Totaal;2021;557
6921;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Totaal;2022;596
6922;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Totaal;2023;595
6923;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Totaal;2024;569
6924;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2021;264
6925;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2022;280
6926;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2023;256
6927;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2024;248
6928;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal thuiswerken;2021;113
6929;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal thuiswerken;2022;75
6930;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal thuiswerken;2023;56
6931;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Meestal thuiswerken;2024;51
6932;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Soms thuiswerken;2021;150
6933;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Soms thuiswerken;2022;204
6934;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Soms thuiswerken;2023;200
6935;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Soms thuiswerken;2024;197
6936;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Niet thuiswerken;2021;293
6937;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Niet thuiswerken;2022;316
6938;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Niet thuiswerken;2023;339
6939;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;Niet thuiswerken;2024;321
6940;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Totaal;2021;64
6941;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Totaal;2022;69
6942;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Totaal;2023;66
6943;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Totaal;2024;62
6944;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal of soms thuiswerken;2021;46
6945;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal of soms thuiswerken;2022;42
6946;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal of soms thuiswerken;2023;36
6947;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal of soms thuiswerken;2024;33
6948;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal thuiswerken;2021;13
6949;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal thuiswerken;2022;5
6950;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal thuiswerken;2023;4
6951;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Meestal thuiswerken;2024;3
6952;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Soms thuiswerken;2021;33
6953;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Soms thuiswerken;2022;36
6954;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Soms thuiswerken;2023;31
6955;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Soms thuiswerken;2024;30
6956;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Niet thuiswerken;2021;18
6957;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Niet thuiswerken;2022;27
6958;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Niet thuiswerken;2023;31
6959;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;Niet thuiswerken;2024;29
6960;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Totaal;2021;14
6961;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Totaal;2022;17
6962;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Totaal;2023;14
6963;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Totaal;2024;15
6964;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2021;10
6965;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2022;11
6966;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2023;10
6967;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2024;10
6968;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2021;5
6969;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2022;3
6970;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2023;3
6971;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2024;2
6972;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2021;5
6973;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2022;8
6974;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2023;8
6975;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2024;9
6976;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2021;4
6977;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2022;6
6978;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2023;3
6979;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2024;4
6980;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Totaal;2021;132
6981;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Totaal;2022;139
6982;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Totaal;2023;146
6983;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Totaal;2024;150
6984;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal of soms thuiswerken;2021;44
6985;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal of soms thuiswerken;2022;41
6986;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal of soms thuiswerken;2023;42
6987;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal of soms thuiswerken;2024;44
6988;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal thuiswerken;2021;19
6989;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal thuiswerken;2022;11
6990;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal thuiswerken;2023;9
6991;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Meestal thuiswerken;2024;8
6992;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Soms thuiswerken;2021;25
6993;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Soms thuiswerken;2022;30
6994;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Soms thuiswerken;2023;33
6995;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Soms thuiswerken;2024;36
6996;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Niet thuiswerken;2021;88
6997;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Niet thuiswerken;2022;98
6998;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Niet thuiswerken;2023;104
6999;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;Niet thuiswerken;2024;106
7000;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Totaal;2021;172
7001;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Totaal;2022;181
7002;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Totaal;2023;173
7003;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Totaal;2024;161
7004;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2021;102
7005;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2022;99
7006;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2023;91
7007;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2024;82
7008;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2021;57
7009;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2022;34
7010;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2023;27
7011;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2024;20
7012;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2021;45
7013;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2022;64
7014;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2023;65
7015;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2024;62
7016;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2021;70
7017;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2022;83
7018;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2023;81
7019;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2024;79
7020;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Totaal;2021;24
7021;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Totaal;2022;26
7022;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Totaal;2023;28
7023;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Totaal;2024;31
7024;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal of soms thuiswerken;2021;17
7025;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal of soms thuiswerken;2022;18
7026;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal of soms thuiswerken;2023;18
7027;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal of soms thuiswerken;2024;20
7028;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal thuiswerken;2021;5
7029;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal thuiswerken;2022;3
7030;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal thuiswerken;2023;3
7031;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Meestal thuiswerken;2024;4
7032;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Soms thuiswerken;2021;12
7033;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Soms thuiswerken;2022;15
7034;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Soms thuiswerken;2023;15
7035;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Soms thuiswerken;2024;16
7036;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Niet thuiswerken;2021;7
7037;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Niet thuiswerken;2022;8
7038;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Niet thuiswerken;2023;9
7039;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;Niet thuiswerken;2024;11
7040;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Totaal;2021;36
7041;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Totaal;2022;39
7042;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Totaal;2023;37
7043;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Totaal;2024;37
7044;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2021;16
7045;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2022;20
7046;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2023;17
7047;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2024;17
7048;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2021;6
7049;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2022;5
7050;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2023;3
7051;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2024;3
7052;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2021;11
7053;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2022;15
7054;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2023;14
7055;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2024;14
7056;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2021;20
7057;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2022;19
7058;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2023;20
7059;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2024;20
7060;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Totaal;2021;218
7061;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Totaal;2022;215
7062;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Totaal;2023;234
7063;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Totaal;2024;222
7064;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal of soms thuiswerken;2021;56
7065;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal of soms thuiswerken;2022;50
7066;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal of soms thuiswerken;2023;55
7067;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal of soms thuiswerken;2024;59
7068;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal thuiswerken;2021;19
7069;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal thuiswerken;2022;8
7070;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal thuiswerken;2023;8
7071;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Meestal thuiswerken;2024;10
7072;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Soms thuiswerken;2021;37
7073;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Soms thuiswerken;2022;42
7074;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Soms thuiswerken;2023;47
7075;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Soms thuiswerken;2024;50
7076;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Niet thuiswerken;2021;162
7077;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Niet thuiswerken;2022;164
7078;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Niet thuiswerken;2023;179
7079;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;Niet thuiswerken;2024;163
7080;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Totaal;2021;74
7081;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Totaal;2022;91
7082;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Totaal;2023;83
7083;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Totaal;2024;74
7084;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal of soms thuiswerken;2021;61
7085;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal of soms thuiswerken;2022;78
7086;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal of soms thuiswerken;2023;68
7087;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal of soms thuiswerken;2024;60
7088;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal thuiswerken;2021;36
7089;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal thuiswerken;2022;35
7090;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal thuiswerken;2023;26
7091;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Meestal thuiswerken;2024;23
7092;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Soms thuiswerken;2021;26
7093;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Soms thuiswerken;2022;43
7094;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Soms thuiswerken;2023;42
7095;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Soms thuiswerken;2024;36
7096;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Niet thuiswerken;2021;12
7097;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Niet thuiswerken;2022;13
7098;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Niet thuiswerken;2023;15
7099;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;Niet thuiswerken;2024;14
7100;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Totaal;2021;38
7101;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Totaal;2022;35
7102;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Totaal;2023;30
7103;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Totaal;2024;28
7104;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal of soms thuiswerken;2021;4
7105;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal of soms thuiswerken;2022;4
7106;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal of soms thuiswerken;2023;4
7107;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal of soms thuiswerken;2024;4
7108;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal thuiswerken;2021;2
7109;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal thuiswerken;2022;3
7110;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal thuiswerken;2023;2
7111;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Meestal thuiswerken;2024;1
7112;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Soms thuiswerken;2021;2
7113;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Soms thuiswerken;2022;1
7114;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Soms thuiswerken;2023;2
7115;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Soms thuiswerken;2024;2
7116;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Niet thuiswerken;2021;33
7117;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Niet thuiswerken;2022;31
7118;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Niet thuiswerken;2023;25
7119;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;Niet thuiswerken;2024;24
7120;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Totaal;2021;66
7121;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Totaal;2022;67
7122;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Totaal;2023;76
7123;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Totaal;2024;66
7124;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2021;23
7125;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2022;27
7126;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2023;25
7127;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal of soms thuiswerken;2024;24
7128;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal thuiswerken;2021;5
