ID;TypeOfSelfEmployment;BranchesSIC2008;PersonCharacteristics;Sex;Periods;SelfEmployedPersons_1;AveragePersonalIncome_2;MedianPersonalIncome_3;AverageSelfEmployedIncome_4;MedianSelfEmployedIncome_5;AverageEquivalisedIncome_6;MedianEquivalisedIncome_7;SelfEmployedWithCompanyCapital_8;MedianWealth_9;MedianCompanyCapital_10;SelfEmployedPersons_11;AveragePersonalIncome_12;MedianPersonalIncome_13;AverageSelfEmployedIncome_14;MedianSelfEmployedIncome_15;AverageEquivalisedIncome_16;MedianEquivalisedIncome_17;SelfEmployedPersonsWithCompCapital_18;MedianWealth_19;MedianCompanyCapital_20
7304;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Total male and female;2018;10.0;22.3;18.6;20.6;16.9;22.4;21.0;7.3;-3.3;-0.1;13.9;23.7;20.4;15.5;10.1;22.6;21.4;9.1;-3.2;0.0
7305;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Total male and female;2019;8.7;21.5;18.1;19.5;16.3;21.7;20.7;5.5;-1.8;0.0;13.2;22.1;19.0;13.6;8.2;21.4;20.6;6.9;-1.7;0.0
7306;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Total male and female;2020;6.9;22.8;18.9;18.4;13.8;23.3;21.8;4.1;-1.0;0.0;12.0;22.3;18.9;11.4;5.1;21.9;20.8;5.7;-0.8;0.1
7307;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Total male and female;2021;6.3;22.6;18.7;18.5;14.4;22.8;21.2;3.4;0.0;0.2;10.8;22.3;18.9;11.6;5.4;21.9;20.6;4.5;0.0;0.2
7308;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Total male and female;2022;5.9;24.1;20.5;20.7;17.5;23.5;22.1;2.8;0.3;0.6;10.3;23.6;20.6;13.1;7.2;22.7;21.8;3.7;0.3;0.6
7309;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Total male and female;2023;6.2;23.4;18.8;20.3;15.0;23.2;21.6;2.9;0.3;0.6;10.5;24.3;20.6;13.3;7.2;23.5;22.6;3.8;0.3;0.6
7310;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2007;2.0;18.7;15.1;17.2;14.4;15.0;14.2;0.8;0.5;0.0;2.7;19.6;17.3;12.8;9.5;15.3;15.1;1.0;0.6;0.0
7311;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2008;1.8;18.7;15.4;17.3;14.2;15.6;14.8;0.7;0.2;0.0;2.4;19.5;17.2;12.8;8.7;15.8;15.4;1.0;0.3;0.0
7312;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2009;1.3;15.5;14.2;14.0;12.0;13.5;13.8;0.6;0.1;0.0;2.0;17.7;15.9;9.8;6.2;14.7;14.8;0.7;0.1;0.0
7313;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2010;5.8;22.4;18.3;21.1;17.3;17.0;16.0;;;;8.1;23.9;20.2;15.4;10.8;17.4;16.7;;;
7314;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2011;8.1;21.7;18.5;20.5;17.3;19.0;18.3;6.4;-4.7;-2.7;11.0;23.3;20.3;15.2;11.0;19.4;18.8;7.9;-4.6;-2.2
7315;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2012;10.1;22.1;18.4;21.1;17.6;19.3;18.7;8.4;-8.3;-3.1;13.5;24.0;20.6;15.9;11.4;19.8;19.3;10.4;-8.3;-2.3
7316;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2013;12.2;24.5;20.3;23.8;19.7;20.8;20.3;10.9;-16.3;-4.3;16.0;26.4;22.7;18.4;13.9;21.3;21.0;13.4;-16.4;-1.8
7317;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2014;12.2;26.4;22.2;25.5;21.3;22.6;21.5;10.7;-16.0;-2.0;16.0;28.1;24.4;19.8;15.0;23.0;22.1;13.1;-16.2;-0.4
7318;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2015;11.7;27.0;22.5;25.9;21.6;23.1;21.9;9.7;-12.2;-1.2;15.5;28.5;24.5;20.0;15.0;23.5;22.4;11.9;-12.2;0.0
7319;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2016;10.6;26.0;21.8;24.6;20.5;23.1;22.0;8.7;-9.1;-0.6;14.4;27.5;23.7;18.7;13.5;23.6;22.7;10.8;-9.1;0.0
7320;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2017;9.2;24.8;21.3;23.3;19.9;22.8;21.7;7.2;-5.2;0.0;12.4;26.3;22.8;17.9;13.3;23.1;22.1;8.9;-5.1;0.0
7321;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2018;7.4;24.1;20.4;22.6;18.9;22.1;20.9;5.2;-3.2;0.0;10.1;25.4;22.1;17.3;12.5;22.3;21.2;6.5;-3.1;0.0
7322;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2019;6.7;23.1;19.6;21.2;17.9;21.5;20.6;4.1;-1.8;0.0;9.8;23.5;20.3;15.2;10.4;21.1;20.5;5.0;-1.6;0.1
7323;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2020;5.3;24.2;20.2;19.8;15.1;23.1;21.8;3.1;-0.9;0.1;9.0;23.3;19.9;12.5;6.4;21.7;20.7;4.2;-0.8;0.1
7324;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2021;4.9;24.1;20.3;19.8;15.7;22.9;21.5;2.6;0.0;0.2;8.2;23.5;20.2;13.0;7.1;22.0;20.8;3.4;0.0;0.2
7325;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2022;4.8;25.1;21.6;21.8;18.4;23.5;22.2;2.2;0.3;0.6;7.8;24.8;21.8;14.5;9.2;22.9;22.0;2.8;0.3;0.6
7326;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Male;2023;5.0;24.5;20.0;21.4;16.6;23.2;21.6;2.3;0.3;0.6;7.9;25.4;21.5;14.8;8.9;23.6;22.7;2.9;0.3;0.6
7327;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2007;0.8;11.9;9.3;10.1;7.4;14.9;14.9;0.3;0.5;0.0;1.1;13.2;11.8;7.0;2.7;15.2;15.0;0.4;0.6;0.0
7328;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2008;0.6;13.2;10.0;11.4;8.5;15.9;15.3;0.3;0.4;-0.2;1.0;14.3;12.7;7.4;2.5;16.1;15.6;0.4;0.4;-0.2
7329;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2009;0.5;9.2;6.0;7.8;4.8;13.2;13.2;0.2;0.1;0.0;0.8;12.4;11.5;4.5;1.6;14.5;14.7;0.3;0.1;0.0
7330;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2010;2.2;14.8;11.9;13.2;10.0;17.2;16.4;;;;3.2;16.5;14.1;9.1;4.1;17.5;17.0;;;
7331;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2011;3.4;14.3;11.1;12.4;9.2;20.0;18.9;2.7;-5.2;-4.7;4.8;16.2;14.1;8.8;4.1;20.4;19.4;3.5;-5.0;-3.5
7332;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2012;4.3;13.5;11.1;11.9;9.2;19.8;19.1;3.7;-9.0;-4.9;6.1;16.1;14.2;8.4;4.2;20.5;20.1;4.7;-8.8;-3.5
7333;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2013;5.5;15.1;12.4;13.6;10.9;21.2;20.8;5.0;-17.0;-5.3;7.6;17.5;15.4;9.8;5.5;21.9;21.7;6.3;-17.1;-2.5
7334;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2014;5.3;16.0;12.7;14.3;11.0;23.0;22.0;4.7;-16.7;-3.6;7.4;18.5;16.0;10.4;5.5;23.6;22.9;6.0;-16.7;-1.0
7335;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2015;5.1;16.9;12.5;15.1;10.5;23.8;22.6;4.3;-12.7;-2.1;7.2;18.9;15.7;11.0;4.8;24.4;23.1;5.4;-12.7;-0.3
7336;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2016;4.5;16.7;12.7;14.8;10.4;24.1;22.7;3.7;-9.5;-1.5;6.4;18.8;15.7;10.7;4.8;24.5;23.3;4.8;-9.4;0.0
7337;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2017;3.5;16.0;12.0;14.0;9.6;23.7;21.8;2.8;-5.7;-0.3;5.1;18.4;15.3;10.0;4.2;24.1;22.6;3.6;-5.6;0.1
7338;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2018;2.6;17.1;12.8;15.1;10.0;23.0;21.2;2.0;-3.5;-0.9;3.8;19.1;16.2;10.8;5.0;23.4;21.8;2.6;-3.4;-0.2
7339;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2019;2.0;16.4;13.0;14.0;10.0;22.5;20.8;1.4;-2.0;-0.4;3.4;18.0;15.5;8.9;3.5;22.2;20.9;1.9;-1.8;0.0
7340;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2020;1.6;18.3;13.6;13.9;8.4;23.7;21.8;1.1;-1.1;-0.2;3.0;19.4;16.3;7.9;2.0;22.5;21.1;1.5;-0.9;0.0
7341;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2021;1.3;17.2;12.9;13.4;8.4;22.5;20.4;0.8;0.0;0.1;2.6;18.6;16.1;7.2;1.6;21.6;20.3;1.1;0.0;0.2
7342;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2022;1.2;19.8;16.0;16.2;12.2;23.5;21.5;0.6;0.4;0.5;2.5;20.0;17.5;8.6;2.7;21.9;21.0;0.9;0.4;0.5
7343;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 2nd 10%-group;Female;2023;1.3;;13.9;;9.0;;21.7;0.6;0.4;0.5;2.6;20.9;17.8;8.7;2.5;23.3;22.3;0.9;0.4;0.5
7344;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2007;5.2;17.4;14.4;16.0;13.2;16.8;16.1;3.6;3.3;1.4;7.1;18.7;16.3;12.0;8.0;17.1;16.5;4.6;3.3;1.4
7345;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2008;4.7;17.1;14.4;15.8;13.1;16.7;16.2;3.3;2.8;1.2;6.6;18.9;16.6;11.6;7.7;17.3;16.9;4.4;2.8;1.2
7346;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2009;4.3;15.4;12.3;14.2;11.1;15.5;15.0;3.4;2.1;1.1;6.1;17.4;15.0;10.3;6.0;16.4;15.9;4.4;2.0;1.1
7347;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2010;3.1;17.6;13.6;15.9;12.3;15.1;13.9;;;;4.6;18.9;15.9;10.7;5.7;15.6;14.8;;;
7348;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2011;4.5;17.8;13.7;15.9;12.1;17.0;15.8;2.7;0.9;0.6;6.6;19.4;16.6;11.1;6.2;17.5;16.7;3.4;0.9;0.6
7349;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2012;5.2;16.4;13.1;14.8;11.3;16.2;15.3;3.0;0.0;0.4;7.4;18.2;15.5;10.5;6.1;16.8;16.1;3.8;0.0;0.4
7350;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2013;7.6;17.6;14.1;16.1;12.3;17.4;16.7;5.2;-1.6;-0.1;10.3;19.4;16.4;12.0;7.3;18.0;17.3;6.5;-1.5;0.0
7351;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2014;8.3;19.7;16.0;18.2;14.7;19.4;18.4;6.0;-2.0;0.0;11.4;21.0;17.9;13.5;8.4;19.8;18.8;7.4;-1.9;0.0
7352;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2015;7.2;20.1;16.2;18.3;14.9;19.5;18.3;4.5;-0.8;0.1;10.1;21.4;18.0;13.4;7.8;19.8;18.6;5.7;-0.8;0.2
7353;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2016;5.7;19.5;15.9;17.7;14.2;19.7;18.5;3.5;-0.1;0.4;8.2;20.8;17.7;12.7;7.0;20.0;18.7;4.4;-0.1;0.5
7354;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2017;4.8;19.4;15.4;17.4;13.4;19.6;18.0;3.0;0.8;0.8;7.0;21.2;17.6;12.5;6.9;20.3;18.7;3.8;0.8;0.8
7355;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2018;5.7;20.2;17.1;18.1;15.3;20.8;19.7;4.0;1.7;1.4;8.2;22.1;19.3;13.1;8.2;21.3;20.1;5.1;1.6;1.3
7356;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2019;6.7;20.9;17.7;19.0;15.9;21.4;20.3;4.9;2.6;2.0;10.0;22.6;19.5;13.4;8.2;21.8;20.8;6.2;2.5;1.9
7357;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2020;7.0;23.0;18.9;18.7;14.2;24.0;22.5;5.4;3.5;2.5;11.6;23.8;20.4;12.0;5.7;23.6;22.3;7.5;3.4;2.4
7358;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2021;8.9;24.4;20.0;20.5;15.8;25.0;22.9;7.0;5.2;3.3;14.0;25.1;21.3;13.7;7.1;24.9;23.2;9.3;5.1;3.1
7359;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2022;10.6;25.8;22.4;23.2;19.9;25.8;24.2;8.3;6.5;4.4;16.0;26.5;23.4;16.3;10.6;25.8;24.5;10.6;6.3;4.1
7360;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Total male and female;2023;10.2;26.7;21.6;24.3;19.4;26.7;24.9;7.8;6.2;4.3;15.6;28.0;24.1;17.1;9.7;27.3;26.1;10.0;6.0;3.9
7361;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2007;3.6;19.7;16.6;18.4;15.4;16.8;16.0;2.5;3.3;1.5;4.9;20.8;18.3;13.9;10.0;17.1;16.5;3.2;3.3;1.5
7362;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2008;3.4;19.0;16.0;17.7;15.0;16.6;16.0;2.4;2.7;1.2;4.6;20.7;18.4;13.2;9.9;17.1;16.7;3.1;2.7;1.2
7363;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2009;3.1;17.1;13.7;16.0;12.6;15.4;14.6;2.5;2.0;1.2;4.3;19.1;16.3;11.9;7.8;16.3;15.6;3.2;2.0;1.2
7364;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2010;2.3;19.4;15.1;17.7;14.2;15.2;14.0;;;;3.4;20.7;17.3;12.3;7.7;15.8;15.0;;;
7365;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2011;3.4;18.7;15.1;16.9;13.6;16.7;15.5;2.0;0.8;0.7;4.8;20.5;18.0;12.2;7.5;17.3;16.5;2.5;0.8;0.7
7366;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2012;3.9;17.7;14.6;16.1;13.0;15.9;15.2;2.2;0.0;0.5;5.4;19.4;16.6;11.8;7.6;16.5;16.0;2.8;0.0;0.4
7367;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2013;5.7;19.2;15.5;17.8;14.2;17.1;16.4;3.8;-1.5;-0.1;7.6;20.9;17.7;13.6;9.1;17.7;17.1;4.7;-1.5;0.0
7368;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2014;6.2;21.3;17.8;20.0;16.3;19.2;18.3;4.4;-1.9;0.0;8.2;22.6;19.2;15.3;10.6;19.5;18.5;5.4;-1.8;0.0
7369;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2015;5.3;22.2;18.3;20.6;17.0;19.5;18.3;3.3;-0.7;0.2;7.2;23.3;19.8;15.5;10.8;19.7;18.6;4.0;-0.7;0.2
7370;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2016;4.2;21.4;17.9;19.6;16.3;19.5;18.4;2.6;-0.1;0.5;5.9;22.6;19.5;14.4;9.7;19.8;18.7;3.2;-0.1;0.5
7371;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2017;3.6;21.4;17.5;19.4;15.9;19.6;18.0;2.2;0.8;0.8;5.0;23.0;19.4;14.5;9.4;20.2;18.7;2.7;0.8;0.8
7372;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2018;4.2;21.9;19.4;20.0;17.5;20.8;19.9;2.9;1.7;1.5;5.9;23.8;21.0;15.0;10.9;21.3;20.2;3.7;1.6;1.4
7373;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2019;5.0;22.9;19.8;21.0;18.2;21.6;20.4;3.6;2.5;2.1;7.2;24.4;21.3;15.4;10.8;22.0;20.9;4.5;2.5;2.0
7374;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2020;5.3;24.3;20.5;20.0;15.6;23.7;22.5;4.1;3.5;2.6;8.5;24.9;21.6;13.3;7.2;23.5;22.3;5.7;3.4;2.5
7375;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2021;6.8;26.1;21.7;22.1;17.6;25.0;23.1;5.4;5.3;3.5;10.2;26.7;22.7;15.5;9.3;25.0;23.3;7.0;5.1;3.3
7376;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2022;8.1;27.8;24.6;25.2;22.1;26.1;24.7;6.4;6.5;4.6;11.7;28.4;25.4;18.5;14.0;26.2;24.8;8.0;6.3;4.3
7377;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Male;2023;7.9;28.3;23.9;26.1;21.7;26.9;25.2;6.1;6.1;4.4;11.5;29.5;25.7;19.2;12.7;27.4;26.2;7.6;6.0;4.1
7378;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2007;1.6;12.0;9.9;10.5;8.2;16.8;16.2;1.1;3.4;1.0;2.2;13.8;12.3;7.9;4.0;17.2;16.6;1.4;3.3;1.0
7379;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2008;1.3;12.5;9.5;11.0;8.0;17.0;16.6;0.9;2.8;1.1;2.0;14.6;12.7;7.8;3.3;17.6;17.2;1.2;2.8;1.1
7380;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2009;1.2;11.1;9.0;9.7;7.2;15.6;15.7;0.9;2.1;0.9;1.8;13.4;12.1;6.5;2.7;16.4;16.4;1.2;2.0;0.9
7381;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2010;0.8;12.4;9.1;10.5;6.2;14.8;13.7;;;;1.3;14.4;12.9;6.4;1.8;15.2;14.6;;;
7382;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2011;1.1;15.1;10.2;13.1;8.1;17.8;16.8;0.7;0.9;0.4;1.8;16.7;13.7;8.4;2.3;18.0;17.1;0.9;0.9;0.4
7383;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2012;1.3;12.4;9.3;10.6;7.2;16.9;15.7;0.8;0.0;0.1;2.0;14.8;12.9;7.0;2.6;17.5;16.6;1.1;0.0;0.1
7384;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2013;1.9;12.9;9.4;11.0;7.1;18.2;17.5;1.4;-1.7;-0.4;2.7;15.2;12.9;7.8;2.9;18.7;18.0;1.8;-1.6;0.0
7385;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2014;2.1;14.9;10.9;12.9;8.7;20.0;19.1;1.6;-2.1;-0.2;3.2;16.9;14.7;8.9;3.3;20.4;19.5;2.0;-2.0;0.0
7386;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2015;1.9;14.1;10.4;11.8;7.8;19.7;18.2;1.3;-0.9;0.0;2.8;16.4;14.6;8.0;2.8;20.1;18.9;1.6;-0.8;0.1
7387;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2016;1.5;14.1;10.0;12.2;7.3;20.2;18.5;0.9;0.0;0.4;2.3;16.4;14.0;8.1;2.4;20.4;18.8;1.2;-0.1;0.5
7388;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2017;1.2;13.8;10.0;11.5;7.3;19.7;18.1;0.8;0.9;0.7;2.0;16.6;14.1;7.5;2.3;20.4;18.7;1.1;0.9;0.8
7389;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2018;1.5;15.2;11.3;12.8;8.3;20.8;19.3;1.1;1.7;1.1;2.3;17.7;15.4;8.5;3.2;21.2;19.9;1.4;1.7;1.0
7390;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2019;1.7;15.3;11.9;13.1;9.4;20.9;19.9;1.2;2.7;1.8;2.8;18.0;16.1;8.4;3.3;21.4;20.6;1.7;2.6;1.6
7391;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2020;1.7;18.9;14.6;14.7;9.5;24.8;22.7;1.3;3.6;2.2;3.1;20.5;17.6;8.6;2.5;24.1;22.5;1.9;3.5;2.1
7392;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2021;2.0;19.0;13.9;15.3;9.8;24.9;22.3;1.6;5.2;2.7;3.7;20.8;17.6;8.8;2.4;24.6;23.0;2.3;5.0;2.5
7393;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2022;2.5;19.4;15.0;16.5;11.6;24.8;22.7;1.9;6.7;4.0;4.3;21.4;18.5;10.2;3.8;24.9;23.6;2.7;6.3;3.6
7394;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 3rd 10%-group;Female;2023;2.2;;15.0;;11.6;;24.3;1.7;6.2;3.9;4.1;23.9;20.0;11.0;4.0;27.0;25.8;2.4;6.0;3.5
7395;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2007;9.7;19.8;16.8;18.7;15.9;18.6;17.8;8.3;11.3;6.0;12.5;20.9;18.2;14.7;11.4;18.9;18.1;10.3;11.2;5.8
7396;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2008;9.5;19.6;16.8;18.6;15.8;18.5;17.9;8.3;9.7;5.4;12.5;20.9;18.3;14.4;11.1;18.9;18.4;10.4;9.7;5.1
7397;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2009;9.4;18.3;15.7;17.4;14.9;17.7;17.3;8.7;7.7;4.4;12.3;20.0;17.7;13.7;10.5;18.3;17.9;10.8;7.7;4.2
7398;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2010;7.6;20.4;16.7;19.2;15.7;17.6;16.5;;;;10.8;22.0;18.8;13.9;9.5;18.0;17.1;;;
7399;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2011;10.9;19.3;16.3;18.1;15.2;19.3;18.4;9.6;6.3;3.9;14.9;21.1;18.4;13.5;9.5;19.7;19.0;12.0;6.2;3.7
7400;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2012;8.9;18.0;15.1;16.8;14.0;18.3;17.5;7.6;4.2;3.2;12.4;20.0;17.5;12.3;8.2;18.9;18.2;9.6;4.2;3.0
7401;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2013;5.9;17.7;14.5;16.1;13.1;17.8;17.1;4.5;1.8;1.5;8.2;19.4;16.7;11.7;7.3;18.1;17.5;5.6;1.8;1.5
7402;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2014;5.8;18.7;14.9;16.9;13.2;19.0;18.0;4.4;1.8;1.6;8.2;20.4;17.4;12.3;7.0;19.4;18.4;5.5;1.7;1.6
7403;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2015;7.9;21.0;16.9;19.4;15.5;20.6;19.0;6.1;3.0;2.6;11.1;22.5;18.9;14.3;8.7;20.9;19.4;7.8;3.0;2.4
7404;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2016;9.0;21.6;17.6;19.9;16.3;21.7;20.2;7.4;4.0;3.2;12.7;23.1;19.6;14.7;9.3;22.1;20.5;9.4;3.9;3.0
7405;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2017;11.3;22.1;18.8;20.6;17.5;22.7;21.4;9.8;6.0;4.4;15.6;23.8;20.7;15.5;10.8;23.2;21.9;12.2;6.0;4.1
7406;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2018;13.2;23.8;20.4;22.3;19.2;23.8;22.6;11.9;8.8;5.8;17.8;25.4;22.3;17.1;12.8;24.2;23.1;14.8;8.8;5.4
7407;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2019;14.6;24.8;21.1;23.3;19.8;24.9;23.3;13.1;11.8;7.3;20.1;26.3;23.0;17.5;12.9;25.3;23.9;16.4;11.7;6.8
7408;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2020;14.7;26.8;21.9;23.0;17.6;27.4;25.8;13.3;14.8;8.8;21.5;27.4;23.2;16.4;9.6;27.3;25.9;17.5;14.7;8.1
7409;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2021;15.6;29.1;23.9;25.9;20.9;29.1;27.3;14.2;20.7;10.9;22.5;29.9;25.7;18.7;11.6;29.3;27.8;18.2;20.5;9.9
7410;Self-employed;G-I Trade, transport, hotels, catering;Wealth: 4th 10%-group;Total male and female;2022;17.9;31.4;27.0;29.2;24.9;30.3;29.0;16.2;27.6;15.0;24.6;31.8;27.9;22.0;16.3;30.4;29.3;20.2;27.2;13.9
