ID;BedrijfstakkenBranchesSBI2008;Seizoencorrectie;Marges;Perioden;OmzetAfgelopen3Maanden_1;OmzetKomende3Maanden_2;VerkoopprTarievenKomende3Mnd_3;InkoopordersKomende3Mnd_4;PersoneelssterkteAfgelopen3Mnd_5;PersoneelssterkteKomende3Mnd_6;InvesteringenVerslagjaar_7;EconomischKlimaatAfgelopen3Mnd_8;EconomischKlimaatKomende3Mnd_9;WinstgevendheidAfgelopen3Mnd_10
2825;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 maart;;;;;;;;;;
2826;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 april;8.8;65.9;64.2;;1.9;8.2;6.0;12.2;16.7;18.0
2827;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 mei;;;;;;;;;;
2828;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 juni;;;;;;;;;;
2829;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 juli;56.1;-0.7;42.2;;4.1;-6.3;47.6;8.5;4.1;30.9
2830;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 augustus;;;;;;;;;;
2831;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 september;;;;;;;;;;
2832;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 oktober;15.6;4.4;6.0;;-4.5;22.9;42.1;0.7;-3.1;22.3
2833;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 november;;;;;;;;;;
2834;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 december;;;;;;;;;;
2835;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 januari;-2.2;0.8;12.4;;10.9;20.7;23.3;6.1;-13.2;0.0
2836;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 februari;;;;;;;;;;
2837;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 maart;;;;;;;;;;
2838;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 april;21.8;27.4;19.7;;7.0;13.1;-0.5;0.5;6.7;-35.5
2839;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 mei;;;;;;;;;;
2840;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 juni;;;;;;;;;;
2841;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 juli;-11.3;34.3;13.1;;23.8;22.2;27.7;-5.6;-1.3;-4.8
2842;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 augustus;;;;;;;;;;
2843;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 september;;;;;;;;;;
2844;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 oktober;-2.3;29.0;31.5;;22.4;20.3;15.0;4.3;5.8;-31.9
2845;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 november;;;;;;;;;;
2846;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 december;;;;;;;;;;
2847;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 januari;16.2;-0.1;15.3;;23.5;8.7;21.2;-35.7;-3.7;-13.6
2848;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 februari;;;;;;;;;;
2849;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 maart;;;;;;;;;;
2850;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 april;34.4;17.0;14.6;;23.7;22.0;11.8;9.0;6.8;25.7
2851;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 mei;;;;;;;;;;
2852;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 juni;;;;;;;;;;
2853;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 juli;32.5;4.4;15.5;;39.6;17.3;10.2;19.5;3.6;18.3
2854;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 augustus;;;;;;;;;;
2855;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 september;;;;;;;;;;
2856;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 oktober;-1.2;6.8;0.4;;4.9;0.9;14.1;17.7;8.5;-5.7
2857;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 november;;;;;;;;;;
2858;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 december;;;;;;;;;;
2859;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 januari;28.5;-1.6;11.2;;36.5;-22.3;18.4;-11.6;6.7;12.0
2860;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 februari;;;;;;;;;;
2861;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 maart;;;;;;;;;;
2862;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 januari;3.5;-8.3;17.5;-8.8;-8.5;-10.0;-7.3;-24.6;-20.9;-11.3
2863;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 februari;;;7.9;-6.7;;-6.5;;;-14.5;
2864;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 maart;;;3.0;-1.6;;-4.0;;;-10.7;
2865;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 april;-10.2;11.3;2.9;2.3;-11.4;-5.3;-5.7;-25.2;-8.3;-16.1
2866;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 mei;;;0.2;-4.3;;-9.1;;;-16.6;
2867;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 juni;;;-2.1;-10.3;;-8.6;;;-18.4;
2868;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 juli;9.2;-8.7;0.4;-9.6;-9.3;-14.1;-8.2;-22.4;-19.1;-19.0
2869;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 augustus;;;2.4;-10.1;;-14.9;;;-15.1;
2870;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 september;;;4.4;-2.1;;-14.8;;;-15.6;
2871;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 oktober;-11.9;4.6;9.4;-7.2;-11.3;-15.3;-6.0;-22.2;-15.8;-20.4
2872;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 november;;;3.5;-11.5;;-17.2;;;-20.0;
2873;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 december;;;12.4;-13.8;;-21.6;;;-23.9;
2874;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 januari;-0.8;-13.5;15.2;-11.6;-19.7;-17.7;-16.6;-26.9;-21.1;-14.3
2875;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 februari;;;3.6;-8.5;;-15.5;;;-16.3;
2876;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 maart;;;0.2;-6.1;;-12.3;;;-17.9;
2877;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 april;-17.7;11.0;-1.0;-2.0;-17.7;-10.5;-12.7;-27.8;-10.8;-27.4
2878;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 mei;;;0.2;-2.9;;-12.2;;;-9.1;
2879;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 juni;;;-0.2;-9.0;;-13.0;;;-10.8;
2880;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 juli;2.4;-10.8;-1.5;-8.4;-13.8;-13.2;-18.0;-19.2;-12.2;-11.0
2881;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 augustus;;;-1.1;-3.5;;-11.4;;;-5.7;
2882;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 september;;;-0.2;-0.3;;-13.0;;;-5.2;
2883;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 oktober;-7.0;11.2;-0.2;-1.8;-11.9;-15.2;-10.1;-10.7;-5.6;-7.4
2884;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 november;;;2.3;-5.0;;-16.7;;;-2.5;
2885;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 december;;;9.2;-5.2;;-15.9;;;-0.7;
2886;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 januari;12.1;-6.1;13.5;-5.6;-10.2;-12.8;-3.8;-3.6;1.6;0.9
2887;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 februari;;;5.0;0.9;;-6.6;;;2.1;
2888;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 maart;;;4.2;4.4;;-3.8;;;6.1;
2889;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 april;-1.1;18.8;3.1;6.6;-7.2;-0.9;0.3;-0.4;9.0;-4.0
2890;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 mei;;;1.3;4.2;;-3.3;;;4.2;
2891;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 juni;;;0.8;-0.3;;-4.4;;;3.1;
2892;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 juli;12.0;-3.3;-0.3;-2.3;-1.9;-4.7;0.0;0.3;2.2;0.2
2893;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 augustus;;;1.6;-1.1;;-3.1;;;0.4;
2894;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 september;;;2.0;3.3;;-4.9;;;1.4;
2895;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 oktober;-0.6;17.2;2.3;2.8;0.1;-6.8;4.6;-1.4;4.6;-3.3
2896;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 november;;;5.7;1.4;;-8.4;;;0.2;
2897;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 december;;;9.2;-2.0;;-9.1;;;-0.6;
2898;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 januari;20.1;-4.1;10.9;-2.7;-3.8;-6.4;4.0;3.1;3.2;5.5
2899;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 februari;;;5.8;1.2;;-2.3;;;2.8;
2900;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 maart;;;4.3;6.4;;1.5;;;6.1;
2901;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 april;3.4;18.1;2.1;8.5;-4.8;2.9;2.9;3.7;8.4;-3.5
2902;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 mei;;;1.4;5.5;;2.2;;;6.0;
2903;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 juni;;;2.3;0.9;;0.4;;;4.1;
2904;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 juli;18.5;-1.1;2.1;-0.5;0.0;-0.5;3.9;6.7;4.5;4.3
2905;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 augustus;;;3.7;3.3;;-1.4;;;5.8;
2906;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 september;;;3.1;5.3;;-0.2;;;6.0;
2907;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 oktober;0.5;19.5;5.6;7.9;1.7;0.7;7.4;6.4;8.4;2.6
2908;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 november;;;6.7;6.7;;-1.5;;;5.6;
2909;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 december;;;12.2;1.2;;-4.4;;;4.5;
2910;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 januari;22.8;-0.2;14.6;1.8;1.1;0.1;7.0;7.7;5.9;10.5
2911;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 februari;;;6.7;4.3;;2.6;;;6.4;
2912;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 maart;;;2.7;8.0;;2.9;;;5.1;
2913;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 april;3.4;20.7;4.4;9.1;1.8;7.1;7.6;4.7;7.5;1.6
2914;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 mei;;;2.6;6.8;;5.5;;;5.5;
2915;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 juni;;;2.5;4.0;;4.5;;;5.4;
2916;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 juli;16.2;3.1;2.4;1.3;6.4;2.2;9.5;5.3;2.5;4.9
2917;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 augustus;;;2.0;5.0;;2.7;;;2.5;
2918;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 september;;;2.7;7.9;;5.1;;;5.3;
2919;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 oktober;3.2;19.7;5.7;8.1;6.5;2.3;12.2;6.5;7.9;3.0
2920;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 november;;;8.8;8.4;;0.8;;;6.3;
2921;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 december;;;11.6;5.8;;0.2;;;7.3;
2922;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 januari;27.4;4.0;16.3;2.7;6.3;5.0;9.5;13.9;10.1;13.0
2923;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 februari;;;9.8;10.6;;7.4;;;10.1;
2924;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 maart;;;7.0;11.9;;11.0;;;11.0;
2925;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 april;11.9;25.9;6.0;12.6;5.7;12.4;9.6;11.6;12.8;5.1
2926;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 mei;;;5.1;10.7;;10.4;;;7.8;
2927;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 juni;;;4.0;6.1;;11.0;;;7.9;
2928;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 juli;22.3;7.0;4.6;4.5;11.9;12.2;9.6;11.5;7.6;9.0
2929;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 augustus;;;4.9;9.3;;10.1;;;8.6;
2930;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 september;;;6.3;14.0;;10.8;;;10.9;
2931;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 oktober;8.4;25.8;9.3;12.9;9.7;11.5;9.0;11.2;12.3;5.3
2932;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 november;;;10.4;11.6;;8.8;;;9.0;
2933;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 december;;;16.1;7.3;;8.6;;;9.2;
2934;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 januari;27.6;7.8;21.9;7.7;13.8;12.4;8.2;15.9;11.1;16.0
2935;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 februari;;;12.6;12.3;;14.6;;;12.3;
2936;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 maart;;;8.9;14.2;;17.2;;;11.8;
2937;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 april;7.4;26.4;6.5;13.8;11.5;18.7;10.3;10.4;12.7;3.8
2938;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 mei;;;5.6;11.2;;16.3;;;9.9;
2939;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 juni;;;6.2;7.3;;14.0;;;7.8;
2940;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 juli;23.0;6.3;6.5;2.8;15.8;15.1;10.0;11.7;7.1;9.5
2941;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 augustus;;;5.9;7.4;;12.1;;;6.7;
2942;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 september;;;6.2;11.3;;12.7;;;9.0;
2943;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 oktober;7.0;23.7;11.1;10.4;13.1;14.3;12.4;7.0;9.2;0.9
2944;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 november;;;14.4;8.2;;11.2;;;6.1;
2945;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 december;;;23.4;4.6;;6.9;;;5.4;
2946;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 januari;20.5;5.4;29.6;3.3;11.4;10.2;7.0;5.4;2.2;6.5
2947;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 februari;;;15.6;9.7;;13.8;;;3.9;
2948;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 maart;;;11.0;13.8;;15.9;;;6.5;
2949;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 april;5.3;24.2;7.3;11.2;9.7;17.5;9.0;0.8;5.2;2.2
2950;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 mei;;;6.2;9.1;;13.3;;;5.2;
2951;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 juni;;;4.3;1.1;;10.2;;;2.6;
2952;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 juli;22.0;3.0;4.5;1.3;10.8;10.1;7.2;2.5;1.0;6.9
2953;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 augustus;;;3.4;3.0;;8.1;;;0.6;
2954;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 september;;;3.4;7.9;;6.8;;;-0.4;
2955;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 oktober;2.3;14.6;8.6;4.6;5.2;7.4;6.8;-3.4;-0.9;-2.0
2956;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 november;;;10.6;3.3;;5.9;;;-2.2;
2957;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 december;;;20.5;0.9;;4.9;;;-1.4;
2958;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 januari;15.9;0.2;25.2;2.3;5.5;8.6;6.0;1.6;0.5;4.6
2959;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 februari;;;15.5;7.1;;10.2;;;1.7;
2960;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 maart;;;7.2;1.8;;6.0;;;-14.4;
2961;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 april;-22.5;-56.0;-8.4;-49.0;-7.0;-25.4;-36.0;-33.4;-63.3;-30.9
2962;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 mei;;;-7.0;-39.2;;-18.8;;;-46.6;
2963;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 juni;;;-2.2;-16.7;;-10.8;;;-13.7;
2964;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 juli;-29.2;2.6;0.0;-3.5;-19.0;-4.8;-24.3;-40.4;-2.7;-39.2
2965;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 augustus;;;-0.8;-1.0;;-4.0;;;-0.7;
2966;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 september;;;-1.4;0.4;;-5.3;;;-4.3;
2967;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 oktober;1.1;-3.2;1.7;-6.8;-11.1;-9.1;-17.9;-12.1;-19.6;-11.5
2968;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 november;;;3.0;-10.7;;-9.6;;;-20.3;
2969;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 december;;;12.3;-8.3;;-8.5;;;-8.5;
2970;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 januari;5.6;-13.0;14.9;-10.2;-7.7;-2.3;-8.4;-14.6;-9.7;-8.8
2971;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 februari;;;9.0;-6.6;;1.0;;;-5.2;
2972;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 maart;;;6.4;5.7;;7.9;;;3.2;
2973;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 april;-5.0;16.8;9.4;11.1;-1.8;11.6;1.4;-8.9;9.9;-9.4
2974;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 mei;;;11.0;14.7;;14.8;;;17.5;
2975;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 juni;;;14.1;16.2;;19.1;;;20.9;
2976;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 juli;27.6;11.9;15.0;11.2;10.4;19.9;12.1;17.2;15.2;13.5
2977;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 augustus;;;12.5;11.5;;18.1;;;13.0;
2978;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 september;;;13.5;13.6;;18.6;;;11.7;
2979;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 oktober;13.8;24.7;27.4;16.0;10.9;21.7;9.4;15.6;13.5;10.6
2980;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 november;;;30.6;10.3;;16.3;;;4.0;
2981;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 december;;;36.8;4.9;;12.8;;;-6.1;
2982;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 januari;16.8;-5.3;39.9;1.9;10.2;14.2;7.8;-1.3;-1.4;3.2
2983;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 februari;;;33.2;14.5;;20.3;;;11.5;
2984;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 maart;;;32.8;16.1;;22.9;;;4.1;
2985;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 april;10.0;29.2;36.6;19.6;10.8;23.4;12.6;-3.1;-0.1;-2.5
2986;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 mei;;;33.8;15.4;;19.9;;;-1.3;
2987;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 juni;;;29.3;6.8;;19.3;;;-4.2;
2988;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 juli;26.6;1.8;29.9;4.9;10.5;16.9;8.7;-4.7;-6.9;3.4
2989;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 augustus;;;25.9;5.6;;15.3;;;-8.4;
2990;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 september;;;27.3;7.5;;12.8;;;-15.3;
2991;C Industrie, H-S diensten en 45+47;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 oktober;3.0;13.4;40.8;5.1;7.7;11.2;4.4;-16.3;-19.5;-14.3
