ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
7459;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2016 3rd quarter;4
7460;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2016 4th quarter;4
7461;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2016;5
7462;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2017 1st quarter;4
7463;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2017 2nd quarter;7
7464;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2017 3rd quarter;8
7465;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2017 4th quarter;7
7466;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2017;6
7467;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2018 1st quarter;7
7468;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2018 2nd quarter;5
7469;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2018 3rd quarter;5
7470;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2018 4th quarter;5
7471;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2018;6
7472;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2019 1st quarter;7
7473;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2019 2nd quarter;5
7474;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2019 3rd quarter;7
7475;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2019 4th quarter;7
7476;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2019;7
7477;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2020 1st quarter;8
7478;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2020 2nd quarter;6
7479;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2020 3rd quarter;7
7480;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2020 4th quarter;6
7481;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2020;7
7482;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2021 1st quarter;4
7483;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2021 2nd quarter;4
7484;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2021 3rd quarter;5
7485;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2021 4th quarter;5
7486;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2021;4
7487;Total male and female;Working hours: less than 12 hours a week;31-33 Other manufacturing and repair;2022 1st quarter;5
7488;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2003 1st quarter;1
7489;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2003 2nd quarter;0
7490;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2003 3rd quarter;1
7491;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2003 4th quarter;0
7492;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2003;0
7493;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2004 1st quarter;1
7494;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2004 2nd quarter;1
7495;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2004 3rd quarter;1
7496;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2004 4th quarter;0
7497;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2004;1
7498;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2005 1st quarter;1
7499;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2005 2nd quarter;1
7500;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2005 3rd quarter;1
7501;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2005 4th quarter;0
7502;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2005;1
7503;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2006 1st quarter;0
7504;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2006 2nd quarter;0
7505;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2006 3rd quarter;0
7506;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2006 4th quarter;0
7507;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2006;0
7508;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2007 1st quarter;0
7509;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2007 2nd quarter;0
7510;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2007 3rd quarter;0
7511;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2007 4th quarter;0
7512;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2007;0
7513;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2008 1st quarter;1
7514;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2008 2nd quarter;0
7515;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2008 3rd quarter;1
7516;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2008 4th quarter;1
7517;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2008;1
7518;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2009 1st quarter;1
7519;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2009 2nd quarter;0
7520;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2009 3rd quarter;0
7521;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2009 4th quarter;0
7522;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2009;0
7523;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2010 1st quarter;0
7524;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2010 2nd quarter;0
7525;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2010 3rd quarter;1
7526;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2010 4th quarter;0
7527;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2010;0
7528;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2011 1st quarter;0
7529;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2011 2nd quarter;0
7530;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2011 3rd quarter;0
7531;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2011 4th quarter;0
7532;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2011;0
7533;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2012 1st quarter;1
7534;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2012 2nd quarter;0
7535;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2012 3rd quarter;0
7536;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2012 4th quarter;0
7537;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2012;0
7538;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2013 1st quarter;0
7539;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2013 2nd quarter;0
7540;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2013 3rd quarter;1
7541;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2013 4th quarter;0
7542;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2013;0
7543;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2014 1st quarter;0
7544;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2014 2nd quarter;0
7545;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2014 3rd quarter;0
7546;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2014 4th quarter;0
7547;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2014;0
7548;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2015 1st quarter;0
7549;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2015 2nd quarter;1
7550;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2015 3rd quarter;1
7551;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2015 4th quarter;0
7552;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2015;1
7553;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2016 1st quarter;1
7554;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2016 2nd quarter;0
7555;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2016 3rd quarter;0
7556;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2016 4th quarter;0
7557;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2016;0
7558;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2017 1st quarter;1
7559;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2017 2nd quarter;1
7560;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2017 3rd quarter;0
7561;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2017 4th quarter;0
7562;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2017;0
7563;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2018 1st quarter;1
7564;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2018 2nd quarter;0
7565;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2018 3rd quarter;1
7566;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2018 4th quarter;1
7567;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2018;1
7568;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2019 1st quarter;1
7569;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2019 2nd quarter;1
7570;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2019 3rd quarter;1
7571;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2019 4th quarter;0
7572;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2019;1
7573;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2020 1st quarter;0
7574;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2020 2nd quarter;1
7575;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2020 3rd quarter;1
7576;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2020 4th quarter;1
7577;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2020;1
7578;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2021 1st quarter;1
7579;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2021 2nd quarter;0
7580;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2021 3rd quarter;0
7581;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2021 4th quarter;0
7582;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2021;0
7583;Total male and female;Working hours: less than 12 hours a week;D Energy supply;2022 1st quarter;1
7584;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2003 1st quarter;1
7585;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2003 2nd quarter;0
7586;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2003 3rd quarter;1
7587;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2003 4th quarter;0
7588;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2003;0
7589;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2004 1st quarter;1
7590;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2004 2nd quarter;1
7591;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2004 3rd quarter;1
7592;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2004 4th quarter;0
7593;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2004;1
7594;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2005 1st quarter;1
7595;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2005 2nd quarter;1
7596;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2005 3rd quarter;1
7597;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2005 4th quarter;0
7598;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2005;1
7599;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2006 1st quarter;0
7600;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2006 2nd quarter;0
7601;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2006 3rd quarter;0
7602;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2006 4th quarter;0
7603;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2006;0
7604;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2007 1st quarter;0
7605;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2007 2nd quarter;0
7606;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2007 3rd quarter;0
7607;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2007 4th quarter;0
7608;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2007;0
7609;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2008 1st quarter;1
7610;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2008 2nd quarter;0
7611;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2008 3rd quarter;1
7612;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2008 4th quarter;1
7613;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2008;1
7614;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2009 1st quarter;1
7615;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2009 2nd quarter;0
7616;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2009 3rd quarter;0
7617;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2009 4th quarter;0
7618;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2009;0
7619;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2010 1st quarter;0
7620;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2010 2nd quarter;0
7621;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2010 3rd quarter;1
7622;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2010 4th quarter;0
7623;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2010;0
7624;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2011 1st quarter;0
7625;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2011 2nd quarter;0
7626;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2011 3rd quarter;0
7627;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2011 4th quarter;0
7628;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2011;0
7629;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2012 1st quarter;1
7630;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2012 2nd quarter;0
7631;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2012 3rd quarter;0
7632;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2012 4th quarter;0
7633;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2012;0
7634;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2013 1st quarter;0
7635;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2013 2nd quarter;0
7636;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2013 3rd quarter;1
7637;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2013 4th quarter;0
7638;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2013;0
7639;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2014 1st quarter;0
7640;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2014 2nd quarter;0
7641;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2014 3rd quarter;0
7642;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2014 4th quarter;0
7643;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2014;0
7644;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2015 1st quarter;0
7645;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2015 2nd quarter;1
7646;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2015 3rd quarter;1
7647;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2015 4th quarter;0
7648;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2015;1
7649;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2016 1st quarter;1
7650;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2016 2nd quarter;0
7651;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2016 3rd quarter;0
7652;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2016 4th quarter;0
7653;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2016;0
7654;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2017 1st quarter;1
7655;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2017 2nd quarter;1
7656;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2017 3rd quarter;0
7657;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2017 4th quarter;0
7658;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2017;0
7659;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2018 1st quarter;1
7660;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2018 2nd quarter;0
7661;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2018 3rd quarter;1
7662;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2018 4th quarter;1
7663;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2018;1
7664;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2019 1st quarter;1
7665;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2019 2nd quarter;1
7666;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2019 3rd quarter;1
7667;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2019 4th quarter;0
7668;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2019;1
7669;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2020 1st quarter;0
7670;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2020 2nd quarter;1
7671;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2020 3rd quarter;1
7672;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2020 4th quarter;1
7673;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2020;1
7674;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2021 1st quarter;1
7675;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2021 2nd quarter;0
7676;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2021 3rd quarter;0
7677;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2021 4th quarter;0
7678;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2021;0
7679;Total male and female;Working hours: less than 12 hours a week;35 Energy supply;2022 1st quarter;1
7680;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2003 1st quarter;1
7681;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2003 2nd quarter;1
7682;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2003 3rd quarter;1
7683;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2003 4th quarter;0
7684;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2003;1
7685;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2004 1st quarter;1
7686;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2004 2nd quarter;1
7687;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2004 3rd quarter;1
7688;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2004 4th quarter;1
7689;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2004;1
7690;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2005 1st quarter;1
7691;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2005 2nd quarter;1
7692;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2005 3rd quarter;0
7693;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2005 4th quarter;0
7694;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2005;0
7695;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2006 1st quarter;0
7696;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2006 2nd quarter;1
7697;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2006 3rd quarter;1
7698;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2006 4th quarter;1
7699;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2006;1
7700;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2007 1st quarter;1
7701;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2007 2nd quarter;1
7702;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2007 3rd quarter;1
7703;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2007 4th quarter;1
7704;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2007;1
7705;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2008 1st quarter;1
7706;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2008 2nd quarter;1
7707;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2008 3rd quarter;1
7708;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2008 4th quarter;1
7709;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2008;1
7710;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2009 1st quarter;1
7711;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2009 2nd quarter;1
7712;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2009 3rd quarter;1
7713;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2009 4th quarter;1
7714;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2009;1
7715;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2010 1st quarter;1
7716;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2010 2nd quarter;1
7717;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2010 3rd quarter;0
7718;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2010 4th quarter;0
7719;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2010;1
7720;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2011 1st quarter;1
7721;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2011 2nd quarter;1
7722;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2011 3rd quarter;1
7723;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2011 4th quarter;2
7724;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2011;1
7725;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2012 1st quarter;1
7726;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2012 2nd quarter;1
7727;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2012 3rd quarter;2
7728;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2012 4th quarter;1
7729;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2012;1
7730;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2013 1st quarter;1
7731;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2013 2nd quarter;1
7732;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2013 3rd quarter;0
7733;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2013 4th quarter;0
7734;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2013;1
7735;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2014 1st quarter;0
7736;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2014 2nd quarter;1
7737;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2014 3rd quarter;1
7738;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2014 4th quarter;1
7739;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2014;1
7740;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2015 1st quarter;2
7741;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2015 2nd quarter;2
7742;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2015 3rd quarter;1
7743;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2015 4th quarter;1
7744;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2015;1
7745;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2016 1st quarter;1
7746;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2016 2nd quarter;1
7747;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2016 3rd quarter;1
7748;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2016 4th quarter;1
7749;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2016;1
7750;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2017 1st quarter;1
7751;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2017 2nd quarter;1
7752;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2017 3rd quarter;0
7753;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2017 4th quarter;1
7754;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2017;1
7755;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2018 1st quarter;0
7756;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2018 2nd quarter;0
7757;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2018 3rd quarter;0
7758;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2018 4th quarter;1
7759;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2018;1
7760;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2019 1st quarter;2
7761;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2019 2nd quarter;2
7762;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2019 3rd quarter;2
7763;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2019 4th quarter;1
7764;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2019;2
7765;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2020 1st quarter;1
7766;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2020 2nd quarter;1
7767;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2020 3rd quarter;2
7768;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2020 4th quarter;1
7769;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2020;1
7770;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2021 1st quarter;2
7771;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2021 2nd quarter;3
7772;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2021 3rd quarter;1
7773;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2021 4th quarter;0
7774;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2021;1
7775;Total male and female;Working hours: less than 12 hours a week;E Water supply and waste management;2022 1st quarter;1
7776;Total male and female;Working hours: less than 12 hours a week;F Construction;2003 1st quarter;13
7777;Total male and female;Working hours: less than 12 hours a week;F Construction;2003 2nd quarter;15
7778;Total male and female;Working hours: less than 12 hours a week;F Construction;2003 3rd quarter;12
7779;Total male and female;Working hours: less than 12 hours a week;F Construction;2003 4th quarter;14
7780;Total male and female;Working hours: less than 12 hours a week;F Construction;2003;13
7781;Total male and female;Working hours: less than 12 hours a week;F Construction;2004 1st quarter;15
7782;Total male and female;Working hours: less than 12 hours a week;F Construction;2004 2nd quarter;14
