ID;SIC93;Periods;Production_1;AverageDailyProduction_2;ProductionSeasonallyAdjusted_3;DevelopmentProduction_4;DevelopmentAverageDailyProduction_5;DevelopmentSeasonallyAdjusted_6;ShortTermDevelopmentAverageDaily_7;ShortTermDevelopmentSeasonallyAdj_8;TotalTurnover_9;DomesticSales_10;InternationalSales_11;TotalOrders_12;DomesticOrders_13;ForeignOrders_14
6144;DK: Machinery and equipment;2006 2nd quarter;109.7;109.3;109.7;1.7;2.1;5.8;;;133.6;110.9;146.6;142.0;;
6145;DK: Machinery and equipment;2006 July;101.6;104.3;;-1.5;-1.6;;;;117.5;100.6;127.2;116.0;;
6146;DK: Machinery and equipment;2006 August;102.3;100.4;;8.2;8.2;;;;119.1;101.7;129.0;137.4;;
6147;DK: Machinery and equipment;2006 September;122.0;123.1;;7.5;9.5;;;;166.8;120.9;192.9;144.9;;
6148;DK: Machinery and equipment;2006 3rd quarter;108.6;109.3;116.1;4.7;5.3;5.8;;;134.5;107.7;149.7;132.8;;
6149;DK: Machinery and equipment;2006 October;124.2;124.7;;16.5;13.8;;;;133.7;118.8;142.2;132.0;;
6150;DK: Machinery and equipment;2006 November;139.2;138.0;;17.8;17.8;;;;157.6;130.2;173.3;122.6;;
6151;DK: Machinery and equipment;2006 December;115.7;118.8;;13.7;17.9;;;;193.9;141.6;223.6;167.0;;
6152;DK: Machinery and equipment;2006 4th quarter;126.4;127.1;124.1;16.1;16.5;6.9;;;161.7;130.2;179.7;140.5;;
6153;DK: Machinery and equipment;2006;113.4;113.4;113.4;5.9;5.9;5.9;;;135.8;112.4;149.1;136.4;;
6154;DK: Machinery and equipment;2007 January;127.4;125.7;;29.6;29.0;;;;122.8;115.6;126.9;137.9;;
6155;DK: Machinery and equipment;2007 February;138.1;137.8;;29.4;29.0;;;;141.4;126.0;150.1;123.9;;
6156;DK: Machinery and equipment;2007 March;143.0;142.6;;17.5;19.3;;;;182.7;151.6;200.4;179.1;;
6157;DK: Machinery and equipment;2007 1st quarter;136.2;135.3;130.3;25.0;25.4;4.9;;;149.0;131.1;159.1;147.0;;
6158;DK: Machinery and equipment;2007 April;118.8;120.1;;16.0;14.9;;;;138.9;127.1;145.6;138.7;;
6159;DK: Machinery and equipment;2007 May;119.4;117.8;;9.0;10.7;;;;155.1;144.1;161.4;125.6;;
6160;DK: Machinery and equipment;2007 June;123.4;123.1;;5.3;5.3;;;;185.4;143.8;209.1;144.2;;
6161;DK: Machinery and equipment;2007 2nd quarter;120.5;120.3;120.7;9.9;10.1;-7.3;;;159.8;138.3;172.0;136.2;;
6162;DK: Machinery and equipment;2007 July;104.0;104.0;;2.4;-0.3;;;;146.3;130.3;155.5;122.5;;
6163;DK: Machinery and equipment;2007 August;101.0;98.8;;-1.2;-1.6;;;;136.0;118.7;145.9;147.6;;
6164;DK: Machinery and equipment;2007 September;120.4;123.4;;-1.3;0.2;;;;167.1;137.0;184.3;167.2;;
6165;DK: Machinery and equipment;2007 3rd quarter;108.5;108.7;116.5;-0.1;-0.5;-3.5;;;149.8;128.7;161.9;145.8;;
6166;DK: Machinery and equipment;2007 October;127.9;125.6;;3.0;0.7;;;;164.0;143.6;175.5;135.9;;
6167;DK: Machinery and equipment;2007 November;133.6;131.9;;-4.0;-4.4;;;;165.4;146.4;176.2;130.6;;
6168;DK: Machinery and equipment;2007 December;113.8;120.2;;-1.6;1.2;;;;199.7;149.2;228.5;166.9;;
6169;DK: Machinery and equipment;2007 4th quarter;125.1;125.9;122.8;-1.0;-1.0;5.4;;;176.4;146.4;193.4;144.5;;
6170;DK: Machinery and equipment;2007;122.6;122.6;122.6;8.1;8.1;8.1;;;158.7;136.1;171.6;143.3;;
6171;DK: Machinery and equipment;2008 January;129.2;127.9;;1.4;1.7;;;;136.0;114.5;148.3;147.2;;
6172;DK: Machinery and equipment;2008 February;133.2;132.6;;-3.6;-3.7;;;;161.8;130.9;179.4;128.4;;
6173;DK: Machinery and equipment;2008 March;124.7;128.9;;-12.8;-9.6;;;;166.6;136.2;183.9;153.3;;
6174;DK: Machinery and equipment;2008 1st quarter;129.0;129.8;124.7;-5.2;-4.1;1.5;;;154.8;127.2;170.5;143.0;;
6175;DK: Machinery and equipment;2008 April;125.6;123.1;;5.8;2.5;;;;160.8;138.4;173.6;154.9;;
6176;DK: Machinery and equipment;2008 May;114.3;115.4;;-4.2;-2.0;;;;149.4;128.5;161.3;129.5;;
6177;DK: Machinery and equipment;2008 June;124.6;124.7;;1.0;1.3;;;;176.6;149.9;191.8;143.7;;
6178;DK: Machinery and equipment;2008 2nd quarter;121.5;121.0;121.4;0.8;0.6;-2.6;;;162.3;138.9;175.6;142.7;;
6179;DK: Machinery and equipment;2008 July;109.4;107.4;;5.2;3.3;;;;156.0;135.7;167.6;129.5;;
6180;DK: Machinery and equipment;2008 August;95.3;98.0;;-5.6;-0.8;;;;124.5;109.9;132.9;106.5;;
6181;DK: Machinery and equipment;2008 September;124.7;123.5;;3.6;0.1;;;;160.3;142.3;170.5;152.2;;
6182;DK: Machinery and equipment;2008 3rd quarter;109.8;109.6;117.3;1.2;0.8;-3.4;;;146.9;129.3;157.0;129.4;;
6183;DK: Machinery and equipment;2008 October;120.5;118.6;;-5.8;-5.6;;;;156.3;156.5;156.2;108.3;;
6184;DK: Machinery and equipment;2008 November;120.1;123.5;;-10.1;-6.4;;;;138.0;138.8;137.6;104.4;;
6185;DK: Machinery and equipment;2008 December;101.4;99.7;;-10.9;-17.0;;;;171.1;160.8;176.9;100.2;;
6186;DK: Machinery and equipment;2008 4th quarter;114.0;113.9;111.0;-8.9;-9.5;-5.4;;;155.1;152.0;156.9;104.3;;
6187;DK: Machinery and equipment;2008;118.6;118.6;118.6;-3.2;-3.2;-3.2;;;154.8;136.9;165.0;129.8;;
6188;3000a Manuf. of electrical equipment;1995 January;58.5;59.1;64.2;;;;;;59.7;59.0;60.0;63.3;74.2;59.2
6189;3000a Manuf. of electrical equipment;1995 February;61.0;60.9;64.7;;;0.7;;;59.7;69.7;55.9;59.9;67.0;57.3
6190;3000a Manuf. of electrical equipment;1995 March;67.7;66.4;62.0;;;-4.1;;;71.8;81.8;68.0;71.0;78.9;68.1
6191;3000a Manuf. of electrical equipment;1995 1st quarter;62.4;62.1;63.6;;;;;;63.7;70.2;61.3;64.7;73.4;61.5
6192;3000a Manuf. of electrical equipment;1995 April;60.5;61.5;63.9;;;3.1;;;58.6;68.7;54.8;58.2;61.2;57.0
6193;3000a Manuf. of electrical equipment;1995 May;69.6;68.6;68.5;;;7.1;;;65.7;76.2;61.7;61.9;67.1;60.0
6194;3000a Manuf. of electrical equipment;1995 June;70.7;70.4;69.0;;;0.8;;;73.3;86.2;68.4;70.7;83.0;66.1
6195;3000a Manuf. of electrical equipment;1995 2nd quarter;66.9;66.8;67.1;;;5.5;;;65.9;77.0;61.6;63.6;70.4;61.0
6196;3000a Manuf. of electrical equipment;1995 July;61.5;63.4;70.2;;;1.8;;;55.6;64.2;52.3;59.2;65.8;56.7
6197;3000a Manuf. of electrical equipment;1995 August;64.3;62.7;70.1;;;-0.2;;;61.6;68.0;59.2;68.9;63.9;70.8
6198;3000a Manuf. of electrical equipment;1995 September;79.9;80.2;73.7;;;5.2;;;75.7;78.6;74.5;79.4;79.9;79.2
6199;3000a Manuf. of electrical equipment;1995 3rd quarter;68.6;68.8;71.4;;;6.3;;;64.3;70.3;62.0;69.2;69.9;68.9
6200;3000a Manuf. of electrical equipment;1995 October;80.1;80.9;74.1;;;0.4;;;74.1;85.1;69.9;70.3;78.4;67.2
6201;3000a Manuf. of electrical equipment;1995 November;79.2;77.8;72.9;;;-1.5;;;82.6;89.2;80.1;79.8;84.4;78.1
6202;3000a Manuf. of electrical equipment;1995 December;68.2;69.2;67.8;;;-7.0;;;84.0;95.6;79.6;84.9;116.6;72.9
6203;3000a Manuf. of electrical equipment;1995 4th quarter;75.8;76.0;71.6;;;0.4;;;80.2;90.0;76.5;78.3;93.1;72.7
6204;3000a Manuf. of electrical equipment;1995;68.4;68.4;68.4;;;;;;68.5;76.9;65.4;69.0;76.7;66.1
6205;3000a Manuf. of electrical equipment;1996 January;59.9;59.1;64.0;2.4;0.0;-5.6;;;68.7;70.3;68.1;74.1;77.6;72.8
6206;3000a Manuf. of electrical equipment;1996 February;62.9;62.8;66.3;3.1;3.0;3.6;;;68.6;71.8;67.4;68.8;74.0;66.8
6207;3000a Manuf. of electrical equipment;1996 March;70.0;71.0;66.1;3.4;6.9;-0.3;;;76.1;84.4;73.0;69.2;76.2;66.5
6208;3000a Manuf. of electrical equipment;1996 1st quarter;64.3;64.3;65.5;3.0;3.4;-8.5;;;71.1;75.5;69.5;70.7;75.9;68.7
6209;3000a Manuf. of electrical equipment;1996 April;64.7;64.8;67.3;6.8;5.4;1.8;;;70.4;77.9;67.5;65.5;67.8;64.7
6210;3000a Manuf. of electrical equipment;1996 May;70.8;69.5;69.3;1.8;1.2;2.9;;;73.5;80.8;70.7;66.9;71.7;65.1
6211;3000a Manuf. of electrical equipment;1996 June;69.7;70.8;69.7;-1.4;0.5;0.6;;;74.5;79.6;72.5;68.3;76.2;65.4
6212;3000a Manuf. of electrical equipment;1996 2nd quarter;68.4;68.4;68.7;2.2;2.3;5.0;;;72.8;79.4;70.2;66.9;71.9;65.1
6213;3000a Manuf. of electrical equipment;1996 July;63.7;63.4;69.9;3.5;-0.1;0.3;;;67.6;74.0;65.2;70.6;68.8;71.3
6214;3000a Manuf. of electrical equipment;1996 August;63.1;63.1;70.5;-1.8;0.8;0.8;;;67.0;75.7;63.6;64.6;71.5;61.9
6215;3000a Manuf. of electrical equipment;1996 September;79.1;79.7;73.4;-1.0;-0.6;4.2;;;78.5;86.1;75.6;69.6;73.9;68.0
6216;3000a Manuf. of electrical equipment;1996 3rd quarter;68.6;68.7;71.2;0.1;0.0;3.6;;;71.0;78.6;68.1;68.3;71.4;67.1
6217;3000a Manuf. of electrical equipment;1996 October;76.8;75.6;69.2;-4.1;-6.6;-5.7;;;79.3;85.7;76.8;76.1;83.3;73.4
6218;3000a Manuf. of electrical equipment;1996 November;74.5;75.0;70.4;-5.9;-3.7;1.7;;;85.2;95.8;81.2;78.3;83.7;76.3
6219;3000a Manuf. of electrical equipment;1996 December;66.4;67.0;65.6;-2.7;-3.1;-6.8;;;78.7;94.0;73.0;75.8;78.3;74.9
6220;3000a Manuf. of electrical equipment;1996 4th quarter;72.6;72.5;68.4;-4.3;-4.5;-4.0;;;81.1;91.8;77.0;76.7;81.8;74.9
6221;3000a Manuf. of electrical equipment;1996;68.5;68.5;68.5;0.1;0.1;0.1;;;74.0;81.3;71.2;70.7;75.3;68.9
6222;3000a Manuf. of electrical equipment;1997 January;55.2;54.3;58.6;-7.7;-8.1;-10.7;;;68.0;72.4;66.4;79.9;80.7;79.6
6223;3000a Manuf. of electrical equipment;1997 February;60.1;60.1;63.3;-4.5;-4.2;8.1;;;76.3;74.6;77.0;77.4;73.3;79.0
6224;3000a Manuf. of electrical equipment;1997 March;64.6;65.8;61.2;-7.8;-7.3;-3.3;;;87.0;80.0;89.6;80.1;74.0;82.4
6225;3000a Manuf. of electrical equipment;1997 1st quarter;60.0;60.1;61.1;-6.7;-6.5;-10.7;;;77.1;75.7;77.7;79.1;76.0;80.3
6226;3000a Manuf. of electrical equipment;1997 April;62.5;61.7;64.0;-3.3;-4.8;4.5;;;80.1;82.6;79.1;76.2;80.0;74.8
6227;3000a Manuf. of electrical equipment;1997 May;65.2;65.6;65.4;-7.9;-5.6;2.2;;;77.9;76.8;78.3;76.4;76.8;76.2
6228;3000a Manuf. of electrical equipment;1997 June;66.9;67.6;66.9;-4.1;-4.5;2.3;;;87.9;89.6;87.2;91.3;116.0;81.9
6229;3000a Manuf. of electrical equipment;1997 2nd quarter;64.9;65.0;65.4;-5.2;-5.0;7.2;;;82.0;83.0;81.5;81.3;90.9;77.6
6230;3000a Manuf. of electrical equipment;1997 July;64.1;62.8;69.0;0.5;-0.9;3.2;;;79.7;73.5;82.1;81.4;73.3;84.5
6231;3000a Manuf. of electrical equipment;1997 August;61.2;62.6;69.7;-3.0;-0.9;1.0;;;74.6;68.1;77.1;84.8;65.4;92.1
6232;3000a Manuf. of electrical equipment;1997 September;80.6;80.8;74.8;1.9;1.3;7.2;;;97.2;85.2;101.7;92.6;83.1;96.2
6233;3000a Manuf. of electrical equipment;1997 3rd quarter;68.6;68.7;71.2;0.0;0.0;8.8;;;83.8;75.6;87.0;86.3;73.9;90.9
6234;3000a Manuf. of electrical equipment;1997 October;78.2;76.8;70.8;1.7;1.7;-5.3;;;101.1;97.9;102.3;100.9;99.9;101.3
6235;3000a Manuf. of electrical equipment;1997 November;71.4;72.6;68.4;-4.2;-3.2;-3.4;;;99.2;87.0;103.8;92.2;72.2;99.8
6236;3000a Manuf. of electrical equipment;1997 December;67.7;66.9;65.4;2.0;-0.2;-4.4;;;104.0;87.0;110.5;91.0;71.9;98.2
6237;3000a Manuf. of electrical equipment;1997 4th quarter;72.4;72.1;68.2;-0.2;-0.6;-4.2;;;101.4;90.6;105.5;94.7;81.3;99.8
6238;3000a Manuf. of electrical equipment;1997;66.5;66.5;66.5;-2.9;-2.9;-2.9;;;86.1;81.2;87.9;85.4;80.6;87.2
6239;3000a Manuf. of electrical equipment;1998 January;63.9;64.2;68.8;15.6;18.2;5.2;;;76.8;76.8;76.8;84.4;101.6;77.9
6240;3000a Manuf. of electrical equipment;1998 February;66.5;66.5;69.6;10.8;10.6;1.1;;;81.7;79.4;82.5;79.8;86.6;77.2
6241;3000a Manuf. of electrical equipment;1998 March;72.9;73.7;68.3;12.9;12.0;-1.9;;;91.6;92.0;91.4;83.3;83.4;83.3
6242;3000a Manuf. of electrical equipment;1998 1st quarter;67.8;68.1;68.9;13.0;13.4;1.0;;;83.4;82.7;83.6;82.5;90.5;79.5
6243;3000a Manuf. of electrical equipment;1998 April;68.4;67.3;69.4;9.5;9.1;1.7;;;84.0;84.8;83.7;79.0;82.7;77.6
6244;3000a Manuf. of electrical equipment;1998 May;68.4;69.4;69.1;5.0;5.9;-0.5;;;76.1;81.6;74.0;75.7;97.7;67.4
6245;3000a Manuf. of electrical equipment;1998 June;69.8;70.0;69.5;4.3;3.5;0.6;;;84.8;82.4;85.7;80.4;83.3;79.3
6246;3000a Manuf. of electrical equipment;1998 2nd quarter;68.9;68.9;69.3;6.2;6.1;0.6;;;81.6;82.9;81.1;78.4;87.9;74.8
6247;3000a Manuf. of electrical equipment;1998 July;68.2;65.9;72.2;6.4;5.0;3.9;;;81.6;80.2;82.1;84.4;82.7;85.1
6248;3000a Manuf. of electrical equipment;1998 August;62.3;63.9;71.0;1.8;2.0;-1.7;;;70.1;64.5;72.2;66.6;64.6;67.3
6249;3000a Manuf. of electrical equipment;1998 September;79.1;78.7;73.2;-1.8;-2.6;3.1;;;96.9;89.7;99.6;91.0;88.0;92.2
6250;3000a Manuf. of electrical equipment;1998 3rd quarter;69.9;69.5;72.1;1.8;1.1;4.0;;;82.9;78.1;84.6;80.7;78.4;81.5
6251;3000a Manuf. of electrical equipment;1998 October;77.4;77.8;72.2;-1.0;1.2;-1.4;;;100.8;93.5;103.6;94.5;91.7;95.5
6252;3000a Manuf. of electrical equipment;1998 November;73.3;74.1;70.0;2.7;2.0;-3.0;;;97.7;92.0;99.8;87.5;77.4;91.4
6253;3000a Manuf. of electrical equipment;1998 December;70.8;69.7;67.9;4.6;4.1;-3.0;;;93.9;87.1;96.5;104.1;117.9;98.9
6254;3000a Manuf. of electrical equipment;1998 4th quarter;73.8;73.8;70.0;2.0;2.4;-3.0;;;97.5;90.9;100.0;95.4;95.7;95.3
6255;3000a Manuf. of electrical equipment;1998;70.1;70.1;70.1;5.4;5.4;5.4;;;86.3;83.7;87.3;84.2;88.1;82.8
6256;3000a Manuf. of electrical equipment;1999 January;67.8;68.9;73.4;6.2;7.4;8.2;;;73.7;69.1;75.4;83.3;77.8;85.4
6257;3000a Manuf. of electrical equipment;1999 February;70.5;70.6;73.3;6.0;6.1;-0.2;;;73.7;71.9;74.4;74.1;72.2;74.8
6258;3000a Manuf. of electrical equipment;1999 March;82.9;81.9;75.6;13.7;11.2;3.1;;;92.5;88.5;94.1;85.9;87.3;85.4
6259;3000a Manuf. of electrical equipment;1999 1st quarter;73.8;73.8;74.1;8.9;8.3;5.9;;;80.0;76.5;81.3;81.1;79.1;81.9
6260;3000a Manuf. of electrical equipment;1999 April;72.5;72.3;74.1;5.9;7.4;-2.0;;;76.8;74.3;77.7;74.3;72.2;75.1
6261;3000a Manuf. of electrical equipment;1999 May;71.1;72.4;71.9;3.8;4.3;-2.9;;;73.8;73.0;74.1;74.2;76.7;73.2
6262;3000a Manuf. of electrical equipment;1999 June;77.4;76.3;76.2;10.9;9.1;5.9;;;88.4;97.1;85.1;84.2;89.8;82.1
6263;3000a Manuf. of electrical equipment;1999 2nd quarter;73.7;73.7;74.1;6.9;6.9;0.0;;;79.7;81.5;79.0;77.6;79.6;76.8
6264;3000a Manuf. of electrical equipment;1999 July;74.8;75.0;82.1;9.7;13.8;7.8;;;77.9;78.8;77.5;77.2;87.2;73.5
6265;3000a Manuf. of electrical equipment;1999 August;69.5;70.6;78.5;11.6;10.6;-4.4;;;73.3;71.5;74.0;66.7;71.4;64.9
6266;3000a Manuf. of electrical equipment;1999 September;85.8;84.3;79.2;8.4;7.1;0.8;;;95.9;104.0;92.8;91.9;92.7;91.7
6267;3000a Manuf. of electrical equipment;1999 3rd quarter;76.7;76.6;79.9;9.8;10.3;7.9;;;82.4;84.8;81.4;78.6;83.8;76.7
6268;3000a Manuf. of electrical equipment;1999 October;84.5;85.8;80.4;9.2;10.3;1.6;;;95.8;87.8;98.8;100.8;94.1;103.3
6269;3000a Manuf. of electrical equipment;1999 November;86.2;86.5;82.2;17.5;16.7;2.2;;;103.5;94.1;107.1;104.3;89.6;109.9
6270;3000a Manuf. of electrical equipment;1999 December;89.1;87.5;85.1;25.8;25.7;3.5;;;117.4;111.0;119.8;111.8;91.9;119.3
6271;3000a Manuf. of electrical equipment;1999 4th quarter;86.6;86.6;82.6;17.3;17.3;3.3;;;105.6;97.6;108.6;105.6;91.9;110.8
6272;3000a Manuf. of electrical equipment;1999;77.7;77.7;77.7;10.8;10.8;10.8;;;86.9;85.1;87.6;85.7;83.6;86.6
6273;3000a Manuf. of electrical equipment;2000 January;84.8;86.3;91.3;25.1;25.3;7.3;;;77.9;78.4;77.7;87.7;89.7;86.9
6274;3000a Manuf. of electrical equipment;2000 February;94.5;94.5;97.1;34.0;33.9;6.4;;;90.9;94.0;89.7;97.2;100.0;96.1
6275;3000a Manuf. of electrical equipment;2000 March;102.9;100.9;92.5;24.1;23.2;-4.7;;;103.8;108.4;102.1;96.2;109.4;91.1
6276;3000a Manuf. of electrical equipment;2000 1st quarter;94.1;93.9;93.6;27.6;27.3;13.4;;;90.9;93.6;89.8;93.7;99.7;91.4
6277;3000a Manuf. of electrical equipment;2000 April;92.5;93.9;95.3;27.7;29.9;3.0;;;87.1;85.6;87.7;87.5;89.5;86.8
6278;3000a Manuf. of electrical equipment;2000 May;105.0;103.6;102.7;47.7;43.0;7.8;;;103.2;104.8;102.6;104.7;116.4;100.2
6279;3000a Manuf. of electrical equipment;2000 June;96.6;96.2;96.6;24.8;26.1;-6.0;;;97.1;88.6;100.3;98.7;84.1;104.2
6280;3000a Manuf. of electrical equipment;2000 2nd quarter;98.0;97.9;98.2;33.1;32.9;4.9;;;95.8;93.0;96.9;97.0;96.7;97.1
6281;3000a Manuf. of electrical equipment;2000 July;89.0;91.7;100.6;19.1;22.3;4.2;;;81.2;81.0;81.3;90.5;85.3;92.5
6282;3000a Manuf. of electrical equipment;2000 August;95.1;92.4;103.0;36.7;30.8;2.4;;;90.3;87.4;91.3;87.7;85.3;88.6
6283;3000a Manuf. of electrical equipment;2000 September;108.9;109.4;103.7;27.0;29.8;0.7;;;109.3;108.2;109.7;110.6;109.7;111.0
6284;3000a Manuf. of electrical equipment;2000 3rd quarter;97.7;97.8;102.5;27.4;27.7;4.3;;;93.6;92.2;94.1;96.3;93.4;97.4
6285;3000a Manuf. of electrical equipment;2000 October;111.2;112.3;106.5;31.7;31.0;2.7;;;112.9;107.9;114.8;115.9;106.3;119.6
6286;3000a Manuf. of electrical equipment;2000 November;115.4;113.3;108.5;33.9;31.1;1.9;;;124.9;121.8;126.1;127.5;112.6;133.2
6287;3000a Manuf. of electrical equipment;2000 December;104.0;105.4;102.1;16.7;20.4;-5.9;;;121.3;133.9;116.6;95.9;111.8;89.8
6288;3000a Manuf. of electrical equipment;2000 4th quarter;110.2;110.4;105.7;27.3;27.5;3.2;;;119.7;121.2;119.2;113.1;110.2;114.2
6289;3000a Manuf. of electrical equipment;2000;100.0;100.0;100.0;28.7;28.7;28.7;;;100.0;100.0;100.0;100.0;100.0;100.0
6290;3000a Manuf. of electrical equipment;2001 January;80.5;79.5;83.4;-5.1;-7.9;-18.3;;;91.9;89.1;93.0;103.9;108.1;102.3
6291;3000a Manuf. of electrical equipment;2001 February;84.0;84.0;85.2;-11.1;-11.2;2.1;;;96.3;94.6;97.0;103.4;90.1;108.5
6292;3000a Manuf. of electrical equipment;2001 March;92.2;92.6;84.1;-10.4;-8.3;-1.4;;;111.9;115.6;110.6;93.9;102.4;90.7
6293;3000a Manuf. of electrical equipment;2001 1st quarter;85.5;85.3;84.2;-9.1;-9.1;-20.3;;;100.0;99.8;100.2;100.4;100.2;100.5
6294;3000a Manuf. of electrical equipment;2001 April;84.5;85.3;85.5;-8.7;-9.2;1.8;;;97.4;94.7;98.5;93.7;96.8;92.5
6295;3000a Manuf. of electrical equipment;2001 May;86.7;85.3;84.3;-17.4;-17.6;-1.4;;;103.5;108.0;101.8;100.1;100.6;99.9
6296;3000a Manuf. of electrical equipment;2001 June;81.5;82.0;82.7;-15.6;-14.8;-2.0;;;97.9;101.4;96.6;93.1;84.1;96.5
6297;3000a Manuf. of electrical equipment;2001 2nd quarter;84.2;84.2;84.2;-14.1;-14.0;-0.1;;;99.6;101.4;99.0;95.6;93.8;96.3
6298;3000a Manuf. of electrical equipment;2001 July;76.5;78.5;86.4;-14.1;-14.4;4.6;;;88.8;86.6;89.7;96.7;120.9;87.5
6299;3000a Manuf. of electrical equipment;2001 August;76.6;74.2;83.0;-19.4;-19.7;-4.0;;;89.8;97.9;86.6;87.8;90.8;86.6
6300;3000a Manuf. of electrical equipment;2001 September;83.7;84.9;81.3;-23.2;-22.4;-2.1;;;97.6;104.4;95.1;92.7;96.6;91.2
6301;3000a Manuf. of electrical equipment;2001 3rd quarter;78.9;79.2;83.6;-19.2;-19.1;-0.7;;;92.1;96.3;90.5;92.4;102.8;88.4
6302;3000a Manuf. of electrical equipment;2001 October;84.5;83.4;79.9;-24.1;-25.8;-1.6;;;106.0;113.7;103.0;89.6;90.6;89.3
6303;3000a Manuf. of electrical equipment;2001 November;85.7;85.4;82.2;-25.7;-24.7;2.8;;;115.3;113.3;116.0;100.6;88.6;105.2
6304;3000a Manuf. of electrical equipment;2001 December;82.0;83.5;80.4;-21.1;-20.8;-2.1;;;106.0;105.9;106.1;104.5;92.7;108.9
6305;3000a Manuf. of electrical equipment;2001 4th quarter;84.1;84.1;80.8;-23.7;-23.8;-3.3;;;109.1;111.0;108.4;98.2;90.6;101.1
6306;3000a Manuf. of electrical equipment;2001;83.2;83.2;83.2;-16.8;-16.8;-16.8;;;100.2;102.1;99.5;96.7;96.9;96.6
6307;3000a Manuf. of electrical equipment;2002 January;68.4;67.3;70.2;-15.0;-15.3;-12.7;;;72.2;87.8;66.3;84.7;93.4;81.4
6308;3000a Manuf. of electrical equipment;2002 February;69.0;69.0;69.2;-17.8;-17.8;-1.4;;;68.2;79.7;63.9;66.9;77.8;62.8
6309;3000a Manuf. of electrical equipment;2002 March;75.8;76.9;69.1;-17.8;-17.0;-0.1;;;75.6;94.2;68.6;67.9;87.9;60.3
6310;3000a Manuf. of electrical equipment;2002 1st quarter;71.1;71.0;69.5;-16.9;-16.7;-14.0;;;72.0;87.2;66.3;73.2;86.4;68.2
6311;3000a Manuf. of electrical equipment;2002 April;69.7;69.9;69.3;-17.5;-18.1;0.2;;;72.0;79.7;69.1;67.7;78.5;63.6
6312;3000a Manuf. of electrical equipment;2002 May;71.3;70.0;68.9;-17.8;-18.0;-0.5;;;79.9;86.7;77.4;72.9;84.9;68.3
6313;3000a Manuf. of electrical equipment;2002 June;70.1;71.2;72.0;-14.1;-13.2;4.5;;;75.6;94.7;68.4;73.4;89.1;67.5
6314;3000a Manuf. of electrical equipment;2002 2nd quarter;70.3;70.3;70.1;-16.5;-16.5;0.8;;;75.8;87.0;71.6;71.3;84.2;66.5
6315;3000a Manuf. of electrical equipment;2002 July;64.9;64.4;71.4;-15.2;-18.0;-0.8;;;72.1;79.7;69.2;64.4;77.7;59.4
6316;3000a Manuf. of electrical equipment;2002 August;63.1;63.2;71.1;-17.6;-14.8;-0.4;;;69.2;81.6;64.5;62.8;79.7;56.5
6317;3000a Manuf. of electrical equipment;2002 September;70.7;71.4;69.0;-15.5;-15.9;-3.0;;;77.4;86.0;74.2;66.6;69.4;65.5
6318;3000a Manuf. of electrical equipment;2002 3rd quarter;66.3;66.3;70.5;-16.1;-16.3;0.7;;;72.9;82.4;69.3;64.6;75.6;60.5
6319;3000a Manuf. of electrical equipment;2002 October;71.0;69.8;67.8;-16.0;-16.3;-1.8;;;79.4;90.8;75.1;72.7;76.5;71.3
6320;3000a Manuf. of electrical equipment;2002 November;70.7;71.1;68.7;-17.5;-16.7;1.4;;;75.8;89.7;70.5;68.1;75.0;65.6
6321;3000a Manuf. of electrical equipment;2002 December;69.9;70.6;67.8;-14.8;-15.4;-1.3;;;74.7;90.8;68.5;74.0;70.7;75.3
6322;3000a Manuf. of electrical equipment;2002 4th quarter;70.5;70.5;68.1;-16.1;-16.1;-3.4;;;76.6;90.4;71.4;71.6;74.1;70.7
6323;3000a Manuf. of electrical equipment;2002;69.6;69.6;69.6;-16.4;-16.4;-16.4;;;74.3;86.8;69.6;70.2;80.1;66.5
6324;3000a Manuf. of electrical equipment;2003 January;67.7;66.6;69.2;-1.0;-1.1;2.1;;;62.0;70.6;58.8;79.2;81.7;78.3
6325;3000a Manuf. of electrical equipment;2003 February;70.1;70.2;69.7;1.5;1.7;0.8;;;61.7;73.2;57.3;63.2;73.6;59.3
6326;3000a Manuf. of electrical equipment;2003 March;77.9;79.4;70.8;2.8;3.3;1.5;;;69.4;82.6;64.4;86.6;77.9;89.8
6327;3000a Manuf. of electrical equipment;2003 1st quarter;71.9;72.0;69.9;1.2;1.4;2.6;;;64.4;75.5;60.2;76.3;77.7;75.8
6328;3000a Manuf. of electrical equipment;2003 April;72.7;71.8;70.5;4.4;2.8;-0.4;;;62.1;78.6;55.8;61.4;81.5;53.6
6329;3000a Manuf. of electrical equipment;2003 May;71.3;71.7;70.4;0.0;2.5;-0.1;;;60.4;75.6;54.6;60.7;75.2;55.1
6330;3000a Manuf. of electrical equipment;2003 June;68.6;69.3;70.5;-2.1;-2.6;0.1;;;68.2;81.3;63.2;66.1;85.8;58.6
6331;3000a Manuf. of electrical equipment;2003 2nd quarter;70.9;70.9;70.5;0.7;0.9;0.8;;;63.6;78.5;57.9;62.7;80.8;55.8
6332;3000a Manuf. of electrical equipment;2003 July;64.2;62.9;70.5;-1.1;-2.3;-0.1;;;64.2;76.4;59.5;65.4;86.0;57.5
6333;3000a Manuf. of electrical equipment;2003 August;60.3;61.7;70.0;-4.4;-2.4;-0.6;;;59.1;64.6;57.0;54.1;69.4;48.3
6334;3000a Manuf. of electrical equipment;2003 September;72.7;72.9;71.3;2.7;2.1;1.9;;;75.5;84.8;72.0;69.7;90.4;61.7
