ID;EmployedPersons;SectorBranches;Periods;AllGrowers_1;NormalGrowers_2;FastGrowers_3;BusinessesWithAStableTurnover_4;AllDecliners_5;NormalDecliners_6;FastDecliners_7
9078;Total 1 or more employed persons;494 Freight transport by road;2020 4th quarter;55.0;31.0;24.0;2.0;43.0;25.0;18.0
9079;Total 1 or more employed persons;494 Freight transport by road;2020;46.0;26.0;20.0;3.0;51.0;32.0;19.0
9080;Total 1 or more employed persons;494 Freight transport by road;2021 1st quarter;53.0;27.0;26.0;2.0;45.0;26.0;20.0
9081;Total 1 or more employed persons;494 Freight transport by road;2021 2nd quarter;70.0;28.0;42.0;2.0;28.0;16.0;12.0
9082;Total 1 or more employed persons;494 Freight transport by road;2021 3rd quarter;63.0;30.0;32.0;2.0;36.0;20.0;15.0
9083;Total 1 or more employed persons;494 Freight transport by road;2021 4th quarter;66.0;32.0;35.0;2.0;32.0;18.0;14.0
9084;Total 1 or more employed persons;494 Freight transport by road;2021;69.0;35.0;33.0;2.0;30.0;17.0;13.0
9085;Total 1 or more employed persons;494 Freight transport by road;2022 1st quarter;66.0;29.0;37.0;1.0;33.0;17.0;16.0
9086;Total 1 or more employed persons;494 Freight transport by road;2022 2nd quarter;67.0;31.0;36.0;2.0;31.0;16.0;15.0
9087;Total 1 or more employed persons;494 Freight transport by road;2022 3rd quarter;66.0;29.0;37.0;1.0;32.0;16.0;16.0
9088;Total 1 or more employed persons;494 Freight transport by road;2022 4th quarter;61.0;31.0;30.0;2.0;37.0;18.0;18.0
9089;Total 1 or more employed persons;494 Freight transport by road;2022;69.0;34.0;35.0;1.0;29.0;15.0;15.0
9090;Total 1 or more employed persons;494 Freight transport by road;2023 1st quarter;54.0;26.0;28.0;2.0;44.0;24.0;20.0
9091;Total 1 or more employed persons;494 Freight transport by road;2023 2nd quarter;45.0;21.0;24.0;2.0;53.0;30.0;23.0
9092;Total 1 or more employed persons;494 Freight transport by road;2023 3rd quarter;45.0;21.0;24.0;2.0;54.0;30.0;24.0
9093;Total 1 or more employed persons;494 Freight transport by road;2023 4th quarter;45.0;22.0;24.0;2.0;53.0;30.0;23.0
9094;Total 1 or more employed persons;494 Freight transport by road;2023;48.0;23.0;25.0;2.0;50.0;29.0;21.0
9095;Total 1 or more employed persons;494 Freight transport by road;2024 1st quarter;48.0;24.0;24.0;7.0;45.0;28.0;18.0
9096;Total 1 or more employed persons;494 Freight transport by road;2024 2nd quarter;60.0;32.0;29.0;2.0;38.0;20.0;18.0
9097;Total 1 or more employed persons;494 Freight transport by road;2024 3rd quarter;59.0;30.0;29.0;2.0;40.0;20.0;19.0
9098;Total 1 or more employed persons;494 Freight transport by road;2024 4th quarter;58.0;30.0;27.0;2.0;41.0;21.0;19.0
9099;Total 1 or more employed persons;494 Freight transport by road;2024;;;;;;;
9100;Total 1 or more employed persons;4941 Freight road transport, no removals;2012 1st quarter;48.0;27.0;21.0;2.0;50.0;27.0;22.0
9101;Total 1 or more employed persons;4941 Freight road transport, no removals;2012 2nd quarter;45.0;26.0;19.0;3.0;52.0;32.0;20.0
9102;Total 1 or more employed persons;4941 Freight road transport, no removals;2012 3rd quarter;49.0;26.0;23.0;2.0;48.0;29.0;20.0
9103;Total 1 or more employed persons;4941 Freight road transport, no removals;2012 4th quarter;40.0;22.0;17.0;2.0;58.0;33.0;25.0
9104;Total 1 or more employed persons;4941 Freight road transport, no removals;2012;43.0;29.0;13.0;3.0;54.0;37.0;18.0
9105;Total 1 or more employed persons;4941 Freight road transport, no removals;2013 1st quarter;44.0;24.0;20.0;3.0;53.0;31.0;23.0
9106;Total 1 or more employed persons;4941 Freight road transport, no removals;2013 2nd quarter;47.0;27.0;20.0;3.0;51.0;31.0;20.0
9107;Total 1 or more employed persons;4941 Freight road transport, no removals;2013 3rd quarter;46.0;26.0;20.0;2.0;52.0;30.0;22.0
9108;Total 1 or more employed persons;4941 Freight road transport, no removals;2013 4th quarter;54.0;29.0;25.0;2.0;43.0;26.0;17.0
9109;Total 1 or more employed persons;4941 Freight road transport, no removals;2013;46.0;30.0;16.0;3.0;51.0;34.0;16.0
9110;Total 1 or more employed persons;4941 Freight road transport, no removals;2014 1st quarter;57.0;30.0;27.0;2.0;41.0;24.0;17.0
9111;Total 1 or more employed persons;4941 Freight road transport, no removals;2014 2nd quarter;52.0;30.0;23.0;3.0;45.0;28.0;17.0
9112;Total 1 or more employed persons;4941 Freight road transport, no removals;2014 3rd quarter;53.0;29.0;24.0;2.0;44.0;27.0;18.0
9113;Total 1 or more employed persons;4941 Freight road transport, no removals;2014 4th quarter;51.0;30.0;22.0;3.0;46.0;27.0;18.0
9114;Total 1 or more employed persons;4941 Freight road transport, no removals;2014;54.0;36.0;19.0;3.0;43.0;28.0;14.0
9115;Total 1 or more employed persons;4941 Freight road transport, no removals;2015 1st quarter;50.0;27.0;23.0;3.0;47.0;29.0;18.0
9116;Total 1 or more employed persons;4941 Freight road transport, no removals;2015 2nd quarter;49.0;27.0;22.0;3.0;48.0;31.0;17.0
9117;Total 1 or more employed persons;4941 Freight road transport, no removals;2015 3rd quarter;48.0;26.0;22.0;3.0;49.0;31.0;19.0
9118;Total 1 or more employed persons;4941 Freight road transport, no removals;2015 4th quarter;54.0;30.0;23.0;3.0;44.0;27.0;17.0
9119;Total 1 or more employed persons;4941 Freight road transport, no removals;2015;51.0;32.0;19.0;3.0;46.0;32.0;14.0
9120;Total 1 or more employed persons;4941 Freight road transport, no removals;2016 1st quarter;51.0;29.0;23.0;2.0;46.0;28.0;18.0
9121;Total 1 or more employed persons;4941 Freight road transport, no removals;2016 2nd quarter;54.0;31.0;24.0;3.0;43.0;27.0;16.0
9122;Total 1 or more employed persons;4941 Freight road transport, no removals;2016 3rd quarter;53.0;29.0;24.0;2.0;45.0;27.0;18.0
9123;Total 1 or more employed persons;4941 Freight road transport, no removals;2016 4th quarter;55.0;31.0;24.0;2.0;42.0;26.0;17.0
9124;Total 1 or more employed persons;4941 Freight road transport, no removals;2016;53.0;34.0;20.0;3.0;43.0;30.0;14.0
9125;Total 1 or more employed persons;4941 Freight road transport, no removals;2017 1st quarter;59.0;32.0;27.0;2.0;39.0;23.0;16.0
9126;Total 1 or more employed persons;4941 Freight road transport, no removals;2017 2nd quarter;57.0;33.0;24.0;3.0;40.0;26.0;14.0
9127;Total 1 or more employed persons;4941 Freight road transport, no removals;2017 3rd quarter;58.0;31.0;26.0;2.0;40.0;25.0;15.0
9128;Total 1 or more employed persons;4941 Freight road transport, no removals;2017 4th quarter;56.0;31.0;25.0;3.0;41.0;26.0;15.0
9129;Total 1 or more employed persons;4941 Freight road transport, no removals;2017;60.0;39.0;22.0;3.0;37.0;25.0;12.0
9130;Total 1 or more employed persons;4941 Freight road transport, no removals;2018 1st quarter;60.0;31.0;29.0;2.0;37.0;23.0;15.0
9131;Total 1 or more employed persons;4941 Freight road transport, no removals;2018 2nd quarter;60.0;34.0;27.0;2.0;37.0;23.0;15.0
9132;Total 1 or more employed persons;4941 Freight road transport, no removals;2018 3rd quarter;59.0;32.0;26.0;2.0;39.0;24.0;15.0
9133;Total 1 or more employed persons;4941 Freight road transport, no removals;2018 4th quarter;58.0;32.0;26.0;2.0;40.0;24.0;16.0
9134;Total 1 or more employed persons;4941 Freight road transport, no removals;2018;62.0;40.0;22.0;3.0;35.0;23.0;12.0
9135;Total 1 or more employed persons;4941 Freight road transport, no removals;2019 1st quarter;56.0;31.0;25.0;2.0;42.0;25.0;17.0
9136;Total 1 or more employed persons;4941 Freight road transport, no removals;2019 2nd quarter;53.0;30.0;23.0;2.0;44.0;28.0;17.0
9137;Total 1 or more employed persons;4941 Freight road transport, no removals;2019 3rd quarter;52.0;29.0;23.0;2.0;46.0;27.0;19.0
9138;Total 1 or more employed persons;4941 Freight road transport, no removals;2019 4th quarter;48.0;27.0;21.0;2.0;50.0;30.0;20.0
9139;Total 1 or more employed persons;4941 Freight road transport, no removals;2019;53.0;32.0;21.0;3.0;44.0;30.0;15.0
9140;Total 1 or more employed persons;4941 Freight road transport, no removals;2020 1st quarter;52.0;29.0;23.0;2.0;46.0;27.0;19.0
9141;Total 1 or more employed persons;4941 Freight road transport, no removals;2020 2nd quarter;36.0;19.0;17.0;2.0;62.0;32.0;30.0
9142;Total 1 or more employed persons;4941 Freight road transport, no removals;2020 3rd quarter;46.0;25.0;21.0;2.0;52.0;31.0;21.0
9143;Total 1 or more employed persons;4941 Freight road transport, no removals;2020 4th quarter;55.0;31.0;23.0;2.0;43.0;25.0;18.0
9144;Total 1 or more employed persons;4941 Freight road transport, no removals;2020;46.0;26.0;20.0;3.0;51.0;33.0;19.0
9145;Total 1 or more employed persons;4941 Freight road transport, no removals;2021 1st quarter;52.0;27.0;25.0;2.0;46.0;26.0;19.0
9146;Total 1 or more employed persons;4941 Freight road transport, no removals;2021 2nd quarter;70.0;28.0;42.0;2.0;28.0;16.0;12.0
9147;Total 1 or more employed persons;4941 Freight road transport, no removals;2021 3rd quarter;62.0;31.0;31.0;2.0;36.0;20.0;15.0
9148;Total 1 or more employed persons;4941 Freight road transport, no removals;2021 4th quarter;66.0;32.0;35.0;2.0;32.0;18.0;14.0
9149;Total 1 or more employed persons;4941 Freight road transport, no removals;2021;68.0;36.0;33.0;2.0;30.0;17.0;12.0
9150;Total 1 or more employed persons;4941 Freight road transport, no removals;2022 1st quarter;66.0;30.0;36.0;1.0;32.0;17.0;16.0
9151;Total 1 or more employed persons;4941 Freight road transport, no removals;2022 2nd quarter;67.0;31.0;36.0;1.0;31.0;16.0;15.0
9152;Total 1 or more employed persons;4941 Freight road transport, no removals;2022 3rd quarter;67.0;29.0;37.0;1.0;32.0;16.0;16.0
9153;Total 1 or more employed persons;4941 Freight road transport, no removals;2022 4th quarter;61.0;31.0;30.0;2.0;37.0;19.0;18.0
9154;Total 1 or more employed persons;4941 Freight road transport, no removals;2022;69.0;35.0;35.0;1.0;29.0;14.0;15.0
9155;Total 1 or more employed persons;4941 Freight road transport, no removals;2023 1st quarter;54.0;26.0;28.0;2.0;44.0;24.0;20.0
9156;Total 1 or more employed persons;4941 Freight road transport, no removals;2023 2nd quarter;44.0;21.0;23.0;2.0;54.0;31.0;23.0
9157;Total 1 or more employed persons;4941 Freight road transport, no removals;2023 3rd quarter;44.0;21.0;23.0;2.0;54.0;30.0;24.0
9158;Total 1 or more employed persons;4941 Freight road transport, no removals;2023 4th quarter;45.0;21.0;24.0;2.0;53.0;30.0;23.0
9159;Total 1 or more employed persons;4941 Freight road transport, no removals;2023;48.0;23.0;25.0;2.0;50.0;29.0;21.0
9160;Total 1 or more employed persons;4941 Freight road transport, no removals;2024 1st quarter;47.0;24.0;24.0;7.0;46.0;28.0;17.0
9161;Total 1 or more employed persons;4941 Freight road transport, no removals;2024 2nd quarter;60.0;32.0;28.0;2.0;38.0;20.0;18.0
9162;Total 1 or more employed persons;4941 Freight road transport, no removals;2024 3rd quarter;59.0;30.0;29.0;2.0;40.0;20.0;19.0
9163;Total 1 or more employed persons;4941 Freight road transport, no removals;2024 4th quarter;57.0;30.0;27.0;2.0;41.0;22.0;19.0
9164;Total 1 or more employed persons;4941 Freight road transport, no removals;2024;;;;;;;
9165;Total 1 or more employed persons;4942 Removal services;2012 1st quarter;54.0;25.0;28.0;1.0;45.0;27.0;18.0
9166;Total 1 or more employed persons;4942 Removal services;2012 2nd quarter;48.0;23.0;25.0;3.0;48.0;26.0;22.0
9167;Total 1 or more employed persons;4942 Removal services;2012 3rd quarter;47.0;23.0;24.0;1.0;52.0;25.0;27.0
9168;Total 1 or more employed persons;4942 Removal services;2012 4th quarter;36.0;18.0;19.0;2.0;61.0;30.0;32.0
9169;Total 1 or more employed persons;4942 Removal services;2012;43.0;22.0;21.0;4.0;53.0;33.0;20.0
9170;Total 1 or more employed persons;4942 Removal services;2013 1st quarter;41.0;19.0;22.0;2.0;57.0;26.0;31.0
9171;Total 1 or more employed persons;4942 Removal services;2013 2nd quarter;38.0;16.0;23.0;1.0;61.0;30.0;31.0
9172;Total 1 or more employed persons;4942 Removal services;2013 3rd quarter;46.0;19.0;27.0;1.0;53.0;28.0;25.0
9173;Total 1 or more employed persons;4942 Removal services;2013 4th quarter;56.0;23.0;33.0;3.0;42.0;20.0;22.0
9174;Total 1 or more employed persons;4942 Removal services;2013;45.0;24.0;22.0;2.0;53.0;31.0;22.0
9175;Total 1 or more employed persons;4942 Removal services;2014 1st quarter;58.0;24.0;33.0;1.0;41.0;22.0;19.0
9176;Total 1 or more employed persons;4942 Removal services;2014 2nd quarter;59.0;22.0;36.0;1.0;41.0;20.0;20.0
9177;Total 1 or more employed persons;4942 Removal services;2014 3rd quarter;61.0;28.0;33.0;1.0;38.0;19.0;19.0
9178;Total 1 or more employed persons;4942 Removal services;2014 4th quarter;56.0;24.0;32.0;3.0;40.0;23.0;18.0
9179;Total 1 or more employed persons;4942 Removal services;2014;63.0;37.0;27.0;2.0;35.0;20.0;15.0
9180;Total 1 or more employed persons;4942 Removal services;2015 1st quarter;56.0;27.0;30.0;2.0;42.0;20.0;21.0
9181;Total 1 or more employed persons;4942 Removal services;2015 2nd quarter;56.0;25.0;31.0;2.0;42.0;23.0;19.0
9182;Total 1 or more employed persons;4942 Removal services;2015 3rd quarter;57.0;27.0;30.0;1.0;42.0;21.0;21.0
9183;Total 1 or more employed persons;4942 Removal services;2015 4th quarter;63.0;30.0;33.0;2.0;36.0;17.0;19.0
9184;Total 1 or more employed persons;4942 Removal services;2015;62.0;31.0;31.0;2.0;36.0;25.0;11.0
9185;Total 1 or more employed persons;4942 Removal services;2016 1st quarter;58.0;30.0;29.0;2.0;40.0;23.0;17.0
9186;Total 1 or more employed persons;4942 Removal services;2016 2nd quarter;64.0;29.0;35.0;3.0;34.0;16.0;17.0
9187;Total 1 or more employed persons;4942 Removal services;2016 3rd quarter;65.0;26.0;39.0;2.0;32.0;20.0;13.0
9188;Total 1 or more employed persons;4942 Removal services;2016 4th quarter;59.0;28.0;32.0;2.0;39.0;21.0;17.0
9189;Total 1 or more employed persons;4942 Removal services;2016;63.0;37.0;27.0;2.0;35.0;22.0;13.0
9190;Total 1 or more employed persons;4942 Removal services;2017 1st quarter;59.0;25.0;35.0;2.0;39.0;21.0;18.0
9191;Total 1 or more employed persons;4942 Removal services;2017 2nd quarter;52.0;20.0;32.0;3.0;45.0;26.0;19.0
9192;Total 1 or more employed persons;4942 Removal services;2017 3rd quarter;54.0;21.0;34.0;3.0;42.0;21.0;21.0
9193;Total 1 or more employed persons;4942 Removal services;2017 4th quarter;52.0;20.0;32.0;3.0;46.0;22.0;24.0
9194;Total 1 or more employed persons;4942 Removal services;2017;60.0;27.0;34.0;3.0;37.0;24.0;12.0
9195;Total 1 or more employed persons;4942 Removal services;2018 1st quarter;59.0;25.0;33.0;3.0;39.0;19.0;19.0
9196;Total 1 or more employed persons;4942 Removal services;2018 2nd quarter;60.0;28.0;32.0;3.0;37.0;19.0;18.0
9197;Total 1 or more employed persons;4942 Removal services;2018 3rd quarter;53.0;24.0;29.0;2.0;45.0;26.0;19.0
9198;Total 1 or more employed persons;4942 Removal services;2018 4th quarter;56.0;21.0;35.0;2.0;42.0;21.0;22.0
9199;Total 1 or more employed persons;4942 Removal services;2018;57.0;30.0;27.0;4.0;39.0;23.0;16.0
9200;Total 1 or more employed persons;4942 Removal services;2019 1st quarter;57.0;23.0;34.0;2.0;41.0;21.0;19.0
9201;Total 1 or more employed persons;4942 Removal services;2019 2nd quarter;51.0;22.0;29.0;2.0;48.0;26.0;22.0
9202;Total 1 or more employed persons;4942 Removal services;2019 3rd quarter;53.0;23.0;30.0;3.0;43.0;23.0;20.0
9203;Total 1 or more employed persons;4942 Removal services;2019 4th quarter;53.0;23.0;30.0;2.0;45.0;26.0;18.0
9204;Total 1 or more employed persons;4942 Removal services;2019;53.0;28.0;25.0;3.0;44.0;27.0;17.0
9205;Total 1 or more employed persons;4942 Removal services;2020 1st quarter;55.0;22.0;32.0;2.0;43.0;27.0;16.0
9206;Total 1 or more employed persons;4942 Removal services;2020 2nd quarter;38.0;13.0;25.0;1.0;61.0;26.0;36.0
9207;Total 1 or more employed persons;4942 Removal services;2020 3rd quarter;53.0;24.0;29.0;2.0;45.0;23.0;22.0
9208;Total 1 or more employed persons;4942 Removal services;2020 4th quarter;56.0;28.0;28.0;1.0;43.0;22.0;22.0
9209;Total 1 or more employed persons;4942 Removal services;2020;51.0;23.0;28.0;2.0;47.0;26.0;22.0
9210;Total 1 or more employed persons;4942 Removal services;2021 1st quarter;58.0;26.0;32.0;2.0;41.0;17.0;24.0
9211;Total 1 or more employed persons;4942 Removal services;2021 2nd quarter;74.0;26.0;47.0;1.0;26.0;14.0;11.0
9212;Total 1 or more employed persons;4942 Removal services;2021 3rd quarter;64.0;21.0;42.0;2.0;35.0;18.0;17.0
9213;Total 1 or more employed persons;4942 Removal services;2021 4th quarter;64.0;27.0;37.0;1.0;35.0;17.0;18.0
9214;Total 1 or more employed persons;4942 Removal services;2021;70.0;32.0;38.0;1.0;29.0;15.0;14.0
9215;Total 1 or more employed persons;4942 Removal services;2022 1st quarter;61.0;22.0;39.0;1.0;38.0;20.0;18.0
9216;Total 1 or more employed persons;4942 Removal services;2022 2nd quarter;65.0;20.0;45.0;2.0;33.0;15.0;17.0
9217;Total 1 or more employed persons;4942 Removal services;2022 3rd quarter;62.0;24.0;38.0;2.0;36.0;19.0;17.0
9218;Total 1 or more employed persons;4942 Removal services;2022 4th quarter;61.0;22.0;39.0;2.0;38.0;18.0;20.0
9219;Total 1 or more employed persons;4942 Removal services;2022;65.0;25.0;40.0;2.0;33.0;17.0;16.0
9220;Total 1 or more employed persons;4942 Removal services;2023 1st quarter;63.0;27.0;35.0;1.0;36.0;18.0;18.0
9221;Total 1 or more employed persons;4942 Removal services;2023 2nd quarter;56.0;22.0;34.0;1.0;43.0;24.0;20.0
9222;Total 1 or more employed persons;4942 Removal services;2023 3rd quarter;53.0;19.0;34.0;2.0;45.0;23.0;22.0
9223;Total 1 or more employed persons;4942 Removal services;2023 4th quarter;55.0;26.0;29.0;2.0;43.0;19.0;24.0
9224;Total 1 or more employed persons;4942 Removal services;2023;57.0;23.0;34.0;1.0;42.0;22.0;20.0
9225;Total 1 or more employed persons;4942 Removal services;2024 1st quarter;58.0;34.0;24.0;1.0;41.0;22.0;19.0
9226;Total 1 or more employed persons;4942 Removal services;2024 2nd quarter;59.0;26.0;32.0;1.0;40.0;20.0;21.0
9227;Total 1 or more employed persons;4942 Removal services;2024 3rd quarter;60.0;29.0;31.0;1.0;39.0;20.0;19.0
9228;Total 1 or more employed persons;4942 Removal services;2024 4th quarter;61.0;29.0;32.0;2.0;37.0;17.0;20.0
9229;Total 1 or more employed persons;4942 Removal services;2024;;;;;;;
9230;Total 1 or more employed persons;50 Water transport ;2012 1st quarter;49.0;20.0;29.0;2.0;49.0;21.0;27.0
9231;Total 1 or more employed persons;50 Water transport ;2012 2nd quarter;38.0;17.0;21.0;2.0;60.0;27.0;33.0
9232;Total 1 or more employed persons;50 Water transport ;2012 3rd quarter;48.0;22.0;26.0;2.0;50.0;24.0;26.0
9233;Total 1 or more employed persons;50 Water transport ;2012 4th quarter;36.0;16.0;20.0;2.0;62.0;27.0;35.0
9234;Total 1 or more employed persons;50 Water transport ;2012;38.0;21.0;16.0;2.0;60.0;36.0;24.0
9235;Total 1 or more employed persons;50 Water transport ;2013 1st quarter;46.0;18.0;28.0;2.0;52.0;24.0;28.0
9236;Total 1 or more employed persons;50 Water transport ;2013 2nd quarter;46.0;19.0;26.0;2.0;52.0;26.0;25.0
9237;Total 1 or more employed persons;50 Water transport ;2013 3rd quarter;47.0;20.0;27.0;3.0;50.0;25.0;25.0
9238;Total 1 or more employed persons;50 Water transport ;2013 4th quarter;55.0;24.0;31.0;2.0;43.0;21.0;21.0
9239;Total 1 or more employed persons;50 Water transport ;2013;49.0;29.0;19.0;2.0;49.0;30.0;19.0
9240;Total 1 or more employed persons;50 Water transport ;2014 1st quarter;59.0;22.0;38.0;3.0;38.0;20.0;18.0
9241;Total 1 or more employed persons;50 Water transport ;2014 2nd quarter;53.0;24.0;29.0;3.0;44.0;23.0;21.0
9242;Total 1 or more employed persons;50 Water transport ;2014 3rd quarter;52.0;22.0;30.0;2.0;46.0;23.0;23.0
9243;Total 1 or more employed persons;50 Water transport ;2014 4th quarter;47.0;22.0;25.0;3.0;50.0;26.0;24.0
9244;Total 1 or more employed persons;50 Water transport ;2014;54.0;32.0;22.0;3.0;43.0;26.0;17.0
9245;Total 1 or more employed persons;50 Water transport ;2015 1st quarter;50.0;22.0;28.0;3.0;47.0;25.0;22.0
9246;Total 1 or more employed persons;50 Water transport ;2015 2nd quarter;49.0;23.0;25.0;3.0;49.0;25.0;23.0
9247;Total 1 or more employed persons;50 Water transport ;2015 3rd quarter;57.0;25.0;32.0;2.0;40.0;21.0;19.0
9248;Total 1 or more employed persons;50 Water transport ;2015 4th quarter;58.0;24.0;34.0;2.0;40.0;20.0;21.0
9249;Total 1 or more employed persons;50 Water transport ;2015;57.0;34.0;23.0;3.0;40.0;26.0;15.0
9250;Total 1 or more employed persons;50 Water transport ;2016 1st quarter;48.0;23.0;25.0;2.0;49.0;23.0;26.0
9251;Total 1 or more employed persons;50 Water transport ;2016 2nd quarter;44.0;21.0;22.0;3.0;53.0;26.0;27.0
9252;Total 1 or more employed persons;50 Water transport ;2016 3rd quarter;36.0;18.0;18.0;2.0;62.0;28.0;33.0
9253;Total 1 or more employed persons;50 Water transport ;2016 4th quarter;43.0;20.0;23.0;3.0;55.0;29.0;26.0
9254;Total 1 or more employed persons;50 Water transport ;2016;38.0;23.0;14.0;2.0;60.0;37.0;23.0
9255;Total 1 or more employed persons;50 Water transport ;2017 1st quarter;59.0;23.0;36.0;2.0;39.0;20.0;19.0
9256;Total 1 or more employed persons;50 Water transport ;2017 2nd quarter;58.0;25.0;33.0;4.0;38.0;20.0;18.0
9257;Total 1 or more employed persons;50 Water transport ;2017 3rd quarter;59.0;26.0;33.0;3.0;38.0;21.0;18.0
9258;Total 1 or more employed persons;50 Water transport ;2017 4th quarter;49.0;24.0;25.0;3.0;49.0;24.0;24.0
9259;Total 1 or more employed persons;50 Water transport ;2017;60.0;35.0;25.0;3.0;37.0;23.0;14.0
9260;Total 1 or more employed persons;50 Water transport ;2018 1st quarter;46.0;22.0;23.0;3.0;51.0;25.0;27.0
9261;Total 1 or more employed persons;50 Water transport ;2018 2nd quarter;52.0;24.0;27.0;3.0;45.0;24.0;22.0
9262;Total 1 or more employed persons;50 Water transport ;2018 3rd quarter;62.0;24.0;37.0;2.0;36.0;18.0;18.0
9263;Total 1 or more employed persons;50 Water transport ;2018 4th quarter;65.0;21.0;45.0;2.0;32.0;15.0;17.0
9264;Total 1 or more employed persons;50 Water transport ;2018;63.0;37.0;27.0;3.0;34.0;19.0;15.0
9265;Total 1 or more employed persons;50 Water transport ;2019 1st quarter;60.0;26.0;34.0;3.0;37.0;17.0;20.0
9266;Total 1 or more employed persons;50 Water transport ;2019 2nd quarter;54.0;24.0;30.0;3.0;43.0;22.0;21.0
9267;Total 1 or more employed persons;50 Water transport ;2019 3rd quarter;42.0;19.0;23.0;2.0;56.0;23.0;33.0
9268;Total 1 or more employed persons;50 Water transport ;2019 4th quarter;36.0;16.0;20.0;2.0;62.0;21.0;41.0
9269;Total 1 or more employed persons;50 Water transport ;2019;43.0;24.0;19.0;2.0;55.0;30.0;25.0
9270;Total 1 or more employed persons;50 Water transport ;2020 1st quarter;40.0;19.0;21.0;2.0;58.0;26.0;32.0
9271;Total 1 or more employed persons;50 Water transport ;2020 2nd quarter;33.0;15.0;18.0;3.0;64.0;24.0;41.0
9272;Total 1 or more employed persons;50 Water transport ;2020 3rd quarter;38.0;17.0;20.0;2.0;60.0;24.0;36.0
9273;Total 1 or more employed persons;50 Water transport ;2020 4th quarter;43.0;20.0;23.0;3.0;54.0;24.0;30.0
9274;Total 1 or more employed persons;50 Water transport ;2020;33.0;20.0;13.0;2.0;64.0;31.0;33.0
9275;Total 1 or more employed persons;50 Water transport ;2021 1st quarter;44.0;19.0;25.0;3.0;53.0;26.0;27.0
9276;Total 1 or more employed persons;50 Water transport ;2021 2nd quarter;62.0;23.0;38.0;3.0;36.0;18.0;18.0
9277;Total 1 or more employed persons;50 Water transport ;2021 3rd quarter;60.0;22.0;38.0;2.0;37.0;20.0;18.0
9278;Total 1 or more employed persons;50 Water transport ;2021 4th quarter;72.0;18.0;54.0;2.0;27.0;12.0;15.0
9279;Total 1 or more employed persons;50 Water transport ;2021;66.0;27.0;40.0;3.0;31.0;17.0;14.0
9280;Total 1 or more employed persons;50 Water transport ;2022 1st quarter;73.0;18.0;55.0;2.0;24.0;11.0;14.0
9281;Total 1 or more employed persons;50 Water transport ;2022 2nd quarter;75.0;16.0;58.0;3.0;23.0;11.0;12.0
9282;Total 1 or more employed persons;50 Water transport ;2022 3rd quarter;77.0;14.0;63.0;2.0;22.0;9.0;12.0
9283;Total 1 or more employed persons;50 Water transport ;2022 4th quarter;63.0;20.0;43.0;2.0;35.0;15.0;20.0
9284;Total 1 or more employed persons;50 Water transport ;2022;78.0;18.0;59.0;1.0;21.0;9.0;12.0
9285;Total 1 or more employed persons;50 Water transport ;2023 1st quarter;57.0;21.0;36.0;2.0;41.0;18.0;23.0
9286;Total 1 or more employed persons;50 Water transport ;2023 2nd quarter;43.0;18.0;25.0;3.0;54.0;18.0;36.0
9287;Total 1 or more employed persons;50 Water transport ;2023 3rd quarter;32.0;14.0;17.0;2.0;66.0;19.0;47.0
9288;Total 1 or more employed persons;50 Water transport ;2023 4th quarter;37.0;15.0;22.0;3.0;60.0;21.0;40.0
9289;Total 1 or more employed persons;50 Water transport ;2023;38.0;19.0;19.0;2.0;60.0;25.0;34.0
9290;Total 1 or more employed persons;50 Water transport ;2024 1st quarter;43.0;19.0;24.0;3.0;55.0;27.0;28.0
9291;Total 1 or more employed persons;50 Water transport ;2024 2nd quarter;47.0;22.0;25.0;3.0;50.0;25.0;25.0
9292;Total 1 or more employed persons;50 Water transport ;2024 3rd quarter;56.0;24.0;32.0;3.0;41.0;20.0;21.0
9293;Total 1 or more employed persons;50 Water transport ;2024 4th quarter;50.0;22.0;28.0;3.0;47.0;23.0;24.0
9294;Total 1 or more employed persons;50 Water transport ;2024;;;;;;;
9295;Total 1 or more employed persons;501-502 Sea water transport;2012 1st quarter;50.0;22.0;28.0;6.0;45.0;18.0;27.0
9296;Total 1 or more employed persons;501-502 Sea water transport;2012 2nd quarter;48.0;23.0;25.0;3.0;49.0;20.0;29.0
9297;Total 1 or more employed persons;501-502 Sea water transport;2012 3rd quarter;53.0;24.0;30.0;2.0;45.0;23.0;23.0
9298;Total 1 or more employed persons;501-502 Sea water transport;2012 4th quarter;47.0;14.0;33.0;2.0;51.0;17.0;33.0
9299;Total 1 or more employed persons;501-502 Sea water transport;2012;50.0;22.0;28.0;2.0;48.0;22.0;26.0
9300;Total 1 or more employed persons;501-502 Sea water transport;2013 1st quarter;45.0;17.0;28.0;2.0;53.0;27.0;26.0
9301;Total 1 or more employed persons;501-502 Sea water transport;2013 2nd quarter;54.0;17.0;37.0;3.0;43.0;21.0;22.0
9302;Total 1 or more employed persons;501-502 Sea water transport;2013 3rd quarter;51.0;21.0;29.0;2.0;47.0;17.0;30.0
9303;Total 1 or more employed persons;501-502 Sea water transport;2013 4th quarter;48.0;21.0;27.0;2.0;49.0;16.0;34.0
9304;Total 1 or more employed persons;501-502 Sea water transport;2013;47.0;23.0;24.0;2.0;51.0;25.0;26.0
9305;Total 1 or more employed persons;501-502 Sea water transport;2014 1st quarter;57.0;21.0;36.0;2.0;42.0;19.0;22.0
