ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged1564_1;LabourForce_2;EmployedLabourForce_3;ProfessionalPrestige_4;SocioEconomicStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;UnemployedLabourForce_13;PeopleNotIncludedInTheLabourForce_14;GrossLabourParticipation_15;NetLabourParticipation_16;RegisteredUnemployed_17;EmploymentRate_18
286;Total sex;53050;1871;;;;;;;;;;;;;;;;;;
287;Total sex;53050;1872;;;;;;;;;;;;;;;;;;
288;Total sex;53050;1873;;;;;;;;;;;;;;;;;;
289;Total sex;53050;1874;;;;;;;;;;;;;;;;;;
290;Total sex;53050;1875;;;;;;;;;;;;;;;;;;
291;Total sex;53050;1876;;;;;;;;;;;;;;;;;;
292;Total sex;53050;1877;;;;;;;;;;;;;;;;;;
293;Total sex;53050;1878;;;;;;;;;;;;;;;;;;
294;Total sex;53050;1879;;;;;;;;;;;;;;;;;;
295;Total sex;53050;1880;;;;;;;;;;;;;;;;;;
296;Total sex;53050;1881;;;;;;;;;;;;;;;;;;
297;Total sex;53050;1882;;;;;;;;;;;;;;;;;;
298;Total sex;53050;1883;;;;;;;;;;;;;;;;;;
299;Total sex;53050;1884;;;;;;;;;;;;;;;;;;
300;Total sex;53050;1885;;;;;;;;;;;;;;;;;;
301;Total sex;53050;1886;;;;;;;;;;;;;;;;;;
302;Total sex;53050;1887;;;;;;;;;;;;;;;;;;
303;Total sex;53050;1888;;;;;;;;;;;;;;;;;;
304;Total sex;53050;1889;;;;;;;;;;;;;;;;;;
305;Total sex;53050;1890;;;;;;;;;;;;;;;;;;
306;Total sex;53050;1891;;;;;;;;;;;;;;;;;;
307;Total sex;53050;1892;;;;;;;;;;;;;;;;;;
308;Total sex;53050;1893;;;;;;;;;;;;;;;;;;
309;Total sex;53050;1894;;;;;;;;;;;;;;;;;;
310;Total sex;53050;1895;;;;;;;;;;;;;;;;;;
311;Total sex;53050;1896;;;;;;;;;;;;;;;;;;
312;Total sex;53050;1897;;;;;;;;;;;;;;;;;;
313;Total sex;53050;1898;;;;;;;;;;;;;;;;;;
314;Total sex;53050;1899;;;;;;;;;;;;;;;;;;
315;Total sex;53050;1900;;;;;;;;;;;;;;;;;;
316;Total sex;53050;1901;;;;;;;;;;;;;;;;;;
317;Total sex;53050;1902;;;;;;;;;;;;;;;;;;
318;Total sex;53050;1903;;;;;;;;;;;;;;;;;;
319;Total sex;53050;1904;;;;;;;;;;;;;;;;;;
320;Total sex;53050;1905;;;;;;;;;;;;;;;;;;
321;Total sex;53050;1906;;;;;;;;;;;;;;;;;;
322;Total sex;53050;1907;;;;;;;;;;;;;;;;;;
323;Total sex;53050;1908;;;;;;;;;;;;;;;;;;
324;Total sex;53050;1909;;;;;;;;;;;;;;;;;;
325;Total sex;53050;1910;;;;;;;;;;;;;;;;;;
326;Total sex;53050;1911;;;;;;;;;;;;;;;;;;
327;Total sex;53050;1912;;;;;;;;;;;;;;;;;;
328;Total sex;53050;1913;;;;;;;;;;;;;;;;;;
329;Total sex;53050;1914;;;;;;;;;;;;;;;;;;
330;Total sex;53050;1915;;;;;;;;;;;;;;;;;;
331;Total sex;53050;1916;;;;;;;;;;;;;;;;;;
332;Total sex;53050;1917;;;;;;;;;;;;;;;;;;
333;Total sex;53050;1918;;;;;;;;;;;;;;;;;;
334;Total sex;53050;1919;;;;;;;;;;;;;;;;;;
335;Total sex;53050;1920;;;;;;;;;;;;;;;;;;
336;Total sex;53050;1921;;;;;;;;;;;;;;;;;;
337;Total sex;53050;1922;;;;;;;;;;;;;;;;;;
338;Total sex;53050;1923;;;;;;;;;;;;;;;;;;
339;Total sex;53050;1924;;;;;;;;;;;;;;;;;;
340;Total sex;53050;1925;;;;;;;;;;;;;;;;;;
341;Total sex;53050;1926;;;;;;;;;;;;;;;;;;
342;Total sex;53050;1927;;;;;;;;;;;;;;;;;;
343;Total sex;53050;1928;;;;;;;;;;;;;;;;;;
344;Total sex;53050;1929;;;;;;;;;;;;;;;;;;
345;Total sex;53050;1930;;;;;;;;;;;;;;;;;;
346;Total sex;53050;1931;;;;;;;;;;;;;;;;;;
347;Total sex;53050;1932;;;;;;;;;;;;;;;;;;
348;Total sex;53050;1933;;;;;;;;;;;;;;;;;;
349;Total sex;53050;1934;;;;;;;;;;;;;;;;;;
350;Total sex;53050;1935;;;;;;;;;;;;;;;;;;
351;Total sex;53050;1936;;;;;;;;;;;;;;;;;;
352;Total sex;53050;1937;;;;;;;;;;;;;;;;;;
353;Total sex;53050;1938;;;;;;;;;;;;;;;;;;
354;Total sex;53050;1939;;;;;;;;;;;;;;;;;;
355;Total sex;53050;1940;;;;;;;;;;;;;;;;;;
356;Total sex;53050;1941;;;;;;;;;;;;;;;;;;
357;Total sex;53050;1942;;;;;;;;;;;;;;;;;;
358;Total sex;53050;1943;;;;;;;;;;;;;;;;;;
359;Total sex;53050;1944;;;;;;;;;;;;;;;;;;
360;Total sex;53050;1945;;;;;;;;;;;;;;;;;;
361;Total sex;53050;1946;;;;;;;;;;;;;;;;;;
362;Total sex;53050;1947;;;;;;;;;;;;;;;;;;
363;Total sex;53050;1948;;;;;;;;;;;;;;;;;;
364;Total sex;53050;1949;;;;;;;;;;;;;;;;;;
365;Total sex;53050;1950;;;;;;;;;;;;;;;;;;
366;Total sex;53050;1951;;;;;;;;;;;;;;;;;;
367;Total sex;53050;1952;;;;;;;;;;;;;;;;;;
368;Total sex;53050;1953;;;;;;;;;;;;;;;;;;
369;Total sex;53050;1954;;;;;;;;;;;;;;;;;;
370;Total sex;53050;1955;;;;;;;;;;;;;;;;;;
371;Total sex;53050;1956;;;;;;;;;;;;;;;;;;
372;Total sex;53050;1957;;;;;;;;;;;;;;;;;;
373;Total sex;53050;1958;;;;;;;;;;;;;;;;;;
374;Total sex;53050;1959;;;;;;;;;;;;;;;;;;
375;Total sex;53050;1960;;;;;;;;;;;;;;;;;;
376;Total sex;53050;1961;;;;;;;;;;;;;;;;;;
377;Total sex;53050;1962;;;;;;;;;;;;;;;;;;
378;Total sex;53050;1963;;;;;;;;;;;;;;;;;;
379;Total sex;53050;1964;;;;;;;;;;;;;;;;;;
380;Total sex;53050;1965;;;;;;;;;;;;;;;;;;
381;Total sex;53050;1966;;;;;;;;;;;;;;;;;;
382;Total sex;53050;1967;;;;;;;;;;;;;;;;;;
383;Total sex;53050;1968;;;;;;;;;;;;;;;;;;
384;Total sex;53050;1969;2245.0;1365.0;1329.0;;;;;;;;;;36.0;880.0;60.8;59.2;;2.6
385;Total sex;53050;1970;2268.0;1347.0;1316.0;;;;;;;;;;31.0;920.0;59.4;58.0;13.0;2.3
386;Total sex;53050;1971;2307.0;1354.0;1311.0;;;;;;;;;;43.0;953.0;58.7;56.8;20.0;3.2
387;Total sex;53050;1972;2265.0;1306.0;1236.0;;;;;;;;;;70.0;960.0;57.6;54.6;36.0;5.4
388;Total sex;53050;1973;2236.0;1267.0;1199.0;;;;;;;;;;69.0;969.0;56.7;53.6;35.0;5.4
389;Total sex;53050;1974;2228.0;1241.0;1161.0;;;;;;;;;;80.0;987.0;55.7;52.1;50.0;6.5
390;Total sex;53050;1975;2241.0;1219.0;1118.0;;;;;;;;;;101.0;1022.0;54.4;49.9;78.0;8.3
391;Total sex;53050;1976;2265.0;1232.0;1120.0;;;;;;;;;;112.0;1033.0;54.4;49.4;85.0;9.1
392;Total sex;53050;1977;2293.0;1217.0;1118.0;;;;;;;;;;99.0;1076.0;53.1;48.7;83.0;8.1
393;Total sex;53050;1978;2317.0;1211.0;1110.0;;;;;;;;;;101.0;1106.0;52.3;47.9;85.0;8.3
394;Total sex;53050;1979;2347.0;1237.0;1130.0;;;;;;;;;;107.0;1110.0;52.7;48.1;82.0;8.7
395;Total sex;53050;1980;2381.0;1226.0;1120.0;;;;;;;;;;105.0;1155.0;51.5;47.1;90.0;8.6
396;Total sex;53050;1981;2431.0;1241.0;1112.0;;;;;;;;;;130.0;1189.0;51.1;45.7;131.0;10.4
397;Total sex;53050;1982;2446.0;1209.0;1023.0;;;;;;;;;;187.0;1237.0;49.4;41.8;196.0;15.4
398;Total sex;53050;1983;2455.0;1194.0;981.0;;;;;;;;;;213.0;1261.0;48.6;40.0;236.0;17.9
399;Total sex;53050;1984;2450.0;1159.0;958.0;;;;;;;;;;201.0;1291.0;47.3;39.1;215.0;17.4
400;Total sex;53050;1985;2470.0;1144.0;966.0;;;;;;;;;;178.0;1326.0;46.3;39.1;175.0;15.6
401;Total sex;53050;1986;2457.0;1163.0;1003.0;;;;;;;;;;160.0;1294.0;47.3;40.8;149.0;13.8
402;Total sex;53050;1987;2447.0;1162.0;1009.0;;;;;;;;;;154.0;1284.0;47.5;41.2;133.0;13.2
403;Total sex;53050;1988;2416.0;1148.0;1005.0;;;;;;;;;;143.0;1268.0;47.5;41.6;69.0;12.4
404;Total sex;53050;1989;2366.0;1112.0;987.0;;;;;;;;;;125.0;1255.0;47.0;41.7;109.0;11.3
405;Total sex;53050;1990;2311.0;1085.0;973.0;;;;;;;;;;112.0;1226.0;47.0;42.1;85.0;10.4
406;Total sex;53050;1991;2255.0;1055.0;950.0;;;;;;;;;;105.0;1200.0;46.8;42.1;74.0;10.0
407;Total sex;53050;1992;2208.0;1024.0;927.0;;;;;;;;;;97.0;1184.0;46.4;42.0;76.0;9.5
408;Total sex;53050;1993;2153.0;988.0;871.0;;;;;;;;;;117.0;1166.0;45.9;40.5;100.0;11.8
409;Total sex;53050;1994;2100.0;945.0;819.0;;;;;;;;;;126.0;1156.0;45.0;39.0;104.0;13.3
410;Total sex;53050;1995;2012.0;894.0;776.0;;;;;;;;;;118.0;1117.0;44.5;38.6;89.0;13.2
411;Total sex;53050;1996;1948.0;882.0;770.0;;;;;;;;;;112.0;1067.0;45.3;39.5;75.0;12.7
412;Total sex;53050;1997;1918.0;887.0;797.0;;;;;;;;;;91.0;1031.0;46.3;41.5;54.0;10.2
413;Total sex;53050;1998;1875.0;844.0;772.0;;;;;;;;;;72.0;1031.0;45.0;41.1;40.0;8.6
414;Total sex;53050;1999;1865.0;891.0;824.0;;;;;;;;;;67.0;974.0;47.8;44.2;32.0;7.5
415;Total sex;53050;2000;1873.0;884.0;825.0;;;;;;;;;;59.0;989.0;47.2;44.0;23.0;6.7
416;Total sex;53050;2001 before revision;1888.0;920.0;852.0;;;;;;;;;;68.0;968.0;48.7;45.1;13.0;7.4
417;Total sex;53050;2001 after revision;1888.0;919.0;851.0;;;;;;;;;;68.0;969.0;48.7;45.1;20.0;7.4
418;Total sex;53050;2002;1907.0;923.0;845.0;;;;;;;;;;79.0;984.0;48.4;44.3;21.0;8.5
419;Total sex;53050;2003;1921.0;905.0;809.0;;;;;;;;;;96.0;1016.0;47.1;42.1;32.0;10.6
420;Total sex;53050;2004;1929.0;880.0;764.0;;;;;;;;;;116.0;1049.0;45.6;39.6;42.0;13.2
421;Total sex;53050;2005;1937.0;855.0;747.0;;;;;;;;;;108.0;1081.0;44.2;38.6;32.0;12.6
422;Total sex;53050;2006;1944.0;850.0;762.0;;;;;;;;;;88.0;1094.0;43.7;39.2;20.0;10.4
423;Total sex;53050;2007;1957.0;886.0;804.0;;;;;;;;;;82.0;1072.0;45.3;41.1;12.0;9.2
424;Total sex;53050;2008;1978.0;908.0;832.0;;;;;;;;;;76.0;1070.0;45.9;42.1;9.0;8.4
425;Total sex;53050;2009;1997.0;902.0;802.0;;;;;;;;;;99.0;1095.0;45.2;40.2;15.0;11.0
426;Total sex;53050;2010;2006.0;856.0;756.0;;;;;;;;;;100.0;1150.0;42.7;37.7;18.0;11.7
427;Total sex;53050;2011;2010.0;847.0;764.0;;;;;;;;;;83.0;1163.0;42.1;38.0;10.0;9.8
428;Total sex;53050;2012;2023.0;861.0;753.0;;;;;;;;;;108.0;1162.0;42.6;37.2;14.0;12.6
429;Total sex;53050;2013;2040.0;864.0;726.0;;;;;;;;;;137.0;1176.0;42.3;35.6;19.0;15.9
430;Total sex;12;1800;;;;;;;;;;;;;;;;;;
431;Total sex;12;1801;;;;;;;;;;;;;;;;;;
432;Total sex;12;1802;;;;;;;;;;;;;;;;;;
433;Total sex;12;1803;;;;;;;;;;;;;;;;;;
434;Total sex;12;1804;;;;;;;;;;;;;;;;;;
435;Total sex;12;1805;;;;;;;;;;;;;;;;;;
436;Total sex;12;1806;;;;;;;;;;;;;;;;;;
437;Total sex;12;1807;;;;;;;;;;;;;;;;;;
438;Total sex;12;1808;;;;;;;;;;;;;;;;;;
439;Total sex;12;1809;;;;;;;;;;;;;;;;;;
440;Total sex;12;1810;;;;;;;;;;;;;;;;;;
441;Total sex;12;1811;;;;;;;;;;;;;;;;;;
442;Total sex;12;1812;;;;;;;;;;;;;;;;;;
443;Total sex;12;1813;;;;;;;;;;;;;;;;;;
444;Total sex;12;1814;;;;;;;;;;;;;;;;;;
445;Total sex;12;1815;;;;;;;;;;;;;;;;;;
446;Total sex;12;1816;;;;;;;;;;;;;;;;;;
447;Total sex;12;1817;;;;;;;;;;;;;;;;;;
448;Total sex;12;1818;;;;;;;;;;;;;;;;;;
449;Total sex;12;1819;;;;;;;;;;;;;;;;;;
450;Total sex;12;1820;;;;;;;;;;;;;;;;;;
451;Total sex;12;1821;;;;;;;;;;;;;;;;;;
452;Total sex;12;1822;;;;;;;;;;;;;;;;;;
453;Total sex;12;1823;;;;;;;;;;;;;;;;;;
454;Total sex;12;1824;;;;;;;;;;;;;;;;;;
455;Total sex;12;1825;;;;;;;;;;;;;;;;;;
456;Total sex;12;1826;;;;;;;;;;;;;;;;;;
457;Total sex;12;1827;;;;;;;;;;;;;;;;;;
458;Total sex;12;1828;;;;;;;;;;;;;;;;;;
459;Total sex;12;1829;;;;;;;;;;;;;;;;;;
460;Total sex;12;1830;;;;;;;;;;;;;;;;;;
461;Total sex;12;1831;;;;;;;;;;;;;;;;;;
462;Total sex;12;1832;;;;;;;;;;;;;;;;;;
463;Total sex;12;1833;;;;;;;;;;;;;;;;;;
464;Total sex;12;1834;;;;;;;;;;;;;;;;;;
465;Total sex;12;1835;;;;;;;;;;;;;;;;;;
466;Total sex;12;1836;;;;;;;;;;;;;;;;;;
467;Total sex;12;1837;;;;;;;;;;;;;;;;;;
468;Total sex;12;1838;;;;;;;;;;;;;;;;;;
469;Total sex;12;1839;;;;;;;;;;;;;;;;;;
470;Total sex;12;1840;;;;;;;;;;;;;;;;;;
471;Total sex;12;1841;;;;;;;;;;;;;;;;;;
472;Total sex;12;1842;;;;;;;;;;;;;;;;;;
473;Total sex;12;1843;;;;;;;;;;;;;;;;;;
474;Total sex;12;1844;;;;;;;;;;;;;;;;;;
475;Total sex;12;1845;;;;;;;;;;;;;;;;;;
476;Total sex;12;1846;;;;;;;;;;;;;;;;;;
477;Total sex;12;1847;;;;;;;;;;;;;;;;;;
478;Total sex;12;1848;;;;;;;;;;;;;;;;;;
479;Total sex;12;1849;;;;;;;;;;;;;;;;;;
480;Total sex;12;1850;;;;;;;;;;;;;;;;;;
481;Total sex;12;1851;;;;;;;;;;;;;;;;;;
482;Total sex;12;1852;;;;;;;;;;;;;;;;;;
483;Total sex;12;1853;;;;;;;;;;;;;;;;;;
484;Total sex;12;1854;;;;;;;;;;;;;;;;;;
485;Total sex;12;1855;;;;;;;;;;;;;;;;;;
486;Total sex;12;1856;;;;;;;;;;;;;;;;;;
487;Total sex;12;1857;;;;;;;;;;;;;;;;;;
488;Total sex;12;1858;;;;;;;;;;;;;;;;;;
489;Total sex;12;1859;;;;;;;;;;;;;;;;;;
490;Total sex;12;1860;;;;;;;;;;;;;;;;;;
491;Total sex;12;1861;;;;;;;;;;;;;;;;;;
492;Total sex;12;1862;;;;;;;;;;;;;;;;;;
493;Total sex;12;1863;;;;;;;;;;;;;;;;;;
494;Total sex;12;1864;;;;;;;;;;;;;;;;;;
495;Total sex;12;1865;;;;;;;;;;;;;;;;;;
496;Total sex;12;1866;;;;;;;;;;;;;;;;;;
497;Total sex;12;1867;;;;;;;;;;;;;;;;;;
498;Total sex;12;1868;;;;;;;;;;;;;;;;;;
499;Total sex;12;1869;;;;;;;;;;;;;;;;;;
500;Total sex;12;1870;;;;;;;;;;;;;;;;;;
501;Total sex;12;1871;;;;;;;;;;;;;;;;;;
502;Total sex;12;1872;;;;;;;;;;;;;;;;;;
503;Total sex;12;1873;;;;;;;;;;;;;;;;;;
504;Total sex;12;1874;;;;;;;;;;;;;;;;;;
505;Total sex;12;1875;;;;;;;;;;;;;;;;;;
506;Total sex;12;1876;;;;;;;;;;;;;;;;;;
507;Total sex;12;1877;;;;;;;;;;;;;;;;;;
508;Total sex;12;1878;;;;;;;;;;;;;;;;;;
509;Total sex;12;1879;;;;;;;;;;;;;;;;;;
510;Total sex;12;1880;;;;;;;;;;;;;;;;;;
511;Total sex;12;1881;;;;;;;;;;;;;;;;;;
512;Total sex;12;1882;;;;;;;;;;;;;;;;;;
513;Total sex;12;1883;;;;;;;;;;;;;;;;;;
514;Total sex;12;1884;;;;;;;;;;;;;;;;;;
515;Total sex;12;1885;;;;;;;;;;;;;;;;;;
516;Total sex;12;1886;;;;;;;;;;;;;;;;;;
517;Total sex;12;1887;;;;;;;;;;;;;;;;;;
518;Total sex;12;1888;;;;;;;;;;;;;;;;;;
519;Total sex;12;1889;;;;;;;;;;;;;;;;;;
520;Total sex;12;1890;;;;;;;;;;;;;;;;;;
521;Total sex;12;1891;;;;;;;;;;;;;;;;;;
522;Total sex;12;1892;;;;;;;;;;;;;;;;;;
523;Total sex;12;1893;;;;;;;;;;;;;;;;;;
524;Total sex;12;1894;;;;;;;;;;;;;;;;;;
525;Total sex;12;1895;;;;;;;;;;;;;;;;;;
526;Total sex;12;1896;;;;;;;;;;;;;;;;;;
527;Total sex;12;1897;;;;;;;;;;;;;;;;;;
528;Total sex;12;1898;;;;;;;;;;;;;;;;;;
529;Total sex;12;1899;;;;;;;;;;;;;;;;;;
530;Total sex;12;1900;;;;;;;;;;;;;;;;;;
531;Total sex;12;1901;;;;;;;;;;;;;;;;;;
532;Total sex;12;1902;;;;;;;;;;;;;;;;;;
533;Total sex;12;1903;;;;;;;;;;;;;;;;;;
534;Total sex;12;1904;;;;;;;;;;;;;;;;;;
535;Total sex;12;1905;;;;;;;;;;;;;;;;;;
536;Total sex;12;1906;;;;;;;;;;;;;;;;;;
537;Total sex;12;1907;;;;;;;;;;;;;;;;;;
538;Total sex;12;1908;;;;;;;;;;;;;;;;;;
539;Total sex;12;1909;;;;;;;;;;;;;;;;;;
540;Total sex;12;1910;;;;;;;;;;;;;;;;;;
541;Total sex;12;1911;;;;;;;;;;;;;;;;;;
542;Total sex;12;1912;;;;;;;;;;;;;;;;;;
543;Total sex;12;1913;;;;;;;;;;;;;;;;;;
544;Total sex;12;1914;;;;;;;;;;;;;;;;;;
545;Total sex;12;1915;;;;;;;;;;;;;;;;;;
546;Total sex;12;1916;;;;;;;;;;;;;;;;;;
547;Total sex;12;1917;;;;;;;;;;;;;;;;;;
548;Total sex;12;1918;;;;;;;;;;;;;;;;;;
549;Total sex;12;1919;;;;;;;;;;;;;;;;;;
550;Total sex;12;1920;;;;;;;;;;;;;;;;;;
551;Total sex;12;1921;;;;;;;;;;;;;;;;;;
552;Total sex;12;1922;;;;;;;;;;;;;;;;;;
553;Total sex;12;1923;;;;;;;;;;;;;;;;;;
554;Total sex;12;1924;;;;;;;;;;;;;;;;;;
555;Total sex;12;1925;;;;;;;;;;;;;;;;;;
556;Total sex;12;1926;;;;;;;;;;;;;;;;;;
557;Total sex;12;1927;;;;;;;;;;;;;;;;;;
558;Total sex;12;1928;;;;;;;;;;;;;;;;;;
559;Total sex;12;1929;;;;;;;;;;;;;;;;;;
560;Total sex;12;1930;;;;;;;;;;;;;;;;;;
561;Total sex;12;1931;;;;;;;;;;;;;;;;;;
562;Total sex;12;1932;;;;;;;;;;;;;;;;;;
563;Total sex;12;1933;;;;;;;;;;;;;;;;;;
564;Total sex;12;1934;;;;;;;;;;;;;;;;;;
565;Total sex;12;1935;;;;;;;;;;;;;;;;;;
566;Total sex;12;1936;;;;;;;;;;;;;;;;;;
567;Total sex;12;1937;;;;;;;;;;;;;;;;;;
568;Total sex;12;1938;;;;;;;;;;;;;;;;;;
569;Total sex;12;1939;;;;;;;;;;;;;;;;;;
570;Total sex;12;1940;;;;;;;;;;;;;;;;;;
571;Total sex;12;1941;;;;;;;;;;;;;;;;;;
572;Total sex;12;1942;;;;;;;;;;;;;;;;;;
573;Total sex;12;1943;;;;;;;;;;;;;;;;;;
574;Total sex;12;1944;;;;;;;;;;;;;;;;;;
575;Total sex;12;1945;;;;;;;;;;;;;;;;;;
576;Total sex;12;1946;;;;;;;;;;;;;;;;;;
577;Total sex;12;1947;;;;;;;;;;;;;;;;;;
578;Total sex;12;1948;;;;;;;;;;;;;;;;;;
579;Total sex;12;1949;;;;;;;;;;;;;;;;;;
580;Total sex;12;1950;;;;;;;;;;;;;;;;;;
581;Total sex;12;1951;;;;;;;;;;;;;;;;;;
582;Total sex;12;1952;;;;;;;;;;;;;;;;;;
583;Total sex;12;1953;;;;;;;;;;;;;;;;;;
584;Total sex;12;1954;;;;;;;;;;;;;;;;;;
585;Total sex;12;1955;;;;;;;;;;;;;;;;;;
586;Total sex;12;1956;;;;;;;;;;;;;;;;;;
587;Total sex;12;1957;;;;;;;;;;;;;;;;;;
588;Total sex;12;1958;;;;;;;;;;;;;;;;;;
589;Total sex;12;1959;;;;;;;;;;;;;;;;;;
590;Total sex;12;1960;;;;;;;;;;;;;;;;;;
591;Total sex;12;1961;;;;;;;;;;;;;;;;;;
592;Total sex;12;1962;;;;;;;;;;;;;;;;;;
593;Total sex;12;1963;;;;;;;;;;;;;;;;;;
594;Total sex;12;1964;;;;;;;;;;;;;;;;;;
595;Total sex;12;1965;;;;;;;;;;;;;;;;;;
596;Total sex;12;1966;;;;;;;;;;;;;;;;;;
597;Total sex;12;1967;;;;;;;;;;;;;;;;;;
598;Total sex;12;1968;;;;;;;;;;;;;;;;;;
599;Total sex;12;1969;2417.0;1492.0;1469.0;;;;;;;;;;23.0;924.0;61.8;60.8;;1.5
600;Total sex;12;1970;2471.0;1547.0;1524.0;;;;;;;;;;23.0;925.0;62.6;61.6;13.0;1.5
601;Total sex;12;1971;2514.0;1586.0;1558.0;;;;;;;;;;29.0;928.0;63.1;61.9;20.0;1.8
602;Total sex;12;1972;2637.0;1676.0;1635.0;;;;;;;;;;41.0;962.0;63.5;62.0;37.0;2.4
603;Total sex;12;1973;2736.0;1761.0;1717.0;;;;;;;;;;45.0;975.0;64.4;62.7;38.0;2.5
604;Total sex;12;1974;2825.0;1841.0;1788.0;;;;;;;;;;54.0;984.0;65.2;63.3;48.0;2.9
605;Total sex;12;1975;2905.0;1906.0;1834.0;;;;;;;;;;72.0;999.0;65.6;63.1;69.0;3.8
606;Total sex;12;1976;2990.0;1976.0;1894.0;;;;;;;;;;83.0;1013.0;66.1;63.3;74.0;4.2
607;Total sex;12;1977;3055.0;2028.0;1943.0;;;;;;;;;;84.0;1028.0;66.4;63.6;71.0;4.1
608;Total sex;12;1978;3126.0;2101.0;2011.0;;;;;;;;;;91.0;1025.0;67.2;64.3;70.0;4.3
609;Total sex;12;1979;3190.0;2176.0;2080.0;;;;;;;;;;97.0;1013.0;68.2;65.2;69.0;4.4
610;Total sex;12;1980;3257.0;2226.0;2124.0;;;;;;;;;;102.0;1031.0;68.3;65.2;82.0;4.6
611;Total sex;12;1981;3311.0;2290.0;2147.0;;;;;;;;;;143.0;1021.0;69.2;64.8;125.0;6.3
612;Total sex;12;1982;3367.0;2329.0;2126.0;;;;;;;;;;203.0;1038.0;69.2;63.1;191.0;8.7
613;Total sex;12;1983;3425.0;2397.0;2138.0;;;;;;;;;;258.0;1028.0;70.0;62.4;258.0;10.8
614;Total sex;12;1984;3466.0;2425.0;2170.0;;;;;;;;;;254.0;1041.0;70.0;62.6;255.0;10.5
615;Total sex;12;1985;3512.0;2479.0;2237.0;;;;;;;;;;242.0;1033.0;70.6;63.7;231.0;9.8
616;Total sex;12;1986;3567.0;2536.0;2318.0;;;;;;;;;;218.0;1031.0;71.1;65.0;212.0;8.6
617;Total sex;12;1987;3578.0;2558.0;2348.0;;;;;;;;;;210.0;1020.0;71.5;65.6;197.0;8.2
618;Total sex;12;1988;3586.0;2606.0;2386.0;;;;;;;;;;220.0;980.0;72.7;66.6;128.0;8.4
619;Total sex;12;1989;3629.0;2662.0;2455.0;;;;;;;;;;206.0;967.0;73.4;67.7;185.0;7.8
620;Total sex;12;1990;3677.0;2753.0;2566.0;;;;;;;;;;187.0;924.0;74.9;69.8;161.0;6.8
621;Total sex;12;1991;3702.0;2818.0;2639.0;;;;;;;;;;180.0;884.0;76.1;71.3;155.0;6.4
622;Total sex;12;1992;3725.0;2867.0;2682.0;;;;;;;;;;185.0;858.0;77.0;72.0;157.0;6.5
623;Total sex;12;1993;3760.0;2932.0;2716.0;;;;;;;;;;216.0;828.0;78.0;72.2;193.0;7.4
624;Total sex;12;1994;3802.0;2973.0;2712.0;;;;;;;;;;261.0;830.0;78.2;71.3;233.0;8.8
625;Total sex;12;1995;3838.0;3040.0;2791.0;;;;;;;;;;249.0;799.0;79.2;72.7;220.0;8.2
626;Total sex;12;1996;3841.0;3071.0;2854.0;;;;;;;;;;216.0;771.0;79.9;74.3;204.0;7.0
627;Total sex;12;1997;3837.0;3095.0;2899.0;;;;;;;;;;195.0;743.0;80.7;75.6;176.0;6.3
628;Total sex;12;1998;3836.0;3143.0;2997.0;;;;;;;;;;146.0;693.0;81.9;78.1;128.0;4.7
629;Total sex;12;1999;3808.0;3125.0;3006.0;;;;;;;;;;119.0;683.0;82.1;78.9;94.0;3.8
630;Total sex;12;2000;3763.0;3123.0;3017.0;;;;;;;;;;106.0;639.0;83.0;80.2;78.0;3.4
631;Total sex;12;2001 before revision;3719.0;3067.0;2977.0;;;;;;;;;;90.0;652.0;82.5;80.1;37.0;2.9
632;Total sex;12;2001 after revision;3718.0;3073.0;2981.0;;;;;;;;;;92.0;645.0;82.6;80.2;53.0;3.0
633;Total sex;12;2002;3661.0;3031.0;2917.0;;;;;;;;;;114.0;630.0;82.8;79.7;69.0;3.8
634;Total sex;12;2003;3594.0;2999.0;2843.0;;;;;;;;;;156.0;594.0;83.5;79.1;106.0;5.2
635;Total sex;12;2004;3517.0;2961.0;2783.0;;;;;;;;;;178.0;556.0;84.2;79.1;127.0;6.0
636;Total sex;12;2005;3441.0;2916.0;2744.0;;;;;;;;;;172.0;525.0;84.7;79.7;117.0;5.9
637;Total sex;12;2006;3369.0;2882.0;2749.0;;;;;;;;;;134.0;487.0;85.6;81.6;85.0;4.6
638;Total sex;12;2007;3302.0;2848.0;2751.0;;;;;;;;;;97.0;453.0;86.3;83.3;52.0;3.4
639;Total sex;12;2008;3243.0;2838.0;2754.0;;;;;;;;;;85.0;405.0;87.5;84.9;38.0;3.0
640;Total sex;12;2009;3181.0;2791.0;2675.0;;;;;;;;;;116.0;390.0;87.7;84.1;61.0;4.2
641;Total sex;12;2010;3115.0;2726.0;2596.0;;;;;;;;;;130.0;389.0;87.5;83.3;72.0;4.8
642;Total sex;12;2011;3064.0;2663.0;2529.0;;;;;;;;;;134.0;401.0;86.9;82.5;63.0;5.0
643;Total sex;12;2012;3051.0;2654.0;2491.0;;;;;;;;;;164.0;397.0;87.0;81.6;81.0;6.2
644;Total sex;12;2013;3059.0;2643.0;2437.0;;;;;;;;;;207.0;416.0;86.4;79.7;108.0;7.8
645;Total sex;13;1800;;;;;;;;;;;;;;;;;;
646;Total sex;13;1801;;;;;;;;;;;;;;;;;;
647;Total sex;13;1802;;;;;;;;;;;;;;;;;;
648;Total sex;13;1803;;;;;;;;;;;;;;;;;;
