ID;Verplaatsingskenmerken;Populatie;Vervoerwijzen;Marges;Regiokenmerken;Perioden;GemiddeldeAfstandPerVerplaatsing_1;GemiddeldeReisduurPerVerplaatsing_2
8651;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Utrecht (PV);2023;0.62;5.47
8652;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Holland (PV);2018;0.6;5.86
8653;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Holland (PV);2019;0.6;5.9
8654;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Holland (PV);2020;0.59;5.64
8655;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Holland (PV);2021;0.6;6.84
8656;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Holland (PV);2022;0.62;6.12
8657;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Holland (PV);2023;0.62;6.64
8658;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zuid-Holland (PV);2018;0.6;5.98
8659;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zuid-Holland (PV);2019;0.61;6.86
8660;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zuid-Holland (PV);2020;0.61;6.38
8661;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zuid-Holland (PV);2021;0.6;8.27
8662;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zuid-Holland (PV);2022;0.61;6.02
8663;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zuid-Holland (PV);2023;0.62;6.36
8664;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeeland (PV);2018;0.59;5.26
8665;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeeland (PV);2019;0.57;5.53
8666;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeeland (PV);2020;0.62;5.26
8667;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeeland (PV);2021;0.64;5.77
8668;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeeland (PV);2022;0.58;5.07
8669;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeeland (PV);2023;0.63;5.2
8670;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Brabant (PV);2018;0.6;5.53
8671;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Brabant (PV);2019;0.61;5.8
8672;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Brabant (PV);2020;0.6;6.16
8673;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Brabant (PV);2021;0.6;7.34
8674;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Brabant (PV);2022;0.62;5.87
8675;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Noord-Brabant (PV);2023;0.6;5.45
8676;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Limburg (PV);2018;0.6;5.95
8677;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Limburg (PV);2019;0.61;5.86
8678;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Limburg (PV);2020;0.63;5.63
8679;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Limburg (PV);2021;0.64;6.17
8680;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Limburg (PV);2022;0.62;5.91
8681;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Limburg (PV);2023;0.64;5.5
8682;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeer sterk stedelijk;2018;0.6;5.95
8683;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeer sterk stedelijk;2019;0.61;5.92
8684;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeer sterk stedelijk;2020;0.61;6.47
8685;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeer sterk stedelijk;2021;0.6;7.33
8686;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeer sterk stedelijk;2022;0.62;6.22
8687;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Zeer sterk stedelijk;2023;0.62;6.75
8688;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Sterk stedelijk;2018;0.6;5.76
8689;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Sterk stedelijk;2019;0.6;5.99
8690;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Sterk stedelijk;2020;0.6;5.48
8691;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Sterk stedelijk;2021;0.6;6.91
8692;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Sterk stedelijk;2022;0.61;6.06
8693;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Sterk stedelijk;2023;0.61;5.56
8694;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Matig stedelijk;2018;0.59;5.58
8695;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Matig stedelijk;2019;0.6;5.69
8696;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Matig stedelijk;2020;0.6;5.75
8697;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Matig stedelijk;2021;0.59;5.02
8698;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Matig stedelijk;2022;0.61;5.52
8699;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Matig stedelijk;2023;0.62;6.63
8700;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Weinig stedelijk;2018;0.58;5.24
8701;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Weinig stedelijk;2019;0.58;6.16
8702;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Weinig stedelijk;2020;0.57;6.01
8703;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Weinig stedelijk;2021;0.59;6.34
8704;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Weinig stedelijk;2022;0.6;5.1
8705;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Weinig stedelijk;2023;0.61;5.27
8706;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Niet stedelijk;2018;0.57;4.94
8707;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Niet stedelijk;2019;0.57;5.08
8708;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Niet stedelijk;2020;0.6;4.98
8709;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Niet stedelijk;2021;0.56;5.1
8710;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Niet stedelijk;2022;0.58;4.91
8711;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Fiets;Bovengrens 95%-interval;Niet stedelijk;2023;0.56;6.05
8712;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Nederland;2018;0.39;6.85
8713;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Nederland;2019;0.39;7.17
8714;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Nederland;2020;0.39;7.2
8715;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Nederland;2021;0.4;7.46
8716;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Nederland;2022;0.4;7.57
8717;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Nederland;2023;0.41;7.74
8718;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Nederland (LD);2018;0.37;6.41
8719;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Nederland (LD);2019;0.38;6.81
8720;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Nederland (LD);2020;0.39;6.92
8721;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Nederland (LD);2021;0.38;8.12
8722;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Nederland (LD);2022;0.37;6.91
8723;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Nederland (LD);2023;0.41;7.42
8724;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Oost-Nederland (LD);2018;0.37;6.54
8725;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Oost-Nederland (LD);2019;0.4;6.78
8726;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Oost-Nederland (LD);2020;0.37;6.93
8727;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Oost-Nederland (LD);2021;0.4;7.43
8728;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Oost-Nederland (LD);2022;0.39;7.59
8729;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Oost-Nederland (LD);2023;0.4;7.6
8730;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;West-Nederland (LD);2018;0.39;6.94
8731;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;West-Nederland (LD);2019;0.39;7.19
8732;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;West-Nederland (LD);2020;0.39;7.48
8733;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;West-Nederland (LD);2021;0.4;7.55
8734;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;West-Nederland (LD);2022;0.41;7.7
8735;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;West-Nederland (LD);2023;0.41;7.95
8736;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Nederland (LD);2018;0.39;7.05
8737;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Nederland (LD);2019;0.39;7.57
8738;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Nederland (LD);2020;0.39;6.83
8739;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Nederland (LD);2021;0.39;7.0
8740;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Nederland (LD);2022;0.42;7.51
8741;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Nederland (LD);2023;0.4;7.48
8742;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Groningen (PV);2018;0.37;6.12
8743;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Groningen (PV);2019;0.38;7.06
8744;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Groningen (PV);2020;0.4;6.88
8745;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Groningen (PV);2021;0.4;6.68
8746;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Groningen (PV);2022;0.36;6.67
8747;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Groningen (PV);2023;0.4;7.26
8748;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Fryslân (PV);2018;0.34;6.31
8749;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Fryslân (PV);2019;0.38;7.03
8750;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Fryslân (PV);2020;0.38;6.76
8751;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Fryslân (PV);2021;0.38;
8752;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Fryslân (PV);2022;0.39;6.66
8753;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Fryslân (PV);2023;0.39;7.12
8754;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Drenthe (PV);2018;0.39;7.06
8755;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Drenthe (PV);2019;0.39;6.12
8756;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Drenthe (PV);2020;0.38;7.25
8757;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Drenthe (PV);2021;0.36;6.58
8758;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Drenthe (PV);2022;0.34;7.64
8759;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Drenthe (PV);2023;0.44;8.34
8760;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Overijssel (PV);2018;0.38;6.12
8761;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Overijssel (PV);2019;0.4;6.26
8762;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Overijssel (PV);2020;0.36;6.45
8763;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Overijssel (PV);2021;0.39;7.36
8764;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Overijssel (PV);2022;0.39;8.06
8765;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Overijssel (PV);2023;0.39;7.11
8766;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Flevoland (PV);2018;0.37;6.6
8767;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Flevoland (PV);2019;0.4;6.57
8768;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Flevoland (PV);2020;0.39;9.81
8769;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Flevoland (PV);2021;0.41;6.75
8770;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Flevoland (PV);2022;0.42;7.88
8771;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Flevoland (PV);2023;0.41;7.85
8772;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Gelderland (PV);2018;0.37;6.72
8773;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Gelderland (PV);2019;0.4;7.1
8774;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Gelderland (PV);2020;0.37;6.58
8775;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Gelderland (PV);2021;0.4;7.59
8776;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Gelderland (PV);2022;0.39;7.28
8777;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Gelderland (PV);2023;0.4;7.82
8778;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Utrecht (PV);2018;0.38;6.65
8779;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Utrecht (PV);2019;0.38;6.91
8780;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Utrecht (PV);2020;0.37;7.33
8781;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Utrecht (PV);2021;0.39;6.9
8782;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Utrecht (PV);2022;0.41;7.2
8783;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Utrecht (PV);2023;0.4;7.34
8784;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Holland (PV);2018;0.39;6.91
8785;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Holland (PV);2019;0.39;7.35
8786;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Holland (PV);2020;0.38;7.21
8787;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Holland (PV);2021;0.4;7.99
8788;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Holland (PV);2022;0.41;8.1
8789;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Holland (PV);2023;0.41;8.22
8790;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Holland (PV);2018;0.4;7.09
8791;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Holland (PV);2019;0.4;7.22
8792;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Holland (PV);2020;0.4;7.75
8793;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Holland (PV);2021;0.4;7.5
8794;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Holland (PV);2022;0.41;7.63
8795;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zuid-Holland (PV);2023;0.42;8.09
8796;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeeland (PV);2018;0.35;6.6
8797;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeeland (PV);2019;0.38;6.56
8798;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeeland (PV);2020;0.38;7.09
8799;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeeland (PV);2021;0.4;6.64
8800;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeeland (PV);2022;0.37;6.74
8801;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeeland (PV);2023;0.37;6.3
8802;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Brabant (PV);2018;0.39;6.84
8803;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Brabant (PV);2019;0.39;7.19
8804;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Brabant (PV);2020;0.39;6.63
8805;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Brabant (PV);2021;0.39;6.86
8806;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Brabant (PV);2022;0.41;7.39
8807;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Noord-Brabant (PV);2023;0.41;7.58
8808;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Limburg (PV);2018;0.4;7.52
8809;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Limburg (PV);2019;0.42;8.54
8810;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Limburg (PV);2020;0.41;7.31
8811;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Limburg (PV);2021;0.39;7.28
8812;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Limburg (PV);2022;0.43;7.78
8813;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Limburg (PV);2023;0.4;7.26
8814;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeer sterk stedelijk;2018;0.4;7.16
8815;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeer sterk stedelijk;2019;0.4;7.68
8816;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeer sterk stedelijk;2020;0.4;7.58
8817;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeer sterk stedelijk;2021;0.4;7.75
8818;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeer sterk stedelijk;2022;0.41;7.92
8819;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Zeer sterk stedelijk;2023;0.41;8.13
8820;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Sterk stedelijk;2018;0.39;7.04
8821;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Sterk stedelijk;2019;0.4;7.21
8822;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Sterk stedelijk;2020;0.39;7.46
8823;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Sterk stedelijk;2021;0.4;7.56
8824;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Sterk stedelijk;2022;0.42;8.16
8825;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Sterk stedelijk;2023;0.42;7.87
8826;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Matig stedelijk;2018;0.39;6.55
8827;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Matig stedelijk;2019;0.4;7.17
8828;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Matig stedelijk;2020;0.38;6.88
8829;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Matig stedelijk;2021;0.39;6.8
8830;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Matig stedelijk;2022;0.41;7.18
8831;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Matig stedelijk;2023;0.4;7.41
8832;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Weinig stedelijk;2018;0.37;6.48
8833;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Weinig stedelijk;2019;0.37;6.46
8834;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Weinig stedelijk;2020;0.38;6.46
8835;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Weinig stedelijk;2021;0.38;6.78
8836;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Weinig stedelijk;2022;0.37;6.74
8837;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Weinig stedelijk;2023;0.4;7.38
8838;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Niet stedelijk;2018;0.35;5.99
8839;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Niet stedelijk;2019;0.37;6.32
8840;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Niet stedelijk;2020;0.37;6.68
8841;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Niet stedelijk;2021;0.37;8.68
8842;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Niet stedelijk;2022;0.35;5.96
8843;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Waarde;Niet stedelijk;2023;0.38;6.71
8844;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Nederland;2018;0.38;6.71
8845;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Nederland;2019;0.39;6.95
8846;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Nederland;2020;0.38;6.98
8847;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Nederland;2021;0.39;7.17
8848;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Nederland;2022;0.4;7.35
8849;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Nederland;2023;0.4;7.54
8850;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Noord-Nederland (LD);2018;0.34;5.91
8851;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Noord-Nederland (LD);2019;0.36;6.21
8852;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Noord-Nederland (LD);2020;0.37;6.14
8853;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Noord-Nederland (LD);2021;0.36;5.41
8854;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Noord-Nederland (LD);2022;0.35;6.15
8855;Afstand: 0 tot 1 km;Populatie: 6 jaar of ouder;Lopen;Ondergrens 95%-interval;Noord-Nederland (LD);2023;0.39;6.93
