ID;Geslacht;Onderwijssoort;SoortDiploma;Opleidingsvorm;Migratieachtergrond;Perioden;Gediplomeerden_1
9459;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Met migratieachtergrond;2018/'19;
9460;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Met migratieachtergrond;2019/'20;
9461;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Met migratieachtergrond;2020/'21;
9462;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2002/'03;
9463;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2003/'04;
9464;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2004/'05;
9465;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2005/'06;
9466;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2006/'07;
9467;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2007/'08;
9468;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2008/'09;
9469;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2009/'10;
9470;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2010/'11;
9471;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2011/'12;
9472;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2012/'13;
9473;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2013/'14;
9474;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2014/'15;
9475;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2015/'16;
9476;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2016/'17;
9477;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2017/'18;
9478;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2018/'19;
9479;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2019/'20;
9480;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Westerse migratieachtergrond;2020/'21;
9481;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2002/'03;
9482;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2003/'04;
9483;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2004/'05;
9484;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2005/'06;
9485;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2006/'07;
9486;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2007/'08;
9487;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2008/'09;
9488;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2009/'10;
9489;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2010/'11;
9490;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2011/'12;
9491;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2012/'13;
9492;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2013/'14;
9493;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2014/'15;
9494;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2015/'16;
9495;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2016/'17;
9496;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2017/'18;
9497;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2018/'19;
9498;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2019/'20;
9499;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Niet-westerse migratieachtergrond;2020/'21;
9500;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2002/'03;
9501;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2003/'04;
9502;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2004/'05;
9503;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2005/'06;
9504;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2006/'07;
9505;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2007/'08;
9506;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2008/'09;
9507;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2009/'10;
9508;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2010/'11;
9509;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2011/'12;
9510;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2012/'13;
9511;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2013/'14;
9512;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2014/'15;
9513;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2015/'16;
9514;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2016/'17;
9515;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2017/'18;
9516;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2018/'19;
9517;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2019/'20;
9518;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Turkije;2020/'21;
9519;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2002/'03;
9520;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2003/'04;
9521;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2004/'05;
9522;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2005/'06;
9523;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2006/'07;
9524;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2007/'08;
9525;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2008/'09;
9526;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2009/'10;
9527;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2010/'11;
9528;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2011/'12;
9529;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2012/'13;
9530;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2013/'14;
9531;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2014/'15;
9532;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2015/'16;
9533;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2016/'17;
9534;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2017/'18;
9535;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2018/'19;
9536;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2019/'20;
9537;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Marokko;2020/'21;
9538;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2002/'03;
9539;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2003/'04;
9540;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2004/'05;
9541;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2005/'06;
9542;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2006/'07;
9543;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2007/'08;
9544;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2008/'09;
9545;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2009/'10;
9546;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2010/'11;
9547;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2011/'12;
9548;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2012/'13;
9549;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2013/'14;
9550;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2014/'15;
9551;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2015/'16;
9552;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2016/'17;
9553;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2017/'18;
9554;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2018/'19;
9555;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2019/'20;
9556;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Suriname;2020/'21;
9557;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2002/'03;
9558;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2003/'04;
9559;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2004/'05;
9560;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2005/'06;
9561;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2006/'07;
9562;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2007/'08;
9563;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2008/'09;
9564;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2009/'10;
9565;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2010/'11;
9566;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2011/'12;
9567;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2012/'13;
9568;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2013/'14;
9569;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2014/'15;
9570;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2015/'16;
9571;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2016/'17;
9572;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2017/'18;
9573;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2018/'19;
9574;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2019/'20;
9575;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;(voormalige) Nederlandse Antillen, Aruba;2020/'21;
9576;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2002/'03;
9577;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2003/'04;
9578;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2004/'05;
9579;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2005/'06;
9580;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2006/'07;
9581;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2007/'08;
9582;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2008/'09;
9583;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2009/'10;
9584;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2010/'11;
9585;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2011/'12;
9586;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2012/'13;
9587;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2013/'14;
9588;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2014/'15;
9589;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2015/'16;
9590;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2016/'17;
9591;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2017/'18;
9592;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2018/'19;
9593;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2019/'20;
9594;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Overige niet-westerse migratieachterg...;2020/'21;
9595;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2002/'03;
9596;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2003/'04;
9597;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2004/'05;
9598;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2005/'06;
9599;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2006/'07;
9600;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2007/'08;
9601;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2008/'09;
9602;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2009/'10;
9603;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2010/'11;
9604;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2011/'12;
9605;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2012/'13;
9606;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2013/'14;
9607;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2014/'15;
9608;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2015/'16;
9609;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2016/'17;
9610;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2017/'18;
9611;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2018/'19;
9612;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2019/'20;
9613;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal;Onbekende migratieachtergrond;2020/'21;
9614;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2002/'03;
9615;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2003/'04;
9616;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2004/'05;
9617;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2005/'06;
9618;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2006/'07;
9619;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2007/'08;
9620;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2008/'09;
9621;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2009/'10;
9622;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2010/'11;
9623;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2011/'12;
9624;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2012/'13;
9625;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2013/'14;
9626;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2014/'15;
9627;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2015/'16;
9628;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2016/'17;
9629;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2017/'18;
9630;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2018/'19;
9631;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2019/'20;
9632;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Totaal;2020/'21;
9633;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2002/'03;
9634;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2003/'04;
9635;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2004/'05;
9636;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2005/'06;
9637;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2006/'07;
9638;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2007/'08;
9639;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2008/'09;
9640;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2009/'10;
9641;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2010/'11;
9642;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2011/'12;
9643;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2012/'13;
9644;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2013/'14;
9645;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2014/'15;
9646;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2015/'16;
9647;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2016/'17;
9648;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2017/'18;
9649;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2018/'19;
9650;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2019/'20;
9651;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Nederlandse achtergrond;2020/'21;
9652;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2002/'03;
9653;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2003/'04;
9654;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2004/'05;
9655;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2005/'06;
9656;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2006/'07;
9657;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2007/'08;
9658;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2008/'09;
9659;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2009/'10;
9660;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2010/'11;
9661;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2011/'12;
9662;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2012/'13;
9663;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2013/'14;
9664;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2014/'15;
9665;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2015/'16;
9666;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2016/'17;
9667;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2017/'18;
9668;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2018/'19;
9669;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2019/'20;
9670;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Met migratieachtergrond;2020/'21;
9671;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2002/'03;
9672;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2003/'04;
9673;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2004/'05;
9674;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2005/'06;
9675;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2006/'07;
9676;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2007/'08;
9677;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2008/'09;
9678;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2009/'10;
9679;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2010/'11;
9680;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2011/'12;
9681;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2012/'13;
9682;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2013/'14;
9683;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2014/'15;
9684;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2015/'16;
9685;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2016/'17;
9686;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2017/'18;
9687;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2018/'19;
9688;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2019/'20;
9689;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Westerse migratieachtergrond;2020/'21;
9690;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2002/'03;
9691;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2003/'04;
9692;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2004/'05;
9693;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2005/'06;
9694;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2006/'07;
9695;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2007/'08;
9696;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2008/'09;
9697;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2009/'10;
9698;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2010/'11;
9699;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2011/'12;
9700;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2012/'13;
9701;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2013/'14;
9702;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;Niet-westerse migratieachtergrond;2014/'15;
